FID,KUNSTWERKID,KUNSTWERKNAAM,KUNSTENAAR,EIGENDOM_VAN,LENGTEGRAAD,BREEDTEGRAAD,RD_X,RD_Y,LOKATIEBEELD,WEBSITEVERWIJZING,FOTO,CONTACT,DD_BRONBESTAND,DD_BIJGEWERKT,GEOMETRIE
CUL_KUNSTWERKEN.224,21,Sint Jozef,Onbekend,particulier,"5,85847991","51,8443204",187475.7799435588,428520.7232079125,Van Berchenstraat (Kolpinghuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=21,21.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187475.779943559 428520.723207913)
CUL_KUNSTWERKEN.225,22,Wapen,Onbekend,particulier,"5,85871678","51,8441521",187492.22402739956,428502.1051588944,Smetiusstraat (Kolpinghuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=22,22.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187492.2240274 428502.105158894)
CUL_KUNSTWERKEN.226,25,Vier leeuwen,Henri Leeuw sr.,gemeente Nijmegen,"5,86362605","51,8478107",187827.85075884123,428911.3451091701,Grote markt (Waaggebouw),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=25,25.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187827.850758841 428911.34510917)
CUL_KUNSTWERKEN.227,26,Leeuw,Henri Leeuw jr.,gemeente Nijmegen,"5,85780483","51,8459542",187428.08320525708,428702.18778925354,Kronenburgerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=26,26.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187428.083205257 428702.187789254)
CUL_KUNSTWERKEN.228,26,Leeuw,Henri Leeuw sr.,gemeente Nijmegen,"5,85780483","51,8459542",187428.08320525708,428702.18778925354,Kronenburgerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=26,26.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187428.083205257 428702.187789254)
CUL_KUNSTWERKEN.229,27,Vier stadswapens,Henri Leeuw sr.,gemeente Nijmegen,"5,86369593","51,8478125",187832.66445710137,428911.57695045567,Grote Markt (Waaggebouw),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=27,27.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187832.664457101 428911.576950456)
CUL_KUNSTWERKEN.230,28,Twee paar Karyatiden (kraagstenen),Henri Leeuw sr.,gemeente Nijmegen,5.863739,51.847744,187835.68213995086,428903.9755462831,Grote Markt (Waaggebouw),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=28,28.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187835.682139951 428903.975546283)
CUL_KUNSTWERKEN.231,29,Stadswapen,Henri Leeuw jr.,gemeente Nijmegen,"5,87240419","51,8474758",188432.94840696128,428878.0901184854,Hunnerpark (Belvédère),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=29,29.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188432.948406961 428878.090118485)
CUL_KUNSTWERKEN.232,29,Stadswapen,Henri Leeuw sr.,gemeente Nijmegen,"5,87240419","51,8474758",188432.94840696128,428878.0901184854,Hunnerpark (Belvédère),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=29,29.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188432.948406961 428878.090118485)
CUL_KUNSTWERKEN.233,30,Wapen,Onbekend,particulier,"5,86908191","51,8440872",188206.52892149403,428499.5724046715,Van der Brugghenstraat 5,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=30,30.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188206.528921494 428499.572404672)
CUL_KUNSTWERKEN.234,31,Reliëf (Landschap met molen),Onbekend,particulier,"5,85925777","51,8451426",187528.7874495383,428612.54402553744,Van Berchenstraat 35,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=31,31.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187528.787449538 428612.544025537)
CUL_KUNSTWERKEN.235,33,"Katholieke Gezellenvereeniging, gedenksteen",Onbekend,particulier,"5,85852424","51,8442790",187478.86457658256,428516.137129508,Van Berchenstraat (Konlpinghuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=33,33.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187478.864576583 428516.137129508)
CUL_KUNSTWERKEN.236,88,Zeven medaillons met deugden,Martinus van Dijk,gemeente Nijmegen,"5,86582684","51,8470588",187980.04508641438,428828.6904728501,Burchtstraat (voorgevel stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=88,88.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187980.045086414 428828.69047285)
CUL_KUNSTWERKEN.237,104,Saint Louis,Ed van Teeseling,particulier,"5,86452614","51,8410134",187894.83894009632,428155.5283711753,Bijleveldsingel 153 (tuin Stichting KION),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=104,104.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187894.838940096 428155.528371175)
CUL_KUNSTWERKEN.238,34,Negen leeuwen,E.A.F. Bourgonjon,particulier,"5,85300012","51,8435074",187098.75084864075,428427.8380711137,Stationsplein (muurvlakken tussen het 1e perron en de hal),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=34,34.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187098.750848641 428427.838071114)
CUL_KUNSTWERKEN.239,35,Leeuw,Henri Leeuw sr.,particulier,"5,86341265","51,8423821",187817.10535767692,428307.2974235299,Oranjesingel 14,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=35,35.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187817.105357677 428307.29742353)
CUL_KUNSTWERKEN.240,36,Franciscus,Onbekend,particulier,"5,85638541","51,8412207",187333.67625498795,428174.93592223583,Van Oldenbarneveldtstraat 4,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=36,36.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187333.676254988 428174.935922236)
CUL_KUNSTWERKEN.241,38,Leeuw,Onbekend,particulier,"5,87236642","51,8340911",188440.28960097686,427388.9785701191,Groesbeekseweg (gevel Krayenhoffkazerne),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=38,38.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188440.289600977 427388.978570119)
CUL_KUNSTWERKEN.242,39,Leeuw,Onbekend,particulier,"5,87382225","51,8327441",188541.63627595283,427239.79148284206,Gelderselaan 3 (gevel Snijderskazerne),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=39,39.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188541.636275953 427239.791482842)
CUL_KUNSTWERKEN.243,40,Vincentius Ferrerius,Onbekend,particulier,"5,87347833","51,8418239",188511.17010444298,428249.7914525167,Dominicanenstraat 6,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=40,40.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188511.170104443 428249.791452517)
CUL_KUNSTWERKEN.244,41,Portretmedaillon,Onbekend,particulier,"5,87324521","51,8401788",188496.32946981274,428066.6608866201,Dominicanenstraat 145-147,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=41,41.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188496.329469813 428066.66088662)
CUL_KUNSTWERKEN.245,42,Madonna,Onbekend,particulier,"5,84731902","51,8303817",186716.5101195503,426965.0608134581,Dobbelmannweg 1,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=42,42.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186716.51011955 426965.060813458)
CUL_KUNSTWERKEN.246,43,Johanna de Lestonnac,Onbekend,gemeente Nijmegen,"5,84705212","51,8293176",186698.86171753638,426846.5593957126,Dobbelmannweg 5,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=43,43.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186698.861717536 426846.559395713)
CUL_KUNSTWERKEN.247,45,Reliëfs over zang en theater,Henri Leeuw jr.,gemeente Nijmegen,"5,86059162","51,8415487",187623.30576114892,428213.3079186378,Keizer Karelplein (De Vereeniging),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=45,45.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187623.305761149 428213.307918638)
CUL_KUNSTWERKEN.248,49,Tien Mercuriuskoppen en een leeuwenkop,Wim Retera,particulier,"5,867302","51,844465",188083.5981335251,428540.79179362307,Mariënburg 67,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=49,49.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188083.598133525 428540.791793623)
CUL_KUNSTWERKEN.249,50,Madonna,Onbekend,particulier,"5,85662189","51,8381526",187352.1784472518,427833.7041023655,De Ruyterstraat 61,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=50,50.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187352.178447252 427833.704102366)
CUL_KUNSTWERKEN.250,52,Mercuriuskop,Egidius Everaerts,particulier,"5,86841741","51,8452991",188159.84539659275,428634.0969982136,Hertogstraat 70,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=52,52.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188159.845396593 428634.096998214)
CUL_KUNSTWERKEN.251,56,Masker (hoekelement),Gijs Jacobs van den Hof,particulier,"5,852325","51,828380",187063.0016261497,426744.56247230194,Marterstraat 45,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=56,56.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187063.00162615 426744.562472302)
CUL_KUNSTWERKEN.252,57,Bank,Jan van Rijckevorsel,gemeente Nijmegen,"5,82558845","51,8398102",185212.27526024674,428004.75201839197,Bredestraat/Kerkstraat/Korte Bredestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=57,57.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185212.275260247 428004.752018392)
CUL_KUNSTWERKEN.253,57,Bank,Jan van Vucht Tyssen,gemeente Nijmegen,"5,82558845","51,8398102",185212.27526024674,428004.75201839197,Bredestraat/Kerkstraat/Korte Bredestraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=57,57.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185212.275260247 428004.752018392)
CUL_KUNSTWERKEN.254,58,Dominicus en Albertus Magnus,Jac Maris,particulier,"5,87321772","51,8425393",188492.67823174462,428329.2619788696,Berg en Dalseweg 40 (Maria Geboortekerk),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=58,58.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188492.678231745 428329.26197887)
CUL_KUNSTWERKEN.255,61,Vier gevelbeelden,Egidius Everaerts,particulier,"5,87887280","51,8402093",188884.13543708547,428072.66424953495,Berg en Dalseweg 81,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=61,61.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188884.135437085 428072.664249535)
CUL_KUNSTWERKEN.273,349,Schikgodinnen,Oscar Goedhart,gemeente Nijmegen,5.868756,51.844417,188183.82736963674,428536.11487708637,Hertogplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=349,349.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188183.827369637 428536.114877086)
CUL_KUNSTWERKEN.274,325,Sculptuur,Oscar Goedhart,gemeente Nijmegen,5.862653,51.847524,187761.01245842248,428879.0093679785,Stikke Hezelstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=325,325.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187761.012458422 428879.009367978)
CUL_KUNSTWERKEN.275,423,"Blauwe Fontein, Stroming",Ed van Teeseling,particulier,"5,84359527","51,8318468",186458.8053377547,427126.439015447,Groenestraat 336,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=423,423.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186458.805337755 427126.439015447)
CUL_KUNSTWERKEN.276,563,Poort van Triomf ('Gladiolenpoort'),,gemeente Nijmegen,"5,85602359","51,8208754",187323.34616894618,425911.2892364664,Sint Annastraat (ter hoogte van de Erasmuslaan),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=563,563.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187323.346168946 425911.289236466)
CUL_KUNSTWERKEN.277,218,Majoor J.N. Breunesebank,Charles Hammes,gemeente Nijmegen,"5,86693199","51,8405656",188060.96560547568,428106.80133310263,Julianapark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=218,218.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188060.965605476 428106.801333103)
CUL_KUNSTWERKEN.278,109,Mariabeeld,Albert Termote,gemeente Nijmegen,"5,86601127","51,8470070",187992.79124296602,428823.0112923311,Burchtstraat 20 (gevel stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=109,109.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187992.791242966 428823.011292331)
CUL_KUNSTWERKEN.279,97,Acht keizerbeelden en medaillons,Albert Termote,gemeente Nijmegen,"5,86595084","51,8470240",187988.61483715614,428824.8751566295,Burchtstraat (gevel stadhuis),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=97,97.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187988.614837156 428824.87515663)
CUL_KUNSTWERKEN.280,111,Twee knielende figuren,Jo Uiterwaal,particulier,"5,85251740","51,8422557",187066.37818803356,428288.36863965244,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=111,111.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187066.378188034 428288.368639652)
CUL_KUNSTWERKEN.281,112,Ruiterbeeld,Jo Uiterwaal,particulier,"5,85313096","51,8421417",187108.74151780616,428275.95678162714,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=112,112.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187108.741517806 428275.956781627)
CUL_KUNSTWERKEN.282,113,Zes reliëfs,Jac Maris,particulier,5.866058,51.847172,187995.89019063275,428841.3893625082,Burchtstraat 3,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=113,113.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187995.890190633 428841.389362508)
CUL_KUNSTWERKEN.283,115,Twee reliëfs,Jo Uiterwaal,particulier,"5,85306436","51,8429103",187103.60362798267,428361.43690044305,Stationsplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=115,115.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187103.603627983 428361.436900443)
CUL_KUNSTWERKEN.284,118,Verzetsmonument,Marius van Beek,gemeente Nijmegen,"5,87323189","51,8455700",188491.39907996793,428666.44445456483,Keizer Traianusplein,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=118,118.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188491.399079968 428666.444454565)
CUL_KUNSTWERKEN.285,122,Plaquette,Charles Hammes,particulier,"5,84337064","51,8320502",186443.179852962,427148.970732374,Groenestraat 336/310,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=122,122.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186443.179852962 427148.970732374)
CUL_KUNSTWERKEN.286,124,Goffertbank,G.J. Loogman,gemeente Nijmegen,"5,83132598","51,8273392",185616.16602571218,426619.7091629073,Goffertpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=124,124.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185616.166025712 426619.709162907)
CUL_KUNSTWERKEN.287,131,Kruisbeeld,Peter Roovers,particulier,"5,87970359","51,8243389",188953.35761063162,426307.4176630991,Groesbeekseweg/Bosweg,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=131,131.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188953.357610632 426307.417663099)
CUL_KUNSTWERKEN.288,712,Boom van Dicky,Dicky Brand,particulier,5.855945,51.846370,187299.6296487548,428747.6183556853,Kronenburgersingel,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=712,712.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187299.629648755 428747.618355685)
CUL_KUNSTWERKEN.289,713,Titus Brandsma,Gerard Mathot,particulier,"5,863116","51,818969",187813.72325819335,425702.37579025177,Thomas van Aquinostraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=713,713.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187813.723258193 425702.375790252)
CUL_KUNSTWERKEN.290,714,Huisraad,Hans Vos,gemeente Nijmegen,"5,852237","51,838469",187049.75161200453,427866.960754335,Trompstraat (natuurtuin),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=714,714.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187049.751612005 427866.960754335)
CUL_KUNSTWERKEN.291,715,Spade,Onbekend,gemeente Nijmegen,"5,839083","51,823445",186153.59411887405,426189.7639197774,Steinweglaan (Goffertpark),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=715,715.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186153.594118874 426189.763919777)
CUL_KUNSTWERKEN.292,717,sculptuur,Geert Schiks,particulier,5.839546,51.837908,186175.49689534446,427799.02377288346,Distelstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=717,717.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (186175.496895344 427799.023772884)
CUL_KUNSTWERKEN.293,718,Mozaïek,Hans Truijen,particulier,"5,827174","51,815725",185337.7705340846,425325.8457437791,Weg door Jonkerbos (begraafplaats Vredehof),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=718,718.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (185337.770534085 425325.845743779)
CUL_KUNSTWERKEN.294,720,Afdeksteen tijdcapsule,Onbekend,gemeente Nijmegen,"5,873019","51,846046",188476.37526740663,428719.30298897217,Hunnerpark,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=720,720.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (188476.375267407 428719.302988972)
CUL_KUNSTWERKEN.295,723,Sculptuur,Gerard Walraeven,gemeente Nijmegen,5.782957,51.810100,182292.26802339175,424682.50188241235,Wout Wagtmanspad (A73),https://www.nijmegen.nl/kos/kunstwerk.aspx?id=723,723.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (182292.268023392 424682.501882412)
CUL_KUNSTWERKEN.296,724,St.Jozef met kind en duiven,Gerard Mathot,particulier,"5,858601","51,812241",187507.27761587352,424951.8338880903,Heemraadstraat,https://www.nijmegen.nl/kos/kunstwerk.aspx?id=724,724.01,"Bij ontwikkelingen in de nabijheid van kunstwerken, contact opnemen met de medewerker beeldende kunst / cultuurhistorie:
Edwin van der Staaij
e.van.der.staaij@nijmegen.nl
",2023-01-12,2023-02-01,POINT (187507.277615874 424951.83388809)
