lrk_id;type_oko;opc;actuele_naam_oko;aantal_kindplaatsen;vve;status;inschrijfdatum;opvanglocatie_adres;opvanglocatie_postcode;opvanglocatie_woonplaats;bag_id;naam_houder;kvk_nummer_houder;vestigingsnummer_houder;rechtsvorm_houder;start_geschillencommissie;einde_geschillencommissie;houder_adres;houder_postcode;houder_woonplaats;houder_buitenland;correspondentie_adres;correspondentie_postcode;correspondentie_woonplaats;correspondentie_buitenland;contact_persoon;contact_telefoon;contact_emailadres;contact_website;cbs_code;verantwoordelijke_gemeente;gastouderbureau_1;gastouderbureau_2;gastouderbureau_3;gastouderbureau_4;gastouderbureau_5;gastouderbureau_6;gastouderbureau_7;gastouderbureau_8;gastouderbureau_9;gastouderbureau_10;lrk_url
100336498;BSO;Nee;Kindcentrum Mio Mondo buitenschoolse opvang;94;;Ingeschreven;16-04-2015;Burgemeester Haspelslaan 137 ;1181NC;Amstelveen;0362010100091177;Stichting KinderRijk;41202080;000019291485;Stichting;2016-01-20;;Postbus 2027;1180EA;Amstelveen;;;;;;;'0203452657';info@kinderrijk.nl;;362;Amstelveen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8fb0923f-c721-4b00-90dc-e38e4b6dd39a
100340568;VGO;Nee;Lourens;4;;Ingeschreven;26-03-2020;Banstraat 11 ;2517GH;'s-Gravenhage;0518010000628953;Lourens;;;;;;;;;;;;;;;'';;;518;'s-Gravenhage;250893691;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a1c1767d-f01b-4182-aef5-627fcf56d183
100340908;VGO;Nee;Hemert-van der Linden;6;;Ingeschreven;23-09-2010;Pauwenkamp 225 ;3607GR;Maarssen;0333010000016868;Hemert-van der Linden;;;;;;;;;;;;;;;'';;;1904;Stichtse Vecht;123870513;125774060;901610963;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5aad4e57-b81d-4e39-8b06-eb72b4d5cbb6
100353873;VGO;Nee;Ranzijn;6;;Ingeschreven;02-01-2019;Varikstraat 18 ;5036ST;Tilburg;0855010000106678;Ranzijn;;;;;;;;;;;;;;;'';;;855;Tilburg;160012351;190811766;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b32f0ccb-dbf1-4f99-a3a5-ad3d5c3d78c1
100369674;VGO;Nee;Nijssen-Belfi;3;;Ingeschreven;03-09-2010;Bandeliersberg 227 ;4707SK;Roosendaal;1674010000030595;Nijssen-Belfi;;;;;;;;;;;;;;;'';;;1674;Roosendaal;561668085;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e6c20ca2-bd70-491b-aefa-ca500226556b
100373847;VGO;Nee;Brugmans-van der Veeke;6;;Ingeschreven;30-09-2010;Schweitzerstraat 43 ;6471KL;Eygelshoven;0928010000029188;Brugmans-van der Veeke;;;;;;;;;;;;;;;'';;;928;Kerkrade;157169686;643125620;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/865c828b-28b6-4650-aefe-29dc560c1716
100376605;VGO;Nee;Nijs-Lenaers;6;;Ingeschreven;27-09-2010;Braakstraat 32 ;6004CX;Weert;0988010000006027;Nijs-Lenaers;;;;;;;;;;;;;;;'';;;988;Weert;985438046;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a26555a3-87bd-49e2-b71e-f477d0328d5d
100383622;VGO;Nee;Baggen;6;;Ingeschreven;02-11-2010;Dross Wilkinstraat 9 ;6181EK;Elsloo;0971010000007061;Baggen;;;;;;;;;;;;;;;'';;;971;Stein;985438046;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f40908d8-33b7-4256-801f-12c7b3d70a5f
100392404;KDV;Nee;Bibelebon;36;Nee;Ingeschreven;01-01-2010;Aletta Jacobsplantsoen 101 ;2253RP;Voorschoten;0626010000000753;Norlandia kinderopvang B.V.;28101864;000025424769;BeslotenVennootschap;2016-01-20;;Joseph Haydnlaan 2A ;3533AE;Utrecht;;Aletta Jacobsplantsoen 101 ;2253RP;Voorschoten;;Marja Haazebroek;'071-5764491';marja@norlandia.nl;http://www.norlandia.nl;626;Voorschoten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6a4c3212-93fb-44d5-bc18-01310a9bce0b
100397591;KDV;Nee;Peutercrêche Lochtenbergh;32;Ja;Ingeschreven;01-10-2005;Perosistraat 150 ;5049LP;Tilburg;0855010000101809;KIndercrèche Noord B.V.;62841440;000031815154;BV;2015-12-24;;Postbus 769;5000AT;Tilburg;;;;;;Menno Vervloet e/o Corinne van Schaijk;'0610745488';directienoord@kindercreche.nl;http://www.kindercreche.nl;855;Tilburg;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ed06c5d7-4e91-485f-aee2-eb9f8fc8b497
100403694;VGO;Nee;de Boer-Ras;6;;Ingeschreven;12-10-2010;Ketel 18 ;8321RD;Urk;0184010000002358;de Boer-Ras;;;;;;;;;;;;;;;'';;;184;Urk;187750154;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/3051cc58-5235-4382-b24d-1374e0f500e4
100436250;BSO;Nee;De Klimroos;56;;Ingeschreven;23-08-2010;Karekietpark 26 ;1444HV;Purmerend;0439010000023863;Kinderopvang Purmerend;41235528;000032568010;Stichting;2015-12-18;;Postbus 243;1440AE;Purmerend;;Postbus 243;1440AE;PURMEREND;;;'';;http://www.kinderopvangpurmerend.nl;439;Purmerend;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6e733e96-deea-4f2b-b49b-40b6157fd094
100437114;VGO;Nee;Linde;6;;Ingeschreven;26-08-2010;Kof 19 ;8531AS;Lemmer;0082010000158936;Linde;;;;;;;;;;;;;;;'';;;1940;De Fryske Marren;146575891;170370471;209887503;257662601;993587938;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cd1b4e09-705e-4112-ac32-9850253d5760
100438787;KDV;Nee;Krekt út it nêst;16;Nee;Ingeschreven;01-09-2016;De Kampen 39 ;9132LV;Engwierum;0058010000222508;Stichting Kinderopvang Friesland;41002574;000041002574;Stichting;2016-03-10;;Postbus 134;8800AC;Franeker;;;;;;Sandra Posset;'0613324758';posset@kinderopvangfriesland.nl;http://www.kinderopvangfriesland.nl;1970;Noardeast-Fryslân;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b8d2d8d7-9969-4e68-86e6-5048feb0e87f
100460264;VGO;Nee;Vreede;6;;Ingeschreven;20-10-2011;Berkenlaan 34 ;9615AW;Kolham;0040010000005345;Vreede;;;;;;;;;;;;;;;'';;;1952;Midden-Groningen;143636388;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a37b6db0-5d76-484a-a350-1c4df652f593
100467246;VGO;Nee;Eggink;6;;Ingeschreven;17-01-2020;Grieglaan 10 ;4837CB;Breda;0758010000022098;Eggink;;;;;;;;;;;;;;;'';;;758;Breda;185514133;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/5a4ab613-a740-4b3c-981a-85fc6e0e80ce
100473891;VGO;Nee;Beneker-Lingen;6;;Ingeschreven;07-09-2011;Wim Kanlaan 1 ;1948AD;Beverwijk;0375010000021025;Beneker-Lingen;;;;;;;;;;;;;;;'';;;375;Beverwijk;110615165;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/4ef17062-df28-4094-8184-fab57975ea82
100477082;VGO;Nee;Mulder;6;;Ingeschreven;23-06-2020;Hondsruglaan 10 ;9722SE;Groningen;0014010011042036;Mulder;;;;;;;;;;;;;;;'';;;14;Groningen;880423043;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/641d66e1-b5d7-4118-b208-7aa81106d3b7
100487026;VGO;Nee;Ramlal-Ramsaroep;2;;Ingeschreven;20-10-2010;P.J. Oudstraat 4 ;1067WN;Amsterdam;0363010000934211;Ramlal-Ramsaroep;;;;;;;;;;;;;;;'';;;363;Amsterdam;276344030;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a4eadfa9-1f29-4036-99c1-47261e6acaca
100497627;VGO;Nee;Gibbels Timmers;2;;Ingeschreven;01-11-2019;Verwestraat 37 ;5491BX;Sint-Oedenrode;0846010000008118;Gibbels Timmers;;;;;;;;;;;;;;;'';;;1948;Meierijstad;561668085;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/a7911d8f-4c63-49a3-a796-c5e4edc8a2d3
100509940;KDV;Nee;het Mierennest;16;Ja;Ingeschreven;01-01-2017;Ring 1 ;8308AL;Nagele;0171010000024181;Stichting Kinderopvang en Kenniscentrum Startpunt;39089223;000042763010;Stichting;2015-12-02;;Zeeasterstraat 27C ;8302CA;Emmeloord;;;;;;;'0527-618700';info@start-punt.com;http://www.start-punt.com;171;Noordoostpolder;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/80a007fb-ed03-4e02-a15e-c7bcf022f3af
100536529;KDV;Nee;Kinderdagverblijf De Kleine Reus;48;Nee;Ingeschreven;01-01-2010;Klokkengieterlaan 3 ;8043BA;Zwolle;0193010000099041;De Kleine Reus BV;05074052;;BV;2015-12-22;;Veldbeemdgras 46 ;8043KE;Zwolle;;Klokkengieterlaan 3 ;8043BA;Zwolle;;;'0384651340';;;193;Zwolle;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7ae74d94-6b37-4dc8-9901-2b208d9ab366
100538228;KDV;Nee;Peuterspeelzaal Spelenderwijs;16;Ja;Ingeschreven;15-06-2017;Jan van Vuurenstraat 13 ;8072ZJ;Nunspeet;0302010000007130;Stichting Reformatorische Peuterspeelzalen Nunspeet;08207901;;Stichting;2015-12-03;;F.A. Molijnlaan 69 ;8071AC;Nunspeet;;Wagenweg 4 ;8071XD;Nunspeet;;Dhr. H. Westerink;'06-86864497';secretaris@ggscholennunspeet.nl;https://www.spelenderwijsnunspeet.nl/;302;Nunspeet;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/140d1cee-1441-4ede-be8b-e240eaf282d6
100556309;VGO;Nee;Leemkuil;4;;Ingeschreven;31-03-2014;Arie Liemanlaan 37 ;7334CN;Apeldoorn;0200010000012627;Leemkuil;;;;;;;;;;;;;;;'';;;200;Apeldoorn;295706442;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/402e45b9-70cb-40d6-a7d4-775138214d43
100565323;KDV;Nee;Junior Service Amsterdam;15;Nee;Ingeschreven;01-05-2010;Van Oldenbarneveldtstraat 77 H;1052JW;Amsterdam;0363010000844043;B.V. Junior Service Amsterdam;81211899;000010258264;Besloten Vennootschap;2021-04-01;;Van Oldenbarneveldtstraat 77 H;1052JW;Amsterdam;;Van Oldenbarneveldtstraat 77 H;1052JW;Amsterdam;;M. De Groot;'020-7855766';info@juniorserviceamsterdam.nl;http://www.juniorserviceamsterdam.nl;363;Amsterdam;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/af05048e-a0d3-4d68-a47c-e93f5d52e8da
100566042;BSO;Nee;Buitenschoolse opvang Ziezo;63;;Ingeschreven;01-01-2010;Wijngracht 11a ;6351HJ;Bocholtz;0965010000819256;Stichting Humankind;41208044;000026651963;Stichting;2016-01-14;;Postbus 591;6400AN;Heerlen;;Meezenbroekerweg 3 ;6412VK;Heerlen;;Claire van der Velden;'045-5711254';regiolimburgzuid@humankind.nl;http://www.kinderopvanghumanitas.nl;965;Simpelveld;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d35876a1-a055-42aa-8536-be2041de4abe
100567551;VGO;Nee;Hoeks;6;;Ingeschreven;16-05-2018;Nanteslaan 9 ;5627VA;Eindhoven;0772010000704437;Hoeks;;;;;;;;;;;;;;;'';;;772;Eindhoven;868754146;900644862;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2d1b29e5-6e34-440f-a500-aee1156cc9c0
100572662;KDV;Nee;Prokino Kinderdagverblijf Villa Kino;31;Ja;Ingeschreven;01-01-2010;Villa Novalaan 1 ;8531HM;Lemmer;0082010000167472;Stichting Prokino Kinderopvang;34162208;000026469235;Stichting;2016-01-12;;Postbus 10248;1001EE;Amsterdam;;Postbus 72;8530AB;Lemmer;;H. Berendsen;'0514563535';administratienoord@prokino.nl;http://www.prokino.nl;1940;De Fryske Marren;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b05064bd-725c-4521-9b17-9e005ac65d1b
100581948;KDV;Nee;BinnensteBuiten;60;Ja;Ingeschreven;12-01-2015;Agripark-Oost 4A ;8251KH;Dronten;0303010000644650;Kinderopvang Dronten;39071570;000012140538;Stichting;2016-02-01;;Postbus 9;8250AA;Dronten;;Postbus 9;8250AA;DRONTEN;;Fiona van Lochem;'0321-319221';kinderopvang@kinderopvangdronten.nl;http://www.kinderopvangdronten.nl;303;Dronten;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/cc69a96b-15aa-4952-8db2-aab781f4e507
100585620;VGO;Nee;Ven-Jacobs;6;;Ingeschreven;24-09-2020;Stationsweg 8 ;5802AB;Venray;0984010000310332;Ven-Jacobs;;;;;;;;;;;;;;;'';;;984;Venray;385448636;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c174d1d1-4e6b-417c-a956-cc7d878fddaa
100588268;VGO;Nee;Voort;6;;Ingeschreven;16-11-2012;Raadhuisstraat 59 ;4715CC;Rucphen;0840010000303724;Voort;;;;;;;;;;;;;;;'';;;840;Rucphen;561668085;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c803a48e-f908-4c61-b155-2623c768e63d
100604262;KDV;Nee;Makassar;16;Nee;Ingeschreven;09-11-2016;Makassarweg 66 ;1335HZ;Almere;0034010000017511;Kindercentrum Marijtje Doets B.V.;32132673;000018826679;Besloten Vennootschap;2016-01-27;;Willem de Vlaminghstraat 31 ;1335PP;Almere;;;;;;C.J. de Kruijk;'03665497220';info@marijtjedoets.nl;http://www.marijtjedoets.nl;34;Almere;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c455b3c8-d84a-4d88-9a57-472e82a6275f
100615454;VGO;Nee;Coppens-Saat;6;;Ingeschreven;17-02-2012;Sluisstraat 128 ;5666AN;Geldrop;1771010000000554;Saat;;;;;;;;;;;;;;;'';;;1771;Geldrop-Mierlo;985438046;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9ee6923b-7214-4513-9b6c-db11ade831a3
100629532;VGO;Nee;Salah;3;;Ingeschreven;09-07-2020;Lyceumstraat 26 ;1814BS;Alkmaar;0361010000021807;Salah;;;;;;;;;;;;;;;'';;;361;Alkmaar;200883975;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c48bb550-2063-4ed8-9e0f-3e1669d4a30a
100639914;BSO;Nee;BSO Helmgras;140;;Ingeschreven;01-08-2010;Het Korte Land 3 ;1902BA;Castricum;0383010001005644;Tabijn opvang B.V.;76263215;000041226831;Besloten Vennootschap;2019-11-12;;De Trompet 1960 ;1967DB;Heemskerk;;;;;;N. Vermij;'0251650864';bsohelmgras@tabijn.nl;http://www.helmgrs.tabijn.nl;383;Castricum;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/817ba7e2-0188-4413-bc9b-31223bde663f
100642408;KDV;Nee;Zeggetuin;16;Ja;Ingeschreven;13-08-2012;Hoefstraat 13 ;4735TA;Zegge;0840010000301662;Kober B.V.;20125402;000025673513;Besloten Vennootschap;2016-01-07;;Postbus 7482;4800GL;Breda;;;;;;Wendy Kragt;'06-44151638';wkragt@kober.nl;http://www.kober.nl;840;Rucphen;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f2fad23d-ccd5-4831-afc4-6d97aaea5098
100645276;BSO;Nee;KIDSclub Rokkeveen;34;;Ingeschreven;01-01-2010;Beitspad 2 ;2718BJ;Zoetermeer;0637010000210437;Kern Kinderopvang B.V.;27301745;000026164485;BV;2016-02-19;;Postbus 85014;3009MA;ROTTERDAM;;Postbus 85014;3009MA;ROTTERDAM;;Erna Maassen;'010-2862777';KZM.LM.02@KERN-KINDEROPVANG.NL;http://www.kern-zoetermeer.nl;637;Zoetermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/d6a356cb-23a4-441b-aa58-5470988556df
100657084;BSO;Nee;Kinderopvang LittlePeople, Wildheuvel 15 (BSO);32;;Ingeschreven;28-08-2018;Wildheuvel 15 ;5685CD;Best;0753010000010494;Kinderopvang Little People B.V.;62342282;;BV;2016-01-04;;Bijenhei 11 ;5685GP;Best;;;;;;D. Beunis-Jackson;'0639502392';info@kinderopvanglittlepeople.nl;http://www.kinderopvanglittlepeople.nl;753;Best;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bea4d18a-4e06-4734-9b8b-c32a064e1d4c
100667491;VGO;Nee;Begthel;6;;Ingeschreven;27-07-2010;Vrouwenpolderseweg 39 ;4353BB;Serooskerke;0717010000002314;Begthel;;;;;;;;;;;;;;;'';;;717;Veere;132639531;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/b6620f94-0540-47d1-a84a-1f1325897cda
100673144;VGO;Nee;Wijnia-Postma;6;;Ingeschreven;19-08-2010;Sparrenburg 17 ;8702AH;Bolsward;0064010000134018;Wijnia-Postma;;;;;;;;;;;;;;;'';;;1900;Súdwest-Fryslân;170370471;510941606;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/6527643a-a82f-4e98-9271-e9754c6b1774
100676704;KDV;Nee;NextGen kids;30;Nee;Ingeschreven;13-07-2011;Dorpsstraat 177 ;1713HE;Obdam;1598010000029740;NextGen Obdam B.V.;78537533;000046154825;Besloten Vennootschap;2020-07-09;;Nieuwstraat 10 ;5688BE;Oirschot;;Dorpsstraat 177 ;1713HE;Obdam;;mevr. M. Rood;'0226 450235';obdam@nextgenkids.nl;http://www.nextgenkids.nl;1598;Koggenland;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/12e23547-7a4e-497f-b034-54cc1c7a73e9
100677319;VGO;Nee;Varela Bento Lopes dos Santos;6;;Ingeschreven;13-10-2015;Katendrechtse Lagedijk 303C ;3083GE;Rotterdam;0599010000083068;Varela Bento Lopes dos Santos;;;;;;;;;;;;;;;'';;;599;Rotterdam;117383521;146575891;316496522;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/471be79e-3ec7-42d1-96f9-df4a8e263597
100680720;BSO;Nee;MikMak locatie van Bemmelenlaan;90;;Ingeschreven;01-01-2010;Prof. van Bemmelenlaan 34 ;3571EN;Utrecht;0344010000050889;Kinderopvang Mini Stek B.V.;30234380;000019028199;BV;2016-07-29;;De Vooysplantsoen 53 ;3571ZS;Utrecht;;;;;;E. van den Tempel;'030-2713636';info@mini-stek.nl;http://www.mini-stek.nl;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/8ac0650a-fb6e-44d1-ac82-73260ae1ecda
100681712;KDV;Nee;Kinderdagverblijf Dymphie B.V.;50;Nee;Ingeschreven;01-10-2021;Hortensialaan 1 ;5582CL;Waalre;0866010000003864;Kinderdagverblijf Dymphie B.V.;83279229;000046241183;Besloten Vennootschap;2021-10-01;;Hortensialaan 1 ;5582CL;Waalre;;Hortensialaan 1 ;5582CL;Waalre;;Dymphna Monster;'+31 0646151157';dymphna@kinderdagverblijfdymphie.nl;http://www.kinderdagverblijfdymphie.nl;866;Waalre;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/7dda7c41-a53b-4354-abf8-b96cee5a4b95
100683034;KDV;Nee;Anne Dak;102;Nee;Ingeschreven;12-07-2010;Koningin Emmakade 119 ;2518JJ;'s-Gravenhage;0518010000701650;Stichting DAK kindercentra;41156590;000021016526;Stichting;2015-12-21;;Postbus 10395;2501HJ;'S-GRAVENHAGE;;Postbus 10395;2501HJ;'S-GRAVENHAGE;;C. van Vliet;'06-21409028';cvliet@dakkindercentra.nl;http://www.dakkindercentra.nl;518;'s-Gravenhage;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/ec2e9ab9-6b6b-4b50-b428-8ea341c108e2
100684245;BSO;Nee;BSO Sterrenbos;20;;Ingeschreven;13-05-2019;Padvinderslaantje 10 ;3708BS;Zeist;0355010000779968;BSO Sterrenbos;30268864;;VOF;2016-02-10;;Padvinderslaantje 2 ;3708BS;Zeist;;;;;;E. Holtrop;'0617478851';info@bsosterrenbos.nl;http://www.bsosterrenbos.nl;355;Zeist;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/f047848d-a2c8-47ad-b63d-2612ed4356b5
100689024;KDV;Nee;Villa Kakelbont;70;Nee;Ingeschreven;01-01-2010;Aartsbiss Romerostraat 330 ;3573AV;Utrecht;0344010000077015;Stichting Kind & Co Ludens;30182723;000050077880;Stichting;2015-12-18;;Postbus 250;3430AG;Nieuwegein;;Aartsbiss Romerostraat 330 ;3573AV;Utrecht;;Karin Scholtsz;'030-2723802';villakakelbont@ludens.nl;https://www.kmnkindenco.nl/;344;Utrecht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e2c7ca65-5758-4c6a-b165-dd44a39510f2
100691924;BSO;Nee;De Zevensprong BSO;45;;Ingeschreven;01-01-2010;Adelaarstraat 62 ;1171TM;Badhoevedorp;0394010000287462;Smallsteps B.V.;60901934;000020517920;Besloten Vennootschap;2016-01-27;;Postbus 396;4130EJ;Vianen;;Postbus 396;4130EJ;Vianen;;Regiosecretariaat;'088-2357550';regiosecretariaat@partou.nl;http://www.smallsteps.nl;394;Haarlemmermeer;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/0ae2c703-d36c-4fb5-8906-bcac9d6db5e7
100698013;VGO;Nee;Stapelbroek van de Vorle;6;;Ingeschreven;27-01-2022;Scholeksterstraat 4 ;7132DH;Lichtenvoorde;1586010000030380;Stapelbroek van de Vorle;;;;;;;;;;;;;;;'';;;1586;Oost Gelre;225000520;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/26a26ceb-d065-4ab1-8da2-cbcf69c39ee9
100710037;VGO;Nee;Amersfoort Horstman;6;;Ingeschreven;12-04-2021;Motketel 14 ;7031LB;Wehl;0222010000678404;Amersfoort Horstman;;;;;;;;;;;;;;;'';;;222;Doetinchem;165968564;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/420f421e-13ea-4d35-82cb-8f88bd62d0a6
100719260;BSO;Nee;Kibeo 't Bastion Klundert;22;;Ingeschreven;28-05-2019;Von Kropffplein 2 ;4791HW;Klundert;1709010000009921;Stichting Kibeo;22049355;000043275583;Stichting;2016-01-25;;Postbus 328;4460AS;GOES;;;;;;Mirella Scheffer;'0113 760250';info@kibeo.nl;http://www.kibeo.nl;1709;Moerdijk;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/949e4a28-0dfe-4864-a6eb-0b50d2e1d966
100719661;VGO;Nee;van Os-Oppenhuis;6;;Ingeschreven;19-05-2015;Benthuislaan 30 ;8043TH;Zwolle;0193010000023064;Os Oppenhuis;;;;;;;;;;;;;;;'';;;193;Zwolle;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c4f4f103-1f02-4fee-8bb6-8f727156659b
100721576;BSO;Nee;Vandaag BSO De Triangel;20;;Ingeschreven;06-07-2020;Ds. Oosterhuisstraat 33 ;9265LV;Suwâld;0737010000011576;Vandaag KDV & BSO DOS B.V.;78331552;000045968896;Besloten Vennootschap;2020-12-17;;Burgemeester Wuiteweg 39c ;9203KA;Drachten;;Burgemeester Wuiteweg 39c ;9203KA;Drachten;;Mevrouw M. Poppinga;'0512541810';bso@kindvandaag.nl;http://www.kindvandaag.nl;737;Tytsjerksteradiel;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/bd5516e9-04e5-468b-8ad3-8f30133f0696
100727104;KDV;Nee;Kinderopvang Pinokkio Maastricht;64;Ja;Ingeschreven;14-08-2002;Voldersdreef 85 ;6216TD;Maastricht;0935010000024415;B.V. Kinderopvang Pinokkio Maastricht;14067594;000034884343;Besloten Vennootschap;2016-01-15;;Franciscus Romanusweg 50 ;6221AH;Maastricht;;Voldersdreef 85 ;6216TD;Maastricht;;Mevrouw T. Paanakker;'043-737 00 83';info@samenspelen.net;https://samenspelen.net/;935;Maastricht;;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/2be4d7ba-a203-4d5f-9e47-8017504e150c
100728261;VGO;Nee;Benthem;6;;Ingeschreven;19-08-2010;Koelmansstraat 34 ;7722LX;Dalfsen;0148010000006488;Benthem;;;;;;;;;;;;;;;'';;;148;Dalfsen;146575891;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/1c54de5d-5312-4e15-979f-dd899cf974c7
100733670;VGO;Nee;Koopen;6;;Ingeschreven;19-11-2010;Maerten v Heemskerckstr 189 ;1945GE;Beverwijk;0375010000012670;Koopen;;;;;;;;;;;;;;;'';;;375;Beverwijk;376815279;904670612;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/c8fcf395-815c-4901-8d4c-c953bba68893
100748260;VGO;Nee;Linden;6;;Ingeschreven;06-07-2010;Kruiningenstraat 78 ;5045PX;Tilburg;0855010000041440;Linden;;;;;;;;;;;;;;;'';;;855;Tilburg;172597845;;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/9f146831-7a99-4ecf-9a1a-610d2471dd25
100753127;VGO;Nee;Geerdes-Lamers;6;;Ingeschreven;10-12-2010;Straat Malakka 46 ;9642BN;Veendam;0047010000304910;Geerdes - Lamers;;;;;;;;;;;;;;;'';;;47;Veendam;106778857;117602176;;;;;;;;;https://www.landelijkregisterkinderopvang.nl/pp/#/inzien/oko/gegevens/e9c819ce-a659-41a5-a890-62ade65459fb
