OBJECTID,STRAATKODE,STRAATNAAM,OMSCHRIJVING,ONDERSCHRIFT,NR_BESLUIT,DDBESLUIT,BESLUITVOLGNR,TEKENINGNR,DATUM_BESLUIT,DDINGANG,DDEINDE,SHAPESTLength
148,00728,Poggenbeekstraat,George Poggenbeek (1853-1903). Schilder van weidelandschappen.,schilder (1853-1903),,,,,,19340108,,416.045941043103
149,00375,Hunenborgstraat,"De Hunenborg, Karolingische walburcht te Ootmarsum (Ov.).",,"669 , D47-96",,,"a, F",,19650809,,114.666196876611
150,00413,St. Josephstraat,Genoemd naar de R.K. St. Joseph kerk.,,1323,,,"c, B",,19210905,,227.335067588159
151,00092,Bosboomstraat,"Johannes Bosboom (1817-1891), schilder en aquarellist. Bosboom was een voorloper van de Haagse School. De meesterlijke wijze waarop hij het impressionistische licht in zijn kerkinterieurs verwerkte, maakte hem tot een der belangrijkste Europese schilders in dit genre.",schilder (1817-1891),,,,,,19340108,,314.985272397295
152,00312,Heermoesstraat,"Plantensoort uit de paardenstaartfamilie, kruid op bouwland.",,,,,,,19590611,,163.530138738538
153,01022,Weverstraat,"Vermoedelijk naar het weversgilde genoemd, dat in deze straat zijn huis had.",,,,,,,19010101,,204.001534271019
154,02012,Mezzostraat,"Een italiaanse muziekterm en betekend half of gematigd, bijvoorbeeld in mezzosopraan of mezzo forte",,2013.0.036.773,,,2013-NOR-003,,20130423,,58.1396259102026
155,01583,Oude Bongerd,Oude veldnaam,,"809720, D47-285",,,"RW3, F",,19881128,,262.548156417062
156,01468,De Kapel,"Genoemd naar de Klarendalse Goede Herder Kapel, die na jaren van verwaarlozing en brandstichting uiteindelijk in 1978 is gesloopt.",,"37706, D47-208",,,"e, Q",,19830405,,219.964492161089
157,,,,,,,,,,,,3618.36989968829
158,00677,Orchislaan,Plantennaam: inlandse orchidee.,,,,,,,19360810,,330.789298527467
159,00733,Poststraat,"Vroeger 2 straten n.l. Poststraat en Telegraafstraat. Na de herbouw in 1953 Poststraat genoemd, waaraan in 1960 een hulppostkantoor gebouwd is.",,,,,,,19950101,,175.664565249157
160,02013,Dolceplein,"Een Italiaanse muziekterm, wordt in de muzieknotatie gebruikt om aan te geven dat een passage of frase met een lieflijk, teder of zacht karakter gespeeld moet worden.",,2013.0.036.773,,,2013-NOR-003,,20130423,,84.3796615773061
161,01460,Tongerlostraat,Plaats in de provincie Limburg.,,"30112, D47-203",,,"e, IJ",,19820927,,291.31527553473
162,01415,Sittardstraat,Plaats in de provincie Limburg.,,"15972, D47-197",,,"e, B",,19810629,,502.665011653263
163,01681,Robert de Vriesstraat,"Abraham de Vries (1918-1969), Nederlands acteur. Was o.a. betrokken bij Gezelschap Saalborn-Parser, Tooneelgroep en Start. Onderscheiden als: Acteur van het jaar 1957.",acteur (1918-1969),"95-026089, D47-332",,,"RW2, H",,19950904,,230.485273126155
164,01573,Bill Haleystraat,"William John Clifton Haley (1925-1981), Amerikaanse rock-'n-rollzanger.",zanger (1925-1981),"809718, D47-283",,,"RW3, H",,19881128,,446.844748902621
165,00946,Verdistraat,"Guiseppe Verdi (1813-1901), Italiaans operacomponist. Bekend van o.m. 'La Traviata', 'Aida' en 'Nabucco'.",componist (1813-1901),"981, D47-64",,,"a, L",,19591130,,84.3326068717195
166,00901,Tiendweg,Veldnaam,,,,,,,19950101,,133.372448940401
167,00447,Kermisland,Veldnaam.,,"669 , D47-96",,,"a, F",,19650809,,293.758665802176
168,01131,Wildervankstraat,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,138.093810664066
169,01191,Oostflakkeepad,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,67.8956760848424
170,00824,Sickeszlaan,Mr. Cornelis Jacob Sickesz (1839-1904). In 1865 burgemeester van Laren. In de periodes 1888-'89 en 1896-1904 was hij directeur Ned. Heidemij. Sickesz was lid van de 1e en 2e kamer en in 1897 directeur-generaal van de landbouw.,directeur Ned. Heidemij (1839-1904),,,,,,19201227,,182.544329544507
171,00308,Hazelaarstraat,"Loofboomsoort, behorende tot de berkenfamilie, vruchten zijn hazelnoten.",,,,,,,19370906,,361.256227457163
172,01986,De Whemedreef,Naar de locatie waar deze straat is gelegen.,,2011.0.021.828,,,2010-GEO-00436,,20110308,,575.511776113824
173,00446,Kerkstraat,De straat leidt naar de kerk. In deze straat staat het 16e-eeuwse 'Presikhaafhuis' en het weduwenhuis van Derck Bouwmeester. ( zie Bouwmeesterstraat).,,,,,,,,,168.601277693071
174,02019,Tamboerpad,Naar het vroeger nabij gelegen Tamboerbosje,,2013.0.044.069,,,2012-NOR-014,,20130423,,154.382635309695
175,00039,Bachlaan,"Johann Sebastian Bach, componist (1685-1750). Bach wordt als één van de grootste en invloedrijkste componisten uit de geschiedenis van de klassieke muziek beschouwd. Ook was hij lange tijd cantor van de Thomaskirche, Leipzig. Bach wordt, met Claudio Monteverdi en Jean-Philippe Rameau, als hoogtepunt van de muzikale barok beschouwd. Zijn oeuvre omvat vrijwel alle stijlen en vormen die in zijn tijd gangbaar waren, met uitzondering van opera.",componist (1685-1750),,,,,,20930518,,498.035522764039
176,00164,Debussystraat,"Claude Achille Debussy (1862-1918). Frans componist van balletten, orkestwerken, kamermuziek en liederen.",componist (1862-1918),"981, D47-64",,,"a, L",,19591130,,134.605455363275
177,00131,Bijnkershoekstraat,"Cornelis van Bijnkershoek (1673-1743), rechtsgeleerde. In 1724 was Van Bijnkershoek president van de Hoge Raad, bovendien gold hij als een gezaghebbend jurist in de 18e eeuw.",rechtsgeleerde (1673-1743),,,,,,19321010,,125.982318236529
178,00594,Meijnerswijk,"Genoemd naar de heerlijkheid 'Meinerswijk'; naam afkomstig van Meginhardeswich. Dit werd in 847 door de Noormannen geplunderd. Van 1772 tot 1826 was de gemeente Arnhem eigenaar van deze heerlijkheid.",,"669, D47-114a",,,"b, R",,19690101,,1423.05556657287
179,01225,Zuidlarenpad,Plaats in de gemeente Tynaarlo in de provincie Drente.,,"8345, D47-152",,,"b,W",,19720821,,90.1861335036254
180,00297,Händelstraat,Georg Friedrich Händel (1685-1759). Britse barok-componist en organist (opera-oratorium). Bekende oratoria van Händel zijn 'Israel in Egypt' en 'The Messiah'. Ook 'Water Music' is door Händel gecomponeerd.,componist en organist (1685-1759),,,,,,19310518,,223.653583889924
181,00068,Beukenlaan,"Loofboomsoort, veel gebruikt bij de aanplant van lanen.",,,,,,,4-9-1923 /,,1049.2527251155
182,01413,Kroonse Wal,"Dit gebied in De Laar werd aangeduid als Kroonse Wal, de straat is hiernaar vernoemd.",,"55741, D47-224",,,"f, QR",,19850506,,2148.85084698491
183,01379,Wanroijhof,Plaats in de gemeente Sint Anthonis in de provincie Noord-Brabant.,,"62264, D47-183",,,"d, E",,19790827,,262.744443869965
184,01159,Boskoopplantsoen,Plaats in de provincie Zuid-Holland.,,,,,,,19000102,,366.147751149665
185,00738,Prins Hendrikstraat,"Prins Hendrik van Oranje-Nassau, 1820-1879, zoon van Koning Willem II en broer van koning Willem III.",zoon van Koning Willem II (1820-1879),,,,,,19950101,,281.391694553063
186,00005,Adama van Scheltemastraat,"Carel Steven Adama van Scheltema, dichter (1877-1924). Hij schreef voornamelijk socialistische en natuurgedichten, o.a. 'Zwerversverzen' (1904) en 'Eenzame liedjes' (1906).",dichter (1877-1924),,,,,,19280206,,146.662876284805
187,00955,Victor de Stuerslaan,"Jhr. Victor de Stuers (1843-1916), kunstkenner, mede-oprichter van de rijkdienst voor monumentenzorg.",oprichter Nederlandse Monumentenzorg (1843-1916),,,,,,19230904,,192.266189235813
188,01502,Schepen van Hemerthstraat,Schepen uit de 13e à 14e eeuw. Schepenen maakten deel uit van het stadsbestuur.,stadsbestuurslid omstr. 1476,"65167, D47-230",,,"f, UV",,19851014,,216.175990341256
189,00051,Ds. Bechtlaan,"Ds. N.A. Becht (1877-1934), predikant te Arnhem van 1912-1934.",predikant (1877-1934),"669, D47-73",,,"a, K",,19620514,,646.653464706923
190,00495,Kraaiensteinlaan,Huis Craaijenstein bij Tricht ( gem. Buurmalsen).,,,,,,,19620924,,86.1928125375287
191,00881,Stroperweg,Een stroper is een buitenwettelijk jager.,,,,,,,19680715,,31.1038468376502
192,,,,,,,,,,,,43.0799340186002
193,01873,Drielse Dobbe,Straatnaamthema: oude Betuwse fruitrassen. Perensoort,,"SB/OBEH/06/450, D47-398",,,"n, E",,20060228,,77.8316004263301
194,01276,Bentveldpad,Plaats in de provincie Noord-Holland.,,"3337, D47-160",,,"c, IJ",,19740701,,36.6249932490096
195,01087,Ekamphof,Plaats in de provincie Groningen.,,"628, D47-140",,,"b, W",,19710118,,45.0921373106701
196,01916,Voedsterwaard,"Thema metamorfosen: boeren, burgers en buitenlui. De voedster zoogde de kinderen van anderen.",,2007.0.009.225,,,2006-GEO-06153 (oud),,6-3-2007,,234.00876807739
197,01172,Kedichempad,"Plaats in de provincie Zuid-Holland, nu gemeente Leerdam.",,"10596, D47-165",,,"d, B",,19750310,,47.6535962738534
198,01392,Kronenburgsingel,De wijk Kronenburg is vernoemd naar Huize Kronenburg te Elden.,,"63954, DP-1 BH",,,"d, F",,19790917,,2404.74347932586
199,01691,Albert Camusstraat,"Albert Camus (1913-1960), Frans-Algerijns schrijver en toneelspeler. Bekend van o.a. 'L'Envers et l'Endroit' (1937), 'La Peste' (1947) en 'De mythe van Sisyphus' (1942).",schrijver en toneelspeler (1913-1960),"BPS96/102N, D47-338",,,"L, i",,19960902,,42.2205120113435
200,02093,Dijkvoet,Metamorfosen thema: Dijken. De insteek is waar het talud van de dijk begint t.o.v. van het maaiveld.,,198643,,,2017-NOR-010,,20171212,,87.1855644034506
201,00622,3e Mussenstraat,Zie beschrijving 1e Mussenstraat.,,,,,,,19120603,,93.2768668625567
202,01754,Norbertijnenstraat,Naar de monnikenkloosterorde Norbertijnen.,,BD/PBZ/1999/14,,,"k, G",,19991004,,196.833483970258
203,01002,Weg langs het Hazegrietje,Het Hazegrietje is de naam van een perceel grond (grieth of grietje is een weide).,,,,,,,19201227,,725.017979017129
204,00474,Kluizeweg,"Naar het voormalige ""Cluys"" op het terrein van het tegenwoordige Openlucht Museum.",,"981, D47-64",,,"a, L",,19591130,,1219.1901547547
205,01783,Jacob van Deventerstraat,"Jacob van Deventer (1510-1575). Cartograaf, bekend van Nederlandse provinciekaarten en Stedenatlas. Deze Stedenatlas bestond uit een serie van ruim 250 plattegronden van Noord- en Zuid-Nederlandse steden.Volgens dezelfde methode eigenhandig getekend.",cartograaf (1510-1575),SB/RGI/03/36,,,"L, F",,20030325,,276.699169550237
206,00402,Jasmijnstraat,Heestersoort behorende tot de nachtschadefamilie.,,,,,,,,,21
207,00331,Hertogstraat,"Naar de titel, als Gravenstraat e.d.",,,,,,,,,184.855591056902
208,00517,Langstraat,Straat langs de stadsmuur.,,,,,,,19010101,,160.457855085488
209,00932,Vechtstraat,Rivierenbuurt. Rivier door de provincies Utrecht en Noord-Holland.,,,,,,,19500330,,112.095648818498
210,01081,Eldensedijk,Weg naar Elden sedert 1605 toen de schipbrug werd gelegd.,,,,,,,19010101,,1876.79358553774
211,01614,Haya van Someren-Downerstraat,"Haya Victoria van Someren-Downer (1926-1980), politica. Lid van de Tweede Kamer tussen 1959 en 1968 en lid van de Eerste Kamer tussen 1974 en 1980.",politica (1926-1980),"1814, D47-302",,,"RW3, N",,19900605,,161.211546910795
212,02071,Daglicht,"Metamorfosen thema: Weer & Wind, Wolken, Zon, Jaargetijden. Daglicht bestaat uit zowel het directe licht van de zon, als het indirecte licht dat via de atmosfeer en de wolken diffuus de aarde bereikt.",,2016.0.020.899,,,2016-NOR-002,,20160418,,59.3272298861599
213,00572,Marten van Rossemstraat,"Ma(a)rten van Rossum, heer van Poederooyen (1478-1555). Veldmaarschalk van Karel van Gelder, na 1543 van Karel V. Van Rossum bouwde het Duivelshuis in +/- 1540.",Veldmaarschalk van Karel van Gelder (1478-1555),,,,,,19950101,,243.287898388215
214,01685,Perenlaantje,"Baron van Voorst tot Voorst, de toenmalige eigenaar van landgoed Westerveld, had een passie voor het kweken van perenrassen. In de tweede helft negentiende eeuw liet hij langs dit laantje 80 perenrassen plaatsen. Enkele van deze oude bomen zijn nu nog aanwezig.",,"95027881, D47-334",,,"j, O",,19951204,,269.170134470736
215,01424,Gronsveldkade,Plaats in de provincie Limburg.,,"15972, D47-196",,,"e, B",,19810629,,241.498719895802
216,01031,Wildbaan,"Een wildbaan is een afgeperkt stuk grond in een jachtgebied, waar het wild verzorgd en beschermd wordt.",,,,,,,19680715,,108.062966256214
217,00417,Julius Röntgenweg,"Julius Röntgen (1855-1932), Nederlands pianist en componist (geb. te Leipzig).",pianist en componist (1855-1932),"7821, tek. 18444",,,"a, L",,19470811,,163.014838299948
218,00586,Mercuriushof,"Planeet, ook in de astrologie gebruikt voor horoscopen.",,"628, D47-131",,,"b, V",,19700921,,117.224307402486
219,02082,Eimerseiland,Vernoemt naar een vroegere weidenaam in deze omgeving: Eimersweide.,,120263,,,2017-NOR-003,,20170307,,350.587393710874
220,00469,Kleine Werf,Veldnaam.,,"669 , D47-96",,,"a, F",,19650809,,89.1867021610798
221,00712,Paulus Potterstraat,"Paulus Potter (1625-1654), schilder.",schilder (1625-1654),"773, tek.9595, 9805",,,"a, M",,19280116,,116.894660124588
222,01019,West Vrijlandweg,Langs de westzijde van het voormalige landgoed en missiehuis 'Vrijland'.,,,,,,,19960909,,709.554173445894
223,01838,Keltenveld,"Germaanse volksstam, die vroeger West-Europa bewoonde en waarvan afstammelingen nog leven in Bretagne, Zuid-Wales en Ierland.",Germaanse volksstam,"rgi/04/85, D47-383",,,"m, A",,20040525,,257.98514388131
224,01253,Ijlsthof,Plaats in de provincie Friesland.,,"8345, D47-151",,,"b, W",,19720821,,40.3336767095478
225,01321,Oosterhoutstraat,Plaats in de provincie Noord-Brabant.,,"10596, D47-164",,,"c, QR",,19750310,,516.459637018608
226,01454,Donkpad,Plaats in de provincie Limburg.,,"26864, D47-200",,,"e, G",,19820601,,49.0759842114876
227,00204,Dijkstraat,Naar een voormalig dijkje genoemd.,,,,,,,,,133.256402929095
228,00010,Agnietenstraat,"Herinnering aan het Agnietenklooster op de Beekstraat. (De Waalse kerk is de voormalige kapel van dit klooster. Na hervorming is het Catharijne Gasthuis hier gevestigd, dat op 17 sepr. 1944 verwoest werd.)",,,,,,,,,1005.1005010835
229,01700,Heinrich Böllhof,"Heinrich Theodor Böll (1917-1985), Duits schrijver. Werd in 1972 onderscheiden met de Nobelprijs voor letterkunde/literatuur  Bekende werken zijn o.a. 'Groepsfoto met dame', 'Adam, waar ben je?' en 'Huizen zonder vaders'.",nobelprijswinnaar voor literatuur (1917-1985),"BPS96/102N, D47-338",,,"L, i",,19960902,,111.922210378509
230,01819,Metamorfosenallee,Verwijzing naar het thema voor naamgeving van de openbare ruimte in Schuytgraaf.,verwijzing naar het thema voor naamgeving van de w,"RGI/2004/79, D47-384",,,"L, N",,20040511,,4262.47130640815
231,00420,Kalksteeg,"Historische naam, weer teruggekomen in de nieuwbouw.",,"3759, D47-312",,,"i, Z",,19901119,,100.923057226045
232,02115,Louis Frequinhof,"De in Arnhem geboren Louis Hendrik Antonius Frequin (1914 - 1998) was een Nederlands journalist, auteur en verzetsstrijder.",journalist en verzetsstrijder (1914-1998),301520,,,2018-NOR-002,,20190423,,62.8042883097166
233,01064,Zeggepad,Grassoort van de cypergrassenfamilie.,,"981, D47-67",,,"b, R",,19600111,,63.6675692148679
234,00374,Hulkesteinseweg,Naar het voormalig Landgoed 'Hulkestein'.,,,,,,,19080413,,338.590581521381
235,01801,Turfstekerserf,Thema metamorfosen: Boerenbevolking door de eeuwen heen. Een veenarbeider.,,"SB/RGI/03/106, D47-379",,,"L, J",,20030819,,207.442333159412
236,01741,Peppelenwei,Veldnaam uit Rijkerswoerd.,,"BPS97/122N, D47-344",,,"RW2, K",,19980907,,774.256819755793
237,01457,Landgraafstraat,Plaats in de provincie Limburg.,,"27209, D47-201",,,"e, H",,19820621,,1028.41444906877
238,01679,Lou Bandystraat,"Lodewijk Ferdinand Dieben (1890-1959), Nederlands komiek en zanger.",komiek en zanger (1890-1959),"95-026089, D47-332",,,"RW2, H",,19950904,,311.010901342422
239,00777,Roompotstraat,"Thema: wateren, rivieren en zeearmen uit het Scheldegebied. Roompot is een vaargeul in de Oosterschelde.",,,,,,,19510108,,331.827142789555
240,01496,Hulsberghof,Plaats in de provincie Limburg.,,"59997, D47-225",,,"f, OP",,19850325,,58.8941159750853
241,00221,Enkweg,Een enk betreft een complex bouwland behorende bij een dorp of buurtschap.,,,,,,,19680715,,21.6987870897549
242,01212,Zuidhovenplantsoen,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,160.33564322872
243,01063,Zeegsingel,"De Zeeg was een bestaande wetering in de polder Malburgen, restant van een voormalige Rijnbedding.",,"981, D47-56",,,"b, R",,19580512,,805.160027710495
244,01201,Sassenheimstraat,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,316.198843629726
245,01171,Kadijkpad,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,96.910817802496
246,00163,Damstraat,"Herinnering aan de Dam, voormalige verbindingsstraat door de stadsgracht (Lauwersgracht).",,"4679, 21568",,,"a, B",,19511105,,118.116272961895
247,00739,Prümelaan,"Genoemd naar de Benedictijner abdij St. Salvator te Prüm in de Eifel. Op de eigendomslijsten van deze abdij werd in 893 reeds een kerk te Arnhem vermeld. De abdij bezit het patronaatsrecht van de deze kerk (jus patronatus) , maar verkocht dit recht in 1709 aan Ernst Casimir, graaf van Nassau Katzenellbogen, die het in 1616 weer afstond aan de magistraat. In 1795 is dit recht vervallen verklaard. Deze abdij bezat alhier veel gronden en schonk het gebeente van St. Eusebius bij gelegenheid van de bouw van de Grote of St. Eusebiuskerk in 1453.",,,,,,,19950101,,333.540681678278
248,01645,George Marshallstraat,"George Catlett Marshall (1880-1959), Amerikaans generaal en staatsman. Winnaar van de Nobelprijs voor de vrede in 1953 voor het Marshallplan, het Amerikaans economisch hulpprogramma na de Tweede Wereldoorlog voor alle getroffen landen.",nobelprijswinnaar voor de vrede (1880-1959),"93.014860, D47-322",,,"RW2, B",,19930405,,214.517130331633
249,01965,Ledastraat,De Romeinse dichter Ovidius schreef het omvangrijke dichtwerk 'Metamorfosen'. In de Metamorfosen worden de schepping en geschiedenis van de wereld verhaald volgens de Griekse en Romeinse mythologie. Leda was de mythologische koningin van Sparta.,,2010.0.121.310,,,2010-GEO-00347,,20101207,,112.86899592314
250,00716,Penningkruidstraat,Weideplant. Een kruipende plant uit het geslacht wederik.,,,,,,,19570611,,219.857243591271
251,01050,Wormserlaan,"Johan Adam Wormser (1807-1862), deurwaarder Arrondissementsrechtbank Amsterdam. Wormser was ook medewerker van Groen van Prinsterer (1842), en voorman van het werkliedenverbond 'Patrimonium'.",deurwaarder (1807-1862),,,,,,19191103,,111.686812658211
252,01255,Blaricumhof,Plaats in de provincie Noord-Holland.,,"18924, D47-159",,,"b, P",,19730702,,291.633503870292
253,01703,Muus Jacobsestraat,"Klaas Hanzen Heeroma (1909-1972), Nederlands schrijver. Bekend van o.a. 'Het bescheiden deel' (1941), 'Vuur en wind' (1945) en 'Het kind' (1946).",schrijver (1909-1972),"BPS96/102N, D47-338",,,"L, i",,19960902,,42.0141464414071
254,01161,Bijdorpplaats,Plaats in de provincie Zuid-Holland.,,"10596, D47-165",,,"d, B",,19750310,,32.6323723539984
255,00563,Malvastraat,"Plantensoort behorende tot de kaasjeskruidfamilie, Latijnse naam voor kaasjeskruid.",,,,,,,,,145.033695499218
256,01813,Johan van Zwedenstraat,"Johan Hendrik van Zweden (1896-1975), beeldhouwer. werken in Arnhem: Buste van Mr. S. baron van Heemstra 1965 in park Warnsborn; portret van Mr. Dr. P.G. van Tienhoven 1959, hoek Zijpendaalseweg / Sweerts de Landasstraat.","Beeldhouwer, 1896 - 1975",SB/RGI/2003/84,,,"L, K",,20040203,,670.735764656489
