OBJECTID,BEHEERCODE,VERHARDINGSGROEP,ONDERDEELTYPE,VERHARDINGSSOORT,OPPERVLAKTE,BEHEEROBJECTTYPE,WEGTYPE,GEBRUIKSFUNCTIE,BEHEERDER,GEBIED,WIJK,STRAAT,AANLEGJAAR,SHAPESTArea,SHAPESTLength
105,00183/10/507,Rood asfalt,Fietspad,Rood asfalt,281.34,fietspad,Fietspad,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Dotterlaan,2012,281.344379,148.301859469986
106,01169/90/524,Cementbeton,Busbaan,Beton,99.31,bushalte rechts,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Hollandweg,2005,99.314477,99.1179768333309
107,00339/40/517,Betonsteen,Parkeervak,Betonsteen dikformaat,22.23,parkeervak links,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-West,Klingelbeek e.o.,Heijenoordseweg,2016,22.2338115,28.2807748710679
108,01103/30/537,Betontegels,Fietspad ,Betontegels,647.99,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Groningensingel,1971,647.989616,514.121749448302
109,00183/10/506,Asfalt,Trottoir,Asfalt,139.64,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Dotterlaan,2012,139.642932,144.388252895401
110,01392/32/507,Rood asfalt,Brugdek,Rood asfalt,252.02,brugdek,Fietspad,vrijliggend fietspad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,2012,252.0173505,134.006495958866
111,01392/32/506,Asfalt,Trottoir,Asfalt,125.59,trottoir rechts,Weg in woongebied,vrijliggend fietspad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Kronenburgsingel,2012,125.5910655,129.948800894438
112,00046/10/556,Asfalt,Trottoir,Asfalt,121.36,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,121.3554015,124.625341155549
113,00046/10/555,Rood asfalt,Fietspad,Rood asfalt,240.16,fietspad,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,240.1599855,127.564239921737
114,00046/10/554,Asfalt,Trottoir,Asfalt,12.56,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,12.563775,16.6890013076074
115,00046/10/553,Rood asfalt,Fietspad,Rood asfalt,214.1,fietspad,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,214.0969925,115.589127485672
116,00046/10/552,Asfalt,Trottoir,Asfalt,7.49,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,7.4889615,11.5476059512641
117,00046/10/551,Rood asfalt,Fietspad,Rood asfalt,17.29,fietspad,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,17.288147,16.7231897459502
118,00046/10/550,Asfalt,Trottoir,Asfalt,106.58,trottoir links,Weg in woongebied,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,106.5805615,111.636398513347
119,00046/10/549,Asfalt,Fietspad,Asfalt,25.09,fietspad,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (De Laar/Elden),Elden,Batavierenweg,2008,25.0860865,20.7272992334333
120,01317/15/504,Betontegels,Trottoir,Betontegels,24.03,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Deurnestraat,1976,24.034135,23.4117301747963
121,01317/15/503,Betontegels,Trottoir,Betontegels,66.41,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Deurnestraat,1976,66.413436,33.613191370955
122,01317/15/502,Betontegels,Trottoir,Betontegels,28.81,trottoir algemeen,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Deurnestraat,1976,28.810602,26.5436093331208
123,00441/80/526,Asfalt,Busbaan,Asfalt,93.66,bushalte links,Gemiddeld belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Schaarsbergen e.o.,Kemperbergerweg,2011,93.6628955,106.375830237539
124,00041/30/502,Asfalt,Hoofdrijbaan,Asfalt,815.09,hoofdrijbaan,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Burgemeesterswijk / Hoogkamp,Bakenbergseweg,2022,815.09323125,233.705607151979
125,00091/10/501,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,419.87,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Van Borselenstraat,2009,419.870560935,150.613138438869
126,00843/20/506,Betontegels,Trottoir,Betontegels,34.81,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Sonoystraat,2009,34.8057655,36.3134047398527
127,00843/20/505,Betontegels,Trottoir,Betontegels,164.1,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Sonoystraat,2009,164.1022775,196.202378206976
128,00843/20/502,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,352.44,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Sonoystraat,2009,352.438179,131.978883812789
129,00267/20/502,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,411.19,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Van Ghentstraat,2009,411.18832779,162.096738967257
130,00267/20/501,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,327.7,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Van Ghentstraat,2009,327.698258175,126.660444349355
131,00450/10/503,Betontegels,Trottoir,Betontegels,128.64,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Keulse Slag,2009,128.6428303,138.185457663214
132,00450/10/502,Betontegels,Trottoir,Betontegels,192.01,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Keulse Slag,2009,192.0111,200.968964411804
133,00843/20/501,Gebakken steen,Hoofdrijbaan,Klinker dikformaat,377.55,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf West,Sonoystraat,2009,377.547271575,151.182425170052
134,00441/50/514,Betontegels,Busbaan,Betontegels,32.11,bushalte links,Gemiddeld belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Schaarsbergen e.o.,Kemperbergerweg,1976,32.1051965,50.8741509642107
135,00441/50/513,Betontegels,Busbaan,Betontegels,31.55,bushalte rechts,Gemiddeld belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Schaarsbergen e.o.,Kemperbergerweg,1976,31.5529125,31.104686676429
136,00923/50/507,Rood asfalt,Fietspad ,Rood asfalt,146.38,fietspad links,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Utrechtseweg,2016,146.3753195,183.463875941079
137,00923/50/506,Rood asfalt,Fietspad ,Rood asfalt,92.56,fietspad links,Fietspad,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West,Heijenoord / Lombok,Utrechtseweg,2016,92.55647085,126.671656413218
138,00668/30/519,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,5.51,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,5.5090611,9.21747229914925
139,00668/30/518,Betonsteen,Verkeersdruppel,Betonsteen keiformaat,5.55,verkeersdruppel,Zwaar belaste weg,1e orde Gebiedsontsluitingsweg,Gemeente Arnhem,CSA,Centrum,Onderlangs,2000,5.54608155,9.20695236262127
140,00373/72/502,Gebakken steen,Parallelweg,Klinker dikformaat,226.52,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2011,226.520033,95.4483300918431
141,00373/72/501,Gebakken steen,Parallelweg,Klinker dikformaat,409.96,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2011,409.960931,168.427252213115
142,01144/30/503,Betontegels,Fietspad ,Betontegels,6.8,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Ir. Molsweg,2010,6.800222,10.6328094585515
143,01144/30/502,Asfalt,Fietspad ,Asfalt,213.94,fietspad links,Fietspad,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Ir. Molsweg,2013,213.9404213,181.055965158865
144,00373/52/502,Gebakken steen,Parallelweg,Klinker lingeformaat,328.96,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2015,328.9552005,133.482801897482
145,00373/52/501,Asfalt,Parallelweg,Asfalt,63.25,parallelweg rechts,Licht belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Noord),Huissensestraat,2015,63.24591862,40.7818165479508
146,02020/20/8,Betonsteen,Voetpad,Elementen verharding,105.85,voetpad,Weg in verblijfsgebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Pallas Atheneplein,2016,105.846516,213.107665144632
147,02020/20/4,Betonsteen,Voetpad,Elementen verharding,86.42,voetpad,Weg in verblijfsgebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Pallas Atheneplein,2016,86.4222915,119.009269215377
148,02020/20/5,Betonsteen,Voetpad,Elementen verharding,50.27,voetpad,Weg in verblijfsgebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Pallas Atheneplein,2007,50.2694055,71.8128222867842
149,02037/30/5,Betonsteen,Voetpad,Elementen verharding,59.22,voetpad,Weg in verblijfsgebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Juventastraat,2016,59.21663,65.7017286536296
150,02020/20/7,Betonsteen,Voetpad,Elementen verharding,384.34,voetpad,Weg in verblijfsgebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Pallas Atheneplein,2016,384.3423355,395.844230153609
151,00062/10/503,Gebakken steen,Hoofdrijbaan,Klinker lingeformaat,157.27,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Van Berkumstraat,2011,157.2674155,72.9854135741107
152,00062/10/502,Gebakken steen,Hoofdrijbaan,Klinker lingeformaat,437.53,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-Oost (Malburgen),Malburgen Oost (Zuid),Van Berkumstraat,2011,437.526029,182.898670895428
153,00352/10/519,Betonsteen,In- uitrit,Betonsteen keiformaat,10.84,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Hoge Waard,1965,10.83616035,16.5492196570046
154,00352/10/518,Betonsteen,In- uitrit,Betonsteen keiformaat,6.44,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Hoge Waard,1965,6.44141465,11.3347545187119
155,00352/10/517,Betonsteen,In- uitrit,Betonsteen keiformaat,5.54,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Hoge Waard,1965,5.54068395,10.8158794148643
156,00352/10/516,Betonsteen,In- uitrit,Betonsteen keiformaat,5.85,in- uitrit rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Hoge Waard,1965,5.85398035,11.8179893288112
157,00352/10/504,Betontegels,Trottoir,Betontegels,19.98,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Hoge Waard,1965,19.9831146,22.6798739328167
158,01053/10/510,Betonsteen,Parkeervak,Betonsteen keiformaat,84.06,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-Oost (Presikhaaf),Presikhaaf Oost,Wijde Slag,1965,84.0603124,99.6249191726287
159,02020/20/6,Betonsteen,Trap,Elementen verharding,10.32,Trap,Weg in verblijfsgebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Pallas Atheneplein,2016,10.3232925,14.9670455500373
160,00969/20/515,Gebakken steen,Parkeervak,Klinker dikformaat,67.43,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vondellaan,2011,67.4329388,72.1978628767823
161,00969/10/515,Gebakken steen,Parkeervak,Klinker dikformaat,25.36,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vondellaan,2011,25.360104,30.619656389534
162,00969/10/514,Gebakken steen,Parkeervak,Klinker dikformaat,52.66,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vondellaan,2011,52.65805385,58.2268625191866
163,00376/20/502,Asfalt,Hoofdrijbaan,Asfalt,1890.73,hoofdrijbaan,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Huijghenslaan,2005,1890.729022635,503.826082252048
164,01912/10/524,Betontegels,Trottoir,Betontegels,389.02,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Pachterwaard,2010,389.016623455,309.747937919133
165,01820/46/2,Overig,Hoofdrijbaan,Halfverhard,1221.9,hoofdrijbaan,Gemiddeld belaste weg,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Marasingel,2005,1221.899227,671.857778316458
166,01820/13/7,Asfalt,Hoofdrijbaan,Asfalt,258.78,hoofdrijbaan,Licht belaste weg,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Marasingel,2010,258.7809395,109.215307109691
167,00376/20/501,Asfalt,Hoofdrijbaan,Asfalt,1271.68,hoofdrijbaan,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Huijghenslaan,2005,1271.68175578,377.415192803741
168,00969/20/514,Gebakken steen,Parkeervak,Klinker dikformaat,48.88,parkeervak rechts,Weg in woongebied,buurtweg (verblijfsgebied),Gemeente Arnhem,Noord-Oost,Velperweg e.o.,Vondellaan,2011,48.8756288,54.2107609411159
169,00460/10/512,Betontegels,Trottoir,Betontegels,357.66,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Klarenbeekstraat,2009,357.6558865,315.145365063358
170,00460/10/511,Betontegels,Trottoir,Betontegels,193.79,trottoir rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Klarenbeekstraat,2009,193.790824,171.553982787503
171,01245/20/513,Betonsteen,Parkeerterrein,Betonstraatstenen,140.47,parkeerterrein,Licht belaste weg,buurtweg (verblijfsgebied),Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Leeuwardenweg,2015,140.4673125,64.9995087034701
172,01249/10/2,Betontegels,Voetpad,Betontegels,30.8,voetpad,Weg in verblijfsgebied,vrijliggend voetpad,Gemeente Arnhem,Zuid-Oost (RVK),Vredenburg / Kronenburg,Sneekpad,2015,30.7980065,44.155069296648
173,00371/10/538,Overig,Voetpad,Halfverhard,62.72,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Arnhemse Broek,Hugo de Grootstraat,1993,62.7246725,90.6087281132019
174,00371/10/539,Overig,Voetpad,Halfverhard,63.36,voetpad,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,CSA,Arnhemse Broek,Hugo de Grootstraat,1993,63.35918909,94.3044236365125
175,01169/90/525,Betontegels,Parkeerterrein,Betontegels,23.41,parkeerterrein,Weg in verblijfsgebied,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Hollandweg,2005,23.4148595,22.1191661343369
176,01326/10/516,Betontegels,In- uitrit,Betontegels,35.96,in- uitrit links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Koewei,1977,35.958236,24.5276251048223
177,01343/20/506,Betonsteen,Parkeervak,Betonsteen keiformaat,51.55,parkeervak rechts,Weg in woongebied,winkelerf (verblijfsgebied),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Elderveld,Elderveldplein,2005,51.55120765,30.7598539990672
178,00948/10/524,Asfalt,Hoofdrijbaan,Asfalt,145.77,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2011,145.768213,61.9722103496827
179,00948/10/523,Asfalt,Hoofdrijbaan,Asfalt,365.17,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2011,365.1713845,140.603764747207
180,00948/10/502,Gebakken steen,Hoofdrijbaan,Klinker waalformaat,219.87,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2011,219.87006115,89.2836799955984
181,00948/10/501,Gebakken steen,Hoofdrijbaan,Klinker waalformaat,349.46,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2011,349.458332135,125.972095907425
182,00948/10/519,Betonsteen,Parkeervak,Betonstraatstenen,9.69,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2011,9.69064275,16.6940853714323
183,00948/10/518,Betonsteen,Parkeervak,Betonstraatstenen,26.68,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2011,26.6817802,38.5183021999184
184,00948/10/564,Betonsteen,Voetgangersgebied,Elementen verharding,890.73,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,890.7269505,341.031241458268
185,01967/30/6,Gebakken steen,Drempel,Gebakken klinkers,16.55,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,16.548093,16.9476987764974
186,01380/10/516,Betontegels,Trottoir,Betontegels,13.52,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Aalburgstraat,1980,13.517951,23.2767017673291
187,01380/10/517,Betontegels,Trottoir,Betontegels,136.89,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (De Laar/Elden),De Laar,Aalburgstraat,1980,136.89112,117.686615450206
188,01967/30/14,Gebakken steen,Parkeervak,Gebakken klinkers,151.63,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,151.63406065,68.8664894227303
189,01967/30/15,Gebakken steen,Parkeervak,Gebakken klinkers,167.66,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,167.65592295,74.6420970063954
190,01967/30/7,Gebakken steen,Drempel,Gebakken klinkers,16.48,drempel,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,16.4844585,16.9357229259538
191,01965/10/10,Betonsteen,Hoofdrijbaan,Betonstraatstenen,17.15,hoofdrijbaan,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Ledastraat,2015,17.1511405,18.7478949857296
192,01967/30/10,Gebakken steen,Trottoir,Gebakken klinkers,165.55,trottoir links,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Polluxstraat,2015,165.5532435,188.43299309967
193,00948/10/563,Betonsteen,Voetgangersgebied,Elementen verharding,114.69,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,114.691226,100.864579873535
194,00948/10/562,Betonsteen,Voetgangersgebied,Elementen verharding,802.01,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,802.0132025,259.259366485973
195,00948/10/561,Betonsteen,Voetgangersgebied,Elementen verharding,509.7,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,509.697602,247.326990043701
196,00948/10/560,Betonsteen,Voetgangersgebied,Elementen verharding,128.24,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,128.241273,62.6026305186967
197,00948/10/559,Betonsteen,Voetgangersgebied,Elementen verharding,3.59,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,3.5860105,8.39008377832432
198,00948/10/558,Betonsteen,Voetgangersgebied,Elementen verharding,13.16,voetgangersgebied,Weg in verblijfsgebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Noord-West,Klarendal,Verlengde Hoflaan,2013,13.164912,14.7710319560672
199,02067/10/4,Betontegels,Parkeervak,Betontegels,74.83,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Morgenrood,2019,74.834348,61.1927778357204
200,02067/10/5,Betontegels,Parkeervak,Betontegels,75.65,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Morgenrood,2019,75.645273,61.3193276687367
201,02067/10/6,Betontegels,Parkeervak,Betontegels,135.58,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Morgenrood,2019,135.581948,106.368761698878
202,02067/10/7,Betontegels,Parkeervak,Betontegels,74.74,parkeervak rechts,Weg in woongebied,woonstraat/erf (verblijfsgeb.),Gemeente Arnhem,Zuid-West (Schuytgraaf/Elderveld),Schuytgraaf,Morgenrood,2019,74.7424055,61.1629389779723
203,00984/50/503,Asfalt,Hoofdrijbaan,Asfalt,3055.5,hoofdrijbaan,Gemiddeld belaste weg,2e orde Gebiedsontsluitingsweg,Gemeente Arnhem,Noord-West (Alteveer-Cranevelt),Alteveer / Cranevelt,Wagnerlaan,2018,3055.499675595,811.465765664198
