OBJECTID,PUIC,TIJDSTIP_REGISTRATIE,BGTBRONHOUDERCODE,BGTBRONHOUDER,BGTSTATUS,RELATIEVEHOOGTELIGGING,FYSIEK_VOORKOMEN,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_VLAKPUNT,KM_GEOCODE_VLAKPUNT_T,REGIO_NAAM,REGIO_AFKORTING,CONTRACTGEBIED_NAAM,CONTRACTGEBIED_NR,CONTRACTGEBIED_TYPE,PGO_GEBIED_NAAM,TECHNIEKVELD,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,BEHEERDER,X_VLAKPUNT,Y_VLAKPUNT,LATITUDE_VLAKPUNT,LONGITUDE_VLAKPUNT,OPPERVLAKTE,POSITIONELE_NAUWKEURIGHEID_MM,STATUS,OP_TALUD,Shape__Area,Shape__Length
59,3b88a5c2ea1640dda2f1dc7e8ecd687e,2017/03/03 11:48:34+00,L0004,Prorail,bestaand,0,groenvoorziening,132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,50.769956,"50,769956",Randstad Zuid,RZ,Rotterdam,3,BAAN,Rotterdam,BAAN,Randstad Zuid,RZ,ProRail,92978.1555,439751.095422,51.94275025,4.48517776,16.025554,283,,Nee,16.0255545,27.9545521289156
60,862b8222ca584aed93b5c7de311fdab4,2017/01/10 21:14:11+00,L0004,Prorail,bestaand,0,groenvoorziening,537,b,537,537_b,Moordrecht Aansl.,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,34.579152,"34,579152",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,105864.580252,447565.3745,52.01427016,4.67145836,563.438227,283,,Nee,563.4382265,1322.03333363345
61,1cdbf0f9102b41a8b9ee38422d4bc9ab,2019/11/06 09:32:37+00,L0004,Prorail,bestaand,0,groenvoorziening,053,,53,053__,Vught Aansl. - Boxtel,Ut-Btl,Utrecht Centraal - Boxtel ,52.677623,"52,677623",Zuid,Z,Den Bosch,21,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,148499.847268,406589.2415,51.64810033,5.2932829,3.705484,283,,Nee,3.705484,8.3288473083131
62,e01598fb31ad4c699ae8399be29c96fb,2022/03/02 15:13:00+00,G0281,Tiel,bestaand,0,groenvoorziening: gras- en kruidachtigen,043,,43,043__,Kesteren - Geldermalsen,Est-Gdm,Elst - Geldermalsen ,37.12186,"37,121860",Zuid,Z,Geldermalsen,22,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,153968.692433,431107.554906,51.86851798,5.37222848,1815.898938,283,,Nee,1815.863963045,964.758342649484
63,2419ea61e14169abe0530e0a10acf6ec,2018/06/18 19:32:27+00,G0197,Aalten,bestaand,0,groenvoorziening: gras- en kruidachtigen,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,14.360279,"14,360279",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,234583.967487,437974.038706,51.92454052,6.54418949,1610.213548,283,,Nee,1613.820459915,1026.13392814354
64,2419ea6211ed69abe0530e0a10acf6ec,2016/01/20 09:11:42+00,G0197,Aalten,bestaand,0,groenvoorziening: gras- en kruidachtigen,212,,212,212__,Winterswijk - Zevenaar,Ww-Zv,Winterswijk-Zevenaar ,16.82664,"16,826640",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,232248.3835,438806.219664,51.93234855,6.51042825,1031.269254,283,,Nee,1031.27986883,513.540411838249
65,3e582aef106b418ca0699e0f773f9539,2022/04/28 10:07:57+00,G0180,Staphorst,bestaand,0,groenvoorziening: gras- en kruidachtigen,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,93.404318,"93,404318",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212268.78239,516319.583,52.63137139,6.23310459,623.474789,283,,Nee,623.4747895,628.838203565838
66,6c7cafe9e3574142b1c784adc4ce6699,2021/12/07 14:40:21+00,G0175,Ommen,bestaand,0,groenvoorziening,204,,204,204__,Herfte Aansl. - Mariënberg,Hea-Emn,Herfte Aansl. - Emmen ,18.925316,"18,925316",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,220775.3825,502470.451513,52.50596058,6.35599739,637.950865,283,,Nee,637.9508655,676.777938592029
67,238b28d087b947c08b42fe568d0310da,2015/11/08 23:42:15+00,G0394,Haarlemmermeer,bestaand,0,groenvoorziening: gras- en kruidachtigen,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,15.406687,"15,406687",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,111434.398876,479584.3165,52.30250464,4.74848271,379.800843,283,,Nee,379.800843,161.106222397332
68,747fd0b99ef14d499490679184e353ad,2018/01/22 11:55:01+00,G0394,Haarlemmermeer,bestaand,0,groenvoorziening: gras- en kruidachtigen,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,31.391653,"31,391653",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,98654.201662,471229.9365,52.22626353,4.56251985,2194.536663,283,,Nee,2194.5366635,1333.93931041256
69,557264059e314f22b2e5d2037c6da78c,2022/05/16 08:02:24+00,L0004,Prorail,bestaand,0,groenvoorziening,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,49.346311,"49,346311",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,154060.430879,544561.5165,52.88818488,5.37324685,13.049905,283,,Nee,13.049905,15.4327602960933
70,b766c4fdb3b54458a8f7df0146c9361b,2022/05/18 11:00:01+00,L0004,Prorail,bestaand,0,groenvoorziening,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,41.502752,"41,502752",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,157100.1815,550649.165027,52.94288743,5.41844851,22.320758,283,,Nee,22.320758,30.1769074767059
71,3f83d992b2fb4372bc0e61a71a665dcb,2022/04/28 10:07:58+00,L0004,Prorail,bestaand,0,groenvoorziening,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,97.037893,"97,037893",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,210216.556198,519320.7815,52.65855287,6.20329515,16.39695,283,,Nee,16.39695,22.4436730115265
72,89c3ff4ff9ae46f7a2dee2a259c4cddb,2020/02/20 10:07:07+00,L0004,Prorail,bestaand,0,groenvoorziening,211,,211,211__,Barneveld Noord - Ede=Wageningen,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,24.532313,"24,532313",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,172805.139,453171.176996,52.06654435,5.64686707,7.722755,283,,Nee,7.7227545,10.7565488085752
73,069844a213d5471db1cdf6997674adba,2020/07/27 14:56:45+00,G0281,Tiel,bestaand,0,groenvoorziening,043,,43,043__,Kesteren - Geldermalsen,Est-Gdm,Elst - Geldermalsen ,33.095131,"33,095131",Zuid,Z,Geldermalsen,22,BAAN,Betuwe,BAAN,Zuid,Z,ProRail,157297.076889,433281.0265,51.88804994,5.42056921,1945.432472,283,,Nee,1945.320034995,664.909495655568
74,aaf0e73c7d9864bfe05332a1e90ae9de,2020/07/24 12:50:12+00,G0345,Veenendaal,bestaand,0,gesloten verharding,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,32.161448,"32,161448",Randstad Noord,RN,Maarn,16,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,165496.86882,448573.6465,52.02540834,5.54014493,2.284869,283,,,2.284869,7.26798919622368
75,aaf0e73c7db564bfe05332a1e90ae9de,2020/07/24 12:50:10+00,G0340,Rhenen,bestaand,0,groenvoorziening: gras- en kruidachtigen,109,,109,109__,Rhenen - De Haar Aansl.,Rhn-Har,Rhenen - De Haar Aansl. ,26.925123,"26,925123",Randstad Noord,RN,Maarn,16,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,167673.031,443908.073448,51.98342817,5.57167918,10.446521,283,,,10.4465205,14.0353267664283
76,5b2521a841a34c3680b602e6c7fd5731,2019/11/25 14:19:11+00,L0004,Prorail,bestaand,0,gesloten verharding,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,13.412226,"13,412226",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,102663.031278,398628.7705,51.57414781,4.63222342,2.846174,283,,Nee,2.8461745,6.79174925656847
77,9adbc422d6c2410abd0224fb84883439,2023/01/18 08:46:04+00,G1655,Halderberge,bestaand,0,groenvoorziening,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,8.370584,"8,370584",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,97820.474129,397222.3465,51.5610352,4.56260414,29.339726,283,,Nee,29.3397255,92.245783003983
78,277e8436ac80020fe053346e14acc569,2023/01/25 12:32:11+00,G1901,Bodegraven-Reeuwijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,102,,102,102__,Woerden - Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,5.978994,"5,978994",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,114237.307,454405.380682,52.07642435,4.79259939,1999.865125,283,,Nee,1999.867044805,561.170796959599
79,277e8436b0f7020fe053346e14acc569,2022/02/23 13:11:15+00,G1901,Bodegraven-Reeuwijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,102,,102,102__,Woerden - Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,5.949152,"5,949152",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,114253.3315,454281.109985,52.07530863,4.79284796,62.859236,283,,Nee,62.859236,53.4497681033832
80,277e8436d033020fe053346e14acc569,2015/12/23 10:10:08+00,G1901,Bodegraven-Reeuwijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,102,,102,102__,Woerden - Alphen a/d Rijn,Wd-Ledn,Woerden - Leiden Centraal ,8.724337,"8,724337",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,111550.156457,454845.2745,52.08017365,4.75334824,700.283748,283,,Nee,700.287062625,465.874698666844
81,277e8437608a020fe053346e14acc569,2020/04/14 11:24:46+00,G1901,Bodegraven-Reeuwijk,bestaand,1,gesloten verharding: cementbeton,105,,105,105__,Woerden - Gouda,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,24.933521,"24,933521",Randstad Zuid,RZ,Rijn en Gouwe,81,BAAN,Rijn en Gouwe,BAAN,Randstad Zuid,RZ,ProRail,115063.832317,448689.2385,52.02510957,4.8053233,14.097742,283,,Nee,14.0977425,82.0099556780732
82,def5218de6a44d02b6752c43e11c7d7a,2020/05/18 10:12:34+00,G1966,Het Hogeland,bestaand,0,groenvoorziening,007,,7,007__,Sauwerd - Winsum,Swd-Rd,Sauwerd - Roodeschool ,1.893237,"1,893237",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,231531.3825,591800.201408,53.30718124,6.53531945,90.198409,283,,Nee,90.1984095,139.258084129785
83,f067181f883443e99917a4628c9919eb,2022/11/23 15:51:01+00,L0004,Prorail,bestaand,0,groenvoorziening,667,a,667,667_a,Prinsenbeek,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,242.816306,"242,816306",Zuid,Z,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,109106.982,400182.670165,51.58867765,4.72496946,182.635235,283,,Nee,182.6352345,375.640400974053
84,2613417bd6d66803e05332a1e90a7128,2015/12/04 16:48:32+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,2.388653,"2,388653",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,103317.948,413912.981473,51.71158162,4.63940613,1079.670344,283,,Nee,1079.71213214,446.672970128769
85,88c610547424b395e0531350370a4604,2020/02/10 08:34:21+00,P0031,Limburg,bestaand,0,onverhard,309,,309,309__,Landgraaf - Simpelveld,Lg-Spv,Landgraaf - Simpelveld ,1.633396,"1,633396",Zuid,Z,Maastricht,26,BAAN,Limburg,BAAN,Zuid,Z,ProRail,201062.1135,322776.460835,50.89291541,6.04185537,3866.761363,283,,Ja,3866.95559215,507.818979218418
86,492c3ffc80284d8ba6e601cdf3e47038,2021/12/19 21:03:19+00,G0228,Ede,bestaand,0,groenvoorziening: gras- en kruidachtigen,108,,108,108__,De Haar Aansl. - Ede=Wageningen,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,73.993731,"73,993731",Noord-Oost,NO,Gelderse Vallei,29,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,173218.391697,449251.5195,52.031301,5.6526846,114.879155,283,,Nee,114.889989415,123.134422800396
87,2935cf1a59d84bd1805e0b658b5cd06f,2021/04/13 14:45:28+00,G0384,Diemen,bestaand,0,groenvoorziening: gras- en kruidachtigen,128,,128,128__,Diemen Aansl. - Weesp Aansl.,Asd-Zp,Amsterdam Centraal - Zutphen ,9.928834,"9,928834",Randstad Noord,RN,Weesp,11,BAAN,Amstelsepoort,BAAN,Randstad Noord,RN,ProRail,129021.0305,482374.408422,52.32869196,5.00610046,206.617586,283,,Nee,206.617586,211.457798813438
88,c1803fcbb3abe976e053650013ac88b7,2022/12/13 07:50:26+00,G1969,Westerkwartier,bestaand,0,groenvoorziening,002,,2,002__,Leeuwarden - Groningen,Hlg-Nscg,Harlingen - Nieuweschans Grens ,66.107306,"66,107306",Noord-Oost,NO,Groningen,37,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,220726.758,585863.191404,53.25528071,6.372037,135.255315,283,,Nee,135.263821735,69.9631626339788
89,2613417c0f0f6803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,i,801,801_i,Moerdijk Industrieterrein,Zdlrw-Zhw,Zuidelijke Randweg - Zeehavenweg ,725.087347,"725,087347",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101452.222792,410384.811906,51.67969567,4.61295589,1232.85035,283,,Nee,1232.67359121,267.222855531814
90,2613417c0cd46803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening: gras- en kruidachtigen,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,4.007788,"4,007788",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,102828.097657,412475.5185,51.69861647,4.63253461,5.232143,283,,Nee,5.232143,10.2826214866362
91,bfc6c783a4ea30dbe0531350370af5f8,2021/07/27 08:51:29+00,P0031,Limburg,bestaand,0,groenvoorziening: gras- en kruidachtigen,061,,61,061__,Roermond - Vlodrop Grens,Rm-Vdpg,Roermond - Vlodrop Grens ,91.500424,"91,500424",Zuid,Z,n.v.t.,,,n.v.t.,,n.v.t.,,"ProRail, Besluit bijzondere spoorwegen",199226.869309,354282.116,51.1762439,6.01964793,639.281992,283,,Nee,639.281992,616.255800636745
92,2613417b03406803e05332a1e90a7128,2022/09/01 15:30:04+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,12.379188,"12,379188",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,97300.488,410048.365593,51.67625955,4.55298765,2004.111282,283,,Nee,2004.16081226,754.746643948108
93,2613417b48b86803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,103.107534,"103,107534",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100934.419,412240.379385,51.69632343,4.60518145,311.093845,283,,Nee,311.0938455,168.671700108156
94,2613417ae9ff6803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,101.732891,"101,732891",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101410.608157,410952.3195,51.68479235,4.6122669,488.28885,283,,Nee,488.42749007,203.84918950903
95,2613417b3c676803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,102.181701,"102,181701",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101270.1045,411383.246402,51.68865199,4.6101688,3848.066498,283,,Nee,3847.87468003,1198.71269481054
96,2613417b48b96803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,b,801,801_b,Moerdijk Industrieterrein,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,101.597021,"101,597021",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101529.57375,410860.118899,51.68397504,4.61400122,1962.869747,283,,Nee,1962.50879704,623.628329190948
97,2613417ba1806803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,q,801,801_q,Moerdijk Industrieterrein,Ostlrw-Ihrv,Oostelijke Randweg - Insteekhaven Roode Vaart ,925.116436,"925,116436",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,101045.729,411950.829377,51.69373175,4.60683622,340.820132,283,,Nee,340.8201315,151.255869309776
98,2613417b892d6803e05332a1e90a7128,2015/12/06 19:44:30+00,G1709,Moerdijk,bestaand,0,groenvoorziening,801,p,801,801_p,Moerdijk Industrieterrein,Mdk-Chwg,Moerdijk (Racc) - Chemieweg ,906.473978,"906,473978",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,97153.010214,410242.2595,51.67798701,4.55082344,317.927851,283,,Nee,317.927851,227.563995278741
99,6821bc73dd00463d8040801516a2cf59,2022/07/19 13:47:04+00,G1709,Moerdijk,bestaand,0,open verharding: betonstraatstenen,801,a,801,801_a,Moerdijk Industrieterrein,Zlw-Mdk,Lage Zwaluwe - Moerdijk (Racc.) ,7.669814,"7,669814",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,100663.2545,409736.714223,51.67379471,4.60165033,10.639622,283,,Nee,10.6396215,41.2296628070413
100,09ac19c4fc2e4a4e8a9d794f8844460a,2015/10/20 16:17:04+00,G0394,Haarlemmermeer,bestaand,0,onverhard: zand,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,17.540965,"17,540965",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,109443.789,478910.453116,52.29628729,4.71939096,117.905708,283,,Nee,117.905708,76.4553641668428
101,97e98e1356f343aba3923a3842f084ab,2017/01/25 16:03:57+00,G0394,Haarlemmermeer,bestaand,0,groenvoorziening: gras- en kruidachtigen,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,21.255175,"21,255175",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,106341.593565,477076.1125,52.27953625,4.67418325,27.751237,283,,Nee,27.741019675,45.7003126347743
102,a28634da98df42e6abbd611979b54499,2015/11/08 23:42:15+00,G0394,Haarlemmermeer,bestaand,0,groenvoorziening: gras- en kruidachtigen,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,14.877916,"14,877916",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,111885.435033,479861.4565,52.3050309,4.7550596,299.456542,283,,Nee,299.4565415,117.40979110319
103,125188566df848a0a393c4341b4f2759,2020/11/16 13:09:03+00,L0004,Prorail,bestaand,0,half verhard,024,,24,024__,Deventer - Wierden,Dv-Aml,Deventer - Almelo ,15.657447,"15,657447",Noord-Oost,NO,IJsselstreek,31,BAAN,Veluwe,BAAN,Noord-Oost,NO,ProRail,222628.8295,476967.804403,52.2765568,6.37815366,1.051888,283,,,1.051888,4.34927919110789
104,218b98bf48ae4d149c3fc515ffcfbe43,2015/11/08 23:42:15+00,G0394,Haarlemmermeer,bestaand,0,groenvoorziening: gras- en kruidachtigen,133,a,133,133_a,Amsterdam Riekerpolder - Warmond,Asra-Wmd,Amsterdam Riekerpolder Aansl. - Warmond ,15.5152,"15,515200",Randstad Noord,RN,Haarlem,8,BAAN,Kennemerland,BAAN,Randstad Noord,RN,ProRail,111335.679234,479536.6905,52.30206879,4.74704162,256.182093,283,,Nee,256.182093,267.105738144992
105,18d4aec587b942168a14552060c038f6,2017/01/25 16:07:31+00,G0394,Haarlemmermeer,bestaand,0,groenvoorziening: gras- en kruidachtigen,166,,166,166__,Rotterdam Westelijke Splitsing - Nieuw Vennep,Rtd-Hfd,Rotterdam Centraal - Hoofddorp ,138.537198,"138,537198",Randstad Noord,RN,HSL,70,BAAN,OPC: 70-HSL,BAAN,Randstad Zuid,RZ,ProRail,103172.3585,470706.907573,52.22200614,4.62872239,2413.211793,283,,Nee,2413.2117925,1924.05065350012
106,420dc7dd62b14750adac0d475292ae8e,2019/10/24 09:26:51+00,G0983,Venlo,bestaand,0,half verhard: grasklinkers,060,,60,060__,Roermond - Venlo,Mt-Vl,Maastricht - Venlo ,67.211425,"67,211425",Zuid,Z,Venlo,27,BAAN,De Peel,BAAN,Zuid,Z,ProRail,208847.3355,373331.637453,51.3466324,6.16009536,12.816742,283,,Nee,12.816742,64.886345324264
107,6a0754f9f67943688a4f6709f63ff1ee,2022/04/28 10:07:58+00,L0004,Prorail,bestaand,0,groenvoorziening,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,89.634982,"89,634982",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,212262.691,512840.531087,52.60010829,6.23241404,5.138177,283,,Nee,5.138177,8.97100655136313
108,52c7b293a72544069e26f2b197671155,2022/09/26 11:04:31+00,L0004,Prorail,bestaand,0,groenvoorziening,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,79.617396,"79,617396",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,207990.544266,503884.218,52.52005419,6.16793551,54.992807,283,,Nee,54.9928075,55.5133263961971
109,d9c35ef690ca4b3886201ec6e914a63f,2022/12/14 15:23:19+00,L0004,Prorail,bestaand,0,groenvoorziening,013,,13,013__,Herfte Aansl. - Meppel,Zl-Lw,Zwolle - Leeuwarden ,79.636275,"79,636275",Noord-Oost,NO,Overijssel,34,BAAN,Drenthe,BAAN,Noord-Oost,NO,ProRail,208027.58715,503866.604,52.51989231,6.16847842,42.787005,283,,Nee,42.787005,37.959688330216
110,ec71e5999afc4214b1cbc36aa057370f,2022/06/13 10:17:38+00,L0004,Prorail,bestaand,0,open verharding,008,,8,008__,Leeuwarden - Stavoren,Lw-Stv,Leeuwarden - Stavoren ,10.732502,"10,732502",Noord-Oost,NO,Friesland,36,BAAN,Wadden,BAAN,Noord-Oost,NO,ProRail,176607.591434,570847.959,53.12396397,5.70998126,1.552294,283,,Nee,1.5522935,6.07837004515917
111,dd6aad1e06d44539a7a1a0d38c352d58,2023/01/18 08:46:04+00,G1655,Halderberge,bestaand,0,groenvoorziening,122,,122,122__,Roosendaal - Breda,Rsd-Bd,Roosendaal - Breda ,8.443257,"8,443257",Zuid,Z,Breda,20,BAAN,Brabant,BAAN,Zuid,Z,ProRail,97890.514131,397240.3115,51.56120378,4.56361117,150.907632,283,,Nee,150.9076315,156.69816576476
112,f7bca761c0cc4df4ae2810e4384f8b63,2017/04/24 15:19:47+00,G1586,Oost Gelre,bestaand,0,groenvoorziening: gras- en kruidachtigen,210,,210,210__,Zutphen - Winterswijk,Zp-Ww,Zutphen - Winterswijk ,34.338102,"34,338102",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,238335.0595,447664.342035,52.01107349,6.60106519,235.698279,283,,Nee,235.6868288,247.758887899723
113,511966a1fe38435a8dd9eda698e1e401,2022/06/20 08:56:19+00,L0004,Prorail,bestaand,0,gesloten verharding,508,,508,508__,Arnhem,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,91.876975,"91,876975",Noord-Oost,NO,Achterhoek,30,BAAN,Gelre,BAAN,Noord-Oost,NO,ProRail,190292.181069,444230.8525,51.98535175,5.90096185,120.967326,283,,Nee,120.9673265,442.807808452373
114,6cf00935e3734ab893122e587695d9ea,2016/09/23 13:02:37+00,L0004,Prorail,bestaand,0,groenvoorziening,562,b,562,562_b,De Haar Aansl.,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,61.223383,"61,223383",Randstad Noord,RN,Maarn,16,BAAN,Eemland,BAAN,Randstad Noord,RN,ProRail,160730.7625,451460.89571,52.05142903,5.47075022,1.068426,283,,Nee,1.068426,6.55724659217591
115,82350568d3a44e719f23980831c1ddb8,2023/01/18 08:46:04+00,L0004,Prorail,bestaand,0,groenvoorziening,545,a,545,545_a,Roosendaal,Rsd-Bd,Roosendaal - Breda ,2.043558,"2,043558",Zuid,Z,Roosendaal,19,BAAN,Zeeland,BAAN,Zuid,Z,ProRail,91691.7485,395687.860177,51.5465869,4.47450791,5.166554,283,,Nee,5.1665535,11.5051094518507
116,64c3e522ffec4d06a28947e2d5083f71,2020/06/12 10:12:55+00,L0004,Prorail,bestaand,0,groenvoorziening,119,a,119,119_a,Lage Zwaluwe - Dordrecht,Bd-Rtd,Breda - Rotterdam Centraal ,27.022578,"27,022578",Randstad Zuid,RZ,Dordrecht,5,BAAN,Dordrecht,BAAN,Randstad Zuid,RZ,ProRail,105682.392981,422702.2095,51.79079138,4.67236588,7.630009,283,,Nee,7.6300085,33.5144791663944
