Handelsnaam;1000 - Personele exploitatie overig;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1170 - Noodzakelijke contributies van personeel;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;4000 - Diensten en middelen overig;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7000 - Huisvesting overig;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;8000 - Communicatie overig;8110 - Vakliteratuur, abonnementen en overige informatie;8210 - Vertaaldiensten;8310 - Relatiegeschenken niet voor eigen personeel;8410 - Evenementen en congresorganisatie;8510 - Diversen communicatie;9303 - Laboratoriuminstrumenten;Eindtotaal
Careca Verhuur;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CareFirst B.V.;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
CareFusion Netherlands 238 B.V.;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
CareFusion Netherlands 310;;;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
CareFusion Netherlands 328 B.V.;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
CarePack Holland B.V.;;;;;;;;;;;2;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;3
Carglass B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Cargo Compliance Company B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cargo Security Systems B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cargotec Netherlands B.V.;;;;;;;;;;;3;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;3
Cariña Tapas;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Carl Schenck Machines en Installaties B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Carl Zeiss B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3
Carlton Ambassador Hotel B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Carlton Beach;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Carlton Hotels Nederland B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Carnegie-Stichting;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Carpe Fleur;;;;2;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;2
Carrier Airconditioning Benelux B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Carrier Transicold, Vego Trans;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Carrosserie Akkermans B.V.;;;;;;;;;;;2;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;3
Carrosseriebouw Compaan;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Carrosseriefabriek Veth Arnhem B.V.;;;;;;;;;;;2;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;2
Cartal Schagen;;;;;;;;;;;1;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;1
CARU Containers B.V.;;;;;;;;;;;5;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;5
Carwash Aqua Clean;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Carwash Coevorden;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Carwash Leeuwarden B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
CAT Tennis B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cat Vision B.V.;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Catec B.V.;;;;;;1;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;1;;;;1
Cauberg-Huygen Raadgevende Ingenieurs B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cavaloop B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Caves Hubert Zeegers B.V.;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CB Facturatie B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
CBN Labsuppliers B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CCB Groep B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
ccfashions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
CCV Holland B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cedere B.V.;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;1
Ceelen Graveerinrichting;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cees Arends Pianotechniek;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cees Flowershop;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;;1
Cees van den Hoed Holding B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cekumed B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Celexon Netherlands B.V.;;;;;1;;;;;;1;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Cellumica Kunststoffen;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1
Celtic Britain;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cemex Trescon B.V.;;;2;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;2
Center Parcs Netherlands N.V.;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;3
Centercon B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centix B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centraal Boekhuis B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Central Point Nederland B.V.;;;1;1;1;;1;;;;4;;;;;;1;1;;;1;;;;;2;;1;;;;;;4;;1;;;;5
Centrale Dienstapotheek Eindhoven B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centrale Rino B.V.;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Centrale Wapenhandel Dorhout Mees B.V.;;;;1;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Centrenet;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centric Netherlands BV;;;;;;;;;;;;;;;;;;;;;;;;;;;7;;;;;;;;;;;;;7
Centric Training;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centrum '45;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centrum Garage;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Centrum voor Certificatie (und) B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centrum voor Conflicthantering B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Centrum voor Nascholing Amsterdam B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centrum voor Systemische Opstellingen;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Centrum Wiskunde & Informatica;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Certichem Productions B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Certified Secure B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CertiQ B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;2
CERTIS Packaging B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
CertoPlan B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cervix B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CFWEAR.nl;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CGE Risk Management Solutions B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CGGN;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chabrol;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Challenge Coins;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chameleon Associates B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Changekitchen Company B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Changing Games Coöperatie UA;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Charelli B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Charlotte Gmelig Meijling;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Charraoue Boeken;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1
Chaser International;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Chassé Theater N.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chat.hot.-Rest. Havesathe De Havixhorst B.V.;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Chemetall B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
ChemMate B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chin.-Ind. Rest. Sonsbeekpaviljoen V.O.F.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
China Palace;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
China Relations;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chinees Restaurant Golden Duck;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chinees Restaurant Wok Euroborg;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chinees-Indisch Restaurant Wan Sing;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chirurgische Maatschap Vlietland Ziekenhuis;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chocoholic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Chocolat B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Chocolaterie Bruns;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chocolaterie Ducharette;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Chocolaterie Leonidas Rijswijk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Chocolaterie Marie-Louise;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Chong & Tran Web Company;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Christelijke Hogeschool Windesheim;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Chromalloy Holland B.V.;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
CHS Special Products B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Ciao Catering;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Ciao! Ciao! B.V.;;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CIB Centraal InkoopBureau B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cikam B.V.;;;;;;;;;;;1;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;2
Cillekens-Dreessens B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cinecafé B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CIO Platform Nederland;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Circe B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Circuit Bedrijfskleding B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Circus Remundo;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cirkel Cleaning B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Citaverde College;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
City of Apeldoorn, Pipes and Drums;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Citygameshop B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Citygis B.V.;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Claassen Autorecycling;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Clafis Engineering Noord B.V.;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Clafis Maritiem B.V.;;;;;;;;;;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Claire Felicie;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Classic Incasso B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Classic International B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Claushuis Groep;;;;;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
CLB Integrated Solutions B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Clean = Clean B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Cleanmaster Biolux;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Clearinghouse Apothekers (CHA) BV;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;1
Climalife Dehon;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cloose;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Clown Fleur;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Clown Zassie Entertainment;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CLS Computertrainingen;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Club Foos;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Clubmessage Benelux B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CM Online B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CM Partners B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
C-Mark B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CMB Holding B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CME-Online;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CN Trading;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
CNC-Consult & Automation B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Co. Van Beek Tweewielers;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Coachboulevard B.V.;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Coaching Academy International;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coating Application Products Industrial B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
COBBS Industries B.V.;;;;;;;;;;;4;;;;;;;6;;;;;;;;;;;;;;;;;;;;;;6
Codan B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Coelho Musica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
College of Multimedia;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
College voor Beroepschauffeurs;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Colonie Houten BV;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Color Wood Holding B.V.;;;;;;4;;;;;4;;1;;;;;;;;5;;;;;;;;;;;;;;;;;6;;7
Comag;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Combi Den Helder;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CombiCraft;;;;;;;;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Com-Connect B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Comex Sales B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Commection;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Commerciële Club Leeuwarden;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Commodis;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Compacon & Partners B.V.;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Compass 3 BV;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Competence Factory;;;1;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Complete Store Van Dijk B.V.;;;;;;;;;;;3;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;3
Componence Services B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Compose Network Connections bv;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Compressor Service Techniek B.V.;;;;;;;;;;;2;;;;;;1;2;;;;;;;;;;;;;;;;;;;;;;2
Compriphar B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Computercentrum C. van de Velden B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Compu'Train;;;;;;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Computrain Opleidingen;;;;;1;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Comsol B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;1
Comtest Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Con Fuego;;;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Concorde Group B.V.;;;;;;2;;;;;1;;;;;;;1;1;;;;;;;;;;;;;;;;4;;;1;;4
Condair B.V.;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Conducto Opleidingen B.V.;;;;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Confidys B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Congrescentrum Kasteel Wijenburg B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Conjugo Events B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Connection Systems B.V.;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Connex Telecom B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Connexxion Tours B.V.;;;;;;;;;;;;;;;7;;;;;4;;;;;;;;;;;;;;;;;;;;7
Conrad Electronic Benelux B.V.;;;1;1;1;1;1;;;;3;;;1;;;1;2;;1;2;;;;;1;;;1;;;;;;;1;;;;3
Consilium B.V.;;;;;;;;;;;1;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Consilium Benelux Data Capture Solutions B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Constr.- en Machinefabriek Moergestel B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Constr.werkpl. H.K. v. Wingerden & Zn. B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Construction Media B.V.;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Constructor Dexion Holland B.V.;;;1;;;;;;;;2;;;;;;2;2;;1;;;;;;;;;3;;;;;;;;;;;4
Contactgroep Personeelsbeleid Enschede CPE;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Continental Banden Groep B.V.;;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;1
Control Risks Benelux B.V.;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Controlin B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Convet B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cook Nederland B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coolblue B.V.;;;1;;1;1;1;;;;3;;;;;;1;1;;;1;;;;;;;;;;;;;;;;;1;;3
Coolen B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
CoolEnergy B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coolworld Nederland B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Cooper Safety B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Coöperat. Onderwijsgroep Noordwest-Holland UA;;;;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5
Coöperatie ACS partners UA;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Coöperatie Action Equipment & Services UA;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coöperatie Baronije UA;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coöperatie Concept2 Benelux UA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coöperatieve Ver. van Vletterl.-Werkzaamh. WA;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Coördinerend Adviesbureau;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Copoint Electronics B.V.;;;;;;1;;;;;5;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;5
Coppens Warenhuis;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cor en Jos Nijman;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Cordobond International B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;1
Cordstrap B.V.;;;;;;;;;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;2
Core Quality B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Corilus B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Corlido Project Supply B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cornelese Technical Systems B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cornelis Bedrijfsauto's B.V.;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Corpuls Benelux;;;2;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Correct Business Electronics B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Corrosion & Water-Control B.V.;;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cortex B.V.;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Cosanta B.V.;;;;;;;;;;;4;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;4
Costuummagazijn A.T. de Wit B.V.;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1;;;1
CoThink bv;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Cottontree Mer by Gert-Jan;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Country Hotel De Broeierd;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Country Mill Horse Support;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Country Store;;;;;;;1;;;;1;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;1
Covidien Nederland B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CP de Bruin Huisartspraktijk;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CP Sports;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crane Container;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
CraneSolutions B.V.;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crazy Air;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Crazy Piano's Scheveningen B.V.;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
