FID,omschr,afst_obst,pos_omschr,kantcode,wvk_id,wvk_begdat,begafstand,endafstand,fk_veld1,fk_veld4,izi_side,ibn,gdb_geomattr_data,shape
wegbermen_wegvak.105,Obstakelvrije berm,,Buitenberm,H,232377048,2014-11-01T00:00:00,0,12,023237704820141101,KLK0008825495,L,I,,"LINESTRING (116289.22700000182 488652.28500000015, 116301.22659999877 488652.3876999989)"
wegbermen_wegvak.106,Obstakelvrije berm,,Buitenberm,H,62196009,2014-11-01T00:00:00,33,37,006219600920141101,KLK0009790357,R,I,,"LINESTRING (31009.3013000004 398046.5610000007, 31009.230000000447 398042.86100000143)"
wegbermen_wegvak.107,Obstakelvrije berm,,Buitenberm,H,62196009,2014-11-01T00:00:00,0,10,006219600920141101,KLK0009790346,R,I,,"LINESTRING (31031.3759999983 398064.4200000018, 31021.38069999963 398064.1141999997)"
wegbermen_wegvak.108,Obstakelvrije berm,,Middenberm,T,62196016,2014-11-01T00:00:00,0,17,006219601620141101,KLK0009790359,R,I,,"LINESTRING (31029.80999999866 398027.5089999996, 31026.916999999434 398023.36100000143, 31028.451999999583 398014.0009999983, 31030.389499999583 398012.48889999837)"
wegbermen_wegvak.109,Obstakelvrije berm,,Buitenberm,H,62196016,2014-11-01T00:00:00,0,20,006219601620141101,KLK0009790357,R,I,,"LINESTRING (31029.80999999866 398027.5089999996, 31026.916999999434 398023.36100000143, 31028.451999999583 398014.0009999983, 31032.63300000131 398010.73800000176)"
wegbermen_wegvak.110,Obstakelvrije berm,,Middenberm,T,64187017,2014-11-01T00:00:00,30,48,006418701720141101,KLK0009790395,M,I,,"LINESTRING (32337.721000000834 393810.8247000016, 32350.684000000358 393798.63500000164)"
wegbermen_wegvak.111,Obstakelvrije berm,,Middenberm,H,64187017,2014-11-01T00:00:00,30,48,006418701720141101,KLK0009790396,M,I,,"LINESTRING (32337.721000000834 393810.8247000016, 32350.684000000358 393798.63500000164)"
wegbermen_wegvak.112,Verhoogde/verlaagde berm,,Buitenberm,H,64187017,2014-11-01T00:00:00,0,48,006418701720141101,KLK0009790394,M,I,,"LINESTRING (32315.866000000387 393831.3759999983, 32350.684000000358 393798.63500000164)"
wegbermen_wegvak.113,Obstakelvrije berm,,Buitenberm,T,64187017,2014-11-01T00:00:00,34,48,006418701720141101,KLK0008132447,M,I,,"LINESTRING (32340.635099999607 393808.0844999999, 32350.684000000358 393798.63500000164)"
wegbermen_wegvak.114,Obstakelvrije berm,,Buitenberm,H,64199031,2014-11-01T00:00:00,0,8,006419903120141101,KLK0009790327,R,I,,"LINESTRING (32490.54600000009 399898.52600000054, 32482.57250000164 399899.1761999987)"
wegbermen_wegvak.115,Obstakelvrije berm,,Buitenberm,H,64199031,2014-11-01T00:00:00,22,28,006419903120141101,KLK0009790335,R,I,,"LINESTRING (32470.13580000028 399893.8601000011, 32466.74199999869 399888.688000001)"
wegbermen_wegvak.116,Berm met obstakels,,Buitenberm,H,240488024,2019-07-01T00:00:00,0,46,024048802420190701,KLK0008782741,R,I,,"LINESTRING (120306.14400000125 544469.8469999991, 120313.77499999851 544468.2329999991, 120321.3200000003 544466.9389999993, 120329.72700000182 544467.3709999993, 120337.48800000176 544468.879999999, 120350.20600000024 544474.0529999994)"
wegbermen_wegvak.117,Obstakelvrije berm,,Middenberm,T,240488024,2019-07-01T00:00:00,22,40,024048802420190701,KLK0007614596,R,I,,"LINESTRING (120327.8564000018 544467.2749000005, 120329.72700000182 544467.3709999993, 120337.48800000176 544468.879999999, 120345.10280000046 544471.9772999994)"
wegbermen_wegvak.118,Geleide barriers,.5 -> .25,Buitenberm,T,600151339,2019-02-01T00:00:00,0,24,060015133920190201,KLK0009962291,L,I,,"LINESTRING (234137.65199999884 580478.9420000017, 234114.91930000111 580471.2463000007)"
wegbermen_wegvak.119,Geleide barriers,1 -> 1,Buitenberm,H,600151339,2019-02-01T00:00:00,0,61,060015133920190201,KLK0008796041,L,I,,"LINESTRING (234137.65199999884 580478.9420000017, 234113.85500000045 580470.8859999999, 234098.73200000077 580464.4750000015, 234083.0300000012 580452.8889999986)"
wegbermen_wegvak.120,RIMOB,1 -> .5,Buitenberm,T,600151352,2019-02-01T00:00:00,18,22,060015135220190201,KLK0008796050,L,I,,"LINESTRING (234462.9598999992 580604.1433999985, 234459.47100000083 580603.2690000013)"
wegbermen_wegvak.121,Geleide barriers,1 -> 1,Buitenberm,H,600151352,2019-02-01T00:00:00,0,22,060015135220190201,KLK0008796052,L,I,,"LINESTRING (234480.4200000018 580608.5190000013, 234459.47100000083 580603.2690000013)"
wegbermen_wegvak.122,Geleide barriers,1 -> 1,Buitenberm,H,600151358,2019-02-01T00:00:00,24,47,060015135820190201,KLK0006987501,L,I,,"LINESTRING (235205.11250000075 581218.2584999986, 235192.23209999874 581199.2034999989)"
wegbermen_wegvak.123,Geleide barriers,3.5 -> 1,Buitenberm,H,600151358,2019-02-01T00:00:00,47,70,060015135820190201,KLK0005971844,L,I,,"LINESTRING (235192.23209999874 581199.2034999989, 235182.69799999893 581185.0989999995, 235178.72569999844 581180.6350000016)"
wegbermen_wegvak.124,Geleide barriers,1 -> 3.5,Buitenberm,H,600151358,2019-02-01T00:00:00,70,111,060015135820190201,KLK0005971843,L,I,,"LINESTRING (235178.72569999844 581180.6350000016, 235165.2740000002 581165.5179999992, 235147.46499999985 581154.3399999999)"
wegbermen_wegvak.125,Geleide barriers,.5 -> .5,Buitenberm,T,600151358,2019-02-01T00:00:00,48,111,060015135820190201,KLK0005971841,L,I,,"LINESTRING (235191.67210000008 581198.375, 235182.69799999893 581185.0989999995, 235165.2740000002 581165.5179999992, 235147.46499999985 581154.3399999999)"
wegbermen_wegvak.126,Geleide barriers,1 -> 1,Buitenberm,H,600151359,2019-02-01T00:00:00,3,47,060015135920190201,KLK0005971842,L,I,,"LINESTRING (235144.9422999993 581152.7164999992, 235107.72899999842 581128.7679999992)"
wegbermen_wegvak.127,Geleide barriers,.5 -> .5,Buitenberm,T,600151359,2019-02-01T00:00:00,0,2,060015135920190201,KLK0005971841,L,I,,"LINESTRING (235147.46499999985 581154.3399999999, 235145.78319999948 581153.2577)"
wegbermen_wegvak.128,Geleide barriers,1 -> 3.5,Buitenberm,H,600151359,2019-02-01T00:00:00,0,3,060015135920190201,KLK0005971843,L,I,,"LINESTRING (235147.46499999985 581154.3399999999, 235144.9422999993 581152.7164999992)"
wegbermen_wegvak.129,Verhoogde/verlaagde berm,,Buitenberm,H,600152412,2019-02-01T00:00:00,0,17,060015241220190201,KLK0008783875,L,I,,"LINESTRING (231642.33799999952 486623.0709999986, 231625.7960000001 486624.7960000001)"
wegbermen_wegvak.130,Obstakelvrije berm,,Middenberm,T,600152412,2019-02-01T00:00:00,0,6,060015241220190201,KLK0008783894,L,I,,"LINESTRING (231642.33799999952 486623.0709999986, 231636.37040000036 486623.6933000013)"
wegbermen_wegvak.131,Obstakelvrije berm,,Middenberm,T,600152426,2019-02-01T00:00:00,0,11,060015242620190201,KLK0008094159,L,I,,"LINESTRING (237709.60399999842 446796.83900000155, 237700.92819999903 446790.07649999857)"
wegbermen_wegvak.132,Verhoogde/verlaagde berm,,Buitenberm,H,600152426,2019-02-01T00:00:00,0,11,060015242620190201,KLK0008094160,L,I,,"LINESTRING (237709.60399999842 446796.83900000155, 237700.92819999903 446790.07649999857)"
wegbermen_wegvak.133,Berm met obstakels,,Buitenberm,H,240488031,2019-07-01T00:00:00,0,18,024048803120190701,KLK0008782741,R,I,,"LINESTRING (120289.27899999917 544464.9759999998, 120295.66800000146 544464.568, 120301.48800000176 544466.0769999996, 120306.14400000125 544469.8469999991)"
wegbermen_wegvak.134,Obstakelvrije berm,,Buitenberm,H,600124515,2019-07-01T00:00:00,0,41,060012451520190701,KLK0008782742,L,I,,"LINESTRING (120350.20600000024 544474.0529999994, 120340.07499999925 544474.6999999993, 120328.86499999836 544474.6999999993, 120320.67399999872 544475.9930000007, 120309.81100000069 544480.5430000015)"
wegbermen_wegvak.135,Obstakelvrije berm,,Middenberm,T,600124515,2019-07-01T00:00:00,2,20,060012451520190701,KLK0006728903,L,I,,"LINESTRING (120348.21009999886 544474.1805000007, 120340.07499999925 544474.6999999993, 120330.22659999877 544474.6999999993)"
wegbermen_wegvak.136,Verhoogde/verlaagde berm,,Buitenberm,H,600124991,2019-07-01T00:00:00,14,20,060012499120190701,KLK0008825241,L,I,,"LINESTRING (120292.14589999989 544495.8900999986, 120291.17000000179 544495.9250000007, 120285.94700000063 544494.5769999996)"
wegbermen_wegvak.137,Obstakelvrije berm,,Buitenberm,H,600124992,2019-07-01T00:00:00,0,12,060012499220190701,KLK0008782742,L,I,,"LINESTRING (120309.81100000069 544480.5430000015, 120309.03299999982 544485.6939999983, 120306.24599999934 544490.0170000009, 120304.82699999958 544491.2859999985)"
wegbermen_wegvak.138,Ondergronds,4 -> 4,Buitenberm,H,600200172,2019-09-01T00:00:00,20,21,060020017220190901,KLK0006984114,L,I,,"LINESTRING (146558.3489000015 485571.47480000183, 146557.39930000156 485571.16149999946)"
wegbermen_wegvak.139,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600200172,2019-09-01T00:00:00,21,135,060020017220190901,KLK0006984113,L,I,,"LINESTRING (146557.39930000156 485571.16149999946, 146544.14350000024 485566.78869999945, 146458.94750000164 485515.1948999986)"
wegbermen_wegvak.140,Ondergronds,4 -> 4,Buitenberm,H,600200199,2019-09-01T00:00:00,245,246,060020019920190901,KLK0006984091,L,I,,"LINESTRING (141872.66099999845 484658.9508000016, 141871.79149999842 484658.45699999854)"
wegbermen_wegvak.141,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600200199,2019-09-01T00:00:00,246,402,060020019920190901,KLK0006984089,L,I,,"LINESTRING (141871.79149999842 484658.45699999854, 141805.52589999884 484620.8220000006, 141769.9657999985 484599.54949999973, 141736.6574999988 484580.5306000002)"
wegbermen_wegvak.142,RIMOB,1 -> 1,Buitenberm,T,600200173,2019-09-01T00:00:00,294,302,060020017320190901,KLK0008192866,L,I,,"LINESTRING (146213.05649999902 485354.0469000004, 146206.3313000016 485349.7142999992)"
wegbermen_wegvak.143,Berm met geleideconstructie,1 -> 1,Buitenberm,T,600200173,2019-09-01T00:00:00,302,380,060020017320190901,KLK0008192865,L,I,,"LINESTRING (146206.3313000016 485349.7142999992, 146140.38850000128 485307.2320000008)"
wegbermen_wegvak.144,Ondergronds,4 -> 4,Buitenberm,H,600200173,2019-09-01T00:00:00,259,260,060020017320190901,KLK0006984112,L,I,,"LINESTRING (146242.47940000147 485373.0020000003, 146241.63870000094 485372.4604999982)"
wegbermen_wegvak.145,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600200173,2019-09-01T00:00:00,260,380,060020017320190901,KLK0006984111,L,I,,"LINESTRING (146241.63870000094 485372.4604999982, 146140.38850000128 485307.2320000008)"
wegbermen_wegvak.146,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600200173,2019-09-01T00:00:00,0,19,060020017320190901,KLK0006984113,L,I,,"LINESTRING (146458.94750000164 485515.1948999986, 146443.13340000063 485504.66319999844)"
wegbermen_wegvak.147,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600200293,2019-09-01T00:00:00,0,20,060020029320190901,KLK0006321273,L,I,,"LINESTRING (146140.38850000128 485307.2320000008, 146121.33159999922 485301.16259999946)"
wegbermen_wegvak.148,Berm met geleideconstructie,4.5 -> 4,Buitenberm,H,600200293,2019-09-01T00:00:00,20,60,060020029320190901,KLK0006321272,L,I,,"LINESTRING (146121.33159999922 485301.16259999946, 146120.307599999 485300.8365000002, 146090.40960000083 485283.90309999883, 146086.3729000017 485281.7712999992)"
wegbermen_wegvak.149,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600200405,2019-09-01T00:00:00,63,94,060020040520190901,KLK0007489287,L,I,,"LINESTRING (150128.98669999838 488906.6928999983, 150113.9450000003 488896.6779999994, 150107.18679999933 488885.12319999933)"
wegbermen_wegvak.150,Ondergronds,4 -> 4,Buitenberm,H,600200405,2019-09-01T00:00:00,62,63,060020040520190901,KLK0007489288,L,I,,"LINESTRING (150129.81909999996 488907.24709999934, 150128.98669999838 488906.6928999983)"
wegbermen_wegvak.151,Berm met geleideconstructie,1.5 -> 18,Buitenberm,T,600129710,2019-09-01T00:00:00,194,248,060012971020190901,KLK0005969199,L,I,,"LINESTRING (141811.50420000032 484724.40900000185, 141811.11400000006 484730.94900000095, 141811.01799999923 484740.51000000164, 141813.625 484751.1330000013, 141820.33700000122 484765.3779999986, 141828.13219999894 484773.4222000018)"
wegbermen_wegvak.152,Berm met geleideconstructie,1.5 -> 1.5,Buitenberm,T,600129710,2019-09-01T00:00:00,248,327,060012971020190901,KLK0005969198,L,I,,"LINESTRING (141828.13219999894 484773.4222000018, 141829.4149999991 484774.74599999934, 141845.9299999997 484786.81700000167, 141892.1400000006 484812.5540000014, 141895.48779999837 484814.3658000007)"
wegbermen_wegvak.153,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600129710,2019-09-01T00:00:00,0,100,060012971020190901,KLK0006321195,L,I,,"LINESTRING (141973.3110000007 484726.7479999997, 141949.5540000014 484715.73900000006, 141921.73999999836 484701.1559999995, 141897.88699999824 484689.3740000017, 141889.05000000075 484685.84899999946, 141883.02389999852 484684.03660000116)"
wegbermen_wegvak.154,Berm met geleideconstructie,4 -> 5,Buitenberm,H,600129713,2019-09-01T00:00:00,84,113,060012971320190901,KLK0006984173,L,I,,"LINESTRING (141596.0427000001 484507.61879999936, 141571.44889999926 484492.25180000067)"
wegbermen_wegvak.155,Ondergronds,5 -> 5,Buitenberm,H,600129713,2019-09-01T00:00:00,83,84,060012971320190901,KLK0006984174,L,I,,"LINESTRING (141596.89079999924 484508.14869999886, 141596.0427000001 484507.61879999936)"
wegbermen_wegvak.156,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600129713,2019-09-01T00:00:00,113,135,060012971320190901,KLK0006321176,L,I,,"LINESTRING (141571.44889999926 484492.25180000067, 141570.80099999905 484491.84699999914, 141554.88479999825 484477.16849999875)"
wegbermen_wegvak.157,Berm met geleideconstructie,1 -> 1,Buitenberm,T,600199975,2020-02-01T00:00:00,75,292,060019997520200201,KLK0006570468,R,I,,"LINESTRING (142827.96389999986 485047.5513000004, 142860.26029999927 485052.23640000075, 142898.33929999918 485055.5073999986, 142905.17119999975 485055.8772, 142925.95380000025 485057.75510000065, 142960.7463000007 485058.62689999864, 142990.78570000082 485061.6308999993, 143020.18140000105 485070.2135999985, 143039.92119999975 485082.0709999986)"
wegbermen_wegvak.158,Geleide barriers,3 -> 3,Buitenberm,H,600120000,2019-07-01T00:00:00,0,31,060012000020190701,KLK0008096835,L,I,,"LINESTRING (106513.82999999821 429113.2100000009, 106490.54500000179 429134.37900000066)"
wegbermen_wegvak.159,Berm met geleideconstructie,2.25 -> 2.25,Buitenberm,H,600151398,2019-02-01T00:00:00,2,29,060015139820190201,KLK0008122573,R,I,,"LINESTRING (238946.49170000106 489681.53920000046, 238964.52600000054 489701.31700000167)"
wegbermen_wegvak.160,Ondergronds,2.25 -> 2.25,Buitenberm,H,600151398,2019-02-01T00:00:00,1,2,060015139820190201,KLK0008122572,R,I,,"LINESTRING (238945.82699999958 489680.79239999875, 238946 489681, 238946.49170000106 489681.53920000046)"
wegbermen_wegvak.161,Berm met geleideconstructie,5 -> 5,Buitenberm,H,600146237,2019-02-01T00:00:00,0,46,060014623720190201,KLK0008668977,L,I,,"LINESTRING (201066 502348, 201063 502302)"
wegbermen_wegvak.162,Verhoogde/verlaagde berm,,Buitenberm,T,66202002,2019-05-01T00:00:00,8,10,006620200220190501,KLK0009790318,M,I,,"LINESTRING (33118.88509999961 401068.00670000166, 33120 401066)"
wegbermen_wegvak.163,Berm met geleideconstructie,.75 -> .75,Buitenberm,T,600215863,2019-11-01T00:00:00,90,202,060021586320191101,KLK0008200928,R,I,,"LINESTRING (189912.77309999987 326829.4743999988, 189923.72349999845 326812.3117999993, 189934.51850000024 326794.1083999984, 189952.93349999934 326762.0408000015, 189963.940200001 326742.4615999982, 189969.33449999988 326732.8313000016)"
wegbermen_wegvak.164,Berm met geleideconstructie,4.5 -> .75,Buitenberm,T,600215863,2019-11-01T00:00:00,20,90,060021586320191101,KLK0008200927,R,I,,"LINESTRING (189867.53830000013 326882.7531999983, 189875.56920000166 326875.1768999994, 189888.16340000182 326860.8894000016, 189900.22839999944 326846.0727000013, 189912.71680000052 326829.5626000017, 189912.77309999987 326829.4743999988)"
wegbermen_wegvak.165,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600215863,2019-11-01T00:00:00,79,242,060021586320191101,KLK0008824567,R,I,,"LINESTRING (189906.14400000125 326838.2520999983, 189912.71680000052 326829.5626000017, 189923.72349999845 326812.3117999993, 189934.51850000024 326794.1083999984, 189952.93349999934 326762.0408000015, 189963.940200001 326742.4615999982, 189989.0439000018 326697.6442999989)"
wegbermen_wegvak.166,RIMOB,3 -> 4.5,Buitenberm,T,600215863,2019-11-01T00:00:00,13,20,060021586320191101,KLK0006444816,R,I,,"LINESTRING (189862.4466000013 326887.5566999987, 189867.53830000013 326882.7531999983)"
wegbermen_wegvak.167,Berm met geleideconstructie,1 -> 4,Buitenberm,H,600215863,2019-11-01T00:00:00,3,79,060021586320191101,KLK0006444814,R,I,,"LINESTRING (189853.9776000008 326892.8211000003, 189861.54630000144 326888.4061000012, 189875.56920000166 326875.1768999994, 189888.16340000182 326860.8894000016, 189900.22839999944 326846.0727000013, 189906.14400000125 326838.2520999983)"
wegbermen_wegvak.168,Berm met geleideconstructie,4.5 -> 4.5,Buitenberm,H,600199678,2019-10-01T00:00:00,72,116,060019967820191001,KLK0008638057,R,I,,"LINESTRING (148301.8830000013 487298.94000000134, 148309.94889999926 487314.04679999873, 148318.04340000078 487330.60379999876, 148318.09820000082 487339.46979999915)"
wegbermen_wegvak.169,Ondergronds,4.5 -> 4.5,Buitenberm,H,600199678,2019-10-01T00:00:00,71,72,060019967820191001,KLK0008638056,R,I,,"LINESTRING (148301.41200000048 487298.05790000036, 148301.8830000013 487298.94000000134)"
wegbermen_wegvak.170,Berm met geleideconstructie,1 -> 1,Buitenberm,T,291370016,2019-10-01T00:00:00,175,352,029137001620191001,KLK0008193060,R,I,,"LINESTRING (145969.78269999847 485058.8946999982, 145979.90199999884 485055.7039999999, 146012.1950000003 485044.4829999991, 146025.87900000066 485039.83100000024, 146043.94099999964 485037.6409999989, 146065.5610000007 485037.3680000007, 146098.38800000027 485043.2740000002, 146140.80330000073 485056.99500000104)"
wegbermen_wegvak.171,Uitgebogen,1.5 -> 1,Buitenberm,T,291370016,2019-10-01T00:00:00,120,175,029137001620191001,KLK0008193059,R,I,,"LINESTRING (145916.48279999942 485072.07820000127, 145919.4210000001 485071.8500000015, 145949.5249999985 485065.2820000015, 145969.78269999847 485058.8946999982)"
wegbermen_wegvak.172,Ondergronds,1.5 -> 1.5,Buitenberm,T,291370016,2019-10-01T00:00:00,119,120,029137001620191001,KLK0008193058,R,I,,"LINESTRING (145915.48580000177 485072.1556000002, 145916.48279999942 485072.07820000127)"
wegbermen_wegvak.173,Berm met geleideconstructie,4 -> 4,Buitenberm,H,600215782,2019-11-01T00:00:00,0,83,060021578220191101,KLK0008200939,L,I,,"LINESTRING (190130.1272 326427.0111999996, 190131.4791000001 326441.03819999844, 190123.8062000014 326470.53929999843, 190120.10200000182 326482.71009999886, 190111.80730000138 326507.31639999896)"
wegbermen_wegvak.174,Berm met geleideconstructie,1 -> 1,Buitenberm,T,179262025,2019-11-01T00:00:00,25,35,017926202520191101,KLK0006995890,R,I,,"LINESTRING (89943.91290000081 431317.5170000009, 89953.5725999996 431314.930399999)"
wegbermen_wegvak.175,Terminal,1 -> 1,Buitenberm,T,179262025,2019-11-01T00:00:00,24,25,017926202520191101,KLK0006995889,R,I,,"LINESTRING (89942.94689999893 431317.7756999992, 89943.91290000081 431317.5170000009)"
wegbermen_wegvak.176,Berm met geleideconstructie,4 -> 4,Buitenberm,H,283369047,2019-09-01T00:00:00,0,196,028336904720190901,KLK0008192995,R,I,,"LINESTRING (141921.50299999863 484620.5780000016, 141961.74560000002 484645.27050000057, 142000.26900000125 484667.28390000015, 142047.68239999935 484695.22399999946, 142073.7175000012 484709.8289999999, 142086.63369999826 484724.9807000011)"
