ID openbaar;Dienst;Afdeling;Hoofdproces;Naam verwerking;Beschrijving;Toelichting (optioneel);Verwerkingsverantwoordelijke;Doeleinde;Grondslag AVG;Uitleg grondslag;Categorieën  Betrokkenen;Categorieën persoonsgegevens;Persoonsgegevens;Gevoelige persoonsgegevens;Bijzondere en strafrechtelijke persoonsgegevens;Categorieën  ontvangers;Doorgifte naar derde landen;Bewaartermijn;Technische en organisatorische maatregelen
95;DPZ ;Klantcontactcentrum (KCC);Burgerzaken;Behandelen aangifte inschrijving in de BRP;Deze verwerking betreft het behandelen van een aangifte voor inschrijving in de BRP. Wanneer een burger zich vanuit het buitenland voor het eerst vestigt in Nederland of al eerder ingeschreven heeft gestaan maar voor 1 oktober 1994 is uitgeschreven, dient deze binnen vijf dagen na aanvang van het verblijf in Nederland een eerste aangifte te doen bij de gemeente, zodat de gemeente in de BRP kan verwerken.;;College van B&W;Het bijhouden van de basisadministratie van alle afnemers die verplicht zijn gebruik te maken van de BRP. Het bieden van een geveerifieerd overzicht van alle inschrijvingen in de BRP.;Wettelijke verplichting ;Wet Basisregistratie Personen Besluit Basisregistratie Personen;Medewerkers overheidsinstanties, aanvrager, BRP ambtenaar ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)";;;;overheidsinstanties, instanties met een publieke taak, de BRP;;110 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
96;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen aangifte van overlijden;Deze verwerking betreft het behandelen van een melding van overlijden. De gemeente maakt van ieder overlijden een akte op in de registers van de Burgerlijke Stand. Dit doet zij eveneens wanneer er een rechtsvermoeden van overlijden is. ;;Ambtenaar van de burgerlijke stand (bij latere vermelding akte burgerlijke stand), College van B&W (bij verwerking in de BRP);Van ieder overlijden dat in Nederland plaatsvindt dient een akte op te worden gemaakt in de registers van de burgelijke stand van de gemeente waar het overlijden heeft plaatsgevonden. Van ieder overlijden dat heeft plaatsgevonden in het buitenland moet het rechtsfeit worden vastgelegd in de BRP. ;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;
Wet basisregistratie personen;
Besluit burgerlijke stand 1994
      ";Overleden persoon en partner ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Andere gemeente(n), Afnemers van de BRP;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
97;DPZ ;Klantcontactcentrum (KCC);Burgerzaken;Behandelen aangifte wijziging geslacht van een persoon;Inschrijven van een geslachtswijziging ;;Ambtenaar Burgerlijke Stand (bij latere vermelding akte burgerlijke stant) College B&W (bij verwerking BRP);Aanpassing geboorte akte en doorvoering hiervan in de BRP. ;Wettelijke verplichting;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Aanvrager, ambtenaar BRP, ABS en derde partijen (Ketenpartners en overige afnemers BRP), Kind(eren), Ouder(s), Partner(s);"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
BSN (Nationaal identificatienummer) ";;;;"Burger
afnemers BRP andere gemeente(n) ";;10 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
98;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen aanvraag arrestatie de vita buitenland;De aanvraag van een bewijs van in leven te zijn ;;College van B&W (voor binnenlands gebruik - uittreksel BRP), Ambtenaar burgerlijke stand (voor buitenlands gebruik - meertalige arrestatie de vita) ;Met een arrestatie de vita kan een persoon schriftelijk bewijzen dat hij/zij op het moment van afgifte in leven is. ;Wettelijke verplichting ;Wet Basisregistratie Personen                                                                                                  ;Aanvrager, BRP ambtenaar, gezaghouder(s) voor minderjarige ;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Identiteitsgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer)
";;;;Betrokkene ;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
99;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen aanvraag uittreksel BRP;"Deze verwerking betreft het behandelen van een aanvraag voor een uittreksel BRP. Een uittreksel BRP kan nodig zijn voor het inschrijven als woningzoekende, het overschrijven van een auto zonder een Nederlands rijbewijs te bezitten of bij een huwelijk of echtscheiding. De gegevens die uit de BRP worden verstrekt, worden bepaald door de reden waarvoor de gemeente het uittreksel afgeeft aan de burger dan wel zijn gemachtigde. Eén van de soorten uittreksels is het 'bewijs van in leven zijn'. Zie voor een attestatie de vita (bewijs van in leven zijn) voor het buitenland werkproces B0256 'Arrestatie de vita voor buitenland'.

";;College van B&W;Het verschaffen van uittreksels aan de burger voor verschillende doeleinden zoals: 'bewijs van in leven zijn';Wettelijke verplichting ;Wet Basisregistratie Personen                                 Besluit Burgerlijkste Stand 1994;"Aanvrager, BRP ambtenaar 
";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)";;;;"Burgers
Medewerkers";;"Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.

Subsidie:
Conform het Burgerlijk Wet- boek, boek 2 artikel 10 lid 3 = de bewaartermijn 7 jaar. 
";N.V.T. 
100;DPZ ;Klantcontactcentrum (KCC);Burgerzaken;Behandelen aanvraag verklaring omtrent het gedrag ;"Deze verwerking betreft het behandelen van een aanvraag voor een verklaring omtrent het gedrag (VOG). Een bedrijf kan de VOG eisen van medewerkers die omgaan met vertrouwelijke gegevens, kwetsbare personen, geld of goederen. De VOG kan digitaal of schriftelijk worden aangevraagd. Wanneer het om een schriftelijke aanvraag gaat, dient het ingevulde formulier van de dienst Justis van het ministerie van Justitie en Veiligheid ingeleverd te worden bij de gemeente van inschrijving. De gemeente controleert de ingevulde gegevens in de BRP en stuurt de aanvraag door naar het Centraal Orgaan Verklaring Omtrent Gedrag (COVOG) van de dienst Justis. Indien iemand geen strafbare feiten op zijn naam heeft staan, wordt de verklaring binnen 2 tot 4 weken naar het huisadres gestuurd. Wanneer een VOG wordt aangevraagd voor emigratie, het verkrijgen van een visum of werkvergunning of de beëdiging als advocaat, is er geen (toekomstig) werkgever en dient de VOG altijd aan de balie bij de gemeente te worden aangevraagd. In andere gevallen kan de werkgever de VOG digitaal direct bij Justis aanvragen.
";;De Burgemeester ;Het doorzetten van aanvragen naar justis ;Wettelijke verplichting ;Wet Justitiele- en strafvordelijke gegevens ;Aanvrager, BRP ambtenaar;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- Financiële gegevens
- BSN (Nationaal identificatienummer)";;;;Medewerkers gemeente Den Haag;;"Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.

Subsidie:
Conform het Burgerlijk Wet- boek, boek 2 artikel 10 lid 3 = de bewaartermijn 7 jaar. 
";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
101;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen afschrift van akte burgerlijke stand ;"Het behandelen van een afschrift van akte burgerlijke stand in de Basisregistratie Personen (BRP). Wanneer een inwoner in een andere gemeente is overleden, getrouwd  of een geregistreerd partnerschap is aangegaan, ontvangt de woongemeente een afschrift van de akte. In tegenstelling tot bijvoorbeeld bij het werkproces 'Overlijdensmelding' maakt de ambtenaar in dit geval geen akte burgerlijke stand op; hij verwerkt de gegevens enkel in de BRP, omdat de woongemeente op grond van de Wet BRP de bijhoudingsgemeente is.

";;Ambtenaar van de burgerlijke stand;Het behandelen van een aanvraag voor een document Burgerlijke Stand ;Wettelijke verplichting ;Burgerlijk Wetboek Boek 1, Personen- en familierecht;ABS Aanvrager Betrokkene(n) ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Seksuele identiteit en orientatie  ";;;;ABS, betrokkene(n);;1 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
102;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen echtscheiding of ontbinding geregistreerd partnerschap ;Het behandelen van een beeindiging van een huwelijke of geregistreerd partnerschap ;;Ambtenaar van de burgerlijke stand (bij latere vermelding akte burgerlijke stand), College van B&W (bij verwerking in de BRP);Uitspraak van de rechtbank betreffende de echtscheiding of ontbinding van een geregistreerd partnerschap vererken op de huwelijksakte, dan wel het opstellen van een echtscheidingsakte. Daarna wordt deze echtscheiding of ontbinding in de BRP verwerkt. ;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Aanvragers ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Seksuele identiteit en orientatie  ";;;;Andere gemeente(n), Afnemer(s) van de BRP;;110 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
103;DPZ ;Verkiezingen;Burgerzaken;Behandelen kandidaatstelling verkiezingen;Het administreren en controleren van de aanmeldingen voor de kandidaatstellingen. ;;De Burgemeester ;Verwerken van de door de partijen ingediende kieslijsten en hun kandidaatstelling. Het controleren van de kandidaten op de voor de specifieke verkiezingen geldige criteria.;Wettelijke verplichting;Kieswet, Kiesregeling, Kiesbesluit ;Burgers ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
- Financiële gegevens 
 

Bijzondere persoonsgegevens:
- Politieke voorkeur ";;;;"Medewerkers
Gemeente centraal stembureau ";;Verwerkt 5 jaar, afgebroken 1 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
104;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen melding adres onbekend;Het verwerken van een melding van mogelijke adreswijziging. Melding vindt plaats bij twijfel over de woonachtigheid op het laatst bekende adres. ;;College van B&W ;Het controleren en corrigeren van adresgegevens in de BRP.;Wettelijke verplichting ;Wet Basisregistratie Personen                                       Circulaire Adresonderzoek BRP;Aanvrager, BRP ambtenaar, derden ;"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

";;;;Afnemers BRP ;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
105;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen melding voorgenomen huwelijk of geregistreerd partnerschap;Het behandelen van een melding van een voorgenomen huwelijk of geregistreerd partnerschap ;;Ambtenaar van de burgerlijke stand (bij latere vermelding akte burgerlijke stand), College van B&W (bij verwerking in de BRP);Personen die willen trouwen of een geregistreerd partnerschap willen aangaan, moeten bij de ABS verklaren dat zij met elkaar willen trouwen/geregistreerd partnerschap aan willen gaan. ;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Burgers ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Seksuele identiteit en orientatie  ";;;;"Andere gemeente(n);Immigratie en Naturalisatie Dienst (IND) (Min. V en J);Afnemer(s)";;1 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
106;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen nietigverklaring huwelijk of geregistreerd partnerschap;"Deze verwerking betreft het behandelen van een nietigverklaring van een huwelijk of geregistreerd partnerschap. De gemeente ontvangt een rechterlijke uitspraak van de rechtbank waar de nietigverklaring van het huwelijk/geregistreerd partnerschap is uitgesproken. Aan de hand van de uitspraak maakt de gemeente een latere vermelding bij de akte en actualiseert zij de BRP.

";;Ambtenaar van de burgerlijke stand (bij latere vermelding akte burgerlijke stand), B&W (bij verwerking in BRP);Verwerken  echtscheiding of ontbinding geregistreerd partnerschap ;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht;Wet basisregistratie personen;Besluit burgerlijke stand 1994";Burgers ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Seksuele identiteit en orientatie  ";;;;Andere gemeente(n) Afnemer(s);;110 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
107;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen omzetting briefadres of woonadres in de BRP;"Deze verwerking betreft het behandelen van een omzetting van een briefadres in een woonadres of andersom. De gemeente schrijft een burger standaard in de BRP in op het adres waar hij woont. Op schriftelijk verzoek kan zij een burger onder bepaalde voorwaarden inschrijven op een briefadres. Dit kan indien de burger geen woonadres heeft of de burger kan erom verzoeken wanneer hij in een instelling voor gezondheidszorg, kinderbescherming of een penitentiaire instelling verblijft. Wanneer het om veiligheidsredenen niet wenselijk is om een woonadres op te nemen, kan de burgemeester besluiten enkel een briefadres op te nemen.

";;College van B&W ;Het inschrijven van een burger op zijn woonadres of bij het ontbreken daarvan op een briefadres zodat de burger bereikbaar is voor de overheid. ;Wettelijke verplichting ;Wet Basisregistratie Personen;Aanvrager, BRP ambtenaar, derden;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Gezondheidsgegevens - strafrechtelijke gegevens  ";;;;Alle op de BRP aangesloten afnemers ;;5 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
108;DPZ;Klantcontactcentrum;Burgerzaken;"Behandelen verklaring van vermissing reisdocument

";Het behandelen van eenverklaring van vermissing of diefstal van een reisdocument ;;De Burgemeester ;Het registreren van de vermissing van het reisdocument waarbij de houder niet meer de feitelijke beschikking heeft over zijn reisdocument;Wettelijke verplichting ;Paspoortwet                         Paspoortuitvoeringsregeling Nederland 2001;"Aanvrager
 BRP ambtenaar";"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Identiteitsgegevens

Gevoelige persoonsgegevens
- BSN (Nationaal identificatienummer) 


";;;;Politie gemeenten Register Niet ingezetenen (RNI) Rijksdienst voor Identiteitsgegevens (RvIG) Ministerie van binnenlandse zaken (Min. BZK);;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
109;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen vernietiging erkenning;Vernietiging erkenning verwerken op akte burgerlijke stand ;;Ambtenaar van de burgerlijke stand;De griffier van de rechtbank stuurt een afschrift van de beschikking, nadat deze rechtskracht heeft gekregen, naar de ABS van de gemeente waar de geboorte akte is ingeschreven in het register van de burgerlijke stand. De ABS maakt een latere vermelding op en voegt deze toe aan de geboorte akte. Behalve de akte dient ook de BRP aan te worden gepast. ;Wettelijke verplichting ;"Burgerlijk Wetboek Boek 1, Personen- en familierecht; Besluit burgerlijke stand 1994";"Betrokkene
Erkenner
Moeder";"Gewone persoonsgegevens:
- Persoonlijke gegevens
- Contactgegevens                                    

Gevoelige persoonsgegevens:
- BSN (Nationaal identificatienummer)";;;;Andere gemeente(n), Afnemer(s) van de BRP;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
110;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen verzoek aanwijzen eenmalige trouwlocatie;"Het behandelen van het verzoek voor het aanwijzen van een eenmalige trouwlocatie. Het is mogelijk te trouwen op een locatie die geen gemeentelijk eigendom is, maar dan moet de gemeente de plek wel aanwijzen als een eenmalige trouwlocatie. Zie voor het aanwijzen van een permanente trouwlocatie werkproces B1065 'Trouwlocatie'.

";;College van B&W;Het eenmalig aanwijzen van een locatie als trouwlocatie ;Wettelijke verplichting ;Gemeentewet;"Burgers
Eigenaren 
Locatie ";"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
-BSN (Nationaal identificatienummer)";;;;"Betrokkene(n)
Eigenaar van de locatie  , medewerkers Burgerzaken";;1 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
111;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen verzoek beperken verwerking persoonsgegevens;"Het beoordelen van een verzoek voor het beperken van de verwerking van persoonsgegevens. Een betrokkene heeft de mogelijkheid om de verwerking van zijn persoonsgegevens tijdelijk stil te laten zetten. De gegevens mogen dan alleen nog worden verwerkt indien: de betrokkene hier toestemming voor heeft gegeven; de gegevens nodig zijn voor de  instelling, uitoefening of onderbouwing van een rechtsvordering of voor de bescherming van de rechten van anderen of om gewichtige redenen van algemeen belang voor de Europese Unie of voor een lidstaat. Het verzoek tot beperking kan tegelijk worden ingediend met een verzoek om correctie van persoonsgegevens, een verzoek tot verwijdering van persoonsgegevens of een bezwaar tegen de verwerking van de persoonsgegevens.

";;College van B&W ;Het op schriftelijk verzoek van de burger het vertrekken van gegevens beperken. ;Wettelijke verplichting ;Wet Basisregistratie Personen                                    Algemene Verordening Gegevensbescherming;Ambtenaar, ingeschrevene ook door de ouders, de voogden of verzorgers voor zijn/haar minderjarige kinderen jonger dan 16 jaar wordt gedaan. De curator kan eveneens een dergelijk verzoek doen voor een onder curatele gestelde. ;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
- BSN (Nationaal identificatienummer) 

Bijzondere persoonsgegevens:
- Gezondheidsgegevens - strafrechtelijke gegevens  ";;;;Alle op de BRP aangesloten afnemers ;;10 jaar ;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
112;DPZ;Klantcontactcentrum;Burgerzaken;Behandelen verzoek correctie persoonsgegevens;Het behandelen verzoek correctie persoonsgegevens;;College van B&W ;Het aanpassen van persoonsgegevens op basis van een gerechtelijke uitspraak of koninklijk besluit ;Wettelijke verplichting ;Wet BRP ;Aanvrager;"Gewone persoonsgegevens: 
- Persoonlijke gegevens
- Contactgegevens

Gevoelige persoonsgegevens:  
- BSN (Nationaal identificatienummer) 
 

Bijzondere persoonsgegevens:
- Gezondheidsgegevens - strafrechtelijke gegevens  ";;;;Afnemer(s) Andere gemeente(n);;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
113;DPZ;Verkiezingen;Burgerzaken;Benoemen stembureauleden;Het aanwijzen van de vrijwiliggers die zitting nemen op het stembureau, worden door de burgemeester benoemd. Ondersteunen van de lokale verkiezingen. ;;De Burgemeester ;De gegevens worden verzameld voor het instellen van stembureaus in verband met de verkiezingen van de leden van de Tweede Kamer, provinciale staten, de algemene besturen en van de gemeenteraden.;Wettelijke verplichting;Artikel E 3 en E 4 Kieswet ;Leden van het stembureau en plaatsvervangende leden, burgers ;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Arbeidsgegevens

Gevoelige persoonsgegevens: 
- Financiële gegevens ";;;;"Burgerzaken
Financiën Stembureauleden ";;"De bewaartermijn is 1 jaar na de vervaldatum van het besluit.

Bij opzegging/overlijden: gegevens verwijderen. ";De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
114;DPZ;Klantcontactcentrum;Burgerzaken;Beoordelen aanvraag afstand doen van de Nederlandse nationaliteit;"Deze verwerking betreft het beoordelen van een aanvraag voor het afstand doen van de Nederlandse nationaliteit. De gemeente kan de aanvraag voor het afstand doen van de Nederlandse nationaliteit alleen verwerken, wanneer de aanvrager nog een andere nationaliteit heeft. De gemeente verwerkt de gegevens in de BRP en neemt het Nederlandse paspoort of de identiteitskaart en eventueel Nederlandse paspoorten of identiteitskaarten van minderjarige kinderen in. 

";;De Burgemeester ;Verwerken in de BRP dat betrokkene afstand heeft genomen van de Nederlandse nationaliteit en daardoor vreemdeling wordt ;Wettelijk verplichting;"Rijkswet op het Nederlanderschap; Besluit verkrijging en verlies ";Betrokkene(n)/verzoeker;"Persoonsgegevens: 
- Persoonlijke gegevens 
- Contactgegevens 
- Identiteitsgegevens

Gevoelige persoonsgegevens: 
- BSN (Nationaal identificatienummer)
";;;;IND, Ministerie J&V;;Persoonsgegevens worden niet langer bewaard dan noodzakelijk is voor het genoemde doel. De gemeente moet op grond van de Archiefwet bepaalde informatie echter langer bewaren. De Selectielijst specificeert hoelang bepaalde archiefbescheiden worden bewaard. Zie voor meer informatie over bewaartermijnen en archivering door de overheid de website van de Autoriteit Persoonsgegevens.;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
115;DPZ;Klantencontactcentrum ;Burgerzaken ;Beoordelen aanvraag verlof tot begraven of cremeren;Beoordelen aanvraag verlof tot begraven of cremeren;"Het beoordelen van een aanvraag voor verlof tot begraven of cremeren. Voor het begraven of cremeren van een overledene is een verlof nodig van de ambtenaar van de burgerlijke stand. Het verlof wordt meestal door de begrafenisondernemer aangevraagd bij de aangifte van het overlijden. Daarom zal Deze verwerking meestal samenlopen met werkproces B0360 'Overlijdensmelding'.

";Ambtenaar van de burgerlijke stand ;Verlof tot begraven of cremeren afgeven aan de begrafenisondernemer. ;Wettelijke verplichting ;"Wet op de lijkbezorging                           
Besluit op de lijkbezorging                             
Vaststelling model-formulieren verlof tot begraving / verbranding en ontleding";Persoon op wie de akte betrekking heeft, verzoeker (persoon die de aangifte doet) en evt. gerelateerden en 3e belanghebbenden.;"Persoonsgegevens: 
- Persoonlijke gegevens
- contactgegevens 
- identiteitsgegevens 



";;;;Afnemers van de BRP, begrafenisondernemer, familieleden, woongemeente, ;;1 jaar;De gemeente Den Haag heeft in overeenstemming met de Baseline Informatiebeveiliging Overheid (BIO) passende technische en organisatorische maatregelen getroffen om de risico’s van misbruik, verlies, onbevoegde toegang en bewerking van persoonsgegevens te beperken.
