ParkingAddressReferenceType,ParkingAddressReference,ParkingAddressType,StreetName,HouseNumber,ZipCode,Place,Province,Country,TelephoneNumber,EmailAddress,FaxNumber
I-O,987,F,Borstwering,20,1628KR,Hoorn,Noord-Holland,Nederland,0229-252200,gemeente@hoorn.nl,
GEB,405,A,Nieuwe Steen,1,1625HV,Hoorn,Noord-Holland,Nederland,0229-252200,gemeente@hoorn.nl,
I-O,988,F,Keern,229,1689PB,Zwaag,Noord-Holland,Nederland,0229-252200,gemeente@hoorn.nl,
GEB,405,P,Postbus,603,1620AR,Hoorn,Noord-Holland,Nederland,0229-252200,gemeente@hoorn.nl,
I-O,989,F,Keern,229,1689PB,Zwaag,Noord-Holland,Nederland,0229-252200,gemeente@hoorn.nl,
GEB,200,P,Postbus,9033,7300ES,Apeldoorn,Gelderland,Nederland,14055,gemeente@apeldoorn.nl,
I-O,990,F,Van Heeckerensweg,16,7339EN,Ugchelen,Gelderland,Nederland,14055,gemeente@apeldoorn.nl,
GEB,200,A,Marktplein,1,7311LG,Apeldoorn,Gelderland,Nederland,14055,gemeente@apeldoorn.nl,
I-O,992,F,Kayersdijk,0,7361,Beekbergen,Gelderland,Nederland,14055,gemeente@apeldoorn.nl,
I-O,991,F,De Kar,2,7325WX,Apeldoorn,Gelderland,Nederland,14055,gemeente@apeldoorn.nl,
I-O,1797,F,Zijdehoenderlaan,45,3772WW,Barneveld,,,,info@barneveld.nl,
GEB,537,P,Postbus,589,2220AN,Katwijk,Zuid-Holland,Nederland,071-4065000,info@katwijk.nl,
I-O,1700,F,Hoge Poeldonk,0,5212,s-Hertogenbosch,,,,,
GEB,537,A,Koningin Julianalaan,3,2224EW,Katwijk,Zuid-Holland,Nederland,071-4065000,info@katwijk.nl,
I-O,1799,F,Parallelweg,20,5664AD,Geldrop,,,,gemeente@geldrop-mierlo.nl,
I-O,1001,F,Stationsplein,69,7811GB,Emmen,Drenthe,Nederland,140591,gemeente@emmen.nl,
I-O,999,F,Boerdijk,66,7844TD,Emmen,Drenthe,Nederland,140591,gemeente@emmen.nl,
I-O,1000,F,Limietweg,0,7894,Emmen,Drenthe,Nederland,140591,gemeente@emmen.nl,
I-O,1002,F,Stationsplein,69,7811GB,Emmen,Drenthe,Nederland,140591,gemeente@emmen.nl,
GEB,114,P,Postbus,30001,7800RA,Emmen,Drenthe,Nederland,140591,gemeente@emmen.nl,
GEB,114,A,Raadhuisplein,1,7811AP,Emmen,Drenthe,Nederland,140591,gemeente@emmen.nl,
I-O,1451,F,Binnensingel,8,7411PM,Deventer,,,,parkeren@deventer.nl,
GEB,70,P,Postbus,58,8800AB,Franeker,Friesland,Nederland,0517-380380,info@franekeradeel.nl,
I-O,1007,F,Anna Maria van Schurmansingel,59,8801JR,Franeker,Friesland,Nederland,0517-380380,info@franekeradeel.nl,
I-O,1006,F,Getswerderdyk,2,8802PL,Franeker,Friesland,Nederland,0517-380380,info@franekeradeel.nl,
GEB,70,A,Harlingerweg,18,8801PA,Franeker,Friesland,Nederland,0517-380380,info@franekeradeel.nl,
I-O,1014,F,Burgemeester Kuntzelaan,25,3771EP,Barneveld,Gelderland,Nederland,140342,info@barneveld.nl,
GEB,203,A,Raadhuisplein,2,3771ER,Barneveld,Gelderland,Nederland,140342,info@barneveld.nl,
GEB,203,P,Postbus,63,3770AB,Barneveld,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1009,F,Zelderseweg,63,3784LN,Terschuur,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1010,F,Binnenveld,5,3771PL,Barneveld,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1015,F,Baron van Nagellstraat,129,3771LK,Barneveld,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1013,F,Provincialeweg,0,3776,Stroe,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1011,F,Scherpenzeelseweg,56,3772MD,Barneveld,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1012,F,Zeumerseweg,38,3781PC,Voorthuizen,Gelderland,Nederland,140342,info@barneveld.nl,
I-O,1800,F,Defensie-eiland,93,3441VG,WOERDEN,,,,woerden@parkeerservice.nl,
I-O,1448,F,Leeuwenbrug,1,7411TE,Deventer,,,,parkeren@deventer.nl,
I-O,2109,F,,0,5975RA,Sevenum,,,,gemeente@horstaandemaas.nl,
I-O,1659,F,Maagdenburgstraat,0,7421ZA,Deventer,,,,gemeente@deventer.nl,
I-O,1801,F,Werkhorst,0,7944AV,Meppel,,,,postbus@meppel.nl,
I-O,1453,F,Deventerweg,119,7214DD,Epse,,,,gemeente@deventer.nl,
I-O,1452,F,Baarhorsterdijk,0,7437RH,Bathmen,,,,gemeente@deventer.nl,
I-O,1449,F,Piet van Donkplein,0,7423EM,Deventer,,,,gemeente@deventer.nl,
I-O,1803,F,Bremenbergweg,0,,Meppel,,,,postbus@meppel.nl,
I-O,1802,F,Blankenstein,0,7943PA,Meppel,,,,postbus@meppel.nl,
I-O,1805,F,Rijksomweg,0,,Meppel,,,,postbus@meppel.nl,
I-O,1804,F,Hessenweg,3,7949AC,Rogat,,,,postbus@meppel.nl,
I-O,1144,F,Kaardesteeg,11,2311KN,Leiden,Zuid-Holland,Nederland,071-5135971,parkeermanagement@leiden.nl,
I-O,27,F,Velperplein,10,6811AG,Arnhem,Gelderland,Nederland,026-3775927,parkeerservicearnhem@p1.nl,
I-O,1857,F,Siem Heidenstraat,6,3077MS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1834,F,Weenatunnel,50,3013AL,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1827,F,Willemsplein,1,3016DN,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1196,F,Kastanjelaan,21,5616LH,Eindhoven,Noord-Brabant,Nederland,,noreply@pch-dienstengroep.nl,
I-O,1194,F,Klokgebouw,50,5617AB,Eindhoven,Noord-Brabant,Nederland,,noreply@pch-dienstengroep.nl,
I-O,1752,F,Fairoaksbaan,0,3045AS,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1606,F,Rotterdam Airportbaan,0,3045AN,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1742,F,Rotterdam Airportplein,0,3045AP,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1830,F,Kipstraat,177,3011ZX,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1833,F,Weenatunnel,50,3013AL,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1754,F,Meamerterdyk,0,8831XZ,Winsum,,,,info@waadhoeke.nl,
I-O,1817,F,Bloklandstraat,154,3036TS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1813,F,Colosseumweg,13,3074SN,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1843,F,Museumpark,32,3015CX,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1814,F,Colosseumweg,13,3074SN,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1574,F,Rotterdam Airportplein,0,3045AP,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1849,F,Burg. van Walsumweg,718,3011MZ,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1831,F,Kipstraat,177,3011ZX,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1819,F,Terwenakker,18,3011XS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1569,F,Fairoaksbaan,0,3045AS,Rotterdam,Zuid-Holland,Nederland,010-4463 455,parking@rtha.com,
I-O,1244,F,Vrydemalaan,0,9713,Groningen,Groningen,Nederland,050-3616161,noreply@umcg.nl,
I-O,1816,F,Bloklandstraat,154,3036TS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1858,F,Siem Heidenstraat,6,3077MS,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,216,F,Herikerbergweg,288,1101CT,Amsterdam,Noord-Holland,Nederland,0203652300,noreply@amsterdam.nl,
I-O,1683,F,Pasop,0,9355,Leek,Groningen,Nederland,,info@westerkwartier.nl,
I-O,1439,F,Hoeksterpad,3,8911JV,Leeuwarden,Friesland,Nederland,,gemeente@leeuwarden.nl,
I-O,1020,F,Gedempte Haven,2,7772VD,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1021,F,Van Wevelinckhovenplein,2,7772VJ,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1025,F,Ommerweg,26,7797RB,Rheezerveen,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1017,F,Parkweg,1,7772XP,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
GEB,160,P,Postbus,500,7770BA,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1022,F,Coevorderweg,50,7707AR,Balkbrug,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1019,F,Gedempte Haven,2,7772VD,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
GEB,160,A,Stephanuspark,1,7772HZ,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1023,F,Noord Stegeren,2,7701RT,Dedemsvaart,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1018,F,Gedempte Haven,2,7772VD,Hardenberg,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
I-O,1024,F,Stobbeplasweg,11,7776BX,Slagharen,Overijssel,Nederland,140523,gemeente@hardenberg.nl,
GEB,777,P,Postbus,10100,4870GA,Etten-Leur,Noord-Brabant,Nederland,14076,info@etten-leur.nl,
GEB,777,A,Roosendaalseweg,4,4875AA,Etten-Leur,Noord-Brabant,Nederland,14076,info@etten-leur.nl,
I-O,1027,F,Transferium,0,4878,Etten-Leur,Noord-Brabant,Nederland,14076,info@etten-leur.nl,
I-O,1026,F,Couperuslaan,0,4873,Etten-Leur,Noord-Brabant,Nederland,14076,info@etten-leur.nl,
I-O,1005,F,Beukenallee,0,8041AX,Zwolle,Overijssel,Nederland,14038,postbus@zwolle.nl,
GEB,193,A,Lubeckplein,2,8017JZ,Zwolle,Overijssel,Nederland,14038,postbus@zwolle.nl,
GEB,193,P,Postbus,10007,8000GA,Zwolle,Overijssel,Nederland,14038,postbus@zwolle.nl,
GEB,394,A,Raadhuisplein,1,2132TZ,Hoofddorp,Noord-Holland,Nederland,0900-1852,info@haarlemmermeer.nl,
GEB,394,P,Postbus,250,2130AG,Hoofddorp,Noord-Holland,Nederland,0900-1852,info@haarlemmermeer.nl,
I-O,1028,F,Getsewoudweg,0,2151,Nieuw-Vennep,Noord-Holland,Nederland,0900-1852,info@haarlemmermeer.nl,
I-O,1739,F,Koddeweg,1,3194DH,Rotterdam,,,,noreply@rotterdam.nl,
I-O,384,F,Langs de Baan,94,3191TP,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1918,F,De Velduil,2,3815XT,Amersfoort,,,033 - 2473000,,
I-O,1624,F,Corsicalaan,0,,Rotterdam,,,,noreply@rotterdam.nl,
I-O,1035,F,Stichtse Pad,1358,,Almere,Flevoland,Nederland,14036,info@almere.nl,
GEB,34,P,Postbus,200,1300AE,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1036,F,Tussenring,0,,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1034,F,Oostvaardersplein,0,,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1041,F,Oorweg,1324,,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1039,F,Haagbeukweg,145,1318MA,Almere,Flevoland,Nederland,14036,info@almere.nl,
GEB,34,A,Stadhuisplein,1,1315HR,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1038,F,Brasiliaplaats,1,1334HD,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1037,F,Carpoolplaats Stichtse Brug,0,1358,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1040,F,Bartokweg,161,1311ZX,Almere,Flevoland,Nederland,14036,info@almere.nl,
I-O,1921,F,Meulmansweg,8,3441AT,Woerden,Utrecht,Nederland,,woerden@parkeerservice.nl,
GEB,545,A,Dokter Reilinghplein,1,4141DA,Leerdam,Zuid-Holland,Nederland,0345636363,info@leerdam.nl,
GEB,545,P,Dokter Reilinghplein,1,4140AA,Leerdam,Zuid-Holland,Nederland,0345636363,info@leerdam.nl,
GEB,512,A,Stadhuisplein,1,4205AZ,Gorinchem,Zuid-Holland,Nederland,0183-659595,gemeente@gorinchem.nl,
I-O,1045,F,Nieuwe Wolpherensedijk,0,4202,Gorinchem,Zuid-Holland,Nederland,0183-659595,gemeente@gorinchem.nl,
GEB,512,P,Postbus,108,4200AC,Gorinchem,Zuid-Holland,Nederland,0183-659595,gemeente@gorinchem.nl,
I-O,1044,F,Nieuwe Wolpherensedijk,0,4202,Gorinchem,Zuid-Holland,Nederland,0183-659595,gemeente@gorinchem.nl,
I-O,1052,F,Zuidermolenweg,50,1069CG,Amsterdam,Noord-Holland,Nederland,020-3670468,info@akerpoort.nl,
I-O,1056,F,Willem Naghelstraat,1,2612XD,Delft,Zuid-Holland,Nederland,,,
I-O,39,F,Kralingse Zoom,70,3062SM,Rotterdam,Zuid-Holland,Nederland,14010,noreply@rotterdam.nl,
I-O,1060,F,Vesteplein,5,2611WG,Delft,Zuid-Holland,Nederland,,,
I-O,1058,F,Phoenixstraat,29,2611AL,Delft,Zuid-Holland,Nederland,,,
I-O,1053,F,Zuidermolenweg,50,1069CG,Amsterdam,Noord-Holland,Nederland,020-3670468,info@akerpoort.nl,
I-O,365,F,Prins Hendrikstraat,59,2518HL,Den Haag,Zuid-Holland,Nederland,070-3621271,info@parkingzeeheld.nl,
I-O,1057,F,Willem Naghelstraat,1,2612XD,Delft,Zuid-Holland,Nederland,,,
I-O,1059,F,Vesteplein,13,2611WG,Delft,Zuid-Holland,Nederland,,,
I-O,2037,F,Burgemeester Banninglaan,0,,Leidschendam,,,,,
I-O,2082,F,Reijersteeg,1,3421SZ,Oudewater,,,,stadskantoor@oudewater.nl,
I-O,1061,F,De Elzas,401,5701RZ,Helmond,Noord-Brabant,Nederland,0492-537892,,
I-O,1068,F,Boegstraat,2,1131ZB,Volendam,Noord-Holland,Nederland,020-6369023,info@allroundparkingservices.nl,020-6340040
I-O,2035,F,Burgemeester Banninglaan,0,,Leidschendam,,,,,
I-O,1067,F,Bataviaplein,62,8242PN,Lelystad,Flevoland,Nederland,,,
I-O,1070,F,P.J. Oudweg,4,1314CH,Almere,Flevoland,Nederland,020-6369023,info@allroundparkingservices.nl,020-6340040
I-O,1071,F,Koemarkt,10,3111JH,Schiedam,Zuid-Holland,Nederland,010-4730254,management@passageschiedam.nl,010-4734310
I-O,1069,F,P.J. Oudweg,53,1314CJ,Almere,Flevoland,Nederland,020-6369023,info@allroundparkingservices.nl,020-6340040
I-O,2033,F,Weigelia,0,,Leidschendam,,,,,
I-O,1072,F,Broersveld,22,3111LH,Schiedam,Zuid-Holland,Nederland,010-4730254,management@passageschiedam.nl,010-4734310
I-O,1156,F,Winterdijk,0,5154,Waalwijk,Noord-Brabant,Nederland,,,
I-O,1207,F,Frans Joseph van Thielpark,1,5707BX,Helmond,Noord-Brabant,Nederland,,,
I-O,1203,F,Doorneind,1,5701ML,Helmond,Noord-Brabant,Nederland,,,
I-O,1193,F,Masiusplein,3,6901CC,Zevenaar,Gelderland,Nederland,,info@pch-dienstengroep.nl,
I-O,1152,F,Kalverstraat,4,5051NK,Goirle,Noord-Brabant,Nederland,,,
I-O,1168,F,Langeweg,25,5801XX,Venray,Limburg,Nederland,,,
I-O,2070,F,Leenhoeve,0,3992XN,Houten,,,,gemeentehuis@houten.nl,
I-O,2038,F,Burgemeester Banninglaan,0,,Leidschendam,,,,,
I-O,1125,F,Hospitaalpromenade,2,1315XN,Almere Stad,Flevoland,Nederland,,,
I-O,2054,F,Grotestraat,204,7622GM,Borne,,,,info@borne.nl,
I-O,2064,F,M.W. van de Waalstraat,0,3911MK,Rhenen,,,,info@rhenen.nl,
I-O,1133,F,Festivalplein,3,1315KL,Almere Stad,Flevoland,Nederland,,,
I-O,1139,F,Straat van Florida,8,1334PA,Almere Buiten,Flevoland,Nederland,,,
I-O,2071,F,Oranje Nassauweg,12,3991DG,Houten,,,,gemeentehuis@houten.nl,
I-O,1088,F,Westeind,70,7811ME,Emmen,Drenthe,Nederland,,,
I-O,1093,F,Zwanenveld,66,6538RZ,Nijmegen,Gelderland,Nederland,024-3446961,,
I-O,1166,F,Frederik van Eedenplein,1,5611KT,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1183,F,Mercatorlaan,0,3528BL,Utrecht,Utrecht,Nederland,030-2860000,,
I-O,1177,F,Verlengde Vleutenseweg,0,3541,Utrecht,Utrecht,Nederland,030-2860000,,
I-O,1080,F,Op de Keizer,1,7411TC,Deventer,Overijssel,Nederland,0570-616099,,
I-O,2029,F,St. Annastraat,15,4524JB,Sluis,Zeeland,Nederland,,,
I-O,1107,F,Beekstraat,33,7311LE,Apeldoorn,Gelderland,Nederland,,,
I-O,1140,F,Straat van Florida,10,1334PA,Almere Buiten,Flevoland,Nederland,,,
I-O,1131,F,Leerlinghof,18,1315GS,Almere Stad,Flevoland,Nederland,,,
I-O,1162,F,Kennedyplein,400,5611ZV,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1098,F,Meander,720,1181WC,Amstelveen,Noord-Holland,Nederland,020-4539919,,
I-O,1074,F,Westerdijk,2,1621LE,Hoorn,Noord-Holland,Nederland,,,
I-O,2061,F,De Brakken,0,3911MV,Rhenen,,,,info@rhenen.nl,
I-O,1172,F,Ebbehout,1,1507EA,Zaandam,Noord-Holland,Nederland,088-1261414,,
I-O,1230,F,Weteringsingel,8,3353GZ,Papendrecht,Zuid-Holland,Nederland,,,
I-O,1186,F,Sliffertsestraat,304,5657AS,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1122,F,Regisseurstraat,3,1315LT,Almere Stad,Flevoland,Nederland,,,
I-O,1150,F,Leidsewallen,80,2722PC,Zoetermeer,Zuid-Holland,Nederland,088-1261414,,
I-O,1191,F,Nieuwe Doelenstraat,19,6901AR,Zevenaar,Gelderland,Nederland,,info@pch-dienstengroep.nl,
I-O,1158,F,Generaal Bradleylaan,2,5623KM,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1137,F,Tegelzetterhof,2,1315HN,Almere Stad,Flevoland,Nederland,,,
I-O,1181,F,Universiteitsweg thv A28 afrit 2,0,3526,Utrecht,Utrecht,Nederland,030-2513290,,
I-O,1163,F,Kennedyplein,400,5611ZV,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1091,F,Zwanenveld,66,6538RZ,Nijmegen,Gelderland,Nederland,024-3446961,,
I-O,1113,F,Hengelolaan,170,2545JS,Den Haag,Zuid-Holland,Nederland,070-3097510,,
I-O,1084,F,Boterdiep,45,9712LL,Groningen,Groningen,Nederland,,,
I-O,1927,F,Velperbinnensingel,2,6811BP,Arnhem,Gelderland,Nederland,026-3775927,parkeerservicearnhem@p1.nl,
I-O,1174,F,Geer,60,5501LB,Veldhoven,Noord-Brabant,Nederland,040-2547641,info@p1.nl,
I-O,1073,F,Vollerswaal,61,1621GX,Hoorn,Noord-Holland,Nederland,,,
I-O,1112,F,Leyweg,791,2545GM,Den Haag,Zuid-Holland,Nederland,070-4044038,,
I-O,1117,F,Smallepad,15,3811LP,Amersfoort,Utrecht,Nederland,088-1261414,,
I-O,1085,F,Trompsingel,23,9724DA,Groningen,Groningen,Nederland,,,
I-O,1189,F,Grotestraat,79,7443BC,Nijverdal,Overijssel,Nederland,,info@pch-dienstengroep.nl,
I-O,1154,F,Taxandriaweg,4,5141PA,Waalwijk,Noord-Brabant,Nederland,,,
I-O,1147,F,Wilhelminakade,901,3072AP,Rotterdam,Zuid-Holland,Nederland,010-4854556,,
I-O,1099,F,Verlaat,12,3901TP,Veenendaal,Utrecht,Nederland,088-1261414,,
I-O,1141,F,Santiagostraat,3,1334HH,Almere Buiten,Flevoland,Nederland,,,
I-O,1096,F,Baden Powellweg,103,3523CA,Utrecht,Utrecht,Nederland,030 - 286 00 00,,
I-O,1083,F,Boterdiep,85,9712LL,Groningen,Groningen,Nederland,,,
I-O,1192,F,Geer,60,5501LB,Veldhoven,Noord-Brabant,Nederland,,info@pch-dienstengroep.nl,
I-O,1132,F,Schoutstraat,110,1315EV,Almere Stad,Flevoland,Nederland,,,
I-O,1922,F,Stationsplein-West,33,6811KM,Arnhem,Gelderland,Nederland,026-3775925,parkeerservicearnhem@p1.nl,
I-O,1195,F,Kastanjelaan,21,5616LH,Eindhoven,Noord-Brabant,Nederland,,,
I-O,1208,F,Watermolenwal,15,5701RV,Helmond,Noord-Brabant,Nederland,,,
I-O,1159,F,Keizersgracht,9,5611GC,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1108,F,Sluisdijkstraat,14,1781EH,Den Helder,Noord-Holland,Nederland,088-1261414,,
I-O,1078,F,Kleine Kerkstraat,42,8441GA,Heerenveen,Friesland,Nederland,,,
I-O,1149,F,Engeland,183,2711DR,Zoetermeer,Zuid-Holland,Nederland,088-1261414,,
I-O,1205,F,Doorneind,1,5701ML,Helmond,Noord-Brabant,Nederland,,,
I-O,1924,F,Langstraat,10,6811JA,Arnhem,Gelderland,Nederland,026-3775900,parkeerservicearnhem@p1.nl,
I-O,1109,F,Koningdwarsstraat,6,1781LC,Den Helder,Noord-Holland,Nederland,088-1261414,,
I-O,1184,F,Taurusavenue,12,2132LS,Hoofddorp,Noord-Holland,Nederland,070-3705070,,
I-O,1094,F,Kruisstraat,2,3581GK,Utrecht,Utrecht,Nederland,030-2310480,,
I-O,1115,F,Ammunitiehaven,93,2511XH,Den Haag,Zuid-Holland,Nederland,070-3609977,,
I-O,1164,F,Emmasingel,2,5611AZ,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1126,F,Wandellaan,0,1315,Almere Stad,Flevoland,Nederland,,,
I-O,1923,F,Velperplein,10,6811AG,Arnhem,Gelderland,Nederland,026-3775927,parkeerservicearnhem@p1.nl,
I-O,943,F,Bloemsingel,10,9712LP,Groningen,Groningen,Nederland,,,
I-O,1136,F,Hospitaalweg,7,1315AB,Almere Stad,Flevoland,Nederland,,,
I-O,1206,F,Frans Joseph van Thielpark,1,5707BX,Helmond,Noord-Brabant,Nederland,,,
I-O,1135,F,Slapstickpad,0,1315,Almere Stad,Flevoland,Nederland,,,
I-O,1929,F,Langstraat,10,6811JA,Arnhem,Gelderland,Nederland,026-3775900,parkeerservicearnhem@p1.nl,
I-O,1171,F,Hoenderstraat,8,5801CK,Venray,Limburg,Nederland,,,
I-O,1161,F,Kennedyplein,400,5611ZV,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1169,F,Raadhuisstraat,4,5801MA,Venray,Limburg,Nederland,,,
I-O,1123,F,Regisseurstraat,7,1315LT,Almere Stad,Flevoland,Nederland,,,
I-O,1092,F,Zwanenveld,66,6538RZ,Nijmegen,Gelderland,Nederland,024-3446961,,
I-O,1079,F,Op de Keizer,1,7411TC,Deventer,Overijssel,Nederland,0570-616099,,
I-O,1086,F,Korreweg,9,9714AA,Groningen,Groningen,Nederland,,,
I-O,1130,F,Muntmeesterhof,82,1315HL,Almere Stad,Flevoland,Nederland,,,
I-O,1089,F,Kanaalstraat,8,7311MP,Apeldoorn,Gelderland,Nederland,070-3705070,,
I-O,1202,F,Doorneind,1,5701ML,Helmond,Noord-Brabant,Nederland,,,
I-O,1157,F,Mathildelaan,2,5611BL,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1155,F,Heulstraat,0,5154,Waalwijk,Noord-Brabant,Nederland,,,
I-O,1095,F,Vleutenseweg,44,3532HL,Utrecht,Utrecht,Nederland,030 - 286 00 00,,
I-O,1178,F,Ring A12 afrit 17,0,3526LA,Utrecht,Utrecht,Nederland,030-2860000,,
I-O,1097,F,Wittevrouwensingel,96,3514AL,Utrecht,Utrecht,Nederland,030 - 286 00 00,,
I-O,1185,F,Scorpius,131,2132LR,Hoofddorp,Noord-Holland,Nederland,070-3705070,,
I-O,1926,F,Willemstunnel,1,6811KZ,Arnhem,Gelderland,Nederland,026-3775925,parkeerservicearnhem@p1.nl,
I-O,1179,F,Griffioenlaan,1,3526LA,Utrecht,Utrecht,Nederland,030-2860000,,
I-O,1146,F,Wilhelminastraat,23,3262SV,Oud-Beijerland,Zuid-Holland,Nederland,0186-622943,,
I-O,1182,F,Mercatorlaan,0,3528BL,Utrecht,Utrecht,Nederland,030-2860000,,
I-O,1187,F,Noord-Brabantlaan,350,5657GA,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1928,F,Walstraat,3,6811BC,Arnhem,Gelderland,Nederland,026-3775927,parkeerservicearnhem@p1.nl,
I-O,2073,F,Randhoeve,223,3995GB,Houten,,,,gemeentehuis@houten.nl,
I-O,2032,F,Heuvelweg,0,,Leidschendam,,,,,
I-O,1201,F,Geer,100,5501LB,Veldhoven,Noord-Brabant,Nederland,,info@pch-dienstengroep.nl,
I-O,1090,F,Zwanenveld,66,6538RZ,Nijmegen,Gelderland,Nederland,024-3446961,,
I-O,1180,F,Griffioenlaan,1,3526LA,Utrecht,Utrecht,Nederland,030-2860000,,
I-O,1148,F,Frankrijklaan,6,2271CX,Zoetermeer,Zuid-Holland,Nederland,088-1261414,,
I-O,1160,F,Keizersgracht,9,5611GC,Eindhoven,Noord-Brabant,Nederland,088-1261414,,
I-O,1110,F,Schoolplein,9,1441GV,Purmerend,Noord-Holland,Nederland,0299-427754,,
I-O,1129,F,Wagenmakerbaan,1,1315BA,Almere Stad,Flevoland,Nederland,,,
I-O,2079,F,Doctor Plesmanplantsoen,5,,Oudewater,,,,stadskantoor@oudewater.nl,
I-O,1128,F,Blekerstraat,4,1315CC,Almere Stad,Flevoland,Nederland,,,
I-O,1127,F,Flevostraat,32,1315BL,Almere Stad,Flevoland,Nederland,,,
I-O,1142,F,Santiagostraat,3,1334HH,Almere Buiten,Flevoland,Nederland,,,
I-O,1175,F,Geer,100,5501LB,Veldhoven,Noord-Brabant,Nederland,040-2547641,info@p1.nl,
I-O,1198,F,Glaslaan,31,5616LD,Eindhoven,Noord-Brabant,Nederland,,,
I-O,2026,F,Hoekerweg,0,6222NP,Maastricht,,,,parkeren@maastricht.nl,
I-O,1106,F,Zaanstraat,1,9725EG,Groningen,Groningen,Nederland,,,
I-O,1167,F,Laan der Hesperiden,66,1076DE,Amsterdam,Noord-Holland,Nederland,020-6707381,,
I-O,1138,F,New Yorkweg,122,1335KB,Almere Buiten,Flevoland,Nederland,,,
I-O,1102,F,Laan der Hesperiden,66,1076DE,Amsterdam,Noord-Holland,Nederland,020-6707381,,
I-O,1124,F,Stadhuisplein,1,1315HR,Almere Stad,Flevoland,Nederland,,,
I-O,1190,F,Henri Dunantplein,0,7442NJ,Nijverdal,Overijssel,Nederland,,info@pch-dienstengroep.nl,
I-O,1114,F,Schedeldoekshaven,90,2511BT,Den Haag,Zuid-Holland,Nederland,070-3609977,,
I-O,2057,F,Grotestraat,167,7622GE,Borne,,,,info@borne.nl,
