Datum zaak start;Stap;Zaakstatus;Datum zaak uiterste;Hoofdcategorie (zaaktype mor);Subcategorie (zaaktype mor);straat (zaaktype mor);Ter hoogte van (zaaktype mor);Wijk (zaaktype mor)
18-12-2017 10:01;Definitief afgesloten;Afgesloten;18-12-2017 10:01;Bomen;Bomen;Biltseweg;bij het hek richting nr 25;Den Dolder e.o.
18-12-2017 9:46;Definitief afgesloten;Afgesloten;18-12-2017 9:46;Bomen;Bomen;Platolaan;;Zeist Centrum
18-12-2017 9:43;Definitief afgesloten;Afgesloten;25-12-2017 9:43;Openbare verlichting;Lamp defect;Schaerweijdelaan;2881-0054;Zeist Centrum
18-12-2017 9:34;Definitief afgesloten;Afgesloten;25-12-2017 9:34;Groen;Overig (Groen);Schermerslaan;;Zeist Noord
18-12-2017 9:22;Voorlopig afgesloten;Afgehandeld;19-12-2017 9:22;Riolering;Verstopping huisaansluiting;Waterlooweg;;Zeist Oost
18-12-2017 9:21;Definitief afgesloten;Afgesloten;18-12-2017 9:21;Overig;;Comeniuslaan;;Zeist Noord
18-12-2017 9:03;Definitief afgesloten;Afgesloten;18-12-2017 9:03;Afvaldumping;Afvaldumping;Paduaweg;Rondom de containers voor de Albert Heijn.;Den Dolder e.o.
18-12-2017 8:18;Definitief afgesloten;Afgesloten;18-12-2017 8:18;Overig;;Lievendaallaan;inrit parkeerplaats Kiekeboe;Zeist Noord
18-12-2017 8:04;Definitief afgesloten;Afgesloten;19-12-2017 8:04;Openbare verlichting;Netwerkstoring;Mercuriushof;de wijk Sterrenberg;Den Dolder e.o.
18-12-2017 0:00;Lopend;In behandeling;18-12-2017 0:00;Riolering;;;Locatie Kan niet missen, voor fietsenwinkel/parkeerplaats. Mastnummer;
18-12-2017 0:00;Definitief afgesloten;Afgesloten;18-12-2017 0:00;Parkeren;;;Locatie Lorentzlaan, aristoteleslaan, boslaan etc Mastnummer;
18-12-2017 0:00;Voorlopig afgesloten;Afgehandeld;18-12-2017 0:00;Handhaving;;;Locatie L-Flat vanaf de Dreef/ P.J Oudlaan naast portiek 1 tot aan portiek 8, vice versa Mastnummer;
18-12-2017 0:00;Definitief afgesloten;Afgesloten;18-12-2017 0:00;Openbare verlichting;;;Locatie nijenheim 1175 Mastnummer;
17-12-2017 20:17;Definitief afgesloten;Afgesloten;17-12-2017 20:17;Parkeren;Parkeren;Krullelaan;;Zeist Centrum
17-12-2017 16:19;Definitief afgesloten;Afgesloten;25-12-2017 16:19;Wegen en fietspaden;Gebreken fiets-/voetpaden;Laan van Vollenhove;bushalte L-flat op de dreef;Zeist Noord
17-12-2017 5:23;Definitief afgesloten;Afgesloten;17-12-2017 5:23;Wegen en fietspaden;Paaltjes;Steynlaan;hoek Steynlaan-Kritzingerlaan.;Zeist Centrum
17-12-2017 0:00;Lopend;In behandeling;17-12-2017 0:00;Riolering;;;Locatie Waterlooweg 85 3711BC Austerlitz P.J.A. Oortwijn 06-53218583 pauloortwijn@outlook.com Mastnummer;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;;;Locatie ter hoogte Waterhoenlaan nr. 48 defecte verlichting lantaarnpaal. Mastnummer 3636 - 0016 is een lantaarnpaal;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Afvaldumping;;;Locatie overzijde cronjelaan 15 Mastnummer;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Parkeren;;;Locatie Kroostweg Noord Mastnummer;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;;;Locatie 3703cg, zinzendorflaan zeist. Mastnummer 3811 0002;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;;;Locatie Guido Gezellelaan Mastnummer 0996 0010;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;;;Locatie Kunstgrasveldje einde Tesselschadelaan. Deze en de andere bij het veldje ook vervangen door dezelfde mooie lampen als in de Guido Gezellelaan? Mastnummer 3251 0009;
17-12-2017 0:00;Lopend;In behandeling;17-12-2017 0:00;Riolering;;;Locatie Kolk voor en na eerste drempel in de Guido Gezellelaan. Mastnummer;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;;;Locatie Voorzijde van de huizenrij Nijenheim 1173-1187 en ook aan de achterzijde, dus in de brandgang tussen de huizenrijen Nijenheim 1173-1187 en Nijenheim 2109-2123. Mastnummer;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;Overig (verlichting);Panweg;Locatie Rotonde Bergweg/Laan van Vollenhove/Dijnselburgerweg Mastnummer;Zeist Noord
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Parkeren;;;Locatie Schermerslaan aan flatzijde-kant Mastnummer;
17-12-2017 0:00;Definitief afgesloten;Afgesloten;17-12-2017 0:00;Openbare verlichting;;;Locatie Sterrenberg Mastnummer;
16-12-2017 0:00;Definitief afgesloten;Afgesloten;16-12-2017 0:00;Afvaldumping;;;Locatie Zeist Crosestein 2060 Mastnummer;
15-12-2017 15:53;Definitief afgesloten;Afgesloten;15-12-2017 15:53;Bomen;Bomen;Antonius O H Tellegenln;Naast basisschool Op Dreef;Zeist Noord
15-12-2017 15:28;Definitief afgesloten;Afgesloten;15-12-2017 15:28;Parkeren;Parkeren;Potgieterlaan;;Zeist Centrum
15-12-2017 14:50;Voorlopig afgesloten;Afgehandeld;15-12-2017 14:50;Parkeren;Parkeren;Bothalaan;;Zeist Centrum
15-12-2017 14:37;Definitief afgesloten;Afgesloten;15-12-2017 14:37;Bomen;Bomen;Jozef Israëlslaan;;Den Dolder e.o.
15-12-2017 13:41;Definitief afgesloten;Afgesloten;15-12-2017 13:41;Bomen;Bomen;Prinses Margrietlaan;Ingang E;Zeist Oost
15-12-2017 12:38;Definitief afgesloten;Afgesloten;22-12-2017 12:38;Openbare verlichting;Lamp defect;Steynlaan;voor de boekenhandel 3160004;Zeist Centrum
15-12-2017 12:04;Definitief afgesloten;Afgesloten;15-12-2017 12:04;Bomen;Bomen;Ruysdaellaan;;Den Dolder e.o.
15-12-2017 11:36;Definitief afgesloten;Afgesloten;15-12-2017 11:36;Bomen;Bomen;Taveernelaan;;Den Dolder e.o.
15-12-2017 11:33;Definitief afgesloten;Afgesloten;15-12-2017 11:33;Bomen;Bomen;Graaf Janlaan;groenstook;Zeist Oost
15-12-2017 11:23;Definitief afgesloten;Afgesloten;18-12-2017 11:23;Openbare verlichting;Afdekplaatje weg/kapot;Weteringlaan;;Zeist West
15-12-2017 10:47;Definitief afgesloten;Afgesloten;15-12-2017 10:47;Afvaldumping;Afvaldumping;Steynlaan;;Zeist Centrum
15-12-2017 10:23;Definitief afgesloten;Afgesloten;15-12-2017 10:23;Overig;;Ridderschapslaan;;Zeist West
15-12-2017 9:50;Voorlopig afgesloten;Afgehandeld;15-12-2017 9:50;Overig;;Zuster van Overeemlaan;;Den Dolder e.o.
15-12-2017 9:50;Definitief afgesloten;Afgesloten;22-12-2017 9:50;Openbare verlichting;Overig (verlichting);Guido Gezellelaan;0996-0005;Zeist Noord
15-12-2017 9:10;Definitief afgesloten;Afgesloten;22-12-2017 9:10;Groen;Overig (Groen);Prinses Margrietlaan;Het wandelpad vanuit de speeltuin achter de flat Prinses Margrietlaan richting Kerckboslaan.;Zeist Oost
15-12-2017 8:58;Definitief afgesloten;Afgesloten;15-12-2017 8:58;Groen;Overig (Groen);Prinses Margrietlaan;de speeltuin achter de flat;Zeist Oost
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Prins Bernhardlaan, vanaf de rotonde Woudenbergseweg rechts aan het eind, voor de Johan Willem Frisolaan Mastnummer 2601 0011;
15-12-2017 0:00;In behandeling;In behandeling;15-12-2017 0:00;Afvaldumping;;;Locatie Bij de achteringang van Tolshuislaan 3 aan de Biltseweg Mastnummer;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Geiserlaan Mastnummer ?;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Handhaving;;;Locatie Jeanszaak De Garage, slotlaan 200?Bij doorsteek naar Wilhelminapark Mastnummer;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Ter hoogte van Van der Merschlaan 72. Mastnummer 21310011;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Brugakker 6807 Mastnummer 0454 6806;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Krugerlaan Mastnummer 1741 0010;
15-12-2017 0:00;Voorlopig afgesloten;Afgehandeld;15-12-2017 0:00;Parkeren;;;Locatie Zeist Nijenheim postcode 3704 BA Mastnummer;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Nijenheim 11-49 Mastnummer 23111118;
15-12-2017 0:00;Definitief afgesloten;Afgesloten;15-12-2017 0:00;Openbare verlichting;;;Locatie Brugakker 1604/1606 Zeist Mastnummer;
14-12-2017 16:41;In behandeling;In behandeling;15-12-2017 16:41;Riolering;Verstopping huisaansluiting;;;
14-12-2017 16:04;Definitief afgesloten;Afgesloten;21-12-2017 16:04;Openbare verlichting;Overig (verlichting);Prins Bernhardlaan;Prins Bernhardlaan;
14-12-2017 15:40;Definitief afgesloten;Afgesloten;21-12-2017 15:40;Wegen en fietspaden;Gebreken wegdek;Oude Postweg;tussen Woudenbergseweg;Zeist Oost
14-12-2017 15:19;In behandeling;In behandeling;21-12-2017 15:19;Riolering;Verstopping straatkolk;Cornelis Vlotlaan;Hoek Duijnelburgerlaan;Zeist Noord
14-12-2017 14:37;In behandeling;In behandeling;21-12-2017 14:37;Riolering;Verstopping straatkolk;Geiserlaan;parkeerplaats geiserlaan;Zeist Centrum
14-12-2017 14:25;Definitief afgesloten;Afgesloten;21-12-2017 14:25;Openbare verlichting;Lamp defect;Johan v Oldenbarneveltln;2341-0038;Zeist Noord
14-12-2017 13:15;Definitief afgesloten;Afgesloten;21-12-2017 13:15;Riolering;Verstopping straatkolk;Baarnseweg;;Den Dolder e.o.
14-12-2017 12:39;Definitief afgesloten;Afgesloten;14-12-2017 12:39;Overig;;Mr. H. Marsmanstraat;Tussen nummer 4 en 8;Zeist Centrum
14-12-2017 12:31;Definitief afgesloten;Afgesloten;14-12-2017 12:31;Handhaving;Handhaving;Zeyster Zand;;Zeist Noord
14-12-2017 10:41;Definitief afgesloten;Afgesloten;21-12-2017 10:41;Openbare verlichting;Lamp defect;Waterigeweg;Waterigeweg huisnummers 74-80;Zeist West
14-12-2017 10:40;In behandeling;In behandeling;21-12-2017 10:40;Riolering;Overig (Riolering);Driebergseweg;fietsroute in Driebergen vanaf de hockeyclub Phoenix tot aan de bushalte de Breul;Zeist Oost
14-12-2017 10:40;Definitief afgesloten;Afgesloten;14-12-2017 10:40;Bomen;;Nicolaas Beetslaan;achter huisnummer 15;Zeist Noord
14-12-2017 10:27;Nieuw via KCC;Ontvangen;14-12-2017 10:27;;;;;
14-12-2017 10:22;Voorlopig afgesloten;Afgehandeld;14-12-2017 10:22;Overig;;Utrechtseweg;;Zeist Noord
14-12-2017 10:16;In behandeling;In behandeling;21-12-2017 10:16;Wegen en fietspaden;Gebreken wegdek;Rozenstraat;;Zeist Centrum
14-12-2017 10:03;In behandeling;In behandeling;21-12-2017 10:03;Wegen en fietspaden;Gebreken fiets-/voetpaden;Brugakker;5232;Zeist West
14-12-2017 9:37;Definitief afgesloten;Afgesloten;21-12-2017 9:37;Wegen en fietspaden;Gebreken fiets-/voetpaden;Mesdaglaan;;Den Dolder e.o.
14-12-2017 9:35;Voorlopig afgesloten;Afgehandeld;21-12-2017 9:35;Wegen en fietspaden;Gebreken fiets-/voetpaden;Dr. Stärckelaan;;Den Dolder e.o.
14-12-2017 9:22;Definitief afgesloten;Afgesloten;14-12-2017 9:22;Bomen;Bomen;Graaf Janlaan;;Zeist Oost
14-12-2017 9:10;Definitief afgesloten;Afgesloten;15-12-2017 9:10;Riolering;Gemalen;Mesdaglaan;Pomphuis 62;Den Dolder e.o.
14-12-2017 8:34;Datum uitvoering wijzigen;In behandeling;14-12-2017 8:34;Handhaving;Handhaving;Krugerlaan;;Zeist Centrum
14-12-2017 0:00;Definitief afgesloten;Afgesloten;14-12-2017 0:00;Parkeren;;;Locatie Lorentzlaan Mastnummer;
14-12-2017 0:00;Definitief afgesloten;Afgesloten;14-12-2017 0:00;Openbare verlichting;;;Locatie Berkenlaan en Eikenlaan (tussen Berkenlaan en Dalweg). Waarschijnlijk ook de Dalweg (echter niet zelf vastsgesteld) Mastnummer wijk;
14-12-2017 0:00;Definitief afgesloten;Afgesloten;14-12-2017 0:00;Openbare verlichting;;;Locatie Prof. Lorentzlaan 163 Mastnummer 20020060;
14-12-2017 0:00;Lopend;In behandeling;14-12-2017 0:00;Riolering;;;Locatie Waterkolk in trottoir ter hoogte van Crosestein 4215 - 4217. Mastnummer;
14-12-2017 0:00;Definitief afgesloten;Afgesloten;14-12-2017 0:00;Openbare verlichting;;;Locatie Montaubanstraat. Ter hoogte van bloemenzaak Margiet. (Nabij de rotonde) Mastnummer;
14-12-2017 0:00;Lopend;In behandeling;14-12-2017 0:00;Riolering;;;Locatie ingang van industrieterrein Wildeburg aan de Dalweg Mastnummer;
14-12-2017 0:00;Lopend;In behandeling;14-12-2017 0:00;Riolering;;;Locatie Warande 1-10. Mastnummer;
14-12-2017 0:00;Definitief afgesloten;Afgesloten;14-12-2017 0:00;Openbare verlichting;Netwerkstoring;;Locatie Costerlaan zeist Mastnummer Alle masten costerlaan;
14-12-2017 0:00;Definitief afgesloten;Afgesloten;14-12-2017 0:00;Openbare verlichting;;;Locatie Lyceumlaan 3 Mastnummer 2021-0004;
14-12-2017 0:00;Lopend;In behandeling;14-12-2017 0:00;Riolering;;;Locatie kruising De Snep / Landlust Mastnummer;
14-12-2017 0:00;Lopend;In behandeling;14-12-2017 0:00;Riolering;;;Locatie Aan de voorzijde van de voortuin van Brugakker 6803 in Zeist. Mastnummer;
13-12-2017 16:50;In behandeling;In behandeling;13-12-2017 16:50;Bomen;Bomen;Oude Woudenbergse Zandwg;;Zeist Centrum
13-12-2017 16:02;Nieuw via KCC;Ontvangen;13-12-2017 16:02;;;;;
13-12-2017 15:57;Definitief afgesloten;Afgesloten;13-12-2017 15:57;Handhaving;Handhaving;Antonlaan;Antonlaan 75;Zeist Centrum
13-12-2017 15:44;Definitief afgesloten;Afgesloten;20-12-2017 15:44;Wegen en fietspaden;Gebreken wegdek;Zonnelaan;hele straat;Den Dolder e.o.
13-12-2017 15:37;Nieuw via KCC;Ontvangen;13-12-2017 15:37;;;;;
13-12-2017 15:33;Nieuw via KCC;Ontvangen;13-12-2017 15:33;;;;;
13-12-2017 15:21;Definitief afgesloten;Afgesloten;13-12-2017 15:21;Bomen;Bomen;Platolaan;;Zeist Centrum
13-12-2017 14:41;Nieuw via KCC;Ontvangen;13-12-2017 14:41;;;;;
13-12-2017 13:34;Definitief afgesloten;Afgesloten;13-12-2017 13:34;Handhaving;Handhaving;Weeshuislaan;;Zeist Centrum
13-12-2017 13:18;Definitief afgesloten;Afgesloten;13-12-2017 13:18;Bomen;Bomen;Prinses Marijkelaan;;Zeist Oost
13-12-2017 13:15;Nieuw via KCC;Ontvangen;13-12-2017 13:15;;;;;
13-12-2017 13:05;Definitief afgesloten;Afgesloten;13-12-2017 13:05;Bomen;;Prinses Marijkelaan;rechts van hoofdingang van het complex Kerkebosch (oneven);Zeist Oost
13-12-2017 12:54;Nieuw via KCC;Ontvangen;13-12-2017 12:54;Bomen;Bomen;Griffensteijnselaan;achterkant Griffensteijnselaan 105 bij parkeerplaats.;Zeist West
13-12-2017 12:00;Definitief afgesloten;Afgesloten;20-12-2017 12:00;Wegen en fietspaden;Gebreken wegdek;Lageweg;Lageweg/asfalt;Zeist Centrum
13-12-2017 11:21;Nieuw via KCC;Ontvangen;13-12-2017 11:21;;;;;
13-12-2017 11:03;Definitief afgesloten;Afgesloten;20-12-2017 11:03;Wegen en fietspaden;Gebreken fiets-/voetpaden;De Clomp;;Zeist West
13-12-2017 9:41;Lopend;In behandeling;13-12-2017 9:41;Handhaving;Handhaving;Panweg;;Zeist Noord
13-12-2017 9:11;Definitief afgesloten;Afgesloten;13-12-2017 9:11;Handhaving;;Steynlaan;;Zeist Centrum
13-12-2017 8:23;Voorlopig afgesloten;Afgehandeld;20-12-2017 8:23;Wegen en fietspaden;Gebreken wegdek;Kometenlaan;;Den Dolder e.o.
13-12-2017 8:16;Voorlopig afgesloten;Afgehandeld;20-12-2017 8:16;Wegen en fietspaden;Gebreken wegdek;Dolderseweg;;Den Dolder e.o.
13-12-2017 0:00;In behandeling;In behandeling;13-12-2017 0:00;Parkeren;;;Locatie Bergweg 39 & 41 Mastnummer;
13-12-2017 0:00;Lopend;In behandeling;13-12-2017 0:00;Riolering;;;Locatie Parkeerplaats tegenover Breesteegh 3 in Zeist. Mastnummer;
12-12-2017 16:20;Definitief afgesloten;Afgesloten;12-12-2017 16:20;Bomen;Bomen;Zuilenburg;;Den Dolder e.o.
12-12-2017 16:01;Voorlopig afgesloten;Afgehandeld;19-12-2017 16:01;Wegen en fietspaden;Gebreken fiets-/voetpaden;Breullaan;;Zeist Oost
12-12-2017 15:08;Definitief afgesloten;Afgesloten;12-12-2017 15:08;Bomen;Bomen;Marshof;;Den Dolder e.o.
12-12-2017 14:36;Definitief afgesloten;Afgesloten;12-12-2017 14:36;Overig;;1e Hogeweg;"bij Lunchroom ""de Koffietafel""";Zeist Centrum
12-12-2017 14:17;Definitief afgesloten;Afgesloten;12-12-2017 14:17;Bomen;Bomen;Jan Ligthartplein;;Zeist Noord
12-12-2017 12:32;Definitief afgesloten;Afgesloten;12-12-2017 12:32;Bomen;Bomen;Graaf Adolflaan;;Zeist Oost
12-12-2017 11:45;Definitief afgesloten;Afgesloten;13-12-2017 11:45;Openbare verlichting;Lichtmast gebroken/krom;Graaf Janlaan;1021-0024;Zeist Oost
12-12-2017 11:29;Definitief afgesloten;Afgesloten;12-12-2017 11:29;Bomen;Bomen;Laan van Henegouwen;;Zeist West
12-12-2017 11:28;Definitief afgesloten;Afgesloten;19-12-2017 11:28;Groen;Overig (Groen);Bremlaan;bremlaan 8;Den Dolder e.o.
12-12-2017 11:19;Nieuw via KCC;Ontvangen;12-12-2017 11:19;;;;;
12-12-2017 11:14;Definitief afgesloten;Afgesloten;19-12-2017 11:14;Wegen en fietspaden;Gebreken fiets-/voetpaden;Crosestein;;Zeist West
12-12-2017 11:05;Definitief afgesloten;Afgesloten;19-12-2017 11:05;Wegen en fietspaden;Gebreken fiets-/voetpaden;Biltseweg;;Den Dolder e.o.
12-12-2017 10:49;Definitief afgesloten;Afgesloten;12-12-2017 10:49;Bomen;Bomen;Platolaan;;Zeist Centrum
12-12-2017 10:46;Definitief afgesloten;Afgesloten;19-12-2017 10:46;Wegen en fietspaden;Gebreken fiets-/voetpaden;Dahliastraat;hele weg;Zeist Centrum
12-12-2017 10:42;Definitief afgesloten;Afgesloten;12-12-2017 10:42;Bomen;Bomen;Nijenheim;;Zeist West
12-12-2017 10:31;Nieuw via KCC;Ontvangen;12-12-2017 10:31;;;;;
12-12-2017 10:23;Definitief afgesloten;Afgesloten;19-12-2017 10:23;Wegen en fietspaden;Gebreken fiets-/voetpaden;;;Zeist Centrum
12-12-2017 10:05;Definitief afgesloten;Afgesloten;19-12-2017 10:05;Openbare verlichting;Overig (verlichting);Guido Gezellelaan;0996-0005;Zeist Noord
12-12-2017 10:02;Definitief afgesloten;Afgesloten;12-12-2017 10:02;Bomen;Bomen;Erasmuslaan;;Zeist Centrum
12-12-2017 9:52;Definitief afgesloten;Afgesloten;12-12-2017 9:52;Afvaldumping;Afvaldumping;Crosestein;;Zeist West
12-12-2017 9:33;Nieuw via KCC;Ontvangen;12-12-2017 9:33;;;;;
12-12-2017 9:27;Definitief afgesloten;Afgesloten;19-12-2017 9:27;Wegen en fietspaden;Gebreken fiets-/voetpaden;Emmaplein;;Zeist Centrum
12-12-2017 9:03;Definitief afgesloten;Afgesloten;12-12-2017 9:03;Bomen;Bomen;Graaf Adolflaan;;Zeist Oost
12-12-2017 0:00;Voorlopig afgesloten;Afgehandeld;12-12-2017 0:00;Wegen en fietspaden;;Gerhard Pranglaan;Locatie Gerhard Pranglaan bij drempel naar oprijden pleineslaan. Foto is genomen bij eerste sneeuw op zondag, maar ook geregeld hoog zomer veel waterophoping aldaar Mastnummer;Den Dolder e.o.
12-12-2017 0:00;Definitief afgesloten;Afgesloten;12-12-2017 0:00;Parkeren;;;Locatie beide hoeken Krugerlaan/Joubertlaanzelfs ondanks de paaltjes die er geplaatst zijn!!! Mastnummer;
12-12-2017 0:00;Definitief afgesloten;Afgesloten;12-12-2017 0:00;Afvaldumping;;;Locatie Laan van Vollenhove ter hoogte van Montessoriflat huisnummers 2617 - 2699 langs de hoofdrijbaan Mastnummer;
11-12-2017 16:59;Definitief afgesloten;Afgesloten;11-12-2017 16:59;Bomen;Bomen;Prinses Marijkelaan;;Zeist Oost
11-12-2017 16:24;Definitief afgesloten;Afgesloten;11-12-2017 16:24;Bomen;Bomen;Prof. Lorentzlaan;107;Zeist Centrum
11-12-2017 16:07;Definitief afgesloten;Afgesloten;11-12-2017 16:07;Bomen;Bomen;Jan Ligthartplein;;Zeist Noord
11-12-2017 15:53;Definitief afgesloten;Afgesloten;11-12-2017 15:53;Bomen;Bomen;Burg. Van Tuyll-laan;tussen 21 en 23;Zeist Centrum
11-12-2017 15:41;Definitief afgesloten;Afgesloten;18-12-2017 15:41;Openbare verlichting;Lamp defect;Ds. Nahuyslaan;2231-0011;Zeist Noord
11-12-2017 15:34;Definitief afgesloten;Afgesloten;18-12-2017 15:34;Wegen en fietspaden;Gebreken fiets-/voetpaden;Willem F. Smitlaan;;Zeist Noord
11-12-2017 15:32;Definitief afgesloten;Afgesloten;11-12-2017 15:32;Handhaving;Handhaving;Pr. Catharina Amalialaan;;Zeist Oost
11-12-2017 15:26;Definitief afgesloten;Afgesloten;11-12-2017 15:26;Afvaldumping;Afvaldumping;Weeshuislaan;Voor nr. 5;Zeist Centrum
11-12-2017 15:16;Lopend;In behandeling;11-12-2017 15:16;;;;3636-0016;
11-12-2017 15:16;Definitief afgesloten;Afgesloten;11-12-2017 15:16;Handhaving;Handhaving;Willem Pijperlaan;;Zeist Centrum
11-12-2017 14:40;Definitief afgesloten;Afgesloten;18-12-2017 14:40;Openbare verlichting;Lamp defect;;171517;
11-12-2017 14:28;Definitief afgesloten;Afgesloten;11-12-2017 14:28;Bomen;Bomen;Jozef Israëlslaan;;Den Dolder e.o.
11-12-2017 14:16;Definitief afgesloten;Afgesloten;12-12-2017 14:16;Riolering;Verstopping huisaansluiting;Waterlooweg;nr. 1;Zeist Oost
11-12-2017 14:08;Definitief afgesloten;Afgesloten;11-12-2017 14:08;Bomen;Bomen;Dennenweg;;Den Dolder e.o.
11-12-2017 13:46;Definitief afgesloten;Afgesloten;11-12-2017 13:46;Bomen;Bomen;Platolaan;;Zeist Centrum
11-12-2017 13:38;Definitief afgesloten;Afgesloten;11-12-2017 13:38;Bomen;Bomen;Hezer Enghweg;;Den Dolder e.o.
11-12-2017 13:29;Definitief afgesloten;Afgesloten;11-12-2017 13:29;Bomen;Bomen;Tussen de Dennen;;Zeist Oost
11-12-2017 13:23;Definitief afgesloten;Afgesloten;18-12-2017 13:23;Groen;Overig (Groen);Homeruslaan;Pas tussen de woningen;Zeist Centrum
11-12-2017 13:08;Definitief afgesloten;Afgesloten;18-12-2017 13:08;Groen;Overig (Groen);Platolaan;;Zeist Centrum
11-12-2017 12:32;In behandeling;In behandeling;18-12-2017 12:32;Riolering;Verstopping straatkolk;Vrijheidsplein;parkeerplaats voor supermarkt;Zeist Noord
11-12-2017 12:18;Definitief afgesloten;Afgesloten;11-12-2017 12:18;Bomen;Bomen;Coornhertlaan;;Zeist Centrum
11-12-2017 12:16;Definitief afgesloten;Afgesloten;18-12-2017 12:16;Wegen en fietspaden;Gebreken wegdek;Mgr. Nolenslaan;;Zeist Noord
11-12-2017 12:13;Definitief afgesloten;Afgesloten;11-12-2017 12:13;Bomen;Bomen;Willem Arntszlaan;;Den Dolder e.o.
11-12-2017 12:10;Lopend;In behandeling;11-12-2017 12:10;;;Montessorilaan;op de buitenmuur van de achtertuin;Zeist Noord
11-12-2017 11:58;Definitief afgesloten;Afgesloten;11-12-2017 11:58;Bomen;Bomen;Charlotte de Bourbonlaan;;Zeist Oost
11-12-2017 11:42;Nieuw via KCC;Ontvangen;11-12-2017 11:42;;;;;
11-12-2017 11:39;Definitief afgesloten;Afgesloten;11-12-2017 11:39;Bomen;Bomen;Eekhoornlaan;;Den Dolder e.o.
11-12-2017 11:32;Definitief afgesloten;Afgesloten;11-12-2017 11:32;Bomen;Bomen;Waldeck Pyrmontlaan;;Zeist Oost
11-12-2017 11:29;Definitief afgesloten;Afgesloten;11-12-2017 11:29;Bomen;Bomen;Dolderseweg;;Den Dolder e.o.
11-12-2017 11:22;Definitief afgesloten;Afgesloten;11-12-2017 11:22;Overig;;Emmaplein;;Zeist Centrum
11-12-2017 10:56;Definitief afgesloten;Afgesloten;18-12-2017 10:56;Wegen en fietspaden;Gebreken wegdek;De Clomp;;Zeist West
