Leveranciers;1110 - Verhuiskosten personeel binnen- en buitenland;1120 - Arbeidsomstandigheden en personele zorg;1130 - Representatie voor eigen personeel;1140 - Instroom, doorstroom en uitstroom van personeel;1150 - Leren en ontwikkelen;1160 - Personeelsevenementen, bijeenkomsten en recepties;1180 - Reis & verblijfskosten;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3160 - Uitbesteden accountancy en financien;4110 - Consumptieve diensten;4120 - Risicobeheersen;4130 - Schoonmaak;4210 - Post-, koeriers- en transportdiensten;4310 - Documentmanagement;4410 - Afvalzorgmanagement;4510 - Inrichting van gebouwen;4610 - Benodigdheden en hulpmiddelen;4710 - Bankdiensten;5210 - Wagenpark;6110 - Aanschaf hardware;6120 - Beheer en onderhoud hardware;6210 - Aanschaf programmatuur & software;6220 - Beheer, onderhoud programmatuur & software;6310 - Aanschaf, beheer en onderhoud infrastructuur;6410 - Spraak en dataverbindingen;6510 - Uitbesteding ICT;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;8110 - Vakliteratuur, abonnementen en overige informatie;8510 - Diversen communicatie;9302 - Laboratoriummaterialen;9590 - V&J specifiek;Eindtotaal
Bakkerij Lubbers;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Nazar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakkerij Oegema;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bakkerij Piet Haaksma;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakkerij Pots;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Saada;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Sadem;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakkerij Schutte;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Schuurmans;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij 't Zand B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerij Timmer;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bakkerij Van Esch;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakkerij Wegerif;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerijcatering Ter Weme;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bakkerswerkplaats Wij Zijn Rotterdam B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bakkie Fietsen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bakx & Meijer catering en organisatie;;;1;;2;;;;;;;1;;;;;;;;;;;;;;;;;1;;;;;;;2
Balabanova B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Balans & Impuls B.V.;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Balans & Motivatie;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Balans in Welzijn;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Balansgroep opleidingen & consultancy;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Balasar B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Baldon B.V.;;;;1;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;1
Balkan Grill Restaurant;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Balkan Restaurant Makedonia;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Ballast Nedam Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
BALL-CONTACT;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Ballonnenpartners;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Ballonnenservice.nl;;;1;;1;;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;1
Balloon-Shop;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bally's Bowling;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Balsob� Huidspecialisaties en Huidverzorging;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BAM Bouw en Techniek regio Zuidwest;;;;;1;;;;;;;;1;;;1;;2;;;;;;;;1;;;2;;;;;;;3
BAM Infra B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bamboo's SatÃ©;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BandBuro;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bandenservice Poeder Roden B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bandra Beheer B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bangarage Amsterdam;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Banierhuis B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Banketbakkerij Arnold Cornelis B.V.;;;2;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
Banketbakkerij Boheemen;;;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;1
Banketbakkerij Borgman;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij De Jong;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij De Kruyter;;;1;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Dorgelo;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Gosselaar;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij H.F. Borsboom;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Jan de Groot;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Konditorei v.d. Sterre V.O.F.;;;;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Maison Kelder B.V.;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Nijstad;;;1;;;;;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Salverda;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Stevers B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Teunissen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij Theo Blom V.O.F.;;;;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij van Beek & Specker B.V.;;;2;;;;1;;;;;1;;;;1;;;;;;;;;;;;;;;;;;;1;2
Banketbakkerij Van Dijk en Zoon;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij-Partyservice Van den Berg;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Banketbakkerij-Salon De Thee 'Christiaan';;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Banketkoerier.nl B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bap Boumans Bedrijfstraining, Actie en Perf.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BAP Medical B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Baptist IJzerwaren & Gereedschappen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Baptistengemeente de Bron Almelo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BAR 35 B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bar Bistro De Twee Heeren;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bar Bistro 'Pieke Potloed';;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bar Bistro Speakers;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bar Le Duc;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bar Restaurant Pavlov B.V.;;;1;;1;;2;;;;;;;;;1;;;;;;;;;;;;;1;;;;;;;2
Bar restaurant Pix Rotterdam;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barbarossa Beach B.V.;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bar-Bistro 't Bruggetje;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BarentsKrans N.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Baresno B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barista Café Rotterdam B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Barkasbus;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Barlucca;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barn47 B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bart Brandsma in media;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bart Samsom Enterprises;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bart van Vliet Freelance Fotograaf;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bart van Zadelhoff B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Barteljee;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bartels catering;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Barthen Exploitatie Maatschappij B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Barthen Rioleringswerken B.V.;;;;;;;;;;;;;;;;;;1;1;;;;;;;;;;1;;;;;;;1
BAS Bedrijfskleding B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bas de Vette AV;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bas Timmers, uw Glasspecialist V.O.F.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;1
Basaal;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bascule Groep;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BaseClear B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
BASF Coatings Services B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Basic Fit Oss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Basketballvereniging B.S. Leiden;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Basso;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bastion Hotel Rijswijk B.V.;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Baston Service B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Batenburg Mechatronica B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Battlefield Live Nederland B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Batus Management en Advies B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Baumann & Steffen Sicherheitstechn. Ned. B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bavak Beveiligingsgroep B.V.;;;1;;;;;;;;;;1;;;;;2;1;;;;;;;;;;2;;;;;;;2
Bawazir B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bax Verkeersscholen B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bax-shop.nl B.V.;;;;;;;;;;;;;1;;;;;1;1;;;;1;;;;;;1;;;;;;1;2
Bazuin & Partners B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BBC Bruxelles;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
bbeenakkers;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;2
BBK Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;1;1
BBK/Door Vriendschap Sterker B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
BCC elektro speciaalzaken;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BCD Travel Nederland B.V.;;;;;1;;8;;;;;;;;;1;;;1;;;;;;;;;;1;1;;;;1;8;9
BCN B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BCT B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BDGF B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
BDO Accountants;;;;;;;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;3
BDUvakmedia B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Be Informed B.V.;;;;;;;;;;;;;;;;;;;;;;;;;5;;;;;;;;;;4;6
Be Mindful Amsterdam;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Be Now;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Beach Professionals B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beachclub 57;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beachclub The Bing B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beachclub Titus B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beachlife Holding B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beachzone events;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beate Schmitz Vertalingen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beauforthuis Exploitatie B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beaumont B.V.;;;;;;;;;;;;;1;;;;;1;;;;;;;;;;;1;;;;;;;1
BeautÃ© DÃ©sirÃ©e;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bed World B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bedrijfscatering Jan Vendrig;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;1
Bedrijfsfitness Nederland B.V.;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Bedrijfskring Heerhugowaard;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bedrijfswageninbouw B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Bedrijvenkring Bornsestraat Almelo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bedrijvenvereniging WEST;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bedrockz;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bedruktetapefabriek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beed. tolk-Vert. Pools M. Kwasnik-Waardenburg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beek Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beekse Bergen Exploitatie B.V.;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Beeld in Werking;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beest en Goed;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Begemann Consultancy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BeGlobal Relatiegeschenken;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Begrafenisonderneming Van Dijk B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beheer Centrum voor Mindfulness;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beheer- en Expl.mij. Westergasfabriek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Beheerder Brandmeld B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Beheersstichting COG;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Behr Groep Nederland B.V.;;;2;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3
Beijk Horeca Heerenveen B.V.;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bekker Optiek;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beko Bakkerij Techniek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beko Groothandel B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Beko Verpakkingen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Belangenver. Bedrijfshulpverlening Nederland;;;1;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Beleef! Media;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BeleefBreda;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beleg van Almere;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beleg van Breda;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1;1
Belegg.- en Exploitatiemij. Nieuwburen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beleggingsmaatschappij Tobur Rotterdam B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Beleving aan zee;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Belfleur;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Belgisch BiercafÃ© Olivier B.V.;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BeLife Zorg B.V.;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beljon + Westerterp Recruitment;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;2
Bella Milano;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Belstore.Com B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;2
Bemar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Benjamin Music;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Benner Kaap Hoorn Exploitatie B.V.;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bennie's Business;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Benny de Koning;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Ben-Saddek Advocatuur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BENU Apotheek Bongerd;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Berden Retail B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Berdenmeubelen B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
BerdoTime B.V.;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;1;;;;;;;1
Berendsen Textiel Service B.V.;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;1
Berenschot Groep B.V.;;;;;4;;;;;;;;;;;;;;;;;;;;;;;6;;;;;;;3;7
Berg Bollenstreek Makelaars;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Berg Jeths Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5
Bergh Delisse Events;;;1;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Berghauser Pont Academy B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Berghauser Pont B.V.;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Berghorst Horeca Exploitatie B.V.;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bergmans Advocaten V.O.F.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Berk Advocatuur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Berkenrode Vastgoed B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Berkman Energie Service B.V.;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;1
Berko Noord B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Berko Wijchen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Berlinger Advocaten B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bermuda-Music;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Bernard Poelman Maatkleding;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bernard Sanders Aandrijftechniek B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Beroepsver. van Professionals in Sociaal Werk;;;;;4;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
Beroepsvereniging Vide;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Berry Franssen;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bert Hellinger Instituut Nederland;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bert Smit Reklame;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Bert van Dalen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Berte Advocaten;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bertus Workel Vrijetijdsmaterialen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1
Besselink Electro Import B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Best Escape B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
BEST mediation & coaching;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1
Bestuursacademie Nederland Opleidingen B.V.;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;3
BEsuccesvol;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Beta-Guard B.V.;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Beter Horen B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;1;1
Beter Leven Zorg;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Beter Opleidingen;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Betervenlo B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Better Future B.V.;;;;;2;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;2
Bettink Service en Onderhoud B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Betty Visker;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Between B.V.;;;;;;;;;;2;;;;;;;;;;;;;;;2;;;5;;;;;;;1;5
Beuk Horeca B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Beuk Touringcars;;;;;;;1;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;1
Beun- de Ronde B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Beurtvaartadres document B.V.;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;1;;;1;1
Beveiligingsbedrijf De Sleutelspecialist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Beveiligingshop Twente B.V.;;;;;;;;;;;;;1;;1;;;;;;;;;;;;;;;;;;;;;1
Bever Assen B.V.;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;1
Bever Automatisering B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bever B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;1
Bewegen Werkt B.V.;;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bewust Anders;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bex*communicatie;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2
Bezmalinovic Legal Ways B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bezorggroente.nl;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2
Bharatsingh Fiscaal & Juridisch Adviseurs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
BHV Competent;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Bhv-Specialist.Nl;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
BHVstore.nl;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;1
Biblionet Beheer B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Biblionet Drenthe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
Bibliotheek Arnhem;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;1
Bickers aan de Werf;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bicycle Tours By Locals Rotterdam;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bidfood;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3
Bieling Zeefdruk B.V.;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1
Biemans Plantenkwekerij B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2
Bierbrouwerij Duits & Lauret B.V.;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Bierens Training & Coaching;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1
Biermans IJzerhandel Breda B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;1
Biesheuvel Groep B.V.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1
