FID,LOCATIENAAM,STATUSONDERZOEK,RAPPORTAUTEUR,RAPPORTDATUM,RAPPORTNUMMER,CONCLUSIE,ONDERZOEKSNAAM,LOCATIE_ID,LOCATIECODE,ONDERZOEK_ID,NAZCACODE,GEOMETRIE
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3592,Wijchenseweg 2,Verkennend onderzoek NVN 5740,Tauw Milieu bv,11-01-1994,0410/R3320634.P01/GHL,"Hypothese wordt verworpen.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: chryseen overschrijdt de A-waarde.
  Ondergrond: geen overschrijdingen.
  Grondwater: in peilbuis 1 worden nikkel en chroom in licht verhoogde concentraties gemeten (>A-waarde).
Conclusies en aanbevelingen: de lokatie is vrij van verontreinigingen met uitzondering van een licht verhoogd chryseen-gehalte (>A-waarde). De gemeten verhoogde concentraties zijn echter dusdanig gering dat geen verhoogde risico's voor de volksgezondheid of het milieu te verwachten zijn. Wel dient er rekening mee te worden gehouden dat vrijkomende grond formeel gezien niet geschikt is voor onbeperkt hergebruik. Derhalve zou hergebruik op de lokatie mogelijk zijn. Indien dit niet van toepassing is, dient in overleg met de betrokken overheidsinstanties de vrijkomende grond op milieuhygi?nisch verantwoorde wijze gestort en/of verwerkt te worden. Aanbevolen wordt om peilbuis 1 te herbemonsteren en aanvullend te onderzoeken op vluchtige verbindingen. Het doel hiervan is na te gaan welke onbekende koolwaterstoffen in het grondwater aanwezig zijn.",Verkennend Onderzoek 1,59,NZ026801223,85,,"POLYGON ((182264.411 426090.076, 182262.753 426086.553, 182275.81 426079.299, 182277.157 426081.786, 182290.213 426075.154, 182290.524 426075.258, 182298.089 426090.698, 182291.768 426093.91, 182290.421 426091.734, 182283.063 426095.154, 182277.571 426083.859, 182264.411 426090.076))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3593,Kerkenbos 10-29E,Verkennend onderzoek NVN 5740,Ecopart,14-03-1996,0878/406.96.042,"Op de hypothese wordt niet meer teruggekomen.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: geen verhoogde gehalten aangetroffen.
  Ondergrond: geen verhoogde gehalten aangetroffen.
  Grondwater: licht verhoogde concentraties voor chroom (rond de S-waarde) en koper (tussen de S- en T-waarde).
Conclusies en aanbevelingen: de grond is geschikt voor multifunctioneel gebruik. Het grondwater is licht verontreinigd met chroom en koper. Het betreft hier waarschijnlijk een verhoogd achtergrondniveau. Het is niet aannemelijk dat de geconstateerde lichte verontreinigingen van het grondwater risico's voor de volksgezondheid met zich meebrengen. Vanuit milieuhygi?nisch oogpunt is er dan ook geen bezwaar tegen het gebruik van de lokatie inzake de geprojecteerde bouwwerkzaamheden.",Verkennend Onderzoek 1,68,NZ026800595,94,,"POLYGON ((182204.306 426335.948, 182206.573 426320.516, 182214.768 426321.736, 182212.153 426337.168, 182204.306 426335.948))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3594,Wolfskuilseweg/Jeruzalembuurt,Verkennend onderzoek NVN 5740,Fugro,03-05-1996,0713/D-6095/110,"Het onderzoek betreft een aantal boringen tot max. 0,5 m-mv in 13 straten in de Jeruzalembuurt om te bepalen of eventueel bij werkzaamheden vrijkomende grond mag worden hergebruikt.
Zintuiglijke waarnemingen: In de Klimopstraat en de Ligusterstraat zijn kooltjes en/of slakken waargenomen.
Resultaten: 
   In de Klimopstraat is koper. lood. zink en PAK boven de streefwaarde gemeten. In het mengmonster van de overige straten is PAK boven de streefwaarde gemeten.
Conclusies en aanbevlingen: Volgens het GIB voldoen alle monsters aan categorie I secundaire bouwstof.",Verkennend Onderzoek 1,70,NZ026801252,96,,"POLYGON ((185613.309 427593.749, 185624.022 427578.037, 185637.592 427557.326, 185649.733 427540.9, 185656.875 427533.758, 185675.444 427515.903, 185703.297 427476.623, 185724.008 427450.912, 185758.289 427402.347, 185811.854 427330.928, 185826.852 427330.214, 185858.99 427353.068, 185912.554 427389.492, 185973.974 427433.771, 186061.105 427494.477, 186085.388 427512.332, 186087.53 427520.188, 186083.245 427533.043, 186031.109 427620.889, 186000.399 427665.882, 185977.545 427694.45, 185951.835 427722.303, 185919.696 427757.299, 185850.42 427690.165, 185814.71 427658.741, 185801.141 427650.17, 185746.148 427718.732, 185724.723 427696.593, 185700.44 427670.882, 185674.729 427647.314, 185636.877 427615.175, 185625.45 427609.462, 185613.309 427593.749))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3595,Sprengenweg/Sluisweg,Verkennend onderzoek NVN 5740,Heidemij Advies,31-12-1991,0920/634/EA91/F660/43960,"Dit rapport betreft een gedeelte van een in opdracht van de EPON uitgevoerd onderzoek. Alleen de resultaten van het ""onverdachte"" gedeelte van het terrein dat niet in gebruik is bij de EPON zijn aanwezig. De in het rapport opgenomen conclusies hebben wel (gedeeltelijk) betrekking op het bij de EPON in gebruik zijn terrein.
Resultaten en conclusies: Op vrijwel het gehele terrein is in de bovenste laag van circa 0.5 meter een koper- en zinkverontreiniging boven de A-waarde aangetoond. Daarnaast is verspreid over het terrein op een aantal plaatsen een lichte verontreiniging met kwik, lood, cadmium, benzeen, PAK, tetrachloorethaan en 1,1,1-trichloorethaan aangetoond.
In vrijwel alle grondwatermonsters is een lichte verontreiniging met vluchtige gechloreerde koolwaterstoffen aangetoond. In zes peilbuizen is een lichte chroom, koper, kwik en zink-verontreiniging aangetoond. Van de zware metalen is chroom in de hoogste concentratie aangetoond (24 x de A-waarde). In geen van van de grondmonsters is chroom boven de A-waarde aangetoond.",Verkennend Onderzoek 1,73,NZ026800952,102,,"POLYGON ((185332.83 430436.018, 185359.288 430211.122, 185330.184 430049.726, 185343.413 430036.497, 185148.944 429623.084, 185387.731 429556.938, 185423.45 429561.569, 185662.898 429584.058, 185667.529 429612.501, 185718.461 429741.486, 185810.404 429799.694, 185828.263 429800.355, 185850.091 429780.512, 185917.56 429846.658, 185946.003 429914.788, 185846.784 429951.83, 185849.43 429975.642, 185837.524 429977.627, 185840.169 430005.408, 185808.419 430031.866, 185813.711 430077.507, 185799.159 430088.752, 185836.862 430144.315, 185332.83 430436.018))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3596,Bijsterhuizenstraat 15,Verkennend onderzoek NVN 5740,Centraal Bodemkundig Bureau,31-01-1996,0578/1085211,"Hypothese wordt niet verworpen.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Bovengrond: er zijn geen verhoogde gehalten gemeten.
  Ondergrond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: er zijn geen verhoogde concentraties gemeten.
Conclusies en aanbevelingen: vanuit milieuhygienisch oogpunt bestaan er geen beperkingen voor de bouwplannen. Eventueel vrijkomende grond kan zonder restricties worden hergebruikt.",Verkennend Onderzoek 1,86,NZ026800118,117,,"POLYGON ((181283.074 427575.149, 181260.747 427531.035, 181318.726 427503.846, 181339.252 427547.42, 181283.074 427575.149))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3597,Winkelsteegseweg 007,Verkennend onderzoek NVN 5740,Certichem BV,30-09-1993,0401/93-2704,"De hypothese wordt niet getoetst.
Zintuiglijke waarnemingen: Bij een boring zijn in de bovengrond sintels aangetroffen.
Resultaten:
   Bovengrond: Nikkel, naftaleen en chryseen zijn in het mengmonster boven de A-waarde gemeten, in het zintuiglijk verontreinigde monster is cadmium, koper en zink boven de A-waarde gemeten, lood is boven de B-waarde gemten.
   Ondergrond: Lood is boven de A-waarde gemeten.
   Grondwater: Het grondwater is niet bemonsterd.
Conclusies en aanbevelingen: Verwacht wordt dat de verontreinigingen vooral aan de aangetroffen sintels zijn gerelateerd. Geadviseerd wordt om onder milieukundige begeleiding de bij de bouw vrijkomende, met sintels verontreinigde, grond te ontgraven en naar een stortplaats af te voeren. de licht verhoogde cocnentratie lood in de ondergrond wordt niet bezwaarlijk geacht voor hergebruik van deze grond.",Verkennend Onderzoek 1,87,NZ026801241,119,,"POLYGON ((185333.605 424670.138, 185324.196 424665.153, 185326.564 424660.978, 185325.442 424660.355, 185328.309 424656.118, 185339.463 424664.592, 185336.098 424669.639, 185334.727 424668.642, 185333.605 424670.138))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3598,Zwanenstraat 60/62,Verkennend onderzoek NVN 5740,Centraal Bodemkundig Bureau,31-05-1995,0555/1061702,"De hypothese wordt niet getoetst.
Zintuiglijke waarnemingen: In een boring zijn sintels waargenomen,
Resultaten:
  Bovengrond: Arseen, koper, zink, lood en PAK overschrijden de streefwaarden.
   Ondergrond: PAK wordt boven de streefwaarde gemeten.
   Grondwater: Geen verhoogde gehaltes zijn gemeten.
Conclusies en aanbevelingen: De kwaliteit van de bodem vormt geen belemmering voor de herinrichting van de lokatie. Bij bouwwerkzaamheden vriojkomende grond kan niet universeel worden hergebruikt.",Verkennend Onderzoek 1,100,NZ026802165,133,,"POLYGON ((183685.205 426535.522, 183707.663 426504.205, 183741.475 426507.574, 183762.436 426524.044, 183731.369 426568.211, 183685.205 426535.522))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_3599,Wundtlaan 1,Verkennend onderzoek NVN 5740,Mos Grondmechanica,26-01-1996,0596/549295,"De hypothese wordt niet verworpen.
Zintuiglijke waarnemingen: Geen afwijkingen zijn waargenomen.
Resultaten:
   Bovengrond: Minerale olie is boven de streefwaarde gemeten.
   Ondergrond: Minerale olie is boven de streefwaarde gemeten.
   Grondwater: Niet geanalyseerd.
Conclusies en aanbevelingen: De verhoogde oliegehalten betreffen waarschijnlijk natuurlijk voorkomende humuszuren. Er zijn geen bezwaren tegen de toekomstige uitbreiding.",Verkennend Onderzoek 1,104,NZ026801258,137,,"POLYGON ((187406.064 425630.001, 187404.638 425621.09, 187408.024 425617.347, 187405.351 425601.843, 187412.301 425600.595, 187410.341 425588.12, 187399.291 425589.546, 187397.153 425575.289, 187406.598 425573.863, 187405.707 425567.982, 187426.736 425563.883, 187430.479 425602.734, 187408.202 425607.189, 187410.341 425629.644, 187406.064 425630.001))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_359a,"Bijsterhuizen 11, perceel Q",Verkennend onderzoek NVN 5740,Haskoning,28-03-1997,1070/E2468.A0/R003/IS/SVR,,Verkennend Onderzoek 1,111,NZ026800095,143,,"POLYGON ((181077.045 426776.555, 181009.722 426663.528, 181112.867 426610.412, 181175.248 426724.056, 181077.045 426776.555))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_359b,Mercuriuspark,Verkennend onderzoek NVN 5740,EnviroPlan,30-09-1996,1184/P-6452,"Hypothese wordt niet getoetst. 
Zintuiglijke waarnemingen: op het oostelijk deel (gravelveld) is een verhardingslaag van puin (bestaande uit baksteen, cement, aardewerk, sintels, kooldeeltjes) aangetroffen. Ter plaatse van het trainings- en voetbalveld zijn sporen puin waargenomen. Bij boring 25 zijn glassplinters aangetroffen in de laag 0.2-0.7 m-mv.
Resultaten:
   Bovengrond: in alle mengmonsters wordt de S-waarde voor PAK's overschreden. Plaatselijk worden de S-waarden voor lood (3 van de 5 mengmonsters), zink (2 maal), nikkel (1), kwik (1) en koper (1) overschreden.  
   Ondergrond: niet onderzocht.
   Grondwater: niet onderzocht.
Conclusies en aanbevelingen: de bovengrond van het terrein is licht verontreinigd met PAK's en plaatselijk licht verontreinigd met een aantal zware metalen. In de bodemlaag onder de puinlaag wordt de S-waarde voor PAK vrij ruim overschreden (gemeten gehalte: 7,8 mg/kg). Het is mogelijk dat in een van de monsters waaruit dit mengmonster (MM II) bestaat de T-waarde wordt overschreden. Voor lood geldt hetzelfde voor MM I. De gemeten concentraties zijn echter niet dusdanig verhoogd dat er bij de huidige en toekomstige bestemming verhoogde risico's voor de gebruikers zijn te verwachten.",Verkennend Onderzoek 1,387,NZ026800904,528,,"POLYGON ((186225.539 429259.263, 186225.277 429363.772, 186118.929 429382.153, 186044.354 429390.819, 186036.214 429272.917, 186225.539 429259.263))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_359c,Pomonastraat,Verkennend onderzoek NVN 5740,EnviroPlan,30-11-1995,0579/P-226-445,"Hypothese wordt verworpen.
Zintuiglijke waarnemingen: er zijn wat sporen puin aangetroffen in de bovengrond.
Resultaten:
   Bovengrond: in het mengmonster overschrijden de gehalten aan lood en zink de T-waarden. Ook worden de S-waarden voor cadmium, koper, kwik, PAK en minerale olie overschreden. Uit seperate analyse blijkt dat in twee monsters de T-waarde voor lood overschreden wordt. In alle afzonderlijke monsters liggen de gehalten aan koper, kwik, lood en zink boven de S-waarde. In twee monsters is een licht verhoogd (> S-waarde, < T-waarde) cadmiumgehalte aangetroffen. 
   Ondergrond: geen overschrijdingen van de S-waarden geconstateerd.
   Grondwater: de koperconcentratie overschrijdt de S-waarde licht.
Conclusies en aanbevelingen: de bovengrond is plaatselijk matig verontreinigd met lood en licht verontreinigd met lood, PAK, cadmium, koper, kwik en minerale olie. Gezien de beperkte spreiding in concentraties kan worden vastgesteld dat het om een diffuse verontreiniging gaat. Er zijn geen risico's te verwachten voor de volksgezondheid. Het is niet noodzakelijk een nader onderzoek in te stellen en er zijn geen milieuhygienische bezwaren tegen het bebouwen van de locatie. Wel is eventueel vrijkomende grond niet multifunctioneel herbruikbaar.",Verkennend Onderzoek 1,389,NZ026800883,532,,"POLYGON ((185584.317 428209.448, 185588.758 428178.931, 185607.283 428178.17, 185607.22 428178.297, 185606.268 428179.756, 185616.166 428186.862, 185607.537 428199.297, 185607.664 428208.623, 185584.317 428209.448))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_359d,Houtlaan 03,Orienterend bodemonderzoek,Afdeling Milieu Gemeente Nijmegen,01-10-1987,0226/MIL/AS/HOUGRA9,"Er is geen hypothese gesteld.
Zintuigelijke waarnemingen: in de bovenste laag is een oliegeur waargenomen.
Resultaten:
  Bovengrond: de gehalten aan minerale olie en lood overschrijden de C-waarde. De gehalten aan koper, zink en gechloreerde aromaten overschrijden de A-waarde. 
  Ondergrond: het loodgehalte overschrijdt de C-waarde en het gehalte aan minerale olie overschrijdt de B-waarde. Antimoon overschrijdt de WCA-waarde.
  Grondwater: de loodconcentratie overschrijdt de B-waarde.
Conclusies en aanbevelingen: in een nader onderzoek naar lood, minerale olie en antimoon moet de omvang van de verontreiniging worden bepaald.",Orienterend Onderzoek 1,396,NZ026800538,542,,"POLYGON ((188055.299 425411.761, 188030.997 425411.679, 188032.15 425391.908, 188032.479 425382.105, 188011.225 425382.022, 188011.061 425379.057, 188011.225 425371.807, 188023.006 425371.972, 188023.088 425372.466, 188048.873 425372.219, 188054.228 425372.137, 188057.193 425372.137, 188056.04 425399.322, 188055.793 425399.322, 188055.299 425411.761))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_359e,Plein 1944 nr. 28,Verkennend onderzoek NVN 5740,Geo Survey Nederland BV,23-10-1995,0566/RKL/95.628/50040,"Hypothese is niet gesteld.
Zintuiglijke waarnemingen: in alle boringen werd een licht puinbijmenging geconstateerd.
Resultaten:
   Bovengrond: geen monsters geanalyseerd.
   Ondergrond: in het onderzochte monster (035: 2-2.3 m-mv; onder tank) werden geen overschrijdingen geconstateerd voor minerale olie en BTEX-componenten.
   Grondwater: niet onderzocht. (> 5 m-mv)
   Bijzonderheden: slechts een monster geanalyseerd!
Conclusies en aanbevelingen: er zijn geen verontreinigingen aangetroffen. Er is derhalve geen reden tot het nemen van speciale saneringsmogelijkheden of het opleggen van beperkingen tijdens de verwijdering van de tanks met bijbehorende boven- en ondergrondse infrastructuur.",Verkennend Onderzoek 1,400,NZ026800879,549,,"POLYGON ((187721.674 428681.47, 187732.235 428674.854, 187734.144 428678.289, 187723.583 428684.651, 187721.674 428681.47))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_359f,Hulzenseweg (en Priemstraat),Verkennend onderzoek NVN 5740,Fugro,02-04-1997,116/D-7061/110,"Hypothese wordt niet verworpen.
Zintuigelijke waarnemingen: geen.
Resultaten:
  Grond: er zijn geen verhoogde gehalten gemeten.
  Grondwater: -
Conclusies en aanbevelingen: vrijkomende grond is in principe zonder restricties herbruikbaar.",Verkennend Onderzoek 1,408,NZ026800546,556,,"POLYGON ((184867.413 425293.611, 184875.075 425289.405, 184881.234 425299.02, 184873.572 425303.376, 184867.413 425293.611))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35a0,Overstortvijver Hatertse weg,Orienterend bodemonderzoek,Witteveen+Bos,31-12-1992,0787/GE/330/27,"Het betreft hier een droogstaande overstortvijver.
Toetsing van belangrijkste analyseresultaten:
   Toetsing aan Derde Nota Waterhuishouding:
- geen van de zware metalen overschrijdt de kwaliteitsdoelstelling 2000. 
- een aantal individuele PAK van het totaal van de 6 PAK Borneff overschrijdt de voorlopige toetsingswaarde
Eindoordeel kwaliteit slib: klasse III.
   Toetsing aan Leidraad Bodembescherming:
- niet verontreinigd met een aantal zware metalen.
- licht verontreinigd met PAK.
Conclusies (totale rapport; 8 overstortvijvers): op grond van de verontreinigingssituatie en de bijbehorende potentiel risico's voor volksgezondheid wordt een nader onderzoek noodzakelijk geacht.",Orienterend Onderzoek 1,410,NZ026802170,561,,"POLYGON ((185867.861 425122.529, 185933.145 425119.17, 185985.415 425163.462, 185986.464 425188.863, 185953.507 425232.735, 185930.836 425232.525, 185869.75 425181.935, 185867.861 425122.529))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35a1,Overstortvijver Houtlaan,Orienterend bodemonderzoek,Witteveen+Bos,31-12-1992,0787/GE/330/27,"Het betreft hier een sliblaag.
Toetsing van belangrijkste analyseresultaten:
   Toetsing aan Derde Nota Waterhuishouding:
- nikkel overschrijdt de voorlopige toetsingswaarde. 
- een aantal individuele PAK van het totaal van de 6 PAK Borneff overschrijdt de voorlopige signaleringswaarde
Eindoordeel kwaliteit slib: klasse IV.
   Toetsing aan Leidraad Bodembescherming:
- matig verontreinigd met lood.
- matig verontreinigd met PAK.
Conclusies (totale rapport; 8 overstortvijvers): op grond van de verontreinigingssituatie en de bijbehorende potentiel risico's voor volksgezondheid wordt een nader onderzoek noodzakelijk geacht.",Orienterend Onderzoek 1,411,NZ026802171,562,,"POLYGON ((187469.861 425333.547, 187475.609 425338.217, 187477.226 425346.121, 187477.406 425376.478, 187474.891 425379.711, 187471.478 425378.813, 187428.547 425380.609, 187427.29 425382.944, 187426.751 425404.14, 187424.596 425407.194, 187421.721 425408.81, 187375.378 425410.966, 187368.193 425407.553, 187366.037 425401.266, 187366.756 425340.552, 187369.63 425336.601, 187375.917 425335.343, 187469.861 425333.547))"
MIL_BOD_ONDERZ.fid-36cc8544_1861f90ef02_35a2,Overstortvijver Winkelsteegseweg,Orienterend bodemonderzoek,Witteveen+Bos,30-12-1992,0787/GE/330/27,"Het betreft hier een sliblaag.
Toetsing van belangrijkste analyseresultaten:
   Toetsing aan Derde Nota Waterhuishouding:
- geen van de zware metalen overschrijdt de kwaliteitsdoelstelling 2000.
- pyreen overschrijdt de voorlopige signaleringswaarde en het totaal van de 6 PAK Borneff overschrijdt de voorlopige toetsingswaarde.
Eindoordeel kwaliteit slib: klasse IV.
   Toetsing aan Leidraad Bodembescherming:
- niet verontreinigd met een aantal zware metalen.
- licht verontreinigd met PAK.
Conclusies (totale rapport; 8 overstortvijvers): op grond van de verontreinigingssituatie en de bijbehorende potentiel risico's voor volksgezondheid wordt een nader onderzoek noodzakelijk geacht.",Orienterend Onderzoek 1,405,NZ026800864,565,,"POLYGON ((184469.557 425171.062, 184504.361 425144.138, 184564.777 425161.868, 184593.672 425209.807, 184623.88 425209.15, 184633.074 425186.166, 184684.296 425167.122, 184751.279 425232.135, 184761.786 425276.133, 184790.68 425289.267, 184824.828 425269.566, 184855.693 425317.505, 184843.216 425337.863, 184810.381 425359.534, 184747.338 425327.355, 184740.115 425251.179, 184698.743 425231.478, 184677.729 425252.492, 184591.045 425264.969, 184533.913 425187.479, 184494.511 425219.001, 184469.557 425171.062))"
