FID,wpeil_verf,se_anno_cad_data,gdb_geomattr_data,shape
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.104,-1.96,,,"LINESTRING (83672.28200000152 441302.43499999866, 83755.49799999967 441105.2569999993, 83810.6409999989 440979.2960000001, 83872.01300000027 440844.0949999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.105,-1.96,,,"LINESTRING (84059.65900000185 440380.99500000104, 84089.86699999869 440301.26399999857, 84108.9290000014 440253.6090000011, 84153.14699999988 440147.2569999993, 84205.16699999943 440025.80099999905, 84215 440003.47399999946)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.106,-0.81,,,"LINESTRING (84215 440003.47399999946, 84251.96499999985 439919.54300000146)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.107,0.93,,,"LINESTRING (84696.125 438229.59600000083, 84741.21200000122 437880.3020000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.108,1.18,,,"LINESTRING (84663.00699999928 438486.16600000113, 84696.125 438229.59600000083)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.109,0.15,,,"LINESTRING (85577.62999999896 447712.438000001, 85593.57999999821 447692.4840000011, 85618.33900000155 447659.1939999983, 85640.26399999857 447627.58100000024, 85659.34899999946 447597.4539999999, 85675.76300000027 447568.6169999987, 85689.8440000005 447540.87999999896, 85702.06599999964 447514.05900000036, 85744.17100000009 447412.7650000006, 85755.83700000122 447388.26399999857, 85768.80999999866 447363.868999999, 85783.29500000179 447339.48699999973, 85799.35300000012 447315.0379999988, 85824.86899999902 447280.43299999833)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.110,-2.95,,,"LINESTRING (85824.86899999902 447280.43299999833, 85835.76900000125 447265.65100000054, 85918.65399999917 447162.7980000004, 85961.17399999872 447107.7470000014, 86003.41600000113 447048.93400000036, 86024.52199999988 447017.8110000007, 86064.64600000158 446955.1790000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.111,-4.05,,,"LINESTRING (86075.40900000185 446937.2430000007, 86109.22800000012 446879.94900000095, 86113.13699999824 446872.81799999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.172,-1.04,,,"LINESTRING (93207.52299999818 460179.6229999997, 93152.86600000039 460134.30999999866, 93065.44200000167 460058.03599999845, 92978.37999999896 459979.7100000009, 92834.28400000185 459847.0370000005)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.112,-1.27,,,"LINESTRING (86113.13699999824 446872.81799999997, 86130.12000000104 446841.83399999887, 86150.625 446802.0920000002, 86170.59299999848 446760.58100000024, 86189.89999999851 446717.131000001, 86208.46400000155 446671.563000001, 86226.25200000033 446623.7280000001, 86243.2809999995 446573.55700000003, 86259.61499999836 446521.1090000011, 86275.35200000182 446466.59899999946, 86291.13199999928 446407.21400000155)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.113,-0.75,,,"MULTILINESTRING ((84701.36199999973 448929.2349999994, 84702.2490000017 448928.061999999, 84780.08799999952 448821.57400000095, 84894.37900000066 448658.5480000004, 84936.6640000008 448596.9079999998), (84941.14299999923 448590.3779999986, 84952.93200000003 448573.19099999964))"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.114,1.6,,,"LINESTRING (84952.93200000003 448573.19099999964, 84989.14600000158 448520.40100000054)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.115,-2.44,,,"LINESTRING (84989.14600000158 448520.40100000054, 85222.15199999884 448180.73000000045, 85273.25899999961 448108.9780000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.116,-2.43,,,"LINESTRING (85520.44200000167 447783.9849999994, 85577.62999999896 447712.438000001)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.117,-2.05,,,"LINESTRING (85393.5700000003 447944.87099999934, 85436.87799999863 447888.52899999917, 85520.44200000167 447783.9849999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.118,-2.05,,,"LINESTRING (85273.25899999961 448108.9780000001, 85330.13300000131 448029.12999999896, 85366.03000000119 447980.69999999925, 85393.5700000003 447944.87099999934)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.119,2.88,,,"LINESTRING (86291.13199999928 446407.21400000155, 86305.51099999994 446353.1009999998, 86363.35599999875 446125.5540000014, 86417.61199999973 445923.48600000143)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.120,-0.63,,,"LINESTRING (86417.61199999973 445923.48600000143, 86466.8590000011 445740.0689999983, 86544.24799999967 445439.79399999976)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.121,0.58,,,"LINESTRING (87347.23299999908 442561.1700000018, 87387.91099999845 442472.9789999984)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.122,-0.41,,,"LINESTRING (87392.5150000006 442462.9970000014, 87429.22300000116 442383.4140000008, 87557.98299999908 442107.7569999993)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.123,0.2,,,"LINESTRING (84532.44799999893 449146.91699999943, 84662.75400000066 448980.26999999955, 84701.36199999973 448929.2349999994)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.124,1.86,,,"LINESTRING (84398.09299999848 449326.68200000003, 84404.19099999964 449317.69000000134, 84450.94799999893 449253.0029999986, 84496.13800000027 449193.3539999984, 84516.5009999983 449167.311999999)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.125,0.06,,,"LINESTRING (86544.24799999967 445439.79399999976, 86570.46799999848 445338.0560000017, 86638.30099999905 445069.55900000036, 86670.41600000113 444956.0089999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.126,0.25,,,"LINESTRING (86670.41600000113 444956.0089999996, 86676.2490000017 444935.3819999993, 86758.4290000014 444676.94900000095, 86780.32499999925 444598.62900000066, 86788.99700000137 444561.438000001, 86795.98699999973 444525.4919999987, 86801.30900000036 444490.63699999824, 86803.07999999821 444474.74599999934)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.127,0.03,,,"LINESTRING (87157.42100000009 443023.4629999995, 87175.5309999995 442970.1719999984, 87212.78299999982 442871.26300000027, 87255.27199999988 442767.71400000155, 87326.69700000063 442605.69200000167, 87347.23299999908 442561.1700000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.128,0.06,,,"LINESTRING (86803.07999999821 444474.74599999934, 86805.09699999914 444456.65100000054, 86807.59600000083 444423.2710000016, 86812.30900000036 444290.93299999833, 86814.33900000155 444257.38699999824, 86817.5009999983 444223.58199999854, 86822.06300000101 444189.55900000036, 86828.17700000107 444155.3599999994, 86835.87700000033 444121.00400000066, 86845.0700000003 444086.46400000155, 86855.56199999899 444051.6640000008, 86878.7190000005 443983.5210000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.129,-0.06,,,"LINESTRING (86878.7190000005 443983.5210000016, 86917.51199999824 443869.37000000104, 86951.60799999908 443759.32400000095)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.130,0.53,,,"LINESTRING (86953.98999999836 443751.63699999824, 86954.38100000098 443750.3729999997, 87000.7190000005 443583.12000000104, 87021.56599999964 443504.5320000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.131,-1.94,,,"LINESTRING (88780.02299999818 439933.8509999998, 88794.45899999887 439912.86300000176, 88923.03000000119 439727.5029999986)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.132,0.21,,,"LINESTRING (88934.92300000042 439710.3579999991, 88977.82699999958 439648.5029999986, 89067.2890000008 439524.6339999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.133,0.33,,,"LINESTRING (87021.56599999964 443504.5320000015, 87091.26799999923 443241.7800000012, 87115.90399999917 443154.47300000116, 87143.53000000119 443064.34099999815, 87157.42100000009 443023.4629999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.134,-1.5,,,"LINESTRING (88496.91099999845 440345.9750000015, 88522.55299999937 440308.1779999994, 88780.02299999818 439933.8509999998)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.135,3.34,,,"LINESTRING (83707.44700000063 450656.70800000057, 83939.42799999937 450213.7809999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.136,2.74,,,"LINESTRING (84013.81100000069 450066.7179999985, 84100.76300000027 449886.40399999917, 84163.56599999964 449747.05999999866, 84212.4290000014 449642.1279999986, 84259.79600000009 449549.90900000185, 84307.87000000104 449465.61499999836, 84356.26799999923 449388.35599999875, 84398.09299999848 449326.68200000003)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.137,3.43,,,"LINESTRING (83939.42799999937 450213.7809999995, 83983.14299999923 450130.31500000134, 83997.75299999863 450100.01900000125)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.138,-0.27,,,"LINESTRING (87557.98299999908 442107.7569999993, 87769.5859999992 441654.7410000004)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.139,1.27,,,"LINESTRING (87983.48200000077 441202.81599999964, 88037.69799999893 441093.15900000185, 88097.95899999887 440978.8440000005, 88163.78599999845 440861.94000000134, 88222.71999999881 440764.0240000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.140,0.6,,,"LINESTRING (89067.2890000008 439524.6339999996, 89112.9290000014 439461.44200000167, 89349.25499999896 439157.8200000003, 89373.2490000017 439129.2679999992)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.141,3.92,,,"LINESTRING (89694.92599999905 438746.4840000011, 89847.37900000066 438565.0689999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.142,1.24,,,"LINESTRING (87769.5859999992 441654.7410000004, 87874.17500000075 441430.8299999982, 87954.0009999983 441262.4450000003, 87983.48200000077 441202.81599999964)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.143,-1.25,,,"LINESTRING (88293.70899999887 440651.25499999896, 88319.59800000116 440610.60500000045, 88413.9140000008 440468.31599999964, 88496.91099999845 440345.9750000015)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.144,-0.68,,,"LINESTRING (88222.71999999881 440764.0240000002, 88237.00200000033 440740.2960000001, 88292.18600000069 440653.6479999982)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.145,-0.1,,,"LINESTRING (89373.2490000017 439129.2679999992, 89694.92599999905 438746.4840000011)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.146,0.03,,,"LINESTRING (87225.7109999992 438022.95800000057, 87242.7890000008 438016.91899999976, 87289.49399999902 437997.4910000004, 87335.24500000104 437975.0150000006, 87358.01000000164 437962.7010000013, 87403.55999999866 437936.09899999946, 87472.20600000024 437891.97399999946, 87590.04699999839 437811.7259999998, 87640.54699999839 437779.41800000146, 87654.97599999979 437770.8449999988)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.147,0.93,,,"LINESTRING (84741.21200000122 437880.3020000011, 85186.97700000182 437959.13699999824, 85233.8900000006 437965.30999999866)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.148,-1.73,,,"LINESTRING (89173.97700000182 438145.2950000018, 89457.10799999908 438321.7890000008)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.149,0.63,,,"LINESTRING (85233.8900000006 437965.30999999866, 85438.55799999833 437992.243999999, 85589.70199999958 438004.0769999996, 85693.68299999833 438007.82499999925, 85855.48299999908 438012.0769999996, 86004.18100000173 438019.3040000014, 86230.92500000075 438033.4200000018)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.150,3.92,,,"LINESTRING (89457.10799999908 438321.7890000008, 89847.37900000066 438565.0689999983)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.151,0.1,,,"LINESTRING (86230.92500000075 438033.4200000018, 86521.15399999917 438051.48699999973, 86725.92100000009 438062.2729999982, 86730.07699999958 438062.4059999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.152,4.07,,,"LINESTRING (86730.07699999958 438062.4059999995, 86817.87000000104 438065.2199999988, 86902.93699999899 438065.95699999854, 86980.54300000146 438064.08199999854, 87016.39799999818 438062.05999999866, 87082.24599999934 438055.68400000036, 87112.40700000152 438051.2890000008, 87167.99399999902 438040.01999999955, 87218.6959999986 438025.438000001, 87225.7109999992 438022.95800000057)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.153,5.29,,,"LINESTRING (87435.11400000006 454675.3660000004, 86996.27600000054 454318.59600000083)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.154,0.54,,,"LINESTRING (87775.94700000063 455040.44299999997, 87773.60000000149 455037.52699999884, 87743.99799999967 455002.0240000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.155,0.89,,,"LINESTRING (87736.21299999952 454992.686999999, 87658.58799999952 454899.5879999995)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.156,-0.17,,,"LINESTRING (87605.0850000009 454845.1499999985, 87446.32200000063 454684.4789999984, 87435.11400000006 454675.3660000004)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.157,2.25,,,"LINESTRING (88855.07899999991 456077.6460000016, 88712.36600000039 455957.6710000001, 88511.19200000167 455787.3429999985, 88473.46200000122 455754.5920000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.158,2.22,,,"LINESTRING (88473.46200000122 455754.5920000002, 88403.73800000176 455694.0720000006, 88292.62099999934 455594.1420000009, 88235.95800000057 455541.36100000143, 88178.48900000006 455486.3720000014, 88119.8900000006 455428.66800000146, 88106.5540000014 455415.11499999836)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.159,2.26,,,"LINESTRING (89237.8040000014 456399.3929999992, 88855.07899999991 456077.6460000016)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.160,2.24,,,"LINESTRING (89620.52899999917 456721.1409999989, 89237.8040000014 456399.3929999992)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.161,2.24,,,"LINESTRING (90004.2100000009 457041.7470000014, 89678.86300000176 456770.1799999997, 89620.52899999917 456721.1409999989)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.162,2.25,,,"LINESTRING (90396.91899999976 457351.0870000012, 90347.93899999931 457314.8299999982, 90266.44399999827 457253.0379999988, 90185.33900000155 457189.68400000036, 90062.02299999818 457090.00400000066, 90004.2100000009 457041.7470000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.163,2.07,,,"LINESTRING (88106.5540000014 455415.11499999836, 88059.55600000173 455367.3570000008, 87996.58199999854 455300.94299999997, 87929.80900000036 455227.02600000054, 87857.43499999866 455141.70899999887, 87775.94700000063 455040.44299999997)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.164,2.31,,,"LINESTRING (90793.36100000143 457655.6220000014, 90785.30799999833 457648.75499999896, 90695.44900000095 457575.6229999997, 90560.85599999875 457472.438000001, 90396.91899999976 457351.0870000012)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.165,2.34,,,"LINESTRING (91140.13899999857 457999.4910000004, 91108.81100000069 457963.1009999998, 91034.44999999925 457881.8920000009, 90995.8049999997 457841.9770000018, 90955.99199999869 457802.4620000012, 90914.95899999887 457763.3359999992, 90829.45699999854 457686.40199999884, 90793.36100000143 457655.6220000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.166,-1.37,,,"LINESTRING (91462.9149999991 458395.6860000007, 91286.23600000143 458175.2010000013, 91180.56700000167 458046.4510000013, 91148.93400000036 458009.70699999854)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.167,-1.44,,,"LINESTRING (91678.4600000009 458663.50400000066, 91562.24199999869 458519.6409999989, 91462.9149999991 458395.6860000007)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.168,-1.19,,,"LINESTRING (91777.66099999845 458784.1790000014, 91700.3350000009 458690.58199999854, 91689.97599999979 458677.7589999996)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.169,-1.16,,,"LINESTRING (92111.24100000039 459156.44099999964, 92046.54199999943 459089.2719999999, 91944.81199999899 458978.7019999996, 91875.75600000098 458900.30999999866, 91805.72500000149 458818.1479999982, 91777.66099999845 458784.1790000014)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.170,-1.05,,,"MULTILINESTRING ((92468.15799999982 459506.5240000002, 92448 459487.7010000013, 92330.12799999863 459375.07400000095, 92255.08799999952 459301.83999999985, 92167.54399999976 459214.19099999964), (92160.47199999914 459207.1099999994, 92148.53000000119 459195.15300000086, 92111.24100000039 459156.44099999964))"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.171,-1.1,,,"LINESTRING (92834.28400000185 459847.0370000005, 92729.14400000125 459750.2329999991, 92468.15799999982 459506.5240000002)"
pilotgebied_potentiele_waterdiepte_laagste_punt_wegvak__m_.173,0.26,,,"LINESTRING (93608.0709999986 460478.5390000008, 93591.10399999842 460464.2650000006, 93553.13500000164 460434.33100000024, 93515.31599999964 460406.23099999875, 93361.65500000119 460298.625, 93321.60099999979 460269.46599999815, 93238.77299999818 460205.5309999995, 93207.52299999818 460179.6229999997)"
