"number","fraction","prefix","name","suffix","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or_lost","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","applicant_name","applicant_representative","owner_name","legal_description","property_description","location_1"
"4551",,,"PENNSYLVANIA","AVE","5","1","2013","Residential","New Construction","Multifamily","169","13203573","2762240","1048100","201410029","105","Five- Or More Family Dwelling",,"46 PENN DEVELOPMENT","Jackson","4","Kansas City","256068","T345.LT1","PRICE DEVELOPMENT GROUP","JAYSON KESSLER","#N/A","#N/A",,"4551 PENNSYLVANIA AVE
,  64111
(39.045051, -94.593355)"
"4532",,,"PASEO",,"8","20","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2769274","1047697","201315016","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"INNER STATE OIL HOOD","Jackson","3","Kansas City","137994","JA30620181300000000","ATLAS MECHANICAL SERVICES INC","SCOTT KUNZE",,,,"4532 PASEO
,  64110
(39.043977, -94.568262)"
"9820",,"N","OXFORD","CT","3","8","2013","Residential","Additions, Alterations, Repairs","NA","0","500","2798270","1130570","201322947","97","Existing One Or Two Family Residence","BARRINGTON RIDGE SECOND PLAT","SINGLE FAMILY","Clay","1","Liberty","243022","CL1091800100390001","M.V.S. SYSTEMS, INC.","ROBERT E. TEEL","LOPEZ ALICE M","BARRINGTON RIDGE 2ND PLAT LT 8 LT A",,"9820 N OXFORD CT
,  64157
(39.272213, -94.461267)"
"216",,,"PARK","AVE","8","26","2010","Non-Residential","New Construction","NA","0","2700","2773180","1072285","201114863","319","Churches And Other Religious Buildings","PENDLETON HEIGHTS RES","CHUA QUAN AM TEMPLE AND RESIDENCE -PLUMBING","Jackson","3","Kansas City","252175","JA12740122400000000","UNITED UNDERGROUND UTILITIES, INC.","UNITED UNDERGROUND UTILITIES,  INC.",,,,"216 PARK AVE
,  64124
(39.111513, -94.554529)"
"3757",,,"PASEO",,"4","26","2013","Residential","Additions, Alterations, Repairs","NA","0","11000","2769672","1052661","201325184","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","135190","JA30120183701000000","APEX HEATING AND AIR CONDITIONING INC.","SHIRLEY BEELEY","WASHINGTON VERNITA","3751-57 PASEO                 PASEO HEIGHTS S 26 FT OF LOT  71 & N 24 FT OF LOT 72",,"3757 PASEO
,  64109
(39.057669, -94.567379)"
"11407",,,"ORCHARD","RD","6","20","2011","Residential","Additions, Alterations, Repairs","NA","0","500","2783432","1001448","201211934","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","6","Hickman Mills","60248","JA64130081200000000","AB MAY COMPANY","LEAH PALMER",,"CAPFINANCIAL PROPERTIES CV1 LLC",,"11407 ORCHARD RD
,  64134
(38.917045, -94.518748)"
"8650",,"NE","PARVIN","RD","5","3","2013","Non-Residential","New Construction","NA","0","22000","2795145","1093904","201410184","320","Industrial Buildings","HUNT MIDWEST BUSINESS PARK SECOND PLAT","HUNT MIDWEST BUSINESS CENTER 2 (HMBC2)","Clay","1","North Kansas City","220538","CL1820200010110201","RAINBOW CONSTRUCTION UNDERGROUND UTILITIES, L.L.C.","PERMIT SERVICE","HUNT MIDWEST REAL ESTATE~DEVELOPMENT INC","HUNT MIDWEST BUSINESS PARK 2ND PLAT LT 16",,"8650 NE PARVIN RD
,  64161
(39.170182, -94.476544)"
"6610",,,"PARK","AVE","9","25","2013","Residential","Additions, Alterations, Repairs","NA","0","200","2771591","1033944","201416675","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","KANSAS CITY","105703","JA47140082300000000","DORSEY RAYMOND & DONNA L",,"DORSEY RAYMOND & DONNA L","6610 PARK / N 19.8 FT LOT 54 S17 FT LOT 55 S 17 FT LOT 56   HARPERS MEYER BLVD ADD",,"6610 PARK AVE
,  64132
(39.006207, -94.559972)"
"3757",,,"PASEO",,"3","27","2013","Residential","Additions, Alterations, Repairs","NA","0","19000","2769672","1052661","201323800","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","135190","JA30120183701000000","HABITAT FOR HUMANITY KANSAS CITY, INC.","MIKE FRYBERGER","WASHINGTON VERNITA","3751-57 PASEO                 PASEO HEIGHTS S 26 FT OF LOT  71 & N 24 FT OF LOT 72",,"3757 PASEO
,  64109
(39.057669, -94.567379)"
"9829",,"N","OXFORD","CT","7","27","2010","Residential","Additions, Alterations, Repairs","NA","0","15000","2798510","1130628","201113579","97","Existing One Or Two Family Residence","BARRINGTON RIDGE SECOND PLAT","SINGLE FAMILY","Clay","1","Liberty","243042","CL1091800100190001","FRB CONTRACTING LLC","GERALD FORNELLI",,,,"9829 N OXFORD CT
,  64157
(39.272323, -94.461473)"
"9415",,,"OAKLAND","AVE","12","18","2012","Residential","Additions, Alterations, Repairs","NA","0","3443","2788406","1014357","201320032","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Hickman Mills","69263","JA50420131600000000","MHC LLC","PAUL MORTON",,,,"9415 OAKLAND AVE
,  64138
(38.952505, -94.501243)"
"4525",,"N","OAKLEY","AVE","7","18","2012","Residential","Additions, Alterations, Repairs","NA","0","500","2784715","1095835","201313587","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","75666","CL1810800120170001","K & S PLUMBING, LLC","PATRICK KOEHLER",,,,"4525 N OAKLEY AVE
,  64117
(39.176221, -94.514271)"
"2710",,,"PARK","AVE","3","25","2011","Residential","Additions, Alterations, Repairs","NA","0","200","2772762","1059590","201122986","97","Existing One Or Two Family Residence",,"DUPLEX","Jackson","3","Kansas City","26649","JA29710043000000000","NELSON ELECTRIC","JOE MALONE",,"KANSAS CITY SCHOOL DIST",,"2710 PARK AVE
,  64109
(39.076678, -94.555966)"
"6622",,,"PARK","AVE","5","3","2011","Residential","Additions, Alterations, Repairs","NA","0","1000","2771585","1033804","201210064","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Kansas City","105699","JA47140081900000000","ABLE ELECTRIC OF KANSAS CITY LLC","TOM SUPER",,"WHITE BEAR PROPERTIES LLC",,"6622 PARK AVE
,  64132
(39.005802, -94.559991)"
"5242",,"N","PARK","AVE","10","29","2012","Residential","Additions, Alterations, Repairs","NA","0","1000","2773705","1100946","201318059","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","86793","CL1391600120340001","MCGRATH ELECTRIC L.L.C.","BILLIY MC GRATH",,,,"5242 N PARK AVE
,  64118
(39.190104, -94.552689)"
"10806",,"N","PALMER","AVE","3","6","2012","Residential","New Construction","Single Family","0","5470","2791868","1137111","201222273","101","New Single Family Dwelling","BROOKE RIDGE SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","Liberty","239245","CL1080700170030001","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS",,,,"10806 N PALMER AVE
,  64157
(39.289588, -94.488573)"
"2719",,,"PARK","AVE","5","2","2013","Residential","Additions, Alterations, Repairs","NA","0","3800","2772873","1059550","201410114","434","Existing - Residential Bldg-Addn-Alter-Conv",,"PARK AVENUE APARTMENTS","Jackson","3","Kansas City","26665","JA29710030800000000","NUMER PLUMBING","NUMER, WARREN LINN","WINFREY ANDREW","2717-19 PARK/LOTS 28 & 29 RES WRIGHT PLACE",,"2719 PARK AVE
,  64109
(39.076414, -94.555979)"
"7426",,"NW","PARK FOREST","LN","6","21","2013","Residential","Additions, Alterations, Repairs","NA","0","1500","2742994","1115794","201412277","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","170415","PL206013400009001000","ALVIN'S REPAIRS","EICHELBERG, ALVIN","BROWN, BOBBY W & MARY E","7426 NW PARK FOREST LN        PARK FOREST LOT 1 EXC W 5 FT  BLK 8",,"7426 NW PARK FOREST LN
,  64152
(39.230666, -94.661287)"
"8944",,"NE","PAWPAW","DR","3","17","2011","Residential","New Construction","Single Family","0","1050","2797584","1142966","201122650","101","New Single Family Dwelling","HUNTERS GLEN NORTH SECOND PLAT","NEW SINGLE FAMILY MSTR PLN 200911341","Clay","1","Liberty","233904","CL1061300070030001","PALMER ELECTRIC COMPANY","KAREN PALMER",,"SEC OF HOUSING & URBAN DEVELOPMENT",,"8944 NE PAWPAW DR
,  64157
(39.305255, -94.468699)"
"9705",,"N","OXFORD","CT","11","21","2013","Residential","New Construction","Single Family","0","5000","2799038","1129882","201419340","101","New Single Family Dwelling","HILLS OF MONTCLAIR SECOND PLAT","SINGLE FAMILY","Clay","1","LIBERTY","236670","CL1091800190050001","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","NORTH AMERICAN SAVINGS BANK","HILLS OF MONTCLAIR 2ND PLAT LT 108",,"9705 N OXFORD CT
,  64157
(39.269411, -94.46378)"
"5016",,,"PEBBLE","CIR","11","13","2013","Residential","Additions, Alterations, Repairs","NA","0","400","2811511","1042331","201418927","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","RAYTOWN","62863","JA33530015200000000","ENDEAVOR TELECOM, INC.","TIFFANIE CHATMAN","HUNTER BRANDON LEE & KELLY ALEX NICHOLE","5016 PEBBLE CIR               PEBBLE CREEK 1ST PLAT LOT 5",,"5016 PEBBLE CIR
,  64133
(39.029496, -94.419576)"
"4050",,,"PENNSYLVANIA","AVE","3","20","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","6000","2762557","1051099","201222908","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","KC RIGHT-OF-WAY","SCHLEE, HUBER  LAW OFFICE T/F","Jackson","4","Kansas City","189790","3012580","KASA ELECTRIC LLC","JULIE JONES",,,,"4050 PENNSYLVANIA AVE
,  
(39.054355, -94.592656)"
"5832",,"N","OAKLEY","AVE","12","22","2010","Residential","Additions, Alterations, Repairs","NA","0","400","2785082","1104655","201119691","97","Existing One Or Two Family Residence",,"SINGLE FMAILY","Clay","1","North Kansas City","90088","CL1471200150260001","SUSAN'S SERVICE COMPANY, L.L.C.","SUSAN EVANS",,"LEAVEY DAVID M & EMILY S",,"5832 N OAKLEY AVE
,  64119
(39.200682, -94.512849)"
"3029",,,"PARK","AVE","12","28","2011","Residential","Demolition","Single Family","1","80","2772793","1057397","201219715","645","DEMOLITION - ONE-FAMILY DWELLING",,"SINGLE FAMILY RESIDENCE","Jackson","3","Kansas City Missouri","26847","JA29710241200000000","KAW VALLEY WRECKING, LLC","TOM LYNCH",,,,"3029 PARK AVE
,  64109
(39.070745, -94.556274)"
"4830",,,"PARK","AVE","3","20","2013","Residential","Demolition","Single Family","1","0","2772170","1045506","201323530","645","Demolition - One-Family Dwelling",,"SINGLE FAMILY","Jackson","3","Kansas City","138502","JA30640161600000000","KAW VALLEY WRECKING, LLC","TOM LYNCH","VETERANS AFFAIRS","4830 PARK / LOT 80 PROSPECT   HILL",,"4830 PARK AVE
,  64130
(39.037981, -94.55803)"
"8606",,"N","OVERLAND","DR","5","11","2011","Residential","Additions, Alterations, Repairs","NA","0","650","2749334","1123116","201210322","97","Existing One Or Two Family Residence",,"SINGLE FAMILY/PLUMBING","Platte","2","Park Hill","161042","PL193008200003006000","DUNLAP PLUMBING, INC.","KEVIN DUNLAP",,"CORN BRIAN DAVID &",,"8606 N OVERLAND DR
,  64154
(39.251041, -94.63883)"
"3014",,,"PARK","AVE","11","5","2010","Residential","Additions, Alterations, Repairs","NA","0","700","2772679","1057604","201117886","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","26862","JA29710232400000000","R.W. ELECTRIC & CONSTRUCTION, INCORPORATED","RONALD WILLIAMS",,,,"3014 PARK AVE
,  64109
(39.071241, -94.556246)"
"6167",,,"PASEO",,"2","25","2011","Residential","Additions, Alterations, Repairs","NA","0","2976","2768920","1036791","201121861","97","Existing One Or Two Family Residence",,"DUPLEX","Jackson","5","Kansas City","105242","JA47120181200000000","BUILDING CONTROL SOLUTIONS, LLC","CHERYL MORTON",,"LINGENFELTER WILLIAM BRUCE &",,"6167 PASEO
,  64110
(39.014151, -94.569931)"
"7234",,"N","OAKLAND","AVE","2","19","2013","Residential","Additions, Alterations, Repairs","NA","0","500","2790752","1113300","201322331","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","Liberty","98141","CL1451100020100001","SHON RICHARDS PLUMBING LLC","SHON RICHARDS","EIKEL THOMAS J & JANNA L","7234 N OAKLAND AVE            NORTH BROOK 1ST PLAT          LOT 10 BLK 3",,"7234 N OAKLAND AVE
,  64158
(39.224223, -94.492594)"
"4941",,,"PARK","AVE","1","15","2010","Residential","Additions, Alterations, Repairs","NA","0","35000","2772254","1044716","201020493","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","5","Kansas City","138947","JA30640211600000000","LEWIS RENOVATIONS AND REMODELING L.L.C.","TIMOTHY A LEWIS",,"4941 PARK / LOT 166 PROSPECT  HILL",,"4941 PARK AVE
,  64130
(39.035842, -94.558139)"
"8534",,"NW","PRAIRIE VIEW","RD","5","16","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","18250","2742908","1122641","201210529","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","ZONA ROSA 3RD PLAT","IDEAL IMAGE T/F","Platte","2","Park Hill","225481","PL201012100001097000","JAKES INDUSTRIAL, INC.","JEFF MCLALLEN",,"INDEPENDENCE AVENUE DEV",,"8534 NW PRAIRIE VIEW RD
,  64153
(39.249531, -94.661226)"
"9650",,"NW","PRAIRIE VIEW","RD","2","15","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","6900","2741296","1129659","201121464","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","TIFFANY SPRINGS AUTO PLAZA","JAY WOLFE","Platte","2","Park Hill","214235","PL177036000014006000","SHAW ELECTRIC CO.","PERMIT SERVICE",,"POSTY CARDS INC",,"9650 NW PRAIRIE VIEW RD
,  64153
(39.269021, -94.66664)"
"3901",,,"PROSPECT","AVE","2","17","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","1200","2773559","1051786","201221590","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"PICK-N-SAVE KITCHEN T/F","Jackson","3","Kansas City","29847","JA31330080300000000","451 PROTECTION, INC.","DAN SHIRER",,,,"3901 PROSPECT AVE
,  64130
(39.055237, -94.553597)"
"2451",,,"POPLAR","AVE","7","9","2010","Residential","Additions, Alterations, Repairs","NA","0","975","2781484","1060876","201112827","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","Kansas City","19188","JA28530181700000000","AARY'S HEATING & COOLING","THOMPSON, GARY",,,,"2451 POPLAR AVE
,  64127
(39.08023, -94.525666)"
"6301",,,"PENNSYLVANIA","AVE","6","23","2010","Residential","Additions, Alterations, Repairs","NA","0","6000","2761510","1036779","201112148","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","4","Kansas City","108979","JA47340011000000000","O'DELL CONSTRUCTION","CATHERINE O'DELL",,"6301 PENNSYLVANIA             GREENWAY FIELDS LOT 10 BLK 1",,"6301 PENNSYLVANIA AVE
,  64113
(39.013982, -94.595906)"
"8605",,"NW","PRAIRIE VIEW","RD","11","16","2011","Non-Residential","Additions, Alterations, Repairs","NA","0","2610","2743016","1123392","201218227","437","EXIST - NONRESIDNTL BLDG-ADDN-ALTER-CONV","ZONA ROSA 2ND PLAT","LENS CRAFTER TENANT RENOVATION","Platte","2","Park Hill","222868","PL201012100004009000","JAYHAWK FIRE SPRINKLER CO INC","DREW ROBBINS",,,,"8605 NW PRAIRIE VIEW RD
,  64153
(39.250499, -94.661473)"
"5648",,"N","POTTER","AVE","11","5","2012","Residential","Additions, Alterations, Repairs","NA","0","4718","2792594","1103452","201318364","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Clay","1","North Kansas City","89247","CL1481100050300001","CLIMATE CONTROL HEATING & COOLING, INC.","TIFFANY BRINEGAR",,,,"5648 N POTTER AVE
,  64119
(39.197109, -94.486093)"
"30",,"W","PERSHING","RD","3","28","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","8527","2764373","1062524","201223355","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","TRANSPORATION  AUTHORITY OFFICE","Jackson","4","Kansas City","239600","JA29530260101200000","MARK ONE ELECTRIC COMPANY, INC.","PERMIT SERVICE, INC.",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"1",,"E","PERSHING","RD","12","12","2012","Non-Residential","Additions, Alterations, Repairs","NA","0","2500","2764884","1061942","201319794","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"WESTIN HOTEL","Jackson","4","Kansas City","125060","JA29530241200000000","THYSSENKRUPP ELEVATOR CORPORATION","MARTHA RIVERA",,,,"1 E PERSHING RD
,  64108
(39.083995, -94.583523)"
"4247",,,"PROSPECT","AVE","10","24","2013","Residential","Additions, Alterations, Repairs","NA","0","15","2773458","1049281","201418137","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Jackson","3","KANSAS CITY","30093","JA31330231800000000","VIRGIL TAYLOR","NATHAN TAYLOR","FANNIE MAE","4247 PROSPECT / LOT 380       OAK PARK",,"4247 PROSPECT AVE
,  64130
(39.048393, -94.553962)"
"6320",,,"PROSPECT","AVE","5","28","2013","Non-Residential","Additions, Alterations, Repairs","NA","0","5130","2772570","1035626","201411189","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv",,"Bank of america","Jackson","5","Kansas City","105579","JA47140015000000000","HEARTLAND ELECTRIC CORPORATION","JULIA FISHER","MIDWEST DIVISION RMC LLC","6310 PROSPECT AVE             REASEARCH MEDICAL CENTER      PRT OF LOT 2 DAF: BEG NE COR  OF LOT 3 SD SUB TH W 285 FT   TH N 255 FT TH W 140 FT TH N  45 FT TH E 425 FT TH S 300    FT TO POB",,"6320 PROSPECT AVE
,  64132
(39.01154, -94.556224)"
"7709",,"N","POMONA","PL","6","11","2012","Residential","Additions, Alterations, Repairs","NA","0","500","2740253","1117985","201311764","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","169892","PL206013200005133000","A.B. MAY COMPANY","MEGAN KAPPLE",,,,"7709 N POMONA PL
,  64152
(39.237033, -94.67114)"
"5942",,"N","POLK","DR","11","27","2013","Residential","Additions, Alterations, Repairs","NA","0","500","2750119","1105384","201419578","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","PARK HILL","166327","PL199029300004001000","SHON RICHARDS PLUMBING LLC","SHON RICHARDS","BRAME, JEFFREY R & LAURA E TRUST","5942 N POLK DR                HILLS OF WALDEN LOT 1 BLK 2",,"5942 N POLK DR
,  64151
(39.202551, -94.636101)"
"30",,"W","PERSHING","RD","9","30","2010","Non-Residential","Additions, Alterations, Repairs","NA","0","11014","2764373","1062524","201116326","437","Existing - Nonresidntl Bldg-Addn-Alter-Conv","MARSH'S ADD","KANSAS CITY AREA DEVELOPMENT OFFICE","Jackson","4","Kansas City","239601","JA29530260101300000","JAYHAWK FIRE SPRINKLER CO INC","TRAVIS ASHLOCK",,,,"30 W PERSHING RD
,  64108
(39.084068, -94.584514)"
"5802",,"N","POLK","DR","2","10","2012","Residential","Additions, Alterations, Repairs","NA","0","900","2749794","1104696","201221359","97","Existing One Or Two Family Residence",,"SINGLE FAMILY","Platte","2","Park Hill","166405","PL199029300004032000","B & L PLUMBING SERVICE, INC.","MARY MONTGOMERY",,,,"5802 N POLK DR
,  64151
(39.200532, -94.637094)"
"5708",,"N","PLAZA","DR","2","12","2013","Residential","Additions, Alterations, Repairs","NA","0","150","2762674","1105578","201322090","97","Existing One Or Two Family Residence",,"MOBILE HOME","Clay","2","North Kansas City","96974","CL1380200010120001","PARKER'S ELECTRIC, INC.","DON PARKER","LAKEVIEW TERRACE MOBILE HOME PARK","5800 N MADISON                SEC 27 51 33 N 65 AC          OF W 1/2 OF SE 1/4 & LAKE VIEWTERRACE MOBILE HOME COMMUNITY 2 TR B",,"5708 N PLAZA DR
,  64118
(39.197222, -94.565851)"
"8441",,"NW","PRAIRIE VIEW","RD","2","28","2011","Non-Residential","New Construction","NA","0","1300","2743435","1122036","201121864","327","Stores And Customer Service Buildings","REPLAT OF LOT 2 ZONA ROSA 4TH PLAT","BUFFALO WILD WINGS RESTAURANT","Platte","2","Park Hill","237718","PL201012100004015001","MODERN SUPPLY COMPANY, INC.","NANCY CRAMER",,"MAVEN REALTY INC",,"8441 NW PRAIRIE VIEW RD
,  64153
(39.247852, -94.661043)"
