"number","fraction","prefix","street","suffix","full_address","zip","month","day","year","res_non","type","sf_mf","dwelling_units_gained_or","permit_value","how_far_east","how_far_north","permit_number","structure_class","class_description","subdivision","project_description","county","council_district","school_district","pin","parcel","address","applicant_name","applicant_representative","legal"
"7505",,"NE","100TH","CT","7505 NE 100TH CT","64157","4","24","2017","Residential","New Construction","Single Family","0","$   7,030","2791435","1131682","201728571","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261566","SD0934V.TEMPLT","7505 NE 100TH CT","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT","ERROR: #N/A"
"7505",,"NE","100TH","CT","7505 NE 100TH CT","64157","4","26","2017","Residential","New Construction","Single Family","0","$   6,600","2791435","1131682","201728849","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261566","SD0934V.TEMPLT","7505 NE 100TH CT","JOE KILOWATT INC.","PERMIT SERVICE, INC","ERROR: #N/A"
"7509",,"NE","100TH","CT","7509 NE 100TH CT","64157","1","19","2017","Residential","New Construction","Single Family","1","$   314,600","2791459","1131517","201723653","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261565","SD0934V.TEMPLT","7509 NE 100TH CT","MCFARLAND CUSTOM BUILDERS, INC","RALPH YEATER","ERROR: #N/A"
"7509",,"NE","100TH","CT","7509 NE 100TH CT","64157","1","24","2017","Residential","New Construction","Single Family","0","$   7,000","2791459","1131517","201723893","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261565","SD0934V.TEMPLT","7509 NE 100TH CT","RELIABLE MECHANICAL SERVICES, INC.","PERMIT SERVICE, INC","ERROR: #N/A"
"7509",,"NE","100TH","CT","7509 NE 100TH CT","64157","4","28","2017","Residential","New Construction","Single Family","0","$   7,030","2791459","1131517","201728914","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261565","SD0934V.TEMPLT","7509 NE 100TH CT","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT","ERROR: #N/A"
"7509",,"NE","100TH","CT","7509 NE 100TH CT","64157","5","4","2017","Residential","New Construction","Single Family","0","$   6,800","2791459","1131517","201810321","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261565","SD0934V.TEMPLT","7509 NE 100TH CT","JOE KILOWATT INC.","PERMIT SERVICE, INC","ERROR: #N/A"
"7510",,"NE","100th","Ct","7510 NE 100th Ct","64157","11","26","2019","Residential","New Construction","Single Family","1","$   230,000","2791943","1131735","CPBR-2019-01974","101","New Single Family Dwelling",,"Single Family","Clay","1","LIBERTY","261569","CL1081500090120001","7510 NE 100th Ct","SAB CONSTRUCTION, LLC","SCOTT BAMESBERGER","ERROR: #N/A"
"7510",,"NE","100th","Ct","7510 NE 100th Ct","64157","12","27","2019","Residential","New Construction","Single Family","0","$   9,000","2791943","1131735","CPPR-2019-03046","101","New Single Family Dwelling",,"Single Family","Clay","1","LIBERTY","261569","CL1081500090120001","7510 NE 100th Ct","MILLER PLUMBING COMPANY INC","Margie Minnich","ERROR: #N/A"
"7511",,"NE","100TH","CT","7511 NE 100TH CT","64157","7","7","2017","Residential","New Construction","Single Family","1","$   266,000","2791471","1131517","201814003","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261564","SD0934V.TEMPLT","7511 NE 100TH CT","SAB CONSTRUCTION, LLC","CURTIS TATE","ERROR: #N/A"
"7511",,"NE","100TH","CT","7511 NE 100TH CT","64157","7","28","2017","Residential","New Construction","Single Family","0","$   7,000","2791471","1131517","201815276","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261564","SD0934V.TEMPLT","7511 NE 100TH CT","RELIABLE MECHANICAL SERVICES, INC.","PERMIT SERVICE, INC","ERROR: #N/A"
"7511",,"NE","100TH","CT","7511 NE 100TH CT","64157","10","5","2017","Residential","New Construction","Single Family","0","$   9,000","2791472","1131518","201819019","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261564","CL1081500090070001","7511 NE 100TH CT","C-R ELECTRICAL, LLC","TIMOTHY CLARK","ERROR: #N/A"
"7511",,"NE","100TH","CT","7511 NE 100TH CT","64157","11","13","2017","Residential","New Construction","Single Family","0","$   8,338","2791472","1131518","201821244","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","261564","CL1081500090070001","7511 NE 100TH CT","MIKE BRYANT HEATING & COOLING, LLC","MIKE BRYANT","ERROR: #N/A"
"7515",,"NE","100TH","CT","7515 NE 100TH CT","64157","4","12","2017","Residential","New Construction","Single Family","1","$   225,000","2791495","1131682","201728063","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261563","SD0934V.TEMPLT","7515 NE 100TH CT","ASPEN HOMEBUILDERS LLC","PERMIT SERVICE","ERROR: #N/A"
"7515",,"NE","100TH","CT","7515 NE 100TH CT","64157","10","17","2017","Residential","New Construction","Single Family","0","$   12,806","2791496","1131683","201819709","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100TH CT","MILLER PLUMBING COMPANY INC","PERMIT SERVICE, INC.","ERROR: #N/A"
"7515",,"NE","100TH","CT","7515 NE 100TH CT","64157","11","17","2017","Residential","New Construction","Single Family","0","$   7,500","2791496","1131683","201821520","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100TH CT","C-R ELECTRICAL, LLC","TIMOTHY CLARK","ERROR: #N/A"
"7515",,"NE","100TH","CT","7515 NE 100TH CT","64157","3","1","2018","Residential","New Construction","Single Family","0","$   4,200","2791495","1131682","201826794","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100TH CT","UNITED HEATING & COOLING, INC.","ASHLEY FINDLEY","ERROR: #N/A"
"7515",,"NE","100th","Ct","7515 NE 100th Ct","64157","7","31","2018","Residential","Additions, Alterations, Repairs","NA","0","$   19,710","2792018","1131551","CPBR-201835436","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100th Ct","ASPEN HOMEBUILDERS LLC","SCOTT KOENIGSDORF","ERROR: #N/A"
"7515",,"NE","100th","Ct","7515 NE 100th Ct","64157","8","9","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2792018","1131551","CPER-2018-35721","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100th Ct","C-R ELECTRICAL, LLC","TIM CLARK","ERROR: #N/A"
"7515",,"NE","100th","Ct","7515 NE 100th Ct","64157","8","9","2018","Residential","Additions, Alterations, Repairs","NA","0","$   2,400","2792018","1131551","CPPR-2018-35654","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100th Ct","MILLER PLUMBING COMPANY INC",,"ERROR: #N/A"
"7515",,"NE","100th","Ct","7515 NE 100th Ct","64157","1","7","2019","Residential","Additions, Alterations, Repairs","Single Family","0","$   475","2792018","1131551","CPER-2018-37796","97","Existing 1 or 2 Family Residence",,"Single Family","Clay","1","LIBERTY","261563","CL1081500090060001","7515 NE 100th Ct","ADT LLC","WILLIAM MAGNAH","ERROR: #N/A"
"7517",,"NE","100TH","CT","7517 NE 100TH CT","64157","9","15","2017","Residential","New Construction","Single Family","1","$   225,000","2791507","1131517","201817894","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261562","SD0934V.TEMPLT","7517 NE 100TH CT","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","ERROR: #N/A"
"7517",,"NE","100TH","CT","7517 NE 100TH CT","64157","9","19","2017","Residential","New Construction","Single Family","0","$   5,000","2791507","1131517","201818061","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261562","SD0934V.TEMPLT","7517 NE 100TH CT","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","ERROR: #N/A"
"7517",,"NE","100TH","CT","7517 NE 100TH CT","64157","4","6","2018","Residential","New Construction","Single Family","0","$   8,345","2791507","1131517","201828795","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261562","CL1081500090050001","7517 NE 100TH CT","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","ERROR: #N/A"
"7517",,"NE","100TH","CT","7517 NE 100TH CT","64157","4","16","2018","Residential","New Construction","Single Family","0","$   4,300","2791507","1131517","201829328","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - SIXTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","261562","CL1081500090050001","7517 NE 100TH CT","PALMER ELECTRIC COMPANY","MICHAEL CHAPMAN","ERROR: #N/A"
"7517",,"NE","100th","Ct","7517 NE 100th Ct","64157","8","1","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2792111","1131554","CPBR-201835489","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","261562","CL1081500090050001","7517 NE 100th Ct","Needs Contact","Needs Contact","ERROR: #N/A"
"7517",,"NE","100th","Ct","7517 NE 100th Ct","64157","8","1","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2792111","1131554","CPEP-201835495","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","261562","CL1081500090050001","7517 NE 100th Ct","CPD-Homeowner","CPD Homeowner","ERROR: #N/A"
"7517",,"NE","100th","Ct","7517 NE 100th Ct","64157","8","1","2018","Residential","Additions, Alterations, Repairs","NA","0","$   1,000","2792111","1131554","CPMP-201835493","0",,,"SINGLE FAMILY","Clay","1","LIBERTY","261562","CL1081500090050001","7517 NE 100th Ct","CPD-Homeowner","CPD Homeowner","ERROR: #N/A"
"10416",,"NE","100TH","CT","10416 NE 100TH CT","64157","5","17","2016","Residential","Additions, Alterations, Repairs","NA","0","$   10,725","2803116","1132004","201710898","97","Existing One Or Two Family Residence","AMBER MEADOWS FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","215350","CL1091500020130001","10416 NE 100TH CT","CLIMATE CONTROL HEATING & COOLING, INC.","EUGENE AMICK","SEC 36-52-32 SE1/4 NW1/4 AMBER MEADOWS FOURTH PLAT LOT 220"
"10418",,"NE","100TH","CT","10418 NE 100TH CT","64157","10","17","2016","Residential","Additions, Alterations, Repairs","NA","0","$   225","2803172","1132078","201718964","97","Existing One Or Two Family Residence","AMBER MEADOWS FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","215349","CL1091500020140001","10418 NE 100TH CT","THE BEARDED PLUMBER AND HANDYMAN SERVICES, LLC","SAM COOTS","SEC 36-52-32 SE1/4 NW1/4 AMBER MEADOWS FOURTH PLAT LOT 219"
"8048",,"NE","100TH","PL","8048 NE 100TH PL","64157","6","26","2014","Residential","New Construction","Single Family","1","$   185,000","2793792","1132167","201512884","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256914","T3400.200","8048 NE 100TH PL","ASPEN HOMEBUILDERS LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 200"
"8048",,"NE","100TH","PL","8048 NE 100TH PL","64157","7","21","2014","Residential","New Construction","Single Family","0","$   7,000","2793792","1132167","201514034","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256914","T3400.200","8048 NE 100TH PL","MILLER PLUMBING COMPANY, INC.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 200"
"8048",,"NE","100TH","PL","8048 NE 100TH PL","64157","7","28","2014","Residential","New Construction","Single Family","0","$   6,700","2793792","1132167","201514435","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256914","T3400.200","8048 NE 100TH PL","C-R ELECTRICAL, LLC","CLARK AND REDFORD ELECTRICAL LLC","BENSON PLACE FIELDSTONE 4TH PLAT LT 200"
"8048",,"NE","100TH","PL","8048 NE 100TH PL","64157","4","9","2015","Residential","New Construction","Single Family","0","$   5,100","2793792","1132167","201527330","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256914","T3400.200","8048 NE 100TH PL","UNITED HEATING & COOLING, INC.","ASHLEY FINDLEY","BENSON PLACE FIELDSTONE 4TH PLAT LT 200"
"8048",,"NE","100TH","PL","8048 NE 100TH PL","64157","8","6","2015","Residential","New Construction","Single Family","0","$   150","2793792","1132167","201615198","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256914","CL1081600150120001","8048 NE 100TH PL","MILLER PLUMBING COMPANY, INC.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 200"
"8051",,"NE","100TH","PL","8051 NE 100TH PL","64157","5","23","2014","Residential","New Construction","Single Family","1","$   215,000","2793742","1132068","201511172","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256913","T3400.199","8051 NE 100TH PL","SAB CONSTRUCTION, LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 199"
"8051",,"NE","100TH","PL","8051 NE 100TH PL","64157","6","11","2014","Residential","New Construction","Single Family","0","$   5,000","2793742","1132068","201512069","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256913","T3400.199","8051 NE 100TH PL","DIAMOND PLUMBING LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 199"
"8051",,"NE","100TH","PL","8051 NE 100TH PL","64157","8","28","2014","Residential","New Construction","Single Family","0","$   3,500","2793742","1132068","201516117","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256913","T3400.199","8051 NE 100TH PL","CROWN ELECTRICAL SERVICES, L.L.C.","JULIE KING","BENSON PLACE FIELDSTONE 4TH PLAT LT 199"
"8051",,"NE","100TH","PL","8051 NE 100TH PL","64157","9","9","2014","Residential","New Construction","Single Family","0","$   8,038","2793742","1132068","201516634","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256913","T3400.199","8051 NE 100TH PL","MIKE BRYANT HEATING AND COOLING","MIKE BRYANT","BENSON PLACE FIELDSTONE 4TH PLAT LT 199"
"8051",,"NE","100TH","PL","8051 NE 100TH PL","64157","12","18","2014","Residential","New Construction","Single Family","0","$   375","2793742","1132068","201522011","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256913","T3400.199","8051 NE 100TH PL","DIAMOND PLUMBING LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 199"
"8052",,"NE","100TH","PL","8052 NE 100TH PL",,"3","4","2014","Residential","New Construction","Single Family","1","$   210,000","2793882","1132207","201423072","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256915","T3400.201","8052 NE 100TH PL","SUMMIT CUSTOM HOMES, LLC","PERMIT SERVICE INC","BENSON PLACE FIELDSTONE 4TH PLAT LT 201"
"8052",,"NE","100TH","PL","8052 NE 100TH PL",,"3","5","2014","Residential","New Construction","Single Family","0","$   10,000","2793882","1132207","201423137","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256915","T3400.201","8052 NE 100TH PL","CENTURY PLUMBING CO.","PERMIT SERVICE, INC.","BENSON PLACE FIELDSTONE 4TH PLAT LT 201"
"8052",,"NE","100TH","PL","8052 NE 100TH PL","64157","5","27","2014","Residential","New Construction","Single Family","0","$   4,200","2793882","1132207","201511249","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256915","T3400.201","8052 NE 100TH PL","UNITED HEATING & COOLING, INC.","KAYLA YORK","BENSON PLACE FIELDSTONE 4TH PLAT LT 201"
"8052",,"NE","100TH","PL","8052 NE 100TH PL","64157","6","3","2014","Residential","New Construction","Single Family","0","$   7,000","2793882","1132207","201511609","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","SINGLE FAMILY","Clay","1","LIBERTY","256915","T3400.201","8052 NE 100TH PL","TEAGUE ELECTRIC CONSTRUCTION, INC.","AMY SAUNDERS","BENSON PLACE FIELDSTONE 4TH PLAT LT 201"
"8059",,"NE","100TH","PL","8059 NE 100TH PL","64157","4","4","2014","Residential","New Construction","Single Family","1","$   200,000","2793799","1131988","201424626","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256912","T3400.198","8059 NE 100TH PL","ROBERTSON CONSTRUCTION, L.L.C.","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 198"
"8059",,"NE","100TH","PL","8059 NE 100TH PL","64157","4","8","2014","Residential","New Construction","Single Family","0","$   5,000","2793799","1131988","201424743","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256912","T3400.198","8059 NE 100TH PL","ROBERTSON PLUMBING, LLC","PERMIT SERVICE","BENSON PLACE FIELDSTONE 4TH PLAT LT 198"
"8059",,"NE","100TH","PL","8059 NE 100TH PL","64157","6","5","2014","Residential","New Construction","Single Family","0","$   7,099","2793799","1131988","201511761","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256912","T3400.198","8059 NE 100TH PL","MCDANIEL FURNACE & SHEET METAL, INC.","SHEILA DAVIS","BENSON PLACE FIELDSTONE 4TH PLAT LT 198"
"8059",,"NE","100TH","PL","8059 NE 100TH PL","64157","6","25","2014","Residential","New Construction","Single Family","0","$   4,300","2793799","1131988","201512761","101","New Single Family Dwelling","BENSON PLACE FIELDSTONE - FOURTH PLAT","NEW SINGLE FAMILY","Clay","1","LIBERTY","256912","T3400.198","8059 NE 100TH PL","PALMER ELECTRIC COMPANY","DEBBIE JOINER","BENSON PLACE FIELDSTONE 4TH PLAT LT 198"
