"fiscal_year","service","department","program","expense_category","posted_at_fund_name","fund_type","budget_object_name","expense_type","byproposed_submitted_budget_2017_18_budget_data","byadopted_adopted_budget_2017_18_budget_data"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","64595","64595"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","FICA Benefits-City","Personnel Cost","11805","11805"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","105993","105993"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","Employee Pension","Personnel Cost","19831","19831"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","Wages-Contract Employees","Personnel Cost","19595","19595"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","824780","824780"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","General Fund","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","154317","154317"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Public Mass Transportation","Tax Supported Funds","Life Insurance","Personnel Cost","108","108"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Public Mass Transportation","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","18137","18137"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Public Mass Transportation","Tax Supported Funds","FICA Benefits-City","Personnel Cost","7716","7716"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Public Mass Transportation","Tax Supported Funds","Employee Pension","Personnel Cost","12962","12962"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Public Mass Transportation","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","100860","100860"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Convention and Tourism","Tax Supported Funds","Life Insurance","Personnel Cost","113","113"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Convention and Tourism","Tax Supported Funds","FICA Benefits-City","Personnel Cost","8053","8053"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Convention and Tourism","Tax Supported Funds","Employee Pension","Personnel Cost","13529","13529"
"2018","Finance and Governance","Office of the City Manager","City Managers Office","Personal Services","Convention and Tourism","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","105273","105273"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Commodities","Development Services","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1600","1600"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Contractual Services","Development Services","Tax Supported Funds","Dues And Memberships","Operating Expense","1800","1800"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Contractual Services","Development Services","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","105000","105000"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Contractual Services","Development Services","Tax Supported Funds","Wireless Phone Usage","Operating Expense","821","821"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Contractual Services","Development Services","Tax Supported Funds","Promotional Expense","Operating Expense","2500","2500"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Contractual Services","Development Services","Tax Supported Funds","Training Svs/Registrations","Operating Expense","500","500"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","Emp Charged-Out","Personnel Cost","-158073","-158073"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","Life Insurance","Personnel Cost","480","480"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","Hosp & Life Ins-Employees","Personnel Cost","76239","76239"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","Management Automobile Allowanc","Personnel Cost","5908","5908"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","FICA Benefits-City","Personnel Cost","34188","34188"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","Employee Pension","Personnel Cost","57431","57431"
"2018","Finance and Governance","Office of the City Manager","Economic Development","Personal Services","Development Services","Tax Supported Funds","Wages-Reg Full Time Employees","Personnel Cost","446896","446896"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","General Fund","Tax Supported Funds","Training Materials","Operating Expense","3281","3281"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","General Fund","Tax Supported Funds","Computer & Word Processor Soft","Operating Expense","5000","5000"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","General Fund","Tax Supported Funds","Motor Vehicle Gas Oil & Lubric","Operating Expense","4051","4051"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","General Fund","Tax Supported Funds","Fuel-Other Than Motor Vehicle","Operating Expense","757","757"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","General Fund","Tax Supported Funds","Gen.Office Supplies","Operating Expense","1600","1600"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","Health Levy","Tax Supported Funds","Motor Vehicle Gas Oil & Lubric","Operating Expense","4845","4845"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Commodities","Health Levy","Tax Supported Funds","Gen.Office Supplies","Operating Expense","800","800"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","General Fund","Tax Supported Funds","Catering Services","Operating Expense","3500","3500"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","General Fund","Tax Supported Funds","Dues And Memberships","Operating Expense","500","500"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","General Fund","Tax Supported Funds","Contracts W/Non-Municipal Agen","Operating Expense","50000","50000"
"2018","Finance and Governance","Office of the City Manager","Emergency Management Services","Contractual Services","General Fund","Tax Supported Funds","Rent Of Office Equipment","Operating Expense","1980","1980"
