"parcel_number","property_class","property_status","inventory_type","zoned_as","address1","city","state","postal_code","county","neighborhood","council_district","sold_date","school_district","potential_use","demo_needed","market_value_year","market_value","square_footage","property_condition","structure_square_footage","number_of_bedrooms","number_of_full_baths","date_evaluated","location"
"JA47110011400000000","Residential Vacant","Acquired","Land Bank","R-2.5","5931  WABASH AVE","Kansas City","MO","64130","Jackson","Blue Hills","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","9500.0","4234.717292","Vacant lot or land - usable",,,,,"POINT (-94.556939 39.018017)"
"JA28130220900000000","Residential Vacant","Acquired","Land Bank","R-2.5","6017 E 15TH TER","Kansas City","MO","64127","Jackson","West Blue Valley","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","true","2019","2300.0","4105.075278","Vacant lot or land - usable",,,,,"POINT (-94.511549 39.092959)"
"JA28530103800000000","Commercial Vacant","Acquired","Land Bank","B3-2","2406 Spruce Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2250.0","4029.79729167","Vacant lot or land - usable",,,,,"POINT (-94.532777 39.081897)"
"JA46310021300000000","Residential Vacant","Acquired","Land Bank","R-1.5","5901 Indiana Ave","KANSAS CITY","MO","64130","JACKSON","South Town Fork Creek","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","6750.0","4632.29","Vacant lot or land - usable",,,,,"POINT (-94.546408 39.01897)"
"JA13840190400000000","Residential Vacant","Acquired","Land Bank","R-2.5","5209  SMART AVE","Kansas City","MO","64124","Jackson","South Indian Mound","4th",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","4250.0","1738.55267361","Vacant lot or land - usable",,,,,"POINT (-94.520607 39.108901)"
"JA31410060800000000","Residential Vacant","Acquired","Land Bank","R-2.5","4315 Askew Ave","Kansas City","MO","64130","Jackson","Oak Park Southeast","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","3150.0","5585.840625","Vacant lot or land - usable",,,,,"POINT (-94.542492 39.047034)"
"JA28310172700000000","Residential Vacant","Disposed","Land Bank","R-2.5","3726 E 9th St","Kansas City","MO","64124","Jackson","Lykins","3rd","2019-03-21T00:00:00.000","Kansas City Missouri 110","Urban Agriculture","false","2012","4046.0","4380.856215","Vacant lot or land - usable",,,,,"POINT (-94.537568 39.102007)"
"JA28520313200000000","Residential Vacant","Disposed","Land Bank","R-2.5","2014 Elmwood Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd","2019-07-30T00:00:00.000","Kansas City Missouri 110",,"false","2012","477.0","6721.24441","Vacant lot or land - usable",,,,"2014-03-05T00:00:00.000","POINT (-94.529353 39.086617)"
"JA30130010500000000","Residential Vacant","Acquired","Land Bank","R-2.5","1705 E 39TH ST","Kansas City","MO","64110","Jackson","Ivanhoe Southwest","3rd",,"KANSAS CITY MISSOURI 110","Side Yard","false","2019","7250.0","3214.632188","Vacant lot or land - usable",,,,,"POINT (-94.563773 39.055786)"
"JA46420310900000000","Residential Vacant","Acquired","Land Bank","R-5","7025 WALROND AVE","KANSAS CITY","MO","64132","JACKSON","Self Help Neighborhood Council","5th",,"KANSAS CITY MISSOURI 110",,"false","2019","8200.0","7128.06208333","Awaiting evaluation",,,,,"POINT (-94.549879 38.99856)"
"JA30120045300000000","Residential Vacant","Disposed","Land Bank","R-1.5","3526 FLORA AVE","Kansas City","MO","64109","Jackson","Linwood Homeowners-Ivanhoe","3rd","2015-07-13T00:00:00.000","KANSAS CITY MISSOURI 110",,"false","2015","1324.0","3413.443924","Vacant lot or land - usable",,,,,"POINT (-94.56592 39.061975)"
"JA31310091600000000","Residential Vacant","Acquired","Land Bank","R-2.5","3648 Bales Ave","Kansas City","MO","64128","Jackson","Palestine West And Oak Park Northeast","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","2550.0","4575.3028125","Vacant lot or land - usable",,,,,"POINT (-94.543028 39.058802)"
"JA46430080600000000","Commercial Improved","Disposed","Land Bank","B3-2","7141 Prospect Av","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th","2016-07-21T00:00:00.000","Kansas City Missouri 110","Commercial Use","false","2013","10977.0","4717.0","Structure - fair condition",,,,,"POINT (-94.556975 38.996545)"
"JA30730010500000000","Residential Vacant","Disposed","Land Bank","R-6","1701 E 55TH ST","KANSAS CITY","MO","64110","Jackson","Blue Hills","5th","2016-01-15T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2012","38000.0","5030.508715","Structure - severely distressed",,,,,"POINT (-94.565486 39.026872)"
"JA28430091800000000","Residential Vacant","Acquired","Land Bank","R-2.5","2426 Montgall Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1750.0","3149.64284722","Vacant lot or land - usable",,,,,"POINT (-94.551078 39.081834)"
"JA28440030800000000","Residential Vacant","Disposed","Land Bank","R-2.5","2311 MERSINGTON AVE","KANSAS CITY","MO","64127","Jackson","East Community Team South","3rd","2016-02-29T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2012","419.0","4047.760799","Vacant lot or land - usable",,,,,"POINT (-94.537029 39.083353)"
"JA47740260800000000","Residential Vacant","Disposed","Land Bank","R-6","2017 E 82nd Ter","Kansas City","MO","64132","Jackson","Marlborough Heights/Marlborough Pride","5th","2016-08-17T00:00:00.000","Center 120",,"false","2012","4471.0","4390.765938","Vacant lot or land - usable",,,,"2014-03-05T00:00:00.000","POINT (-94.563668 38.977629)"
"JA28910202300000000","Residential Vacant","Disposed","Land Bank","R-2.5","2924 Monroe Ave","Kansas City","MO","64128","Jackson","Ingleside","3rd","2019-03-27T00:00:00.000","Kansas City Missouri 110","Assemblage, Side Yard, Urban Agriculture","true","2017","1638.0","4394.825451","Vacant lot or land - usable",,,,,"POINT (-94.540106 39.071818)"
"JA32930013300000000","Residential Vacant","Acquired","Land Bank","R-7.5","8117 E 55th St","KANSAS CITY","MO","64129","JACKSON","Coachlight Square","5th",,"RAYTOWN 150",,"false","2019","19050.0","30098.08",,,,,,"POINT (-94.49099 39.02423)"
"JA28520350700000000","Residential Vacant","Acquired","Land Bank","R-2.5","2021 CHELSEA AVE","Kansas City","MO","64128","Jackson","East Community Team North","3rd",,"KANSAS CITY MISSOURI 110",,"true","2019","2500.0","4495.604271","Vacant lot or land - usable",,,,"2015-12-03T00:00:00.000","POINT (-94.52647 39.086355)"
"JA29740223600000000","Residential Vacant","Reserved","Land Bank","R-2.5","3314 Garfield Ave","Kansas City","MO","64109","Jackson","Key Coalition","3rd",,"Kansas City Missouri 110","Infill construction","false","2019","15500.0","8191.641493","Vacant lot or land - usable",,,,,"POINT (-94.558832 39.065916)"
"JA28530082100000000","Residential Vacant","Disposed","Land Bank","R-2.5","2324 KENSINGTON AVE","KANSAS CITY","MO","64127","Jackson","East Community Team South","3rd","2017-12-12T00:00:00.000","KANSAS CITY MISSOURI 110",,"true","2012","15416.0","4452.189375","Vacant lot or land - usable",,,,,"POINT (-94.531674 39.082794)"
"JA30610051600000000","Residential Improved","Acquired","Land Bank","B1-1","4341 GARFIELD AVE","Kansas City","MO","64130","Jackson","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","27483.0","4091.20875","Structure - fair condition",,,,,"POINT (-94.559865 39.046895)"
"JA28320080700000000","Residential Improved","Acquired","Land Bank","R-2.5","3225 E 6TH ST","Kansas City","MO","64124","Jackson","Lykins","3rd",,"KANSAS CITY MISSOURI 110","Affordable Housing","false","2019","24788.0","4316.939063","Structure - fair condition",,,"1","2015-01-29T00:00:00.000","POINT (-94.542711 39.105102)"
"JA30640160800000000","Residential Vacant","Acquired","Land Bank","R-6","4825  BROOKLYN AVE","Kansas City","MO","64130","Jackson","Blue Hills","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","9500.0","5636.184514","Vacant lot or land - little or no use",,,,,"POINT (-94.559162 39.038146)"
"JA28520201601000000","Residential Vacant","Acquired","Land Bank","R-2.5","1920 Poplar Ave","Kansas City","MO","64127","Jackson","East Community Team North","3rd",,"Kansas City Missouri 110",,"false","2019","3300.0","6346.561528","Vacant lot or land - usable",,,,"2014-03-03T00:00:00.000","POINT (-94.524905 39.087533)"
"JA28820151900000000","Residential Vacant","Acquired","Land Bank","R-2.5","2814 Elmwood Ave","Kansas City","MO","64128","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","3250.0","6588.74916667","Vacant lot or land - usable",,,,,"POINT (-94.529615 39.07397)"
"JA29740201500000000","Residential Vacant","Disposed","Land Bank","R-2.5","3339 BROOKLYN","KANSAS CITY","MO","64109","Jackson","Ivanhoe Southeast","3rd","2015-06-23T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2014","17882.0","4063.0","Vacant lot or land - usable",,,,,"POINT (-94.55773 39.064949)"
"JA48440120900000000","Residential Improved","Disposed","Land Bank","R-7.5","514 W 98th St","Kansas City","MO","64114","Jackson","Lea Manor","6th","2013-09-18T00:00:00.000","Center 120","Affordable Housing","true","2012","96464.0","23408.439792","Structure - fair condition",,,,,"POINT (-94.598065 38.950715)"
"JA28130312000000000","Residential Vacant","Acquired","Land Bank","R-2.5","6214 E 17th St","Kansas City","MO","64126","Jackson","East Blue Valley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2450.0","4358.58451389","Vacant lot or land - usable",,,,,"POINT (-94.509543 39.090215)"
"JA28430310600000000","Residential Vacant","Disposed","Land Bank","R-2.5","2539 Bellefontaine Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd","2018-05-15T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","1702.0","5986.609653","Vacant lot or land - usable",,,,,"POINT (-94.546509 39.078862)"
"JA49410022400000000","Residential Improved","Disposed","Land Bank","R-7.5","3708 E 93RD ST","KANSAS CITY","MO","64132","Jackson","Hidden Valley","5th","2013-12-03T00:00:00.000","HICKMAN MILLS 140","Affordable Housing","true","2012","15300.0","15934.571701","Structure - fair condition","1618","2","1",,"POINT (-94.545606 38.957631)"
"JA46420132700000000","Residential Improved","Disposed","Land Bank","R-5","6830 Bellefontaine Ave","Kansas City","MO","64132","Jackson","Self Help Neighborhood Council","5th","2018-06-07T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","16407.0","5019.690347","Structure - fair condition",,,"1",,"POINT (-94.550858 39.002061)"
"JA29710133100000000","Residential Improved","Disposed","Land Bank","R-1.5","2920 Olive St","Kansas City","MO","64109","Jackson","Key Coalition","3rd","2015-10-09T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","13560.0","5104.7275","Structure - fair condition",,,"2",,"POINT (-94.555014 39.072802)"
"JA13930131100000000","Residential Vacant","Disposed","Land Bank","R-2.5","3221 Anderson","Kansas City","MO","64124","Jackson","Scarritt Point","4th","2014-10-03T00:00:00.000","Kansas City Missouri 110","Assemblage, Side Yard","false","2012","370.0","3321.149688","Vacant lot or land - usable",,,,,"POINT (-94.543255 39.111465)"
"JA28830141600000000","Residential Vacant","Disposed","Land Bank","R-2.5","3222  LISTER AVE","Kansas City","MO","64128","Jackson","Knoches Park","3rd","2016-06-03T00:00:00.000","KANSAS CITY MISSOURI 110","Assemblage, Infill construction","false","2014","2128.0","6564.515069","Vacant lot or land - usable",,,,,"POINT (-94.52893 39.066231)"
"JA30140322400000000","RESIDENTIAL VACANT","Reserved","Land Bank","R-2.5","4228 Prospect Ave","KANSAS CITY","MO","64130.0","JACKSON","Ivanhoe Southeast","3rd",,"KANSAS CITY MISSOURI 110",,"false","2019","10450.0","4640.47","Awaiting evaluation",,,,,"POINT (-94.553937 39.048951)"
"JA29720311400000000","Residential Improved","Disposed","Land Bank","R-1.5","3035 Highland Ave","Kansas City","MO","64109","Jackson","Mount Hope","3rd","2016-02-11T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","26376.0","4594.476597","Structure - fair condition","1346",,"1","2014-08-27T00:00:00.000","POINT (-94.563197 39.070865)"
"JA31920083300000000","Commercial Vacant","Disposed","Land Bank","B3-2","5135  PROSPECT AVE","Kansas City","MO","64130","Jackson","North Town Fork Creek","5th","2017-05-18T00:00:00.000","KANSAS CITY MISSOURI 110","Commercial Use","false","2014","14642.0","13210.757014","Vacant lot or land - usable",,,,,"POINT (-94.554825 39.032462)"
"JA30710212900000000","Residential Vacant","Disposed","Land Bank","R-6","5312  BROOKLYN AVE","Kansas City","MO","64130","Jackson","Blue Hills","5th","2015-11-03T00:00:00.000","KANSAS CITY MISSOURI 110","Side Yard","false","2014","24830.0","5014.859931","Vacant lot or land - usable",,,,,"POINT (-94.559627 39.029774)"
"JA28110117100000000","Residential Vacant","Acquired","Land Bank","R-2.5","720 CAMBRIDGE AVE","KANSAS CITY","MO","64125","Jackson","Sheffield","4th",,"KANSAS CITY MISSOURI 110",,"false","2019","5200.0","4615.475069","Vacant lot or land - little or no use",,,,,"POINT (-94.501735 39.102657)"
"JA29610340700000000","Residential Improved","Disposed","Land Bank","R-1.5","2213 Wabash Ave","Kansas City","MO","64127","Jackson","Wendell Phillips","3rd","2014-03-18T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","12878.0","3560.310903","Structure - severely distressed",,,"1","2014-04-22T00:00:00.000","POINT (-94.553271 39.085019)"
"JA28530171900000000","Residential Vacant","Disposed","Land Bank","R-2.5","2507 Chelsea Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2016-12-08T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","402.0","5265.550625","Vacant lot or land - usable",,,,,"POINT (-94.526669 39.079604)"
"JA13940031000000000","Residential Vacant","Disposed","Land Bank","R-2.5","3500 Morrell Ave","Kansas City","MO","64123","Jackson","Scarritt Point","4th","2018-08-28T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","3519.0","4374.164063","Vacant lot or land - usable",,,,,"POINT (-94.539991 39.112284)"
"JA28430270500000000","Residential Vacant","Acquired","Land Bank","R-2.5","2701 E 25th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","1700.0","3068.53982639","Vacant lot or land - usable",,,,,"POINT (-94.550974 39.080674)"
"JA28430191000000000","Residential Vacant","Acquired","Land Bank","R-2.5","2451 Walrond Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","2200.0","3884.26194444","Vacant lot or land - usable",,,,,"POINT (-94.545764 39.081135)"
"JA28440350800000000","Commercial Vacant","Acquired","Land Bank","B3-2","2617-A Indiana Ave","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Assemblage","false","2019","7700.0","6392.86277778","Vacant lot or land - usable",,,,,"POINT (-94.543231 39.077815)"
"JA28540202002000000","Commercial Improved","Disposed","Land Bank","B3-2","5120 E 27th ST","Kansas City","MO","64127","Jackson","East Community Team South","3rd","2017-05-04T00:00:00.000",,"Commercial Use","false","2014","5366.0","4701.0","Structure - severely distressed",,,,"2015-02-19T00:00:00.000","POINT (-94.522813 39.076148)"
"JA28340110700000000","Residential Vacant","Disposed","Land Bank","R-2.5","1311 Monroe Ave","Kansas City","MO","64127","Jackson","Lykins","3rd","2018-06-05T00:00:00.000","Kansas City Missouri 110","Assemblage","false","2012","586.0","7887.913715","Vacant lot or land - usable",,,,"2014-01-14T00:00:00.000","POINT (-94.538869 39.096562)"
"JA28820220800000000","Residential Vacant","Disposed","Land Bank","R-2.5","2945 Lister Ave","Kansas City","MO","64128","Jackson","Knoches Park","3rd","2014-08-28T00:00:00.000","Kansas City Missouri 110","Side Yard","false","2012","1702.0","4379.791424","Vacant lot or land - usable",,,,,"POINT (-94.528594 39.071112)"
"JA28540022100000000","Residential Improved","Disposed","Land Bank","R-2.5","2316 Lawndale Ave","Kansas City","MO","64127","Jackson","South Blue Valley","3rd","2016-07-20T00:00:00.000","Kansas City Missouri 110","Affordable Housing","false","2012","13452.0","9589.337535","Structure - severely distressed",,,"1","2014-03-31T00:00:00.000","POINT (-94.516493 39.082233)"
"JA28530031900000000","Residential Vacant","Acquired","Land Bank","R-2.5","2322 Chelsea Ave","Kansas City","MO","64127","Jackson","East Community Team South","3rd",,"Kansas City Missouri 110","Side Yard, Urban Agriculture","true","2019","2050.0","3623.526042","Vacant lot or land - usable",,,,,"POINT (-94.526636 39.082447)"
"JA28430181400000000","Commercial Vacant","Acquired","Land Bank","B4-2","3314 E 25th St","Kansas City","MO","64127","Jackson","Washington Wheatley","3rd",,"Kansas City Missouri 110","Side Yard","false","2019","1700.0","3057.28121528","Vacant lot or land - usable",,,,,"POINT (-94.543827 39.08043)"
"JA31320240200000000","Residential Vacant","Acquired","Land Bank","R-2.5","3209 E 37th St","KANSAS CITY","MO","64128","JACKSON","Oak Park Northwest","3rd",,"KANSAS CITY MISSOURI 110","Assemblage, Infill construction, Side Yard","false","2019","1850.0","3332.68","Vacant lot or land - usable",,,,,"POINT (-94.545784 39.05879)"
