"fy","local_government_type","muni_name","www","_351_rate","_351_revenue","_1_info_revenue","_1_info__percentage","_2_reg_revenue","_2_reg__percentage","_3_ad_revenue","_3_ad__percentage","_4_art_revenue","_4_art__percentage","_5_hist_revenue","_5_hist__percentage","_9_sign_revenue","_9_sign__pecentage","_334_rate","_334_revenue"
"2020","city","City of Arlington","https://arlingtontx.gov/common/pages/DisplayFile.aspx?itemId=17441310",,,,,,,,,,,,,,,,
"2021","city","City of Arlington","https://arlingtontx.gov/common/pages/DisplayFile.aspx?itemId=18334144",,,,,,,,,,,,,,,,
"2019","city","City of Arlington","https://arlingtontx.gov/common/pages/DisplayFile.aspx?itemId=16455703",,,,,,,,,,,,,,,,
"2017","city","City of Azle",,"0.07","22101.76",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Azle",,"0.07","30916.58",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Azle",,"0.07","27664.26",,"0",,"0",,"0",,"0",,"0",,"0",,
"2020","city","City of Azle",,"0.07","25474",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Azle",,"0.07","27121.23",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Willow Park","http://www.willowpark.org/departments/finance/financial_statements___budgets/fiscal_year_2017-2018",,,,,,,,,,,,,,,,
"2021","city","City of Willow Park","https://www.willowpark.org/sites/g/files/vyhlif5476/f/uploads/annual_hotel_tax_report_fy_2020-2021.pdf",,,,,,,,,,,,,,,,
"2020","city","City of Willow Park","http://www.willowpark.org/departments/finance/annual_debt_reports",,,,,,,,,,,,,,,,
"2019","city","City of Willow Park","http://www.willowpark.org/departments/finance/annual_debt_reports",,,,,,,,,,,,,,,,
"2019","city","City of Haslet",,"0.07","0",,,,,,,,,,,,,,
"2021","city","City of Haslet",,"0.07","30892.56",,"0",,"0",,"0",,"0",,"0",,"0",,
"2018","city","City of Haslet",,"0.07","0","0",,"0",,"0",,"0",,"0",,"0",,,
"2017","city","City of North Richland Hills",,"0.07","278764",,"0","63741.46","0.23","133320.08","0.48","41274.15","0.15",,"0",,"0",,
"2018","city","City of North Richland Hills",,"0.07","308087.18",,"0","55214.07","0.18","141547.08","0.46","43559.12","0.14",,"0",,"0",,
"2020","city","City of North Richland Hills",,"0.07","264099",,"0","75298.55","0.29","137791.47","0.52","29630.26","0.11",,"0",,"0",,
"2019","city","City of North Richland Hills",,"0.07","288872.05",,"0","55612.79","0.19","136160.28","0.47","42986.04","0.15",,"0",,"0",,
"2021","city","City of Burleson",,"0.07","455114.54","5000","0.01","0","0","37763.68","0.08","0","0","5000","0.01","0","0",,
"2017","city","City of Burleson",,"0.07","205830","39932","0.19",,"0","31604","0.15","91539","0.44","3330","0.02","31657","0.15",,
"2020","city","City of Grapevine",,"0.07","11721334","2276325","0.19","63507","0.01","6855853","0.58","904462","0.08","1601087","0.14","20100","0",,
"2019","city","City of Grapevine",,"0.07","20756404","4310179","0.21","202210","0.01","12132450","0.58","1305153","0.06","2751160","0.13","55252","0",,
"2018","city","City of Grapevine",,"0.07","19880952","3770288","0.19","393712","0.02","12527546","0.63","1064137","0.05","2087316","0.11","37953","0",,
"2021","city","City of Grapevine",,"0.07","12616118","2101243","0.17","74521","0.01","7648418","0.61","1123352","0.09","1638380","0.13","30204","0",,
"2017","city","City of Grapevine",,"0.07","18800655","2926093","0.16","168961","0.01","13051837","0.69","706267","0.04","1879413","0.1","68083","0",,
"2020","city","City of Cresson",,"0.035","10852.32",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Cresson",,"0.035","13847.47",,"0",,"0","13847.47","1",,"0",,"0",,"0",,
"2017","city","City of Cresson",,"0.035","7078.08",,"0",,"0",,"0",,"0",,"0",,"0",,
"2019","city","City of Cresson",,"0.035","12148.02",,"0",,"0",,"0",,"0",,"0",,"0",,
"2021","city","City of Fort Worth","https://www.fortworthtexas.gov/departments/finance/financial-reports#section-4",,,,,,,,,,,,,,,,
"2020","city","City of Fort Worth","https://www.fortworthtexas.gov/departments/finance/financial-reports#section-4",,,,,,,,,,,,,,,,
"2019","city","City of Fort Worth","https://fortworthtexas.gov/finance/hot",,,,,,,,,,,,,,,,
"2018","city","City of Fort Worth",,"0.09","29474989","11443058","0.39","684611","0.02","9744808","0.33","76340","0","912402","0.03","69100","0",,
"2017","city","City of Fort Worth","http://fortworthtexas.gov/finance/Hotel-Occupancy-Tax-FY2017.pdf",,,,,,,,,,,,,,,,
"2019","city","City of Crowley",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Crowley",,"0.07",,,,,,,,,,,,,,,
"2018","city","City of Crowley",,"0.07",,,,,,,,,,,,,,,
"2017","city","City of Crowley",,"0.07",,,,,,,,,,,,,,,
"2020","city","City of Lake Worth",,"0.07","146465",,"0",,"0","25876","0.18",,"0",,"0",,"0",,
"2021","city","City of Lake Worth",,"0.07","171242",,"0",,"0","27808","0.16",,"0",,"0",,"0",,
"2018","city","City of Lake Worth",,"0.07","225226",,"0",,"0","21450","0.1",,"0",,"0",,"0",,
"2019","city","City of Lake Worth",,"0.07","210320",,"0",,"0","22826","0.11",,"0",,"0",,"0",,
"2017","city","City of Benbrook",,"0.07","112698","105799","0.94",,"0","37906","0.34",,"0",,"0",,"0",,
"2020","city","City of Benbrook",,"0.07","123496.28","89496","0.72",,"0","34000","0.28",,"0",,"0",,"0",,
