Agency Number,Agency Name,Solicitation Number,Category,Quantity,"Unit of Sale (Each, Lot, Package, etc.)",Description,Estimated Worth,Contact Name,Contact Phone,Contact Email,Comments,Specs and Drawings,Agency Terms and Conditions,Solicitation Document
320,Texas Workforce Commission,14070B,Commodities,3,EACH,"Air Duster, 10 oz Can",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #20725292005,,https://data.texas.gov/views/hxv2-6hcs/files/7e58ace3-a710-48a0-88a2-30468f2325ca?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513G,Commodities,3,BOX,"Envelopes, Clasp, 6"" x 9"", Brown, 100/PKG",26.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #330744 and 78955,,https://data.texas.gov/views/hxv2-6hcs/files/1fe8346b-1a25-4ae9-8111-afef4996060f?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14461J,Commodities,1,Package,"Scotch Magic 810 Tape, 3/4"" x1000'",36.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"16 Rolls/PKG, MFG #625312",,https://data.texas.gov/views/hxv2-6hcs/files/c8e506b0-389e-4c26-af27-e4381866e5a5?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14461K,Commodities,1,Carton,"CD-RW Discs, 700MB/80MIN, 4X, W/Slim Jewel Cases",95.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Silver, 100/CRTN, MFG #VER95160",,https://data.texas.gov/views/hxv2-6hcs/files/c473debd-305b-41de-9aea-18c455893909?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14461L,Commodities,2,EACH,"Realspace All-Pile Chair Mat, 36"" x 48""",54.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Studded, Clear, MFG #448906",,https://data.texas.gov/views/hxv2-6hcs/files/56c38576-a037-4363-bfcb-7df224b9ca35?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14070D,Commodities,3,DOZEN,"Writing Pad, Legal Ruled, 50 Sheets, Canary, 12/PK",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #UNV10630,,https://data.texas.gov/views/hxv2-6hcs/files/dfc81e84-eef1-4828-926b-0b2efcdfc1c1?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14070E,Commodities,2,EACH,"Ballpoint Pen Stick Medium, Blue, 12/PK",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #BICMS11BE,,https://data.texas.gov/views/hxv2-6hcs/files/d937f14a-351c-4505-878a-8d5e37bb0fd8?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14253A,Commodities,2,EA,"Toner, Laser, HP1300 13A",69.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #OD13A and 20779832425-1,,https://data.texas.gov/views/hxv2-6hcs/files/6a017c61-530a-4a7f-a1aa-b4a218b154d7?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14253B,Commodities,3,EACH,"Dawm Liquid Dish Detergent, 38 oz",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #45112,,https://data.texas.gov/views/hxv2-6hcs/files/0b01c3b1-dfc8-4904-b363-46e49eb1e245?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513E,Commodities,5,DOZEN,"Binder Clip, Large, 12/PKG",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #ACC72100,,https://data.texas.gov/views/hxv2-6hcs/files/a40b6552-b7e0-4107-b3eb-352204d702e2?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14070A,Commodities,1,EACH,"Standard Battery AA Alkalune, 8/PK",8.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #E91MP8,,https://data.texas.gov/views/hxv2-6hcs/files/4fcddf81-4df3-4eba-a4ad-6ec7d54c63a1?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14070C,Commodities,6,EACH,"Avery Permanent Glue Stics, White Application",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"0.26 oz. Stick, MFG #AVE98095",,https://data.texas.gov/views/hxv2-6hcs/files/915ec032-7b8b-46ae-bbe8-69a95276c375?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513C,Commodities,10,PACKAGE,"Maco Mailing Labels, MFG #MSL3025",12.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,,,https://data.texas.gov/views/hxv2-6hcs/files/2b1478ba-60ac-41bb-90e2-1422cab0e3e5?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513D,Commodities,10,PACKAGE,"Binder Clip, Medium, 12/PKG",3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #ACC72050,,https://data.texas.gov/views/hxv2-6hcs/files/d8144a6f-488e-419e-a407-a0cc438172b0?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14070F,Commodities,2,DOZEN,"Permanent Marker, Bullet Tip, Jumbo, Black",6.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #62090241852,,https://data.texas.gov/views/hxv2-6hcs/files/1230a03c-3a47-4fd7-938c-42b31dcc60b1?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14070G,Commodities,1,BOX,"Push Pins, Clear, 0.5"" Length x 0.3"" Diameter",1.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"100/BX, MFG #92707",,https://data.texas.gov/views/hxv2-6hcs/files/c7f6bb99-c767-4a8e-9db6-29d8a42ad9d3?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513A,Commodities,10,Package,"Pens, Retractable Gel Rollerball, Med. Pt., 0.7 mm",12.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Blue Ink, 12/PKG, MFG #41020D",,https://data.texas.gov/views/hxv2-6hcs/files/e450fbb3-b599-47e7-a999-3bd371087bf3?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513B,Commodities,3,BOX,"Catalog Envelope, 9 x 12, White, 100/BX",39.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #QUA43517,,https://data.texas.gov/views/hxv2-6hcs/files/cb173525-b0d5-4b27-b7be-90a79933918a?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14513F,Commodities,5,PACKAGE,"Rubber Bands, Medium, #14",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #BSN15731,,https://data.texas.gov/views/hxv2-6hcs/files/9fd67d3a-1c5c-48c8-be6f-eacfd167ddbc?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14504A,Commodities,1,BOX,"Classification Folders, Letter, Red, 10/BX",39.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #C402-5A-2D,,https://data.texas.gov/views/hxv2-6hcs/files/977f488b-5cd8-4bc4-885f-44e706cde9d2?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14504B,Commodities,4,BOX,"Smead Top Tab Out Guide, Letter, 100/BX",33.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #61547441016,,https://data.texas.gov/views/hxv2-6hcs/files/03204940-dfb4-4234-8278-d3f34984fdba?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14504C,Commodities,4,DOZEN,"Permanent Marker, Chisel Tip, Black",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #62090161027,,https://data.texas.gov/views/hxv2-6hcs/files/86fc2dae-d3f4-433e-bb80-fcbf288de3aa?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14504D,Commodities,2,PACKAGE,"Sheet Protector, Heavy Weight, Top Opening,",10.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"11"" x 9"", Clear, 100/BX, MFG #61580111328",,https://data.texas.gov/views/hxv2-6hcs/files/53d5f8da-1158-4ba4-927b-4b35b733ef7d?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14504E,Commodities,1,DOZEN,"ID Card Holder, Vinyl Sleeve",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #08010106444,,https://data.texas.gov/views/hxv2-6hcs/files/5cd89632-5d22-41c6-8d1d-84c2c7cabcca?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
739,Texas Tech University Health Sciences Center,SL7439317,Commodities,5,carton,"37"" x 49""  black paper-faced foam board 3/16"" thickness, warp resistant, no adhesive, plain black foam boards for mounting wide format posters",2000.00,Sylvia Bradley,8067437390,sylvia.bradley@ttuhsc.edu,,https://data.texas.gov/views/hxv2-6hcs/files/f37582cd-427c-4d31-a998-9b9335a9fa77?filename=2018+Spot+Bid+item.pdf,,https://data.texas.gov/views/hxv2-6hcs/files/b4e79c5b-3402-4c4a-af31-432dec63636d?filename=Foam+Boards+2018+Spot+Bid.pdf
739,Texas Tech University Health Sciences Center,SL7439317,Commodities,5,carton,"37"" x 49""  black paper-faced foam board 3/16"" thickness, warp resistant, no adhesive, plain black foam boards for mounting wide format posters",2000.00,Sylvia Bradley,8067437390,sylvia.bradley@ttuhsc.edu,,https://data.texas.gov/views/hxv2-6hcs/files/5ae62575-c23b-46ae-bbfb-14d9d0839285?filename=2018+Spot+Bid+item.pdf,,https://data.texas.gov/views/hxv2-6hcs/files/0b3fe5e2-70a7-4da4-91e7-29d68fa98a2a?filename=Foam+Boards+2018+Spot+Bid.pdf
320,Texas Workforce Commission,14175A,Commodities,3,Case,"Paper Towel Rolls, White",37.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #S-711,,https://data.texas.gov/views/hxv2-6hcs/files/b17bb512-b98e-4d5b-9953-4cabda1778d8?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175B,Commodities,4,DOZEN,"Paper Mate Ballpoint Stick Pens, Fine. Pt., 0.8mm",2.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Black, 12/PK, MFG #33811 or 181636",,https://data.texas.gov/views/hxv2-6hcs/files/a0fdf965-3c5a-4af1-a4cf-c99ed650d5ff?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
580,Texas Water Development Board,580-18-0498,Commodities,3,Rolls ,"Copper Foil Tape Rolls, 2 inch x 18 feet",50.00,,,,,,,
320,Texas Workforce Commission,14254A,Commodities,1,EACH,"Two Hole Punch, Hvy Dty, 25 Sheets",8.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #573115-1837466,,https://data.texas.gov/views/hxv2-6hcs/files/79d02e1e-9065-44f2-a9e7-38d6117b1fd0?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14254B,Commodities,1,EACH,Cork Bulletin Board w/Aluminum Frame,16.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #85360,,https://data.texas.gov/views/hxv2-6hcs/files/106c23d5-a049-4681-943f-d1f9ea208f54?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14254C,Commodities,4,EACH,"Hanging File Folders, Letter, Green, 25/PK",16.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #UNV14115,,https://data.texas.gov/views/hxv2-6hcs/files/778bf14d-db08-4888-959d-d85087dc8481?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14254D,Commodities,4,EACH,"Hanging File Folder Frame, Steel, 8 x 11",25.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #PFX450,,https://data.texas.gov/views/hxv2-6hcs/files/a1409e4f-c1ef-45dd-88fa-20b90bc8c326?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14254E,Commodities,1,EACH,"Tape Dispenser, Single Roll, 1"" Core, 3/4"" Wide",4.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #520328,,https://data.texas.gov/views/hxv2-6hcs/files/19e8077e-8003-4eee-909b-48226cf76b2c?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14254F,Commodities,2,BOX,"Shredder BAgs, Clear, 2 Rolls of 50/BG, 29 x 30",25.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"20 Gal., MFG #8105013994791",,https://data.texas.gov/views/hxv2-6hcs/files/4aca8d2d-50d4-486a-9914-ec630197b4a4?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
738,University of Texas at Dallas,UTD2018-1,Commodities,3,Each,"Laptop, Dell Latitude 7280, 512 GB ",,Debbie Reynolds,9728832300,dar150630@utdallas.edu,,https://data.texas.gov/views/hxv2-6hcs/files/020ff275-7976-421f-a188-451a0d86dee8?filename=Dell+Latitude+7280+Custom.docx,https://data.texas.gov/views/hxv2-6hcs/files/33af16be-ea73-4059-b86a-d3cea2c0a639?filename=POTermsConditions+vOnline+General+Terms+2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/9737dfdc-e310-4cf9-a05d-09bf436d31df?filename=UTD2018-1+Latitude+7280.docx
761,Texas A&M International University,761-18-005,Commodities,21,each,Steelcase Chairs,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/bdf96967-a049-49c3-b2ff-aa93b74377d9?filename=761-18-005+Steelcase+Amia+Chairs.pdf
320,Texas Workforce Commission,14175C,Commodities,4,DOZEN,"Paper Mate Ballpoint Stick Pens, Med. Pt., 1.0mm",2.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Blue, 12/PK, MFG #33111 or 181578",,https://data.texas.gov/views/hxv2-6hcs/files/d88da427-c9e8-495e-b7e0-863b03d4632c?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175D,Commodities,1,PACKAGE,"Avery Permanent Shipping Labels, 2"" x 4""",39.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"White, 1000/BX, MFG #5163",,https://data.texas.gov/views/hxv2-6hcs/files/efebba52-9770-453e-a7c9-14abe022e01b?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175E,Commodities,1,EACH,Dry Board Soft-Pile Eraser,3.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #81505,,https://data.texas.gov/views/hxv2-6hcs/files/4a521c7d-c99e-447b-93bc-561e1d21bea3?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175F,Commodities,2,BOX,"Folders, 2 Pocket w/o Fasteners, Asst., ",9.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"24/PK, MFG #21921137",,https://data.texas.gov/views/hxv2-6hcs/files/5c4fc805-8305-43bc-ad39-82cf83ddb9ac?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175G,Commodities,2,BOX,"Insertable, 8-Tab Index Dividers, Asst./Buff",26.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"24/PK, MFG #UNV20840",,https://data.texas.gov/views/hxv2-6hcs/files/7276ab6c-2cde-4bf7-abae-4fed2230b609?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175H,Commodities,1,BOX,"Sheet Protectors, 8-1/2"" x 11"", Clear, 200/PK",20.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #20170303,,https://data.texas.gov/views/hxv2-6hcs/files/bc4c62a8-ad33-4334-8044-589ff317268d?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175I,Commodities,1,PACKAGE,"Pencil, Wood, #2 HB Medium Lead, Yellow,",7.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"12 Pencils/PK, 6 Sets/PK, MFG #2016-V01",,https://data.texas.gov/views/hxv2-6hcs/files/dde89b8f-53bb-4510-97b4-3c35766da490?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175J,Commodities,1,PACKAGE,"Clic Erasers, 5"", Asst., Barrel Colors, 3/PK",5.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,MFG #ZE21BP3K6,,https://data.texas.gov/views/hxv2-6hcs/files/26fc8799-460c-4ac5-b341-811b631c1eb2?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175K,Commodities,1,PACKAGE,"20-20 Style BoldWriter 20 Pen, Bold Pt., ",13.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"Black, 12 PK Maxi Aids, MFG #45521",,https://data.texas.gov/views/hxv2-6hcs/files/8cf8cf8b-6bdc-45e2-88a5-470caeec4a9c?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175L,Commodities,2,PACKAGE,"Post-It Notes, 1-1/2"" x 2"", Cape Town, 100 Sheets/PD,",8.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"12 Pads/PK, MFG #653AN",,https://data.texas.gov/views/hxv2-6hcs/files/1e6cda6b-5765-43c4-a372-1b5e48c4cedf?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175M,Commodities,2,BOX,"File Folders, 3/4"", 1/3 Cut, Letter, Asst. Colors,",19.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"50/BX, MFG #OD03391ASST",,https://data.texas.gov/views/hxv2-6hcs/files/7d5def6e-c138-4ab5-bfad-88ec1c79548e?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
320,Texas Workforce Commission,14175N,Commodities,2,BOX,"Copy Paper, Letter, White, 20 lb., 500 Sheets/RM,",47.00,Gaye Smith,(512) 936-3481,dawn.smith@twc.state.tx.us,"10 Reams/CS, MFG #W93443",,https://data.texas.gov/views/hxv2-6hcs/files/17d2ea57-6186-4a2f-8ff5-b44ff567566a?filename=Terms+and+Conditions+11-1-2017+%28003%29+%28002%29.docx,
761,Texas A&M International University,761-18-006,Commodities,6,ea,Octagon Polywood Outdoor Tables,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/963b6fb7-cc54-417d-882e-fae7eaf3d316?filename=761-18-006+Octagon+Tables.pdf
764,Texas A&M University-Texarkana,764-18-206360-0012,Commodities,3,cases,"copy paper, white, 8.5 x 11, 20 lb., 88 brightness or above",,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/fe52496c-2a0e-428f-ad44-9d71c2c94e97?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/667a0e1d-b6fa-4c0e-b605-079935eba15d?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/314ce039-2676-4697-9345-43dfa8851050?filename=764-18-206360-0012_rfq_copy+paper.pdf
764,Texas A&M University-Texarkana,764-18-206300-0100,Commodities,8,each,"Toner Cartridges, various",,Cynthia Henderson,903-223-3053,cynthia.henderson@tamut.edu,All freight charges must be included with bid pricing submitted,https://data.texas.gov/views/hxv2-6hcs/files/dc048162-f675-409b-97e5-20f83adb0526?filename=ACCESS.2018.CoverPage.041618.doc,https://data.texas.gov/views/hxv2-6hcs/files/55b1a23d-8a5a-42e5-9ab9-1985652fe87f?filename=Terms+and+Conditions+of+Purchase.TAMUT.FY2018.pdf,https://data.texas.gov/views/hxv2-6hcs/files/7dabc6cf-4404-42da-9fe9-2df4323a5081?filename=764-18-206300-0100_rfq_toner.pdf
761,Texas A&M International University,761-18-001,Commodities,55,pallets,Fast speed copy paper,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/49052e02-42a5-4a8f-ba7c-6bb813c22462?filename=761-18-001+Copy+Paper.doc
761,Texas A&M International University,761-18-001,Commodities,55,pallets,High Speed Copy Paper,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/fb6aeca4-7c1c-4822-bca4-74fe2d66c592?filename=761-18-001+Copy+Paper.pdf
761,Texas A&M International University,761-18-002,Commodities,,varied,Varied medical/first aid supplies,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/47876da4-f6b5-440d-b792-aea3144aa917?filename=761-18-002+Medical+Supplies.pdf
761,Texas A&M International University,761-18-003,Commodities,95,each,Steelcase Chairs,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/822ce91f-a15d-46ae-b6fe-4bdc21af08ae?filename=761-18-003+Steelcase+Move+Chairs.pdf
761,Texas A&M International University,761-18-004,Commodities,60,each,Steelcase Desk Chairs,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/048da48a-823f-44ae-80f6-fa909c4615be?filename=761-18-004+Steelcase+Node+Desk+Chairs.pdf
738,University of Texas at Dallas,UTD2018-4,Commodities,31,Each,"Desktop computers, Optiplex 7050",,Debbie Reynolds,9728832300,dar150630@utdallas.edu,,https://data.texas.gov/views/hxv2-6hcs/files/8a988c53-d3cf-4877-813d-35b955dbf79d?filename=OptiPlex+7050+SFF.pdf,https://data.texas.gov/views/hxv2-6hcs/files/7019914d-8499-4a44-ac0c-427887961c34?filename=POTermsConditions+revised+2.2.18+General+Terms.pdf,https://data.texas.gov/views/hxv2-6hcs/files/6be1d729-c78d-4f20-aea3-2649c3d9e198?filename=UTD2018-4+OptiPlex+7050.docx
303,Texas Facilities Commission,303-8-01280,Commodities,480,Rolls,"Scotch Tape, ¾"" Wide x 900"", 1 Inch Core",,Rico Gamino,512-936-3567,rico.gamino@tfc.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/e8e58dbe-0416-4232-8684-6122343cd8e2?filename=IFB+303-8-01280+Office+Supplies.pdf
303,Texas Faciltiies Commission,303-8-01280,Commodities,90,DOZ,"Sharpie Fine Point Pens, Black and Blue, and Yellow Fourescent Highlithers",,Rico Gamino,512-936-3567,rico.gamino@tfc.state.tx.us,,,,https://data.texas.gov/views/hxv2-6hcs/files/61c8a37c-df9d-440f-b771-92ede756bddd?filename=IFB+303-8-01280+Office+Supplies.pdf
734,Lamar University,734-18-0002,Commodities,1000,ea,Card Caddy for Smart Phones,,Tabitha Evans,409.880.8387,trlewis@lamar.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/1086e4d6-863c-442a-acec-ff7e229e8a4e?filename=734-18-0002_Promotional+Items_Card_Caddy.pdf
761,Texas A&M International University,761-18-007,Commodities,10,each,Mity-Lite ABS Plastic Tables,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/c2fc1ebb-6b26-45f0-9db9-934c5cefc659?filename=761-18-007+Rectangular+Tables.pdf
761,Texas A&M International University,761-18-008,Commodities,9,each,Dell Alienware 17 Laptops,,Annie Gutierrez,956-326-2346,ann.gutierrez@tamiu.edu,,,,https://data.texas.gov/views/hxv2-6hcs/files/d9990fb0-6ceb-47ba-865c-64772a8de6ae?filename=761-18-008+Dell+Laptops.pdf
738,University of Texas at Dallas,UTD2018-5,Commodities,2,Each,Telescoping Pole Saw Pruner,,Debbie Reynolds,9728832300,Procurement@utdallas.edu,,,https://data.texas.gov/views/hxv2-6hcs/files/ef68f0d2-470e-485f-ae46-387eda35fbc9?filename=POTermsConditions+revised+2.2.18+General+Terms.pdf,https://data.texas.gov/views/hxv2-6hcs/files/c4471e2f-c4b6-46f5-ba3b-111d362b62d2?filename=UTD2018-5+Power+Pruner.docx
