"license_type","license_number","business_name","license_expiration_date_mmddccyy","mailing_address_line1","mailing_address_line2","mailing_address_city_state_zip","owner_telephone"
"Cosmetology Manicure Salon","824042","THE NAIL STATION","10/01/2023","3241 S 1ST ST STE 2",,"ABILENE TX 79605-1854",
"Cosmetology Manicure Salon","807817","NAILS BY LISA","03/06/2024","940 W UNIVERSITY BLVD STE 2",,"GEORGETOWN TX 78626-5428",
"Cosmetology Manicure Salon","824497","QWEEN NAILS","10/18/2023","3545 SOCRATES LN",,"LAREDO TX 78046-4034",
"Cosmetology Manicure Salon","807037","JUNEY NAILS","02/10/2022","222 W POLK AVE",,"PHARR TX 78577-3049",
"Cosmetology Manicure Salon","805106","BEYOND NAILS","11/22/2021","10846 QUILL GARDEN LN",,"HOUSTON TX 77075-2984",
"Cosmetology Manicure Salon","828858","NAILZ BY ANGIEE","03/29/2024","3823 SW MILITARY DR",,"SAN ANTONIO TX 78211-3516",
"Cosmetology Manicure Salon","828355","ANGELA NAIL SPA","03/15/2024","1804 NEWPORT RD",,"WEATHERFORD TX 76086-5090",
"Cosmetology Manicure Salon","823181","BY SHANI","09/01/2023","2511 MONTOPOLIS DR # 432",,"AUSTIN TX 78741-6403",
"Cosmetology Manicure Salon","813954","EXTRARTINAILRY STUDIO","10/09/2022","12753 CREAMELLO AVE",,"FORT WORTH TX 76244-9460",
"Cosmetology Manicure Salon","801558","HOLLYWOOD NAILS & SPA","07/17/2023","6248 CAMP BOWIE BLVD",,"FORT WORTH TX 76116-5525",
"Cosmetology Manicure Salon","652374","THE NAIL GALLERY","03/10/2023","2379 NE LOOP 410 STE 16",,"SAN ANTONIO TX 78217-5642",
"Cosmetology Manicure Salon","809372","POLISHED AND PAMPERED","05/14/2024","104 COUNTY ROAD 229",,"BRIGGS TX 78608-1018",
"Cosmetology Manicure Salon","822863","SLAYED NAIL BAR BY XO","08/23/2023","617 N 10TH ST STE 20",,"MCALLEN TX 78501-4533",
"Cosmetology Manicure Salon","804001","CHI NAILS","10/11/2021","1005 VETERANS BLVD",,"DEL RIO TX 78840-4067",
"Cosmetology Manicure Salon","800482","RUBYS VANITY NAILS & MAKEUP STUDIO","08/02/2023","850 HARVEST TIME LN APT 224",,"HOUSTON TX 77060-1457",
"Cosmetology Manicure Salon","670910","DORIS' NAILS","07/11/2023","108 S MESQUITE",,"BUCHANAN DAM TX 78609-4492",
"Cosmetology Manicure Salon","745307","DAVI NAILS","06/17/2023","20935 US HIGHWAY 281 N STE 107",,"SAN ANTONIO TX 78258-7589",
"Cosmetology Manicure Salon","676196","Q ELEGANT NAILS","11/30/2022","412 N MIDLAND DR STE C",,"MIDLAND TX 79703-5457",
"Cosmetology Manicure Salon","821224","LUXURY SPA","06/28/2023","1306 E PECAN AVE",,"PHARR TX 78577-6143",
"Cosmetology Manicure Salon","811038","YOU GOT NAILED","06/30/2022","1511 HIGHWAY 146 S",,"LA PORTE TX 77571-6113",
"Cosmetology Manicure Salon","825647","SA NAILS SPA","12/01/2023","17700 SAN PEDRO AVE STE 100",,"SAN ANTONIO TX 78232-1405",
"Cosmetology Manicure Salon","796969","FRENCHIES MODERN NAIL CARE","02/04/2023","1560 E SOUTHLAKE BLVD STE 110",,"SOUTHLAKE TX 76092-6462",
"Cosmetology Manicure Salon","826316","GIRLFRIENDS NAIL SALON","01/03/2024","7600 FM 1068",,"MATHIS TX 78368-4109",
"Cosmetology Manicure Salon","803309","NAILED UP INC","01/13/2024","420 N TYLER ST",,"DALLAS TX 75208-4957",
"Cosmetology Manicure Salon","812942","NAILS BY RACHEL JOHNSON","09/03/2022","1700 ENCINO CRST",,"SAN ANTONIO TX 78259-2317",
"Cosmetology Manicure Salon","817725","SCULPTED BY GG","03/09/2023","310 N PASADENA ST",,"KINGSVILLE TX 78363-7009",
"Cosmetology Manicure Salon","802754","FASHION NAILS STUDIO","08/30/2023","3815 MARQUITA LN",,"HOUSTON TX 77039-5750",
"Cosmetology Manicure Salon","821060","WINTERGREEN NAIL & SPA","06/22/2023","1031 CLEAR STREAM DR",,"LANCASTER TX 75134-4628",
"Cosmetology Manicure Salon","799610","SOUTHERN STYLE NAILS AND SPA","05/06/2023","915 CHRISTOPHER DR",,"CEDAR HILL TX 75104-7351",
"Cosmetology Manicure Salon","818760","MIX NAIL & SPA","04/09/2023","1611 WILD FIRE",,"SAN ANTONIO TX 78251-4980",
"Cosmetology Manicure Salon","827100","THE LAQUER'D LOUNGE","01/31/2024","1634 BROOKSTONE LN",,"SUGAR LAND TX 77479",
"Cosmetology Manicure Salon","799148","TRANQUILITY NAIL MED SPA","04/18/2023","23230 RED RIVER DR",,"KATY TX 77494-2046",
"Cosmetology Manicure Salon","829386","THE BEAUTY BAR","04/13/2024","1185 OLIVIA ST APT 146",,"EL CAMPO TX 77437-3791",
"Cosmetology Manicure Salon","819539","ELITE NAILS SPA","05/03/2023","1005 COLLEGE AVE",,"LEVELLAND TX 79336-5601",
"Cosmetology Manicure Salon","816352","ME MYSELF & I NAILS","01/19/2023","1101 W PECAN ST STE 3",,"PFLUGERVILLE TX 78660-2607",
"Cosmetology Manicure Salon","824847","DELUXE NAILS","10/29/2023","901 N LOOP 340 STE 2",,"BELLMEAD TX 76705-2595",
"Cosmetology Manicure Salon","810261","EVA NAILS","06/08/2022","1105 CREEKTREE DR",,"CARROLLTON TX 75010-1102",
"Cosmetology Manicure Salon","794004","THE POLISHED LOOK NAIL SALON","10/09/2022","7924 WOODCLIFF BLVD",,"SELMA TX 78154-3323",
"Cosmetology Manicure Salon","817940","DAVI NAILS SALON","03/15/2023","1850 RED ROCK DR",,"ROUND ROCK TX 78665-7832",
"Cosmetology Manicure Salon","728109","SHIRLEYS SERENITY SPA","02/09/2023","1317 COUNTY ROAD 344",,"BALLINGER TX 76821-7105",
"Cosmetology Manicure Salon","823953","NAILS BY VIVIAN","09/29/2023","16681 LAKEVIEW CIR",,"WHITEHOUSE TX 75791-8342",
"Cosmetology Manicure Salon","810459","SUNFLOWER NAIL STUDIO","06/12/2022","6501 COUNTY ROAD 192",,"BANGS TX 76823-4613",
"Cosmetology Manicure Salon","794718","US NAILS","11/02/2022","2513 N POWELL PKWY STE 300",,"ANNA TX 75409-2631",
"Cosmetology Manicure Salon","806722","TRACYS NAILS DLUX NAIL SPA","01/29/2022","309 S HENDERSON ST",,"BULLARD TX 75757-5317",
"Cosmetology Manicure Salon","820579","NAILS BY NANCY","06/07/2023","2605 GRAHAM AVE",,"MISSION TX 78574-5559",
"Cosmetology Manicure Salon","827888","LAUREN NAILS & SPA","03/01/2024","8404 STONE ST APT 67",,"HOUSTON TX 77061-2448",
"Cosmetology Manicure Salon","778946","THE SALON NAIL SPA","04/28/2021","5150 LEMMON AVE # 101",,"DALLAS TX 75209-6423",
"Cosmetology Manicure Salon","806994","BELLE TOUCHE NAILS BAR LLC","02/07/2022","6401 ANTIGO LN",,"AUSTIN TX 78739-2044",
"Cosmetology Manicure Salon","824906","REGINA'S NAIL.SPA & MORE","11/01/2023","502 W CALTON RD STE 309",,"LAREDO TX 78041-6633",
"Cosmetology Manicure Salon","803840","REJUVN8 NAIL SPA","10/08/2021","PO BOX 173",,"COLLINSVILLE TX 76233-0173",
"Cosmetology Manicure Salon","810248","TIPS TO TOES","06/08/2022","1808 OAKLAWN DR",,"TAYLOR TX 76574-5061",
"Cosmetology Manicure Salon","830429","TIPZ TOPZ & TOEZ","05/11/2024","302 PLUM HOLLOW CV",,"KILLEEN TX 76543-4758",
"Cosmetology Manicure Salon","828502","CRYSTAL NAILS","03/18/2024","3141 E 528 RD SUITE 300",,"FRIENDSWOOD TX 77546",
"Cosmetology Manicure Salon","822473","TWINKLE TOES NAILS & SPA","08/11/2023","705 E GRIFFIN PKWY",,"MISSION TX 78572-2921",
"Cosmetology Manicure Salon","802153","TX NAILS LLC DBA FRENCHIES MODERN NAILS","08/08/2021","10001 STONY POINT DR",,"WACO TX 76712-3173",
"Cosmetology Manicure Salon","795248","IMAGES NAIL SALON","11/26/2022","1612 OLD MCDADE RD UNIT B",,"ELGIN TX 78621-3152",
"Cosmetology Manicure Salon","798295","MOON'S NAILS SALON","03/20/2023","1009 S GASTON ST",,"CRANE TX 79731-2611",
"Cosmetology Manicure Salon","638925","MING DYNASTY NAIL","06/30/2024","5221 FLOYD AVE",,"AMARILLO TX 79106-5119",
"Cosmetology Manicure Salon","792894","FAVI NAILS","09/01/2022","APT 6104","1705 FRONTIER VALLEY DR","AUSTIN TX 78741-5252",
"Cosmetology Manicure Salon","660578","LE MONDE NAILS","07/31/2023","23217 GOLDENSONG CT",,"SPRING TX 77373-8141",
"Cosmetology Manicure Salon","732340","COWGIRL NAIL SALON","03/27/2023","296 OSTRICH LN",,"RIESEL TX 76682-2629",
"Cosmetology Manicure Salon","737946","R. MICHELLE EPSTEIN","06/10/2024","240 HARWOOD RD STE 2",,"BEDFORD TX 76021-4189",
"Cosmetology Manicure Salon","802393","NATURAL NAILS","08/16/2023","1400 N WESTGATE DR STE 102",,"WESLACO TX 78599-4396",
"Cosmetology Manicure Salon","799060","NAILGISTIC","04/15/2021","809 ZELMA ST",,"WESLACO TX 78596-4264",
"Cosmetology Manicure Salon","830524","GRANDLUX NAIL SALON","05/13/2024","1073 SAHALLEE DR",,"FRISCO TX 75033-8270",
"Cosmetology Manicure Salon","814329","EXCLUSIVE NAILS","10/22/2022","2306 FLORES DR",,"MISSION TX 78574-7315",
"Cosmetology Manicure Salon","828067","COCO & SHEA","03/07/2024","1024 CANYON RIDGE DR",,"DESOTO TX 75115-3821",
"Cosmetology Manicure Salon","805126","CAPRI NAILS","01/26/2024","12905 HARNOSE DR",,"EL PASO TX 79928-5702",
"Cosmetology Manicure Salon","818308","TIPPED","03/26/2023","111 REDONDO DR",,"GUN BARREL CITY TX 75156-3628",
"Cosmetology Manicure Salon","823857","WANDAS BEAUTE WORKS","09/27/2023","2409 CORDOBA DR",,"CARROLLTON TX 75006-1817",
"Cosmetology Manicure Salon","803258","E NAILS","09/18/2021","1421 SW MILITARY DR",,"SAN ANTONIO TX 78221-1539",
"Cosmetology Manicure Salon","792255","J&J NAILS","08/10/2022","1711 MORRISON DR",,"BIG SPRING TX 79720-5040",
"Cosmetology Manicure Salon","817612","BOOK SHEACURES","03/04/2023","7929 CHURCHILL WAY APT 1236",,"DALLAS TX 75251-2085",
"Cosmetology Manicure Salon","809508","HEAD TO TOE","05/18/2024","310 COUNTY ROAD 131",,"EDNA TX 77957-5024",
"Cosmetology Manicure Salon","818434","LUDY'S NAILS SPA","03/30/2023","215 N SAM HOUSTON BLVD",,"SAN BENITO TX 78586-4654",
"Cosmetology Manicure Salon","802968","RYZ NAIL STUDIO","09/09/2023","13860 JANELLE LYNNE",,"SAN ELIZARIO TX 79849-7406",
"Cosmetology Manicure Salon","820611","ZURHAYA'S","06/08/2023","2310 NORMA DR",,"MESQUITE TX 75149-1327",
"Cosmetology Manicure Salon","808887","STUDIO BRIA","05/05/2022","1430 WILSHIRE PARK DR",,"HOUSTON TX 77038-2035",
"Cosmetology Manicure Salon","775742","FIRST NAIL","07/22/2023","3503 CYDNIE ANN CT",,"ARLINGTON TX 76014-3507",
"Cosmetology Manicure Salon","818055","LIVIK NAIL","03/18/2023","13316 ALDER GLEN LN",,"PEARLAND TX 77584-1360",
"Cosmetology Manicure Salon","803194","SHINE NAIL STUDIO","09/16/2021","210 DIANE DR",,"DENISON TX 75020-4716",
"Cosmetology Manicure Salon","801550","TIPS N TOES","07/17/2023","3600 S WESTERN ST STE B",,"AMARILLO TX 79109-4451",
"Cosmetology Manicure Salon","741757","GOLDEN TRIANGLE FOOT & ANKLE SPECIALISTS","10/16/2022","6260 DELAWARE ST",,"BEAUMONT TX 77706-7602",
"Cosmetology Manicure Salon","759621","FERRIS'S NAILS","05/22/2021","119 S MAIN ST # A",,"FERRIS TX 75125-2523",
"Cosmetology Manicure Salon","794586","M NAILS","10/29/2022","603 NUECES ST",,"GEORGE WEST TX 78022-3423",
"Cosmetology Manicure Salon","804366","TRACY NAILS AND SPA","10/25/2021","3483 W FM 544 STE 116",,"WYLIE TX 75098-9402",
"Cosmetology Manicure Salon","822507","GLOSSY NAIL BAR & BOUTIQUE","08/11/2023","916 E BLANCO RD STE 700",,"BOERNE TX 78006-1764",
"Cosmetology Manicure Salon","813485","UPTOWN SPA NAILS 4 U","09/23/2022","11710 FERGUSON RD",,"DALLAS TX 75228-8202",
"Cosmetology Manicure Salon","827463","UNICO NAIL CARE","02/14/2024","1430 JOHNS AVE",,"LANCASTER TX 75134-3129",
"Cosmetology Manicure Salon","645790","HANDS OF ELEGANCE BY LINDA","01/31/2021","4338 WILLOW BEND CT",,"BEAUMONT TX 77707-5405",
"Cosmetology Manicure Salon","827694","DEBRA DOES MY NAILS","02/21/2024","PO BOX 6464",,"HUNTSVILLE TX 77342-6464",
"Cosmetology Manicure Salon","793916","UPTOWN FLAIR","10/05/2022","6208 ADIRONDACK TRL",,"AMARILLO TX 79106-3406",
"Cosmetology Manicure Salon","784357","UNIE,S NAILS","11/07/2023","4602 S RUSK ST",,"AMARILLO TX 79110-2432",
"Cosmetology Manicure Salon","813770","VY NAILS","10/02/2022","2400 N SAINT MARYS ST STE C",,"BEEVILLE TX 78102-2412",
"Cosmetology Manicure Salon","823072","CHAR'S NAILS","08/30/2023","PO BOX 135",,"GOLDTHWAITE TX 76844-0135",
"Cosmetology Manicure Salon","808553","DK NAILS","06/08/2024","12609 DESSAU RD LOT 380",,"AUSTIN TX 78754-1824",
"Cosmetology Manicure Salon","803535","SIGNATURE NAILS SALON","09/27/2023","6358 LAKE WORTH BLVD STE 200",,"FORT WORTH TX 76135-3611",
"Cosmetology Manicure Salon","814195","OASIS NAIL LOUNGE","10/19/2022","16103 W LITTLE YORK RD STE G",,"HOUSTON TX 77084-6867",
"Cosmetology Manicure Salon","825519","LACQUER & JUTE","11/23/2023","13279 RETREAT LN",,"MOODY TX 76557-3035",
"Cosmetology Manicure Salon","739675","STUDIO NAILS & SPA","06/04/2024","STE 201","943 WILLIAM D FITCH PKWY","COLLEGE STATION TX 77845-6366",
"Cosmetology Manicure Salon","824322","GABY NAILS","10/12/2023","1469 ENRIQUE PEREZ CIR",,"SAN ELIZARIO TX 79849-7354",
"Cosmetology Manicure Salon","813661","AGAPE NAILS FOR SENIORS","09/29/2022","1777 TIMBER CREEK RD APT 2318",,"FLOWER MOUND TX 75028-7344",
"Cosmetology Manicure Salon","803186","LILY'S NAILSPA","09/16/2021","7336 HIGHLAND PINE ST",,"BROWNSVILLE TX 78526-3038",
"Cosmetology Manicure Salon","809753","THE NAIL ARTIST","05/25/2024","266 LEMOINE",,"LIVINGSTON TX 77351-6169",
"Cosmetology Manicure Salon","817944","AN MODERN NAILS & SPA LLC","03/15/2023","4037 SENDERO TRL",,"PLANO TX 75024-7233",
"Cosmetology Manicure Salon","827401","NAIL TRAP SUGARLAND","02/10/2024","2523 PITTSFORD ST",,"SUGAR LAND TX 77479-4456",
"Cosmetology Manicure Salon","827254","TIFFANY NAILS SPA LLC","02/04/2024","15018 CALVANO DR",,"CYPRESS TX 77429-6231",
"Cosmetology Manicure Salon","659827","B BEST NAILS","04/30/2023","14910 NACOGDOCHES RD STE 102",,"SAN ANTONIO TX 78247-1669",
"Cosmetology Manicure Salon","670177","ANTHONY L'AMOUR NAILS","05/31/2022","6010 SUTHERLAND DR",,"CORPUS CHRISTI TX 78414-3026",
"Cosmetology Manicure Salon","640873","LINDA'S JUST NAILS","04/30/2023","406 W OLD HWY 80 APT B",,"WHITE OAK TX 75693-2017",
"Cosmetology Manicure Salon","825135","THE NAIL VAULT EPTX","11/09/2023","10915 LYDIA RD",,"SOCORRO TX 79927-4480",
"Cosmetology Manicure Salon","792564","PRO'S NAILS","08/22/2022","4241 SOUTHWEST BLVD STE 103",,"SAN ANGELO TX 76904-5687",
"Cosmetology Manicure Salon","809659","AURORAS NAIL STUDIO","05/21/2024","3119 HAWTHORNE AVE",,"EDINBURG TX 78539-3462",
"Cosmetology Manicure Salon","799104","CLASSIC NAILS","04/16/2021","1206 S MAIN ST",,"DUNCANVILLE TX 75137-3204",
"Cosmetology Manicure Salon","810532","5TH AVENUE NAILS SPA","06/16/2022","15069 INTERSTATE 35 N STE 106",,"SCHERTZ TX 78154-3567",
"Cosmetology Manicure Salon","822021","D&E NAILS","07/23/2023","16005 ORANGE DR",,"EDINBURG TX 78541-3815",
"Cosmetology Manicure Salon","822686","OLGA'S NAIL SALON.","08/16/2023","1863 FM 1771",,"KOSSE TX 76653-4431",
"Cosmetology Manicure Salon","803802","WBG NAILS, LLC","10/07/2023","2629 KING ARTHUR BLVD",,"LEWISVILLE TX 75056-5713",
"Cosmetology Manicure Salon","812026","V.I.P NAILS SPA","08/03/2022","2409 OAK HOLLOW LANE",,"BRENHAM TX 77833-4872",
"Cosmetology Manicure Salon","731891","HENRY NAILS","01/10/2023","920 W AMERICAN BLVD",,"MULESHOE TX 79347-3239",
"Cosmetology Manicure Salon","805186","ROSITAS NAILS","11/26/2021","6410 SANDSHOF DR",,"AUSTIN TX 78724-4329",
"Cosmetology Manicure Salon","639391","MAI'S NAIL PERFECTION","09/30/2022","2405 SUNSET BLVD",,"HOUSTON TX 77005-1431",
"Cosmetology Manicure Salon","780171","KC NAIL","06/12/2023","6502 TIDWELL RD STE B",,"HOUSTON TX 77016-4844",
"Cosmetology Manicure Salon","768638","THE FOOT STORE & SPA LLC","04/04/2022","305 E EUCLID AVE STE 102",,"SAN ANTONIO TX 78212-4709",
"Cosmetology Manicure Salon","807673","MARILYN'S NAILS & SPA","03/03/2022","2306 AVENUE Q",,"LUBBOCK TX 79411-2226",
"Cosmetology Manicure Salon","822711","THUNDERBOLT NAILS LLC","08/17/2023","11716 SANTA CRUZ DR",,"AUSTIN TX 78759-4222",
"Cosmetology Manicure Salon","791056","SHINE NAIL BAR","06/29/2022","3400 MORROW AVE",,"WACO TX 76710-5433",
"Cosmetology Manicure Salon","798963","TOPCOAT NAIL STUDIO","04/11/2021","10807 SUZETTE LN",,"EDINBURG TX 78541-9167",
"Cosmetology Manicure Salon","831338","HB NAIL LOUNGE","06/08/2024","137 N PLANO RD",,"RICHARDSON TX 75081-3827",
"Cosmetology Manicure Salon","738189","THE POLISHED LADY AT NAILS ETC","08/14/2022","407 N PATTERSON AVE",,"FLORENCE TX 76527-4197",
"Cosmetology Manicure Salon","812018","SUKY","08/03/2022","307 N HUTCHINS ST",,"BRYAN TX 77803-4862",
"Cosmetology Manicure Salon","727241","ELEGANT NAILS","07/15/2023","109 N HUNT ST",,"CUERO TX 77954-2929",
"Cosmetology Manicure Salon","800178","CHICAS NAIL SALON","05/22/2021","5711 DECATUR WAY",,"EL PASO TX 79924-7402",
"Cosmetology Manicure Salon","813301","CUREOSITY NAILS & BEAUTY","09/17/2022","617 CLINIC DR APT 4206",,"LONGVIEW TX 75605-0107",
"Cosmetology Manicure Salon","749536","PEDICURES BY TONI","05/16/2024","926 S 14TH ST STE 108",,"KINGSVILLE TX 78363-6403",
"Cosmetology Manicure Salon","827681","JVNAILDIT","02/21/2024","20911 NEW LEAF CT",,"HOUSTON TX 77073-2957",
"Cosmetology Manicure Salon","791770","BLISS NAIL LOUNGE","07/25/2022","1603 SADDLE RIDGE RD",,"WYLIE TX 75098-6692",
"Cosmetology Manicure Salon","811678","SPA NAILS","07/22/2022","6319 82ND ST STE 600",,"LUBBOCK TX 79424-0830",
"Cosmetology Manicure Salon","797964","SERENITY NAILS & SPA","03/08/2023","3250 BROADWAY ST",,"PEARLAND TX 77581-4502",
"Cosmetology Manicure Salon","813761","BETTY'S NAIL SHOP & SPA","10/02/2022","14529 WOODFOREST BLVD STE C",,"HOUSTON TX 77015-3170",
"Cosmetology Manicure Salon","663486","PHUNG'S FALCON PRINCESS NAILS","05/31/2024","5108 CEDAR ST",,"BELLAIRE TX 77401-4011",
"Cosmetology Manicure Salon","820606","SPA NAILS","06/08/2023","501 S SAINT MARYS ST",,"FALFURRIAS TX 78355-4360",
"Cosmetology Manicure Salon","827866","RYZ NAIL STUDIO","02/28/2024","13860 JANELLE LYNNE",,"SAN ELIZARIO TX 79849-7406",
"Cosmetology Manicure Salon","827381","SASHAS NAILS","02/09/2024","1721 GREENHOUSE RD APT 411",,"HOUSTON TX 77084-8037",
"Cosmetology Manicure Salon","802368","VIP NAIL SALON","08/15/2021","405 HAPPY VALLEY DR",,"EDINBURG TX 78539-6410",
"Cosmetology Manicure Salon","734047","TOP NAILS BY LE","05/25/2023","8705 MARTIN LUTHER KING BLVD",,"HOUSTON TX 77033-2309",
"Cosmetology Manicure Salon","663384","STAR NAILS","05/31/2022","STE 111","2425 SE GREEN OAKS BLVD","ARLINGTON TX 76018-0914",
"Cosmetology Manicure Salon","725715","K-NAILS & SPA","02/15/2024","8602 MCPHERSON RD UNIT 112",,"LAREDO TX 78045-6564",
"Cosmetology Manicure Salon","800508","H & H NAIL SPA","06/05/2021","12220 TIMBER HEIGHTS DR",,"AUSTIN TX 78754-5962",
"Cosmetology Manicure Salon","779786","NATURAL NAILS BY CANDICE MONTGOMERY","05/26/2023","2000 E RENFRO ST",,"BURLESON TX 76028-2214",
"Cosmetology Manicure Salon","806348","NAIL ART HOUSE, LLC","01/16/2024","3616 SHORT HORN LN",,"ROUND ROCK TX 78665-1325",
"Cosmetology Manicure Salon","763773","POLISHED NAILS","09/29/2023","1412 LOST PINES LN",,"EL PASO TX 79936-6517",
"Cosmetology Manicure Salon","800055","SUPER NAILS AND SPA","05/20/2021","8000 COIT RD STE 700",,"PLANO TX 75025-6821",
"Cosmetology Manicure Salon","804453","NAIL THERAPIE HTX","10/29/2021","7527 CAYTON ST",,"HOUSTON TX 77061-2803",
"Cosmetology Manicure Salon","741246","THE NAILERY","09/12/2022","644 S RIVERSHIRE DR",,"CONROE TX 77304-2737",
"Cosmetology Manicure Salon","825437","TRENDY NAIL SPA","11/19/2023","1300 GATTIS SCHOOL RD STE 300",,"ROUND ROCK TX 78664-7472",
"Cosmetology Manicure Salon","807509","CHANAILS BEAUTY BAR","02/26/2022","28542 CONNORDALE LN",,"SPRING TX 77386-2952",
"Cosmetology Manicure Salon","806804","PERFECT10 NAIL BOUTIQUE","02/03/2022","8005 ABBOT CT",,"MCKINNEY TX 75072-6947",
"Cosmetology Manicure Salon","794791","FAMOUS NAILS","11/05/2022","5230 KOSTORYZ RD STE 7",,"CORPUS CHRISTI TX 78415-1938",
"Cosmetology Manicure Salon","809447","LE NAIL VAULT","05/18/2022","2605 NATIONS AVE APT 7",,"EL PASO TX 79930-2223",
"Cosmetology Manicure Salon","685217","L.A. STYLE NAILS","04/30/2024","6619 FOREST HILL DR STE 65",,"FOREST HILL TX 76140-1260",
"Cosmetology Manicure Salon","830897","DIVA NAILS AND DAY SPA","05/25/2024","712 CROMANE RD",,"HASLET TX 76052-3043",
"Cosmetology Manicure Salon","781217","PINKI BY KRISTI NAILS","07/22/2023","1317 RICHMOND RD",,"TEXARKANA TX 75503-3869",
"Cosmetology Manicure Salon","830780","BELTON BEAUTY","05/23/2024","14617 PETRALIA AVE",,"EL PASO TX 79938-2335",
"Cosmetology Manicure Salon","683385","QUEEN NAILS","10/31/2021","3262 CHIMNEY ROCK RD STE B",,"ABILENE TX 79606-3376",
"Cosmetology Manicure Salon","815646","ILY NAILS & BEAUTY BAR","12/17/2022","1615 GRAND AVENUE PKWY STE 206",,"PFLUGERVILLE TX 78660-2061",
"Cosmetology Manicure Salon","823964","ERIAND NAILS","09/29/2023","915 CREEK KNL",,"SAN ANTONIO TX 78253-5365",
"Cosmetology Manicure Salon","801453","GLORIAS NAIL SALON","07/11/2021","801 E SIOUX RD UNIT 211",,"PHARR TX 78577-1770",
"Cosmetology Manicure Salon","667928","LEANN NAILS","04/13/2024","2022 DORIS CT",,"MISSOURI CITY TX 77489-3172",
"Cosmetology Manicure Salon","825419","FANCYFINGERZ","11/18/2023","11002 CARVEL LN",,"HOUSTON TX 77072-3035",
"Cosmetology Manicure Salon","726390","SASI NAILS AND MORE","12/15/2023","695 RIVER BLUFF LN",,"PIPE CREEK TX 78063-5957",
"Cosmetology Manicure Salon","743581","NAILS BY LISA","04/26/2023","503 COUNTY ROAD 1336",,"QUITMAN TX 75783-4041",
"Cosmetology Manicure Salon","788145","MODERN NAILS AND SPA","10/01/2022","3321 RICHMOND RD",,"TEXARKANA TX 75503-0707",
"Cosmetology Manicure Salon","830489","LUXX NAILS AND SPA","05/12/2024","1101 THORPE LN STE 103",,"SAN MARCOS TX 78666-7139",
"Cosmetology Manicure Salon","805910","ROCKSTAR NAIL SPA","01/03/2024","2106 W GENTRY PKWY STE 105",,"TYLER TX 75702-2864",
"Cosmetology Manicure Salon","672942","MY PRO NAILS","03/31/2023","606 COLLEGE AVE",,"BRENHAM TX 77833-4002",
"Cosmetology Manicure Salon","813305","AM FLOW NAILS","09/17/2022","10009 BONAZZI ST",,"HOUSTON TX 77088-3102",
"Cosmetology Manicure Salon","811214","NEW VISION NAILZ (NV NAILZ)","07/07/2022","455 MARCUS DR",,"LEWISVILLE TX 75057-2208",
"Cosmetology Manicure Salon","822808","POLISH ME PRETTY NAIL SALON","08/19/2023","521 W KELLY AVE",,"PHARR TX 78577-4647",
"Cosmetology Manicure Salon","821012","THE NAIL STUDIO AT SHARYLAND","06/21/2023","1204 N 49TH ST",,"MCALLEN TX 78501-8452",
"Cosmetology Manicure Salon","804757","JERSEY NAILS AND SPA","05/31/2024","907 CHELSEA ST STE A",,"EL PASO TX 79903-4912",
"Cosmetology Manicure Salon","827745","LOUD LOUNGE","02/22/2024","720 ELM AVE # 102",,"WACO TX 76704-2621",
"Cosmetology Manicure Salon","743207","STEPHANIE'S OF TEXAS","03/11/2023","323 SHADY HILL DR",,"RICHARDSON TX 75080-1943",
"Cosmetology Manicure Salon","779652","KARLA'S NAIL SALON","05/23/2023","905 LANTANA LN",,"WESLACO TX 78599-2742",
"Cosmetology Manicure Salon","783327","EMBELLISH NAILS & BOUTIQUE","09/29/2023","12101 FM 2244 RD STE 5D",,"BEE CAVE TX 78738-6464",
"Cosmetology Manicure Salon","662459","HOLLYWOOD NAIL SALON","02/28/2024","1818 S NEW BRAUNFELS AVE STE 2",,"SAN ANTONIO TX 78210-3025",
"Cosmetology Manicure Salon","822967","EXXPLICIT NAILS","08/25/2023","429 CHOICE DR",,"PALMER TX 75152-8232",
"Cosmetology Manicure Salon","825865","GALLERIA NAILS","12/13/2023","13376 N HIGHWAY 183 STE 504",,"AUSTIN TX 78750-2256",
"Cosmetology Manicure Salon","691051","NAILS BY NICOLE","05/31/2022","11523 BICKWOOD DR",,"HOUSTON TX 77089-5317",
"Cosmetology Manicure Salon","686656","CITY NAILS","01/02/2023","263 FM 1960 BYPASS RD E",,"HUMBLE TX 77338-3624",
"Cosmetology Manicure Salon","822896","FERAL NAILS TX LA ROMERO NAILS","08/23/2023","515 COUNTY ROAD 3823",,"SAN ANTONIO TX 78253-6953",
"Cosmetology Manicure Salon","824674","LIEU ZACK","10/25/2023","8634 HOT SPRINGS DR",,"HOUSTON TX 77095-3815",
"Cosmetology Manicure Salon","830355","T'S NAILS AND SPA LLC","05/09/2024","9810 SLIDE RD STE 300",,"LUBBOCK TX 79424-5832",
"Cosmetology Manicure Salon","812636","ALLEGRO NAIL PARLOUR","08/24/2022","604 STALLION WAY",,"EL PASO TX 79922-2329",
"Cosmetology Manicure Salon","770014","VALY BEBIE NAILS","06/15/2024","3213 BAILEY ST",,"MISSION TX 78574-5230",
"Cosmetology Manicure Salon","774377","DA NAIL SPOT","05/26/2022","3410 IRAPUATO DR",,"LAREDO TX 78046-8729",
