"rowid","fiscal_year","fund","fund_description","project_id","project_description","dept","department_description","actuals","budget"
"2016-118-9400450-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400450","MONUMENT VLY PICKLEBALL CTS","5903","TOPS PARKS","100000","100000"
"2016-118-9400451-5901","2016",,"TRAILS OPEN SPACE PARKS FUND","9400451","RCK ISL/SC TRLS AT PWRS UNDRPS","5901","TOPS TRAILS","0","300000"
"2016-118-9400452-5000","2016",,"TRAILS OPEN SPACE PARKS FUND","9400452","DEERFIELD EXPAN PHASE 1","5000","PROJECTS PARKS AND REC","0","0"
"2016-118-9400452-5903","2016","12","TRAILS OPEN SPACE PARKS FUND","9400452","DEERFIELD EXPAN PHASE 1","5903","TOPS PARKS","129999.74","130000"
"2016-118-9400455-5000","2016",,"TRAILS OPEN SPACE PARKS FUND","9400455","GOG RESTROOM RENOVATIONS","5000","PROJECTS PARKS AND REC","0","0"
"2016-118-9400455-5903","2016",,"TRAILS OPEN SPACE PARKS FUND","9400455","GOG RESTROOM RENOVATIONS","5903","TOPS PARKS","0","470000"
"2016-118-9400456-5000","2016",,"TRAILS OPEN SPACE PARKS FUND","9400456","GM-MANITOU INCLINE PH 2","5000","PROJECTS PARKS AND REC","0","0"
"2016-118-9400456-5901","2016","12","TRAILS OPEN SPACE PARKS FUND","9400456","GM-MANITOU INCLINE PH 2","5901","TOPS TRAILS","228079.19","255421"
"2016-118-9400456-5903","2016",,"TRAILS OPEN SPACE PARKS FUND","9400456","GM-MANITOU INCLINE PH 2","5903","TOPS PARKS","0","0"
"2016-118-9400457-5902","2016","12","TRAILS OPEN SPACE PARKS FUND","9400457","JOANNE WATKINS ACQUISITION","5902","TOPS OPEN SPACE","980000","980000"
"2016-119-9400019-5000","2016",,"CONSERVATION TRUST","9400019","TRAILS","5000","PROJECTS PARKS AND REC","0","2713"
"2016-119-9400248-5000","2016","12","CONSERVATION TRUST","9400248","SERTICH REPAIRS","5000","PROJECTS PARKS AND REC","20777.24","21000"
"2016-119-9400332-5000","2016","12","CONSERVATION TRUST","9400332","MAINT OF OUTDOOR SCULPTURE","5000","PROJECTS PARKS AND REC","1853.88","19369"
"2016-119-9400378-5000","2016","12","CONSERVATION TRUST","9400378","RED ROCK LANDFILL MONITOR","5000","PROJECTS PARKS AND REC","12642.56","123630"
"2016-119-9400401-5000","2016",,"CONSERVATION TRUST","9400401","PEDESTRIAN BRIDGE REPAIRS","5000","PROJECTS PARKS AND REC","0","785"
"2016-119-9400417-5000","2016","12","CONSERVATION TRUST","9400417","PLAYGROUND RENOVATION","5000","PROJECTS PARKS AND REC","1752","28454"
"2016-119-9400420-5000","2016","12","CONSERVATION TRUST","9400420","TURF REDUCTION","5000","PROJECTS PARKS AND REC","9647.62","92246"
"2016-119-9400421-5000","2016","12","CONSERVATION TRUST","9400421","BUILDING RENOVATION","5000","PROJECTS PARKS AND REC","57872.35","69771"
"2016-119-9400429-5000","2016","12","CONSERVATION TRUST","9400429","PARK FACILITY ROOF REPLACEMENT","5000","PROJECTS PARKS AND REC","13673","14453"
"2016-119-9400437-5000","2016",,"CONSERVATION TRUST","9400437","SINTON POND MANAGEMENT PLAN","5000","PROJECTS PARKS AND REC","0","0"
"2016-151-9160022-1300","2016","12","PUBLIC SPACE AND DEVELOPMENT","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","2724.4","4500"
"2016-151-9400369-5000","2016","12","PUBLIC SPACE AND DEVELOPMENT","9400369","MON VALLEY PRK MICKELSON AREA","5000","PROJECTS PARKS AND REC","9093.25","36332"
"2016-151-9400381-5000","2016","12","PUBLIC SPACE AND DEVELOPMENT","9400381","VENEZIA COM PRK DEV PHASE I","5000","PROJECTS PARKS AND REC","5153350.03","6017010"
"2016-166-9160004-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160004","FINE ARTS CT","1300","PROJECTS FINANCE","10000","10000"
"2016-166-9160022-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","457.38","0"
"2016-166-9160023-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160023","US SENIOR OPEN","1300","PROJECTS FINANCE","150000","150000"
"2016-166-9160024-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160024","COPPER WEB EVENTS CALENDAR","1300","PROJECTS FINANCE","50000","50000"
"2016-166-9160028-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160028","SALES AND USE TAX REFUNDS","1300","PROJECTS FINANCE","0","0"
"2016-166-9160032-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160032","ECONOMIC DEVELOP AGENCIES","1300","PROJECTS FINANCE","27500","27500"
"2016-166-9160033-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160033","COLO SPGS PHILHARMONIC","1300","PROJECTS FINANCE","123000","123000"
"2016-166-9160038-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160038","RCKY MTN ST GMS OLYMPIC CELEBR","1300","PROJECTS FINANCE","29000","29000"
"2016-166-9160039-1300","2016",,"LODGERS AND AUTO RENTAL TAX","9160039","PROJECTS TO BE DETERMINED","1300","PROJECTS FINANCE","0","25000"
"2016-166-9160042-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160042","ST PATRICKS DAY PARADE","1300","PROJECTS FINANCE","7200","7200"
"2016-166-9160049-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160049","SK-8 STRONG","1300","PROJECTS FINANCE","20000","20000"
"2016-166-9160052-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160052","ADRENALINE LACROSSE SHOWCASE","1300","PROJECTS FINANCE","35000","35000"
"2016-166-9160053-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160053","COMMUNITY VENTURES","1300","PROJECTS FINANCE","15000","15000"
"2016-166-9160054-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160054","FESTIVAL OF LIGHTS PARADE","1300","PROJECTS FINANCE","20400","13400"
"2016-166-9160056-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160056","KRCC BLUES UNDER THE BRIDGE","1300","PROJECTS FINANCE","0","5000"
"2016-166-9160057-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160057","PIKES PEAK AIRSTRIP ATTACK","1300","PROJECTS FINANCE","10000","10000"
"2016-166-9160058-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160058","PIKES PEAK CELTIC FESTIVAL","1300","PROJECTS FINANCE","8000","8000"
"2016-166-9160059-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160059","PIKES PEAK OR BUST RODEO","1300","PROJECTS FINANCE","21000","21000"
"2016-166-9160061-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160061","VETERANS DAY PARADE","1300","PROJECTS FINANCE","6000","11000"
"2016-166-9160062-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160062","WHAT IF FESITVAL","1300","PROJECTS FINANCE","2240","2240"
"2016-166-9160065-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160065","CVB LOCAL MARKETING/TOURISM","1300","PROJECTS FINANCE","150000","150000"
"2016-166-9160066-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160066","CS LABR DAY HOT AIR BALLN EVNT","1300","PROJECTS FINANCE","122000","122000"
"2016-166-9160068-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160068","GOG RESTORATION & TRAIL PROJ","1300","PROJECTS FINANCE","10000","10000"
"2016-166-9160073-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160073","AMER DISCOVERY TRAIL MARATHON","1300","PROJECTS FINANCE","640","640"
"2016-166-9160074-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160074","CC-COMMENCEMENT","1300","PROJECTS FINANCE","0","300"
"2016-166-9160075-1300","2016",,"LODGERS AND AUTO RENTAL TAX","9160075","CHICK-FIL-A PATRIOTS' FESTIVAL","1300","PROJECTS FINANCE","0","440"
"2016-166-9160076-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160076","CO MILITARY TAPTOO","1300","PROJECTS FINANCE","25000","25000"
"2016-166-9160077-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160077","CO SPGS HALF MARATHON & 5K","1300","PROJECTS FINANCE","10000","10000"
"2016-166-9160078-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160078","CO SPGS INTL DRAGON BOAT FESTI","1300","PROJECTS FINANCE","10000","10000"
"2016-166-9160079-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160079","CO SPGS PRIDEFEST","1300","PROJECTS FINANCE","8500","8500"
"2016-166-9160080-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160080","CO SPGS SPORTS CORPORATION","1300","PROJECTS FINANCE","18750","25000"
"2016-166-9160081-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160081","EVBDY WELCOME:CELBRT DIVERSITY","1300","PROJECTS FINANCE","0","3750"
"2016-166-9160082-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160082","FALLEN FIREFIGHTER MEMORIAL","1300","PROJECTS FINANCE","0","16360"
"2016-166-9160083-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160083","GOOD TIMES CAR SHOW","1300","PROJECTS FINANCE","2560","2560"
"2016-166-9160084-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160084","GRAND PRIX-TAKE 5 IN THE GOG","1300","PROJECTS FINANCE","720","720"
"2016-166-9160085-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160085","GRAND PRIX-CLASSIC 10K RUN","1300","PROJECTS FINANCE","240","240"
"2016-166-9160086-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160086","GR PLNS REGNL PICKLEBALL TRNY-","1300","PROJECTS FINANCE","5000","5000"
"2016-166-9160087-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160087","HOLLY BERRY HSE FOLK ART FESTV","1300","PROJECTS FINANCE","2600","2600"
"2016-166-9160088-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160088","LLAMAPALOOZA","1300","PROJECTS FINANCE","0","1840"
"2016-166-9160089-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160089","MON VALLY PRK PICKLEBALL CRTS","1300","PROJECTS FINANCE","25000","25000"
"2016-166-9160090-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160090","PIKES PEAK ART & MUSIC FESTIVA","1300","PROJECTS FINANCE","2500","2500"
"2016-166-9160091-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160091","PIKES PEAK HILL CLIMB FAN FEST","1300","PROJECTS FINANCE","12000","12000"
"2016-166-9160092-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160092","PIKES PEAK SOAP BOX DERBY","1300","PROJECTS FINANCE","960","960"
"2016-166-9160093-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160093","PIKES PEAK WORLD CUP","1300","PROJECTS FINANCE","0","15000"
"2016-166-9160094-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160094","RACE FOR THE CURE","1300","PROJECTS FINANCE","0","2000"
"2016-166-9160095-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160095","RUN TO THE SHRINE","1300","PROJECTS FINANCE","1200","1200"
"2016-166-9160096-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160096","SAILIN SHOES RACE FOR FUN","1300","PROJECTS FINANCE","0","1920"
"2016-166-9160097-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160097","SPRINGS SPREE","1300","PROJECTS FINANCE","8800","8800"
"2016-166-9160098-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160098","STARLIGHT SPECTACULAR","1300","PROJECTS FINANCE","3905","3905"
"2016-166-9160099-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160099","SUPER HALF MARATHON & 5K","1300","PROJECTS FINANCE","1112","1120"
"2016-166-9160101-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160101","TEJON STREET BIKE FEST","1300","PROJECTS FINANCE","6400","6400"
"2016-166-9160102-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160102","TERRITORY DAYS","1300","PROJECTS FINANCE","18400","18400"
"2016-166-9160103-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160103","TOUR DE CURE","1300","PROJECTS FINANCE","0","560"
"2016-166-9160104-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160104","TURKEY TROT 5K","1300","PROJECTS FINANCE","2560","2560"
"2016-166-9160105-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160105","VETERANS RECOGNITION RIDE","1300","PROJECTS FINANCE","2400","2400"
"2016-166-9160106-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160106","WALK MS COLORADO SPRINGS","1300","PROJECTS FINANCE","0","1200"
"2016-166-9160107-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160107","WESTERN STREET BREAKFAST","1300","PROJECTS FINANCE","3900","3900"
"2016-166-9160108-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160108","WALDO WALDO 5K","1300","PROJECTS FINANCE","0","0"
"2016-166-9160110-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9160110","HAUTE ROUTE CYCLING EVENT","1300","PROJECTS FINANCE","0","50000"
"2016-166-9520003-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9520003","OLYMP PROM","1300","PROJECTS FINANCE","20000","20000"
"2016-166-9520004-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9520004","TOUR PROMO","1300","PROJECTS FINANCE","3249067","3249067"
"2016-166-9730003-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9730003","PIKES PEAK HILL CLIMB","1300","PROJECTS FINANCE","122000","122000"
"2016-166-9730005-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9730005","PP MARATHON AND ASCENT","1300","PROJECTS FINANCE","10000","10000"
"2016-166-9730012-1300","2016","12","LODGERS AND AUTO RENTAL TAX","9730012","SUMMIT HOUSE DESIGN","1300","PROJECTS FINANCE","250000","250000"
"2016-166-9730013-1300","2016",,"LODGERS AND AUTO RENTAL TAX","9730013","USA PROCYCLING CHALLENGE","1300","PROJECTS FINANCE","0","0"
"2016-167-9400090-5000","2016","12","STREET TREE FEE FUND","9400090","TREES","5000","PROJECTS PARKS AND REC","16906.39","35526"
"2016-170-9050008-1100","2016","12","CABLE FRANCHISE","9050008","SPRINGS TV","1100","PROJECTS CITY MANGEMENT","405834.92","374440"
"2016-170-9050009-1100","2016","12","CABLE FRANCHISE","9050009","CITIZEN ENGAGEMENT STAFFING","1100","PROJECTS CITY MANGEMENT","112942.64","102660"
"2016-170-9050009-1110","2016",,"CABLE FRANCHISE","9050009","CITIZEN ENGAGEMENT STAFFING","1110","CITY MAYOR","0","0"
"2016-170-9160022-1300","2016","12","CABLE FRANCHISE","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","202.53","225"
"2016-170-9870001-8700","2016","12","CABLE FRANCHISE","9870001","PEOPLESOFT PROJECT","8700","PROJECTS INFO TECHNOLOGY","359810.56","360143"
"2016-170-9870007-8700","2016","12","CABLE FRANCHISE","9870007","S CO EDUC TV CONSORTIUM","8700","PROJECTS INFO TECHNOLOGY","215863.32","203700"
"2016-171-9090024-2200","2016",,"PUBLIC SAFETY SALES TAX","9090024","VENTILATION IMPROVEMENTS","2200","PROJECTS FIRE","0","350000"
"2016-171-9090027-2200","2016","12","PUBLIC SAFETY SALES TAX","9090027","FIRE STATION 01 REMODEL","2200","PROJECTS FIRE","580508.27","3840198"
"2016-171-9090031-2200","2016",,"PUBLIC SAFETY SALES TAX","9090031","FIRE STATION 1 DESIGN","2200","PROJECTS FIRE","0","0"
"2016-171-9090033-2200","2016","12","PUBLIC SAFETY SALES TAX","9090033","STETSON RIDGE FIRE STATION 21","2200","PROJECTS FIRE","50676.6","50677"
"2016-171-9090043-2200","2016","12","PUBLIC SAFETY SALES TAX","9090043","HIGH PRIORTY FIRE CIP PROJCTS","2200","PROJECTS FIRE","9750","249087"
"2016-171-9099121-2230","2016","12","PUBLIC SAFETY SALES TAX","9099121","EL POMAR WILDLAND","2230","FIRE PREVENTION","0","0"
"2016-171-9099144-2230","2016","12","PUBLIC SAFETY SALES TAX","9099144","2015 WRRG","2230","FIRE PREVENTION","0","0"
"2016-171-9100028-2100","2016","12","PUBLIC SAFETY SALES TAX","9100028","SAND CRK SUBSTATION RENO/REPLA","2100","PROJECTS POLICE","18","850000"
"2016-171-9100030-2100","2016",,"PUBLIC SAFETY SALES TAX","9100030","PUBLIC SAFETY FIRING RANGE","2100","PROJECTS POLICE","0","1050000"
"2016-171-9160028-1300","2016","12","PUBLIC SAFETY SALES TAX","9160028","SALES AND USE TAX REFUNDS","1300","PROJECTS FINANCE","0","0"
"2016-173-9160028-1300","2016","12","2C-ROAD RPR,MNT,IMPRVMT-SLS TX","9160028","SALES AND USE TAX REFUNDS","1300","PROJECTS FINANCE","0","0"
"2016-173-9320037-3200","2016","12","2C-ROAD RPR,MNT,IMPRVMT-SLS TX","9320037","SPEC REV FUND-ROADWAY IMPRVMTS","3200","PROJECTS STREETS","39920759.37","50000000"
"2016-202-9090003-2200","2016","12","CITY FUNDED CIP","9090003","FIRE FAC RPR","2200","PROJECTS FIRE","45534.58","47091"
"2016-202-9090036-2200","2016","12","CITY FUNDED CIP","9090036","SELF-CONTAINED BREATHING APP","2200","PROJECTS FIRE","163679.55","172642"
"2016-202-9090040-2200","2016","12","CITY FUNDED CIP","9090040","CRITICAL FIRE STATION REPAIRS","2200","PROJECTS FIRE","18646.05","43818"
"2016-202-9090041-2200","2016","12","CITY FUNDED CIP","9090041","EQUIPMENT FIRE STATION 22","2200","PROJECTS FIRE","50673.43","55054"
"2016-202-9100025-2100","2016",,"CITY FUNDED CIP","9100025","POLICE IMPOUND LOT LIGHT UPGRA","2100","PROJECTS POLICE","0","0"
"2016-202-9100026-2100","2016",,"CITY FUNDED CIP","9100026","EMERGENCY RESPOND DRIVE SIMULA","2100","PROJECTS POLICE","0","230000"
"2016-202-9100028-2100","2016","12","CITY FUNDED CIP","9100028","SAND CRK SUBSTATION RENO/REPLA","2100","PROJECTS POLICE","183118","400736"
"2016-202-9100029-2100","2016",,"CITY FUNDED CIP","9100029","CSPD IMPOUND LOT SECURITY UPGR","2100","PROJECTS POLICE","0","61336"
"2016-202-9110023-4700","2016","12","CITY FUNDED CIP","9110023","GM-W UINTAH BICYCLE LN","4700","PROJECTS CITY PLANNING","-27800","0"
"2016-202-9150001-1300","2016","12","CITY FUNDED CIP","9150001","PRIORITIZED CIP PROJECTS","1300","PROJECTS FINANCE","99633","920200"
"2016-202-9150001-8000","2016","12","CITY FUNDED CIP","9150001","PRIORITIZED CIP PROJECTS","8000","PROJECTS FACIL ENG","89258","205199"
"2016-202-9160022-1300","2016","12","CITY FUNDED CIP","9160022","FOR FINANCE JOURNALS","1300","PROJECTS FINANCE","30466.59","5000"
"2016-202-9160025-1300","2016","12","CITY FUNDED CIP","9160025","CAB REPAIRS PAYMENT 1 OF 15","1300","PROJECTS FINANCE","174211.38","174233"
"2016-202-9160050-1300","2016","12","CITY FUNDED CIP","9160050","HIGH PRIORITY PROJ & FAC NEEDS","1300","PROJECTS FINANCE","65022.07","221517"
"2016-202-9160069-1300","2016","12","CITY FUNDED CIP","9160069","CITYWIDE ADA COMPLIANCE PROJS","1300","PROJECTS FINANCE","13085.45","170000"
"2016-202-9160070-1300","2016","12","CITY FUNDED CIP","9160070","CITYWIDE EMERGENCY FAC MAINT","1300","PROJECTS FINANCE","49504.91","100000"
"2016-202-9160071-1300","2016","12","CITY FUNDED CIP","9160071","CITYWIDE FACILITIES SECURITY","1300","PROJECTS FINANCE","70779.07","75000"
"2016-202-9160072-1300","2016",,"CITY FUNDED CIP","9160072","PS-ENTRP RSRC PLNG(ERP)STRTGY","1300","PROJECTS FINANCE","0","400000"
"2016-202-9270005-4000","2016","12","CITY FUNDED CIP","9270005","CITY AUD RESTROOM UPGRADE","4000","PROJECTS NEIGHBORHOOD","268825.9","269000"
"2016-202-9310018-3100","2016","12","CITY FUNDED CIP","9310018","ARTERIAL REIMBURSEMENTS","3100","PROJECTS CITY ENGINEERING","150000","150000"
"2016-202-9310077-3100","2016","12","CITY FUNDED CIP","9310077","GRNT MTCH WOODMEN RD WIDENING","3100","PROJECTS CITY ENGINEERING","619913","619913"
"2016-202-9310136-3100","2016","12","CITY FUNDED CIP","9310136","EVANS AVE AT N CHEY CRK BRIDGE","3100","PROJECTS CITY ENGINEERING","300000","300000"
"2016-202-9310209-3100","2016",,"CITY FUNDED CIP","9310209","CSU CONSTITUTION CIR DR INTER","3100","PROJECTS CITY ENGINEERING","0","5973"
"2016-202-9310211-1300","2016","12","CITY FUNDED CIP","9310211","CSU WDMN CORIDR I25 TO PWRS P1","1300","PROJECTS FINANCE","0","0"
"2016-202-9310211-3100","2016","12","CITY FUNDED CIP","9310211","CSU WDMN CORIDR I25 TO PWRS P1","3100","PROJECTS CITY ENGINEERING","-1528770.17","570763"
"2016-202-9310212-3100","2016","12","CITY FUNDED CIP","9310212","NORTHGATE BLVD REALIGNMENT","3100","PROJECTS CITY ENGINEERING","318696.89","938608"
"2016-202-9310229-3100","2016","12","CITY FUNDED CIP","9310229","CSU AUSTIN BLUFFS CORRIDOR","3100","PROJECTS CITY ENGINEERING","48613.9","207577"
"2016-202-9310241-3100","2016","12","CITY FUNDED CIP","9310241","CSU FILLMORE CORRIDOR","3100","PROJECTS CITY ENGINEERING","162103.86","162106"
"2016-202-9310247-3100","2016","12","CITY FUNDED CIP","9310247","CASCADE AVE CHEYENNE RUN REPLA","3100","PROJECTS CITY ENGINEERING","65640.21","84387"
"2016-202-9310249-3100","2016","12","CITY FUNDED CIP","9310249","CITYWIDE PEDESTRIAN IMPROVE","3100","PROJECTS CITY ENGINEERING","-15000","0"
"2016-202-9310250-3100","2016","12","CITY FUNDED CIP","9310250","DELTA DR SANDCREEK TRIB REPLAC","3100","PROJECTS CITY ENGINEERING","10438","13104"
"2016-202-9310254-3100","2016","12","CITY FUNDED CIP","9310254","ROCKRMN BRIDGE REPLACE","3100","PROJECTS CITY ENGINEERING","149700","149700"
"2016-202-9310256-3100","2016","12","CITY FUNDED CIP","9310256","VERDE DR SPRNG CRK BRIDGE REPL","3100","PROJECTS CITY ENGINEERING","11994.25","659358"
"2016-202-9310257-3100","2016",,"CITY FUNDED CIP","9310257","GM-CHEYENN CAN RD BRDG REPLACE","3100","PROJECTS CITY ENGINEERING","0","102000"
"2016-202-9310258-3100","2016","12","CITY FUNDED CIP","9310258","N NEVADA COR FILLMORE TO AB","3100","PROJECTS CITY ENGINEERING","49500","49501"
"2016-202-9310259-3100","2016","12","CITY FUNDED CIP","9310259","W UINTAH ST CORR IMPROVEMENTS","3100","PROJECTS CITY ENGINEERING","1382.12","151257"
"2016-202-9310263-3100","2016","12","CITY FUNDED CIP","9310263","PP CORRIDOR IMPS-NEV TO COLRDO","3100","PROJECTS CITY ENGINEERING","34280","500000"
"2016-202-9310264-3100","2016","12","CITY FUNDED CIP","9310264","GM-PLATTE AVE BRDG RPLCMT(TIP)","3100","PROJECTS CITY ENGINEERING","349565","349565"
"2016-202-9310265-3100","2016",,"CITY FUNDED CIP","9310265","BROADWAY/25TH ST PED CROSSING","3100","PROJECTS CITY ENGINEERING","0","25000"
"2016-202-9310266-3100","2016","12","CITY FUNDED CIP","9310266","PW SMALL IMPROVEMT PROJECTS","3100","PROJECTS CITY ENGINEERING","40732.12","70560"
"2016-202-9310267-3100","2016","12","CITY FUNDED CIP","9310267","CSU EDISON","3100","PROJECTS CITY ENGINEERING","0","0"
"2016-202-9310268-3100","2016","12","CITY FUNDED CIP","9310268","CSU FLANNIGAN PARK PH II","3100","PROJECTS CITY ENGINEERING","0","0"
"2016-202-9310269-3100","2016","12","CITY FUNDED CIP","9310269","CSU PIKES PEAK AVE RECONSTRUCT","3100","PROJECTS CITY ENGINEERING","-330265","0"
"2016-202-9310270-3100","2016","12","CITY FUNDED CIP","9310270","CSU ROCKRIMMON","3100","PROJECTS CITY ENGINEERING","0","0"
"2016-202-9310961-3100","2016",,"CITY FUNDED CIP","9310961","GM-TEJON/CHEYNNE ROUNDABOUT","3100","PROJECTS CITY ENGINEERING","0","65000"
"2016-202-9320032-3200","2016","12","CITY FUNDED CIP","9320032","ROAD AND BRIDGE IMPROVEMENTS","3200","PROJECTS STREETS","90984","90984"
"2016-202-9320034-3200","2016","12","CITY FUNDED CIP","9320034","ST PAVE IMPROVE PRIORITY CORR","3200","PROJECTS STREETS","1493230","1500000"
"2016-202-9320036-3200","2016",,"CITY FUNDED CIP","9320036","TRAF SIGN FED MANDATES STREETS","3200","PROJECTS STREETS","0","74"
"2016-202-9320038-3200","2016","12","CITY FUNDED CIP","9320038","RESIDENTIAL PAVING","3200","PROJECTS STREETS","296664.51","300000"
"2016-202-9330004-3300","2016","12","CITY FUNDED CIP","9330004","SIGNAL ADDTN","3300","PROJECTS TRAFFIC ENG","202649.29","553188"
"2016-202-9330047-3300","2016",,"CITY FUNDED CIP","9330047","GM-GRNT MTCH ADVANCED DETECTN","3300","PROJECTS TRAFFIC ENG","0","198641"
"2016-202-9330055-3300","2016",,"CITY FUNDED CIP","9330055","GM-TRAFFIC SIG UPGRADE GRT MTC","3300","PROJECTS TRAFFIC ENG","0","431700"
"2016-202-9330057-3300","2016","12","CITY FUNDED CIP","9330057","BIKE MASTER PLAN","3300","PROJECTS TRAFFIC ENG","72762.09","150000"
"2016-202-9339047-3300","2016",,"CITY FUNDED CIP","9339047","TRAFFIC SYSTEM UPGRADES - 2014","3300","PROJECTS TRAFFIC ENG","0","0"
"2016-202-9340006-3500","2016",,"CITY FUNDED CIP","9340006","GM-DWNTN TRANS STN REL","3500","PROJECTS TRANSIT","0","138000"
"2016-202-9340007-3500","2016",,"CITY FUNDED CIP","9340007","GM-R1&7 PED/TRANSIT ACC","3500","PROJECTS TRANSIT","0","78879"
"2016-202-9340008-3500","2016",,"CITY FUNDED CIP","9340008","GM-R12 PH3 PED/TRNSIT","3500","PROJECTS TRANSIT","0","16145"
"2016-202-9340009-3500","2016",,"CITY FUNDED CIP","9340009","GM-6 PED/TRANSIT ACCESS","3500","PROJECTS TRANSIT","0","41998"
"2016-202-9340010-3500","2016",,"CITY FUNDED CIP","9340010","GM-RT8 PED & TRANS ACC","3500","PROJECTS TRANSIT","0","84772"
"2016-202-9370008-3700","2016","12","CITY FUNDED CIP","9370008","STORMWATER IMPROVEMENTS","3700","PROJECTS GEN FUND STRMWTR","76454.68","95302"
"2016-202-9370009-3700","2016",,"CITY FUNDED CIP","9370009","19TH & DALE DETENTION POND","3700","PROJECTS GEN FUND STRMWTR","0","83"
"2016-202-9370010-3700","2016",,"CITY FUNDED CIP","9370010","GM-31ST CULVERT REPLACE","3700","PROJECTS GEN FUND STRMWTR","0","20482"
"2016-202-9370012-3700","2016","12","CITY FUNDED CIP","9370012","STORMWATER DESIGN HIGH PRIORIT","3700","PROJECTS GEN FUND STRMWTR","150410.53","156841"
"2016-202-9370014-3700","2016","12","CITY FUNDED CIP","9370014","DETENTION PONDS 3 AND 6","3700","PROJECTS GEN FUND STRMWTR","2047833","2047833"
"2016-202-9370016-3700","2016","12","CITY FUNDED CIP","9370016","GM-CAMP CREEK FLOOD MITIGATION","3700","PROJECTS GEN FUND STRMWTR","121937.75","229108"
"2016-202-9370017-3700","2016","12","CITY FUNDED CIP","9370017","EMERGENCY DRAIN REPAIR HIGH PR","3700","PROJECTS GEN FUND STRMWTR","159321.65","163402"
"2016-202-9370018-3700","2016","12","CITY FUNDED CIP","9370018","GM-HIGH PRIORITY CIP PROJECTS","3700","PROJECTS GEN FUND STRMWTR","43139","423647"
