"release_number","event_id","facility_id","site_name","address","city","zip","state","county","status","release_date","closure_date","no_further_action_type","contact","phone","email","latitude","longitude","latitude_longitude","release_source","release_cause","reimbursement_total","release_record_link"
"REL-001232","93","2187","Consolidated Freightways","1270 Boston Ave","Longmont","80501","CO","Boulder","Closed","8/5/1994","6/27/1996","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","40.158844","-105.113874","40.158844, -105.113874",,,,"https://socgov18.force.com/s/release/a183h000003KVZq"
"REL-011020","94","13004","Spears Chiropractic Hospital","927 Jersey St","Denver","80220","CO","Denver","Closed","2/21/1997",,"Administrative","Greg Johnson","303-318-4357","cdle_ops_public_record_center@state.co.us","39.730718","-104.919582","39.730718, -104.919582",,,,"https://socgov18.force.com/s/release/a183h000003KY7i"
"REL-009387","95","4172","Pikes Peak Highway Garage","Pikes Peak Summit 6 Mi From Tollgate","Cascade","80809","CO","El Paso","Closed","9/29/1993","2/27/1997","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","38.919783","-105.021311","38.919783, -105.021311",,,,"https://socgov18.force.com/s/release/a183h000003KXhN"
"REL-009746","96","7848","Rangely RCLR","2 Mi S On Hwy 139","Rangely","81648","CO","Rio Blanco","Closed",,"2/14/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KXnA"
"REL-006145","97","12624","Giambrocco Food Service","3608 Wazee St","Denver","80216","CO","Denver","Closed","10/10/1991","5/28/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.769667","-104.976217","39.769667, -104.976217",,,,"https://socgov18.force.com/s/release/a183h000003KWr5"
"REL-000653","98","5121","Barter Machinery & Supply","100 S Santa Fe Dr","Denver","80223","CO","Denver","Closed","1/27/1993","1/31/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.714642","-104.998136","39.714642, -104.998136",,,,"https://socgov18.force.com/s/release/a183h000003KVQV"
"REL-004586","99","3253","Alpine Motor Sports Inc","1020 Motor City Dr","Colorado Springs","80906","CO","El Paso","Closed","6/16/1993","7/26/1993","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","38.819557","-104.837188","38.819557, -104.837188",,,,"https://socgov18.force.com/s/release/a183h000003KWRw"
"REL-003000","100","10019","Amoco #3705","6390 E Hampden Ave","Denver","80222","CO","Denver","Closed","10/1/1990","6/9/1997","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.653028","-104.914561","39.653028, -104.914561",,,,"https://socgov18.force.com/s/release/a183h000003KW2M"
"REL-011019","101","13004","Spears Chiropractic Hospital","927 Jersey St","Denver","80220","CO","Denver","Closed","1/13/1994","6/30/1995","Pre-RBCA","Eric Gillespie","303-318-4357","cdle_ops_public_record_center@state.co.us","39.730718","-104.919582","39.730718, -104.919582",,,,"https://socgov18.force.com/s/release/a183h000003KY7h"
"REL-009385","102","4172","Pikes Peak Highway Garage","Pikes Peak Summit 6 Mi From Tollgate","Cascade","80809","CO","El Paso","Closed","11/6/1990","2/26/1997","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","38.919783","-105.021311","38.919783, -105.021311",,,,"https://socgov18.force.com/s/release/a183h000003KXhL"
"REL-009115","103","3248","Sheltair Aviation Denver LLC","9616 Metro Airport Ave","Broomfield","80021","CO","Broomfield","Closed",,"7/12/1999","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.910916","-105.104909","39.910916, -105.104909",,,,"https://socgov18.force.com/s/release/a183h000003KXcz"
"REL-006443","104","1355","Grimm Construction Co Inc","5989 W Louviers Ave","Louviers","80131","CO","Douglas","Closed",,"8/1/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.481325","-104.996183","39.481325, -104.996183",,,,"https://socgov18.force.com/s/release/a183h000003KWvt"
"REL-009765","105","8810","Raymond F Visintin Property","2300 E 40th Ave","Denver","80205","CO","Denver","Closed",,,"Administrative","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.77198","-104.958871","39.77198, -104.958871",,,,"https://socgov18.force.com/s/release/a183h000003KXnT"
"REL-002195","106","2027","Denver Housing Authority","1100 W Colfax Ave","Denver","80204","CO","Denver","Closed","6/9/1998","6/10/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.739635","-105.002195","39.739635, -105.002195",,,,"https://socgov18.force.com/s/release/a183h000003KVpN"
"REL-008086","107","1882","Lowry Air Force Base","8496 E Academy Pkwy","Denver","80230","CO","Denver","Closed","2/26/1992","2/9/1995","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.719067","-104.896966","39.719067, -104.896966",,,,"https://socgov18.force.com/s/release/a183h000003KXMO"
"REL-004431","108","12652","Bannock Center Properties","875 Bannock St","Denver","80204","CO","Denver","Closed","1/1/1984","10/30/1996","Pre-RBCA","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","39.730332","-104.990606","39.730332, -104.990606",,,,"https://socgov18.force.com/s/release/a183h000003KWPR"
"REL-007796","109","9656","Liquid Air Corp","1450 5th St","Denver","80204","CO","Denver","Closed","7/9/1990","5/7/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.743933","-105.012748","39.743933, -105.012748",,,,"https://socgov18.force.com/s/release/a183h000003KXHi"
"REL-003951","110","492","Jazz Car Wash & Detailing","6095 S Santa Fe Dr","Littleton","80120","CO","Arapahoe","Closed",,"1/12/1998","Pre-RBCA","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.606334","-105.021132","39.606334, -105.021132",,,,"https://socgov18.force.com/s/release/a183h000003KWHh"
"REL-012147","111","220","UPS Boulder Center","3795 Frontier St","Boulder","80302","CO","Boulder","Closed","11/25/1992","12/31/1996","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.022105","-105.246207","40.022105, -105.246207",,,,"https://socgov18.force.com/s/release/a183h000003KYPt"
"REL-008915","112","7242","Northlake Park","29th & Taft Ave","Loveland","80537","CO","Larimer","Closed",,"4/8/1994","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","40.421671","-105.096814","40.421671, -105.096814",,,,"https://socgov18.force.com/s/release/a183h000003KXZl"
"REL-001576","113","2446","Clarence M & Jerry Carosella","6212 W Colfax Ave","Lakewood","80214","CO","Jefferson","Closed","9/14/1992","11/28/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.740041","-105.065231","39.740041, -105.065231",,,,"https://socgov18.force.com/s/release/a183h000003KVfO"
"REL-002290","114","6807","Daniels Motors Inc","320 S 8th St","Colorado Springs","80903","CO","El Paso","Closed","12/18/1990","6/21/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","38.830236","-104.840802","38.830236, -104.840802",,,,"https://socgov18.force.com/s/release/a183h000003KVqu"
"REL-009496","115","9657","Poudre Valley Rea Inc","4809 S College Ave","Fort Collins","80525","CO","Larimer","Closed","8/1/1990","8/25/1995","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.520305","-105.078658","40.520305, -105.078658",,,,"https://socgov18.force.com/s/release/a183h000003KXj8"
"REL-008617","116","1359","Montrose Armory","1100 S Townsend Ave","Montrose","81401","CO","Montrose","Closed","6/9/1993","4/14/1995","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","38.470038","-107.868356","38.470038, -107.868356",,,,"https://socgov18.force.com/s/release/a183h000003KXUx"
"REL-005844","117","3524","Mancinellis Inc","375 Logan St","Denver","80203","CO","Denver","Closed","8/3/1990","8/16/1996","Pre-RBCA","Jennifer Steffes","303-318-4357","cdle_ops_public_record_center@state.co.us","39.722283","-104.983034","39.722283, -104.983034",,,,"https://socgov18.force.com/s/release/a183h000003KWmE"
"REL-008378","118","13646","Meridian Golf Club","9742 S Meridian Blvd","Englewood","80112","CO","Arapahoe","Closed","2/13/1996","11/26/1997","Pre-RBCA","Marilyn Hajicek","303-318-4357","cdle_ops_public_record_center@state.co.us","39.542626","-104.852414","39.542626, -104.852414",,,,"https://socgov18.force.com/s/release/a183h000003KXR6"
"REL-011115","119","8049","Steamboat Springs Maintenance","Moffat Ave","Steamboat Springs","80477","CO","Routt","Closed","8/23/1996","12/10/1996","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","40.495549","-106.883854","40.495549, -106.883854",,,,"https://socgov18.force.com/s/release/a183h000003KY9F"
"REL-002451","120","10522","CSP Dowd Junction #49431","41413 Hwy 6 & 40","Avon","81620","CO","Eagle","Closed","10/24/1991","8/6/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.62104","-106.469","39.62104, -106.469",,,,"https://socgov18.force.com/s/release/a183h000003KVtV"
"REL-006881","121","12110","Inland Riggle Oil Co","430 2nd Ave","Grand Junction","81505","CO","Mesa","Closed","2/25/2002","9/8/2006","Tier II","Dawn Anderson","303-318-4357","cdle_ops_public_record_center@state.co.us","39.060698","-108.558509","39.060698, -108.558509",,,,"https://socgov18.force.com/s/release/a183h000003KX2x"
"REL-008872","122","10634","North Jeffco Recreation & Parks","7273 W 56th Pl","Arvada","80002","CO","Jefferson","Closed","10/1/1992","8/29/1995","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.798586","-105.078021","39.798586, -105.078021",,,,"https://socgov18.force.com/s/release/a183h000003KXZ4"
"REL-012897","123","2958","Crested Butte Mountain Resorts","12 Snowmass Rd Whetstone Bldg","Crested Butte","81224","CO","Gunnison","Closed","12/19/1990","4/20/1998","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","38.898902","-106.965861","38.898902, -106.965861",,,,"https://socgov18.force.com/s/release/a183h000003KYbz"
"REL-002962","124","330","City Of Arvada Indiana Maintenance Shop","6701 Indiana St","Arvada","80007","CO","Jefferson","Closed","4/23/1991","12/15/1994","Administrative","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us","39.817497","-105.167927","39.817497, -105.167927",,,,"https://socgov18.force.com/s/release/a183h000003KW1k"
"REL-010003","125","11455","Robert P Marx","201 Main St","Longmont","80501","CO","Boulder","Closed","2/28/1991","3/18/1998","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","40.162034","-105.102642","40.162034, -105.102642",,,,"https://socgov18.force.com/s/release/a183h000003KXrJ"
"REL-012261","126","2514","Leadville National Fish Hatch","2844 Hwy 300","Leadville","80461","CO","Lake","Closed",,"7/18/1997","Sent to Another Agency","Julie Cotter","303-318-4357","cdle_ops_public_record_center@state.co.us","39.225377","-106.390222","39.225377, -106.390222",,,,"https://socgov18.force.com/s/release/a183h000003KYRj"
"REL-004338","127","7209","FKA: Arvada Glass","9602 Ralston Rd","Arvada","80004","CO","Jefferson","Closed","4/9/1993","7/26/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.803583","-105.105586","39.803583, -105.105586",,,,"https://socgov18.force.com/s/release/a183h000003KWNw"
"REL-000783","128","5238","S Cherokee Property","1350 S Cherokee St","Denver","80223","CO","Denver","Closed","12/18/1993","4/26/1995","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.691846","-104.990162","39.691846, -104.990162",,,,"https://socgov18.force.com/s/release/a183h000003KVSb"
"REL-007028","129","6312","G & S Campus Corner","830 N Nevada","Colorado Springs","80903","CO","El Paso","Closed","12/19/1990","10/20/1994","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","38.846111","-104.821448","38.846111, -104.821448",,,,"https://socgov18.force.com/s/release/a183h000003KX5K"
"REL-006092","130","2289","General Air Service & Supply Co","1105 Zuni St","Denver","80204","CO","Denver","Closed","4/30/1995","6/19/1995","Pre-RBCA","Cindy Silva-Burbach","303-318-4357","cdle_ops_public_record_center@state.co.us","39.734549","-105.016083","39.734549, -105.016083",,,,"https://socgov18.force.com/s/release/a183h000003KWqE"
"REL-000732","131","13342","Boston Chicken","150 Wadsworth Blvd","Lakewood","80226","CO","Jefferson","Closed","1/6/1995","3/13/1995","Pre-RBCA","Dennis C. Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.719621","-105.081018","39.719621, -105.081018",,,,"https://socgov18.force.com/s/release/a183h000003KVRm"
"REL-005871","132","7327","Frito-lay","7502 S Grant St","Littleton","80122","CO","Arapahoe","Closed","2/5/1993","3/8/1993","Pre-RBCA","Edgar Ethington","303-318-4357","cdle_ops_public_record_center@state.co.us","39.580079","-104.983997","39.580079, -104.983997",,,,"https://socgov18.force.com/s/release/a183h000003KWmf"
"REL-011080","133","13568","Stapleton Braniff Fuel Farm","8200 E Martin Luther King Blvd","Denver","80207","CO","Denver","Closed","10/4/1996",,"Administrative","Steve Noel","303-318-4357","cdle_ops_public_record_center@state.co.us",,,",",,,,"https://socgov18.force.com/s/release/a183h000003KY8g"
"REL-008240","134","12323","Marshall Paper Recycling Plant","1/4 Mi S Of Marshall Rd On S-66 Road","Boulder","80303","CO","Boulder","Closed","7/30/1991","3/6/1995","Pre-RBCA","Kathy Kosklin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.95861","-105.19861","39.95861, -105.19861",,,,"https://socgov18.force.com/s/release/a183h000003KXOs"
"REL-006840","135","3609","I-70 & Washington Conoco","4605 N Washington","Denver","80216","CO","Denver","Closed","11/29/1990","9/18/1992","Pre-RBCA","Larry Delin","303-318-4357","cdle_ops_public_record_center@state.co.us","39.780366","-104.97913","39.780366, -104.97913",,,,"https://socgov18.force.com/s/release/a183h000003KX2I"
"REL-001982","136","7099","Dixon Paper Co","3900 Lima St","Denver","80239","CO","Denver","Closed","3/19/1990","10/6/1997","Pre-RBCA","Dennis Hotovec","303-318-4357","cdle_ops_public_record_center@state.co.us","39.771239","-104.854853","39.771239, -104.854853",,,,"https://socgov18.force.com/s/release/a183h000003KVlw"
"REL-011474","137","10907","Texaco","2712 E Fountain Blvd","Colorado Springs","80910","CO","El Paso","Closed","1/21/1992","1/14/2002","Tier I","Mahesh Albuquerque","303-318-4357","cdle_ops_public_record_center@state.co.us","38.817844","-104.78121","38.817844, -104.78121",,,,"https://socgov18.force.com/s/release/a183h000003KYF2"
"REL-004525","138","322","Academy Maintenance Facility","10221 Lexington Dr","Colorado Springs","80920","CO","El Paso","Closed",,"8/30/1995","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","38.978827","-104.776315","38.978827, -104.776315",,,,"https://socgov18.force.com/s/release/a183h000003KWQx"
"REL-003893","139","12164","Bridgestone-Firestone Inc","7200 W Alameda Ave","Lakewood","80226","CO","Jefferson","Closed","10/8/1992","5/28/1996","Pre-RBCA","Ed Larock","303-318-4357","cdle_ops_public_record_center@state.co.us","39.710032","-105.080614","39.710032, -105.080614",,,,"https://socgov18.force.com/s/release/a183h000003KWGl"
"REL-004079","140","10895","Boyd Distributing Co","350 Osage St","Denver","80223","CO","Denver","Closed","12/30/1991","4/30/1992","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","39.720976","-105.005561","39.720976, -105.005561",,,,"https://socgov18.force.com/s/release/a183h000003KWJl"
"REL-011780","141","9758","Mile High Gas","301 Havana St","Aurora","80010","CO","Adams","Closed","3/22/1993","2/9/1996","Pre-RBCA","Tom Fox","303-318-8535","tom.fox@state.co.us","39.720403","-104.866441","39.720403, -104.866441","Unknown","Unknown",,"https://socgov18.force.com/s/release/a183h000003KYJy"
"REL-011287","142","12705","Summit Observatory","Mount Evans","Idaho Springs","80452","CO","Clear Creek","Closed","7/8/1993","12/17/1996","Pre-RBCA","Robert Shoup","303-318-4357","cdle_ops_public_record_center@state.co.us","39.713508","-105.581619","39.713508, -105.581619",,,,"https://socgov18.force.com/s/release/a183h000003KYC1"
"REL-009745","143","605","Rangely Compressor Station","68847 Hwy 139","Rangely","81648","CO","Rio Blanco","Closed","9/17/1990","9/17/1990","Pre-RBCA","Joe'l Lambe","303-318-4357","cdle_ops_public_record_center@state.co.us","40.066812","-108.770476","40.066812, -108.770476",,,,"https://socgov18.force.com/s/release/a183h000003KXn9"
"REL-012149","144","8885","United Parcel Service","3101 S Platte River Dr","Englewood","80110","CO","Arapahoe","Closed","12/6/1995","1/12/1996","Pre-RBCA","Andy Flurkey","303-318-4357","cdle_ops_public_record_center@state.co.us","39.659113","-105.006046","39.659113, -105.006046",,,,"https://socgov18.force.com/s/release/a183h000003KYPv"
"REL-005896","145","13112","Frontier Station","Hwy 160","Pagosa Springs","81147","CO","Archuleta","Closed","5/31/1994","10/18/1994","Pre-RBCA","Lauri Lundie","303-318-4357","cdle_ops_public_record_center@state.co.us","37.338085","-106.942694","37.338085, -106.942694",,,,"https://socgov18.force.com/s/release/a183h000003KWn4"
