Licensee Name,Doing Business As,License Type,Expiration,Street Address,City,State,Zip,Location,Counties
MURPHY'S SOUTH PAYROLL COMPANY INC,MURPHY'S SOUTH,Hotel & Restaurant (city),01/06/2023,657 S BROADWAY,Boulder,CO,80305,"657 S BROADWAY
Boulder, CO 80305
(39.983836, -105.248481)",85
FRONCO LLC,THE RUSTY BUCKET,Hotel & Restaurant (city),10/03/2022,3355 SOUTH WADSWORTH BLVD,Lakewood,CO,80227,"3355 SOUTH WADSWORTH BLVD
Lakewood, CO 80227
(39.655379, -105.081474)",1008
LONGMONT BAKEHOUSE LLC,FAROW,Hotel & Restaurant (county),11/01/2022,7916 NIWOT ROAD,Niwot,CO,80503,"7916 NIWOT ROAD
Niwot, CO 80503
(40.101608, -105.168631)",85
SIPS ON MAIN LLC,SIPS ON MAIN,Beer & Wine (city),11/23/2022,215 WEST MAIN SUITE A,Cedaredge,CO,81413,"215 WEST MAIN SUITE A
Cedaredge, CO 81413
(38.900698, -107.925705)",1443
RAINBOW SUPPER CLUB LLC THE,RAINBOW SUPPER CLUB THE,Hotel & Restaurant (county),09/20/2022,6591 US HWY 285,Antonito,CO,81120,"6591 US HWY 285
Antonito, CO 81120
(37.088292, -106.00902)",1440
THAI GREEN & SUSHI INC,THAI GREEN & SUSHI,Hotel & Restaurant (city),12/08/2022,3300 YOUNGFIELD ST #7A,Wheat Ridge,CO,800335280,"3300 YOUNGFIELD ST #7A
Wheat Ridge, CO 800335280
(39.763967, -105.142511)",1008
COLORADO PUBLICANS WPV LLC,STONEY'S BAR AND GRILL,Hotel & Restaurant (city),11/08/2022,120 PARRY PEAK WAY BLDG 19 UNIT 20,Winter Park,CO,80482,"120 PARRY PEAK WAY BLDG 19 UNIT 20
Winter Park, CO 80482
(39.884502, -105.762051)",1450
JACK RABBIT HILL LLC,JACK RABBIT HILL WINERY,Winery Direct Shipper's Permit,12/12/2022,26567 NORTH ROAD,Hotchkiss,CO,81419,"26567 NORTH ROAD
Hotchkiss, CO 81419
(38.84374, -107.868913)",1443
PEAK BREWING CO LLC,HOMESLICE PIZZA,Hotel & Restaurant (city),11/30/2022,441 EAST COLLEGE DRIVE,Durango,CO,81301,"441 EAST COLLEGE DRIVE
Durango, CO 81301
(37.269091, -107.876837)",1011
CEC ENTERTAINMENT LLC,CHUCK E CHEESE'S 710,Hotel & Restaurant (city),11/22/2022,14005 E EXPOSITION AVE,Aurora,CO,800122522,"14005 E EXPOSITION AVE
Aurora, CO 800122522
(39.703962, -104.824815)",1395
CODORNIU NAPA INC,ARTESA VINEYARDS & WINERY,Winery Direct Shipper's Permit,11/21/2022,1345 HENRY RD,Napa,CA,945599705,"1345 HENRY RD
Napa, CA 945599705
(38.274251, -122.351665)",1172
VERLE HUFFMAN POST #9644 VETERANS OF FOREIGN WARS,VFW #9644,Tavern (city),11/21/2022,2680 WEST HAMPDEN AVENUE,Sheridan,CO,80110,"2680 WEST HAMPDEN AVENUE
Sheridan, CO 80110
(39.653264, -105.020673)",1395
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE NO3727,Fermented Malt Beverage Off (city),12/16/2022,222 WEST 7TH STREET,Walsenburg,CO,81089,"222 WEST 7TH STREET
Walsenburg, CO 81089
(37.621958, -104.782596)",1006
D'ALFONSO CURRAN WINE GRP LLC,D'ALFONSO CURRAN WINE GRP LLC,Winery Direct Shipper's Permit,10/26/2022,4457 SANTA ROSA ROAD,Lompoc,CA,934369516,"4457 SANTA ROSA ROAD
Lompoc, CA 934369516
(34.607995, -120.353672)",79
COLORADO LANDMARK HOTELS LLC,CLIFF HOUSE AT PIKES PEAK THE,Hotel & Restaurant (city),11/05/2022,306 CANON AVENUE,MANITOU SPRINGS,CO,808291712,"306 CANON AVENUE
MANITOU SPRINGS, CO 808291712
(38.859376, -104.917482)",1447
PANNU INC & 7 ELEVEN INC,7-ELEVEN STORE 16068A,Fermented Malt Beverage Off (city),11/21/2022,2641 SOUTH ESTES STREET,Lakewood,CO,80227,"2641 SOUTH ESTES STREET
Lakewood, CO 80227
(39.668721, -105.095171)",1008
"CALIFORNIA ST LIQUORS, LLC",CALIFORNIA ST LIQUORS,Liquor Store (city),11/23/2022,2260 CALIFORNIA STREET,Denver,CO,80205,"2260 CALIFORNIA STREET
Denver, CO 80205
(39.751591, -104.983892)",1444
HARMELS OPERATIONS LLC,HARMELS RANCH RESORT,Fermented Malt Beverage Off (county),11/15/2022,6748 COUNTY ROAD 744,Almont,CO,81210,"6748 COUNTY ROAD 744
Almont, CO 81210",
INTERMILL ENTERPRISES LLC,PURPLE TOAD SOCIAL TAP & GRILL,Tavern (county),11/04/2022,11870 STAPLETON DRIVE,Peyton,CO,80831,"11870 STAPLETON DRIVE
Peyton, CO 80831",
A & B ENTERPRISES INC,BROWN JUG,Liquor Store (city),01/12/2023,6205 CARR STREET,Arvada,CO,800043449,"6205 CARR STREET
Arvada, CO 800043449
(39.810279, -105.090837)",1008
TEXAS ROADHOUSE OFPARKER LLC,TEXAS ROADHOUSE,Takeout & Delivery Permit,11/22/2022,11205 PARKER ROAD,Parker,CO,80134,"11205 PARKER ROAD
Parker, CO 80134
(39.511964, -104.764073)",3133
KIRWAN LLC,LAST STEEP BAR & GRILL THE,Hotel & Restaurant (city),11/23/2022,208 ELK AVE,Crested Butte,CO,812249608,"208 ELK AVE
Crested Butte, CO 812249608
(38.869743, -106.987021)",1005
HGS ENTERPRISES INC,CORNERSTONE LIQUOR,Liquor Store (city),11/24/2022,7355 RALSTON RD #R-500,Arvada,CO,800022574,"7355 RALSTON RD #R-500
Arvada, CO 800022574
(39.801987, -105.078826)",1008
"MAVERIK, INC.","MAVERIK, INC. #659",Fermented Malt Beverage Off (city),11/28/2022,6180 TIMBER RAIL POINT,Fountain,CO,80817,"6180 TIMBER RAIL POINT
Fountain, CO 80817",
PAZZO'S WEST INC,PAZZO'S PIZZERIA,Hotel & Restaurant (city),11/04/2022,82 EAST BEAVER CRK BLVD,Avon,CO,81620,"82 EAST BEAVER CRK BLVD
Avon, CO 81620
(39.634821, -106.520631)",1446
J&S CHAHAL INC & 7-ELEVEN INC,7-ELEVEN STORE 34505B,Fermented Malt Beverage Off (city),11/07/2022,1107 SOUTH SHERIDAN BOULEVARD,Lakewood,CO,80232,"1107 SOUTH SHERIDAN BOULEVARD
Lakewood, CO 80232
(39.696434, -105.053218)",1444
TRIPLE NICKEL TAVERN LLC,TRIPLE NICKEL TAVERN,Tavern (city),11/02/2022,"103 SOUTH WAHSATCH, UNIT 106",Colorado Springs,CO,80903,"103 SOUTH WAHSATCH, UNIT 106
Colorado Springs, CO 80903
(38.831968, -104.81802)",1447
SP INVESTO LLC,WEBER STREET LIQUOR,Liquor Store (city),10/21/2022,712 NORTH WEBER STREET,Colorado Springs,CO,80903,"712 NORTH WEBER STREET
Colorado Springs, CO 80903
(38.844154, -104.819323)",1447
RICHARD M STELTZNER,STELTZNER VINEYARDS,Winery Direct Shipper's Permit,09/05/2022,7830-40 SAINT HELENA HIGHWAY,Oakville,CA,94562,"7830-40 SAINT HELENA HIGHWAY
Oakville, CA 94562
(38.435072, -122.401188)",1172
MS RAI INC,PAISANO LIQUORS,Liquor Store (city),09/28/2022,126 WEST BRIDGE,Brighton,CO,80601,"126 WEST BRIDGE
Brighton, CO 80601
(39.986849, -104.826554)",82
HIMALAYAN CUISINE FRISCO LLC,HIMALAYAN CUISINE,Hotel & Restaurant (city),10/06/2022,842 SUMMIT BLVD UNIT 17,Frisco,CO,80443,"842 SUMMIT BLVD UNIT 17
Frisco, CO 80443
(39.588001, -106.094923)",1070
DURAN OIL COMPANY INC,TRINIDAD FUEL STOP,Fermented Malt Beverage Off (city),11/26/2022,9960 SANTA FE TRAIL DRIVE,Trinidad,CO,81082,"9960 SANTA FE TRAIL DRIVE
Trinidad, CO 81082
(37.133819, -104.520583)",1013
STEM CIDERS PUBLIC ROAD LLC,GHOST BOX PIZZA,Distillery Pub (City),11/30/2022,103 SOUTH PUBLIC ROAD,Lafayette,CO,80026,"103 SOUTH PUBLIC ROAD
Lafayette, CO 80026
(39.997967, -105.090452)",85
"7-ELEVEN, INC",7-ELEVEN STORE 20638J,Fermented Malt Beverage Off (city),12/13/2022,804 EAST 4TH STREET,Pueblo,CO,81004,"804 EAST 4TH STREET
Pueblo, CO 81004
(38.270926, -104.596455)",34
TMPTF8 INC,RIB CITY GRILL,Hotel & Restaurant (city),11/24/2022,2830 NORTH AVE #C-6,Grand Junction,CO,81501,"2830 NORTH AVE #C-6
Grand Junction, CO 81501
(39.0774, -108.528269)",1015
DECENT MARKET LLC,DECENT BAGEL,Hotel & Restaurant (city),11/11/2022,95 EAST FIRST STREET,Nederland,CO,80466,"95 EAST FIRST STREET
Nederland, CO 80466
(39.961878, -105.508699)",85
SHAKE SHACK COLORADO LLC,SHAKE SHACK #1347 PARK MEADOWS,Beer & Wine (city),10/11/2022,8515 PARK MEADOWS CENTER DRIVE #2499,Lone Tree,CO,80124,"8515 PARK MEADOWS CENTER DRIVE #2499
Lone Tree, CO 80124
(39.563297, -104.875529)",3133
"FAMILY DOLLAR STORES OF COLORADO, LLC",FAMILY DOLLAR #31885,Fermented Malt Beverage Off (city),11/19/2022,555 CRYSTOLA STREET,Calhan,CO,80808,"555 CRYSTOLA STREET
Calhan, CO 80808
(39.034971, -104.309408)",1447
LIMON & SAL LLC,LIMON & SAL,Hotel & Restaurant (county),11/04/2022,2400 EAST 88TH AVENUE UNIT J,Denver,CO,80229,"2400 EAST 88TH AVENUE UNIT J
Denver, CO 80229
(39.856137, -104.957395)",82
EL HURACAN LLC,EL HURACAN,Tavern (city),09/12/2022,2330-2336 S ACADEMY BLVD,Colorado Springs,CO,80916,"2330-2336 S ACADEMY BLVD
Colorado Springs, CO 80916
(38.80007, -104.757637)",1447
1018 MAHOGANY WAY LLC,G5 BREW PUB,Brew Pub (city),10/11/2022,1018 MAHOGANY WAY,Severance,CO,80550,"1018 MAHOGANY WAY
Severance, CO 80550
(40.522325, -104.856259)",1072
CHIPOTLE MEXICAN GRILL INC,CHIPOTLE MEXICAN GRILL,Hotel & Restaurant (city),10/18/2022,5102 NORTH NEVADA AVE UNIT A170,Colorado Springs,CO,809188604,"5102 NORTH NEVADA AVE UNIT A170
Colorado Springs, CO 809188604
(38.90263, -104.817432)",1447
HIGH COUNTRY BEVERAGE CORP,HIGH COUNTRY BEVERAGE CORP,Fermented Malt Beverage Wholesale,10/28/2022,2530 HIGH COUNTRY COURT,Grand Junction,CO,81501,"2530 HIGH COUNTRY COURT
Grand Junction, CO 81501
(39.074385, -108.584988)",1015
SODEXO AMERICA LLC,SODEXO,Related Facility Permit (City),10/08/2022,"600 N ADAMS ST, UNIVERSITY CENTER",Gunnison,CO,81230,"600 N ADAMS ST, UNIVERSITY CENTER
Gunnison, CO 81230",
LOGAN COUNTY BURRITO COMPANY LLC,LOCO BURRITO COMPANY,Hotel & Restaurant (city),11/07/2022,624 SOUTH 10TH AVENUE,Sterling,CO,80751,"624 SOUTH 10TH AVENUE
Sterling, CO 80751
(40.619358, -103.226919)",1014
ODELL BREWING CO INC,ODELL BREWING CO INC,Wholesale Beer (malt liquor),11/16/2022,800 E LINCOLN AVE,Fort Collins,CO,805242507,"800 E LINCOLN AVE
Fort Collins, CO 805242507
(40.588795, -105.063536)",1012
PEACHY CANYON WINERY,PEACHY CANYON WINERY,Winery Direct Shipper's Permit,12/01/2022,2025 NACIMIENTO LAKE DRIVE,Paso Robles,CA,934468753,"2025 NACIMIENTO LAKE DRIVE
Paso Robles, CA 934468753
(35.675067, -120.732002)",1332
HONEY HOUSE DISTILLERY LLC,HONEY HOUSE DISTILLERY,Manufacturer (distillery & rectifier),10/30/2022,"33633 HWY 550, SUITE A",Durango,CO,813017162,"33633 HWY 550, SUITE A
Durango, CO 813017162
(37.425761, -107.818397)",1011
THE BANTY ROOSTER LLC,THE GREENWICH,Hotel & Restaurant (city),11/29/2022,3258 LARIMER STREET,Denver,CO,80205,"3258 LARIMER STREET
Denver, CO 80205
(39.764877, -104.977185)",1444
"LATIGO WINERY, LLC",LATIGO WINERY,Limited Winery,11/17/2022,11340 BLACK FOREST ROAD,Colorado Springs,CO,80908,"11340 BLACK FOREST ROAD
Colorado Springs, CO 80908
(38.995997, -104.700351)",1447
CAS VENTURES CORPORATION,KENTUCKY INN,Tavern (city),11/20/2022,882-890 SOUTH PEARL STREET,Denver,CO,80209,"882-890 SOUTH PEARL STREET
Denver, CO 80209
(39.700497, -104.980417)",1444
EL CORRALITO LLC,EL CORRALITO SPORTS BAR & GRILL,Hotel & Restaurant (city),11/21/2022,2030 SOUTH ACADEMY BOULEVARD,Colorado Springs,CO,80916,"2030 SOUTH ACADEMY BOULEVARD
Colorado Springs, CO 80916
(38.803128, -104.757643)",1447
ENGLEWOOD GRAND INC,ENGLEWOOD GRAND,Tavern (city),11/12/2022,3435 SOUTH BROADWAY,Englewood,CO,80113,"3435 SOUTH BROADWAY
Englewood, CO 80113
(39.654361, -104.987695)",1395
TARAMARTS & GAS INC,TARAMARTS & GAS,Fermented Malt Beverage Off (city),11/26/2022,14081 EAST COLFAX AVENUE,Aurora,CO,80011,"14081 EAST COLFAX AVENUE
Aurora, CO 80011
(39.740291, -104.82399)",82
NOB HILL INN INC,NOB HILL INN,Tavern (city),12/31/2022,420 EAST COLFAX AVENUE,Denver,CO,802031909,"420 EAST COLFAX AVENUE
Denver, CO 802031909
(39.740038, -104.981465)",1444
CHEYENNE LIQUORS INC,CHEYENNE MOUNTAIN LIQUORS,Liquor Store (city),11/27/2022,730 CHEYENNE MEADOWS ROAD,Colorado Springs,CO,80906,"730 CHEYENNE MEADOWS ROAD
Colorado Springs, CO 80906
(38.776584, -104.814806)",1447
PINEY WINE & SPIRITS LLC,PINEY WINE & SPIRITS,Liquor Store (county),11/04/2022,26289 HIGHWAY 74,Kittredge,CO,80457,"26289 HIGHWAY 74
Kittredge, CO 80457
(39.656894, -105.299744)",1008
INTERNATIONAL TRADE ONE CORP,INTERNATIONAL TRADE ONE CORP,Importer (vinous & spirituous),12/13/2022,10482 NW 31ST TERRACE SUITE 2C,Miami,FL,33172,"10482 NW 31ST TERRACE SUITE 2C
Miami, FL 33172
(25.803184, -80.366678)",1074
MANNINGS INC,MANNING'S STEAKS AND SPIRITS,Takeout & Delivery Permit,11/04/2022,11100 WEST ALAMEDA AVENUE,Lakewood,CO,80226,"11100 WEST ALAMEDA AVENUE
Lakewood, CO 80226
(39.710683, -105.122969)",1008
D&J MAPLEWOOD WINEAND SPIRITS LLC,D&J MAPLEWOOD WINE AND SPIRITS,Liquor Store (city),11/20/2022,201 S ELM AVE #11&12,Eaton,CO,806158267,"201 S ELM AVE #11&12
Eaton, CO 806158267
(40.521988, -104.712137)",1072
MYCHAU MARKET INC,STORE PEREZ 1 CARNICERIA,Fermented Malt Beverage Off (city),11/28/2022,490 SOUTH FEDERAL BOULEVARD,Denver,CO,80219,"490 SOUTH FEDERAL BOULEVARD
Denver, CO 80219
(39.707718, -105.025099)",1444
VINAMERICAS INC,INDEPENDENCE IMPORTS,Importer (vinous & spirituous),12/10/2022,8101 BISCAYNE BLVD SUITE 304,Miami,FL,33138,"8101 BISCAYNE BLVD SUITE 304
Miami, FL 33138
(25.849786, -80.184713)",1074
CHIMNEY ROCK WINERY LLC,CHIMNEY ROCK WINERY,Winery Direct Shipper's Permit,11/29/2022,5350 SILVERADO TRAIL,Napa,CA,945589410,"5350 SILVERADO TRAIL
Napa, CA 945589410
(38.386721, -122.315404)",1172
All Fired Up! LLC,ARTISAN PIZZA CO.,Takeout & Delivery Permit,10/24/2022,"12311 PINE BLUFFS WAY, SUITE 107",Parker,CO,80134,"12311 PINE BLUFFS WAY, SUITE 107
Parker, CO 80134
(39.492134, -104.757087)",3133
MAISON DE SAISON LLC,CHRYSALIS BARREL AGED BEER,Wholesale Beer (malt liquor),11/12/2022,201 A FIRST STREET,Paonia,CO,81428,"201 A FIRST STREET
Paonia, CO 81428
(38.865696, -107.597739)",1443
SUN LIQUORS INC,SUN LIQUORS,Liquor Store (city),10/21/2022,1630 BRUCE RANDOLPH AVE,Denver,CO,802054008,"1630 BRUCE RANDOLPH AVE
Denver, CO 802054008
(39.764505, -104.967859)",1444
CORAL OASIS INC,KEYSTONE LIQUORS,Liquor Store (city),11/01/2022,16522 KEYSTONE BOULEVARD SUITE D,Parker,CO,80134,"16522 KEYSTONE BOULEVARD SUITE D
Parker, CO 80134
(39.532134, -104.797595)",3133
APRO LLC,ROCKET #6536,Fermented Malt Beverage Off (city),09/24/2022,12780 COLORADO BOULEVARD,Thornton,CO,80241,"12780 COLORADO BOULEVARD
Thornton, CO 80241
(39.928074, -104.940265)",82
RENU INC & 7-ELEVEN INC,7-ELEVEN STORE 38667A,Fermented Malt Beverage Off (county),11/04/2022,7500 SOUTH PIERCE STREET,Littleton,CO,80128,"7500 SOUTH PIERCE STREET
Littleton, CO 80128
(39.580223, -105.072844)",1008
LEGERDEMAN INC,BLACK NUGGET,Tavern (city),11/12/2022,403 MAIN STREET,Carbondale,CO,81623,"403 MAIN STREET
Carbondale, CO 81623
(39.40055, -107.211666)",1449
ASPEN SKIING COMPANYLLC,LYNN BRITT CABIN,Hotel & Restaurant (city),12/20/2022,THORNTON ROAD,SNOWMASS VILLAGE,CO,81615,"THORNTON ROAD
SNOWMASS VILLAGE, CO 81615",
"JACK'S ON PEARL, LLC",JACK'S ON PEARL,Hotel & Restaurant (city),11/22/2022,1475 SOUTH PEARL STREET,Denver,CO,80210,"1475 SOUTH PEARL STREET
Denver, CO 80210
(39.689848, -104.980416)",1444
HIKO ENTERPRISES INC,PRK N PIK LIQUORS,Liquor Store (city),11/15/2022,9345 W 44TH AVE,Wheat Ridge,CO,800333008,"9345 W 44TH AVE
Wheat Ridge, CO 800333008
(39.778087, -105.101921)",1008
MELODY LIQUORS AURORA LLC,E-470 WINE AND SPIRITS,Liquor Store (city),11/26/2022,22910 EAST SMOKY HILL ROAD,Aurora,CO,80016,"22910 EAST SMOKY HILL ROAD
Aurora, CO 80016
(39.601326, -104.721362)",1395
ELEMENTAL FOODS LLC,SEASONS ROTISSERIE & GRILL,Hotel & Restaurant (city),11/30/2022,764 MAIN AVENUE,Durango,CO,813015437,"764 MAIN AVENUE
Durango, CO 813015437
(37.272048, -107.881199)",1011
SAN ANTONIO WINERY INC,SAN ANTONIO WINERY,Winery Direct Shipper's Permit,12/12/2022,737 LAMAR ST,Los Angeles,CA,900312514,"737 LAMAR ST
Los Angeles, CA 900312514
(34.063613, -118.223751)",1195
HERSHA HOSPITALITY MANAGEMENT LP,RENAISSANCE EAST STAPLETON,Hotel & Restaurant (city),11/29/2022,3801 NORTH QUEBEC STREET,Denver,CO,80207,"3801 NORTH QUEBEC STREET
Denver, CO 80207
(39.770178, -104.90351)",1444
EVERYDAY STORES LLC,EVERYDAY STORES #5719,Fermented Malt Beverage Off (county),10/04/2022,7990 NORTH FEDERAL BLVD,Westminster,CO,80030,"7990 NORTH FEDERAL BLVD
Westminster, CO 80030
(39.841519, -105.024789)",82
COOPER HILL SKI AREA INC,SKI COOPER,Hotel & Restaurant / Optional (county),11/16/2022,232 COUNTY ROAD 29,Leadville,CO,80461,"232 COUNTY ROAD 29
Leadville, CO 80461",
"IHRF, Inc","IHRF, INC",Optional Premises (county),08/01/2022,18233 CR 96,Pierce,CO,80650,"18233 CR 96
Pierce, CO 80650
(40.682455, -104.700811)",1072
DENVER GAME LOUNGE LLC,DENVER GAME LOUNGE,Hotel & Restaurant (city),10/28/2022,1490 EUDORA STREET,Denver,CO,80220,"1490 EUDORA STREET
Denver, CO 80220
(39.739972, -104.930368)",1444
ROLLCO INC,DELUXE TAVERN,Tavern (city),10/29/2022,407 NORTH SANTA FE AVENUE,Pueblo,CO,810034135,"407 NORTH SANTA FE AVENUE
Pueblo, CO 810034135
(38.271001, -104.60712)",34
CHILI VERDE MEXICAN  CUISINE INC,CHILI VERDE MEXICAN  CUISINE,Hotel & Restaurant (city),10/16/2022,2311 FEDERAL BLVD,Denver,CO,80211,"2311 FEDERAL BLVD
Denver, CO 80211
(39.751511, -105.025294)",1444
NUDE BEVERAGES INC,NUDE BEVERAGES USA,Importer (vinous & spirituous),10/23/2022,4845 PEARL EAST CIRCLE SUITE 101,Boulder,CO,80301,"4845 PEARL EAST CIRCLE SUITE 101
Boulder, CO 80301
(40.021406, -105.240623)",85
TOUCHTY LLC,ST. PAUL,Tavern (city),10/05/2022,3111 EAST COLFAX,Denver,CO,80206,"3111 EAST COLFAX
Denver, CO 80206
(39.740165, -104.950866)",1444
JCBS CORP,TWO BELOW ZERO DINNER SLEIGH RIDES,Hotel & Restaurant (city),11/29/2022,616 RECREATION WAY UNIT H,Frisco,CO,80443,"616 RECREATION WAY UNIT H
Frisco, CO 80443",
LITTLE OWL 1530 16TH STREET LLC,LITTLE OWL COFFEE,Hotel & Restaurant (city),11/02/2022,1530 16TH STREET UNIT 101,Denver,CO,80202,"1530 16TH STREET UNIT 101
Denver, CO 80202
(39.751041, -104.999809)",1444
NUDE BEVERAGES INC,NUDE BEVERAGES USA,Importer (malt liquor),10/23/2022,4845 PEARL EAST CIRCLE SUITE 101,Boulder,CO,80301,"4845 PEARL EAST CIRCLE SUITE 101
Boulder, CO 80301
(40.021406, -105.240623)",85
RAICES BREWING COMPANY,RAICES BREWING COMPANY,Brew Pub (city),11/15/2022,2060 WEST COLFAX AVENUE,Denver,CO,80204,"2060 WEST COLFAX AVENUE
Denver, CO 80204
(39.739689, -105.01718)",1444
GEEKY WORKSHOP LLC,AR WORKSHOP COLORADO SPRINGS,Beer & Wine (city),11/21/2022,12245 VOYAGER PKWY SUITES 156 & 162,Colorado Springs,CO,80921,"12245 VOYAGER PKWY SUITES 156 & 162
Colorado Springs, CO 80921
(39.010252, -104.807561)",1447
RULE 105 BREWING COMPANY LLC,RULE 105 BREWING CO,Manufacturer (brewery),11/18/2022,4731 WEST 10TH STREET UNIT G,Greeley,CO,80634,"4731 WEST 10TH STREET UNIT G
Greeley, CO 80634
(40.421574, -104.757326)",1072
G F GAMING CORP,FAMOUS BONANZA THE,Retail Gaming Tavern (city),12/04/2022,107 MAIN STREET,Central City,CO,80427,"107 MAIN STREET
Central City, CO 80427
(39.800502, -105.512591)",89
KUM & GO LC,KUM & GO #658,Fermented Malt Beverage Off (city),10/24/2022,6125 BARNES RD,Colorado Springs,CO,80922,"6125 BARNES RD
Colorado Springs, CO 80922
(38.894803, -104.714133)",1447
JODI JAHRLING,ZU GALLERY,Beer & Wine (city),11/23/2022,48 WEST MAIN STREET,Cortez,CO,81321,"48 WEST MAIN STREET
Cortez, CO 81321
(37.348611, -108.586353)",1058
LOS TRES LEON INC,EL CARBONCITO,Hotel & Restaurant (city),11/12/2022,15210 E 6TH AVE UNIT 5 & 6 & 7,Aurora,CO,80011,"15210 E 6TH AVE UNIT 5 & 6 & 7
Aurora, CO 80011
(39.725564, -104.812307)",1395
BOND IMPORTS,BOND IMPORTS,Importer (vinous & spirituous),11/29/2022,6243 BUFFALO RUN,Littleton,CO,80125,"6243 BUFFALO RUN
Littleton, CO 80125
(39.45262, -105.087342)",3133
909 WALNUT PROPERTY LLC,ARCANA RESTAURANT,Hotel & Restaurant (city),07/26/2022,909 WALNUT STREET,Boulder,CO,80302,"909 WALNUT STREET
Boulder, CO 80302
(40.016153, -105.283164)",85
WALLIS PAMELA J,ASPEN SPRINGS BAR AND GRILL,Hotel & Restaurant (county),10/02/2022,43 BUTTERCUP DRIVE,Pagosa Springs,CO,811477799,"43 BUTTERCUP DRIVE
Pagosa Springs, CO 811477799
(37.235615, -107.178497)",1396
GANGA LLC,BUSABA,Hotel & Restaurant (city),10/30/2022,133 MCCASLIN BLVD UNIT H,Louisville,CO,80027,"133 MCCASLIN BLVD UNIT H
Louisville, CO 80027
(39.95473, -105.165704)",85
GREENS PATROL  LLC,T BAR AT STEAMBOAT,Hotel & Restaurant (city),10/20/2022,2045 SKI TIME SQUARE DR,Steamboat Springs,CO,804879000,"2045 SKI TIME SQUARE DR
Steamboat Springs, CO 804879000
(40.46048, -106.801416)",1066
ARIMES INC AND 7-ELEVEN INC,7 ELEVEN 25550A,Fermented Malt Beverage Off (city),11/19/2022,12880 EAST ALBROOK DRIVE,Denver,CO,80239,"12880 EAST ALBROOK DRIVE
Denver, CO 80239
(39.780793, -104.842037)",1444
"THE GOLDEN MILL, LLC",THE GOLDEN MILL,Hotel & Restaurant (city),10/22/2022,1012 FORD STREET,Golden,CO,80401,"1012 FORD STREET
Golden, CO 80401
(39.758074, -105.220577)",1008
BOOTLEGGERS MERCANTILE LLC,BOOTLEGGERS MERCANTILE,Sidewalk Service Area,12/03/2022,309 MAIN STREET,Westcliffe,CO,81252,"309 MAIN STREET
Westcliffe, CO 81252
(38.136014, -105.466848)",1442
MY BROTHERS PLACE INC,MY BROTHERS PLACE INC,Tavern (city),11/17/2022,625 MAIN ST,Canon City,CO,812123736,"625 MAIN ST
Canon City, CO 812123736
(38.441594, -105.238445)",1448
P & P TAVERNS INC,PINTS TAVERN,Tavern (city),11/29/2022,4861 NORTH ACADEMY BLVD #A&B,Colorado Springs,CO,80918,"4861 NORTH ACADEMY BLVD #A&B
Colorado Springs, CO 80918
(38.902118, -104.769443)",1447
"BGCR, LLC",TEE ONE RESTAURANT,Hotel & Restaurant / Optional (city),11/22/2022,200 CLUBHOUSE DRIVE,Breckenridge,CO,80424,"200 CLUBHOUSE DRIVE
Breckenridge, CO 80424
(39.524619, -106.033891)",1070
HARD ROCK CAFE INTL (STP) INC,HARD ROCK CAFE,Hotel & Restaurant (city),11/04/2022,500 16TH STREET,Denver,CO,802024209,"500 16TH STREET
Denver, CO 802024209
(39.744376, -104.991247)",1444
PHILNOR LIQUOR LLC,PHILNOR LIQUOR,Liquor Store (city),11/11/2022,11200 WEST COLFAX AVENUE,Lakewood,CO,802153771,"11200 WEST COLFAX AVENUE
Lakewood, CO 802153771
(39.740101, -105.124112)",1008
ADAMS MYSTERY PLAYHOUSE INC,ADAMS MYSTERY PLAYHOUSE,Tavern (city),11/27/2022,2406 FEDERAL BLVD,Denver,CO,802114713,"2406 FEDERAL BLVD
Denver, CO 802114713
(39.752583, -105.025165)",1444
"MAYAHUEL ENTERPRISES, LLC",LA DIABLA POZOLERIA Y MEZCALERIA,Hotel & Restaurant (city),11/02/2022,2233 LARIMER STREET,Denver,CO,80205,"2233 LARIMER STREET
Denver, CO 80205
(39.755293, -104.989563)",1444
"CAMPV, LLC","CAMPV, LLC",Lodging & Entertainment (County),11/18/2022,31412 EE 26 ROAD,Naturita,CO,81422,"31412 EE 26 ROAD
Naturita, CO 81422
(38.230947, -108.596429)",32
JE JU LLC,JE JU RESTAURANT,Hotel & Restaurant (city),11/16/2022,238 S COLLEGE AVE,Fort Collins,CO,805242811,"238 S COLLEGE AVE
Fort Collins, CO 805242811
(40.584443, -105.076932)",1012
SAFEWAY STORE FORTY SIX INC,SAFEWAY STORE #1791,Fermented Malt Beverage Off (city),10/29/2022,1535 MAIN STREET,Windsor,CO,80550,"1535 MAIN STREET
Windsor, CO 80550
(40.479445, -104.928016)",1072
DAVECO LIQUORS CORPORATION,DAVECO BEER WINE & SPIRITS 2,Liquor Store (city),10/10/2022,2555 PRAIRIE CENTER PARKWAY,Brighton,CO,80601,"2555 PRAIRIE CENTER PARKWAY
Brighton, CO 80601
(39.948898, -104.786246)",82
VICE LLC,VICE KITCHEN WINE & WHISKEY,Hotel & Restaurant (city),10/16/2022,18445 WEST COLFAX AVENUE #104,Golden,CO,80401,"18445 WEST COLFAX AVENUE #104
Golden, CO 80401
(39.703165, -105.204033)",1008
