"point","permitnum","address","applicant","category","description","proposedusecode","proposedusedescription","permitteddiscretionary","landusedistrict","landusedistrictdescription","concurrent_loc","statuscurrent","applieddate","decisiondate","releasedate","mustcommencedate","canceledrefuseddate","decision","decisionby","sdabnumber","sdabhearingdate","sdabdecision","sdabdecisiondate","communitycode","communityname","ward","quadrant","latitude","longitude","locationcount","locationtypes","locationaddresses","locationsgeojson","locationswkt"
"POINT (-114.18105333213738 51.13268073201006)","DP2022-06421","81 HAWKBURY CL NW",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT EXISTING)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-10T00:00:00.000",,,,,,,,,,,"HAW","HAWKWOOD","2","NW","51.133","-114.181","2","Titled Parcel;Building","81 HAWKBURY CL NW;81 HAWKBURY CL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1810533,51.1326807],[-114.1810423,51.1325547]]}","MULTIPOINT ((-114.18105333213738 51.13268073201006),(-114.18104230927368 51.13255469680907))"
"POINT (-114.17179748771423 51.11289157512591)","DP2022-06420","5655 DALCASTLE RI NW","SARA KARIMI AVVAL*","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"In Circulation","2022-09-10T00:00:00.000",,,,,,,,,,,"DAL","DALHOUSIE","4","NW","51.113","-114.172","2","Titled Parcel;Building","5655 DALCASTLE RI NW;5655 DALCASTLE RI NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1717975,51.1128916],[-114.1719037,51.1129523]]}","MULTIPOINT ((-114.17179748771423 51.11289157512591),(-114.17190368253718 51.112952296881495))"
"POINT (-113.96816117789123 51.15748575382052)","DP2022-06419","439 SKYVIEW SHORES MR NE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-09-10T00:00:00.000",,,,,,,,,,,"SKR","SKYVIEW RANCH","5","NE","51.157","-113.968","2","Titled Parcel;Building","439 SKYVIEW SHORES MR NE;439 SKYVIEW SHORES MR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9681612,51.1574858],[-113.9681497,51.157357]]}","MULTIPOINT ((-113.96816117789123 51.15748575382052),(-113.96814965870765 51.15735700221933))"
"POINT (-113.9741135824765 51.044450430382476)","DP2022-06418","920 41 ST SE",,"Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-10T00:00:00.000",,,,,,,,,,,"FLN","FOREST LAWN","9","SE","51.044","-113.974","2","Titled Parcel;Building","920 41 ST SE;920 41 ST SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9741136,51.0444504],[-113.9739777,51.0444519]]}","MULTIPOINT ((-113.9741135824765 51.044450430382476),(-113.9739777214765 51.04445191048822))"
"POINT (-113.96614409411265 51.10694860654401)","DP2022-06417","73 CASTLEBROOK WY NE",,"Relaxation - New - Accessory Building","NEW: ACCESSORY RESIDENTIAL BUILDING (GARAGE) - PARCEL COVERAGE","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"Under Review","2022-09-10T00:00:00.000",,,,,,,,,,,"CAS","CASTLERIDGE","5","NE","51.107","-113.966","2","Titled Parcel;Building","73 CASTLEBROOK WY NE;73 CASTLEBROOK WY NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9661441,51.1069486],[-113.9662569,51.1068767]]}","MULTIPOINT ((-113.96614409411265 51.10694860654401),(-113.96625685668225 51.10687665012281))"
"POINT (-114.04115678641317 50.87330694435246)","DP2022-06416","260 WALDEN ME SE","CRIS MASSAGE AND SPA","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2 (MASSAGE THERAPIST)","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"WAL","WALDEN","14","SE","50.873","-114.041","2","Titled Parcel;Building","260 WALDEN ME SE;260 WALDEN ME SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0411568,50.8733069],[-114.0413713,50.8733534]]}","MULTIPOINT ((-114.04115678641317 50.87330694435246),(-114.04137127267977 50.87335339177513))"
"POINT (-114.22845898255432 51.14843176023709)","DP2022-06415","440 ROYAL OAK CI NW","HEATHER GORODETSKY - PIANO LESSONS","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"ROY","ROYAL OAK","1","NW","51.148","-114.228","2","Titled Parcel;Building","440 ROYAL OAK CI NW;440 ROYAL OAK CI NW","{""type"":""MultiPoint"",""coordinates"":[[-114.228459,51.1484318],[-114.2285959,51.1483996]]}","MULTIPOINT ((-114.22845898255432 51.14843176023709),(-114.22859591801227 51.14839957067944))"
"POINT (-114.01030545138626 51.07356262366278)","DP2022-06414","160 VENTURA WY NE","JONES GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - PROJECTION INTO SIDE SETBACK, ACCESSORY RESIDENTIAL BUILDING (EXISTING GARAGE) - SEPARATION FROM MAIN RESIDENTIAL BUILDING, ACCESSORY RESIDENTIAL BUILDING (EXISTING GARAGE) - BUILDING SETBACK FROM SIDE PROPERTY LINE, BALCONY (EXISTING) - PROJECTION INTO REAR SETBACK ","C1020; C2730; C9999","ACCESSORY RESIDENTIAL BUILDING; SINGLE DETACHED DWELLING; OTHER","Permitted","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"VIS","VISTA HEIGHTS","10","NE","51.074","-114.010","2","Titled Parcel;Building","160 VENTURA WY NE;160 VENTURA WY NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0103055,51.0735626],[-114.0103182,51.073651]]}","MULTIPOINT ((-114.01030545138626 51.07356262366278),(-114.0103182279522 51.07365096420382))"
"POINT (-114.09083601204141 51.05177029486749)","DP2022-06413","1211 KENSINGTON CL NW","W PANG SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM SIDE PROPERTY LINE, DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455; C2730","DECK; SINGLE DETACHED DWELLING","Permitted with a Relaxation","M-CG d72","Multi-Residential - Contextual Grade-Oriented  ",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"HIL","HILLHURST","7","NW","51.052","-114.091","2","Titled Parcel;Building","1211 KENSINGTON CL NW;1211 KENSINGTON CL NW","{""type"":""MultiPoint"",""coordinates"":[[-114.090836,51.0517703],[-114.0908005,51.0516968]]}","MULTIPOINT ((-114.09083601204141 51.05177029486749),(-114.0908005250491 51.05169675952422))"
"POINT (-114.05691282138221 51.16447757667484)","DP2022-06412","223 COVEPARK CL NE","AXIOM GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: LANDING (EXISTING LANDING) - PROJECTION INTO SIDE SETBACK","C1865","LANDING","Permitted","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"COV","COVENTRY HILLS","3","NE","51.164","-114.057","2","Titled Parcel;Building","223 COVEPARK CL NE;223 COVEPARK CL NE","{""type"":""MultiPoint"",""coordinates"":[[-114.0569128,51.1644776],[-114.0567967,51.1645747]]}","MULTIPOINT ((-114.05691282138221 51.16447757667484),(-114.05679665892588 51.16457470227658))"
"POINT (-113.96096966163692 51.092097649393565)","DP2022-06411","861 WHITEMONT DR NE","JAS GARAGE BUILDERS","Relaxation - New - Accessory Building","NEW: ACCESSORY RESIDENTIAL BUILDING (DETACHED GARAGE) - PARCEL COVERAGE","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"Hold","2022-09-09T00:00:00.000",,,,,,,,,,,"WHI","WHITEHORN","10","NE","51.092","-113.961","2","Titled Parcel;Building","861 WHITEMONT DR NE;861 WHITEMONT DR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9609697,51.0920976],[-113.9611396,51.0920965]]}","MULTIPOINT ((-113.96096966163692 51.092097649393565),(-113.96113963730978 51.092096474427294))"
"POINT (-113.92358029789179 51.10709640011121)","DP2022-06409","218 CORAL REEF MR NE","THIRD ROCK GEOMATICS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING DECK) - PROJECTION INTO REAR SETBACK","C1455","DECK","Permitted","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"COR","CORAL SPRINGS","10","NE","51.107","-113.924","2","Titled Parcel;Building","218 CORAL REEF MR NE;218 CORAL REEF MR NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9235803,51.1070964],[-113.9234856,51.1070031]]}","MULTIPOINT ((-113.92358029789179 51.10709640011121),(-113.92348556264942 51.107003061673495))"
"POINT (-113.95918005467362 50.898443044975416)","DP2022-06408","58 AUBURN GLEN MR SE",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK - (EXISTING) - PROJECTION INTO REAR SETBACK","C1455","DECK","Permitted with a Relaxation","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"AUB","AUBURN BAY","12","SE","50.898","-113.959","2","Titled Parcel;Building","58 AUBURN GLEN MR SE;58 AUBURN GLEN MR SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9591801,50.898443],[-113.9593118,50.898516]]}","MULTIPOINT ((-113.95918005467362 50.898443044975416),(-113.95931184355192 50.89851601753303))"
"POINT (-114.12272968783229 51.08611013810176)","DP2022-06407","2717 BRECKEN RD NW",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (EXISTING METAL COVER) - SEPARATION FROM MAIN RESIDENTIAL BUILDING","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"BRE","BRENTWOOD","4","NW","51.086","-114.123","2","Titled Parcel;Building","2717 BRECKEN RD NW;2717 BRECKEN RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.1227297,51.0861101],[-114.1228417,51.0860432]]}","MULTIPOINT ((-114.12272968783229 51.08611013810176),(-114.12284169901733 51.08604317325542))"
"POINT (-113.9624708595028 50.90886607440177)","DP2022-06406","7 ELGIN ESTATES PT SE","LOVSE SURVEYS","Relaxation - Existing - Residential - FastTrack - Comp Follow-Up","RELAXATION: DECK (EXISTING DECK) - PROJECTION INTO SIDE SETBACK","C1455","DECK","Permitted with a Relaxation","R-1","Residential - One Dwelling",,"Application Received","2022-09-09T00:00:00.000",,,,,,,,,,,"MCT","MCKENZIE TOWNE","12","SE","50.909","-113.962","2","Titled Parcel;Building","7 ELGIN ESTATES PT SE;7 ELGIN ESTATES PT SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9624709,50.9088661],[-113.9625669,50.9087592]]}","MULTIPOINT ((-113.9624708595028 50.90886607440177),(-113.96256688127836 50.90875924176389))"
"POINT (-113.96752056782417 51.12955495079797)","DP2022-06405","17 SADDLEPEACE RD NE","SQUARE ONE DESIGN","Residential - Secondary Suite","NEW: SECONDARY SUITE (BASEMENT)","C2626","SECONDARY SUITE","Permitted","R-G","Residential - Low Density Mixed Housing",,"New","2022-09-09T00:00:00.000",,,,,,,,,,,"SAD","SADDLE RIDGE","5","NE","51.130","-113.968","1","Titled Parcel","17 SADDLEPEACE RD NE","{""type"":""Point"",""coordinates"":[-113.9675206,51.129555]}","POINT (-113.96752056782417 51.12955495079797)"
"POINT (-114.07786715811103 50.99824409148178)","DP2022-06404","49 MALIBOU RD SW",,"Relaxation - New - Residential","RELAXATION: SINGLE DETACHED DWELLING (HOT TUB) - PROJECTION INTO SIDE SETBACK","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Hold","2022-09-09T00:00:00.000",,,,,,,,,,,"MEA","MEADOWLARK PARK","11","SW","50.998","-114.078","2","Titled Parcel;Building","49 MALIBOU RD SW;49 MALIBOU RD SW","{""type"":""MultiPoint"",""coordinates"":[[-114.0778672,50.9982441],[-114.078011,50.9982598]]}","MULTIPOINT ((-114.07786715811103 50.99824409148178),(-114.07801104442254 50.998259844528846))"
"POINT (-114.12195293067818 50.91297445643273)","DP2022-06403","547 EVERMEADOW RD SW","REEL CLEAN","Home Occupation Class 2","TEMPORARY USE: HOME OCCUPATION - CLASS 2","C1730","HOME OCCUPATION - CLASS 2","Discretionary","R-1N","Residential - Narrow Parcel One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"EVE","EVERGREEN","13","SW","50.913","-114.122","2","Titled Parcel;Building","547 EVERMEADOW RD SW;547 EVERMEADOW RD SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1219529,50.9129745],[-114.12183,50.9129918]]}","MULTIPOINT ((-114.12195293067818 50.91297445643273),(-114.12183001267847 50.912991773516296))"
"POINT (-114.05942979563503 51.06709706614833)","DP2022-06402","208 16 AV NE","STEVEN HO ARCHITECT","Change of Use - With Change to Site Plan","CHANGES TO SITE PLAN: FITNESS CENTRE, OFFICE, RETAIL AND CONSUMER SERVICE (BICYCLE RACKS)","C1600; C2110; C2515","FITNESS CENTRE; OFFICE; RETAIL AND CONSUMER SERVICE","Discretionary","C-COR1 f4.5h28","Commercial - Corridor 1",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"TUX","TUXEDO PARK","7","NE","51.067","-114.059","1","Titled Parcel","208 16 AV NE","{""type"":""Point"",""coordinates"":[-114.0594298,51.0670971]}","POINT (-114.05942979563503 51.06709706614833)"
"POINT (-114.25864647101365 51.09406510561532)","DP2022-06400","93 VALLEY CREEK RD NW",,"Relaxation - Existing - Accessory Building","RELAXATION: ACCESSORY RESIDENTIAL BUILDING (PERGOLA) - FINISHED FLOOR HEIGHT","C1020","ACCESSORY RESIDENTIAL BUILDING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"VAL","VALLEY RIDGE","1","NW","51.094","-114.259","2","Titled Parcel;Building","93 VALLEY CREEK RD NW;93 VALLEY CREEK RD NW","{""type"":""MultiPoint"",""coordinates"":[[-114.2586465,51.0940651],[-114.2588391,51.0940758]]}","MULTIPOINT ((-114.25864647101365 51.09406510561532),(-114.25883906877678 51.094075799636535))"
"POINT (-114.05328802942826 51.041489000797505)","DP2022-06398","1112 OLYMPIC WY SE","DOUGHNUT PARTY","Change of Use - Permitted Use","CHANGE OF USE: TAKE OUT FOOD SERVICE","C2830","TAKE OUT FOOD SERVICE","Permitted","CC-X","Centre City Mixed Use District",,"Application Received","2022-09-09T00:00:00.000",,,,,,,,,,,"BLN","BELTLINE","8","SE","51.041","-114.053","2","Titled Parcel;Building","1112 OLYMPIC WY SE;1112 OLYMPIC WY SE","{""type"":""MultiPoint"",""coordinates"":[[-114.053288,51.041489],[-114.0531913,51.0413988]]}","MULTIPOINT ((-114.05328802942826 51.041489000797505),(-114.0531912743487 51.041398796882305))"
"POINT (-114.10782872150828 50.948619944628675)","DP2022-06397","532 WOODPARK CR SW","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: CONTEXTUAL SINGLE DETACHED DWELLING (EXISTING) - BUILDING SETBACK FROM REAR PROPERTY LINE","C1370","CONTEXTUAL SINGLE DETACHED DWELLING","Permitted with a Relaxation","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"WOO","WOODLANDS","13","SW","50.949","-114.108","2","Titled Parcel;Building","532 WOODPARK CR SW;532 WOODPARK CR SW","{""type"":""MultiPoint"",""coordinates"":[[-114.1078287,50.9486199],[-114.1076344,50.9486365]]}","MULTIPOINT ((-114.10782872150828 50.948619944628675),(-114.10763436159253 50.94863653943666))"
"POINT (-114.06226644497777 51.082822589258896)","DP2022-06395","3414 CENTRE ST NE","RICK BALBI ARCHITECT","Residential - Multi-Family","NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING)","C2050","MULTI-RESIDENTIAL DEVELOPMENT","Discretionary","M-C1","Multi-Residential - Contextual Low Profile",,"Hold","2022-09-09T00:00:00.000",,,,,,,,,,,"HPK","HIGHLAND PARK","4","NE","51.083","-114.062","1","Titled Parcel","3414 CENTRE ST NE","{""type"":""Point"",""coordinates"":[-114.0622664,51.0828226]}","POINT (-114.06226644497777 51.082822589258896)"
"POINT (-113.96827814656466 51.05367029426848)","DP2022-06394","121 MARWOOD CI NE",,"Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING CANTILEVER) - PROJECTION INTO SIDE SETBACK, ACCESSORY RESIDENTIAL BUILDING (PERGOLA) - SEPARATION DISTANCE FROM MAIN RESIDENTIAL BUILDING","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Approved","2022-09-09T00:00:00.000","2022-09-12T00:00:00.000",,"2024-09-12T00:00:00.000",,"Approval","Development Authority",,,,,"MRL","MARLBOROUGH","10","NE","51.054","-113.968","2","Titled Parcel;Building","121 MARWOOD CI NE;121 MARWOOD CI NE","{""type"":""MultiPoint"",""coordinates"":[[-113.9682781,51.0536703],[-113.9682733,51.053585]]}","MULTIPOINT ((-113.96827814656466 51.05367029426848),(-113.96827328400207 51.05358497152029))"
"POINT (-114.051859274979 51.053216745950685)","DP2022-06393","123 4 ST NE","O2 PLANNING AND DESIGN","Mixed Use - Other Areas","NEW: DWELLING UNIT (220 UNITS)","C1540","DWELLING UNIT","Discretionary","DC","Direct Control (1P2007)",,"Hold","2022-09-09T00:00:00.000",,,,,,,,,,,"CRE","CRESCENT HEIGHTS","7","NE","51.053","-114.052","1","Titled Parcel","123 4 ST NE","{""type"":""Point"",""coordinates"":[-114.0518593,51.0532167]}","POINT (-114.051859274979 51.053216745950685)"
"POINT (-114.11658799426367 51.06287899883622)","DP2022-06392","2324 JUNIPER RD NW","ELLERGODT DESIGN","Residential - New Single / Semi / Duplex","NEW: SINGLE DETACHED DWELLING","C2730","SINGLE DETACHED DWELLING","Discretionary","R-C1","Residential - Contextual One Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"HOU","HOUNSFIELD HEIGHTS/BRIAR HILL","7","NW","51.063","-114.117","1","Titled Parcel","2324 JUNIPER RD NW","{""type"":""Point"",""coordinates"":[-114.116588,51.062879]}","POINT (-114.11658799426367 51.06287899883622)"
"POINT (-114.05079697909814 51.07527424130803)","DP2022-06391","538 25 AV NE","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: DECK (EXISTING) - PRIVACY WALL","C1455","DECK","Permitted with a Relaxation","R-C2","Residential - Contextual One/Two Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"WIN","WINSTON HEIGHTS/MOUNTVIEW","4","NE","51.075","-114.051","2","Titled Parcel;Building","538 25 AV NE;538 25 AV NE","{""type"":""MultiPoint"",""coordinates"":[[-114.050797,51.0752742],[-114.0507917,51.0753865]]}","MULTIPOINT ((-114.05079697909814 51.07527424130803),(-114.0507916936753 51.07538651579864))"
"POINT (-114.05860953206394 50.920914678527545)","DP2022-06390","129 MIDRIDGE PL SE","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: SINGLE DETACHED DWELLING (EXISTING ATTACHED SHED) - BUILDING SETBACK FROM SIDE PROPERTY LINE, DECK (EXISTING) - PROJECTION INTO REAR SETBACK, DECK (EXISTING) - NO PRIVACY WALL, EAVES (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455; C2640","DECK; SEMI-DETACHED DWELLING","Permitted with a Relaxation","M-C1 d100","Multi-Residential - Contextual Low Profile",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"MID","MIDNAPORE","14","SE","50.921","-114.059","2","Titled Parcel;Building","129 MIDRIDGE PL SE;129 MIDRIDGE PL SE","{""type"":""MultiPoint"",""coordinates"":[[-114.0586095,50.9209147],[-114.0586984,50.9210617]]}","MULTIPOINT ((-114.05860953206394 50.920914678527545),(-114.05869838163846 50.921061691099766))"
"POINT (-113.96702980000393 51.131707822804195)","DP2022-06389","78 SADDLEPEACE MR NE",,"Mixed Use - Other Areas","NEW: MULTI-RESIDENTIAL DEVELOPMENT (1 BUILDING)","C2050","MULTI-RESIDENTIAL DEVELOPMENT","Discretionary","C-N1; M-X2","Commercial - Neighbourhood 1; Multi-Residential - Medium Profile Support Commercial",,"Application Received","2022-09-09T00:00:00.000",,,,,,,,,,,"SAD","SADDLE RIDGE","5","NE","51.132","-113.967","1","Titled Parcel","78 SADDLEPEACE MR NE","{""type"":""Point"",""coordinates"":[-113.9670298,51.1317078]}","POINT (-113.96702980000393 51.131707822804195)"
"POINT (-113.96246725039627 51.0241061822214)","DP2022-06388","47 ERIN GROVE PL SE","ARC SURVEYS","Relaxation - Existing - Compliance Follow-Up","RELAXATION: LANDING, DECK (EXISTING) - PROJECTION INTO SIDE SETBACK","C1455; C1865","DECK; LANDING","Discretionary","R-C2","Residential - Contextual One/Two Dwelling",,"Under Review","2022-09-09T00:00:00.000",,,,,,,,,,,"ERI","ERIN WOODS","9","SE","51.024","-113.962","2","Titled Parcel;Building","47 ERIN GROVE PL SE;47 ERIN GROVE PL SE","{""type"":""MultiPoint"",""coordinates"":[[-113.9624673,51.0241062],[-113.9623326,51.02407]]}","MULTIPOINT ((-113.96246725039627 51.0241061822214),(-113.96233264784769 51.024070027025445))"
