"tradename","address","licencetypes","comdistnm","jobstatusdesc","jobcreated","longitude","latitude"
"ROCKY MOUNTAIN MILLWORK","3833 12 ST NE","CONTRACTOR","MCCALL","Renewal Licensed","2009-04-16T00:00:00.000","-114.03140904219399","51.08642757472533"
"CORNER FRAMING STUDIO","3713 17 AV SW","MANUFACTURER","KILLARNEY/GLENGARRY","Renewal Licensed","2002-03-25T00:00:00.000","-114.14082617482813","51.037569351435515"
"ICON BUILDING ENVELOPE GROUP","#123 7725 56 ST SE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","GREAT PLAINS","Renewal Licensed","2021-08-04T00:00:00.000","-113.95284115572112","50.98489328567312"
"CREATIONS BY CASABLANCA","#3 6626 CENTRE ST SE","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2002-05-08T00:00:00.000","-114.06329487234594","50.994508045717964"
"HERITAGE WINE & SPIRITS","8419 ELBOW DR SW","RETAIL DEALER - PREMISES","HAYSBORO","Renewal Licensed","2013-01-18T00:00:00.000","-114.0838333781574","50.9787498399792"
"BAR PATRICIA / INFINITY ULTRA LOUNGE / TAQUERIA EL CHEFE / PLEASE DON¿T TELL","811 1 ST SW","FOOD SERVICE - PREMISES (SEATING)","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2019-04-30T00:00:00.000","-114.06577815318701","51.04494104434576"
"DIVINE MINE (THE)","#222 11566 24 ST SE","RETAIL DEALER - PREMISES","SHEPARD INDUSTRIAL","Renewal Licensed","2004-06-29T00:00:00.000","-114.0017433535189","50.95098969848315"
"SUNDANCE PLUMBING GAS & HEATING","#102 3506 118 AV SE","CONTRACTOR","SHEPARD INDUSTRIAL","Renewal Licensed","2006-04-13T00:00:00.000","-113.98763913102049","50.94751511573476"
"JOBSITE TWO","#6 5269 MEMORIAL DR SE","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","FOREST HEIGHTS","Renewal Licensed","2003-04-16T00:00:00.000","-113.95720491766394","51.052651411637704"
"RACQUET CENTRAL","2035 26 AV SW","RETAIL DEALER - PREMISES","SOUTH CALGARY","Renewal Licensed","2009-04-09T00:00:00.000","-114.10908016810644","51.030196535778586"
"DOMINO PIZZA","#22 1015 CENTRE ST NW","FOOD SERVICE - PREMISES (NO SEATING)","CRESCENT HEIGHTS","Renewal Licensed","2021-07-16T00:00:00.000","-114.0629898877902","51.06126900178485"
"CALGARY FARMER'S MARKET","#2 510 77 AV SE","OUTDOOR PATIO","FAIRVIEW INDUSTRIAL","Renewal Licensed","2014-08-22T00:00:00.000","-114.051466347153","50.98514584359185"
"MOON TEA HOUSE (THE)","212 14 AV SE","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2021-04-09T00:00:00.000","-114.06051303088934","51.03960783219828"
"FRANK'S EUROPEAN BAKERY","5570 56 AV SE","FOOD SERVICE - PREMISES","STARFIELD","Renewal Licensed","2001-05-18T00:00:00.000","-113.95147647380455","51.00231028239125"
"SUBWAY (DEERFOOT MALL)","#111 951 64 AV NE","FOOD SERVICE - PREMISES (SEATING)","DEERFOOT BUSINESS CENTRE","Renewal Licensed","2018-03-19T00:00:00.000","-114.04192248419002","51.11008618016116"
"TREASURE OF SAIGON","6432 OLD BANFF COACH RD SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","PATTERSON","Renewal Licensed","2008-12-16T00:00:00.000","-114.1800170504755","51.060799592378466"
"FLOWER CHIX","#4 2333 18 AV NE","WHOLESALER","SOUTH AIRWAYS","Renewal Licensed","2021-03-23T00:00:00.000","-114.00527719660444","51.06852805683517"
"HOME STYLE SUPPLIES","#122 3442 118 AV SE","RETAIL DEALER - PREMISES","SHEPARD INDUSTRIAL","Renewal Licensed","2020-08-21T00:00:00.000","-113.98879224224616","50.947756898125505"
"LIQUOR AROMA","#114 30 CRESTRIDGE CM SW","LIQUOR STORE","CRESTMONT","Licensed","2022-03-17T00:00:00.000","-114.270839482087","51.08598995021373"
"VALUE BUDS SUNRIDGE","2111 36 ST NE","RETAIL DEALER - PREMISES","SUNRIDGE","Renewal Licensed","2021-04-30T00:00:00.000","-113.98258434676941","51.07193397257846"
"BOOSTER JUICE","#23 275 SHAWVILLE BV SE","FOOD SERVICE - PREMISES (NO SEATING)","SHAWNESSY","Renewal Licensed","2020-07-29T00:00:00.000","-114.06789578158683","50.9014672287711"
"ELEVATE MULTIDISCIPLINARY HEALTH AND REHABILITATION CENTRE","#305 6940 FISHER RD SE","RETAIL DEALER - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2018-04-18T00:00:00.000","-114.06742351223856","50.99285762462998"
"MADRAS CAFE","175A 52 ST SE","FOOD SERVICE - PREMISES (SEATING)","FOREST HEIGHTS","Renewal Licensed","2015-05-07T00:00:00.000","-113.9561881077912","51.05261730550013"
"BROKEN SPIRITS DISTILLERY","#4 3320 14 AV NE","OUTDOOR PATIO","FRANKLIN","Renewal Licensed","2020-01-30T00:00:00.000","-113.98651461062252","51.0656973781163"
"CRISTY'S ROTISERRIE CHICKEN","2775 32 AV NE","FOOD SERVICE - PREMISES (SEATING)","SUNRIDGE","Renewal Licensed","1997-02-12T00:00:00.000","-113.9956729388335","51.081021998235535"
"LITTLE CAESARS","#112 1625 210 AV SE","FOOD SERVICE - PREMISES (NO SEATING)","LEGACY","Renewal Licensed","2018-04-09T00:00:00.000","-114.02536385080192","50.86355108458011"
"DEVOUR CATERING","538 42 AV SE","FOOD SERVICE - PREMISES (NO SEATING)","MANCHESTER INDUSTRIAL","Renewal Licensed","2019-07-19T00:00:00.000","-114.05098172645381","51.01657120230029"
"BURNIN BIRD","606 17 AV SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Licensed","2021-09-01T00:00:00.000","-114.07481600003165","51.037984732809704"
"STRIDES RUNNING STORE","#1119 380 CANYON MEADOWS DR SE","FOOD SERVICE - PREMISES","LAKE BONAVISTA","Renewal Licensed","2015-03-10T00:00:00.000","-114.06493706527948","50.93073624200489"
"AL-HEDAYA ISLAMIC CENTRE","112 SAVANNA AV NE","CHARITABLE ORGANIZATION","SADDLE RIDGE","Renewal Licensed","2019-07-16T00:00:00.000","-113.96469486459529","51.13405395650675"
"SPECTRUM MASSAGE THERAPY & ACUPUNCTURE","#602 5920 1A ST SW","RETAIL DEALER - PREMISES","MANCHESTER INDUSTRIAL","Renewal Licensed","2021-03-15T00:00:00.000","-114.06691744609658","50.99998361580848"
"ANTHONY ASHMAN TATTOOS","1331 9 AV SE","PERSONAL SERVICE (TATTOO)","INGLEWOOD","Renewal Licensed","2021-07-26T00:00:00.000","-114.03251176165313","51.04041179901462"
"HERITAGE WINE & SPIRITS","8419 ELBOW DR SW","LIQUOR STORE","HAYSBORO","Renewal Licensed","2013-01-18T00:00:00.000","-114.0838333781574","50.9787498399792"
"VALUE BUDS AT FOREST LAWN","#11 5147 20 AV SE","CANNABIS STORE","FOREST LAWN INDUSTRIAL","Renewal Licensed","2021-04-30T00:00:00.000","-113.9595379990353","51.035166597100435"
"OPTIMUM ON SITE","#9 5268 MEMORIAL DR NE","BODY RUB CENTRE (GRANDFATHERED MASSAGE CENTRE COMMERCIAL)","MARLBOROUGH","Renewal Licensed","2009-08-13T00:00:00.000","-113.95662028362528","51.053787038315505"
"URBAN AESTHETICS","1014 MACLEOD TR SE","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2021-08-03T00:00:00.000","-114.05811197801447","51.042800165490014"
"JOBSITE TWO","#6 5269 MEMORIAL DR SE","FOOD SERVICE - PREMISES (SEATING)","FOREST HEIGHTS","Renewal Licensed","2003-04-16T00:00:00.000","-113.95720491766394","51.052651411637704"
"DIAMOND NAILS AND SPA","#24 4604 37 ST SW","PERSONAL SERVICE","RUTLAND PARK","Licensed","2022-04-21T00:00:00.000","-114.13961616079804","51.01337704408406"
"EMCO","6812L 6 ST SE","WHOLESALER","EAST FAIRVIEW INDUSTRIAL","Licensed","2021-09-23T00:00:00.000","-114.04691157177308","50.9931334451311"
"FRUIT BOX (THE)","#115 11929 40 ST SE","FOOD SERVICE - PREMISES","EAST SHEPARD INDUSTRIAL","Renewal Licensed","2015-03-25T00:00:00.000","-113.97686547073353","50.943906241718786"
"LOMANA STUDIO","#8 3304 64 ST NE","PERSONAL SERVICE","TEMPLE","Renewal Licensed","2021-05-12T00:00:00.000","-113.94044246163995","51.08194221229253"
"FLOWER CHIX","#4 2333 18 AV NE","RETAIL DEALER - PREMISES","SOUTH AIRWAYS","Renewal Licensed","2021-03-23T00:00:00.000","-114.00527719660444","51.06852805683517"
"AND SOME FLOWER","#1 540 7 AV NW","FOOD SERVICE - PREMISES (SEATING)","SUNNYSIDE","Licensed","2022-01-14T00:00:00.000","-114.07556832356308","51.05943102615116"
"OHANA CARE","#156 8888 COUNTRY HILLS BV NW","PERSONAL SERVICE","ROYAL VISTA","Renewal Licensed","2018-06-12T00:00:00.000","-114.21284897625213","51.151037828278724"
"KENWOOD CUSTOM WOODWORK","#3 3360 14 AV NE","MANUFACTURER","FRANKLIN","Renewal Licensed","1998-04-28T00:00:00.000","-113.98580979646533","51.06581274940848"
"TV SHOWCASE","#1172 3800 MEMORIAL DR NE","RETAIL DEALER - PREMISES","MARLBOROUGH","Renewal Licensed","2015-05-20T00:00:00.000","-113.97822929795056","51.05498690408264"
"LYNNWOOD AUTO REPAIR","6811 OGDEN RD SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","OGDEN","Renewal Licensed","2019-02-13T00:00:00.000","-114.0023576151903","50.99144243404101"
"FACE SHOP (THE)","#186 6455 MACLEOD TR SW","RETAIL DEALER - PREMISES","MEADOWLARK PARK","Renewal Licensed","2009-06-18T00:00:00.000","-114.07418349399072","50.99702433306774"
"RED SWAN PIZZA","6411B BOWNESS RD NW","FOOD SERVICE - PREMISES (NO SEATING)","BOWNESS","Renewal Licensed","2018-04-18T00:00:00.000","-114.1807712060865","51.08573584256433"
"FASHION ADDITION","#118 10816 MACLEOD TR SE","RETAIL DEALER - PREMISES","WILLOW PARK","Renewal Licensed","2003-07-07T00:00:00.000","-114.06925448789409","50.957378672167486"
"PROACTIVE DRIVING SCHOOL","#160 4039 BRENTWOOD RD NW","SCHOOL (DRIVER EDUCATION)","BRENTWOOD","Renewal Licensed","2019-03-15T00:00:00.000","-114.13307990827305","51.08849696297884"
"MOON TEA HOUSE (THE)","212 14 AV SE","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2021-04-09T00:00:00.000","-114.06051303088934","51.03960783219828"
"CONUVO CONSTRUCTION MATERIALS","#130 10555 74 ST SE","RETAIL DEALER - PREMISES","EAST SHEPARD INDUSTRIAL","Licensed","2022-01-04T00:00:00.000","-113.928560494787","50.964166645615805"
"CHINESE CULTURAL CENTRE CUISINE","#88 197 1 ST SW","FOOD SERVICE - PREMISES (SEATING)","CHINATOWN","Renewal Licensed","2017-04-04T00:00:00.000","-114.0654761909377","51.05130932217889"
"ROCKY MOUNTAIN MILLWORK","3833 12 ST NE","MANUFACTURER","MCCALL","Renewal Licensed","2009-04-16T00:00:00.000","-114.03140904219399","51.08642757472533"
"PORTUGUESE SOCIETY OF CALGARY","4888 35 ST SE","FOOD SERVICE - PREMISES","EASTFIELD","Renewal Licensed","2003-03-11T00:00:00.000","-113.98109999893552","51.01078265595755"
"VALUE BUDS AT WOODBINE","#206 2525 WOODVIEW DR SW","RETAIL DEALER - PREMISES","WOODBINE","Renewal Licensed","2021-04-30T00:00:00.000","-114.11961885676851","50.94022272891085"
"RUNDLE BIKE","#10 1431 40 AV NE","WHOLESALER","MCCALL","Licensed","2022-06-15T00:00:00.000","-114.02953066621431","51.088100969460065"
"M&M FOOD MARKET - CROWFOOT","#113 150 CROWFOOT CR NW","FOOD SERVICE - PREMISES","ARBOUR LAKE","Renewal Licensed","2019-07-18T00:00:00.000","-114.19680315258985","51.12760516899381"
"VALUE BUDS AT 17TH AVENUE","1206 17 AV SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2021-04-30T00:00:00.000","-114.08964839949229","51.03814995633656"
"EXCHANGE GIFTS & CONVENIENCE STORE","#250 300 5 AV SW","FOOD SERVICE - PREMISES","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2013-01-24T00:00:00.000","-114.06831051776395","51.04883440169486"
"PARAMOUNT PROJECTS","#310 4723 1 ST SW","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","MANCHESTER","Renewal Licensed","2018-05-08T00:00:00.000","-114.06607140045308","51.0101594851662"
"NAKED ELECTROLYSIS","#120 6108 BOWNESS RD NW","PERSONAL SERVICE","BOWNESS","Licensed","2022-01-19T00:00:00.000","-114.1737798129667","51.08368245786233"
"BOXSMITH MODERN GIFTS","#14 5660 10 ST NE","RETAIL DEALER - PREMISES (MAIL ORDER)","SKYLINE EAST","Renewal Licensed","2021-07-22T00:00:00.000","-114.03718491762486","51.104064114521556"
"EDO JAPAN","#109 391 ASPEN GLEN LD SW","FOOD SERVICE - PREMISES (SEATING)","ASPEN WOODS","Renewal Licensed","2009-08-25T00:00:00.000","-114.21035293526899","51.04134844994511"
"HAPPY HERO (CGY-761)","4305 54 AV SE","FULL SERVICE FOOD VEHICLE","FOOTHILLS","Renewal Licensed","2018-06-07T00:00:00.000","-113.97363609672156","51.00351199307719"
"LOCAL LAUNDRY","#A 4120 8 ST SE","DISTRIBUTION MANAGER","HIGHFIELD","Licensed","2022-03-23T00:00:00.000","-114.0419236631133","51.01744238846452"
"PORTUGUESE SOCIETY OF CALGARY","4888 35 ST SE","CHARITABLE ORGANIZATION","EASTFIELD","Renewal Licensed","2003-03-11T00:00:00.000","-113.98109999893552","51.01078265595755"
"HUNGRY HERO (CGY-415)","4305 54 AV SE","FULL SERVICE FOOD VEHICLE","FOOTHILLS","Renewal Licensed","2018-06-07T00:00:00.000","-113.97363609672156","51.00351199307719"
"BLISS AND CO CUPCAKES AND DESSERTS","#120 30 BRENTWOOD CM NW","RETAIL DEALER - PREMISES","BRENTWOOD","Licensed","2022-01-11T00:00:00.000","-114.1289353204738","51.087144499293"
"SAL'S PIZZA","#6 718 17 AV SW","ALCOHOL BEVERAGE SALES (RESTAURANT)","BELTLINE","Licensed","2022-05-20T00:00:00.000","-114.07792176989315","51.038145795350836"
"BLUELEAF","#201 7211 8 ST NE","WHOLESALER","DEERFOOT BUSINESS CENTRE","Renewal Licensed","2019-04-23T00:00:00.000","-114.04525790994346","51.11757599282569"
"LEROUX STUDIOS - LEROUX LOFT","#B 812 EDMONTON TR NE","SCHOOL (PROV. NOT REQUIRED)","RENFREW","Renewal Licensed","2021-04-21T00:00:00.000","-114.05404355242011","51.058895351362565"
"MAJESTIC HYDROTEST AND FIRE EXTINGUISHER SERVICES","#36 4807 32 ST SE","RETAIL DEALER - PREMISES","GOLDEN TRIANGLE","Move in Progress","2021-11-25T00:00:00.000","-113.98767544281141","51.01068881812363"
"206 MASSAGE","#206 120 16 AV NE","MASSAGE CENTRE (COMMERCIAL)","TUXEDO PARK","Renewal Licensed","2021-07-12T00:00:00.000","-114.06119002076518","51.067195134614195"
"RAPID RESPONSE RESTORATION","7862 10 ST NE","CONTRACTOR","DEERFOOT BUSINESS CENTRE","Renewal Licensed","2015-06-29T00:00:00.000","-114.04136191664551","51.121437667517164"
"BAR PATRICIA / INFINITY ULTRA LOUNGE / TAQUERIA EL CHEFE / PLEASE DON¿T TELL","811 1 ST SW","OUTDOOR PATIO","DOWNTOWN COMMERCIAL CORE","Renewal Licensed","2019-04-30T00:00:00.000","-114.06577815318701","51.04494104434576"
"K-THI VIET CUISINE","2135 33 AV SW","FOOD SERVICE - PREMISES (SEATING)","SOUTH CALGARY","Renewal Licensed","2013-04-30T00:00:00.000","-114.1114321705153","51.023795276925995"
"EVEREST WINE & SPIRITS","#232 7171 80 AV NE","RETAIL DEALER - PREMISES","TARADALE","Renewal Licensed","2014-10-16T00:00:00.000","-113.93150693932967","51.12465683450042"
"KHAN MEDICAL SUPPLIES","#219 5925 12 ST SE","RETAIL DEALER - PREMISES (MAIL ORDER)","BURNS INDUSTRIAL","Renewal Licensed","2020-05-19T00:00:00.000","-114.0344478219777","51.00050520176015"
"IMAGINE HEALTH CENTRE","#4120 15 SUNPARK PZ SE","MASSAGE CENTRE (COMMERCIAL)","SUNDANCE","Renewal Licensed","2012-11-21T00:00:00.000","-114.05874304907945","50.905399354542425"
"MYO LAB","#300 227 10 ST NW","FOOD SERVICE - PREMISES","HILLHURST","Renewal Licensed","2017-11-21T00:00:00.000","-114.08627720046482","51.053714827708355"
"SEN VIETNAMESE KITCHEN","#31 4307 130 AV SE","FOOD SERVICE - PREMISES (SEATING)","MCKENZIE TOWNE","Renewal Licensed","2018-04-10T00:00:00.000","-113.97192133191474","50.930218044126825"
"CNM CONSTRUCTION","#20 666 GODDARD AV NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","SKYLINE WEST","Renewal Licensed","2018-05-18T00:00:00.000","-114.04989856707662","51.09875471605616"
"CALGARY CO-OP WINES & SPIRITS - #35 KINGSLAND","6907 MACLEOD TR SW","FOOD SERVICE - PREMISES","KINGSLAND","Renewal Licensed","2010-05-12T00:00:00.000","-114.07283081767787","50.991761244377464"
"AVENIDA ART & FRAMING GALLERY","#2 625 77 AV SE","RETAIL DEALER - PREMISES","FAIRVIEW INDUSTRIAL","Renewal Licensed","2018-04-24T00:00:00.000","-114.04989184547841","50.98403524916714"
"KAYA WELLNESS CENTRE","#210 435 4 AV SW","MASSAGE CENTRE (COMMERCIAL)","DOWNTOWN COMMERCIAL CORE","Licensed","2022-06-24T00:00:00.000","-114.07103181203958","51.049261715467026"
"LAURA BROWS","#5 7 PARKDALE CR NW","RETAIL DEALER - PREMISES","PARKDALE","Renewal Licensed","2017-03-31T00:00:00.000","-114.1354471431024","51.05819234120783"
"JOBSITE TWO","#6 5269 MEMORIAL DR SE","AMUSEMENT ARCADE","FOREST HEIGHTS","Renewal Licensed","2003-04-16T00:00:00.000","-113.95720491766394","51.052651411637704"
"AL-HEDAYA ISLAMIC CENTRE","112 SAVANNA AV NE","SCHOOL (PROV. NOT REQUIRED)","SADDLE RIDGE","Renewal Licensed","2019-07-16T00:00:00.000","-113.96469486459529","51.13405395650675"
"JC SALON AND SPA","#6 7640 FAIRMOUNT DR SE","PERSONAL SERVICE","FAIRVIEW","Renewal Licensed","2013-03-27T00:00:00.000","-114.05924182001809","50.985389199884594"
"BURNIN BIRD","606 17 AV SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Licensed","2021-09-01T00:00:00.000","-114.07481600003165","51.037984732809704"
"VEGAS NAILS & SPA","#107A 4014 MACLEOD TR SE","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","MANCHESTER INDUSTRIAL","Renewal Licensed","2019-04-14T00:00:00.000","-114.0626558542157","51.017646807292444"
"UPPER KUTZ","4524A EDMONTON TR NE","PERSONAL SERVICE","GREENVIEW INDUSTRIAL PARK","Renewal Licensed","2016-12-07T00:00:00.000","-114.05276322925819","51.09364132078219"
"JOBSITE TWO","#6 5269 MEMORIAL DR SE","ENTERTAINMENT ESTABLISHMENT","FOREST HEIGHTS","Renewal Licensed","2003-04-16T00:00:00.000","-113.95720491766394","51.052651411637704"
"NICOLE SANDERS HAIR","#300 508 24 AV SW","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","CLIFF BUNGALOW","Renewal Licensed","2019-03-26T00:00:00.000","-114.07193614216631","51.03180566540066"
"CRIMSON AND CLOVIS","#210 927 10 AV SW","PERSONAL SERVICE","BELTLINE","Licensed","2022-06-13T00:00:00.000","-114.0830442904733","51.04369028640996"
"MACAO IMPERIAL TEA - EVANSTON","#2028 2060 SYMONS VALLEY PY NW","FOOD SERVICE - PREMISES (SEATING)","EVANSTON","Licensed","2022-05-18T00:00:00.000","-114.10829896727047","51.17461489340119"
"IMAGINE HEALTH CENTRE","#4120 15 SUNPARK PZ SE","PERSONAL SERVICE","SUNDANCE","Renewal Licensed","2012-11-21T00:00:00.000","-114.05874304907945","50.905399354542425"
"NAMSKAR INDIAN CUISINE","#B 202 16 AV NE","OUTDOOR PATIO","TUXEDO PARK","Renewal Licensed","2003-06-06T00:00:00.000","-114.05964901231388","51.0671942859716"
"KANPAI SUSHI ON 8TH","#110 1414 8 ST SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2012-11-15T00:00:00.000","-114.08129764614958","51.03978825936585"
"MAXIMUM METAL RECYCLING","530 38A AV SE","SALVAGE YARD/AUTO WRECKER","MANCHESTER INDUSTRIAL","Renewal Licensed","2014-08-11T00:00:00.000","-114.05467746901842","51.019954262598425"
"FINGERS 'N TOES NAIL SALON","#118 4909 17 AV SE","PERSONAL SERVICE (INDEPENDENT CHAIR OPERATOR)","FOREST LAWN INDUSTRIAL","Move in Progress","2021-01-12T00:00:00.000","-113.96348770005719","51.03653675760129"
"U PLUS TRADING","#103 1144 29 AV NE","WHOLESALER","SOUTH AIRWAYS","Renewal Licensed","2021-06-30T00:00:00.000","-114.02906804238184","51.07916597059895"
"37TH STREET BARBER SHOP","#26 4604 37 ST SW","RETAIL DEALER - PREMISES","RUTLAND PARK","Renewal Licensed","2014-03-25T00:00:00.000","-114.13966079627963","51.013330028096284"
"FUJI RAMEN AND SUSHI","#111 12100 MACLEOD TR SE","ALCOHOL BEVERAGE SALES (RESTAURANT)","LAKE BONAVISTA","Renewal Licensed","2020-01-03T00:00:00.000","-114.06896035443044","50.94485318452151"
"REXALL PHARMACIES #9806","#120 4448 FRONT ST SE","FOOD SERVICE - PREMISES","SETON","Renewal Licensed","2016-07-29T00:00:00.000","-113.95279895456788","50.88163177221792"
"MARYNA LITOVTSEVA","#305 8180 MACLEOD TR SE","PERSONAL SERVICE (TATTOO)","FAIRVIEW","Renewal Licensed","2021-03-19T00:00:00.000","-114.0704091161515","50.98183873626229"
"MADIS XL","#27 9510 114 AV SE","MANUFACTURER","RESIDUAL WARD 12 - SUB AREA 12A","Renewal Licensed","2012-09-25T00:00:00.000","-113.89541518036245","50.95107481311222"
"GOOD EARTH COFFEE HOUSE CENTENNIAL PLACE","#110 520 3 AV SW","RETAIL DEALER - PREMISES","EAU CLAIRE","Renewal Licensed","2018-05-22T00:00:00.000","-114.07211311580654","51.05085990312888"
"GO GLASS & ACCESSORIES","#121 10836 24 ST SE","MOTOR VEHICLE REPAIR AND SERVICE (1)","SHEPARD INDUSTRIAL","Renewal Licensed","2014-02-24T00:00:00.000","-113.99957182236263","50.955204658475836"
"SUNDANCE PLUMBING GAS & HEATING","#102 3506 118 AV SE","WAREHOUSING","SHEPARD INDUSTRIAL","Renewal Licensed","2006-04-13T00:00:00.000","-113.98763913102049","50.94751511573476"
"LINDT","1403 4 ST SW","FOOD SERVICE - PREMISES (SEATING)","BELTLINE","Renewal Licensed","2013-03-27T00:00:00.000","-114.07225211433847","51.03949917599494"
"MEGA LIQUOR STORE","#190 495 36 ST NE","LIQUOR STORE","FRANKLIN","Renewal Licensed","2018-04-25T00:00:00.000","-113.98529973863707","51.055975482531935"
"SPIRITS OF DOVER","4028 26 ST SE","LIQUOR STORE","DOVER","Licensed","2022-03-21T00:00:00.000","-113.9984871179965","51.01803967324281"
"WYNN NAILS & SPA","#120 2971 136 AV NW","PERSONAL SERVICE","SAGE HILL","Licensed","2022-01-18T00:00:00.000","-114.13263605609849","51.175640099643275"
"MEGA SANJHA PUNJAB GROCERY STORE","#570 6520 FALCONRIDGE BV NE","RETAIL DEALER - PREMISES","TARADALE","Renewal Licensed","2020-05-01T00:00:00.000","-113.94499714789119","51.11161695244579"
"PROTECTIVE SURFACE ENTERPRISES","#18 666 GODDARD AV NE","CONTRACTOR","SKYLINE WEST","Renewal Licensed","2004-03-02T00:00:00.000","-114.04989856707662","51.09875471605616"
"NAM VIETNAMESE KITCHEN","#1F 6455 MACLEOD TR SW","FOOD SERVICE - PREMISES (NO SEATING)","MEADOWLARK PARK","Renewal Licensed","2017-12-13T00:00:00.000","-114.07367018750668","50.99801742927944"
"37TH STREET BARBER SHOP","#26 4604 37 ST SW","PERSONAL SERVICE","RUTLAND PARK","Renewal Licensed","2014-03-25T00:00:00.000","-114.13966079627963","51.013330028096284"
"BERKSHAW CONDOMINIUM MANAGEMENT CORPORATION","#7 1715 27 AV NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","SOUTH AIRWAYS","Renewal Licensed","2018-07-23T00:00:00.000","-114.01823911237925","51.07635240433878"
"STRIVE PHYSIOTHERAPY","#202 11 HIDDEN CREEK DR NW","RETAIL DEALER - PREMISES","HIDDEN VALLEY","Renewal Licensed","2014-01-14T00:00:00.000","-114.10618212345551","51.154985237218355"
"ORIGINAL JOE'S RESTAURANT & BAR","#100 1220 KENSINGTON RD NW","FOOD SERVICE - PREMISES (SEATING)","HILLHURST","Renewal Licensed","2011-05-31T00:00:00.000","-114.08982407038786","51.05272320551324"
"LAST BEST BREWING & DISTILLING EATERY & BREWPUB","607 11 AV SW","RETAIL DEALER - PREMISES","BELTLINE","Renewal Licensed","2015-04-09T00:00:00.000","-114.0746042807776","51.04259663250798"
"TOKAIDO RAMEN & BAR","#327 8888 COUNTRY HILLS BV NW","FOOD SERVICE - PREMISES (SEATING)","ROYAL VISTA","Renewal Licensed","2019-03-14T00:00:00.000","-114.21509189096817","51.152140882333235"
"CALGARY CANVAS PRINTING","#1 1303 45 AV NE","RETAIL DEALER - PREMISES","MCCALL","Renewal Licensed","2020-05-28T00:00:00.000","-114.03287878830835","51.09312500947518"
"APOLLO TAEKWON-DO","11 SAGE HILL PS NW","RETAIL DEALER - PREMISES","SAGE HILL","Renewal Licensed","2018-06-22T00:00:00.000","-114.1471963234475","51.16876660583025"
"LEROUX STUDIOS - LEROUX LOFT","#B 812 EDMONTON TR NE","RETAIL DEALER - PREMISES","RENFREW","Renewal Licensed","2021-04-21T00:00:00.000","-114.05404355242011","51.058895351362565"
"NU-VUE GLASS CO","#24 920 28 ST NE","CONTRACTOR (NO PROVINCIAL LICENCE REQUIRED)","FRANKLIN","Renewal Licensed","2015-02-25T00:00:00.000","-113.99203073528285","51.06068014589298"
"SIPS WINE + BEER","#426 12445 LAKE FRASER DR SE","ALCOHOL BEVERAGE SALES (DRINKING EST/RESTAURANT)","LAKE BONAVISTA","Renewal Licensed","2019-01-22T00:00:00.000","-114.06835805848219","50.94141192042831"
"ACMEI","#117 1803 60 ST SE","MANUFACTURER","FOREST LAWN INDUSTRIAL","Renewal Licensed","2018-04-17T00:00:00.000","-113.94792562141957","51.0373555160829"
"V-CARE PHARMACY","4304A 17 AV SE","RETAIL DEALER - PREMISES","FOREST LAWN","Renewal Licensed","2021-05-26T00:00:00.000","-113.97262172032772","51.03812847930283"
"ONE MASSAGE CENTRE (THE)","1919C 31 ST SE","BODY RUB CENTRE","SOUTHVIEW","Renewal Licensed","2021-07-05T00:00:00.000","-113.99052523067897","51.036595826686224"
"ADLITE PLASTICS AND LIGHTING","#1 1236 38 AV NE","WHOLESALER","MCCALL","Renewal Licensed","2014-09-17T00:00:00.000","-114.03340743640989","51.08757376980526"
"ELEVATE MULTIDISCIPLINARY HEALTH AND REHABILITATION CENTRE","#305 6940 FISHER RD SE","MASSAGE CENTRE (COMMERCIAL)","FAIRVIEW INDUSTRIAL","Renewal Licensed","2018-04-18T00:00:00.000","-114.06742351223856","50.99285762462998"
"LOCAL LAUNDRY","#A 4120 8 ST SE","WAREHOUSING","HIGHFIELD","Licensed","2022-03-23T00:00:00.000","-114.0419236631133","51.01744238846452"
