"name","board","email","address","city","province","postal_cod","phone_no","fax_no","grades","postsecond","data_source","elem","junior_h","senior_h","the_geom"
"St. Gerard Bilingual School","The Calgary Roman Catholic Separate School Division","st.gerard@cssd.ab.ca","1204 96 AV SW","Calgary","AB","T2V0Y1","(403) 500-2028",,"Elementary","N","N","Y","N","N","POINT (-114.0884791 50.96887)"
"St. John XXIII School","The Calgary Roman Catholic Separate School Division","stjohn23@cssd.ab.ca","1420 FALCONRIDGE DR NE","Calgary","AB","T3J2C3","(403) 500-2080",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9389781 51.101405)"
"Simons Valley School","The Calgary School Division","simonsvalley@cbe.ab.ca","375 SANDARAC DR NW","Calgary","AB","T3K4B2","(403) 777-6660",,"Elementary","N","N","Y","N","N","POINT (-114.107326 51.1396781)"
"St. Hubert Elementary School","The Calgary Roman Catholic Separate School Division","sthubert@cssd.ab.ca","320 72 AV NE","Calgary","AB","T2K5J3","(403) 500-2067",,"Elementary","N","N","Y","N","N","POINT (-114.0622133 51.1183759)"
"Our Lady of Peace Elementary Junior High School","The Calgary Roman Catholic Separate School Division","olp@cssd.ab.ca","14826 MILLRISE HL SW","Calgary","AB","T2Y2B4","(403) 500-2097",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0877102 50.9184851)"
"Cause & Effect Early Intervention Services","Cause and Effect Foundation","contact@causeandeffectfoundation.com","#500 11488 24 ST SE","Calgary","AB","T2Z4C9","(403) 523-0150",,"ECS","N","N","N","N","N","POINT (-113.9998221 50.9542448)"
"Webber Academy","Webber Academy Foundation","nwebber@webberacademy.ca","1515 93 ST SW","Calgary","AB","T3H4A8","(403) 277-4700",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.2250221 51.0441215)"
"Montessori School of Calgary","Montessori School of Calgary","info@msofc.ca","2201 CLIFF ST SW","Calgary","AB","T2S2G4","(403) 229-1011",,"Elementary","N","N","Y","N","N","POINT (-114.0760776 51.033361)"
"Centennial High School","The Calgary School Division","centennialhigh@cbe.ab.ca","55 SUN VALLEY BV SE","Calgary","AB","T2X3W7","(403) 256-8140",,"Senior High","N","N","N","N","N","POINT (-114.0533548 50.9061097)"
"Woodman School","The Calgary School Division","woodman@cbe.ab.ca","8706 ELBOW DR SW","Calgary","AB","T2V1L2","(403) 777-7490",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.083213 50.9756583)"
"FFCA High School Campus","Foundations for the Future Charter Academy Charter School Society",,"2116 MACKAY RD NW","Calgary","AB","T3B1C7","(403) 243-3316",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1519278 51.0695811)"
"Tyndale Christian School","The Canadian Reformed School Society of Calgary","tcs@tyndalecalgary.ca","18 HART ESTATES BV NE","Calgary","AB","T1X0L3","(403) 590-5881",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-113.8677457 51.0586339)"
"Banting and Best School","The Calgary School Division","bantingandbest@cbe.ab.ca","1819 66 AV SE","Calgary","AB","T2C2K5","(403) 777-8650",,"Elementary","N","N","Y","N","N","POINT (-114.0138538 50.993726)"
"Douglas Harkness School","The Calgary School Division","douglasharkness@cbe.ab.ca","6203 24 AV NE","Calgary","AB","T1Y2C5","(403) 777-6720",,"Elementary","N","N","Y","N","N","POINT (-113.9460446 51.0738435)"
"St. Albert the Great","The Calgary Roman Catholic Separate School Division","stalbert@cssd.ab.ca","225 PRESTWICK AV SE","Calgary","AB","T2Z3X3","(403) 500-2114",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-113.9600758 50.9215097)"
"Banbury Crossroads School","Banbury Crossroads School","general@banburycrossroads.com","2451 DIEPPE AV SW","Calgary","AB","T3E7K1","(403) 270-7787",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.1190388 51.0192866)"
"Twelve Mile Coulee School","The Calgary School Division","TwelveMileCoulee@cbe.ab.ca","65 TUSCANY HILLS RD NW","Calgary","AB","T3L0C7","(403) 817-3390",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2434801 51.1228362)"
"Calgary Girls Charter School","Calgary Girls' School Society","office@calgarygirlsschool.com","6304 LARKSPUR WY SW","Calgary","AB","T3E5P7","(403) 220-0745",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.1147539 50.999077)"
"Eastside Christian Academy","Eastside City Church and Missionary Society","admin@eastsidechristianacademy.ca","1320 ABBEYDALE DR SE","Calgary","AB","T2A7L8","(403) 569-1003",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-113.93022 51.0519523)"
"Colonel Sanders School","The Calgary School Division","ColonelSanders@cbe.ab.ca","226 NORTHMOUNT DR NW","Calgary","AB","T2K3G5","(403) 777-6034",,"Elementary","N","N","Y","N","N","POINT (-114.0747704 51.0998137)"
"Cambrian Heights School","The Calgary School Division","cambrianheights@cbe.ab.ca","640 NORTHMOUNT DR NW","Calgary","AB","T2K3J5","(403) 777-6150",,"Elementary","N","N","Y","N","N","POINT (-114.0879744 51.0853517)"
"Auburn Bay School","The Calgary School Division","auburnbay@cbe.ab.ca","7 AUBURN BAY AV SE","Calgary","AB","T3M0K6","(403) 817-3540",,"Elementary","N","N","Y","N","N","POINT (-113.962328 50.896755)"
"River Valley School","River Valley School Society","info@rivervalleyschool.ca","3127 BOWWOOD DR NW","Calgary","AB","T3B2E7","(403) 246-2275",,"Elementary","N","N","Y","N","N","POINT (-114.1743441 51.0794694)"
"Andrew Sibbald School","The Calgary School Division","andrewsibbald@cbe.ab.ca","1711 LAKE BONAVISTA DR SE","Calgary","AB","T2J2X9","(403) 777-6830",,"Elementary","N","N","Y","N","N","POINT (-114.0408775 50.9351786)"
"Creekside Campus ECS","Marlborough Day Nursery ECS Limited","rzhirji@brightpathkids.com","12630 SYMONS VALLEY RD NW","Calgary","AB","T3P0A3","(403) 705-0362",,"ECS","N","N","N","N","N","POINT (-114.1307072 51.1675643)"
"St. Stephen School","The Calgary Roman Catholic Separate School Division","ststephen@cssd.ab.ca","10910 ELBOW DR SW","Calgary","AB","T2W1G6","(403) 500-2043",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0838525 50.9556954)"
"Haysboro School","The Calgary School Division","haysboro@cbe.ab.ca","1123 87 AV SW","Calgary","AB","T2V0W2","(403) 777-8530",,"Elementary","N","N","Y","N","N","POINT (-114.0891358 50.9754952)"
"Getting Ready For Inclusion To","G.R.I.T. (Getting Ready for Inclusion Today) Calgary Society","info@gritcalgarysociety.com","#100 4615 112 AV SE","Calgary","AB","T2C5J3","(403) 215-2444",,"ECS","N","N","N","N","N","POINT (-113.9700018 50.9514223)"
"Queen Elizabeth High School","The Calgary School Division","queenelizabethjrsr@cbe.ab.ca","512 18 ST NW","Calgary","AB","T2N2G5","(403) 777-6380",,"Junior High/Senior High","N","N","N","Y","Y","POINT (-114.1019163 51.0562024)"
"Clarence Sansom School","The Calgary School Division","clarencesansom@cbe.ab.ca","5840 24 AV NE","Calgary","AB","T1Y6G4","(403) 777-7700",,"Junior High","N","N","N","Y","Y","POINT (-113.9491955 51.0746135)"
"Little Angels","Asasa Learning",,"599 NORTHMOUNT DR NW","Calgary","AB","T2K3J6","(403) 285-9277",,"Unknown","N","N","N","N","N","POINT (-114.0880221 51.0871733)"
"West Ridge School","The Calgary School Division","westridge@cbe.ab.ca","8903 WENTWORTH AV SW","Calgary","AB","T3H5N9","(403) 817-3552",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.2142424 51.0584892)"
"Calgary Academy","Calgary Academy Society","info@calgaryacademy.com","1677 93 ST SW","Calgary","AB","T3H0R3","(403) 686-6444",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.2242479 51.0394301)"
"Don Bosco School","The Calgary Roman Catholic Separate School Division","donbosco@cssd.ab.ca","13615 DEER RIDGE DR SE","Calgary","AB","T2J6S7","(403) 500-2057",,"Elementary/Junior High","N","N","Y","Y","Y","POINT (-114.0182527 50.9313007)"
"Roland Michener School","The Calgary School Division","rolandmichener@cbe.ab.ca","5958 4 AV NE","Calgary","AB","T2A4B1","(403) 777-8240",,"Elementary","N","N","Y","N","N","POINT (-113.9473997 51.0570194)"
"Captain John Palliser School","The Calgary School Division","captainjohnpalliser@cbe.ab.ca","1484 NORTHMOUNT DR NW","Calgary","AB","T2L0G6","(403) 777-6170",,"Elementary","N","N","Y","N","N","POINT (-114.1360161 51.0963649)"
"Ecole de La Source","The Southern Francophone Education Region",,"360 94 AV SE","Calgary","AB","T2J0E8","(403) 255-6724",,"Elementary/Junior High/Senior High","N","N","Y","Y","Y","POINT (-114.0618249 50.969234)"
