"permit_number","location","additional_reference","parcel_number","permit_type","work_class","apply_date","issue_date","project_name","permit_details","work_description","valuation","sq_ft","number_of_units","owner","applicant","contractor","contractor_phone","company","tenant","lender","designer_of_record","total_fees"
"FIRE-2013-03702","17443 NE 70TH ST
Redmond, WA 98052
(47.66750344100046, -122.10718144899971)",,"1225059101","Fire Life Safety","Tenant","2013-05-07T00:00:00.000","2013-03-01T00:00:00.000","94 FOLTZ Bldg","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03702","MICHAELS IMPORT DOMESTIC SPECIALISTS","0","0.00",,,,,,,,,,"200"
"FIRE-2013-03371","14950 NE 95TH ST
REDMOND, WA 98052
(47.68589962200048, -122.14119964499969)",,"9430500022","Fire Alarm Operational","None","2013-04-26T00:00:00.000","2013-03-01T00:00:00.000","43 WILLOWS BUSINESS CENTER BLDG 4","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03371","BLDG FILE/  BLDG #4 WILLOWS BUSINESS CENTER","0","0.00",,,,,,,"Kevin Smallwood",,,"83.33"
"FIRE-2013-03701","17425 NE 70TH ST
Redmond, WA 98052
(47.6675072270005, -122.1073715609997)",,"1225059101","Fire Life Safety","Tenant","2013-05-07T00:00:00.000","2013-03-01T00:00:00.000","94 FOLTZ Bldg","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03701","SIGN PROS INC.","0","0.00",,,,,,,,,,"300"
"FIRE-2013-05595","14860 NE 31ST WAY
Redmond, WA 98052
(47.63860995300047, -122.1424498719997)",,"2499900010","Fire Life Safety","Tenant","2013-06-24T00:00:00.000","2013-03-01T00:00:00.000","1875/ MICROSOFT #114","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05595","MICROSOFT/ CEDAR COURT inSin/ BLDG 114","0","0.00",,,,,,,,,,"200"
"FIRE-2013-03144","18001 UNION HILL RD
Redmond, WA 98052
(47.6757399490005, -122.10006892499968)",,"625069012","Fire Life Safety","Tenant","2013-04-19T00:00:00.000","2013-03-01T00:00:00.000","211 UPS ","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03144","UNITED PARCEL SERVICE (UPS)","0","0.00",,,,,,,"Bob Counts",,,"500"
"FIRE-2013-03698","16800 NE 80TH ST
Redmond, WA 98052
(47.67486997500049, -122.11575955499973)",,"125059048","Fire Life Safety","Tenant","2013-05-07T00:00:00.000","2013-03-01T00:00:00.000","1462 Redmond Elementary","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03698","REDMOND ELEMENTARY SCHOOL","0","0.00",,,,,,,,,,"100"
"FIRE-2013-04913","18018 REDMOND WAY
Redmond, WA 98052
(47.6652836290005, -122.0993146779997)","B-19","725069111","Fire Life Safety","Tenant","2013-06-05T00:00:00.000","2013-03-01T00:00:00.000","3576 REDMOND CAR CARE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-04913","AUTOSYS INC.","0","0.00",,,,,,,"Marcus Groeneveld",,,"200"
"FIRE-2013-03716","8040 AVONDALE WAY NE
Redmond, WA 98052
(47.675669660000494, -122.10778921799971)",,"125059154","Fire Life Safety","Tenant","2013-05-08T00:00:00.000","2013-03-01T00:00:00.000","204 AA EURO AUTO SERVICE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03716","AA EURO AUTO SERVICE","0","0.00",,,,,,,,,,"200"
"FIRE-2013-05429","15036 NE 95TH ST
Redmond, WA 98052
(47.68589923400049, -122.14014623599968)","A","9430500073","Fire Life Safety","Tenant","2013-06-19T00:00:00.000","2013-03-01T00:00:00.000","47","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05429","SEQUOYAH WAREHOUSE","0","0.00",,,,,,,,,,"300"
"FIRE-2013-03075","17825 NE 65TH ST
Redmond, WA 98052
(47.663959013000465, -122.10237925099972)","A-145","1225059189","Fire Life Safety","Tenant","2013-04-18T00:00:00.000","2013-03-01T00:00:00.000","3481","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03075","RAMGEN","0","0.00",,,,,,,,,,"100"
"FIRE-2013-04538","6812 185TH AVE NE
Redmond, WA 98052
(47.66765899300049, -122.09368988999972)",,"7198950030","Fire Life Safety","Tenant","2013-05-29T00:00:00.000","2013-03-01T00:00:00.000","247","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-04538","QUALITY BUSINESS SYSTEMS","0","0.00",,,,,,,"Marcy Wood",,,"200"
"FIRE-2013-05430","15036 NE 95TH ST
Redmond, WA 98052
(47.68589923400049, -122.14014623599968)","B","9430500073","Fire Life Safety","Tenant","2013-06-19T00:00:00.000","2013-03-01T00:00:00.000","47","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05430","VERTICAL WORLD GYM","0","0.00",,,,,,,,,,"50"
"FIRE-2013-05426","15020 NE 95TH ST
Redmond, WA 98052
(47.68587888100046, -122.14043913899968)",,"9430500070","Fire Life Safety","Tenant","2013-06-19T00:00:00.000","2013-03-01T00:00:00.000","GIS 45","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05426","KEENEY'S OFFICE SUPPLY WAREHOUSE","0","0.00",,,,,,,,,,"200"
"FIRE-2013-03951","8125 161ST AVE NE
Redmond, WA 98052
(47.675639376000504, -122.1255746329997)",,"7198900310","Fire Life Safety","Tenant","2013-05-14T00:00:00.000","2013-03-01T00:00:00.000","627 Redmond Mall","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03951","BRITISH PANTRY / THREE LIONS PUB","0","0.00",,,,,,,"Alvia Redman",,,"50"
"FIRE-2013-03689","18025 NE 116TH ST
Redmond, WA 98052
(47.703489213000466, -122.0973898689997)",,"3126069130","Fire Life Safety","Tenant","2013-05-07T00:00:00.000","2013-03-01T00:00:00.000","4860  Albert Einstein Elementary","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03689","ALBERT EINSTEIN ELEMENTARY SCHOOL","0","0.00",,,,,,,,,,"100"
"FIRE-2013-05613","4001 156TH AVE NE
Redmond, WA 98052
(47.64750903000049, -122.1324088829997)",,"1425059068","Fire Life Safety","Tenant","2013-06-24T00:00:00.000","2013-03-01T00:00:00.000","811/ MICROSOFT #50","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05613","MICROSOFT BLDG 50","0","0.00",,,,,,,"Roy Wechselberger",,,"400"
"BLDG-2013-01473","13800 REDMOND WAY
REDMOND, WA 98052
(47.67723906800046, -122.15568959499973)","DANA POINT SHORT PLAT","3895100045","Stormwater Vault","None","2013-02-25T00:00:00.000","2013-03-06T00:00:00.000","DANA POINT","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01473","This permit is to Reinstate expired permit B110327. Construction of reinforced concrete storm water detention vault 53'-8in l x 39'-8in x 14 hight. Approx 2137 sq ft area of construction  Dana Point Short Plat","104000","0.00",,,"Ken Tyas",,"3606574720","PLATS PLUS/ INC",,,,"588.76"
"BLDG-2013-00622","18080 NE 76TH ST
REDMOND, WA 98052
(47.67182910200046, -122.0999594589997)","MOC SAND BUILDING","2212950100","Commercial","Exterior Alteration","2013-01-25T00:00:00.000","2013-03-06T00:00:00.000","4711 CITY OF REDMOND MOC","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-00622","Addition of exterior wall to enclose sand and salt storage structure.  Wall will include opening for 2 garage doors and 1 man door/ Approximately 30 LF.","2500","30.00",,,"Nathan Graham","Owner/ Builder","5555555555","Owner/Builder",,"None",,"4.5"
"F120522","8397 158TH AVE NE
Redmond, WA 98052
(47.678424032000464, -122.13031832399969)",,"7198900010","Fire Alarm","New System","2012-11-14T00:00:00.000","2013-03-08T00:00:00.000","PINE FOREST","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/F120522","INSTALL NEW FIRE ALARM SYSTEM 458 DEVICES/ 1 CONTROL PANEL/ 1 TRANSMITTER/ AND 6 POWER SUPPLIES.  ","0","0.00",,,"IMPORT IMPORT",,"2538486998","INTERLOCK PERFORMANCE GROUP/ INC",,,,"2578.02"
"BLDG-2013-01466","18600 UNION HILL RD
REDMOND, WA 98052
(47.6768691850005, -122.09146944299971)","MICROSOFT MILLENIUM-BLDG E CONFERENCE RM","5530400030","Commercial","Tenant Improvement","2013-02-25T00:00:00.000","2013-03-08T00:00:00.000","1925 MICROSOFT MILLENNIUM-BLDG E","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01466","Expedited TI - Demo 2 doors and frames/ demo GWB walls/ floor to suspended ceiling.  Install new GWB walls/ floor to slab above and GWB pony walls top of wall to slab above.  Install 1 new building standard 3'0in X 7'0in door to create new conference room.  Area of construction is 200 sq ft.","11000","200.00",,,"Aileen Baker",,"2066823030","SCHUCHART CORPORATION",,"None",,"612.21"
"ELEC-2013-01923","5231 157TH PL NE
REDMOND, WA 98052
(47.65470494700048, -122.13135480799968)","MARYMOOR COURT SP LOT 5","1425059205","Electrical - OTC","Residential","2013-03-12T00:00:00.000","2013-03-12T00:00:00.000","ANSPACH SHORT PLAT","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-01923","(1) Service - New","5400","3423.00",,,"Daniel Dimascio",,"3606591361","R & S ELECTRIC",,,,"161.13"
"MECH-2013-01531","18700 NE 65TH ST
REDMOND, WA 98052
(47.66344970500046, -122.08930891299968)",,"8802000020","Mechanical Plan Review","Commercial","2013-02-27T00:00:00.000","2013-03-13T00:00:00.000","GENIE INDUSTRIES-BLDG 6","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-01531","Add new natural gas piping to service future oven in manufacturing facility/ ties into existing piping & existing meter.  1.5 million btu.","30000","0.00",,,"Kevin Almon",,"2536306933","VITAL MECHANICAL SERVICE/ INC",,,,"1020.2"
"ELEC-2013-02040","15291 NE 40TH ST
REDMOND, WA 98052
(47.64526899300046, -122.13729916899968)","Studio A 3551","5503500020","Electrical - OTC","Commercial","2013-03-15T00:00:00.000","2013-03-15T00:00:00.000","MICROSOFT-BLDG 97","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-02040","WO#416292 inSTudio A 3551 - 1 low voltage","268","0.00",,,"Jim Thomas",,"2067623311","MCKINSTRY ELECTRIC",,,,"72.59"
"BLDG-2013-01051","17701 NE 113TH WAY
REDMOND, WA 98052
(47.70040894600049, -122.10352442699968)","HAZELWOOD LOT 12","3204930120","Residential","New","2013-02-11T00:00:00.000","2013-03-18T00:00:00.000","HAZELWOOD","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01051","Construction of a new 3 story fire-sprinklered SFR consisting of 2600 sq ft dwelling/ 406 sq ft garage/ 43 sq ft covered porch and 78 sq ft covered deck for a total of 3127 sq ft.","288819.85","3223.00","1",,"General Contact Info",,"4258251955","TOLL BROS INC",,"None",,"21874.12"
"PLUM-2013-02114","17325 NE 85TH PL
REDMOND, WA 98052
(47.678929466000454, -122.10535905399968)","BLDG-F  UNITS 111/ 112/ 211/ 212","125059022","Plumbing - OTC","Multi-Family","2013-03-18T00:00:00.000","2013-03-18T00:00:00.000","EAGLE RIM APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-02114","Install (4) dishwashers/ (4) ice/coffee making machines/ (4) sinks - kitchen/bar/ (4) sinks - lav/bath/hand.  16 fixtures total.  Reinstated permit P110019","4000","0.00",,,"Cosmin Trif",,"2062288593","SALTAIRE CRAFTSMEN LLC",,,,"130.4"
"PLUM-2013-02117","17202 NE 85TH PL
REDMOND, WA 98052
(47.680009155000505, -122.1071888789997)","BLDG-Q  UNITS 133/ 134/ 233/ 234","7200002150","Plumbing - OTC","Multi-Family","2013-03-18T00:00:00.000","2013-03-18T00:00:00.000","EAGLE RIM APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2013-02117","Install (4) bathtubs/ (4) ice/coffee making machines/ (4) sinks - kitchen/bar/ (8) sinks - lav/bath/hand/ (4) wtr closets.  24 fixtures total. Reinstated permit P110286..","0","0.00",,,"Cosmin Trif",,"2062288593","SALTAIRE CRAFTSMEN LLC",,,,"182.56"
"BLDG-2013-01794","3640 150TH AVE NE
REDMOND, WA 98052
(47.64318912400046, -122.13936981999973)","RM 1605","5503500040","Commercial","Tenant Improvement","2013-03-07T00:00:00.000","2013-03-19T00:00:00.000","MICROSOFT-BLDG 95","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-01794","Expedited ti - demo existing pony walls and install a GWB from raised floor to ceiling grid.  Area of construction 480 sf. Microsoft Bldg 95 Rm 1605","10000","0.00",,,"Larry Dewalt",,"4258698946","DEWALT COMMERCIAL/ LLC",,"None","Larry Dewalt","585.47"
"BLDG-2013-02210","17325 NE 85TH PL
REDMOND, WA 98052
(47.678929466000454, -122.10535905399968)","EAGLE RIM APARTMENTS PHASE II-BLDG F UNITS 111/112/211/212","125059022","Multi-Family","Remodel","2013-03-20T00:00:00.000","2013-03-20T00:00:00.000","EAGLE RIM APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02210","OTC remodel of 160 sq ft kitchen - 4 units/ inspection history under expired permit B120356.","2000","316.00","4",,"Cosmin Trif",,"2062288593","SALTAIRE CRAFTSMEN LLC",,,,"90.72"
"BLDG-2013-02212","17325 NE 85TH PL
REDMOND, WA 98052
(47.678929466000454, -122.10535905399968)","EAGLE RIM APARTMENTS PHASE II-BLDG J UNITS 119/120/219/220","125059022","Multi-Family","Remodel","2013-03-20T00:00:00.000","2013-03-20T00:00:00.000","EAGLE RIM APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02212","OTC remodel of 160 sq ft kitchen - 4 units/ inspection history under expired permit B120349.","2000","316.00","4",,"Cosmin Trif",,"2062288593","SALTAIRE CRAFTSMEN LLC",,,,"90.72"
"ELEC-2013-02192","7977 170TH AVE NE
REDMOND, WA 98052
(47.67430463800048, -122.11397648199971)","REDMOND SQUARE APTS-BLDG B #528","7792900200","Electrical - OTC","Multi-Family","2013-03-20T00:00:00.000","2013-03-20T00:00:00.000","REDMOND SQUARE APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-02192","Install security system with cellguard.","199","0.00",,,"ADT LLC",,"8668093421","ADT LLC",,,,"72.59"
"B120649","8383 158TH AVE NE
REDMOND, WA 98052
(47.67757899100047, -122.1302898349997)","SPRINT NV SE13XC110","7198900050","Wireless Communications Facility","Addition","2012-11-07T00:00:00.000","2013-03-20T00:00:00.000","584 OPPORTUNITY BLDG","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/B120649","EXISTING 6 SPRINT ANTENNAS ATTACHED TO BUILDING PARAPET/PENTHOUSE WALL.  REPLACING 3 EXISTING ANTENNAS WITH 3 NEW.  WITHIN 6 MONTHS/ 3 EXISTING ANTENNAS TO BE REMOVED AND ONLY 3 NEW SHALL REMAIN. ADDING 1 MICROWAVE DISH.  ADDING 2 EQUIPMENT CABINETS AND REMOVING 3.","20000","480.00","1",,"Brynn Hower",,,,,,,"322.35"
"BLDG-2013-02213","17202 NE 85TH PL
REDMOND, WA 98052
(47.680009155000505, -122.1071888789997)","EAGLE RIM APARTMENTS PHASE I-BLDG Q UNITS 133/134/233/234","7200002150","Multi-Family","Remodel","2013-03-20T00:00:00.000","2013-03-20T00:00:00.000","EAGLE RIM APARTMENTS","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2013-02213","OTC remodel of 160 sq ft kitchen - 4 units/ inspection history under expired permit B100448.","2000","316.00","4",,"Cosmin Trif",,"2062288593","SALTAIRE CRAFTSMEN LLC",,,,"90.72"
"B120600","15563 NE 31ST ST
REDMOND, WA 98052
(47.63811881300046, -122.13297868599972)","-MICROSOFT BLDG 40","673100004","Wireless Communications Facility","Addition","2012-10-12T00:00:00.000","2013-03-20T00:00:00.000","1863 MICROSOFT BLDG 40","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/B120600","EXISTING SPRINT ANTENNAS ATTACHED TO BUILDING PARAPET/ ADDING 3 NEW PANEL ANTENNAS & REMOVING EXISTING 3 PANEL ANTENNAS WITHIN 6 MONTHS FROM INSTALLATION. EQUIPMENT CABINETS LOCATED INSIDE EQUIPMENT ROOM.  AREA OF CONSTRUCTION IS 600 SQ FT.","20000","600.00","1",,"Brynn Hower",,,,,,,"322.35"
"F120397","16345 CLEVELAND ST
Redmond, WA 98052
(47.67313913100048, -122.12216736999972)",,"7198800016","Fire Alarm","New System","2012-08-31T00:00:00.000","2013-03-22T00:00:00.000","CENTER POINTE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/F120397","INSTALL NEW FIRE ALARM SYSTEM FOR 6-STORY MIXED-USE/MULTI-FAMILY BUILDING. ","0","0.00",,,"IMPORT IMPORT",,"2535317165","AUTOMATED COMMUNICATIONS CORP",,,,"1870.07"
"ELEC-2013-02291","18001 NE 76TH ST
REDMOND, WA 98052
(47.67195931000049, -122.09975896199973)",,"2212950010","Electrical - OTC","Commercial","2013-03-25T00:00:00.000","2013-03-25T00:00:00.000","VEDA TEMPLE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-02291","Falk Building-Five feeders","26500","0.00",,,"Prime Electric",,"4253918230","PRIME ELECTRIC/ INC.",,,,"816.73"
"ELEC-2013-02397","7401 164TH AVE NE
REDMOND, WA 98052
(47.6712195450005, -122.12148985499971)","MARRIOTT PARKING GARAGE EXTERIOR WALL","7202410080","Electrical - OTC","Commercial","2013-03-27T00:00:00.000","2013-03-27T00:00:00.000","MARRIOTT HOTEL","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2013-02397","Replace 18 wallpacks with new LED.","500","0.00",,,"Michael Cysensky",,"2533416599","MD ELECTRICAL SERVICES LLC",,,,"72.59"
"SIGN-2013-02474","16539 NE 74TH ST
REDMOND, WA 98052
(47.67020899300047, -122.11958974099969)","CLAIRES - NORTH ELEVATION","7202410030","Sign","Illuminated","2013-03-29T00:00:00.000","2013-03-29T00:00:00.000","6015 Redmond Town Center-Bldg F","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2013-02474","Install one illuminated set of channel letters to existing raceway and connect to existing designated sign circuit","3000","0.00",,,"Jason Taylor",,"2533475039","ADVANCED SIGNS LLC",,,,"163.62"
"SIGN-2013-02475","16539 NE 74TH ST
REDMOND, WA 98052
(47.67020899300047, -122.11958974099969)","CLAIRES - NORTH ELEVATION","7202410030","Sign","Non-Illuminated","2013-03-29T00:00:00.000","2013-03-29T00:00:00.000","6015 Redmond Town Center-Bldg F","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2013-02475","Install one non illuminated blade sign","700","0.00",,,"Jason Taylor",,"2533475039","ADVANCED SIGNS LLC",,,,"61.08"
"SIGN-2013-01980","7320 170TH AVE NE
REDMOND, WA 98052
(47.66930463900047, -122.11433713999969)","24 HR FITNESS","7202410170","Sign","Illuminated","2013-03-13T00:00:00.000","2013-03-29T00:00:00.000","4393 REDMOND TOWN CENTER LARRYS MARKET","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2013-01980","Install one wall cabinet sign.","3000","0.00",,,"Mike Linebrink",,"3606717165","SIGNS PLUS INC",,,,"163.62"
"FIRE-2013-04693","10402 WILLOWS RD
Redmond, WA 98052
(47.694262396000454, -122.15124566599968)",,"3426059018","Fire Life Safety","Tenant","2013-05-31T00:00:00.000","2013-04-01T00:00:00.000","27 WILLOWS RUN CLUBHOUSE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-04693","WILLOWS RUN RESTAURANT/CLUBHOUSE","0","0.00",,,,,,,"Chris King",,,"200"
"FIRE-2013-05240","10901 176TH CIR NE
Redmond, WA 98052
(47.697352896000496, -122.10948671599971)",,"3626059003","Fire Life Safety","Tenant","2013-06-13T00:00:00.000","2013-04-01T00:00:00.000","167 EMERALD HEIGHTS RETIREMENT","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-05240","AFH/ EMERALD HEIGHTS (A-P & CORWIN CTR)","0","0.00",,,,,,,"Randy Monkley",,,"500"
"FIRE-2013-02775","16556 NE 74TH ST
Redmond, WA 98052
(47.670205705000456, -122.11946937699969)","C-215","7202410010","Fire Life Safety","Tenant","2013-04-09T00:00:00.000","2013-04-01T00:00:00.000","6012 Redmond Town Center Building C","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-02775","PASHA GRILL","0","0.00",,,,,,,"Harika Irgi",,,"50"
"FIRE-2013-04378","16580 NE 74TH ST
Redmond, WA 98052
(47.67012656000048, -122.11918111899968)","C-230","7202410010","Fire Life Safety","Tenant","2013-05-23T00:00:00.000","2013-04-01T00:00:00.000","6012 Redmond Town Center Building C","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-04378","GOLDEN CHOPSTICKS","0","0.00",,,,,,,,,,"50"
"FIRE-2013-03131","16421 CLEVELAND ST
Redmond, WA 98052
(47.6727497760005, -122.12086992699972)","A","1225059055","Fire Life Safety","Tenant","2013-04-19T00:00:00.000","2013-04-01T00:00:00.000","730 Cleveland Street Square Bldg E","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03131","HOBBY TOWN USA","0","0.00",,,,,,,"Johnathan Rosen",,,"100"
"FIRE-2013-03725","7730 185TH AVE NE
Redmond, WA 98052
(47.67391934200049, -122.09360923099968)","3B","2212950061","Fire Life Safety","Tenant","2013-05-08T00:00:00.000","2013-04-01T00:00:00.000","249 KENS TOWING","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03725","STAIRSHOP LLC","0","0.00",,,,,,,"Gene Skob",,,"100"
"FIRE-2013-03028","15446 BEL-RED RD NE
Redmond, WA 98052
(47.632419893000474, -122.13288938499971)","110","673100070","Fire Life Safety","Tenant","2013-04-16T00:00:00.000","2013-04-01T00:00:00.000","420 OVERLAKE OFFICE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03028","KUO/ GREGORY D./ DDS/ PS","0","0.00",,,,,,,,,,"100"
"FIRE-2013-04445","8075 161ST AVE NE
Redmond, WA 98052
(47.675669660000494, -122.1255389749997)",,"7198900300","Fire Life Safety","Tenant","2013-05-28T00:00:00.000","2013-04-01T00:00:00.000","632 Grand Peking","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-04445","GRAND PEKING","0","0.00",,,,,,,,,,"100"
"FIRE-2013-04699","10442 WILLOWS RD
Redmond, WA 98052
(47.694928907000474, -122.15141923799968)",,"3426059018","Fire Life Safety","Tenant","2013-05-31T00:00:00.000","2013-04-01T00:00:00.000","1913 WILLOWS RUN MAINTENANCE BLDG","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-04699","WILLOWS RUN MAINTENANCE BLDG","0","0.00",,,,,,,"Chris King",,,"300"
"FIRE-2013-03027","15446 BEL-RED RD NE
Redmond, WA 98052
(47.632419893000474, -122.13288938499971)","100","673100070","Fire Life Safety","Tenant","2013-04-16T00:00:00.000","2013-04-01T00:00:00.000","420 OVERLAKE OFFICE CENTER","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03027","ENSO DENTISTRY","0","0.00",,,,,,,,,,"100"
"MECH-2013-02524","16345 CLEVELAND ST
Redmond, WA 98052
(47.67313913100048, -122.12216736999972)","CENTER POINTE","7198800016","Mechanical - OTC","Multi-Family","2013-04-01T00:00:00.000","2013-04-01T00:00:00.000","CENTER POINTE","https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2013-02524","Temporary hook-up of dry out equipment - 3 heating equipment.  Issued OTC per Jason Lynch.","2600","212556.00",,,"Jessica Rakos",,"2539391390","J J PLUMBING LLC",,,,"134.27"
