Permit Number,Location,Additional Reference,Permit Type,Work Class,Issue Date,Project Name,Permit Details,Work Description,Valuation,Number of Units,Owner,Applicant,Contractor,Company,Tenant,Total Fees,Zip Codes
ELEC-2019-04609,"4854 154TH PL NE
REDMOND, WA 98052
(47.652045, -122.134877)",,Electrical - OTC,Commercial,07/01/2019,968_MICROSOFT-BLDG 86,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04609,SOPA #59539 - Microsoft bldg. 86 Rm 2702 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
PLUM-2019-05364,"7001 OLD REDMOND RD
Redmond, WA 98052
(47.668257, -122.134225)",BLDG G,Plumbing - OTC,Multi-Family,07/23/2019,Olde Redmond Place-Bldg G,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05364,SOPA #59979 - Olde Redmond Place BLDG G Unit 325 Utility Room - Customer paid for (1) electric water heater 4256367084,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
ELEC-2019-04776,"4306 156TH AVE NE
REDMOND, WA 98052
(47.647925, -122.132256)",BLDG YY,Electrical - OTC,Multi-Family,07/02/2019,1343_Avalon Bay Eaves Campus Bldg YY,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04776,Avalon Bay Eaves Campus Bldg YY-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
MECH-2019-05101,"14226 NE 86TH PL
REDMOND, WA 98052
(47.679596, -122.149718)",,Mechanical - OTC,Residential,07/11/2019,SFEL - Seven - Willows Ridge Infill Lot B,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05101,SOPA #59836 - Willows Ridge - Lot B - Paid for 3 Fireplace/Insert/Wood or Pellet Stove,7766.55,,Steve Burnstead Construction LLC,Kimo Combs,,CRESSY DOOR COMPANY,,192.64,17806
PLUM-2019-05344,"7001 OLD REDMOND RD
Redmond, WA 98052
(47.668257, -122.134225)",BLDG D,Plumbing - OTC,Multi-Family,07/22/2019,Olde Redmond Place-Bldg D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05344,SOPA #59966 - BLDG D Unit 313 Utility Room 4256367084,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
ELEC-2019-05446,"4721 165TH PL NE
REDMOND, WA 98052",,Electrical - OTC,Residential,07/26/2019,_Duke's Landing-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05446,SOPA #60016 - Dukes Landing Lot 1 - Low voltage Customer Paid For:(1) Low Voltage 8772858016,2500,,TOLL BROS./ INC.,Shannon Ford,,BOBS HEATING & AIR CNDTNG LLC,,121.73,
ELEC-2019-05125,"15101 NE 40TH ST
REDMOND, WA 98052
(47.645969, -122.139076)",,Electrical - OTC,Commercial,07/12/2019,6268_MICROSOFT-BLDG 96 (STUDIO B),https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05125,SOPA #59859 - Microsoft - BLDG 96 (Studio B) - Focus Rooms - FLoor 2 and 4 - 206-963-0150 - Install (1) duplex/ (1) motion sensor/ and (1) quad outlet utilizing existing circuits within 5 rooms. Customer Paid For:(5) Circuits,3827,,Microsoft Corporation,Traci Kohrs,Cochran/ Inc,COCHRAN INC,,205.22,17806
ELEC-2019-05041,"17607 NE 34TH CT
REDMOND, WA 98052
(47.641036, -122.105136)",,Electrical - OTC,Residential,07/10/2019,14703_BULL PETER A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05041,AC add on- Paid for 1 circuit,350,,PETER BULL,Permits MM Comfort,,MM COMFORT SYSTEMS,,195.32,17806
MECH-2019-05537,"18666 REDMOND WAY
REDMOND, WA 98052
(47.658367, -122.088726)",,Mechanical - OTC,Multi-Family,07/30/2019,Vesta Apartments-Clubhouse,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05537,OTC - Vesta Apartments Clubhouse - Customer paid for (1) gas piping to outdoor BBQ,950,,,Benjamin Perekopskiy,,BEN HEATING & A/C LLC,,127.52,17806
ELEC-2019-04614,"14999 NE 31ST WAY
REDMOND, WA 98052
(47.638152, -122.139878)",,Electrical - OTC,Commercial,07/01/2019,993_MICROSOFT-BLDG 109,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04614,SOPA #59544 - Microsoft bldg. 109 Rm G103 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-05212,"15575 NE 31ST ST
REDMOND, WA 98052
(47.638153, -122.133383)",,Electrical - OTC,Commercial,07/18/2019,1860_MICROSOFT BLDG 40/41 GARAGE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05212,SOPA #59895 - MS BLDG 40 Garage Water Intrusion Improvements  206-450-0176 Provide and install (1) Axis LVE-IP Camera package Customer Paid For:(1) Low Voltage,4771.06,,Microsoft Corporation,Phyllis Reich,Cochran/ Inc,COCHRAN INC,,231.47,17806
ELEC-2019-05110,"7450 170TH AVE NE
REDMOND, WA 98052
(47.670959, -122.113353)",,Electrical - OTC,Commercial,07/18/2019,295_BANK OF AMERICA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05110,SOPA #59850 - Bank of America WA3-157 - 425-344-9180 - Exterior Led Light Upgrade Customer Paid For:(5) Circuits,5000,,,Yuliya Golubovich,,R V B ELECTRIC & CONST INC,,237.84,17806
FIRE-2014-04669,"8105 166TH AVE NE
REDMOND, WA 98052
(47.675766, -122.119179)",201,Fire Life Safety,Tenant,07/01/2019,Bohm Dental,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2014-04669,Bohm Dental,0,,,,,,,451.11,17806
MECH-2019-05504,"11910 159TH AVE NE
REDMOND, WA 98052",,Mechanical - OTC,Residential,07/29/2019,23930_Greystone IV-Lot 139,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05504,OTC - Greystone IV - Lot 139 - Customer paid for (1) Air conditioner,3500,,Greystone Builders LLC,Permits MM Comfort,,MM COMFORT SYSTEMS,,127.52,
ELEC-2019-05466,"15220 NE 40TH ST
REDMOND, WA 98052
(47.646065, -122.136959)",,Electrical - OTC,Commercial,07/29/2019,973_MICROSOFT-BLDG 121,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05466,SOPA #60031 - Microsoft BLDG 121 Rm 2062 taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits 425-766-1801,50,,Microsoft Corporation,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
ELEC-2019-04922,"15670 REDMOND WAY
REDMOND, WA 98052
(47.673941, -122.130855)",,Electrical - OTC,Commercial,07/03/2019,Pacific Massage-Sign,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04922,SOPA #59712 Pacific Massage - Connecting to existing power on that wall to install the raceway in which the channel letters will be connected. Customer Paid For:(1) Service - Altered/ (1) Illuminated Signs,7581,,AGM INC,Sharon Khoo,,ADVANCED SIGNS LLC,,364.54,17806
ELEC-2019-05433,"2942 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.636567, -122.093882)",,Electrical - OTC,Residential,07/25/2019,17351_WILEY ALAN,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05433,Wiley Residence - 28 new recessed light locations/ 4 surface fixture locations. raise/relocate 6 outlet locations. 4 new 120c 20A circuits. relocate existing washer and dryer circuit. Customer paid for 1 altered service.,10000,,B ALAN+CHERYL L WILEY,Mike Morrow,,HI-TEK ELECTRIC INC,,228.75,17806
BLDG-2019-02330,"6974 141ST CT NE
REDMOND, WA 98052",,Residential,New,07/24/2019,_Grass Lawn-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-02330,RNEW � Grass Lawn � Lot 5 � Plan 3 - Construction of a new 2 story/ Garage Left/ fire sprinkled single-family residence including 3/468 sf of dwelling area/ a 433 sf garage/ a 131 sf covered entry porch and a 231 sf covered rear patio. Total area of construction = 4/263 sf.,441385.24,1,MILESTONE NORTHWEST LLC,Scott McMillen,MILESTONE NORTHWEST LLC,MILESTONE NORTHWEST LLC,,11296.68,
PLUM-2019-05201,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 1 103,Plumbing - OTC,Multi-Family,07/17/2019,The Summit Apartments - BLDG 1 Unit 103,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05201,SOPA #59902 - The Summit Bldg 1 Unit 103 Hall Closet - 4256367084 - Customer paid for (1) Electric Water Heater,1456,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
MECH-2019-05521,"14230 NE 86TH PL
REDMOND, WA 98052
(47.679705, -122.150068)",,Mechanical - OTC,Residential,07/29/2019,Willows Ridge Infill- Lot A,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05521,SOPA #60069 - Willows Ridge Infill - Lot A/ Plan WR-1 - Customer paid for (9) gas piping to 2 furnaces/ 2 tankless water heaters/ range/ 3 fireplaces and BBQ. (1) Air conditioner/ (2) Air Handlers/ (1) dryer vent/ (1) ductwork system/ (2) gas water heaters/ (1) range 	425-889-9345,4000,,Steve Burnstead Construction LLC,Tianna Haugen,BOBS HEATING & AIR CONDITIONING LLC,BOBS HEATING & AIR CONDITIONING LLC,,505.22,17806
ROW-2019-04359,"16593 NE 92ND PL
REDMOND, WA 98052
(47.68377, -122.118806)",,Right of Way,ROW,07/05/2019,ROW Comcast,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ROW-2019-04359,Pull and proof/ place riser on pole at west side of 166th Ave NE/ head north for 85 feet to private property.,0,,,SUNSHINE CRABBS,,,,508.21,17806
FIRE-2019-04601,"15700 NE 39TH ST
REDMOND, WA 98052
(47.644845, -122.129917)",,Fire Alarm,Quick Start No Transmitter,07/08/2019,4624_MICROSOFT-BLDG 25,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04601,SOPA #59520 - Microsoft BLDG 25 Parking FCC Dialer Install & Test - Replace existing dialer with radio,0,,Microsoft Corporation,Bruce Gardner,,SIEMENS INDUSTRY INC,,375.24,17806
WTR-2019-05273,"11409 174TH AVE NE
REDMOND, WA 98052",Lot 24,Water Meter,Install - Residential,07/19/2019,HAWTHORNE LANE PRD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/WTR-2019-05273,Hawthorne Lane-Lot 24. Fire Sprinkled -2 story with habitable attic/ Plan HP-6/ garage left. Dwelling 3/413 sq. ft./ covered entry porch 106 sq. ft./ covered patio 66 sq. ft. and garage 430 sq. ft. Total area  4/015 sq. ft.,425047.63,,,Paula Judson,RICK BURNSTEAD CONSTRUCTION LLC,RICK BURNSTEAD CONSTRUCTION LLC,,11308.48,
PLUM-2019-04970,"7001 OLD REDMOND RD
REDMOND, WA 98052
(47.668257, -122.134225)",BLDG N 253,Plumbing - OTC,Multi-Family,07/09/2019,Olde Redmond Place-Bldg N,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-04970,SOPA #59719 - Olde Redmond Place - BLDG N Unit 253 - Replace existing electric hot water tank with new.  Customer paid for (1) Electric Water Heater.,1271,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
FIRE-2013-03041,"10055 166TH AVE NE
REDMOND, WA 98052
(47.69129, -122.118207)",,Fire Life Safety,Tenant,07/01/2019,(LWSD) Redmond Middle School,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-03041,(LWSD) Redmond Middle School,0,,,,,,,400,17806
ELEC-2019-05296,"7405 168TH AVE NE
REDMOND, WA 98052",110,Electrical - OTC,Commercial,07/19/2019,Row House,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05296,OTC - Row House @ Talisman Apts - Customer paid for (1) feeder/ (1) fire alarm/ (14) low voltage/ (1) new service/ (1) subpanel,75000,,RTC 74th St Property LLC,Mike Mueller,,WESTCO ELECTRIC LLC,,1999.15,
ELEC-2019-04626,"5600 148TH AVE NE
REDMOND, WA 98052
(47.658921, -122.143189)",D,Electrical - OTC,Commercial,07/01/2019,3905_MICROSOFT REDWEST-BLDG D,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04626,SOPA #59557 - Microsoft Redwest D Rm 2091 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
MECH-2019-05122,"13720 NE 112TH WAY
REDMOND, WA 98052",,Mechanical - OTC,Commercial,07/15/2019,Aerojet-BLDG 61-Vibe Lab Ceiling,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05122,Aerojet/Rocketdyne - BLDG 61 - Install 5 new ceiling grilles into new suspended ceiling.,3000,,,Richard Eddy,,,,153.95,
BLDG-2019-04954,"7844 LEARY WAY
REDMOND, WA 98052
(47.673625, -122.12302)",,Commercial,Exterior Alteration,07/16/2019,Joys Asian Restaurant,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04954,COMM EXT ALT - Joys Asian Restaurant - Demo walls and exterior structure that were built without permit.  Create Aisles that meet the 44in requirement. Total area of construction = 100 sf.,8000,,,Calvin Huang,,C D CONSTRUCTION DESIGN LLC,,1455.92,17806
FIRE-2019-04815,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG I,Fire Alarm,Existing System Modification,07/16/2019,Avalon Bay Eaves Campus-Bldg I,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04815,Avalon Bay Eaves Campus-Bldg I - THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
ELEC-2019-05485,"8950 154TH AVE NE
REDMOND, WA 98052
(47.68092, -122.134705)",,Electrical - OTC,Commercial,07/29/2019,339_MICROSOFT WILLOWS WAREHOUSE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05485,SOPA #60047 - Microsoft Willows Warehouse Cable Rm taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs.  Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
SWR-2019-05319,"11431 174TH AVE NE
REDMOND, WA 98052",Lot 25,Side Sewer,Connection,07/22/2019,HAWTHORNE LANE PRD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SWR-2019-05319,Hawthorne Lane-Lot 25 Plan HP-2. Fire sprinkled/ garage right/ 2-story plus habitable attic. Dwelling 3/497 SF/ covered porch 52 SF/ Covered patio area 150 SF/ and garage area of 440 SF.  Total - 4/139 SF,436812.63,,,Paula Judson,Ted Jagla,MOUNTAIN VIEW CONSTRUCTION LLC,,1437.32,
ELEC-2019-04852,"4250 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.648641, -122.109066)",BLDG C,Electrical - OTC,Multi-Family,07/01/2019,Archstone-Bldg C Emergency Repair,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04852,OCT Avalon Bay - Archstone - BLDG C  Unit 1009 - Repair circuits in damaged wall - Customer paid for (12) circuits and (3) feeders,4000,,ERICA REDFERN,Service Calender,,UNITY ELECTRIC LP,,210.03,17806
ELEC-2019-04627,"5600 148TH AVE NE
REDMOND, WA 98052
(47.658921, -122.143189)",C,Electrical - OTC,Commercial,07/01/2019,3904_MICROSOFT REDWEST-BLDG C,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04627,SOPA #59556 - Microsoft Redwest C Rm 1041 Quarterly inspection and testing of battery with meters of UPS Battery system PER OEM specs. Needs to be visible by David Mitchell & Richard Wilson. Customer Paid For:(1) Circuits 425-766-1801,50,,MICROSOFT CORPORATION,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
BLDG-2019-00968,"10901 176TH CIR NE
REDMOND, WA 98052
(47.697897, -122.109002)",,Commercial,Tenant Improvement,07/11/2019,Emerald Heights-Corwin Center Tub Room,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00968,TI - Emerald Heights - Corwin Center - 2nd floor tub room. Demo existing walls/ lighting/ fixtures. Construct wall/ lighting/ doors/ fixtures to tub room. Area of work 316 SF.,110000,,EASTSIDE RETIREMENT ASSN,Brian Egan,ANDERSON CONSTRUCTION GROUP INC,ANDERSON CONSTRUCTION GROUP INC,,3605.51,17806
MECH-2019-05262,"2828 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.63523, -122.092433)",,Mechanical - OTC,Residential,07/18/2019,17342_BANTLE HAROLD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05262,SOPA #59940 Paid for 1 Gas Water Heater,1348,,HAROLD BANTLE,FAST PERMITS,,FAST WATER HEATER CO,,127.52,17806
FIRE-2013-06505,"8900 161ST AVE NE
REDMOND, WA 98052
(47.681585, -122.125529)",115,Fire Life Safety,Tenant,07/01/2019,JJ Mahoney's Irish Pub,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-06505,JJ Mahoney's Irish Pub,0,,,,,,,1302.22,17806
FIRE-2013-06460,"5040 148TH AVE NE
REDMOND, WA 98052
(47.654495, -122.1432)",,Fire Life Safety,Tenant,07/01/2019,7-Eleven #19338,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2013-06460,7-Eleven #19338,0,,,,,,,1402.22,17806
ELEC-2019-05384,"2850 W LK SAMMAMISH PKWY
REDMOND, WA 98052
(47.635866, -122.09312)",,Electrical - OTC,Residential,07/29/2019,17345_FIENDELL CALVIN MELISSA,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05384,SOPA #59986 - Fiendell residence kitchen - 253-255-6809 2 altered circuits and 3 new circuits - Customer Paid For:3 circuits,5000,,Calvin Fiendell,Andy Escalante,,A/C ELECTRICAL INC,,195.32,17806
SIGN-2019-04905,"16150 NE 85TH ST
REDMOND, WA 98052
(47.678499, -122.124749)",219,Sign,Illuminated,07/09/2019,King Lasik Sign,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/SIGN-2019-04905,SOPA #59698 - King Lasik Sign - Install (1) illuminated wall sign comprised of channel letters and logo. Sign is 8 ft wide and 2 ft tall.,5987,,,Tracie Skiles,BERRY SIGN SYSTEMS,BERRY SIGN SYSTEMS,,303.3,17806
BLDG-2019-04700,"15995 NE 119TH CT
REDMOND, WA 98052",,Residential,Deck,07/17/2019,23283_JAIN APURVA+PRAJAKTA PURI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-04700,RDECK - Apurva Jain Residence - Addition of a new 10'x10' cover over an existing patio.  Total area of work = 100 sf.,5164,,,Apurva Jain,,,,355.68,
DEMO-2019-00638,"0 No
Address REDMOND, WA 98052",,Demolition,None,07/25/2019,Pond C House DEMO,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/DEMO-2019-00638,Demolish two-story home. Remove basement and place import fill flush with existing grade. remove all debris for disposal. Remove septic tank per KC Health. Remove associated outbuildings. Remove stilling basin. remove and dispose of trash and debris. Area of work is 880 sq ftDemolition of detached garage permitted under DEMO-2019-00637,25000,1,,Tom Hardy,,RHINE DEMOLITION LLC,,1073.55,
ELEC-2019-04766,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG R,Electrical - OTC,Multi-Family,07/02/2019,1304_Avalon Bay Eaves Campus Bldg R,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-04766,Avalon Bay Eaves Campus Bldg R-The scope of this project is to replace the existing fire alarm control panel. Paid for 1 Fire Alarm.,1546,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,141.78,17806
ELEC-2019-05543,"11696 179TH PL NE
REDMOND, WA 98052
(47.704642, -122.100574)",,Electrical - OTC,Residential,07/30/2019,8602_BAUMEISTER TODD,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05543,Pantry/kit/family room remodel. Paid for 6 circuits and 1 subpanel.,15000,,Todd Baumeister,Ed Berg,,STERLING ELECTRIC/ INC.,,396.01,17806
MECH-2019-05563,"7405 168TH AVE NE
REDMOND, WA 98052",,Mechanical - OTC,Mixed Use,07/31/2019,Redmond Town Center Apartments-Wood Frame,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/MECH-2019-05563,Redmond Town Center Apartments � First and Third floor - Install (1) new gas fireplace in the third floor amenities area and (1) new gas fireplace in the first floor lobby.  Customer paid for (2) gas log inserts.,44000,,,Peter Davidson,,PUGET SOUND FIREPLACE INC,,1117.22,
PLUM-2019-05207,"14820 REDMOND WAY
REDMOND, WA 98052
(47.675167, -122.142414)",BLDG 6 224,Plumbing - OTC,Multi-Family,07/17/2019,The Summit Apartments - BLDG 6 unit 224,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/PLUM-2019-05207,SOPA #59903 - The Summit BLDG 6 Unit 224 Hall Closet 4256367084 (1) Electric Water Heater,1456,,,FAST PERMITS,,FAST WATER HEATER CO,,127.74,17806
FIRE-2019-04825,"15606 NE 40TH ST
REDMOND, WA 98052
(47.646039, -122.132133)",BLDG T,Fire Alarm,Existing System Modification,07/17/2019,Avalon Bay Eaves Campus-Bldg T,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-04825,Avalon Bay Eaves Campus-Bldg T-THE SCOPE OF THIS PROJECT IS TO REPLACE THE EXISTING FIRE ALARM CONTROL PANEL. PAID FOR CONTROL PANEL AND 1 DEVICE,0,,,Scott Jerke,,SMITH FIRE SYSTEMS INC,,780.7,17806
ELEC-2019-05007,"18530 NE 53RD CT
REDMOND, WA 98052",,Electrical - OTC,Residential,07/10/2019,23350_BELLINELLO DANIELE,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05007,SOPA# 59749 - Alter 15 amp circuit for new receptacle - Customer Paid For:(1) Circuits,700,,DANIELE BELLINELLO,IHE PERMITS,,IN-HOUSE ELECTRICAL SRVCS INC,,195.32,
ELEC-2019-05458,"15700 NE 39TH ST
REDMOND, WA 98052
(47.644845, -122.129917)",,Electrical - OTC,Commercial,07/29/2019,4624_MICROSOFT-BLDG 25,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/ELEC-2019-05458,SOPA #60023 - Microsoft BLDG 25 UPS Inspections - taking Meter readings for the Quarterly inspection of UPS Battery system PER OEM specs. Customer Paid For:(1) Circuits,50,,Microsoft Corporation,Richard Wilson,,CB RICHARD ELLIS INC,,84.42,17806
FIRE-2019-05346,"6834 141ST CT NE
REDMOND, WA 98052
(47.666406, -122.151292)",,Fire Sprinkler - Residential,New System,07/23/2019,_Grass Lawn-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/FIRE-2019-05346,Grass Lawn Lot 1 - Install automatic flow through fire sprinkler system in new SFR construction (32) heads NFPA 13D Flow-Through,0,,MILESTONE NORTHWEST LLC,Dean Olsen,,NOR TECH FIRE PROTECTION INC,,548.48,17806
