Location,Apply Date,Issue Date,Project Name,Permit Details,Work Description,Valuation,Sq Ft,Company,Zip Codes
"11478 174TH AVE NE
REDMOND, WA 98052",02/27/2019,04/03/2019,_Hawthorne Lane-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-01227,Hawthorne Lane-Lot 10 Plan HP-12 - Fire sprinkled/ garage left/ 2 story with habitable attic. Construct a new single family residence. Dwelling area of 3/498 SF/ covered entry porch area 33 SF/ covered patio 88 SF/ covered driveway 97 SF  and garage area of 447 SF Total of: 4/163 SF,438076.46,4163,RICK BURNSTEAD CONSTRUCTION LLC,
"11583 174TH AVE NE
REDMOND, WA 98052",02/25/2019,04/18/2019,_Hawthorne Lane-Lot 36,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-01154,RNEW - Hawthorne Lane - Lot 36 - Plan HP-8 - Garage Left - 3 stories SFR - Fire Sprinklered - 3/373 SF Dwelling/ 489 SF Garage/ 62 SF Covered Front Porch/ 153 SF Covered Rear Patio - 4/077 Total SF,425331.43,4077,RICK BURNSTEAD CONSTRUCTION LLC,
"11985 159TH AVE NE
REDMOND, WA 98052",02/14/2019,04/19/2019,_Kensington Lane-Lot 5,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00922,Kensington Lane - Lot 5 Plan KL-3A garage right/ 2 story habitable attic. Dwelling 3/521 SF/ Garage 432 SF/ Covered Front Porch 36 SF. Total: 3/989 SF,430660.63,3989,STEVE BURNSTEAD CONSTRUCTION LLC,
"11965 159TH AVE NE
REDMOND, WA 98052",02/07/2019,03/18/2019,_Kensington Lane-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00835,Kensington Lane-Lot 7. Plan KL-2A garage left/ 2 story with habitable attic. Dwelling 3/854 SF/ Garage 411 SF/ Covered Front Porch 34 SF/ Rear Uncovered Deck 90 SF. Total:4/389 SF,471863.78,4389,STEVE BURNSTEAD CONSTRUCTION LLC,
"16490 NE 47TH ST
REDMOND, WA 98052
(47.65158, -122.118826)",02/06/2019,03/01/2019,_Duke's Landing-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06312,RNEW Dukes Landing Lot 2 - Plan Seabold -Garage L - 2 story with basement/ fire sprinklered/ affordable zero lot line SFR/ consisting of 2078 sqft dwelling/ 229 sqft garage/ 29 sqft covered porch. Total area of work 2336 sqft.,253372.94,2336,CAMWEST/ A TOLL BROTHERS CO,17806
"16488 NE 47TH ST
REDMOND, WA 98052
(47.65158, -122.11883)",02/06/2019,03/01/2019,_Duke's Landing-Lot 3,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06331,Duke's Landing-Lot 3. 2-stories w/a day light basement zero lot line fire-sprinklered Suquamish Plan Garage right. Dwelling 2/042 SF/ one car garage 209 SF/ front covered porch 56 SF. Total 2/307 SF,249667.42,2307,CAMWEST/ A TOLL BROTHERS CO,17806
"16563 NE 47TH ST
REDMOND, WA 98052",01/31/2019,03/07/2019,_Duke's Landing-Lot 12,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06337,Duke's Landing-Lot 12 Plan Enatai/ craftsman elevation/ 2 story with daylight basement/ Garage right. Dwelling 3/934 SF/ Garage 680 SF/ Covered porch 64 SF/ Covered front deck 92 SF/ Covered patio 290 SF/ Covered porte cochere 146 SF. Total 5/206 SF,518730.58,5206,CAMWEST/ A TOLL BROTHERS CO,
"16577 NE 47TH ST
REDMOND, WA 98052",01/31/2019,02/21/2019,_Duke's Landing-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06210,RNEW - Duke's Landing - Lot 13 - Gardner Floor Plan - Contemporary Elevation - 2-stories w/basement fire sprinklered consistin of: dwelling 3/517 sf/ 762 sf garage/ covered porch 87 sf/ covered patio 241 sf/ and 2nd story covered deck 101 sf. Total area of construction 4/708 sf.,465644.15,4708,CAMWEST/ A TOLL BROTHERS CO,
"15952 NE 120TH ST
REDMOND, WA 98052",01/29/2019,02/19/2019,_Greystone IV-Lot 154,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00655,RNEW - Greystone IV - Lot 154 - New Construction of Single Family Home 2-stories - Plan LS5138.5.1C - Dwelling: 4/174 SF/ Garage: 638 SF/ Entry Porch: 83 SF/ Back Porch: 95 SF/ Covered Patio:235 SF = Total: 5/225 SF,535434.38,5225,GREYSTONE BUILDERS LLC,
"16536 NE 47TH ST
REDMOND, WA 98052
(47.651585, -122.118725)",01/28/2019,02/21/2019,_Duke's Landing-Lot 17,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06314,RNEW - Duke's Landing - Lot 17 - Ballard Plan - RH - AO#160405 - Craftsman Elevation - 2-stories fire sprinklered consisting of: dwelling 3/329 sf/ 2-car garage 421 sf/ covered porch 30 sf/ 305 sf covered patio/ and 124 sf covered 2nd floor deck. Total area of construction 4/209 sf,429698.43,4209,CAMWEST/ A TOLL BROTHERS CO,17806
"13488 NE 110TH PL
REDMOND, WA 98052",01/23/2019,02/26/2019,_Terrene at 132nd-Lot 10,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00487,RNEW - Terrene @ 132ND - Lot 10 - Construct a new two story fire sprinkled garage right single family residence including 3/313 sf of dwelling area/ a 452 sf garage/ a 142 sf covered porch/ a 239 sf covered deck and a 118 sf uncovered deck.  Total area of construction = 4/264 sf.,429946.19,4264,TERRENE AT RH 132ND LLC,
"16591 NE 47TH ST
REDMOND, WA 98052",01/22/2019,03/04/2019,_Duke's Landing-Lot 14,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06234,RNEW - Duke's Landing - Lot 14 - Toll Brothers - Frazier Plan - Shingle Elevation - Construct a new 2 story plus basement/ garage right/ fire sprinkled single family dwelling including 3/679 sf of dwelling area/ a 844 sf garage/ an 91 sf covered porch/ a 113 sf covered front deck and a 215 sf covered rear deck.  Total area of construction = 4942 sf,487709.49,4942,CAMWEST/ A TOLL BROTHERS CO,
"15967 NE 120TH ST
REDMOND, WA 98052",01/18/2019,01/30/2019,_Greystone IV-Lot 148,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00395,Greystone IV-Lot 148 Registered Basic-4040.5.0 Elevation B fire sprinkled garage left 2-stories with habitable attic. Dwelling 3/786 SF/ Garage: 418 SF/ Cov Entry Porch 130 SF. Total 4/334 SF.,465651.66,4334,GREYSTONE BUILDERS LLC,
"11956 159TH AVE NE
REDMOND, WA 98052",01/17/2019,02/07/2019,_Greystone IV-Lot 141,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00353,Greystone IV-Lot 141 2 story fire sprinkled Plan 4810A Garage right Elevation A. Dwelling 3/634SF/ Garage 570 SF/ Covered entry 81 SF and covered patio 116 SF total 4/401 SF.,458436.58,4401,GREYSTONE BUILDERS LLC,
"11982 159TH AVE NE
REDMOND, WA 98052",01/17/2019,02/11/2019,_Greystone IV-Lot 143,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00354,Greystone IV-Lot 143 2 story fire sprinkled Plan 5853.6.0 B Garage right Elevation B/ Dwelling 3/925 SF/ garage 612 SF/ covered porch 81 SF/ covered patio 100 SF. Total area of construction 4/718 SF,493338.63,4718,GREYSTONE BUILDERS LLC,
"11928 159TH AVE NE
REDMOND, WA 98052",01/14/2019,01/18/2019,_Greystone IV-Lot 140,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00260,Greystone IV-Lot 140 Registered Basic Plan 5853.6.C garage left. 2-stories/ fire sprinklered consisting of: 3/884 sf dwelling/ 101 sf covered porch/ 260 sf covered patio/ and 612 sf garage. Total 4/857 sf.,497871.68,4857,GREYSTONE BUILDERS LLC,
"11860 159TH AVE NE
REDMOND, WA 98052
(47.706052, -122.126703)",01/10/2019,02/06/2019,_Greystone IV-Lot 135,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00203,RNEW - Greystone IV - Lot 135 - Plan LS4838.6 - Construction of a new 2-story garage right fire sprinkled single family residence including 3/747 sf of dwelling area/ a 538 sq ft garage/ a 71 sf covered entry porch and a 174 sf covered patio.  Total area of construction = 4/530 sf.,472570.81,4530,GREYSTONE BUILDERS LLC,17806
"11902 159TH AVE NE
REDMOND, WA 98052",01/10/2019,02/06/2019,_Greystone IV-Lot 138,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00205,RNEW - Greystone IV - Lot 138 - Plan LS4858.6.0B - construction of a new 2 story garage left fire sprinkled single family residence including 3/660 sf of dwelling area/ a 453 sq ft garage/ a 65 sf covered entry porch and a 165 sf covered patio.  Total area of construction = 4/343 sf.,457787.96,4343,GREYSTONE BUILDERS LLC,
"11890 159TH AVE NE
REDMOND, WA 98052
(47.706216, -122.126686)",01/09/2019,01/18/2019,_Greystone IV-Lot 137,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00181,RNEW - Greystone IV - Lot 137 - Registered BPLN-2018-00948 - Plan #4867.5.0 B - Elevation B - Construction of a new 2 story garage right fire sprinkled single family dwelling including 3/806 sq ft of dwelling area/ a 443 sf garage/ a 68 sf covered entry porch/ and a 244 sf covered rear patio. Total area of construction = 4/561 sf.,478521.14,4561,GREYSTONE BUILDERS LLC,17806
"11910 159TH AVE NE
REDMOND, WA 98052",01/09/2019,01/17/2019,_Greystone IV-Lot 139,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00180,RNEW - Greystone IV - Lot 139 - Registered Basic BPLN-2018-01164 - 4062A - Elevation A - Construct a new 2 story garage right/ fire sprinkled single family residence including 3/469 sf of dwelling area/ a 440 sf Garage/ a 58 sf covered porch/ and 242 sf covered patio.  Total area of construction = 4/209 sf.,438621.15,4209,GREYSTONE BUILDERS LLC,
"16550 NE 47TH ST
REDMOND, WA 98052
(47.651587, -122.118695)",01/04/2019,01/24/2019,_Duke's Landing-Lot 16,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06211,RNEW - Duke's Landing - Lot 16 - Ames Floor plan - NW Contemporary Elevation - Dwelling 3/035 sf/ two-car garage 420 sf/ covered rear patio 300 sf/ covered front porch 31sf. 3/786 sf total.,388894.49,3035,CAMWEST/ A TOLL BROTHERS CO,17806
"11880 159TH AVE NE
REDMOND, WA 98052
(47.706162, -122.126692)",01/03/2019,01/11/2019,_Greystone IV-Lot 136,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2019-00043,RNEW - Greystone IV - Lot 136 - Registered Basic Plan 4810A Garage Left - Construction of a new 2 story fire sprinkled garage left single family dwelling including 3/634 sf of dwelling area/ a 570 sf garage/ an 81 sf covered porch and also includes a 226 sf covered patio.  Total area of construction = 4/511 sf.,464116.98,4511,GREYSTONE BUILDERS LLC,17806
"5312 159TH AVE NE
REDMOND, WA 98052
(47.656058, -122.128491)",01/03/2019,09/03/2019,_REDDY VAMSI,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07503,RNEW - SFEL - Reddy Residence (Devaraju) - Construct new 2 story with basement/ garage right/ fire sprinkled single family residence including 7/594 sq ft of dwelling area/ a 647 sq ft garage/ a 553 sf of covered deck/porch and 198 sf of uncovered deck/porch.  Total area of construction = 8/992 sf. Project includes a 755 sf ADU to be located within the new construction on the basement level.,948214.42,8992,KEY CONCEPTS CONSTRUCTION LLC,17806
"12076 159TH AVE NE
REDMOND, WA 98052",12/28/2018,01/08/2019,_Greystone IV-Lot 177,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-09694,RNEW - Greystone IV - Lot 177 - Registered Basic Plan BPLN-2018-00185 - 2001A Left - construction of a new 2 story zero lot line garage right single family dwelling including 1582 sf of dwelling area/ a 292 sf garage and a 36 sf covered porch. Total area of construction = 1910 sf.,199016.98,1910,GREYSTONE BUILDERS LLC,
"12066 159TH AVE NE
REDMOND, WA 98052",12/28/2018,01/08/2019,_Greystone IV-Lot 178,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-09693,RNEW - Greystone IV - Lot 178 - Registered Basic Plan BPLN-2018-00184 - 2001A Right - construction of a new 2 story zero lot line garage left single family dwelling including 1582 sf of dwelling area/ a 292 sf garage and a 36 sf covered porch. Total area of construction = 1910 sf.,199016.98,1910,GREYSTONE BUILDERS LLC,
"13217 NE 110TH PL
REDMOND, WA 98052",12/20/2018,01/28/2019,_Terrene at 132nd-Lot 22,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-09595,Terrene at 132nd-Lot 22 PLan 4031C Garage left. Construction of a new 2 story SFR with fire sprinklers. Consisting of 3/225 SF dwelling/ 465 SF Garage/ 90 SF covered porch/ 145 SF Covered patio. Total SF 3/925,408071.95,3925,TERRENE AT REDMOND 8 LLC,
"13451 NE 110TH PL
REDMOND, WA 98052",12/12/2018,01/28/2019,_Terrene at 132nd-Lot 13,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-09286,RNEW - Terrene at RH 132nd - Lot 13 - Plan 6710 Elevation A Construction of a new 2 story/ fire sprinkled/ garage right single family residence including 3/483 sq ft of dwelling area/ a 501 sq ft garage/ a 34 sf covered porch and a 225 sq ft uncovered patio.  Total area of construction = 4/243 sq ft.,429312.13,4243,TERRENE AT RH 132ND LLC,
"11991 159TH AVE NE
REDMOND, WA 98052",12/10/2018,03/18/2019,_Kensington Lane-Lot 4,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-09218,Kensington Lane-Lot 4. Plan KL-1A Garage Left. Total dwelling 3/554 SF/ Garage 550 SF/ Covered Front Porch 69 SF/ Covered Rear Patio 128 SF.  Total: 4/301 SF,448226.18,4301,STEVE BURNSTEAD CONSTRUCTION LLC,
"16505 NE 47TH ST
REDMOND, WA 98052",11/15/2018,01/11/2019,_Duke's Landing-Lot 8,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06235,RNEW - Duke's Landing - Lot 8 - Toll Brothers - Lilian Floor plan - inShinglein Elevation - Construction of a new 2 story with basement/ fire sprinkled/ garage right single family residence including 4/401 sf of dwelling area/ a 739 sf garage/ a 197 sf covered porch/ a 101 sq ft uncovered deck and a 257 sf covered patio. Total area of construction = 5/695 sf.,572587.51,5695,CAMWEST/ A TOLL BROTHERS CO,
"16541 NE 47TH ST
REDMOND, WA 98052",11/13/2018,01/30/2019,_Duke's Landing-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06336,Duke's Landing-Lot 11 2-story with day light basement. Garage right. Plan ID Lilian/  elevation name Craftsman. Dwelling 4/429 SF/ garage 739 SF/ covered porch 201 SF/ covered patio 257 SF/ and uncovered deck 101 SF. Total 5/727 SF,576046.27,5727,CAMWEST/ A TOLL BROTHERS CO,
"4721 165TH PL NE
REDMOND, WA 98052",11/12/2018,04/04/2019,_Duke's Landing-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06310,RNEW Dukes Landing Lot 1 - Plan Gardner shingle- 2 story with basement/ fire sprinklered SFR/ consisting of a 3/563 sq ft dwelling/ 762 sq ft garage L/ 114 sq ft covered front porch/ 101 sq ft covered deck/ and a 241 sq ft covered patio. Area of work 4/781 sq ft,472445.84,4781,TOLL BROS./ INC.,
"13220 NE 110TH PL
REDMOND, WA 98052",10/29/2018,11/20/2018,_Terrene at 132nd-Lot 1,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-08188,Construction of new 2 story SFR/ garage right PLan 4530A- 3/256 sf dwelling/ 430 sf garage/ 65 sf covered porch. Total 3/751 SF,401286.6,3751,TERRENE AT REDMOND 8 LLC,
"11475 174TH AVE NE
REDMOND, WA 98052",10/19/2018,03/01/2019,_Hawthorne Lane-Lot 27,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07924,RNEW - Hawthorne Lane - Lot 27 - Plan HP-4 - Construct a new 3 story fire sprinkled garage right single family residence including a dwelling area of 3/299 sq. ft./ covered entry porch area 52 sq. ft./ covered patio area of 128 sq. ft. and garage area of 470 sq. ft. Total of: 3/949 sq. ft.,414056.45,3949,RICK BURNSTEAD CONSTRUCTION LLC,
"16491 NE 47TH ST
REDMOND, WA 98052",10/19/2018,01/18/2019,_Duke's Landing-Lot 7,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06333,Duke's Landing-Lot 7 Frazier plan - Tudor elevation 1158-8 Garage right. 2 story+daylight basement. Front covered deck - 113 SF Rear covered deck 215 SF Dwelling 3/669 Sf Garage 844 SF Covered porch 80 SF Covered front deck 113 SF covered rear deck 215 SF. Total 4/921 SF,485979.95,4921,CAMWEST/ A TOLL BROTHERS CO,
"15977 NE 120TH ST
REDMOND, WA 98052",10/18/2018,11/15/2018,_Greystone IV-Lot 149,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07898,RNEW Lot Specific Basic - Greystone IV - Lot 149 - Elevation A - Garage Right - Dwelling 3/469 sf/ Garage 440 sf/ Covered Entry Porch 58 sf/ Covered Patio 242 sf - Total area of construction 4/209 - BPLN-2017-00133,438621.15,4209,GREYSTONE BUILDERS LLC,
"11410 174TH AVE NE
REDMOND, WA 98052",10/15/2018,01/31/2019,_Hawthorne Lane-Lot 11,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07788,Plan HP-7M - Construct a new fire sprinklered SFR. Dwelling area 3/168 sf/ covered entry porch 82 sf/ covered patio area of 129 sf/ 573 sf garage. Total 3/952 sf,405171.4,3952,RICK BURNSTEAD CONSTRUCTION LLC,
"11497 174TH AVE NE
REDMOND, WA 98052",10/15/2018,01/08/2019,_Hawthorne Lane-Lot 28,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07789,Plan HP-11 - Construct a new fire sprinklered SFR 2-stories + loft. Dwelling area 3/540 sf/ covered entry porch 65 sf/ covered patio area of 59 sf/ 490 sf garage. Total 4/154 sf,440075.16,4154,RICK BURNSTEAD CONSTRUCTION LLC,
"9540 180TH AVE NE
REDMOND, WA 98052
(47.686732, -122.102371)",10/12/2018,07/18/2019,Perrigo East Duplex,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07754,RNEW - SFEL - Perrigo East - Construction of a 2 story fire sprinkled 2 family dwelling on a single existing lot including 4/002 sf of dwelling area/ a 720 sf garage/ a 116 sf covered deck/porch and a 90 sf uncovered deck/porch.  Total area of construction = 4/928 sf.,507477.74,4928,FORTWEST LLC,17806
"9540 180TH AVE NE
REDMOND, WA 98052
(47.686732, -122.102371)",10/12/2018,07/18/2019,Perrigo East Duplex,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-07754,RNEW - SFEL - Perrigo East - Construction of a 2 story fire sprinkled 2 family dwelling on a single existing lot including 4/002 sf of dwelling area/ a 720 sf garage/ a 116 sf covered deck/porch and a 90 sf uncovered deck/porch.  Total area of construction = 4/928 sf.,507477.74,4928,FORTWEST LLC,17806
"7004 149TH AVE NE
REDMOND, WA 98052
(47.668213, -122.141739)",09/10/2018,10/19/2018,Terrene at Grasslawn-Lot 2,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06856,RNEW - Plan 4011B-CP Garage Left - Construction of new 2 story SFR with fire sprinklers. Consisting of 4/126 sf dwelling/ 536 sf of garage/ 47 sf covered Porch/ and 178 sf covered Patio - Total  4/887 sf.,515467.02,4887,EASTSIDE 4 SPOT LOTS LLC,17806
"9903 168TH AVE NE
REDMOND, WA 98052
(47.688739, -122.115898)",09/06/2018,12/10/2018,_NERIC INVESTMENTS LLC,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-03898,RNEW - SFEL - Neric Investments - Plan 2820 - Welaye - Construction of a new 2 story garage left fire sprinkled single family dwelling unit including 2/820 sf of dwelling area/ 701 sf of garage and 105 sf of covered porch.  Total area of construction = 3/626 sf.,365155.12,3626,SEATTLE DEVELOPMENT ASSOC LLC,17806
"11394 174TH AVE NE
REDMOND, WA 98052",09/04/2018,09/27/2018,_Hawthorne Lane-Lot 16,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06479,RNEW - Hawthorne Lane - lot 16 - Rick Burnstead Construction - Plan HP-7 - Construct a new 2 story/ garage left/ fire sprinkled single family residence including 3/154 sf of dwelling area/ a 573 sf garage/ an 80 sf covered entry porch and a 130 sf covered patio area.  Total area of construction = 3/937 sf,403493.66,3937,RICK BURNSTEAD CONSTRUCTION LLC,
"11394 174TH AVE NE
REDMOND, WA 98052",09/04/2018,09/27/2018,_Hawthorne Lane-Lot 16,https://land.redmond.gov/CAP/Permit/View/ByPermitNumber/BLDG-2018-06479,RNEW - Hawthorne Lane - lot 16 - Rick Burnstead Construction - Plan HP-7 - Construct a new 2 story/ garage left/ fire sprinkled single family residence including 3/154 sf of dwelling area/ a 573 sf garage/ an 80 sf covered entry porch and a 130 sf covered patio area.  Total area of construction = 3/937 sf,403493.66,3937,RICK BURNSTEAD CONSTRUCTION LLC,
