"rowid","permit_number","property_address","street_number","street_direction","street_name","street_type","unit_number","council_district","issued_date","issued_year","issued_month","finaled_date","finaled_year","finaled_month","permit_year","status","description","value","use","icc_value","type_of_work","contractor_name","contractor_address","cofo_date","parcel_number","total_sq_ft","applicant","number_of_dwellings","number_of_dwelling_units","residential_permit","latitude","longitude","location"
"BLD2017-02008","BLD2017-02008","6401 E HOLLY DR","6401","E","HOLLY","DR",,"5","2017-04-27T00:00:00.000","2017","Apr","2017-09-19T00:00:00.000","2017","Sep","2017","Issued","ENCLOSE & CONVERT A 10'-0""  X 24'-8"" PORTION OF EXISTING ATTACHED REAR PATIO INTO A BEDROOM ADDITION CONTAINING A WALK-IN CLOSET AND A BATHROOM ADDITION WITH TUB - NEW BATHROOM ADDITION OPENS INTO EXISTING BATHROOM","0","RES","14059.24","Res (OTH) -- Additions",,"   ",,"14171103",,"MIKE BUSTAMANTE",,,"N","33.454649","-111.691906","POINT (-111.691908 33.454657)"
"BLD2015-07384","BLD2015-07384","7238 E OSAGE AVE","7238","E","OSAGE","AVE",,"6","2016-01-04T00:00:00.000","2016","Jan",,,,"2015","Finaled","ADDENDA TO BLD2015-05297 TO RELOCATE POOL EQUIPMENT.",,"RES","0","Res (MSC) -- Swimming Pool",,"   ",,"30417608",,"CARIBBEAN POOLS",,,"N","33.363622","-111.678009","POINT (-111.678009 33.363622)"
"BLD2016-01612","BLD2016-01612","1439 E DANA AVE","1439","E","DANA","AVE",,"4","2016-03-22T00:00:00.000","2016","Mar","2016-06-08T00:00:00.000","2016","Jun","2016","Finaled","INSTALLATION OF FIRE SPRINKLER SYSTEM.","3000","RES","0","Res (OTH) -- Fire Sprinklers","ADOBE FIRE PROTECTION, LLC","1855 E SOUTHERN AVE #214 MESA AZ 85204 ",,"13811061",,"ADOBE FIRE PROTECTION",,,"N","33.412363","-111.799906","POINT (-111.799906 33.412363)"
"BLD2016-06244","BLD2016-06244","460 N MESA DR","460","N","MESA","DR",,"4","2016-09-26T00:00:00.000","2016","Sep",,,,"2016","Issued","REPLACE EXTERIOR GAS METER IN A C-2 ZONING DISTRICT. OBTAINING A GAS LINE PRESSURE TEST PER IRC 2006",,"COM","0","Com (OTH) -- Plumbing","SOUTHWEST MECHANICAL","1215 S PARK LN STE #4 TEMPE AZ 85281 ",,"13715001U",,"RELIANCE MANAGEMENT",,,"N","33.42371","-111.824154","POINT (-111.824154 33.42371)"
"BLD2017-00990","BLD2017-00990","1540 S RECKER RD","1540","S","RECKER","RD",,"2","2017-03-16T00:00:00.000","2017","Mar",,,,"2017","Issued","ELECTRICAL PERMIT TO REPLACE 1 100 AMP METER WITH 1 200 AMP METER.","20000","COM","0","Com (OTH) -- Electrical","MOTIVE ENERGY TELECOMMUNICATION GRO","2911 W FAIRMOUNT AVE PHOENIX AZ 85017 ",,"14153031C",,"MATTHEW DORRIS",,,"N","33.388263","-111.702957","POINT (-111.702957 33.388263)"
"BLD2017-03642","BLD2017-03642","1745 N GREENFIELD RD","1745","N","GREENFIELD","RD",,"5","2017-06-07T00:00:00.000","2017","Jun",,,,"2017","Finaled","DEFERRED - REF: BLD20167-00518. ADDING NEW FIRE SPRINKLER UPRIGHT SYSTEM WITH 32 HEADS TO EAST SIDE OF THE FACILITY (2,911 SQ FT. AREA). CONNECTING TO EXISTING SYSTEM OFF 4-INCH BRANCH LINE - ORDINARY GROUP 2.",,"COM","0","Com (OTH) -- Fire Sprinklers","ALLIED FIRE PROTECTION INC","2845 N. NORFOLK MESA AZ 85215 ",,"14134287",,"ALLIED FIRE PROTECTION INC",,,"N","33.44787","-111.735816","POINT (-111.735816 33.44787)"
"BLD2016-04623","BLD2016-04623","11508 E OLLA AVE","11508","E","OLLA","AVE",,"6","2016-08-09T00:00:00.000","2016","Aug","2017-01-31T00:00:00.000","2017","Jan","2016","Finaled","NSFR. NEW SINGLE STORY FRAME BUILT WITH STUCCO SIDING, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. THREE CAR GARAGE , TWO BEDROOMS. NO GAS, ALL ELECTRIC.","0","RES","203224.82","Res (SFR) -- Single Family (Detached)","FARNSWORTH HOMES INC (CURRENT)","2351 S SIGNAL BUTTE RD MESA AZ 85209 ",,"31207902",,"FARNSWORTH HOMES INC (CURRENT)","1","1","Y","33.361399","-111.585824","POINT (-111.585824 33.361399)"
"BLD2016-06688","BLD2016-06688","7846 E BOISE ST","7846","E","BOISE","ST",,"5","2016-10-24T00:00:00.000","2016","Oct","2017-03-13T00:00:00.000","2017","Mar","2016","Finaled","MASTER PLAN P553 BENTON FOR THE VILLAS AT MONTANA VISTA.   NSFR TWO STORY FRAME BUILT WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES.  2  CAR GARAGE.  4 BEDROOMS WITH A 5TH BEDROOM OPTION.",,"RES","312494.92","Res (SFR) -- Single Family (Detached)","RICHMOND AMERICAN HOMES","16427 N SCOTTSDALE RD SUITE 175 SCOTTSDALE AZ 85254-1583 ",,"21824302",,"RICHMOND AMERICAN HOMES","1","1","Y","33.420182","-111.661657","POINT (-111.661657 33.420182)"
"BLD2017-00111","BLD2017-00111","331 W 9TH PL","331","W","9TH","PL",,"1","2017-01-09T00:00:00.000","2017","Jan","2017-01-13T00:00:00.000","2017","Jan","2017","Finaled","CHANGE OUT ELECTRICAL PANEL 200 AMP NO PLANS REQUIRED. ALL WORK TO BE DONE UNDER 2005 NEC AND CITY OF MESA ELECTRICAL DEPARTMENT STANDARDS. ","1000","RES","0","Res (OTH) -- Electrical","DOLCE ELECTRIC CO","625 W SOUTHERN AVE #E239 MESA AZ 85210 ",,"13723053",,"DOLCE ELECTRIC CO",,,"N","33.432207","-111.839105","POINT (-111.839105 33.432207)"
"BLD2017-01276","BLD2017-01276","2045 W MAIN ST","2045","W","MAIN","ST","101","3","2017-03-15T00:00:00.000","2017","Mar",,,,"2017","Issued","PBI: FIRE PANEL SWAP. NO PLANS","500","COM","0","Com (OTH) -- Plumbing","METRO FIRE EQUIPMENT INC","63 S HAMILTON PL GILBERT AZ 85233 ",,"13433002N",,"METRO FIRE EQUIPMENT INC",,,"N","33.414557","-111.876168","POINT (-111.876168 33.414557)"
"BLD2017-02047","BLD2017-02047","1228 S SOSSAMAN RD","1228","S","SOSSAMAN","RD","109","6","2017-04-04T00:00:00.000","2017","Apr",,,,"2017","Finaled","SUPER EXPEDITE - DEFERRED FIRE SPRINKLER - REF BLD2017-01019",,"COM","0","Com (OTH) -- Deferred Fire Sprinklers","ARIZONA FIRE PROTECTION, INC.","8550 N 91ST AVE #60 PEORIA AZ 85345 ",,"21856966",,"ARIZONA FIRE PROTECTION, INC.",,,"N","33.39214","-111.667879","POINT (-111.667879 33.39214)"
"BLD2017-00132","BLD2017-00132","2934 E DRAGOON AVE","2934","E","DRAGOON","AVE",,"2","2017-01-30T00:00:00.000","2017","Jan",,,,"2017","Finaled","ADDENDA - REF: BLD2016-04650. ELIMINATE THE SUMP PUMP ON THE SEWER LINE AND PIPE THE SEWER DIRECTLY TO THE SEWER SYSTEM.",,"RES","0","Res (OTH) -- Additions",,"   ",,"14040109",,"JUSTIN TOURJEE",,,"N","33.403675","-111.767295","POINT (-111.767295 33.403675)"
"BLD2017-02073","BLD2017-02073","8523 E NEVILLE AVE","8523","E","NEVILLE","AVE",,"6","2017-04-05T00:00:00.000","2017","Apr",,,,"2017","Finaled","ADDENDA - REF: BLD2017-00847 TO REVISE GAS RUN. INSTALL 98' OF 1-1/2"" SCHEDULE BLACK STEEL ATTIC RUN TO 400K BTU POOL HEATER, TO BE SECURED AND BONDED PER 2006 IPC.",,"RES","0","Res (MSC) -- Swimming Pool",,"   ",,"31203128",,"RYAN DALE",,,"N","33.36676","-111.650441","POINT (-111.650441 33.36676)"
"BLD2017-04963","BLD2017-04963","10402 E TAHOE AVE","10402","E","TAHOE","AVE",,"6","2017-09-21T00:00:00.000","2017","Sep",,,,"2017","Issued","AV HOMES MASTER PLAN #581 AT EASTMARK FOR SINGLE STORY RESIDENCE WITH 2 1/2 CAR GARAGE PLANS. HOUSE HAS POST-TENSIONED SLAB, STUCCO, CONCRETE ROOF TILES AND OPTIONAL COVERED PATIOS. FIRE SPRINKLER ADDENDA MST2014-00150.  SEE MST2014-00166  DUE TO FIRE SPRINKLER REQUIREMENT, WATER METER SHALL BE 1"" AND SUPPLY LINE SHALL BE 1 1/4"".  MST2017-00031 REVISED ONE DIAGRAM GOING TO GROUNDING RODS FOR EARLY POWER (ELECTRICAL).",,"RES","352884.2","Res (SFR) -- Single Family (Detached)","JCH CONSTRUCTION","8601 N SCOTTSDALE RD #220 SCOTTSDALE AZ 85253 ",,"30435920",,"AV HOMES","1","1","Y","33.310368","-111.609295","POINT (-111.609295 33.310368)"
"BLD2017-05164","BLD2017-05164","10738 E ENSENADA ST","10738","E","ENSENADA","ST",,"5","2017-10-12T00:00:00.000","2017","Oct",,,,"2017","Issued","PULTE HOMES MASTER PLAN #5025-8 FOR A 2569 S.F. ONE STORY HOUSE WITH A 3 CAR GARAGE. MOUNTAIN VIEW MANOR IN DESERT UPLANDS AREA. FACADE ARTICULATION WAIVER FOR THIS PLAN (AND TWO OF OTHER PLANS) SHALL BE LIMITED TO 40% OF THE LOTS, 28 TOTAL, OF LOTS 1-71. FIRE SPRINKLER OPTION MST2015-00107",,"RES","400084.15","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"22013104",,"PULTE HOMES CORPORATION","1","1","Y","33.431859","-111.599016","POINT (-111.599016 33.431859)"
"BLD2016-04661","BLD2016-04661","805 N DOBSON RD","805","N","DOBSON","RD","108","1","2016-08-15T00:00:00.000","2016","Aug","2016-08-19T00:00:00.000","2016","Aug","2016","Finaled","AUTOMATIC KITCHEN HOOD FIRE SYSTEM INSTALLATION","1400","COM","0","Com (OTH) -- Mechanical",,"   ",,"13533536",,"NICK SCHMIDT",,,"N","33.430593","-111.873684","POINT (-111.873684 33.430593)"
"BLD2017-02162","BLD2017-02162","10214 E AMPERE AVE","10214","E","AMPERE","AVE",,"6","2017-04-06T00:00:00.000","2017","Apr",,,,"2017","Issued","SWIMMING POOL: 442 SQ FT, NO SPA/NO HEAT. PLANS ENGINEERED SEALED BY ARIZONA REGISTERED PROFESSIONAL ENGINEER #30895 ALAN MONEY ON 01/06/17.
""THESE PLANS CONFORM TO THE REQUIREMENTS OF THE MESA RESIDENTIAL CODE INCLUDING APPENDIX ""G"" WITH ALL CITY OF MESA AMENDMENTS"", SAFETY GLAZING SHALL BE REQUIRED WITHIN 5' OF WATERS EDGE FROM SWIMMING POOL OR SPA, PER 2006 IRC.
","29610.61","RES","0","Res (MSC) -- Swimming Pool","CALIFORNIA POOLS & SPAS","4320 W CHANDLER BLVD #1 MESA AZ 85226 ",,"30432106",,"CALIFORNIA POOLS & SPAS",,,"N","33.330094","-111.613479","POINT (-111.613479 33.330094)"
"BLD2009-04627","BLD2009-04627","1244 S 78TH ST","1244","S","78TH","ST",,"6","2016-02-17T00:00:00.000","2016","Feb","2016-02-18T00:00:00.000","2016","Feb","2009","Finaled","ENCLOSE EXISTING SINGLE CAR CARPORT TO LIVABLE AREA FOR BEDROOM.  PROVIDE REQUIRED EMERGENCY EGRESS WINDOW AT BEDROOM; OUTLETS IN BEDROOM SHALL BE AFCI; PROVIDE SMOKE DETECTORS IN BEDROOMS THAT ARE INTERCONNECTED & HARDWIRED WITH BATTERY BACK-UP. ","2100","RES","33119.1","Res (OTH) -- Additions",,"   ",,"21865011",,"PACKER, ROB",,,"N","33.391972","-111.662925","POINT (-111.662925 33.391972)"
"BLD2015-07475","BLD2015-07475","11035 E TOPAZ AVE","11035","E","TOPAZ","AVE",,"6","2016-01-13T00:00:00.000","2016","Jan","2016-06-02T00:00:00.000","2016","Jun","2015","Finaled","MASTER PLAN #4017-3.2 FOR BELLA VIA PARCEL 13. SINGLE STORY HOUSE WITH FOUNDATION OPTIONS AND PARAPETS AT THE REAR PATIO.
",,"RES","245805.96","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"31213455",,"PULTE HOMES CORPORATION","1","1","Y","33.317134","-111.595196","POINT (-111.595196 33.317134)"
"BLD2016-01670","BLD2016-01670","2812 N NORWALK ","2812","N","NORWALK",,"113+","5","2016-04-21T00:00:00.000","2016","Apr","2016-09-13T00:00:00.000","2016","Sep","2016","Finaled","PBI: OFFICE SHELL BUILD OUT FOR STRUCTURAL ENGINEERING OFFICE SUITES #113 & 114.","0","COM","420165.2","Com (OTH) -- Renovations/Remodels","MAMMOTH MAINTENANCE LLC","1011 N VAL VISTA DR GILBERT AZ 85234 ","2016-09-13T00:00:00.000","14125164",,"DOMINIC PETROCELLI",,,"N","33.467149","-111.742861","POINT (-111.743506 33.46765)"
"BLD2016-04398","BLD2016-04398","11136 E TOPAZ AVE","11136","E","TOPAZ","AVE",,"6","2016-07-19T00:00:00.000","2016","Jul","2016-12-06T00:00:00.000","2016","Dec","2016","Finaled","NEW MASTER PLAN FOR BELLA VIA. DETACHED SINGLE STORY SINGLE FAMILY RESIDENCE, FRAME BUILT WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES, TWO AND ONE HALF CAR GARAGE WITH THREE BEDROOMS AND A FOURTH BEDROOM OPTION. GAS AND ELECTRIC. SEE ADDENDUM MST2016-00120 FOR CHANGE ON PT SLAB THICKNESS TO 7-1/2"" AT MOUNTAIN HORIZONS PARCELS 12 & 15.",,"RES","282643.69","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"31213438",,"PULTE HOMES CORPORATION","1","1","Y","33.317562","-111.593108","POINT (-111.593108 33.317562)"
"BLD2017-00153","BLD2017-00153","3039 E RUSSELL ST","3039","E","RUSSELL","ST",,"1","2017-01-18T00:00:00.000","2017","Jan","2017-08-02T00:00:00.000","2017","Aug","2017","Issued","MASTER PLAN # 4004 LEHI CROSSING. SINGLE STORY RESIDENCE. WOOD FRAMED, TRUSSES, POST-TENSION SLAB, STUCCO, CONCRETE TILE, OPT. STONE VENEER. 2009 IECC COMPLIANCE CERT. PROVIDED.  SEE ADDENDA #MST2012-00108 FOR  MINOR CHANGES TO INTERIOR AND EXTERIOR.  STRUCTURAL CHANGES TO ROOF AREA AND CALCS DUE TO PLAN REDUCTION.",,"RES","287260.75","Res (SFR) -- Single Family (Detached)","WILLIAM LYON HOMES INC","8840 E CHAPARRAL RD STE200 SCOTTSDALE AZ 85250 ","2017-07-31T00:00:00.000","14118061",,"WILLIAM LYON HOMES INC","1","1","Y","33.477227","-111.764373","POINT (-111.764373 33.477227)"
"BLD2015-06578","BLD2015-06578","1500 E BASELINE RD","1500","E","BASELINE","RD",,"3","2017-03-21T00:00:00.000","2017","Mar","2017-10-10T00:00:00.000","2017","Oct","2015","Under Review","NEW CONSTRUCTION OF AN OUTDOOR CONCRETE COMMUNITY MAUSOLEUM ADDITION AND STORAGE ROOM. S-2 OCCUPANCY, TYPE IIB CONSTRUCTION. NEW SINGLE PHASE ELECTRIC METER. PERMIT INCLUDES SITE IMPROVEMENTS AND LANDSCAPING. SPECIAL INSPECTIONS REQUIRED FOR CONCRETE, SOILS, REINFORCING STEEL, BOLTS INSTALLED IN CONCRETE OR CMU, STRUCTURAL MASONRY.  SEE FIRE APPARATUS ACCESS, HYDRANTS, AND FIRE SPRINKLER SYSTEM CODE MODIFICATIONS AT BLD2016-05222, BLD2016-05223, BLD2016-05220 - 1500 E BASELINE.
","800000","COM","308963.2","Com (OTH) -- Additions","CARRIER MAUSOLEUMS CONST USA INC","1730 SW SKYLINE BLVD SUITE 206 PORTLAND OR 97221 ","2017-10-09T00:00:00.000","13910004M",,"CARRIER MAUSOLEUMS CONST USA INC",,,"N","33.3804","-111.801173","POINT (-111.801173 33.3804)"
"BLD2015-07485","BLD2015-07485","8840 E SUNLAND AVE","8840","E","SUNLAND","AVE","61","5","2016-01-19T00:00:00.000","2016","Jan","2016-02-25T00:00:00.000","2016","Feb","2015","Finaled","CONSTRUCT A 29' X 11'6"" ARIZONA ROOM WITH ELECTRIC BUILT ON SLAB UNDER NEW IRP'S (ENGINEERING BY METALS USA). EXISTING MOBILE HOME PERMITTED BY MARICOPA COUNTY. MIN (2) 9' X 18' UNOBSTRUCTED PAVED PARKING SPACES REQUIRED. INTERIOR CORNER LOT. MIN SETBACKS: 5' FRONT, 10' REAR, 10' STREET SIDE & 5' SIDE.- REF COD2015-11303",,"RES","18757.89","Res(MBL) - Mobile Home Other Addition",,"   ",,"21847002C",,"GERALD ELLIG",,,"N","33.39879","-111.638909","POINT (-111.638909 33.39879)"
"BLD2016-04692","BLD2016-04692","1367 S COUNTRY CLUB DR","1367","S","COUNTRY CLUB","DR","1074","4","2016-08-15T00:00:00.000","2016","Aug",,,,"2016","Issued","MASTER PLAN 5-A,B,C -- FOR TWO STORY TRIPLEX UNITS WITH ATTACHED 2 CAR GARAGES FOR THE PALMS AT COUNTRY CLUB",,"RES","197534.22","Res (SFR) -- Single Family (Attached)","DRH CONSTRUCTION","4500 S LAKESHORE DR #601 TEMPE AZ 85282 ",,"13946077",,"TROY SPENCER","1","1","Y","33.389783","-111.83563","POINT (-111.83563 33.389783)"
"BLD2017-00158","BLD2017-00158","7253 E POSADA AVE","7253","E","POSADA","AVE",,"6","2017-01-18T00:00:00.000","2017","Jan","2017-06-06T00:00:00.000","2017","Jun","2017","Finaled","NSFR PLAN #5530 FOR DESERT PLACE AT MORRISON RANCH. SINGLE STORY DWELLING. SINGLE STORY FRAME BUILT WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. FIRE SPRINKLER OPTION MST2013-00153.",,"RES","391463.27","Res (SFR) -- Single Family (Detached)","ASHTON WOODS CONSTRUCTION, LLC","6991 E CAMELBACK RD SUITE A-300 SCOTTSDALE AZ 85251 ",,"30417734",,"ASHTON WOODS ARIZONA LLC","1","1","Y","33.359201","-111.677534","POINT (-111.677534 33.359201)"
"BLD2015-07496","BLD2015-07496","2245 W ELLA ST","2245","W","ELLA","ST",,"3","2016-06-21T00:00:00.000","2016","Jun","2017-06-30T00:00:00.000","2017","Jun","2015","Issued","SUPER EXPEDITE: 4-STORY 31 UNIT APARTMENT BUILDING WITH B/S-1 ON FIRST FLOOR.  NONSEPARATED USE, 13 NFPA AND STANDPIPE REQUIRED AND DEFERRED SUBMITTALS.  FIRE ALARM DEFERRED.  STANDPIPES SHALL BE IN EACH STAIRWELL AND AT LOCATIONS PER IFC 905.  ","0","COM","4258030.77","Com (PJT) -- Commercial Buildings","CHASSE BUILDING TEAM INC","2400 W BROADWAY RD MESA AZ 85202 ","2017-06-30T00:00:00.000","13545138",,"DOUG MCCORD",,,"N","33.416205","-111.880402","POINT (-111.880402 33.416205)"
"BLD2016-01685","BLD2016-01685","3740 S SIGNAL BUTTE RD","3740","S","SIGNAL BUTTE","RD",,"6","2016-03-23T00:00:00.000","2016","Mar","2016-12-05T00:00:00.000","2016","Dec","2016","Finaled","PHASE 1 DATA HALL A & B FIRE PROTECTION STAND PIPE, 2-1/2"" CONNECTIONS, NITROGEN GENERATORS. ","230000","COM","0","Com (OTH) -- Renovations/Remodels","MORTENSON CONSTRUCTION","3100 W RAY RD STE 101 CHANDLER AZ 85226 ",,"30433005S",,"SHANNON FITZPATRICK",,,"N","33.347338","-111.601334","POINT (-111.601334 33.347338)"
"BLD2017-01534","BLD2017-01534","10326 E CORBIN AVE","10326","E","CORBIN","AVE",,"6","2017-03-16T00:00:00.000","2017","Mar","2017-09-07T00:00:00.000","2017","Sep","2017","Issued","RYLAND HOMES PLAN #207.1. NEW SINGLE FAMILY, SINGLE STORY HOME.SEE ADDENDUM MST2015-00123 FOR ROOF VENTING. SEE ADDENDUM MST2016-00212 FOR  ELIMINATED INTERIOR ARCHES IN MAIN HALLWAY.",,"RES","292949.68","Res (SFR) -- Single Family (Detached)","THE RYLAND GROUP INC","890 W ELLIOT ROAD, STE 101 GILBERT AZ 85233 ","2017-09-06T00:00:00.000","30494610",,"RYLAND HOMES","1","1","Y","33.33278","-111.61086","POINT (-111.61086 33.33278)"
"PMT17-01332","PMT17-01332","2136 W OLLA AVE MESA","2136","W","OLLA","AVE",,"3","2017-07-17T00:00:00.000","2017","Jul",,,,"2017","Finaled","PLUMBING PERMIT TO REPAIR GASLINE TO EXISTING SFR, TO BE INSTALLED PER 2006 IPC AND CITY OF MESA GAS REQUIREMENTS (OR SW GAS). GAS PRESSURE TEST REQUIRED. NO PLANS REQUIRED.","0","RES",,"Plumbing",,,,"30286547",,,,,"N","33.363568","-111.879717","POINT (-111.879717 33.363568)"
"BLD2015-06688","BLD2015-06688","2342 S BEVERLY ","2342","S","BEVERLY",,,"3","2016-12-01T00:00:00.000","2016","Dec",,,,"2015","Approved","EXPEDITED-CP0485WSIS - WOODGLEN PARK IRRIGATION SYSTEM IMPROVEMENTS. UTDATE THE IRRIGATION SYSTEM AT WOODGLEN PARK TO INCLUDE A NEW IRRIGATION PUMP, 6"" WATER METER (950 E. MEDINA AVE LD2), PARK SIGNS, CONTROLLER, VALVES, PIPING, TURF HEADS, AND LANDSCAPE DIP.  NEW 200A THREE PHASE ELECTRIC METER (950 W. MEDINA AVE TP1)",,"COM","0","Com (OTH) -- Plumbing","EARTHSCAPES","4640 E COTTON GIN LOOP PHOENIX AZ 85040 ",,"30204476",,"BRIAN BORDER",,,"N","33.372084","-111.854212","POINT (-111.854212 33.372084)"
"BLD2015-07512","BLD2015-07512","2202 W RIO SALADO PKWY","2202","W","RIO SALADO","PKWY",,"1","2016-01-21T00:00:00.000","2016","Jan",,,,"2015","Issued","EXPEDITED - WELD ADDITIONAL STEEL FOR BACK DROP FOR NEW DISPLAY ON 2ND STORY DECK ALONG FIRST BASELINE. ","15000","COM","0","Com (OTH) -- Non-Structural","REVOLUTION INDUSTRIAL","6793 W WILLIS RD  CHANDLER AZ 85226 ",,"13537905",,"JARROD GOODMAN",,,"N","33.429587","-111.878649","POINT (-111.878649 33.429587)"
"BLD2016-00643","BLD2016-00643","43 W 10TH DR","43","W","10TH","DR",,"4","2016-02-03T00:00:00.000","2016","Feb","2016-02-11T00:00:00.000","2016","Feb","2016","Finaled","ELECTRICAL PERMIT TO REPLACE 200AMP SERVICE LIKE FOR LIKE AT EXISTING SFR, TO BE INSTALLED PER 2005 NEC AND SRP SPECIFICATIONS. NO PLANS REQUIRED.","500","RES","0","Res (OTH) -- Electrical","MORE THAN ELECTRIC","15402 N 28TH  PHOENIX AZ 85032 ",,"13945043",,"MORE THAN ELECTRIC",,,"N","33.39612","-111.832898","POINT (-111.832898 33.39612)"
"BLD2017-00195","BLD2017-00195","6618 E RUSTIC DR","6618","E","RUSTIC","DR",,"5","2017-02-16T00:00:00.000","2017","Feb","2017-04-20T00:00:00.000","2017","Apr","2017","Finaled","ADDITION OF ATTACHED 17'-6"" X 8'-0"" AIR CONDITIONED CLOSET, SHINGLES OVER CONVENTIONALLY FRAMED ROOF OVER STUCCOED INSULATED BLOCK WALLS ON CONCRETE SLAB WITH MONOLITHIC FOOTING","0","RES","15771","Res (OTH) -- Additions",,"   ",,"14171062",,"MIKE POBIEGLO",,,"N","33.456141","-111.687843","POINT (-111.687843 33.456141)"
"BLD2015-07523","BLD2015-07523","11122 E TOPAZ AVE","11122","E","TOPAZ","AVE",,"6","2016-01-13T00:00:00.000","2016","Jan","2016-06-29T00:00:00.000","2016","Jun","2015","Issued","MASTER PLAN #4026-2.2. FOR BELLA VIA PARCEL 13.   TWO STORY SINGLE FAMILY RESIDENCE, WOOD FRAME CONSTRUCTION WITH FOUNDATION OPTIONS AND PARAPETS AT THE REAR PATIO. SEE ADDENDA MST2015-00099 FOR ADDING OF OPTIONAL PATIO.",,"RES","358344.34","Res (SFR) -- Single Family (Detached)","PULTE HOMES CORPORATION","16767 N PERIMETER DR SCOTTSDALE AZ 85260 ",,"31213441",,"PULTE HOMES CORPORATION","1","1","Y","33.317548","-111.593609","POINT (-111.593609 33.317548)"
"BLD2016-01709","BLD2016-01709","1014 S SIRRINE ","1014","S","SIRRINE",,,"4","2016-04-20T00:00:00.000","2016","Apr",,,,"2016","Issued","NEW UNDERGROUND SRP ELECTRIC PRIMARIES BEING INSTALLED; REPLACING OVERHEAD ELECTRICAL ON-SITE","200000","COM","0","Com (OTH) -- Electrical","SALLAWAY ENGINEERING CONTRACTORS","14415 E VALLEJO ST CHANDLER AZ 85249 ",,"13932041",,"PATRICK SALLAWAY",,,"N","33.396556","-111.827807","POINT (-111.827807 33.396556)"
"BLD2017-05150","BLD2017-05150","10651 E SEBRING AVE","10651","E","SEBRING","AVE",,"6","2017-10-09T00:00:00.000","2017","Oct",,,,"2017","Issued","MASTER PLAN #5022 EASTMARK DU 7N PARCEL 9. FRAME BUILT SINGLE STORY SINGLE FAMILY RESIDENCE WITH STUCCO FINISH, CONCRETE TILE ROOF OVER PRE-ENGINEERED WOOD ROOF TRUSSES. 4 BEDROOM. 3 CAR TANDEM GARAGE. ",,"RES","309137.5","Res (SFR) -- Single Family (Detached)","HSP ARIZONA INC","6710 N SCOTTSDALE RD SCOTTSDALE AZ 85253 ",,"30494351",,"CALATLANTIC HOMES OF ARIZONA, INC","1","1","Y","33.333176","-111.603645","POINT (-111.603645 33.333176)"
"PMT17-01377","PMT17-01377","1260 S LINDSAY RD 1 MESA","1260","S","LINDSAY","RD","1","3","2017-07-18T00:00:00.000","2017","Jul","2017-09-29T00:00:00.000","2017","Sep","2017","C of C Issued","BATHROOM REMODEL TO MOVE DRAIN - COLLECTED $280.80","0","RES",,"Renovations/Remodels",,,,"14060460",,,,,"N","33.39206","-111.772626","POINT (-111.772626 33.39206)"
"PMT17-01382","PMT17-01382","1809 E UNIVERSITY DR B MESA","1809","E","UNIVERSITY","DR","B","4","2017-07-18T00:00:00.000","2017","Jul",,,,"2017","Issued","C OF O - COLLECTED $228.80","0","COM",,"Other Commercial",,,,"13868003A",,,,,"N","33.422391","-111.792174","POINT (-111.792174 33.422391)"
"BLD2015-06846","BLD2015-06846","7035 E SOUTHERN AVE","7035","E","SOUTHERN","AVE",,"6","2016-01-05T00:00:00.000","2016","Jan","2016-05-04T00:00:00.000","2016","May","2015","Finaled","THE MODIFICATION IS TO INSTALL 3 RRHS (1 PER SECTOR) AND ADD 1 DC TRUNK TO THE EXISTING ANTENNA CONFIGURATION. INSTALL NEW ANCHOR ROD ASSEMBLY PER CROWN CASTLE STRUCTURAL DRAWINGS (ATTACHED 8.5X11). REFERENCE PLN2015-00417","15000","COM","0","Com (OTH) -- Communications Towers","BECHTEL COMMUNICATIONS","8323 W SHERMAN ST TOLLESON AZ 85353 ",,"21856415C",,"SMARTLINK, LLC / AT & T",,,"N","33.393081","-111.67897","POINT (-111.67897 33.393081)"
"BLD2015-06876","BLD2015-06876","234 S EXTENSION RD","234","S","EXTENSION","RD","104","4","2016-02-16T00:00:00.000","2016","Feb",,,,"2015","Issued","ADDENDA TO REMOVE GENERATOR SWITCH. NO INSPECTIONS REQUIRED.",,"COM","0","Com (OTH) -- Electrical","ALLY CONSTRUCTION","2340 W MONTEBELLO AVE PHOENIX AZ 85015 ",,"13406012",,"KIRO ARABYAN",,,"N","33.410588","-111.848658","POINT (-111.848658 33.410588)"
