"ident","sex","age","race","education","income","location","respondent_type","health_priority","other_priority"
"R_0lx1oaHR4hmIzip7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Upland","Resident","Obesity / Overweight",
"R_10JocHZlAaLDTmv1","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","Diabetes","Homelessness"
"R_1onhG5284iuOi0p5",,,,,,,"Resident",,
"R_10JocHZlAaLDTmv2","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","Suicide","Poverty"
"R_10JocHZlAaLDTmv3","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","Asthma","High Housing Costs (Purchase or Rental)"
"R_10JocHZlAaLDTmv4","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","High Blood Pressure","Domestic Violence"
"R_10JocHZlAaLDTmv5","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Gun Violence"
"R_10JocHZlAaLDTmv6","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","Poor Nutrition / Diet",
"R_10JocHZlAaLDTmv7","Female","44 to 64","Hispanic, Latino, or Spanish Origin (e.g. Mexican or Mexican American, Puerto Rican, Cuban, Salvadoran, Dominican, Colombian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","San Bernardino City","Resident","Obesity / Overweight",
"R_10NNfDiW2qn3PqY1","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","Not Having A Usual Source of Care","Property Crime"
"R_10NNfDiW2qn3PqY2","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","Low Physical Activity","Homelessness"
"R_10NNfDiW2qn3PqY3","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","Suicide","Unemployment / Underemployment"
"R_10NNfDiW2qn3PqY4","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","High Blood Pressure","High Housing Costs (Purchase or Rental)"
"R_10NNfDiW2qn3PqY5","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","Poor Dental Hygiene","Walkability / Bikability"
"R_10NNfDiW2qn3PqY6","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","Poor Nutrition / Diet",
"R_10NNfDiW2qn3PqY7","Female",,"Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Some College (Degree Not Complete)","Less than $24,999","Victorville","Resident","Obesity / Overweight",
"R_10ZrfQeFWqHpvqS1","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Delay In Access To Health Care","Homelessness"
"R_10ZrfQeFWqHpvqS2","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Not Having A Usual Source of Care","Poverty"
"R_10ZrfQeFWqHpvqS3","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Not Having Health Insurance Coverage","Domestic Violence"
"R_10ZrfQeFWqHpvqS4","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Low Physical Activity","Child Abuse"
"R_10ZrfQeFWqHpvqS5","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Teen Pregnancy","Walkability / Bikability"
"R_10ZrfQeFWqHpvqS6","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_10ZrfQeFWqHpvqS7","Male","44 to 64","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","San Bernardino City","Resident","Obesity / Overweight",
"R_110V9MNfrQpbL5E1","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","Delay In Access To Health Care","Property Crime"
"R_110V9MNfrQpbL5E2","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","Not Having Health Insurance Coverage","Homelessness"
"R_110V9MNfrQpbL5E3","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","Asthma","High Housing Costs (Purchase or Rental)"
"R_110V9MNfrQpbL5E4","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","High Blood Pressure","Poor Student-Teacher Ratios"
"R_110V9MNfrQpbL5E5","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","Cancer","Poor Public Transportation"
"R_110V9MNfrQpbL5E6","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use",
"R_110V9MNfrQpbL5E7","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$50,000 - $74,999","Apple Valley","Resident","Traffic Injuries",
"R_1onhG5284iuOi0p6",,,,,,,"Resident",,
"R_114ti3rFbMnqbA31","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","High Blood Pressure","Low Reading Levels"
"R_114ti3rFbMnqbA32","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","Cardivascular Disease (Heart Attacks, Etc.)","Homelessness"
"R_114ti3rFbMnqbA33","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","Cancer","Unemployment / Underemployment"
"R_114ti3rFbMnqbA34","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","Infant Mortality","Poverty"
"R_114ti3rFbMnqbA35","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","Stroke","High Housing Costs (Purchase or Rental)"
"R_114ti3rFbMnqbA36","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_114ti3rFbMnqbA37","Male","65 Years And Older","Black or African-American (e.g. Jamaican, Haitian, Nigerian, Ethiopian, Somalian, etc.)","Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Redlands","Resident","Obesity / Overweight",
"R_1173EDALcGCQLqT1","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident","Not Having Health Insurance Coverage","Unemployment / Underemployment"
"R_1173EDALcGCQLqT2","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident","Shortage of Health Professionals","Poverty"
"R_1173EDALcGCQLqT3","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident","Air Quality","Poor Educational Attainment"
"R_1173EDALcGCQLqT4","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","High Housing Costs (Purchase or Rental)"
"R_1173EDALcGCQLqT5","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Gun Violence"
"R_1173EDALcGCQLqT6","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident",,
"R_1173EDALcGCQLqT7","Male","18 to 43","White or Caucasian (e.g. Anglo, European, etc.)","Some College (Degree Not Complete)","$25,000 - $49,999","San Bernardino City","Resident",,
"R_11YOQAKVUJ8aDqu1","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Diabetes","Homelessness"
"R_11YOQAKVUJ8aDqu2","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Suicide","Unemployment / Underemployment"
"R_11YOQAKVUJ8aDqu3","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Cancer","Poverty"
"R_11YOQAKVUJ8aDqu4","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Sexually Transmitted Disease (STDs)","Child Abuse"
"R_11YOQAKVUJ8aDqu5","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Rape / Sexual Assault"
"R_11YOQAKVUJ8aDqu6","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Infant Mortality",
"R_11YOQAKVUJ8aDqu7","Female","18 to 43",,"Graduate or Professional Degree (e.g., MBA, MA, MS, PhD, MD, etc.)","$50,000 - $74,999","Adelanto","Resident","Obesity / Overweight",
"R_11iMVJyeNiMDs7I1",,,,,,,"Resident",,
"R_11iMVJyeNiMDs7I2",,,,,,,"Resident",,
"R_11iMVJyeNiMDs7I3",,,,,,,"Resident",,
"R_11iMVJyeNiMDs7I4",,,,,,,"Resident",,
"R_11iMVJyeNiMDs7I5",,,,,,,"Resident",,
"R_11iMVJyeNiMDs7I6",,,,,,,"Resident",,
"R_11iMVJyeNiMDs7I7",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ21",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ22",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ23",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ24",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ25",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ26",,,,,,,"Resident",,
"R_124GVL4Q6JwbvJ27",,,,,,,"Resident",,
"R_128Vkj2QRGMzice1","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident","Delay In Access To Health Care",
"R_128Vkj2QRGMzice2","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use",
"R_1KlOncW5qc9hZFr4","Female","18 to 43",,,,"San Bernardino City","Resident","Teen Pregnancy","High Housing Costs (Purchase or Rental)"
"R_128Vkj2QRGMzice3","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_128Vkj2QRGMzice4","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident","Traffic Injuries",
"R_128Vkj2QRGMzice5","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident",,
"R_128Vkj2QRGMzice6","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident",,
"R_128Vkj2QRGMzice7","Male","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","Undergraduate Degree","$75,000 - $99,999","San Bernardino City","Resident",,
"R_12EfJGOF0zPuwMy1","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Shortage of Health Professionals","Low Reading Levels"
"R_12EfJGOF0zPuwMy2","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Low Physical Activity","Traffic Injuries"
"R_12EfJGOF0zPuwMy3","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Smoking / Tobacco Use / Vaping / E-Cigarette Access & Use","Property Crime"
"R_12EfJGOF0zPuwMy4","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","Homelessness"
"R_12EfJGOF0zPuwMy5","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Mental Health Problems (Anxiety, Depression, Etc.)","Walkability / Bikability"
"R_12EfJGOF0zPuwMy6","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Poor Nutrition / Diet",
"R_12EfJGOF0zPuwMy7","Female","44 to 64","White or Caucasian (e.g. Anglo, European, etc.)","High School Diploma or Equivalent (e.g., GED)","$75,000 - $99,999","Hesperia","Resident","Obesity / Overweight",
"R_12JegHVwAx1OCfg1","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Not Having A Usual Source of Care","Property Crime"
"R_12JegHVwAx1OCfg2","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Shortage of Health Professionals","Homelessness"
"R_12JegHVwAx1OCfg3","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Diabetes","Unemployment / Underemployment"
"R_12JegHVwAx1OCfg4","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Limited Access To Healthy Foods","Poverty"
"R_12JegHVwAx1OCfg5","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Disabilities (Hearing Loss, Blindness, Etc.)","High Housing Costs (Purchase or Rental)"
"R_12JegHVwAx1OCfg6","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Mental Health Problems (Anxiety, Depression, Etc.)",
"R_12JegHVwAx1OCfg7","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","Less than $24,999","Ontario","Resident","Poor Nutrition / Diet",
"R_12Q54hXJxzdyPfR1","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$100,000 - $149,999","Ontario","Resident","Delay In Access To Health Care","Unemployment / Underemployment"
"R_12Q54hXJxzdyPfR2","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$100,000 - $149,999","Ontario","Resident","Shortage of Health Professionals","Poverty"
"R_12Q54hXJxzdyPfR3","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$100,000 - $149,999","Ontario","Resident","Low Physical Activity","Poor Educational Attainment"
"R_12Q54hXJxzdyPfR4","Male","18 to 43","Multiple Races or Biracial","Some College (Degree Not Complete)","$100,000 - $149,999","Ontario","Resident","Air Quality","Low College Readiness"
