"grantee_name","address_line_1","address_line_2","city","state","zip","state_of_vermont_granting_department","grant_number","grant_description","funding_source","cfda","start_date","end_date","award_amount","year","location_1"
"Brattleboro Retreat","PO Box 101",,"Brattleboro","VT","05302","Health","03420-A12059P","Substance Abuse Treatment Services","GC Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","205000.00","2012-01-01T00:00:00.000","
Brattleboro, VT 05302
(42.85464089600049, -72.55918592399962)"
"VSA Vermont Inc","The Woolen Mill","20 W Canal St Ste 7","Winooski","VT","05404","Children and Families","03440-31135-14-VSA","STARTS WITH THE ARTS","Federal Fund","93.575","2013-03-01T00:00:00.000","2013-12-31T00:00:00.000","15000.00","2013-01-01T00:00:00.000","
Winooski, VT 05404
(44.49460673600049, -73.18556626199967)"
"Windsor Northwest Supervisory Union","PO Box 395",,"Bethel","VT","05032","Education Agency","05100-3213S0501301","BEST FUNDS EFFECT POSITIVE OUTCOMES FOR STUDENTS AND SCHOOL PERSONNEL","Other Fund",,"2012-09-24T00:00:00.000","2013-06-30T00:00:00.000","2535.81","2013-01-01T00:00:00.000","
Bethel, VT 05032
(43.82268205100047, -72.64091982299965)"
"High Mowing Organic Seeds Inc","76 Quarry Rd",,"Wolcott","VT","05680","Agriculture, Food&Mrkts Agency","02200-SCBGP-8-3","Enhance the competitiveness of VT specialty crop producers","Federal Fund","10.170","2012-10-15T00:00:00.000","2015-06-30T00:00:00.000","11000.00","2013-01-01T00:00:00.000","
Wolcott, VT 05680
(44.5586781880005, -72.46972660599965)"
"Greater Burlington YMCA","266 College St",,"Burlington","VT","05401","Children and Families","03440-32328-13/14 SFG","EARLY CARE, ED. AND AFTERSCHOOL PROGRAMS","GC Fund",,"2013-01-01T00:00:00.000","2013-06-30T00:00:00.000","9615.21","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Boys & Girls Club of Burlington","62 Oak St",,"Burlington","VT","05401","Children and Families","03440-10087-12","Reach Up Work Placement","General Fund",,"2011-07-01T00:00:00.000","2012-09-30T00:00:00.000","50000.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Washington West Supervisory Union","1673 Main St Ste A",,"Waitsfield","VT","05673","Education Agency","05100-5555S0421201","TOBACCO USE PREVENTION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","17480.00","2012-01-01T00:00:00.000","
Waitsfield, VT 05673
(44.187662513000475, -72.83186977899965)"
"Woodnotch Farms Inc","245 Barnum Hill Rd",,"Shoreham","VT","05770","Agriculture, Food&Mrkts Agency","02200-ARM-FAP-2013-180","IMPLEMENT FARM AGRONOMIC PRACTICES ON FARM","General Fund",,"2013-04-01T00:00:00.000","2013-06-30T00:00:00.000","2640.00","2013-01-01T00:00:00.000","
Shoreham, VT 05770
(43.89356212500047, -73.31733724399965)"
"Franklin Northwest Supervisory Union","100 Robin Hood Drive Ste 2",,"Swanton","VT","05488","Education Agency","05100-5555S0211301","TOBACCO USE PREVENTION","Other Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","18250.00","2013-01-01T00:00:00.000","
Swanton, VT 05488
(44.921938027000465, -73.12694779299966)"
"Guilford Town Treasurer","Guilford Free Library","4024 Guilford Center Rd","Guilford","VT","05301","Libraries","01130_PL_FFY12-00053","FY12 Resource Sharing Grant","Federal Fund","45.310","2011-10-01T00:00:00.000","2012-09-30T00:00:00.000","55.00","2012-01-01T00:00:00.000","
Guilford, VT 05301
(42.84563370000046, -72.60088928699963)"
"Colchester Town School District","% Colchester Supervisory Union","PO Box 27","Colchester","VT","05446","Education Agency","05100-3213T0501201","BEST","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","8656.69","2012-01-01T00:00:00.000","
Colchester, VT 05446
(44.540659450000476, -73.19994822999968)"
"Lamoille County Natural Resources","109 Professional Dr Ste 2",,"Morrisville","VT","05661","Environmental Conservation","06140-WQ2011-319-07","Tree planting along stable stream reaches","Federal Fund","66.605","2012-01-25T00:00:00.000","2012-09-30T00:00:00.000","10800.00","2012-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"United Counseling Service of Bennington","PO Box 588",,"Bennington","VT","05201","Education Agency","05100-3243R1821201","EARLY EDUCATION INITIATIVE","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","30000.00","2012-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Vermont River Conservancy","29 Main St",,"Montpelier","VT","05602","Fish & Wildlife","06120WG20-12","Trail Campsite Stewardship Program & Nulhegan River InterpretiveTrail Project","Other Fund",,"2012-04-19T00:00:00.000","2013-01-11T00:00:00.000","5000.00","2012-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"New England Rural Health RoundTable","10 Benning St Box 184",,"W Lebanon","NH","03784","Health","03420-5859S","hrsa","Federal Fund","93.913","2011-09-01T00:00:00.000","2012-08-31T00:00:00.000","16000.00","2012-01-01T00:00:00.000","
W Lebanon, NH 03784
(43.64770433500047, -72.30644998899965)"
"Northeastern VT Regional Hospital Inc","Hospital Dr","PO Box 905","St Johnsbury","VT","05819","Health","03420-5816S","Hospital Preparedness","Federal Fund","93.889","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","28934.00","2012-01-01T00:00:00.000","
St Johnsbury, VT 05819
(44.42087633800048, -72.00629700999963)"
"Bethel Town Treasurer","PO Box 404",,"Bethel","VT","05032","Public Safety","02140-34001-001","2012 FEMA DR-4001","Federal Fund","97.039","2012-10-03T00:00:00.000","2015-07-18T00:00:00.000","224030.00","2013-01-01T00:00:00.000","
Bethel, VT 05032
(43.82268205100047, -72.64091982299965)"
"Orange Windsor Supervisory Union","3590 VT Rte 14",,"S Royalton","VT","05068","Education Agency","05100-3219S0301201","ACT 230","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","6003.55","2012-01-01T00:00:00.000","
S Royalton, VT 05068
(43.80529333900046, -72.51980713899962)"
"Pittsford Fire District No. 1","524 Orchard Hill",,"Pittsford","VT","05763","Environmental Conservation","06140-WPL-200","preliminary engineering and final design of booster pump improvements","Federal Fund","66.468","2012-06-28T00:00:00.000","2013-12-30T00:00:00.000","20066.00","2013-01-01T00:00:00.000","
Pittsford, VT 05763
(43.70720049500045, -73.00290657599965)"
"Vermont Public Television","204 Ethan Allen Avenue",,"Colchester","VT","05446","Fish & Wildlife","06120FY12203","Promote & Broadcast of a series of highly produced informational TV Programs.","Federal Fund","15.605","2011-10-11T00:00:00.000","2013-07-31T00:00:00.000","26250.00","2012-01-01T00:00:00.000","
Colchester, VT 05446
(44.540659450000476, -73.19994822999968)"
"Vermont Agency of Agriculture Food","116 State St Drawer 20",,"Montpelier","VT","05620-2901","Environmental Conservation","06140-VAAFM CIG","Match for the development of an agricultural water quality certainty program.","General Fund",,"2012-06-13T00:00:00.000","2015-06-30T00:00:00.000","25000.00","2012-01-01T00:00:00.000","
Montpelier, VT 05620-2901
(44.2607734390005, -72.57849806599967)"
"South Burlington City Treasurer","575 Dorset St",,"S Burlington","VT","05403","Corrections","03520-1241","Community Justice Center","General Fund",,"2011-07-08T00:00:00.000","2012-06-30T00:00:00.000","80000.00","2012-01-01T00:00:00.000","
S Burlington, VT 05403
(44.45198657800046, -73.17863597799965)"
"Washington Town Treasurer","2895 VT Rte 110",,"Washington","VT","05675","AOT Maintenance Headquarters","08131-FE0754","FEMA 4022 Disaster Town of Washington","Special Fund",,"2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","2912.08","2012-01-01T00:00:00.000","
Washington, VT 05675
(44.08657161500048, -72.42948750999966)"
"King Street Center, Inc.","PO Box 1615",,"Burlington","VT","05402","Children and Families","03440-28635-12-EAR10","Delinquency Prevention Program","Federal Fund","16.541","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Burlington, VT 05402
(44.48075920400049, -73.21366975699965)"
"Dummerston Town Treasurer","1523 Middle Rd",,"E Dummerston","VT","05346","Housing & Comm Development","07110-MP-2013-DUMMERSTON-00016","Municipal Plan and Zoning Amendment","Special Fund",,"2012-12-01T00:00:00.000","2014-05-16T00:00:00.000","8000.00","2013-01-01T00:00:00.000","
E Dummerston, VT 05346
(43.025060701000484, -72.52084994099965)"
"Rutland SW Superv Union","168 York St",,"Poultney","VT","05764","Education Agency","05100-5555S0381201","TOBACCO USE PREVENTION","Other Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","7000.00","2012-01-01T00:00:00.000","
Poultney, VT 05764
(43.52219016000049, -73.21596826499967)"
"Montpelier City School Dist","% Montpelier Sup Union","5 High School Dr Unit 1","Montpelier","VT","05602","Education Agency","05100-4651T1291301","TITLE II PART A TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","168165.30","2013-01-01T00:00:00.000","
Montpelier, VT 05602
(44.263391614000454, -72.58152794299963)"
"Utility Risk Management Corp","2038 Mountain Rd",,"Stowe","VT","05672","Labor","04100-1220NGN11","NextGen Grant","Special Fund",,"2012-01-01T00:00:00.000","2012-03-31T00:00:00.000","17250.00","2012-01-01T00:00:00.000","
Stowe, VT 05672
(44.47444591100049, -72.70055936799963)"
"Champlain Valley OEO","PO Box 1603",,"Burlington","VT","05402","Housing & Comm Development","07110-12-FIRST STOP PROGRAM","First Stop Program for mobile home park support","Federal Fund","14.239","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","60000.00","2012-01-01T00:00:00.000","
Burlington, VT 05402
(44.48075920400049, -73.21366975699965)"
"Burlington City School District","% Burlington Sup Union","150 Colchester Ave Ste 2","Burlington","VT","05401","Education Agency","05100-4757T0371201","SIG ARRA FOR INTEGRATED ARTS ACADEMY AT H.O. WHEELER","Federal Fund","84.388","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","209600.00","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Parent Child Center Inc","PO Box 646",,"Middlebury","VT","05753","Children and Families","03440-32368-11/12-SFG","Quality early care, education and afterschool programs","Federal Fund","93.575","2011-11-07T00:00:00.000","2012-12-31T00:00:00.000","35640.00","2012-01-01T00:00:00.000","
Middlebury, VT 05753
(44.00681034900049, -73.17264856099968)"
"Veterans Education and Research","PO Box 4655","215 North Main St B44 G106","White River Jct","VT","05001","Treasurer's Office","01260-2013V2","VT Veterans Fund","Other Fund",,"2012-10-31T00:00:00.000","2013-10-31T00:00:00.000","3900.00","2013-01-01T00:00:00.000","
White River Jct, VT 05001
(43.659852970000486, -72.34645879999965)"
"Lamoille Family Center","480 Cady's Falls Rd",,"Morrisville","VT","05661","Children and Families","03440-28502-12-AV11","Access & Visitation","Federal Fund","93.597","2011-10-01T00:00:00.000","2013-09-30T00:00:00.000","16400.00","2012-01-01T00:00:00.000","
Morrisville, VT 05661
(44.54626885200048, -72.60108915699965)"
"Rutland-Windsor Supervisory Union","8 High St",,"Ludlow","VT","05149","Education Agency","05100-4611S0391201","TITLE IV B 21ST CENTURY COMMUNITY LEARNING CENTERS","Federal Fund","84.287","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","93053.00","2012-01-01T00:00:00.000","
Ludlow, VT 05149
(43.41627196100046, -72.69694866799966)"
"Johnson Town School District","% Lamoille North Sup Union","95 Cricket Hill Rd","Hyde Park","VT","05655","Education Agency","05100-3243T1071201","EARLY EDUCATION INITIATIVE","General Fund",,"2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","15000.00","2012-01-01T00:00:00.000","
Hyde Park, VT 05655
(44.61892603400048, -72.58650731899962)"
"Gifford Medical Center Inc","General Accounting","PO Box 2000","Randolph","VT","05060","Health","03420-5800S","Community Assessments for Hospital Service Areas.","Federal Fund","93.507","2011-08-01T00:00:00.000","2012-07-31T00:00:00.000","5100.00","2012-01-01T00:00:00.000","
Randolph, VT 05060
(43.94916081600047, -72.66939698799968)"
"Bristol Town Treasurer","PO Box 249",,"Bristol","VT","05443","Environmental Conservation","06140-SWIP2012-17","To keep hazardous waste entering landfills/streams&promote/educate public recycling&composting.","Other Fund",,"2012-04-30T00:00:00.000","2013-04-15T00:00:00.000","2130.00","2012-01-01T00:00:00.000","
Bristol, VT 05443
(44.13926349700046, -73.04528775999967)"
"Chittenden Unit For Special","50 Cherry Street Ste 102",,"Burlington","VT","05401","State's Attorneys and Sheriffs","02130-2013-VTSIU-PS-01","CHITTENDEN UNIT FOR SPECIAL INVESTIGATIONS","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","35713.04","2013-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Burlington City Treasurer","City Hall Room 32","149 Church Street","Burlington","VT","05401","AOT Maintenance Headquarters","08131-FE0749","FEMA 4022 Disaster City of Burlington","Special Fund",,"2011-08-27T00:00:00.000","2013-03-01T00:00:00.000","825.05","2012-01-01T00:00:00.000","
Burlington, VT 05401
(44.47575810300049, -73.21083681399966)"
"Orange County Court Diversion Prog","PO Box 58",,"Chelsea","VT","05038","Attorney General's Office","02100-2100002000-FY2013-09","Court Diversion","General Fund",,"2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","75164.00","2013-01-01T00:00:00.000","
Chelsea, VT 05038
(43.992072091000466, -72.46657647699965)"
"Central Vermont Community Action","195 US Rte 302-Berlin",,"Barre","VT","05641","Children and Families","03440-10211-13-OR","SNAP","General Fund",,"2012-10-01T00:00:00.000","2013-09-30T00:00:00.000","18545.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Two Rivers-Ottauquechee Regional","128 King Farm Rd",,"Woodstock","VT","05091","Housing & Comm Development","07110-DR-IG-2012-TRORC-00008","Flood-Damaged Property Buy Out Program","Federal Fund","14.228","2012-12-04T00:00:00.000","2015-09-30T00:00:00.000","5862530.00","2013-01-01T00:00:00.000","
Woodstock, VT 05091
(43.6202916950005, -72.53962905499964)"
"Community Capital of Vermont","PO Box 342",,"Barre","VT","05641","Children and Families","03440-42146-13-CCVTLOAN","VT CONSUMER CREDIT BUILDER FUND & FINANCIAL EDUCATION PROGRAM","Federal Fund","93.569","2013-05-15T00:00:00.000","2014-12-31T00:00:00.000","35000.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Fletcher Allen Health Care","BAR - Professional Remits","PO Box 1063","Burlington","VT","054021063","Vermont Health Access","03410-6106-12","Congestive Heart Failure","GC Fund","93.778","2012-02-01T00:00:00.000","2013-08-31T00:00:00.000","115000.00","2012-01-01T00:00:00.000","
Burlington, VT 054021063
(44.48074802600047, -73.21366833099967)"
"Addison Northeast Supervisory Union","72 Munsill Ave Ste 101",,"Bristol","VT","05443","Education Agency","05100-4561S0011201","TITLE II A TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2011-07-01T00:00:00.000","2012-06-30T00:00:00.000","204961.20","2012-01-01T00:00:00.000","
Bristol, VT 05443
(44.13926349700046, -73.04528775999967)"
"Barre City Treasurer","6 North Main St Ste 2",,"Barre","VT","05641","Corrections","03520-1302","Community Justice Services","General Fund",,"2012-07-01T00:00:00.000","2014-06-30T00:00:00.000","180000.00","2013-01-01T00:00:00.000","
Barre, VT 05641
(44.196374249000485, -72.49216855999964)"
"Vermont Woodworking School, Inc","148 Main St",,"Cambridge","VT","05444","Agriculture, Food&Mrkts Agency","02200-WLEB-35","VT Woodworking School incubator space","Special Fund",,"2013-07-01T00:00:00.000","2014-12-31T00:00:00.000","50000.00","2013-01-01T00:00:00.000","
Cambridge, VT 05444
(44.64593893300048, -72.90143766199964)"
"Sharon Town Treasurer","PO Box 250",,"Sharon","VT","05065","Transportation Agency","08313-BC1263","THS40011--306 BC1263 Town of Sharon Highway Grants","Special Fund",,"2010-07-21T00:00:00.000","2013-07-21T00:00:00.000","45212.00","2013-01-01T00:00:00.000","
Sharon, VT 05065
(43.792831864000505, -72.42287875599965)"
"Southwest VT Regional Technical School","Attn Adult Education Program","321 Park St","Bennington","VT","05201","Housing & Comm Development","07110-VTP-CT-13-019","FY 13 VT Training Program grant","General Fund",,"2012-09-17T00:00:00.000","2013-05-31T00:00:00.000","2462.00","2013-01-01T00:00:00.000","
Bennington, VT 05201
(42.8814626140005, -73.19112786899967)"
"Springfield Town Treasurer","Springfield Town Library","43 Main Street","Springfield","VT","05156","Libraries","01130_SMITH_FY13-066","Performer's Grant","Special Fund",,"2013-02-01T00:00:00.000","2013-10-31T00:00:00.000","100.00","2013-01-01T00:00:00.000","
Springfield, VT 05156
(43.30748171400046, -72.47202945899966)"
"Newport Community Justice Center Inc","55 Seymore Lane",,"Newport","VT","05855","Corrections","03520-1315","Circles of Accountability - ReEntry","Other Fund",,"2012-10-15T00:00:00.000","2014-09-30T00:00:00.000","25000.00","2013-01-01T00:00:00.000","
Newport, VT 05855
(44.93800585800045, -72.19859826299967)"
"Washington South Supervisory Union","37 Cross St Unit 1",,"Northfield","VT","05663","Education Agency","05100-4651S0431301","TITLE II, PART A, TEACHER AND PRINCIPAL TRAINING AND RECRUITING FUND","Federal Fund","84.367","2012-07-01T00:00:00.000","2013-06-30T00:00:00.000","145665.83","2013-01-01T00:00:00.000","
Northfield, VT 05663
(44.144933729000456, -72.66461748299963)"
"Hinesburg Town Treasurer","10632 VT Route 115",,"Hinesburg","VT","05451-0501","Public Safety","02140-79152-516","FY09 State Homeland Security Grant Program","Federal Fund","97.067","2012-07-06T00:00:00.000","2012-09-30T00:00:00.000","12678.00","2013-01-01T00:00:00.000","
Hinesburg, VT 05451-0501
(44.508258743000454, -73.07899631199967)"
