"stop_no","agency","date_and_time","gender","sex","race","ethnicity","contact1","action_taken1","outcome1","misc_code1","street_address_of_stop","city","officer"
"818189","406","2020-05-14T10:41:00.000",,"F","W",,"M","NS","W","X","220 MAPLE ST","EXJ","50"
"818188","406","2020-05-14T10:43:00.000",,"F","W",,"M","NS","T","X","220 MAPLE ST","EXJ","50"
"818260","406","2020-05-15T07:57:00.000",,"M","W","NHIS","M","NS","T","X","161 PEARL ST","EXJ","50"
"818214","406","2020-05-15T08:25:00.000",,"F","W",,"M","NS","W","X","CASCADE ST & PARK ST","EXJ","49"
"818216","406","2020-05-15T08:35:00.000",,"F","W",,"M","NS","W","X","CASCADE ST & PARK ST","EXJ","49"
"818218","406","2020-05-15T08:55:00.000",,"M","B","AFR","M","NS","W","X","PARK ST & CASCADE ST","EXJ","49"
"818262","406","2020-05-15T09:52:00.000",,"F","W","NHIS","M","NS","T","X","MAIN ST & PLEASANT ST","EXJ","50"
"818351","406","2020-05-15T17:55:00.000",,"M","W",,"V","NS","T","X","SUSIE WILSON RD & DAVID DR","ESS","36"
"818266","406","2020-05-15T23:11:00.000",,"F","W","NHIS","M","NS","W","X","96 PEARL ST","EXJ","47"
"818265","406","2020-05-15T23:24:00.000",,"M","W","NHIS","M","NS","W","X","DALTON DR & ETHAN ALLEN AVE","ESS","47"
"818264","406","2020-05-16T01:16:00.000",,"M","B",,"M","NS","W","X","105 PEARL ST","EXJ","47"
"819424","406","2020-05-16T11:03:00.000",,"M","W",,"M","NS","W","X","BROWNS RIVER RD & PETTINGILL RD","ESS","12"
"818268","406","2020-05-16T14:00:00.000",,"M","W",,"M","NS","T","X","PARK ST & PEARL ST","EXJ","47"
"818270","406","2020-05-16T22:04:00.000",,"M","W","NHIS","E","NS","W","X","187 SAND HILL RD","ESS","47"
"818267","406","2020-05-16T23:18:00.000",,"M","W","NHIS","M","NS","W","X","CENTER RD & ESSEX WAY","ESS","41"
"818272","406","2020-05-17T18:36:00.000",,"F","W","NHIS","M","NS","W","X","vt rt 289; exit 9","ESS","47"
"818271","406","2020-05-17T22:23:00.000",,"M","W","NHIS","M","NS","W","X","217 SAND HILL RD","ESS","47"
"819425","406","2020-05-18T09:22:00.000",,"M","W","NHIS","M","NS","W","X","FORT PKWY & COLLEGE PKWY","COL","12"
"819426","406","2020-05-18T10:20:00.000",,"M","W",,"M","NS","W","X","104 MAPLE ST","EXJ","12"
"818371","406","2020-05-18T13:28:00.000",,"M","W","NHIS","M","NS","W","X","200 MAPLE ST","EXJ","50"
"818348","406","2020-05-18T16:37:00.000",,"M","W","NHIS","M","NS","W","X","vt rt 289; jug handle","ESS","47"
"H724348","406","2020-05-18T17:48:00.000","M","M","W",,"V","NS","W","X","MAIN / RAILROAD","EXJ","36"
"H724350","406","2020-05-18T17:48:00.000","M","M","W",,"M","NS","T","X","106 COLCHESTER ROAD","EXJ","36"
"818411","406","2020-05-18T17:54:00.000",,"F","W",,"M","NS","W","X","304 BROWNS RIVER RD","ESS","2"
"H724349","406","2020-05-18T17:58:00.000","M","M","W",,"M","NS","T","X","106 COLCHESTER ROAD","EXJ","36"
"818349","406","2020-05-18T18:14:00.000",,"F","W",,"M","NS","W","X","vt rt 289; exit 7","ESS","47"
"H724351","406","2020-05-18T19:22:00.000","F","F","W",,"M","NS","W","X","105 PEARL ST","EXJ","36"
"818347","406","2020-05-18T19:53:00.000",,"M","H",,"M","NS","W","X","154 COLCHESTER RD","ESS","41"
"818469","406","2020-05-19T08:00:00.000",,"M","W",,"M","NS","T","X","SUSIE WILSON BYP & SUSIE WILSON RD","ESS","49"
"818468","406","2020-05-19T08:35:00.000",,"F","W","NHIS","M","NS","W","X","BROWNS RIVER RD & WEED RD","ESS","49"
"819427","406","2020-05-19T09:04:00.000",,"M","W",,"M","NS","W","X","RIVER RD & GREENFIELD RD","ESS","12"
"818369","406","2020-05-19T09:19:00.000",,"M","W","NHIS","M","NS","W","X","COLCHESTER RD & PINECREST DR","ESS","50"
"819428","406","2020-05-19T09:51:00.000",,"M","W",,"M","NS","W","X","80 PINECREST DR","ESS","12"
"818370","406","2020-05-19T09:57:00.000",,"M","B","NHIS","M","NS","W","X","RIVER RD & GREENFIELD RD","ESS","50"
"818373","406","2020-05-19T13:01:00.000",,"F","W",,"M","NS","W","X","PEARL ST & W HILLCREST RD","EXJ","50"
"818375","406","2020-05-19T15:02:00.000",,"M","B","NHIS","I","NS","T","X","159 PEARL ST","EXJ","50"
"H724383","406","2020-05-19T17:11:00.000","F","F","W",,"M","NS","W","X","MAPLE ST / ELM ST","EXJ","36"
"818414","406","2020-05-19T17:48:00.000",,"F","W","NHIS","M","NS","W","X","2 ESSEX WAY","ESS","37"
"818409","406","2020-05-19T18:10:00.000",,"M","W",,"M","NS","T","X","i289 exit 9","ESS","36"
"H724388","406","2020-05-19T18:30:00.000","M","M","W",,"M","NS","T","X","EXIT 10","ESS","36"
"818410","406","2020-05-19T19:02:00.000",,"M","W","NHIS","M","NS","T","X","VT RT 289 MM8; I 289 MM8","ESS","2"
"H724385","406","2020-05-19T19:23:00.000","M","M","W",,"M","NS","T","X","COLLEGE PARKWAY / WOODSIDE DRIVE","ESS","36"
"818374","406","2020-05-19T21:53:00.000",,"M","W","NHIS","D","NS","W","X","JERICHO RD & SAND HILL RD","ESS","37"
"H724389","406","2020-05-19T22:27:00.000","M","M","B",,"M","NS","T","X","PEARL ST / SCHOOL ST","EXJ","36"
"H724392","406","2020-05-19T23:11:00.000","F","F","W",,"M","NS","W","X","EXIT 9","ESS","36"
"818408","406","2020-05-19T23:28:00.000",,"M","W","NHIS","M","NS","A","X","i289 exit 9","ESS","36"
"818467","406","2020-05-20T01:00:00.000",,"M","W","NHIS","M","NS","W","X","MAPLE ST EXT & MAPLE ST EXT","EXJ","49"
"819806","406","2020-05-20T09:00:00.000",,"M","W","NHIS","M","NS","T","X","MAPLE ST EXT & MAPLE ST EXT","EXJ","49"
"818484","406","2020-05-20T12:50:00.000",,"M","W",,"M","NS","T","X","290 OLD STAGE RD","ESS","49"
"818486","406","2020-05-20T12:52:00.000",,"M","W","NHIS","M","NS","W","X","PINECREST DR & COLCHESTER RD","ESS","50"
"818488","406","2020-05-20T13:45:00.000",,"M","W",,"M","NS","W","X","MAIN ST & PEARL ST","EXJ","49"
"818485","406","2020-05-20T15:06:00.000",,"M","W",,"M","NS","W","X","76 PEARL ST","EXJ","50"
"H724405","406","2020-05-20T16:45:00.000","M","M","W",,"M","NS","W","X","SUSIE WILOSON BYPASS","ESS","36"
"H724403","406","2020-05-20T16:58:00.000","M","M","W",,"M","NS","T","X","EXIT 9 WB","ESS","36"
"818483","406","2020-05-20T17:06:00.000",,"M","W",,"M","NS","T","X","COLCHESTER RD & SUSIE WILSON BYP","ESS","37"
"H724972","406","2020-05-20T18:16:00.000","M","M","W",,"M","NS","T","X","EXIT 9 EB","ESS","36"
"H724406","406","2020-05-20T18:34:00.000","M","M","W",,"V","NS","T","X","139 MAIN ST","ESS","36"
"818481","406","2020-05-20T18:41:00.000",,"F","W",,"M","NS","T","X","304 BROWNS RIVER RD","ESS","2"
"818489","406","2020-05-20T18:58:00.000",,"M","W","NHIS","V","NS","W","X","304 BROWNS RIVER RD","ESS","2"
"H724407","406","2020-05-20T19:06:00.000","M","M","W",,"V","NS","W","X","NEW ENGLAND DRIVE/FEDEX","EXJ","46"
"818487","406","2020-05-20T19:30:00.000",,"F","W","NHIS","M","NS","W","X","SUSIE WILSON BYP & COLCHESTER RD","ESS","37"
"H724402","406","2020-05-20T20:23:00.000","M","M","W",,"V","NS","T","X","LINCOLN ST / CENTRAL ST","EXJ","36"
"818524","406","2020-05-21T03:59:00.000",,"M","W","NHIS","M","NS","T","X","241 PEARL ST","EXJ","50"
"818552","406","2020-05-21T08:30:00.000",,"M","W",,"M","NS","T","X","LINCOLN ST & RED BARN RD","EXJ","49"
"818523","406","2020-05-21T10:13:00.000",,"M","W",,"M","NS","W","X","LINCOLN ST & CENTRAL ST","EXJ","50"
"H724426","406","2020-05-21T17:36:00.000","M","M","W",,"M","NS","W","X","76 LINCOLN ST","EXJ","36"
"H724412","406","2020-05-21T18:15:00.000","F","F","B",,"M","NS","W","X","PEARL ST / MAIN ST","EXJ","36"
"H724428","406","2020-05-21T18:28:00.000","F","F","W",,"V","NS","T","X","8 RAILROAD AVE","EXJ","36"
"818949","406","2020-05-22T13:30:00.000",,"M","W","NHIS","M","NS","W","X","399 OLD STAGE RD","ESS","29"
"818575","406","2020-05-22T14:05:00.000",,"M","W","NHIS","M","NS","T","X","PEARL ST & W HILLCREST RD","EXJ","49"
"818950","406","2020-05-22T14:20:00.000",,"F","W","NHIS","M","NS","W","X","90 PEARL ST","EXJ","29"
"818578","406","2020-05-22T17:36:00.000",,"M","W",,"M","NS","T","X","SUSIE WILSON BYP & COLCHESTER RD","ESS","47"
"818841","406","2020-05-23T12:46:00.000",,"M","W",,"M","NS","T","X","BROWNS RIVER RD & PETTINGILL RD","ESS","12"
"818625","406","2020-05-23T18:33:00.000",,"F","W",,"M","NS","W","X","PIONEER ST & PINECREST DR","ESS","47"
"818624","406","2020-05-23T18:50:00.000",,"M","W",,"M","NS","W","X","78 LINCOLN ST","EXJ","41"
"818627","406","2020-05-23T21:17:00.000",,"M","A","ASIA","M","NS","T","X","PEARL ST & PARK ST","EXJ","47"
"818626","406","2020-05-24T00:43:00.000",,"M","W","NHIS","M","NS","T","X","PEARL ST & SCHOOL ST","EXJ","47"
"818638","406","2020-05-24T18:38:00.000",,"F","W","NHIS","M","NS","W","X","MAPLE ST & CAMP ST","EXJ","47"
"818637","406","2020-05-24T21:12:00.000",,"M","W","NHIS","M","NS","W","X","196 COLCHESTER RD","ESS","47"
"818640","406","2020-05-24T21:20:00.000",,"M","W","NHIS","M","NS","W","X","MAPLE ST & CAMP ST","EXJ","23"
"818635","406","2020-05-24T22:03:00.000",,"M","W",,"V","NS","W","X","PEARL ST & S SUMMIT ST","EXJ","47"
"H724653","406","2020-05-25T04:12:00.000","M","M","W",,"M","NS","W","X","EXIT 10 EB","ESS","36"
"H724649","406","2020-05-25T04:53:00.000","M","M","W",,"M","NS","W","X","PARK ST / CASCADE","EXJ","36"
