"fiscal_year","eff_date","group","job_code","title","union","setid","range_a","range_b","range_c","min_a","max_a","min_b","max_b","min_c","max_c"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0933","Manager V","351","COMMN",,,,"56.5875","72.225","72.2375","83.6","83.6125","87.7875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN","03X","36F","36G","68.25","87.1","87.1125","100.8375","100.85","105.875"
"FY15-16","2015-07-01T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN","02M","83A","01B","103.6375","132.275","132.2875","153.125","153.1375","160.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9183","Deputy Dir I, MTA","351","SFMTA",,,,"69.15","88.2625","88.275","102.175","102.1875","107.275"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN",,,,"46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN","55L","55M","55N","51.325","65.5125","65.525","75.8375","75.85","79.625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN",,,,"69.7625","89.0375","89.05","103.0625","103.075","108.225"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9181","Manager VII, MTA","351","SFMTA","02U","50A","61A","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1166","Administrator, DPH","351","COMMN",,,,"92.175","117.6375","117.65","136.1875","136.2","143"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA","321","35R","35S","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN",,,,"65","82.95","82.9625","96.025","96.0375","100.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0931","Manager III","351","COMMN",,,,"49.8625","63.625","63.6375","73.6625","73.675","77.3375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1114","Senior Portfolio Manager","351","COMMN","5FC",,,"68.975","83.8375",,,,
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8580","Director,Juvenile Hall (SFERS)","351","COMMN","551","552","553","46.2","58.9625","58.975","68.25","68.2625","71.6625"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN","03V","369","36A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN","03M","36B","36C","65.8625","84.0625","84.075","97.3125","97.325","102.175"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8592","Chief Dep Adlt Prob Of (SFERS)","351","COMMN",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY15-16","2015-10-10T00:00:00.000","MTAM","9182","Manager VIII, MTA","351","SFMTA","02V","51A","62A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0923","Manager II","351","COMMN",,,,"45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1283","Dir Emp Relations Div","002","SFMTA","321","35R","35S","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN","54Y","54Z","550","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0963","Dept Head III","351","COMMN","025","81A","99A","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8586","Chf Prob Ofc, Juv Court (SFERS","351","COMMN","55B","55C","55D","74.8875","95.5875","95.6","110.65","110.6625","116.1875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN","03W","36D","36E","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1682","Controller","002","COMMN","57V","57W","57X","103.6375","132.275","132.2875","153.125","153.1375","160.7875"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8330","Director, Log Cabin Ranch","351","COMMN",,,,"42.225","53.8875","53.9","62.3875","62.4","65.5125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8576","Dir, Log Cabin Ranch (SFERS)","351","COMMN","54Y","54Z","550","45.7625","58.4","58.4125","67.6","67.6125","70.9875"
"FY14-15","2014-07-01T00:00:00.000","MTAM","9180","Manager VI, MTA","351","SFMTA","02T","49A","60A","57.7125","73.6625","73.675","85.2625","85.275","89.525"
"FY14-15","2014-07-01T00:00:00.000","MCCP Related","8556","Chf Distt Atty Inves (SFERS)","351","COMMN","54S","54T","54U","61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0965","Dept Head V","351","COMMN","02M","83A","01B","103.6375","132.275","132.2875","153.125","153.1375","160.7875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8518","Undersheriff (SFERS)","351","COMMN","54J","54K","54L","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","SFMTA",,,,"61.9","79.0125","79.025","91.4625","91.475","96.025"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0942","Manager VII","351","COMMN","02H","72A","90A","66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1115","Director","351","COMMN","5FD",,,"83.8375","101.9",,,,
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8438","Chief Deputy Adlt Probation Of","351","COMMN","03Y","35M","35N","52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9181","Manager VII, MTA","351","SFMTA",,,,"61.3125","78.25","78.2625","90.5875","90.6","95.125"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8584","Dir, Probation Svcs (SFERS)","351","COMMN",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8516","Assistant Sheriff (SFERS)","351","COMMN",,,,"70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY14-15","2014-10-11T00:00:00.000","MTAM","9190","Board Scty, MTA","351","SFMTA","02X","54A","65A","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY15-16","2015-07-01T00:00:00.000","MTAM","9179","Manager V, MTA","351","SFMTA","02S","48A","48B","55.0875","70.3","70.3125","81.375","81.3875","85.45"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9172","Manager II, MTA","351","SFMTA",,,,"42.625","54.4","54.4125","62.9875","63","66.1375"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8416","Director, Probation Services","351","COMMN","03U","36H","36J","44.3375","56.5875","56.6","65.5125","65.525","68.7875"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","8418","Chf Prob Ofc, Juv Court","351","COMMN","03V","369","36A","72.6125","92.675","92.6875","107.275","107.2875","112.65"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN","41A","36V","36W","83.35","106.3875","106.4","123.15","123.1625","129.3125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN","03X","36F","36G","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2014-03-29T00:00:00.000","MCCP","9187","Deputy Dir II, MTA","351","SFMTA",,,,"75.1","95.85","95.8625","110.9625","110.975","116.5125"
"FY15-16","2015-10-10T00:00:00.000","MCCP Related","1282","Manager,Employee Relations Div","002","COMMN","03K","36P","36Q","56.8875","72.6125","72.625","84.0625","84.075","88.2625"
"FY13-14","2014-01-04T00:00:00.000","MCCP Related","8436","Chief Adult Probation Officer","351","COMMN",,,,"65.6875","83.8375","83.85","97.05","97.0625","101.9"
"FY13-14","2014-01-04T00:00:00.000","MCCP","9190","Board Scty, MTA","351","SFMTA",,,,"52.975","67.6","67.6125","78.25","78.2625","82.175"
"FY14-15","2014-10-11T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN","022","78A","96A","77.3375","98.7","98.7125","114.2625","114.275","119.975"
"FY13-14","2014-03-29T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN",,,,"66.2875","84.6125","84.625","97.9375","97.95","102.8375"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","8148","Chf District Atty Investigator","351","COMMN",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","0903","Mayoral Staff XV","002","COMMN","03G","35Z","360","51.7125","66","66.0125","76.4","76.4125","80.225"
"FY14-15","2014-10-11T00:00:00.000","MCCP Related","8582","ACPO,JuvP, Juv Prob (SFERS)","351","COMMN","554","555","556","63.7625","81.375","81.3875","94.2125","94.225","98.9125"
"FY15-16","2015-10-10T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN","024","80A","98A","70.45","89.9125","89.925","104.0875","104.1","109.2875"
"FY13-14","2013-07-01T00:00:00.000","MCCP","9181","Manager VII, MTA","351","SFMTA",,,,"60.7375","77.5125","77.525","89.725","89.7375","94.2125"
"FY15-16","2015-07-01T00:00:00.000","MCCP Related","1293","Human Resources Director","002","COMMN","41A","36V","36W","83.35","106.3875","106.4","123.15","123.1625","129.3125"
"FY14-15","2014-07-01T00:00:00.000","MCCP","0955","Dep Dir V","351","COMMN","022","78A","96A","75.1","95.85","95.8625","110.9625","110.975","116.5125"
"FY13-14","2014-01-04T00:00:00.000","MCCP","0962","Dept Head II","351","COMMN",,,,"65.6875","83.8375","83.85","97.05","97.0625","101.9"
"FY13-14","2013-07-01T00:00:00.000","MCCP Related","1119","Chief Investment Officer","351","COMMN",,,,"106.9875","136.55","136.5625","158.075","158.0875","165.975"
"FY13-14","2013-07-01T00:00:00.000","MCCP","0952","Dep Dir II","351","COMMN",,,,"48.875","62.3875","62.4","72.225","72.2375","75.8375"
"FY13-14","2014-03-29T00:00:00.000","MCCP Related","8435","Div Director, Adult Probation","351","COMMN",,,,"43.075","54.9625","54.975","63.625","63.6375","66.8125"
