"fiscal_year","eff_date","job_code","title","union_code","setid","grade","biweekly_min","biweekly_max","extended_range","step_1","step_2","step_3","step_4","step_5","step_6","step_7","step_8","step_9","step_10","step_11","step_12","step_13","step_14","step_15","step_16","step_17","step_18","step_19","step_20"
"FY18-19","2018-07-01T00:00:00.000","2595","Senior Employee Assistance Counselor","021","COMMN","2595P","3462","4530","6","43.2750","45.4375","47.7000","50.0875","52.6000","53.9375","55.2250","56.6250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2595","Senior Employee Assistance Counselor","021","SFMTA","2595P","3462","4530","6","43.2750","45.4375","47.7000","50.0875","52.6000","53.9375","55.2250","56.6250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2598","Assistant Medical Examiner","164","COMMN","2598P","8580","12074",,"107.2500","112.6000","118.2625","124.1250","130.3625","136.8625","143.7125","150.9250",,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2604","Food Service Worker","250","COMMN","2604P","1742","2222",,"21.7750","22.8500","23.9875","25.1875","26.4500","27.7750",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2606","Senior Food Service Worker","250","COMMN","2606P","1828","2333",,"22.8500","23.9875","25.1875","26.4500","27.7750","29.1625",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2608","Supply Room Attendent","790","COMMN","2608P","1881","2288",,"23.5125","24.7000","25.9250","27.2250","28.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2618","Food Service Supervisor","790","COMMN","2618P","2254","2739",,"28.1750","29.5750","31.0500","32.6125","34.2375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2619","Senior Food Service Supervisor","790","COMMN","2619P","2484","3020",,"31.0500","32.6125","34.2375","35.9500","37.7500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2620","Food Service Manager Administrator","351","COMMN","2620P","2991","4007","6","37.3875","39.2500","41.2125","43.2750","45.4375","47.7000","50.0875",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2622","Dietetic Technician","250","COMMN","2622P","2116","2572",,"26.4500","27.7750","29.1625","30.6125","32.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2624","Dietitian","790","COMMN","2624P","3020","3671",,"37.7500","39.6375","41.6125","43.7000","45.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2626","Chief Dietitian","790","COMMN","2626P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2650","Assistant Cook","250","COMMN","2650P","1873","2275",,"23.4125","24.5750","25.8000","27.0875","28.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2654","Cook","250","COMMN","2654P","2333","2835",,"29.1625","30.6125","32.1500","33.7500","35.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2656","Chef","790","COMMN","2656P","2634","3202",,"32.9250","34.5750","36.3000","38.1125","40.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2706","Housekeeper/Food Service Cleaner","250","COMMN","2706P","1767","2147",,"22.0875","23.1750","24.3375","25.5625","26.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2706","Housekeeper/Food Service Cleaner","250","SFMTA","2706P","1767","2147",,"22.0875","23.1750","24.3375","25.5625","26.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2708","Custodian","790","COMMN","2708P","2011","2443",,"25.1375","26.4000","27.7125","29.1000","30.5375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2708","Custodian","790","SFMTA","2708P","2011","2443",,"25.1375","26.4000","27.7125","29.1000","30.5375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2716","Custodial Assistant Supervisor","790","COMMN","2716P","2211","2687",,"27.6375","29.0250","30.4625","31.9875","33.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2716","Custodial Assistant Supervisor","790","SFMTA","2716P","2211","2687",,"27.6375","29.0250","30.4625","31.9875","33.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2718","Custodial Supervisor","790","COMMN","2718P","2437","2963",,"30.4625","31.9875","33.5875","35.2750","37.0375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2718","Custodial Supervisor","790","SFMTA","2718P","2437","2963",,"30.4625","31.9875","33.5875","35.2750","37.0375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2719","Janitorial Services Assistant Supervisor","790","COMMN","2719P","2642","3212",,"33.0250","34.6625","36.4000","38.2125","40.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2719","Janitorial Services Assistant Supervisor","790","SFMTA","2719P","2642","3212",,"33.0250","34.6625","36.4000","38.2125","40.1500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2720","Janitorial Services Supervisor","790","COMMN","2720P","2687","3267",,"33.5875","35.2750","37.0375","38.9000","40.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2720","Janitorial Services Supervisor","790","SFMTA","2720P","2687","3267",,"33.5875","35.2750","37.0375","38.9000","40.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2736","Porter","250","COMMN","2736P","2011","2443",,"25.1375","26.4000","27.7125","29.1000","30.5375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2736","Porter","250","SFMTA","2736P","2011","2443",,"25.1375","26.4000","27.7125","29.1000","30.5375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2738","Porter Assistant Supervisor","250","COMMN","2738P","2211","2687",,"27.6375","29.0250","30.4625","31.9875","33.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2738","Porter Assistant Supervisor","250","SFMTA","2738P","2211","2687",,"27.6375","29.0250","30.4625","31.9875","33.5875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2740","Porter Supervisor I","790","COMMN","2740P","2437","2963",,"30.4625","31.9875","33.5875","35.2750","37.0375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2740","Porter Supervisor I","790","SFMTA","2740P","2437","2963",,"30.4625","31.9875","33.5875","35.2750","37.0375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2770","Senior Laundry Worker","250","COMMN","2770P","1952","2372",,"24.4000","25.6250","26.9000","28.2500","29.6500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2770","Senior Laundry Worker","250","SFMTA","2770P","1952","2372",,"24.4000","25.6250","26.9000","28.2500","29.6500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2785","Assistant General Services Manager","351","COMMN","2785P","2675","3583","6","33.4375","35.1000","36.8500","38.7000","40.6375","42.6625","44.7875",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2785","Assistant General Services Manager","351","SFMTA","2785P","2675","3583","6","33.4375","35.1000","36.8500","38.7000","40.6375","42.6625","44.7875",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2802","Epidemiologist I","021","COMMN","2802P","2871","3490",,"35.8875","37.6750","39.5500","41.5375","43.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2802","Epidemiologist I","021","SFMTA","2802P","2871","3490",,"35.8875","37.6750","39.5500","41.5375","43.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2803","Epidemiologist II","021","COMMN","2803P","3664","4453",,"45.8000","48.0875","50.4875","53.0250","55.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2803","Epidemiologist II","021","SFMTA","2803P","3664","4453",,"45.8000","48.0875","50.4875","53.0250","55.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2806","Disease Control Investigator","251","COMMN","2806P","2609","3171",,"32.6125","34.2375","35.9500","37.7500","39.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2806","Disease Control Investigator","251","SFMTA","2806P","2609","3171",,"32.6125","34.2375","35.9500","37.7500","39.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2808","Senior Disease Control Investigator","251","COMMN","2808P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2808","Senior Disease Control Investigator","251","SFMTA","2808P","2808","3413",,"35.1000","36.8500","38.7000","40.6375","42.6625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2810","Principal Disease Control Investigator","251","COMMN","2810P","3232","3928",,"40.4000","42.4250","44.5500","46.7750","49.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2810","Principal Disease Control Investigator","251","SFMTA","2810P","3232","3928",,"40.4000","42.4250","44.5500","46.7750","49.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2818","Health Program Planner","790","COMMN","2818P","3251","3951",,"40.6375","42.6625","44.7875","47.0375","49.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2818","Health Program Planner","790","SFMTA","2818P","3251","3951",,"40.6375","42.6625","44.7875","47.0375","49.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2819","Assistant Health Educator","021","COMMN","2819P","2885","3505",,"36.0625","37.8625","39.7500","41.7250","43.8125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2819","Assistant Health Educator","021","SFMTA","2819P","2885","3505",,"36.0625","37.8625","39.7500","41.7250","43.8125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2820","Senior Health Program Planner","790","COMMN","2820P","3763","4573",,"47.0375","49.3875","51.8500","54.4500","57.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2820","Senior Health Program Planner","790","SFMTA","2820P","3763","4573",,"47.0375","49.3875","51.8500","54.4500","57.1625",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2822","Health Educator","021","COMMN","2822P","3338","4059",,"41.7250","43.8125","46.0125","48.3125","50.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2822","Health Educator","021","SFMTA","2822P","3338","4059",,"41.7250","43.8125","46.0125","48.3125","50.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2825","Senior Health Educator","021","COMMN","2825P","3594","4368",,"44.9250","47.1750","49.5125","52.0000","54.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2825","Senior Health Educator","021","SFMTA","2825P","3594","4368",,"44.9250","47.1750","49.5125","52.0000","54.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2830","Public Health Nurse","791","COMMN","2830P","4907","6445",,"61.3375","63.2625","65.2500","67.1000","69.2000","71.3250","73.5250","75.8375","78.2000","80.5625",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2846","Nutritionist","021","COMMN","2846P","3338","4059",,"41.7250","43.8125","46.0125","48.3125","50.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2846","Nutritionist","021","SFMTA","2846P","3338","4059",,"41.7250","43.8125","46.0125","48.3125","50.7375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2903","Hospital Eligibility Worker","535","COMMN","2903P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2903","Hospital Eligibility Worker","535","SFMTA","2903P","2390","2904",,"29.8750","31.3625","32.9250","34.5750","36.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2904","Human Services Technician","535","COMMN","2904P","2328","2828",,"29.1000","30.5375","32.0750","33.6625","35.3500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2904","Human Services Technician","535","SFMTA","2904P","2328","2828",,"29.1000","30.5375","32.0750","33.6625","35.3500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2905","Human Services Agency Senior Eligibility Worker","535","COMMN","2905P","2167","3329",,"27.0875","28.4375","29.8750","31.3625","32.9250","34.5750","36.3000","38.1125","40.0250","41.6125",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2905","Human Services Agency Senior Eligibility Worker","535","SFMTA","2905P","2167","3329",,"27.0875","28.4375","29.8750","31.3625","32.9250","34.5750","36.3000","38.1125","40.0250","41.6125",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2907","Eligibility Worker Supervisor","535","COMMN","2907P","3036","3690",,"37.9500","39.8500","41.8500","43.9250","46.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2907","Eligibility Worker Supervisor","535","SFMTA","2907P","3036","3690",,"37.9500","39.8500","41.8500","43.9250","46.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2908","Senior Hospital Eligibility Worker","535","COMMN","2908P","2739","3329",,"34.2375","35.9500","37.7500","39.6375","41.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2908","Senior Hospital Eligibility Worker","535","SFMTA","2908P","2739","3329",,"34.2375","35.9500","37.7500","39.6375","41.6125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2909","Hospital Eligibility Worker Supervisor","535","COMMN","2909P","3348","4070",,"41.8500","43.9250","46.1250","48.4500","50.8750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2909","Hospital Eligibility Worker Supervisor","535","SFMTA","2909P","3348","4070",,"41.8500","43.9250","46.1250","48.4500","50.8750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2910","Social Worker","535","COMMN","2910P","2461","2991",,"30.7625","32.2875","33.9125","35.6125","37.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2910","Social Worker","535","SFMTA","2910P","2461","2991",,"30.7625","32.2875","33.9125","35.6125","37.3875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2912","Senior Social Worker","535","COMMN","2912P","2822","3431",,"35.2750","37.0375","38.9000","40.8375","42.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2912","Senior Social Worker","535","SFMTA","2912P","2822","3431",,"35.2750","37.0375","38.9000","40.8375","42.8875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2913","Program Specialist","535","COMMN","2913P","3036","3690",,"37.9500","39.8500","41.8500","43.9250","46.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2913","Program Specialist","535","SFMTA","2913P","3036","3690",,"37.9500","39.8500","41.8500","43.9250","46.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2914","Social Work Supervisor","535","COMMN","2914P","3171","3854",,"39.6375","41.6125","43.7000","45.8875","48.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2914","Social Work Supervisor","535","SFMTA","2914P","3171","3854",,"39.6375","41.6125","43.7000","45.8875","48.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2915","Program Specialist Supervisor","535","COMMN","2915P","3514","4273",,"43.9250","46.1250","48.4500","50.8750","53.4125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2915","Program Specialist Supervisor","535","SFMTA","2915P","3514","4273",,"43.9250","46.1250","48.4500","50.8750","53.4125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2916","Social Work Specialist","535","COMMN","2916P","3036","3690",,"37.9500","39.8500","41.8500","43.9250","46.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2916","Social Work Specialist","535","SFMTA","2916P","3036","3690",,"37.9500","39.8500","41.8500","43.9250","46.1250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2917","Program Support Analyst","535","COMMN","2917P","3727","4530",,"46.5875","48.9250","51.3625","53.9375","56.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2917","Program Support Analyst","535","SFMTA","2917P","3727","4530",,"46.5875","48.9250","51.3625","53.9375","56.6250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2918","Human Services Agency Social Worker","535","COMMN","2918P","2232","3431",,"27.9000","29.2875","30.7625","32.2875","33.9125","35.6125","37.3875","39.2500","41.2125","42.8875",,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2919","Child Care Specialist","790","COMMN","2919P","1767","2147",,"22.0875","23.1750","24.3375","25.5625","26.8375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2920","Medical Social Worker","790","COMMN","2920P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2920","Medical Social Worker","790","SFMTA","2920P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2922","Senior Medical Social Worker","790","COMMN","2922P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2922","Senior Medical Social Worker","790","SFMTA","2922P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2924","Medical Social Work Supervisor","021","COMMN","2924P","3706","4504",,"46.3250","48.6375","51.0750","53.6250","56.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2924","Medical Social Work Supervisor","021","SFMTA","2924P","3706","4504",,"46.3250","48.6375","51.0750","53.6250","56.3000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2930","Behavioral Health Clinician","790","COMMN","2930P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2930","Behavioral Health Clinician","790","SFMTA","2930P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2931","Marriage, Family And Child Counselor","790","COMMN","2931P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2931","Marriage, Family And Child Counselor","790","SFMTA","2931P","3317","4030",,"41.4625","43.5125","45.6875","47.9875","50.3750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2932","Senior Behavioral Health Clinician","790","COMMN","2932P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2932","Senior Behavioral Health Clinician","790","SFMTA","2932P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2933","Conservatorship/Case Management Supervisor","790","COMMN","2933P","3671","4462",,"45.8875","48.1750","50.5875","53.1250","55.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2933","Conservatorship/Case Management Supervisor","790","SFMTA","2933P","3671","4462",,"45.8875","48.1750","50.5875","53.1250","55.7750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2935","Senior Marriage, Family & Child Counselor","790","COMMN","2935P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2935","Senior Marriage, Family & Child Counselor","790","SFMTA","2935P","3462","4208",,"43.2750","45.4375","47.7000","50.0875","52.6000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2940","Protective Services Worker","535","COMMN","2940P","3317","4232",,"41.4625","43.5125","45.6875","47.9875","50.3750","52.9000",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2940","Protective Services Worker","535","SFMTA","2940P","3317","4232",,"41.4625","43.5125","45.6875","47.9875","50.3750","52.9000",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2944","Protective Services Supervisor","535","COMMN","2944P","3727","4758",,"46.5875","48.9250","51.3625","53.9375","56.6250","59.4750",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2944","Protective Services Supervisor","535","SFMTA","2944P","3727","4758",,"46.5875","48.9250","51.3625","53.9375","56.6250","59.4750",,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2948","Human Services Section Manager","535","COMMN","2948P","4188","5091",,"52.3500","54.9625","57.7125","60.6000","63.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2966","Welfare Fraud Investigator","965","COMMN","2966P","3540","4303",,"44.2500","46.4500","48.7875","51.2125","53.7875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2967","Supervising Welfare Fraud Investigator","965","COMMN","2967P","3847","4675",,"48.0875","50.4875","53.0250","55.6625","58.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2975","Citizens Complaint Officer","790","COMMN","2975P","2864","3481",,"35.8000","37.6000","39.4750","41.4625","43.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2975","Citizens Complaint Officer","790","SFMTA","2975P","2864","3481",,"35.8000","37.6000","39.4750","41.4625","43.5125",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2978","Contract Compliance Officer II","021","COMMN","2978P","4617","5614",,"57.7125","60.6000","63.6375","66.8250","70.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2978","Contract Compliance Officer II","021","SFMTA","2978P","4617","5614",,"57.7125","60.6000","63.6375","66.8250","70.1750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2982","Rent Board Supervisor","021","COMMN","2982P","3490","4242",,"43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2982","Rent Board Supervisor","021","SFMTA","2982P","3490","4242",,"43.6250","45.8000","48.0875","50.4875","53.0250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2991","Coordinator, Human Rights Commission","790","COMMN","2991P","3928","4774",,"49.1000","51.5625","54.1250","56.8375","59.6750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2991","Coordinator, Human Rights Commission","790","SFMTA","2991P","3928","4774",,"49.1000","51.5625","54.1250","56.8375","59.6750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2992","Contract Compliance Officer I","021","COMMN","2992P","3523","4282",,"44.0375","46.2375","48.5500","50.9750","53.5250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2992","Contract Compliance Officer I","021","SFMTA","2992P","3523","4282",,"44.0375","46.2375","48.5500","50.9750","53.5250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2996","Representative, Human Rights Commission","790","COMMN","2996P","3232","3928",,"40.4000","42.4250","44.5500","46.7750","49.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2996","Representative, Human Rights Commission","790","SFMTA","2996P","3232","3928",,"40.4000","42.4250","44.5500","46.7750","49.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2998","Representative, Commission On The Status of Women","790","COMMN","2998P","3290","3998",,"41.1250","43.1875","45.3375","47.6000","49.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","2998","Representative, Commission On The Status of Women","790","SFMTA","2998P","3290","3998",,"41.1250","43.1875","45.3375","47.6000","49.9750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3208","Pool Lifeguard","790","COMMN","3208P","1625","1625",,"20.3125",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3209","Swimming Instructor","790","COMMN","3209P","1824","1824",,"22.8000",,,,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3210","Swimming Instructor/Pool Lifeguard","790","COMMN","3210P","1947","2366",,"24.3375","25.5625","26.8375","28.1750","29.5750",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3213","Aquatics Facility Assistant Supervisor","790","COMMN","3213P","2045","2484",,"25.5625","26.8375","28.1750","29.5750","31.0500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3214","Senior Swimming Instructor","790","COMMN","3214P","2622","3188",,"32.7750","34.4250","36.1500","37.9500","39.8500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3215","Aquatics Facility Supervisor","790","COMMN","3215P","2675","3251",,"33.4375","35.1000","36.8500","38.7000","40.6375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3232","Marina Assistant","790","COMMN","3232P","2200","2675",,"27.5000","28.8750","30.3375","31.8375","33.4375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3233","Marina Associate Manager","351","COMMN","3233P","2484","3329","6","31.0500","32.6125","34.2375","35.9500","37.7500","39.6375","41.6125",,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3260","Crafts Instructor","790","COMMN","3260P","2178","2648",,"27.2250","28.6000","30.0250","31.5125","33.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3264","Camp Assistant","790","COMMN","3264P","1200","1335",,"15.0000","15.0000","15.1625","15.9125","16.6875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3278","Recreation Facility Assistant","790","COMMN","3278P","1273","1548",,"15.9125","16.7125","17.5500","18.4250","19.3500",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3279","Recreation Leader","790","COMMN","3279P","1403","2160",,"17.5375","20.2500","27.0000",,,,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3280","Assistant Recreation Director","790","COMMN","3280P","2050","2491",,"25.6250","26.9000","28.2500","29.6500","31.1375",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3283","Recreation Specialist","790","COMMN","3283P","2178","2648",,"27.2250","28.6000","30.0250","31.5125","33.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3284","Recreation Director","790","COMMN","3284P","2178","2648",,"27.2250","28.6000","30.0250","31.5125","33.1000",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3286","Recreation Coordinator","790","COMMN","3286P","2243","2727",,"28.0375","29.4625","30.9250","32.4750","34.0875",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3287","Assistant Recreation Supervisor","790","COMMN","3287P","3049","3706",,"38.1125","40.0250","42.0250","44.1250","46.3250",,,,,,,,,,,,,,,
"FY18-19","2018-07-01T00:00:00.000","3289","Recreation Supervisor","790","COMMN","3289P","3079","3742",,"38.4875","40.4000","42.4250","44.5500","46.7750",,,,,,,,,,,,,,,
