"record_id","client_record_id","program_area","activity_name","race_ethnicity","income_level","age_category","supervisor_district","fiscal_year"
"9792","9792","Access to Housing","Counseling","Black/African American","Extremely Low Income","65+","1","2015-16"
"9803","9792","Access to Housing","Applications for Affordable Rental Units","Black/African American","Extremely Low Income","65+","1","2015-16"
"9814","9814","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","65+","11","2015-16"
"9825","9825","Access to Housing","Counseling","White","Extremely Low Income","35-44","6","2015-16"
"9836","9836","Access to Housing","Counseling","Black/African American","Extremely Low Income","55-64","2","2015-16"
"9847","9847","Access to Housing","Counseling","Black/African American","Extremely Low Income","45-54","6","2015-16"
"9858","9858","Access to Housing","Counseling","Asian/Pacific Islander","Low Income","55-64","1","2015-16"
"9869","9858","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Low Income","55-64","1","2015-16"
"9880","9880","Access to Housing","Counseling","Asian/Pacific Islander","Extremely Low Income","45-54","11","2015-16"
"9891","9891","Sustainable Homeownership","Pre-Purchase Counseling / Group","Asian/Pacific Islander","Low Income","55-64","4","2015-16"
"9892","9880","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Extremely Low Income","45-54","11","2015-16"
"9903","9903","Access to Housing","Applications for Affordable Rental Units","Asian/Pacific Islander","Low Income","65+","10","2015-16"
"9914","9914","Access to Housing","Counseling","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"9925","9914","Access to Housing","Applications for Affordable Rental Units","Hispanic/Latino","Extremely Low Income","35-44","9","2015-16"
"9936","9936","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","16-24","1","2015-16"
"9947","9947","Access to Housing","Counseling","White","Extremely Low Income","55-64","10","2015-16"
"9958","9947","Access to Housing","Applications for Affordable Rental Units","White","Extremely Low Income","55-64","10","2015-16"
"9969","9969","Access to Housing","Counseling","Other","Extremely Low Income","45-54","11","2015-16"
"9980","9969","Access to Housing","Applications for Affordable Rental Units","Other","Extremely Low Income","45-54","11","2015-16"
