"landuse","blklot","nameaddr","entitled","beststat","bestdate","units","unitsnet","affordable","affordablenet","section415","aff_target","tenure_type","caseno","descript","dbidesc","total_gsf","net_gsf","cie_exist","cie","cienet","med_exist","med","mednet","mips_exist","mips","mipsnet","pdr_exist","pdr","pdrnet","ret_exist","ret","retnet","restaurant","restaurantnet","visit_exist","visit","visitnet","hotel_room_exist","hotel_room_prop","hotel_room_net","planner","sponsor","contact","contactph","pd","sd","pda_exist","pda_proposed","nhood_37","nhood_41","plans","zoning","height_bulk","sud","latitude","longitude","geocoded_column",":@computed_region_jwn9_ihcz",":@computed_region_6qbp_sg9q",":@computed_region_qgnn_b9vv",":@computed_region_26cr_cadq",":@computed_region_ajp5_b2md"
"Resident","4974008","758 JAMESTOWN AV","0","BP FILED","2016-12-28","3","3",,,,,,"2015-011475PRV","750V Jamestown Avenue (not 750 Jamestown) - (4974/008); Project Review meeting to discuss a subdivision of lots for three new single family dwellings.  The purpose of the meeting is to review proposed lot configuration and building massing.","ERECT A 3 STORY TYPE 5B SINGLE FAMILY DWELLING.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"EJARDINE",,"Gabirel Ng","415-682-8060","10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-1","40-X",,"37.71588693","-122.3894413","POINT (-122.3894413 37.71588693)","88","88","2","9","1"
"CIE","1771041","1555 IRVING ST","1","BP APPROVED","2017-01-06 11:15",,,,,,,,"2015-006386PRJ","CB3P enrolled. BPA-2016.0705.1590 approved 12/5/2016 and 7/21/2016 per NSR-2016K272387 recorded 6/10/2016 for 2015-006386CUA, and NSR-2016K272388 recorded 6/10/2016 for 2015-006386VAR, to implement Motion 19621: Conditional Use Authorization pursuant to Planning Code Sections 303, 121.2, 730.21, and 730.81 to allow a use size greater than 2,500 square-feet in order to authorize an approximately 9,416 square-feet Large Institutional use (d.b.a. Woodside International School for grades 9-12; previously used as a cosmetology school until the 1980s) on the first and second floors of an existing 6,698 square-feet two-story structure, with entire lot coverage, within the Inner Sunset Neighborhood Commercial District (NCD) and 40-X Height and Bulk District. The Project expands the partial second floor within the existing building volume by approximately 2,718 square-feet to accommodate additional classroom space and adds a new roof deck with stair penthouse access. The school?s classroom count will increase from 5 to 8 classrooms. The Zoning Administrator, per Section 305, also granted a request for Variances (2015-006386VAR) from Planning Code Sections 145.1(c)(3), (4), and (6), that require an active use within the first 25-feet of ground floor building depth and within the first 15-feet of second floor building depth, a minimum 10-foot ground floor-to-floor height, and minimum 60-percent transparency and fenestration; as well as a Variance from Section 155.2 for Class-1 bicycle parking spaces (18 of 32 spaces will be provided). 3 of 5 required street trees to be provided.","CHANGE OF USE FROM BEAUTY SCHOOL TO PRIVATE HIGH SCHOOL(LARGE INST'L USE). 2015-006386CUA & 2015-006386VAR. DEMO (E) INT. WALLS, ADD (N) WALLS, PROVIDE ACC. RESTRMS, 2(N) STAIRS & ELEVATOR. ACC. FRONT DRS. CONSTRUCT (N) ROOF DECK. PROVIDE 6 CLASS-2 BIKE P","9416","2718","6698","9416","2718","0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"CCLARKE",,,,"14 - Inner Sunset","5",,"Sunset Corridors and Forest Hill","Inner Sunset","Inner Sunset",,"NCD-INNER SUNSET","40-X",,"37.7634316","-122.474748","POINT (-122.474748 37.7634316)","109","109","10","11","14"
"Mixres","0494007","1818 LOMBARD ST","0","BP FILED","2016-06-07","4","2",,,,,,"2016-008710PRJ","EXTEND (E) OFFICE & RESIDENTIAL UNITS TO FRONT PROPERTY LINE. ENCLOSE (E) ROOF DECK & ADD (N) ROOF DECK ABOVE. RENOVATE (E) GARAGE & ADD BASEMENT & (2) LIVING UNITS ABOVE. BOTH UNITS WILL HAVE BATHROOM & KITCHENS. ** MAHER: N/A **","EXTEND (E) OFFICE & RESIDENTIAL UNITS TO FRONT PROPERTY LINE. ENCLOSE (E) ROOF DECK & ADD (N) ROOF DECK ABOVE. RENOVATE (E) GARAGE & ADD BASEMENT & (2) LIVING UNITS ABOVE. BOTH UNITS WILL HAVE BATHROOM & KITCHENS.
** MAHER: N/A **","1866","421","0",,,"0",,,"1445","1866","421","0",,,"0",,,,"0","0",,,,,,"CMAY","Arcsine",,"5104442410","2 - Marina","2",,"Lombard Street","Marina","Marina",,"NC-3","40-X",,"37.80070331","-122.4317151","POINT (-122.4317151 37.80070331)","17","17","4","6","13"
"Resident","5327027","1782 QUESADA AV","1","BP ISSUED","2018-10-12 9:04","2","2",,,,,,"2017-003299PRJ","TO ERECT 4 STORIES, 1 BASEMENT, TYPE VA, 2 UNITS RESIDENTIAL DWELLINGS.","TO ERECT 4 STORIES, 1 BASEMENT, TYPE VA, 2 UNITS RESIDENTIAL DWELLINGS.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"LIAJELLO","Studio 12 Architecture","Jeff Burris","415-503-0212","10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-2","40-X","3rd St Alcohol Restrict","37.73442321","-122.3928225","POINT (-122.3928225 37.73442321)","87","87","2","9","1"
"Resident","2609066","100 ALPINE TER","1","BP ISSUED","2017-07-05 14:12","1","1",,,,,,"2014-002093PRJ","Modify existing free-standing three-car garage structure. Add single-family dwelling above.","VERTICAL ADDITION. ADD 2-STORY TO EXISTING GARAGE CREATE NEW SINGLE FAMILY DWELLING.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"JHORN","Roma Design Group",,"415-616-9900","6 - Buena Vista","8",,"Central City Neighborhoods","Castro/Upper Market","Castro/Upper Market",,"RH-2","40-X",,"37.76889954","-122.4377641","POINT (-122.4377641 37.76889954)","112","112","7","5","5"
"Resident","2772042","513 EUREKA ST","0","BP Filed","2019-03-20","4","2",,"0",,,,,,"CONSTRUCT (2) ADU'S IN GARAGE PER ORDINANCE 162-17 IN RELIANCE ON AB-094.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"7 - Central","8",,,"Noe Valley","Noe Valley",,"RH-2","40-X",,"37.75402758","-122.437319","POINT (-122.437319 37.75402758)","84","84","3","5","22"
"Resident","6544021","660 CLIPPER ST","1","BP ISSUED","2018-11-08 10:16","30","6",,,,,,"2017-000605PRJ","ADDITION OF 3 NEW DWELLING UNITS TO BE BUILT WITHIN THE (E) ENVELOPE OF THE BUILDING PER ORDINANCE# 162-16.","ADDITION OF 6 NEW DWELLING UNITS TO BE BUILT WITHIN THE (E) ENVELOPE OF THE BUILDING PER ORDINANCE# 162-16.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"ESAMONSK","Angela Matt Architect Inc.",,"2133612483","7 - Central","8",,,"Noe Valley","Noe Valley",,"RH-2","40-X",,"37.74886866","-122.4390634","POINT (-122.4390634 37.74886866)","51","51","3","5","22"
"Resident","4031028","650 DE HARO ST","0","BP Filed","2018-01-05","2","1",,"0",,,,,,"LEGALIZE (E) 400 SF DWELLING UNIT AT 650A DE HARO ST(REAR BUILDING, LOWER UNIT) PER ORDINANCE 43-14.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"9 - South of Market","10","Eastern Neighborhoods","Eastern Neighborhoods","Potrero Hill","Potrero Hill","Showplace Square/Potrero Hill (EN)","RH-2","40-X",,"37.76159185","-122.4016304","POINT (-122.4016304 37.76159185)","54","54","2","9","26"
"MIPS","3788009A","144 TOWNSEND ST","1","PL APPROVED","2017-02-09",,,,,,,,"2015-017998PRJ","The proposal is a legalization of a change in use of approximately 42,510 square feet from self-storage facility to office use. New Signage (See BPA No. 201602190069)",,"42510","-2817","0",,,"0",,,"0","42510","39505","0",,,"0","0","-42322",,"0","0",,,,,,"RSUCRE","Reuben, Junius & Rose, LLP",,"4155679000","9 - South of Market","6","Eastern Neighborhoods","Eastern Neighborhoods","South of Market","Financial District/South Beach","East SoMa (EN); Central SoMa","CMUO","65-X","Central SoMa","37.78015133","-122.3919865","POINT (-122.3919865 37.78015133)","31","31","1","10","8"
"Resident","7079033","46 BEVERLY ST","0","BP Filed","2018-10-31","2","1",,"0",,,,,,"TO LEGALIZE GROUND FLR UNIT PER ORDINANCE 43-14 TO ADD A 2ND UNIT CONSISTING OF (N) KITCHEN, (N) LIV","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","11","19th Avenue","Balboa Park and Southwest Corridors","Ocean View","Oceanview/Merced/Ingleside",,"RH-1","40-X","Oceanview Large Residence","37.71695329","-122.4713474","POINT (-122.4713474 37.71695329)","65","65","10","1","24"
"Resident","5675001","180 CORTLAND AV","1","CONSTRUCTION","2019-06-19","2","1",,"0",,,,,,"DEVELOP NEW GROUND FLOOR UNIT TO RESTORE PREVIOUSLY REMOVED UPSTAIRS UNIT.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"11 - Bernal Heights","9","Mission-San Jose Corridor","J Church and Mission Corridor","Bernal Heights","Bernal Heights",,"RH-2","40-X","Bernal Heights","37.73962046","-122.4197953","POINT (-122.4197953 37.73962046)","61","61","9","2","2"
"Mixres","2402029","1333 TARAVAL ST","0","BP FILED","2017-01-17","1","0",,,,,,"2017-001502PRJ","HORIZONTAL ADDITION. ADD (N) (4) STORAGE & (2) (N) HALF BATHS ON 1ST FLR. CHANGE OF USE, CONVERT (E) 1ST FLR TO COMMERCIAL RETAIL.","HORIZONTAL ADDITION. ADD (N) (4) STORAGE & (2) (N) HALF BATHS ON 1ST FLR. CHANGE OF USE, CONVERT (E) 1ST FLR TO COMMERCIAL RETAIL.","2204","2204",,,,,,"0",,,"0",,,"0",,"2204","2204",,"0",,,"0",,,,"MPUTRA","Ice Design Inc.",,"6507416968","15 - Outer Sunset","4",,"Sunset Corridors and Forest Hill","Parkside","Sunset/Parkside",,"NCD-TARAVAL","65-A","Taraval Street Restaurant Subdistrict","37.74258737","-122.4805826","POINT (-122.4805826 37.74258737)","40","40","10","7","35"
"Resident","6706042","801 CONGO ST","0","BP Filed","2019-01-07","2","1",,"0",,,,,,"ADDITION OF ADU AS PER ORD# 95-17 W/ 1 BEDROOM, 1 KITHCHEN/LIVING ROOM & 1 BATHROOM.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","7",,,"Outer Mission","West of Twin Peaks",,"RH-1","40-X",,"37.73505103","-122.4409093","POINT (-122.4409093 37.73505103)","72","72","9","8","41"
"Mixres","5358005A","5118 - 5122 03RD ST","1","BP APPROVED","2018-03-13 16:07","6","6",,,,,,"2016-000790PRJ","DEMOLISH A 2 STORY BLDG (CHURCH + SINGLE DWELLING).  TO ERECT 4 STORIES OF 6 DWELLING UNIT.TYPE 5 CONSTRUCTION.","TO ERECT 4 STORIES OF 6 DWELLING UNIT.TYPE 5 CONSTRUCTION.","3343","193","0","2542","-608","0",,,"0",,,"0",,,"0","801","801",,"0","0",,,,,,"JSPEIRS",,"WU JUDY",,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","NC-3","40-X","Third Street; 3rd St Alcohol Restrict; Fringe Financial Services RUD","37.73203274","-122.3919743","POINT (-122.3919743 37.73203274)","87","87","2","9","1"
"Resident","0025024","888 NORTH POINT ST","1","BP ISSUED","2016-02-11 8:47","5","5",,,,,,"2014-003088PRJ","Demolish 9,523 sf commercial building portion and parking lot on the western side of the lot (3000 Larkin/898 North Point). Construct four-story-over-basement building containing five residences over 2,554 sf of ground-floor retail and seven below-grade parking spaces. Construct fire wall to separate the new building from the existing building on the eastern portion of the lot (884-888 North Point). No other changes to 884-888 North Point and no lot split.","CONTRUCT (N) 4-STORY MIXED-USED BUILDING (COMMERCIAL & RESIDENTIAL)","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,,"0",,,,,,"NFOSTER",,"Gabriel Ng",,"3 - Northeast","2","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Russian Hill","Russian Hill","Fisherman’s Wharf Public Realm Plan; Northeast Waterfront","C-2","40-X","Waterfront 2","37.80574545","-122.4218142","POINT (-122.4218142 37.80574545)","98","98","6","6","32"
"Resident","5524032","123 RIPLEY ST","0","BP FILED","2016-11-15","9","4",,,,,,"2016-014659PRJ","ADDITION OF (2)(N)UNITS PER ORD #162-16.","ADDITION OF (4)(N)UNITS PER ORD #162-16. (4)BEDROOM,(4)KITCHENS,(4)BATHROOMS. EXCAVATE (E) STORAGE & CRAWL SPACE IN NORTHSIDE OF BLDG. VOLUNTARY SEISMIC STRENGTHENING. ADD (N)SHEARWALLS, HOLDOWNS & FOUNDATION IN NORTHSIDE OF BLDG TO STRENGTHEN ALL (E) UNI","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"NKWIATKO","Mercury Engineering Group","Matthew Burket","4158260606","11 - Bernal Heights","9",,,"Bernal Heights","Bernal Heights",,"RH-2","40-X","Bernal Heights","37.74441927","-122.4124692","POINT (-122.4124692 37.74441927)","83","83","9","2","2"
"Mixres","0619012","1860 VAN NESS AV","1","CONSTRUCTION","2017-06-19","35","35","0","0","Fee Payment",,,"2004.0890","The proposed project is demolition of a gas station on a 8,960-gsf site at the corner of Van Ness Avenue and Washington Street and construction of a 8-story 58,065-gsf residential mixed-use structure with 35 dwelling units, and 35 parking spaces in two subsurface levels accessed from Washington Street, in the RC-4 District.  A 1,625-gsf ground-floor retail unit would face approximately half of the Van Ness Ave frontage, while a glazed residential corridor would wrap around Washington Street to Van Ness.  Former underground storage tanks (USTs) are certified as closed.","TO ERECT 8 STORIES, 35 DWELLING UNITS OF RESIDENTIAL & RETAIL STORE.","1625","1625","0",,,"0",,,"0",,,"0",,,"0","1625","1625",,,"0",,,,,,"SVELLVE","Tuija Catalano","Tuija Catalano","567-9000","3 - Northeast","3","Downtown-Van Ness-Geary","Downtown/Van Ness/Northeast Neighborhoods","Nob Hill","Russian Hill","Van Ness Corridor","RC-4","80-D","Van Ness","37.79291126","-122.4224138","POINT (-122.4224138 37.79291126)","105","105","4","3","32"
"Vacant","6955004","4680 - 4690 MISSION ST","0","PL Filed","2017-07-26",,"4",,"0",,,,"2017-009533PRJ","The proposed project is the demolition of walls and removal of (2) kitchens. Operation of storage and retail space on ground level and convert second floor existing office space to (4) dwelling units.",,"0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,"CCAMPBEL","Lezamark Building",,"6505765932","12 - South Central","11","Mission-San Jose Corridor","Balboa Park and Southwest Corridors","Outer Mission","Outer Mission","Ocean and Geneva Corridor Design Plan","NCD-EXCELSIOR","65-A","Fringe Financial Services RUD","37.72348954","-122.4360244","POINT (-122.4360244 37.72348954)","80","80","9","1","28"
"Resident","5319035","1961 OAKDALE AV","1","CONSTRUCTION","2019-05-28","2","2",,,,,,,,"TO ERECT 3 STORIES, NO BASEMENT, 2 RESIDENTIAL DWELLING UNITS.","0","0",,,,,,,,,,,,,,,,,"0",,,,,,,"DVU",,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RH-2","40-X",,"37.73817875","-122.3971881","POINT (-122.3971881 37.73817875)","87","87","2","9","1"
"Mixres","3571031","2070 FOLSOM ST","1","CONSTRUCTION","2019-06-06","127","127","127","127",,"50% AMI; 60% AMI;","Rental","2015-014715PRJ","Re-zoning of site from P to UMU. Construction of a new mixed-use 7-story building with ~109 units of affordable family housing along with community and building serving support services on the first and second floors, a ground floor cafe/retail space, and child development center.","MOHCD PROJECT ERECT 9 STORIES Type 1-B OF 127 DWELLING UNITS MIX USE (R-2, B, M, E, A-3).  Site plan only","16000","16000","0","5000","5000","0",,,"0","10000","10000","0",,,"0","1000","1000",,"0","0",,,,,,"KDURANDE","Y.A. Studio",,"4159201939","8 - Mission","9","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","UMU","85-X","Mission Alcohol Restrict; Fringe Financial Services RUD","37.76427126","-122.4157426","POINT (-122.4157426 37.76427126)","53","53","3","2","20"
"Resident","1091013","230 ANZA ST","0","BP FILED","2016-06-13","3","1",,,,,,"2016-005365PRJ","Proposed demolition of (E) two-family dwelling. Construction of (N) four story 3-family dwelling. Excavation to provide (N) basement level.CHANGE OF USE FROM R-3 TO R-2, INTERIOR REMODEL FOR ALL FLR. THREE STORY REAR HORIZONTAL ADDITION, 3RD AND 4TH FLR. VERTICAL ADDITION WITH ROOF DECK, EXCAVATE EARTH FOR NEW BASEMENT, INCREASE UNIT FROM 2 TO 3.","CHANGE OF USE FROM R-3 TO R-2, INTERIOR REMODEL FOR ALL FLR. THREE STORY REAR HORIZONTAL ADDITION, 3RD AND 4TH FLR. VERTICAL ADDITION WITH ROOF DECK, EXCAVATE EARTH FOR NEW BASEMENT, INCREASE UNIT FROM 2 TO 3.","0","0","0",,,"0",,,"0",,,"0",,,"0",,,,"0","0",,,,,,"MWOODS","Xie Arch Design","Xie Guan","4156523047","5 - Western Addition","1",,"Central City Neighborhoods","Inner Richmond","Lone Mountain/USF",,"RH-3","40-X",,"37.78105347","-122.4494124","POINT (-122.4494124 37.78105347)","12","12","7","4","18"
"Resident","3646023","3537 23RD ST","0","BP Filed","2019-01-07","2","1",,"0",,,,,,"2 story vertical addition & roof decks. Horizontal rear yard addition. provide new unit. 1ST UNIT at","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"8 - Mission","8","Eastern Neighborhoods","Eastern Neighborhoods","Mission","Mission","Mission (EN); Mission District Streetscape Plan","RH-3","40-X","Mission Alcohol Restrict; Fringe Financial Services RUD","37.75337222","-122.4222161","POINT (-122.4222161 37.75337222)","52","52","3","5","20"
"Resident","2635046","478 WARREN DR","1","BP ISSUED","2018-09-17 12:09","108","9",,,,,,"2017-005954PRJ","Addition of nine (9) new ADU's at ground floor parking level and within existing envelope. Existing building is 99 residential units.","ADD (9) (N) ADU's AT GROUND FLOOR PER ORD #162.16","0","0",,,,,,,,,,,,,,,,,,,,,,,,"MBOUDREA","Thousand Architects",,"4154972300","14 - Inner Sunset","7",,,"Inner Sunset","Inner Sunset",,"RM-4","40-X",,"37.75857966","-122.4621409","POINT (-122.4621409 37.75857966)","111","111","7","8","14"
"Resident","1255077","1333 WALLER ST","0","BP Filed","2019-06-10","2","1",,"0",,,,,,"CONVERSION OF (E) FAMILY RM AT GROUND FLR INTO A NEW ADU PER ADU ORDINANCE NO. 162-17. NEW ROOF DECK","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"6 - Buena Vista","5",,"Central City Neighborhoods","Haight Ashbury","Haight Ashbury","Haight Ashbury Public Realm Plan","RH-3","40-X",,"37.76897781","-122.4456614","POINT (-122.4456614 37.76897781)","25","25","7","11","3"
"Resident","2191014I","2106 27TH AV","0","BP Filed","2019-04-11","2","1",,"0",,,,,,"ADD UNIT @ 1ST FL PER ORDINCANCE 162-17, KITCHEN, LIVING ROOM AND 1 BEDROOM.","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"15 - Outer Sunset","4",,,"Outer Sunset","Sunset/Parkside",,"RH-1","40-X",,"37.74806774","-122.4843973","POINT (-122.4843973 37.74806774)","40","40","10","7","35"
"Resident","4624031","HUNTERS VIEW","1","CONSTRUCTION","2017-03-31","107","107","106","106",,,"Rental","2007.0168","The proposed project would demolish the 267 affordable housing units in 50 buildings and construct about 668 affordable units, 6,400 sq. ft. of retail, 739 parking spaces in 66 buildings. Buildings would range from two to five-stories 20 to 50 feet in height. The project would be about 1,241,500 gsf in size.","TO ERECT 4 STORIES, 15 UNITS RESIDENTIAL BUILDING.","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"10 - South Bayshore","10","Bayview/Hunters Point Shipyard/Candlestick Point","Bayview/Southeast Neighborhoods","Bayview","Bayview Hunters Point","Bayview Hunters Point","RM-1","40/65-X","Hunters View SUD","37.73518447","-122.3806299","POINT (-122.3806299 37.73518447)","86","86","2","9","1"
"Resident","0798003","837 FILLMORE ST","0","BP Filed","2018-09-19","9","1",,"0",,,,,,"UNDER ORD #162-16 CONVERT (E) COMMERCIAL SPACE TO RESIDENTIAL USE. SEISMIC RE TROFIT UNDER SEPARATE","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"5 - Western Addition","5",,"Central City Neighborhoods","Western Addition","Hayes Valley",,"RH-3","50-X",,"37.77723557","-122.4318421","POINT (-122.4318421 37.77723557)","23","23","4","11","9"
"Resident","2040013","1785 09TH AV","0","BP Filed","2018-09-04","3","1",,"0",,,,,,"UNIT LEGALIZATION ORD# 43-14. LEGALIZATION OF DWELLING UNIT INSTALLED W/O PERMIT. LEGALIZE (E) KITCH","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"14 - Inner Sunset","7",,,"Inner Sunset","Inner Sunset",,"RH-2","40-X",,"37.75503948","-122.4660125","POINT (-122.4660125 37.75503948)","44","44","10","8","14"
"Resident","7279010","139 LAKESHORE DR","1","BP ISSUED","2018-05-18 8:54","2","1",,"0",,,,,,"ADU ADDITION IN GROUND FLOOR OF (E) HOUSE PER STATE LAW. NO CHANGES TO (E) EXTERIOR FACADE & NO ADDE","0","0",,,"0",,,"0",,,"0",,,"0",,,"0",,"0",,,"0",,,,,,,,"13 - Ingleside","7",,,"Lakeshore","Sunset/Parkside",,"RH-1(D)","40-X",,"37.72955752","-122.4952375","POINT (-122.4952375 37.72955752)","43","43","10","8","35"
