"fund_type","study_area_code","company_name","carrier","latitude","longitude","deployment_address","deployment_city","deployment_state","deployment_zip_code","deployment_date","deployment_year","census_block","locations_obligation","locations_deployed","target_build_out","milestone_certification_date","speed_tier","technology","other_technology","latency","total_state_support"
"AK Plan","613015","MATANUSKA TELEPHONE ASSOCIATION, INC.","MATANUSKA TEL ASSOC","61.569672","-149.456411","480 W FALLEN LEAF CIR","WASILLA","AK","99654","2019-10-01T00:00:00.000","2019","021700009001018","39040","1",,,"50 Mbps/5 Mbps",,,,"18720342"
"CAF II","145115","CONSOLIDATED COMMUNICATIONS INC.","CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY","43.729618","-72.620269","6256 VT ROUTE 12","BARNARD","VT","05091","2019-01-01T00:00:00.000","2019","500279654003030","28399","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"8789364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7284729","-84.7963227","195 PONDEROSA DR","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","415214","AT&T INC.","SOUTHWESTERN BELL-KS","39.168748","-94.870289","12533 NELSON LN","KANSAS CITY","KS","66109","2016-12-31T00:00:00.000","2016","202090448031027","35375","1",,,"10 Mbps/1 Mbps",,,,"18942372"
"CAF II","442109","CONSOLIDATED COMMUNICATIONS, INC.","CONSOLIDATED COMM-TX","31.435607","-94.838677","490 PEACH TREE RD","CENTRAL","TX","75969","2016-12-01T00:00:00.000","2016","480050001011034","5088","1",,,"10 Mbps/1 Mbps",,,,"9648351"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.196065","-96.216377","3129 GOLDFINCH AVE","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670703002038","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","37.501520","-81.836880","778 WATT BRANCH ROAD","MOHAWK","WV","24862","2015-12-31T00:00:00.000","2015","540479539001010","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","43.187754","-71.585835","212 DUNBARTON RD","CONCORD","NH","03301","2015-01-01T00:00:00.000","2015","330130325002055","13131","1",,,"10 Mbps/1 Mbps",,,,"3546398"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.189112","-85.401019","2119 HASKINGSVILLE RD","GREENSBURG","KY","42743","2019-01-01T00:00:00.000","2019","210879304001011","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","34.841347","-114.613435","1500 5TH ST","NEEDLES","CA","92363","2015-12-31T00:00:00.000","2015","060710107002010","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.536679","-86.420527","653 WARREN PURCELL RD","LEITCHFIELD","KY","42754","2019-01-01T00:00:00.000","2019","210859507003019","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.55294300","-84.51180700","270 DUNN MAZIE RD","WILLIAMSTOWN","KY","41097","2019-10-04T00:00:00.000","2019","210819204002006","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","39.956297","-81.574987","9078 LUCASBURG RD","BYESVILLE","OH","43723","2016-10-07T00:00:00.000","2016","390599779002047","66592","1",,,"10 Mbps/1 Mbps",,,,"22927848"
"CAF II","200271","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-WV","38.580530","-81.663140","192 DAN SLATER HOLLOW","CHARLESTON","WV","25320","2015-12-31T00:00:00.000","2015","540390108011024","89190","1",,,"10 Mbps/1 Mbps",,,,"25768124"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.582693000","-84.441818000","488 ANTROBUS RD","PENDLETON COUNTY","KY","41003","2019-12-06T00:00:00.000","2019","211919302002049","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","541863","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER COMMUNICATIONS OF THE SOUTHWEST","33.604093","-117.165453","28340 KARA ST","MURRIETA","CA","92563","2015-12-31T00:00:00.000","2015","060650507001052","90224","1",,,"10 Mbps/1 Mbps",,,,"3933434"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","33.346090","-94.483950","942 COUNTY ROAD 4119","SIMMS","TX","75574","2019-01-01T00:00:00.000","2019","480370117001030","44580","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21260796"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","43.736736","-75.692622","2355 PITCHER RD","LOWVILLE","NY","13367","2019-12-20T00:00:00.000","2019","360499505002192","45610","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"17406372"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.757731","-85.724504","8954 BARDSTOWN RD","ELIZABETHTOWN","KY","42701","2019-01-01T00:00:00.000","2019","210930010021053","62070","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21576984"
"CAF II","125113","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.327204","-71.609228","118 SELAH VISTA DR","WHITEFIELD","NH","03598","2017-12-31T00:00:00.000","2017","330079511001045","13131","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"4376604"
"CAF II","320750","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER OF INDIANA","39.642378","-86.924481","4200 W COUNTY ROAD 125 S","GREENCASTLE","IN","46135","2017-10-19T00:00:00.000","2017","181339561002033","59894","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"22815084"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","43.647365","-75.938074","461 COUNTY ROUTE 15","LACONA","NY","13083","2015-12-31T00:00:00.000","2015","360750201002051","45610","1",,,"10 Mbps/1 Mbps",,,,"13782569"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.357187","-83.604293","1069 HICKORY FLAT RD","GILLSVILLE","GA","30543","2019-01-01T00:00:00.000","2019","130119703001028","64721","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"24867804"
"CAF II","522412","CONSOLIDATED COMMUNICATIONS INC.","ELLENSBURG TEL CO","46.996944","-120.669777","5500 WEAVER RD","ELLENSBURG","WA","98926","2019-01-01T00:00:00.000","2019","530379752002147","3191","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"1321008"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","39.842716","-80.211776","218 RANDY HOGE RD","WAYNESBURG","PA","15370","2019-11-15T00:00:00.000","2019","420599705022036","34807","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13001364"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","43.223111","-96.198463","2945A GRANT AVE","HULL","IA","51239","2019-12-31T00:00:00.000","2019","191670703002021","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","31.060780","-84.274190","464 MIZPAH RD","PELHAM","GA","31779","2019-11-15T00:00:00.000","2019","131319501002002","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","545170","AT&T INC.","PACIFIC BELL","36.879523","-120.147711","21856 AVENUE 9","MADERA","CA","93637","2019-12-31T00:00:00.000","2019","060390010004087","141540","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"60240432"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.403079","-85.471742","4281 OAK HILL RD","LYERLY","GA","30730","2019-01-01T00:00:00.000","2019","130550103003055","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.28159100","-84.91867700","28222 CHAPPELOW HILL RD","LOGAN TOWNSHIP","IN","47060","2019-01-25T00:00:00.000","2019","180290802021002","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","653700","PTI PACIFICA INC.","MICRONESIAN TELECOMM","14.959083","145.632875","TBD","TINIAN","MP","96952","2016-10-29T00:00:00.000","2016","691209501011006","11143","1",,,"10 Mbps/1 Mbps",,,,"2627172"
"CAF II","265182","AT&T INC.","SO CENTRAL BELL-KY","37.885934","-85.5392105","921 SAMUELS LOOP","COXS CREEK","KY","40013","2019-12-31T00:00:00.000","2019","211799302003021","84333","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"30962544"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.61051800","-84.62080500","705 SIMPSON RIDGE RD","GRANT COUNTY","KY","41097","2019-03-22T00:00:00.000","2019","210819203001075","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","504429","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-UT","37.225989","-109.296160","RED MESA RD SUBDIVISION","MONTEZUMA CREEK","UT","84534","2019-12-31T00:00:00.000","2019","490379420002126","5140","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2547048"
"CAF II","225192","AT&T INC.","SOUTHERN BELL-GA","31.238022","-82.640105","2053 DOLL BENNETT RD","MILLWOOD","GA","31552","2019-12-31T00:00:00.000","2019","132999502004071","67402","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"25345200"
"CAF II","290580","FRONTIER COMMUNICATIONS CORPORATION","CTZENS-FRNTR-VOL ST","36.245125","-88.906697","627 GAYLORD RD","SHARON","TN","38255","2015-12-31T00:00:00.000","2015","471839683001014","6458","1",,,"10 Mbps/1 Mbps",,,,"1707940"
"CAF II","235193","AT&T INC.","SOUTHERN BELL-NC","35.315708","-82.039064","106 APPLE DUMPLING WAY","RUTHERFORDTON","NC","28139","2019-12-31T00:00:00.000","2019","371619604002025","13139","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"3498888"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","33.051168","-94.380475","202 COUNTY ROAD 1244","LINDEN","TX","75563","2019-11-15T00:00:00.000","2019","480679506001085","44580","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"21260796"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.8455854","-84.7613641","80 JENNA DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021000","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.709630200","-84.96226330","639 RIVER VALLEY RUN","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012186","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","300615","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER NORTH, INC.","38.871476","-83.361502","5962 STATE ROUTE 781","PEEBLES","OH","45660","2015-12-31T00:00:00.000","2015","390017701004092","66592","1",,,"10 Mbps/1 Mbps",,,,"21210699"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.914237","-82.861852","29440 57TH DR","BRANFORD","FL","32008","2019-01-01T00:00:00.000","2019","121219706004043","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.872055","-82.948550","470 SE CALICO DR","BRANFORD","FL","32008","2019-01-01T00:00:00.000","2019","120679602004170","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","341037","CONSOLIDATED COMMUNICATIONS, INC.","IL CONSOLIDATED TEL","39.581178","-89.401323","1308 SPRINGFIELD RD","KINCAID","IL","62540","2016-12-01T00:00:00.000","2016","170219582001033","12079","1",,,"10 Mbps/1 Mbps",,,,"7061444"
"CAF II","315090","AT&T INC.","MICHIGAN BELL TEL CO","45.514287","-85.011989","4791 FISHER RD  UNIT  BLDG  FLR","HARBOR SPRINGS","MI","49740","2019-12-31T00:00:00.000","2019","260479703001094","86635","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"29750676"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","43.716426","-83.180028","5033 RESCUE RD","GAGETOWN","MI","48735","2019-10-09T00:00:00.000","2019","260639509004060","68512","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","330870","FRONTIER COMMUNICATIONS CORPORATION","RHINELNDER-FRONTIER","46.166587","-89.337425","6670 W BLACK OAK LAKE RD","LAND O LAKES","WI","54540","2015-12-31T00:00:00.000","2015","551259502001044","76735","1",,,"10 Mbps/1 Mbps",,,,"29965774"
"CAF II","401691","WINDSTREAM HOLDINGS, INC.","WINDSTREAM AR","36.232218","-93.016910","4129 EGER DR","HARRISON","AR","72601","2019-06-25T00:00:00.000","2019","050097903001021","32312","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13163784"
"CAF II","371568","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NE","40.821145","-96.588473","9821 WATERVIEW DR","LINCOLN","NE","68527","2019-01-01T00:00:00.000","2019","311090037171075","21560","1","80","2019-12-31T00:00:00.000","1 Gbps/500 Mbps",,,,"13591440"
"CAF II","105111","CONSOLIDATED COMMUNICATIONS INC.","NORTHERN NEW ENGLAND TELEPHONE OPERATIONS LLC","44.525822","-69.109612","428 VETERANS HWY","BROOKS","ME","04921","2019-01-01T00:00:00.000","2019","230270470002024","35500","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"13289220"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.75443600","-84.74644700","225 FLAT CREEK RD","GRANT COUNTY","KY","41035","2019-02-15T00:00:00.000","2019","210819201002020","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.728427400","-84.95571710","3820 KNOX LILLARD RD","GALLATIN COUNTY","KY","41083","2019-12-13T00:00:00.000","2019","210779601012159","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","285184","AT&T INC.","SO CENTRAL BELL-MS","34.67051447","-90.07188948","5742 VEAZEY RD","COLDWATER","MS","38618","2019-12-31T00:00:00.000","2019","281379503012039","133981","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"49772592"
"CAF II","310682","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-MICHIGAN","42.129894","-84.744090","4044 28 AND ONE HALF MILE RD","HOMER","MI","49245","2019-06-18T00:00:00.000","2019","260250031002072","68512","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21733860"
"CAF II","275183","AT&T INC.","SO CENTRAL BELL-LA","30.970342","-90.425041","17488 FUSSELL RD","KENTWOOD","LA","70444","2019-12-31T00:00:00.000","2019","221059532001015","74978","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"27907596"
"CAF II","340998","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-DEPUE","40.853425","-90.858122","202 SOUTH ST","BIGGSVILLE","IL","61418","2017-01-20T00:00:00.000","2017","170719734001081","56001","1","40","2017-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"31017504"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7895082","-84.6963295","195 LAKEVIEW DR","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021071","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","150072","FRONTIER COMMUNICATIONS CORPORATION","FRONTIER-AUSABLE VAL","43.448549","-74.468197","152 OXBOW RD","LAKE PLEASANT","NY","12108","2016-02-05T00:00:00.000","2016","360419505002207","45610","1",,,"10 Mbps/1 Mbps",,,,"17406372"
"CAF II","170176","WINDSTREAM HOLDINGS, INC.","WINDSTREAM PA","40.915861","-77.103243","365 SHUCK RD","MIFFLINBURG","PA","17844","2019-11-15T00:00:00.000","2019","421190902002133","34807","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"13001364"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7945535","-84.6954477","9967 HWY 16","GALLATIN COUNTY","KY","41092","2019-12-20T00:00:00.000","2019","210779601021072","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7256701","-84.8728983","160 LOWE RD","GALLATIN COUNTY","KY","41086","2019-12-20T00:00:00.000","2019","210779601012139","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","452172","FRONTIER COMMUNICATIONS CORPORATION","CITZENS-FRNTR-RURAL","34.435755","-110.621145","3460 CAREFREE RD","HEBER","AZ","85928","2016-12-22T00:00:00.000","2016","040179642011065","22768","1",,,"10 Mbps/1 Mbps",,,,"13281060"
"CAF II","421885","WINDSTREAM HOLDINGS, INC.","WINDSTREAM MO","38.063420","-92.292009","13 PEAR ORCHARD RD","IBERIA","MO","65486","2019-01-01T00:00:00.000","2019","291319625006105","27509","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"14187912"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","32.576292","-83.725942","4620 LAKEVIEW RD","FORT VALLEY","GA","31030","2019-01-01T00:00:00.000","2019","132250401011122","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.853387","-83.441624","239 TIGER TAIL TRL","TIGER","GA","30576","2019-01-01T00:00:00.000","2019","132419702011073","64721","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"24867804"
"CAF II","522412","CONSOLIDATED COMMUNICATIONS INC.","ELLENSBURG TEL CO","46.909211","-122.678396","12320 123RD AVE SE","RAINIER","WA","98576","2019-01-01T00:00:00.000","2019","530670125302000","3191","1","80","2019-12-31T00:00:00.000","25 Mbps/5 Mbps",,,,"1321008"
"ACAM","240527","HOME TEL CO","HOME TEL CO","33.271376","-80.118061","2065 HWY 6","PINOPOLIS","SC","29469","2019-02-28T00:00:00.000","2019","450150205032008","3198","1",,,"25 Mbps/3 Mbps",,,,"2279643.84"
"CAF II","300665","WINDSTREAM HOLDINGS, INC.","WINDSTREAM OH","40.002190","-80.897560","63248 GLENCOE RD","BELMONT","OH","43718","2019-01-01T00:00:00.000","2019","390130112001086","13073","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"4154268"
"CAF II","269690","WINDSTREAM HOLDINGS, INC.","WINDSTREAM LEXINGTON","37.464070","-85.926486","127 CASWELL RD","UPTON","KY","42784","2019-11-15T00:00:00.000","2019","210930016006022","62070","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21576984"
"CAF II","230476","WINDSTREAM HOLDINGS, INC.","WINDSTREAM NC","34.875804","-79.994000","1054 THOMAS RD","MORVEN","NC","28119","2019-01-01T00:00:00.000","2019","370079206003039","6988","1","80","2019-12-31T00:00:00.000","25 Mbps/3 Mbps",,,,"1952076"
"CAF II","225192","AT&T INC.","SOUTHERN BELL-GA","31.386479","-82.405626","257 SUNSET RD","WAYCROSS","GA","31503","2019-12-31T00:00:00.000","2019","132299603002051","67402","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"25345200"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.772084","-84.7719846","5480 HWY 16","GALLATIN COUNTY","KY","41095","2019-12-20T00:00:00.000","2019","210779601021065","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","210336","WINDSTREAM HOLDINGS, INC.","WINDSTREAM FL","29.860487","-82.567683","22410 NW 209TH TER","HIGH SPRINGS","FL","32643","2019-11-15T00:00:00.000","2019","120010018014100","17891","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"5236620"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","43.889504","-92.868793","73199 185TH AVE","HAYFIELD","MN","55940","2015-12-31T00:00:00.000","2015","270399504001065","46910","1",,,"10 Mbps/1 Mbps",,,,"26839288"
"CAF II","361123","FRONTIER COMMUNICATIONS CORPORATION","CITIZENS-FRONTIER-MN","45.346098","-92.823926","27441 NESTER AVE","LINDSTROM","MN","55045","2015-12-31T00:00:00.000","2015","270251106002047","46910","1",,,"10 Mbps/1 Mbps",,,,"26839288"
"CAF II","442147","WINDSTREAM HOLDINGS, INC.","WINDSTREAM SUGARLAND","28.983098","-95.761711","10473 COUNTY ROAD 321","SWEENY","TX","77480","2019-01-01T00:00:00.000","2019","480396628005017","44580","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"21260796"
"CAF II","351096","MUTUAL TELEPHONE COMPANY (IA)","HEARTLAND TELECOMMUNICATIONS COMPANY OF IOWA D/B/A PREMIER C","42.938450","-96.255880","2672 490TH ST","IRETON","IA","51027","2019-12-31T00:00:00.000","2019","191670703001147","2767","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2184036"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.7313179","-84.79326","1950 HWY 16","GALLATIN COUNTY","KY","41046","2019-12-20T00:00:00.000","2019","210779601011042","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","265061","CINCINNATI BELL INC.","CINCINNATI BELL-KY","38.716058600","-84.96436160","550 COUNTRY VIEW LN","GALLATIN COUNTY","KY","41045","2019-12-13T00:00:00.000","2019","210779601012159","6339","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"2034192"
"CAF II","305062","CINCINNATI BELL INC.","CINCINNATI BELL-OH","39.28482400","-84.92683800","28321 HAWK HILL LN","KELSO TOWNSHIP","IN","47060","2019-01-25T00:00:00.000","2019","180290802021032","745","1","80","2019-12-31T00:00:00.000","10 Mbps/1 Mbps",,,,"194940"
"CAF II","223037","WINDSTREAM HOLDINGS, INC.","WINDSTREAM GA COMM","34.736143","-84.078776","220 BLAINE DR","SUCHES","GA","30572","2019-01-01T00:00:00.000","2019","132910002011142","64721","1","80","2019-12-31T00:00:00.000","100 Mbps/20 Mbps",,,,"24867804"
