"entity_name","entity_number","entity_type","parent_entity_name","parent_entity_number","parent_entity_type","fcc_registration_number","status","fcc_form_498_form_number","fcc_form_498_status_date_time","form498_status","physical_address","physical_address_2","physical_city","physical_county","physical_state","physical_zipcode","physical_zipcode_ext","mailing_address","mailing_address_2","mailing_city","mailing_county","mailing_state","mailing_zipcode","mailing_zipcode_ext","phone_number","email","website_url","account_administrator_name","general_contact_name","latitude","longitude","user_entered_urban_rural_status","urban_rural_status","is_school_library_independent","private_school_district","public_school_district","esa_school_district","charter_school_district","c2_student_count_reporting_type","c2_district_student_count","c2_school_student_count","main_library_branch_school_district_name","main_library_branch_school_district_number","private_library_system","public_library_system","esa_consortium","non_profit_purchasing_group","state_wide","state_education_agency","state_library_agency_consortium","other_state_agency","fscs_key","fscs_seq","locale_code","square_footage","academic","bookmobile","kiosk","main_branch","new_construction_library","private_library","public_library","research","state_library_agency_library","tribal_library","state_school_code","state_lea_code","nces_public_state_code","nces_public_district_code","nces_public_building_code","nces_private_school_id","number_of_full_time_students","total_number_of_part_time_students","peak_number_of_part_time_students","number_of_nslp_students","community_eligibility_program_cep","cep_percentage","alternative_discount_method","does_this_organization_have_an_endowment","bie","charter_school","dormitory","esa_school","esa_school_district_with_no_schools","head_start","juvenile_justice","new_construction_school","pre_k","private_school","public_school","tribal_school","adult_education","swing_space","detention_center","general_use_school","entity_last_modified_by","last_updated_date"
"Adrian Wilcox High School","109860","School","Santa Clara Unif School Dist","144304","School District","0012723086","Active",,,,"3250 Monroe St",,"Santa Clara","Santa Clara","CA","95051","1153","3250 Monroe St",,"Santa Clara","Santa Clara","CA","95051","1153","408-554-6300",,,"Joe Zeligs",,"37.366723","-121.986237","Urban",,"No","No","No","No","No","A number for each school in the district",,"1974",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","43696744338802",,,,,,"1974","0","0","704","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-08-20T11:46:00.000"
"Oliver Wendell Holmes Ms","102493","School","Los Angeles Unified School District","143454","School District","0012764791","Active",,,,"9351 Paso Robles Ave",,"Northridge","Los Angeles","CA","91325","2528","9351 Paso Robles Ave",,"Northridge","Los Angeles","CA","91325","2528","818-886-3404","email@notprovided.com",,"Christian Ramos",,"34.240586","-118.506366","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"1268","0","0","917","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-06T22:05:00.000"
"Mullica Township School District - Business Office","17026467","Non-Instructional Facility (Nif)","Mullica Township School Dist","123355","School District",,"Active",,,,"500 Elwood Road",,"Elwood","Atlantic","NJ","08217",,"P.O. Box 318",,"Elwood","Atlantic County","NJ","08217",,"609-561-3868",,,"Karen Gfroehrer",,"38.990089","-74.95251",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2020-11-19T15:14:00.000"
"Susan B. Kilmer Branch Library","205232","Library","St Lucie County Library System","127893","Library System",,"Active",,,,"101 Melody Lane",,"Fort Pierce",,"FL","34950",,"101 Melody Lane",,"Fort Pierce",,"FL","34950",,"772-462-1615","millerra@stlucieco.org","http://www.stlucieco.gov/departments-services/a-z/library","Randall Miller",,"27.448327","-80.322198","Urban",,"No","No","No","No","No",,,,"ST LUCIE COUNTY SCHOOL DIST","127892","No","No","No","No","No","No","No","No",,,,"23000","No","No","No","Yes","No","No","Yes","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","millerra@stlucieco.org","2022-01-31T16:22:00.000"
"Crestview Elementary School","86639","School","New Boston Indep Sch District","140652","School District","0013241914","Active",,,,"604 N Mccoy Blvd",,"New Boston","Bowie","TX","75570","2314","604 N Mccoy Blvd",,"New Boston","Bowie","TX","75570","2314","903-628-6521",,,"Timothy Williams",,"33.4691543","-94.40682029999999","Rural","Rural","No","No","No","No","No","A number for each school in the district",,"591",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"591","0","0","372","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-12-07T13:27:00.000"
"East Kingston Elem School","3671","School","School Administrative Unit 16","121250","School District",,"Active",,,,"5 Andrews Ln",,"East Kingston","Rockingham","NH","03827","2101","5 Andrews Ln",,"East Kingston","Rockingham","NH","03827","2101","603-642-3511","samacdonald@sau16.org",,"Esther Asbell",,"42.915867","-70.991092","Rural",,"No","No","No","No","No","A number for each school in the district",,"122",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","20565",,,,,,"122","0","0","5","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","amiguel@erateportal.com","2020-11-19T16:35:00.000"
"Steel Valley Cog Ii Hs Classroom","16041689","Non-Instructional Facility (Nif)",,,,,"Closed",,,,"Council Of Governments Building","1705 Maple Avenue, Room 103","Homestead","Allegheny","PA","15120",,"475 East Waterfront Drive","1705 Maple Avenue, Room 103","Homestead","Allegheny","PA","15120","1144","412-394-5700",,,,,"40.40813","-79.91513",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","lisa.reyes@usac.org","2021-01-14T16:39:00.000"
"Dearborn Street Elementary Sch","102494","School","Los Angeles Unified School District","143454","School District","0012770152","Active",,,,"9240 Wish Ave",,"Northridge","Los Angeles","CA","91325","2533","9240 Wish Ave",,"Northridge","Los Angeles","CA","91325","2533","818-349-4381","email@notprovided.com",,"Christian Ramos",,"34.238287","-118.507649","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"513","0","0","297","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","margaret.g.smith@lausd.net","2021-12-06T22:07:00.000"
"Condon School District 25 J","145107","School District","North Central Ed Service Dist","145108","Consortium","0013011689","Active",,,,"210 E. Bayard",,"Condon","Gilliam","OR","97823",,"210 E. Bayard",,"Condon","Gilliam","OR","97823",,"541-384-2581",,,"Brian Schimel","Brian Schimel","45.230794","-120.18295",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","bschimel@condon.k12.or.us","2022-08-25T16:17:00.000"
"Northgate Bellevue Pre-K Classroom","16057752","Non-Instructional Facility (Nif)",,,,,"Closed",,,,"435 Lincoln Ave",,"Pittsburgh","Allegheny","PA","15202",,"435 Lincoln Ave",,"Pittsburgh","Allegheny","PA","15202",,"412-459-0280",,,,,"40.494253","-80.054381",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","No","No","lisa.reyes@usac.org","2021-01-14T16:05:00.000"
"Maureen Joy Charter School","209694","School","Nc Dept Of Public Instruction","231411","Consortium","0012802237","Active","443010576","2016-08-25T11:10:00.000","Approved","107 S Driver St",,"Durham","Durham","NC","27703","4133","107 S Driver St",,"Durham","Durham","NC","27703","4133","919-908-1600","ogaines@joycharter.org","joycharter.org","Oni Gaines","Mark Bailey","35.985048","-78.87699","Urban","Urban","Yes","No","No","No","No",,,"641",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","32A","32A","32","32",,,"641","0","0","568","No",,"Survey",,"No","Yes","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mbailey@joycharter.org","2022-07-21T11:20:00.000"
"Library To Go","17026462","Library","Catawba County Library","127061","Library System",,"Active",,,,"115 West C Street",,"Newton","Catawba","NC","28658",,"115 West C Street",,"Newton","Catawba","NC","28658",,"828-465-9489",,,"Regina Reitzel",,"35.661454","-81.224713","Urban",,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,"104","No","Yes","No","No","No","No","Yes","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2020-11-19T12:59:00.000"
"Administration Office","17026464","Non-Instructional Facility (Nif)","Eastampton Twp School District","123238","School District",,"Active",,,,"1 Student Drive",,"Eastampton Twp","Burlington","NJ","08060",,"1 Student Drive",,"Eastampton Twp","Burlington","NJ","08060",,"609-267-9172",,,"Marian Smith",,"39.999356","-74.755273",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2020-11-19T14:54:00.000"
"Main Street Elementary School","3673","School","School Administrative Unit 16","121250","School District",,"Active",,,,"40 Main St",,"Exeter","Rockingham","NH","03833","2411","40 Main St",,"Exeter","Rockingham","NH","03833","2411","603-778-7772",,,"Esther Asbell",,"42.981655","-70.954497","Urban",,"No","No","No","No","No","A number for each school in the district",,"424",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"424","0","0","36","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","amiguel@erateportal.com","2020-11-19T16:40:00.000"
"Novi Woods Elementary School","55632","School","Novi Community School District","130998","School District","0012024618","Active",,,,"25195 Taft Rd",,"Novi","Oakland","MI","48374","2421","25195 Taft Rd",,"Novi","Oakland","MI","48374","2421","248-449-1230",,,"Gregory Mcintyre",,"42.475069","-83.495287","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"436","0","0","7","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","EPC System","2021-12-07T15:15:00.000"
"Jefferson Elementary School","77194","School","Iola Unified School Dist 257","137722","School District",,"Active",,,,"300 S Jefferson St",,"Iola","Allen","KS","66749","3308","300 S Jefferson St",,"Iola","Allen","KS","66749","3308","620-365-4840","jeremy.meyer@usd257.org","http://jefferson.usd257.org","Marcie Boring",,"37.919419","-95.402806","Rural",,"No","No","No","No","No","A number for each school in the district",,"158",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","1556",,,,,,"158","0","0","103","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","marcie.boring@usd257.org","2020-11-19T09:59:00.000"
"Henry W. Sory Elementary School","16046008","School","Sherman Indep School District","140482","School District",,"Active",,,,"120 South Binkley Park Drive",,"Sherman","Grayson","TX","75092",,"120 South Binkley Park Drive",,"Sherman","Grayson","TX","75092",,"903-891-6650",,,"Susan Whitenack",,"33.627859","-96.631422","Urban",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,"641","0","0","438","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","mplyler@shermanisd.net","2021-08-20T17:55:00.000"
"Mccomb High School","43931","School","Mccomb School District","128718","School District","0012028270","Active",,,,"310 7th St",,"Mccomb","Pike","MS","39648","4065","310 7th St",,"Mccomb","Pike","MS","39648","4065","601-684-5678","jarviss@mccomb.k12.ms.us","http://mhs.mccomb.k12.ms.us/","Sue Jarvis",,"31.2441863","-90.461552","Rural",,"No","No","No","No","No","A number for each school in the district",,"629",,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","5720012","28","28","02880","556",,"629","0","0","543","Yes","0.5386",,,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","jarviss@mccomb.k12.ms.us","2021-01-14T18:18:00.000"
"Red Oak Comm School District","132420","School District","Iowa Department Of Education","226023","Consortium","0005005053","Active","443022636","2017-06-01T15:23:00.000","Approved","604 S. Broadway St",,"Red Oak","Montgomery","IA","51566","1974","604 S. Broadway St",,"Red Oak","Montgomery","IA","51566","1974","712-623-6600","deterb@roschools.org",,"Bob Deter","Bob Deter","40.999502","-95.232065",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","herrickk@roschools.org","2020-11-19T10:15:00.000"
"Middlesboro Indep School Dist","128846","School District","Kentucky State Dept Of Educ","128821","Consortium","0011973278","Active","443020414","2019-10-29T02:00:00.000","Approved","220 N 20th St",,"Middlesboro","Bell","KY","40965",,"Po Box 959",,"Middlesboro","Bell","KY","40965","0959","606-242-8803",,,"David Sowders","Mark Woods","36.608817","-83.714254",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","danielle.brown@usac.org","2021-02-11T15:36:00.000"
"Administration Office","17026468","Non-Instructional Facility (Nif)","Laurel Springs School District","123178","School",,"Active",,,,"623 Grand Ave",,"Laurel Springs","Camden","NJ","08021",,"623 Grand Ave",,"Laurel Springs","Camden","NJ","08021",,"856-783-1086",,,"Ryan Mahlman",,"39.822645","-75.00404",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,"2020-11-19T15:20:00.000"
"Warren County High School Alternative Education Placement","16037072","Non-Instructional Facility (Nif)","Warren County School District","126458","School District",,"Active",,,,"295 Esa Lane",,"Front Royal","Warren","VA","22630",,"295 Esa Lane",,"Front Royal","Warren","VA","22630",,"540-635-6116",,,"Timothy Grant",,"38.90501","-78.153704",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","EPC System","2021-07-27T11:54:00.000"
"Bay Shore Union Free Sch Dist","123888","School District","Eastern Suffolk Boces","17003500","Consortium","0007393168","Active","443003139","2019-10-30T02:00:00.000","Approved","75 West Perkal St",,"Bay Shore","Suffolk","NY","11706","6642","75 West Perkal St",,"Bay Shore","Suffolk","NY","11706","6642","631-968-1100",,,"Michael Visinger","Michael Visinger","40.732599","-73.253102",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","jeff.yuille@usac.org","2022-01-31T08:17:00.000"
"Scott County Schools Technology Center","16047861","Non-Instructional Facility (Nif)","Scott County Schools","128350","School District","0012594214","Active",,,,"13020 Scott Hwy",,"Helenwood","Scott","TN","37755",,"13020 Scott Hwy",,"Helenwood","Scott","TN","37755",,"423-663-8486",,,"Bill Hall",,"36.4333841","-84.53812289999999",,,"No","No","No","No","No",,,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No",,,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","greg.bond@scottcounty.net","2016-03-21T09:58:00.000"
"Fortuna Union High School Dist","144520","School District","Cenic-Corporation For Education Network Initiatives In California","225495","Consortium","0006317432","Active","443002997","2020-01-21T15:29:00.000","Rejected","379 12th St",,"Fortuna","Humboldt","CA","95540","2357","379 12th St",,"Fortuna","Humboldt","CA","95540","2357","707-725-4461",,,"Glen Senestraro","Glen Senestraro","40.593277","-124.153898",,,"No","No","Yes","No","No","A number for each school in the district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","12628100000000",,,,,,,,,,"No",,,,"No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","gsenestraro@fuhsdistrict.org","2021-12-07T14:43:00.000"
"Hebron High School","51821","School","M S D Of Boone Township","130305","School District","0002871218","Active",,,,"307 S Main St",,"Hebron","Porter","IN","46341","8909","307 S Main St",,"Hebron","Porter","IN","46341","8909","219-996-4771",,,"Julia Trulley",,"41.315349","-87.198297","Rural",,"No","No","No","No","No","One number for my whole district",,,,,"No","No","No","No","No","No","No","No",,,,,"No","No","No","No","No","No","No","No","No","No","6813","6460","18","750","153",,"348","0","0","109","No",,"None",,"No","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","lynn@adtecerate.com","2022-08-25T11:18:00.000"
