"company","customer_service","carrier_type","city","carrier_state","zip_code","county","website"
"enTouch Wireless","866-488-8719","Wireless","Malakoff","TX","75148","Henderson","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Assurance Wireless","888-898-4888","Wireless","Midland","MI","48623","Bay,Midland,Saginaw","http://www.assurancewireless.com"
"Safelink Wireless","800-723-3546","Wireless","Wilder","KY","41071","Campbell","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"TerraCom","877-716-8880","Wireline","Oklahoma City","OK","73130","Oklahoma","https://www.terracomonline.com/lifeline/"
"AT&T","800-288-2747","Wireline","Cypress","CA","90680","Orange","https://www.att.com/gen/general?pid=22888"
"True Wireless","877-412-1919","Wireless","Minturn","AR","72433","Lawrence","https://gotruewireless.com/"
"StandUP Wireless","800-544-4441","Wireless","Fillmore","CA","93015","Ventura","https://www.standupwireless.com/learn/"
"Assurance Wireless","888-898-4888","Wireless","Locust","NC","28107","Cabarrus,Mecklenburg,Stanly,Union","http://www.assurancewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Racine","OH","45771","Meigs","http://www.assurancewireless.com"
"Life Wireless","888-543-3620","Wireless","Williamsport","OH","43164","Pickaway,Ross","https://www.lifewireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Laguna Beach","FL","32413","Bay,Walton","https://www.lifewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Oneonta","AL","35121","Blount,St. Clair","http://www.assurancewireless.com"
"Tag Mobile","866-959-4918","Wireless","Sedona","AZ","86336","Coconino,Yavapai","https://www.tagmobile.com/"
"Infiniti Mobile","214-323-8000","Wireless","Tulsa","OK","74145","Tulsa","https://infinitimobile.com/faq/"
"TerraCom Wireless","877-351-4747","Wireless","Tulsa","OK","74104","Tulsa","https://www.terracomwireless.com/lifeline-free-plans.php"
"New Phone Wireless","855-204-3667","Wireless","Meraux","LA","70092","St. Bernard","https://www.newphone.com/"
"StandUP Wireless","800-544-4441","Wireless","Aspen Hill","MD","20906","Montgomery","https://www.standupwireless.com/learn/"
"T-Wire Corporation","844-894-7326","Wireless","Daphne","AL","36526","Baldwin","https://mytwire.com"
"Tag Mobile","866-959-4918","Wireless","Mayville","MI","48744","Lapeer,Tuscola","https://www.tagmobile.com/"
"AT&T","855-301-0355","Wireline","North Charleston","SC","29418","Charleston,Dorchester","https://www.att.com/gen/general?pid=22888"
"Frontier Communications","800-921-8101","Wireline","Howe","TX","75459","Grayson","https://frontier.com/discountprograms/LifelineProgram"
"Safelink Wireless","800-723-3546","Wireless","Hecker","IL","62248","Monroe","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","San Bernardino","CA","92324","Riverside,San Bernardino","https://www.accesswireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Springfield Center","NY","13326","Otsego","https://www.breezeline.com/"
"Life Wireless","888-543-3620","Wireless","Yellow Springs","OH","45387","Clark,Greene","https://www.lifewireless.com/"
"IdeaTek Telcom, LLC","620-543-5555","Wireline","Catharine","KS","67601","Ellis","https://ideatek.com/"
"Q Link Wireless","855-754-6543","Wireless","Chain of Rocks","MO","63369","Lincoln","https://qlinkwireless.com/"
"Boomerang Wireless LLC","866-488-8719","Wireless","Carlsbad","CA","92024","San Diego","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Tag Mobile","866-959-4918","Wireless","Dallas","TX","75149","Dallas","https://www.tagmobile.com/"
"Assurance Wireless","888-898-4888","Wireless","Winston-Salem","NC","27023","Forsyth","http://www.assurancewireless.com"
"Q Link Wireless","855-754-6543","Wireless","Annapolis","MO","63620","Iron,Madison,Reynolds","https://qlinkwireless.com/"
"Tag Mobile","866-959-4918","Wireless","Gray","LA","70360","Terrebonne","https://www.tagmobile.com/"
"Tag Mobile","866-959-4918","Wireless",,"PA","18416",,"https://www.tagmobile.com/"
"Access Wireless","866-594-3644","Wireless","Casa de Oro-Mount Helix","CA","92020","San Diego","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Hesperia","CA","92308","San Bernardino","https://www.lifewireless.com/"
"Tag Mobile","866-959-4918","Wireless","Level Park-Oak Park","MI","49017","Barry,Calhoun","https://www.tagmobile.com/"
"Metro by T-Mobile","800-937-8997","ACP Mobile Internet",,"MI","49425","Muskegon,Newaygo,Oceana","https://www.t-mobile.com/customers/emergency-broadband-benefit"
"Safelink Wireless","800-723-3546","Wireless","Minster","OH","45865","Auglaize,Shelby","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"AT&T","800-288-2747","Wireline","Brentwood","CA","94531","Contra Costa","https://www.att.com/gen/general?pid=22888"
"Safelink Wireless","800-723-3546","Wireless","St. Bernice","IN","47842","Vermillion,Vigo","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Access Wireless","866-594-3644","Wireless","Spackenkill","NY","12603","Dutchess","https://www.accesswireless.com/"
"U.S. Cellular","800-944-9400","Wireless","Columbus","NE","68601","Butler,Colfax,Platte,Polk","https://www.uscellular.com/plans/lifeline/index.html"
"Eastern Slope Rural Telephone Association, Inc.","888-999-3778","ACP Home Internet",,"CO","80614",,"https://www.esrta.com"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","Forest Acres","SC","29223","Richland","https://www.breezeline.com/"
"Q Link Wireless","855-754-6543","Wireless","St. Paul","MN","55114","Ramsey","https://qlinkwireless.com/"
"Access Wireless","866-594-3644","Wireless","Oklahoma City","OK","73134","Oklahoma","https://www.accesswireless.com/"
"Cogeco US Finance, LLC d/b/a Breezeline","888-536-9600","ACP Home Internet","West Bradenton","FL","34205","Manatee","https://www.breezeline.com/"
"Tritech Wireless, LLC","877-704-5538","ACP Home Internet",,"FL","33679",,"https://www.tritechwireless.com"
"Safelink Wireless","800-723-3546","Wireless","Ridge Farm","IL","61870","Edgar,Vermilion","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","State College","PA","16802","Centre","http://www.assurancewireless.com"
"Loretto Telecom","931-853-4351","ACP Home Internet",,"TN","37024",,"https://www.lorettotel.com"
"Althea - Hawk Networks, Inc.","866-425-8432","ACP Home Internet","Custer","WA","98240","Whatcom","Https://Althea.net"
"Frontier Communications","800-921-8101","Wireline","Bentonville","OH","45144","Adams,Brown","https://frontier.com/discountprograms/LifelineProgram"
"Vernon Communications Cooperative","608-634-3136","ACP Home Internet","Clear Lake","WI","54005","Barron,Dunn,Polk,St. Croix","https://www.vernoncom.coop"
"StandUP Wireless","800-544-4441","Wireless","Whitaker","PA","15122","Allegheny","https://www.standupwireless.com/learn/"
"Safetynet Wireless","888-224-3213","Wireless","Laguna Beach","CA","92629","Orange","https://safetynetwireless.com/how-to-qualify/"
"Q Link Wireless","855-754-6543","Wireless","Boston Heights","OH","44067","Summit","https://qlinkwireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Strodes Mills","PA","17051","Mifflin","https://qlinkwireless.com/"
"Access Wireless","866-594-3644","Wireless","Everett","WA","98203","Snohomish","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","Wireless","Salineville","OH","43945","Carroll,Columbiana,Jefferson","https://www.lifewireless.com/"
"Q Link Wireless","855-754-6543","Wireless","Grandfalls","TX","79742","Ward","https://qlinkwireless.com/"
"AT&T","800-288-2747","Wireline","Murphys","CA","95247","Calaveras","https://www.att.com/gen/general?pid=22888"
"AT&T","855-301-0355","Wireline","Garden City","GA","31407","Chatham","https://www.att.com/gen/general?pid=22888"
"Access Wireless","866-594-3644","Wireless","Blue Springs","MO","64086","Jackson","https://www.accesswireless.com/"
"Tritech Wireless, LLC","877-704-5538","ACP Home Internet",,"FL","32042",,"https://www.tritechwireless.com"
"Boomerang Wireless","866-488-8719","Wireless","Brooklyn Park","MD","21226","Anne Arundel,Baltimore","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
"Assurance Wireless","888-898-4888","Wireless","Jackson","MI","49202","Jackson","http://www.assurancewireless.com"
"Access Wireless","866-594-3644","Wireless","Long Prairie","MN","56347","Todd","https://www.accesswireless.com/"
"Life Wireless","888-543-3620","ACP Mobile Internet","Stony River","AK","99557","Bethel,Kenai Peninsula,Matanuska-Susitna,Yukon-Koyukuk","https://www.lifewireless.com"
"Assurance Wireless","888-898-4888","Wireless","Elmira","CA","95625","Solano","http://www.assurancewireless.com"
"Frontier Communications","800-921-8101","Wireline","Lyndon Station","WI","53944","Juneau,Sauk","https://frontier.com/discountprograms/LifelineProgram"
"Assurance Wireless","888-898-4888","Wireless","Lake Morton-Berrydale","WA","98038","King","http://www.assurancewireless.com"
"Hamilton Telephone Company","800-821-1831","Wireline","Aurora","NE","68818","Clay,Hamilton","http://www.hamiltontelephone.com/"
"Safelink Wireless","800-723-3546","Wireless","Jefferson","SC","29718","Chesterfield,Kershaw","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"Assurance Wireless","888-898-4888","Wireless","New York","NY","10022","New York","http://www.assurancewireless.com"
"Wittenberg Cable TV Company","715-253-2111","ACP Home Internet","Little Chute","WI","54140","Outagamie","https://www.cirrinity.net"
"Consolidated Communications of California Company","844-968-7224","Wireline","Lincoln","CA","95650","Placer","https://www.consolidated.com/"
"Blue Casa","800-360-1902","Wireline","Stanton","CA","92841","Orange","http://www.bluecasa.com/en/home_phone/california_lifeline"
"iWireless","888-900-5899","Wireless","Plum","PA","15668","Allegheny,Westmoreland","https://www.accesswireless.com/lifeline/about-the-lifeline-program"
"AT&T","855-301-0355","Wireline","Balfour","NC","28792","Buncombe,Henderson,Polk","https://www.att.com/gen/general?pid=22888"
"Tag Mobile","866-959-4918","Wireless","Jarrell","TX","78633","Williamson","https://www.tagmobile.com/"
"Safelink Wireless","800-723-3546","Wireless","Ridgeley","WV","26753","Mineral","https://www.safelinkwireless.com/Enrollment/Safelink/en/NewPublic/index.html"
"enTouch Wireless","866-488-8719","Wireless","El Chaparral","TX","78582","Starr","https://www.entouchwireless.com/pages/free_cell_phone_eligibility"
