"project_id","fiscal_year","functional_area","project_name","deliverable_objective","responsible_department","amount","fund_source"
"6030100318.50000.01","2018","Engineering & Construction","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Final Design","Mobility & Infrastructure","3200","BOND"
"6030100318.50000.01","2018","Engineering & Construction","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Final Design","Mobility & Infrastructure","12800","OTHER"
"6030100318.50000.02","2018","Engineering & Construction","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Utility Clearance","Mobility & Infrastructure","10000","BOND"
"6030100318.50000.02","2018","Engineering & Construction","Penn Avenue Reconstruction, Phase II (TIP)","Penn Avenue Reconstruction, Phase II - Utility Clearance","Mobility & Infrastructure","40000","OTHER"
"6030132318.50000.00","2018","Engineering & Construction","McFarren Street (Second Avenue) Bridge (TIP)","McFarren Street (Second Avenue) Bridge - Construction","Mobility & Infrastructure","169100","BOND"
"6030132318.50000.00","2018","Engineering & Construction","McFarren Street (Second Avenue) Bridge (TIP)","McFarren Street (Second Avenue) Bridge - Construction","Mobility & Infrastructure","3212900","OTHER"
"6030133318.50000.00","2018","Engineering & Construction","Charles Anderson Bridge (TIP)","Charles Anderson Bridge - Final Design","Mobility & Infrastructure","100000","BOND"
"6030133318.50000.00","2018","Engineering & Construction","Charles Anderson Bridge (TIP)","Charles Anderson Bridge - Final Design","Mobility & Infrastructure","1900000","OTHER"
"6030168018.50000.00","2018","Engineering & Construction","Smallman Street Reconstruction","Smallman Street Reconstruction","Mobility & Infrastructure","2900000","BOND"
"6030168018.50000.00","2018","Engineering & Construction","Smallman Street Reconstruction","Smallman Street Reconstruction","Mobility & Infrastructure","9000000","OTHER"
"6030170118.50000.00","2018","Engineering & Construction","Advanced Transportation & Congestion Management Technologies Development (ATCMTD)","ATCMTD - Design Services","Mobility & Infrastructure","1285363","OTHER"
"6030170118.50000.00","2018","Engineering & Construction","Advanced Transportation & Congestion Management Technologies Development (ATCMTD)","ATCMTD - Design Services","Mobility & Infrastructure","1285363","PAYGO"
"6030171118.50000.00","2018","Engineering & Construction","Bike Share","Phase II - Planning, Engineering, and Siting","Mobility & Infrastructure","66500","PAYGO"
"6030173118.50000.00","2018","Engineering & Construction","District 7 Mobility Trust Fund","Pedestrian Improvements, Mobility, and Infrastructure","Mobility & Infrastructure","100000","PAYGO"
"6030174118.50000.00","2018","Engineering & Construction","East Carson Street (PENNDOT)","East Carson Street - Construction","Mobility & Infrastructure","1500000","PAYGO"
"6030177118.50000.00","2018","Engineering & Construction","Four Mile Run","Four Mile Run - Design","Mobility & Infrastructure","2500000","OTHER"
"6030177118.50000.00","2018","Engineering & Construction","Four Mile Run","Four Mile Run - Design","Mobility & Infrastructure","1500000","PAYGO"
"6030178218.50000.00","2018","Engineering & Construction","Liberty Avenue (HSIP)","Liberty Avenue (HSIP) - Preliminary Design","Mobility & Infrastructure","60000","BOND"
"6030178218.50000.00","2018","Engineering & Construction","Liberty Avenue (HSIP)","Liberty Avenue (HSIP) - Preliminary Design","Mobility & Infrastructure","240000","OTHER"
"6030180218.50000.00","2018","Engineering & Construction","Swinburne Bridge (TIP)","Swinburne Bridge - Preliminary Design","Mobility & Infrastructure","40000","BOND"
"6030180218.50000.00","2018","Engineering & Construction","Swinburne Bridge (TIP)","Swinburne Bridge - Preliminary Design","Mobility & Infrastructure","760000","OTHER"
"6039000180.58101.00","2018","Engineering & Construction","Street Resurfacing","BITUMINOUS PAVING PROGRAM","Mobility & Infrastructure","2500150","CDBG"
"8200002918.50000.00","2018","Neighborhood & Community Development","Urban Redevelopment Authority Property Maintenance","Clearing URA Property of Grass/Weeds/Snow","Urban Redevelopment Authority","400000","PAYGO"
"8200018180.58101.01","2018","Adminstration & Sub-Award","Urban Redevelopment Authority Personnel","HOME Program Administration","Urban Redevelopment Authority","160000","OTHER"
"8200018180.58101.02","2018","Adminstration & Sub-Award","Urban Redevelopment Authority Personnel","Personnel for Housing Initiatives, Business Development, Major Projects","Urban Redevelopment Authority","2000000","CDBG"
"8226732118.50000.00","2018","Neighborhood & Community Development","Major Developments","Closed schools and asset stewardship, Public Space Improvements, Transit Improvements, Park and Open Space Development, Brownfield Development, and other Infrastructure Improvements","Urban Redevelopment Authority","450000","PAYGO"
"8230101018.50000.00","2018","Neighborhood & Community Development","Choice Neighborhood","Mixed Income Rental Development","Urban Redevelopment Authority","363600","OTHER"
"8230101018.50000.00","2018","Neighborhood & Community Development","Choice Neighborhood","Park Construction & Green Infrastructure","Urban Redevelopment Authority","436320","PAYGO"
"8230101180.58101.00","2018","Neighborhood & Community Development","Choice Neighborhood","Mixed Income Rental Development","Urban Redevelopment Authority","1090800","CDBG"
"8267290118.50000.01","2018","Neighborhood & Community Development","Economic Development & Housing","125 New/Substantially Renovated Rental Units Developed","Urban Redevelopment Authority","400000","PAYGO"
"8267290118.50000.01","2018","Neighborhood & Community Development","Economic Development & Housing","130 New/Substantially Renovated Rental Units Developed","Urban Redevelopment Authority","1076400","OTHER"
"8267290118.50000.02","2018","Neighborhood & Community Development","Economic Development & Housing","35 New/Substantially Renovated for Sale Housing Units Developed","Urban Redevelopment Authority","1400000","PAYGO"
"8267290118.50000.03","2018","Neighborhood & Community Development","Economic Development & Housing","New Business Start Up, Business Expansion, and Business Attraction","Urban Redevelopment Authority","200000","PAYGO"
"8267290180.58101.01","2018","Neighborhood & Community Development","Economic Development & Housing","125 New/Substantially Renovated Rental Units Developed","Urban Redevelopment Authority","1000000","CDBG"
"8267290180.58101.02","2018","Neighborhood & Community Development","Economic Development & Housing","50 Residential Facades Improved","Urban Redevelopment Authority","150000","CDBG"
"8425589118.50000.01","2018","Vehicles & Equipment","Capital Equipment Acquisition","(23) Marked Pursuit SUV","Equipment Leasing Authority","868020","PAYGO"
"8425589118.50000.02","2018","Vehicles & Equipment","Capital Equipment Acquisition","(10) Unmarked Pursuit SUV","Equipment Leasing Authority","331500","PAYGO"
"8425589118.50000.03","2018","Vehicles & Equipment","Capital Equipment Acquisition","(14) Motorcycle","Equipment Leasing Authority","285600","PAYGO"
"8425589118.50000.04","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) K-9 Unit","Equipment Leasing Authority","39678","PAYGO"
"8425589118.50000.05","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Passenger Van","Equipment Leasing Authority","36000","PAYGO"
"8425589118.50000.06","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Medic Ambulance","Equipment Leasing Authority","305000","Secondary Employment TF"
"8425589118.50000.06","2018","Vehicles & Equipment","Capital Equipment Acquisition","(2) EMT Ambulance","Equipment Leasing Authority","350000","Secondary Employment TF"
"8425589118.50000.06","2018","Vehicles & Equipment","Capital Equipment Acquisition","(3) Medic Ambulance","Equipment Leasing Authority","915000","PAYGO"
"8425589118.50000.07","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Large SUV – District Chief","Equipment Leasing Authority","73000","PAYGO"
"8425589118.50000.08","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Large SUV – Supervisor","Equipment Leasing Authority","55000","PAYGO"
"8425589118.50000.08","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Large SUV – Supervisor","Equipment Leasing Authority","55000","Secondary Employment TF"
"8425589118.50000.09","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Medium SUV – Supervisor","Equipment Leasing Authority","40000","PAYGO"
"8425589118.50000.10","2018","Vehicles & Equipment","Capital Equipment Acquisition","(3) Mini Van – Support Vehicle","Equipment Leasing Authority","90000","PAYGO"
"8425589118.50000.11","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Rescue Boat","Equipment Leasing Authority","550000","PAYGO"
"8425589118.50000.12","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Fire Pumper","Equipment Leasing Authority","570875","PAYGO"
"8425589118.50000.13","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Mobile Air Compressor Unit","Equipment Leasing Authority","600000","PAYGO"
"8425589118.50000.14","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Dead Animal Truck","Equipment Leasing Authority","62521","PAYGO"
"8425589118.50000.15","2018","Vehicles & Equipment","Capital Equipment Acquisition","(6) Electric Sedans","Equipment Leasing Authority","180000","PAYGO"
"8425589118.50000.16","2018","Vehicles & Equipment","Capital Equipment Acquisition","(3) Rat Packer","Equipment Leasing Authority","306000","PAYGO"
"8425589118.50000.17","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Brush Cutter","Equipment Leasing Authority","4900","PAYGO"
"8425589118.50000.18","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Stump Grinder Tow Behind","Equipment Leasing Authority","47000","PAYGO"
"8425589118.50000.19","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Agriculture Tractor","Equipment Leasing Authority","48500","PAYGO"
"8425589118.50000.20","2018","Vehicles & Equipment","Capital Equipment Acquisition","(1) Pickup Truck","Equipment Leasing Authority","34000","PAYGO"
"8425589118.50000.21","2018","Vehicles & Equipment","Capital Equipment Acquisition","(3) 25 Yard Refuse Packer","Equipment Leasing Authority","866568","PAYGO"
"8425589118.50000.22","2018","Vehicles & Equipment","Capital Equipment Acquisition","(2) Pickup Truck","Equipment Leasing Authority","68000","PAYGO"
"8425589118.50000.23","2018","Vehicles & Equipment","Capital Equipment Acquisition","NCA Repairs","Equipment Leasing Authority","518636","PAYGO"
"8425589118.50000.24","2018","Vehicles & Equipment","Capital Equipment Acquisition","Professional Services","Equipment Leasing Authority","10000","PAYGO"
"8425589118.50000.25","2018","Vehicles & Equipment","Capital Equipment Acquisition","Insurance","Equipment Leasing Authority","30000","PAYGO"
"8425589118.50000.26","2018","Vehicles & Equipment","Capital Equipment Acquisition","Contingency","Equipment Leasing Authority","80000","PAYGO"
,"2018","Adminstration & Sub-Award","City Council's Unspecified Local Option","District 1 - CDBG ULO","City Council","49500","CDBG"
,"2018","Engineering & Construction","Smithfield Street (TIP)",,"Mobility & Infrastructure","0",
,"2018","Engineering & Construction","South Negley Avenue Bridge (TIP)",,"Mobility & Infrastructure","0",
"1109500019.50000.01","2019","Neighborhood & Community Development","Consultants for Plans & Studies","SAW MILL RUN - ZONING STUDY","City Planning","100000","PAYGO"
"1173730019.50000.01","2019","Adminstration & Sub-Award","Comprehensive Plan","KENNARD PARK MASTER PLAN","City Planning","40000","OTHER"
"1173730019.50000.01","2019","Adminstration & Sub-Award","Comprehensive Plan","KENNARD PARK MASTER PLAN","City Planning","60000","PAYGO"
"1173830019.50000.01","2019","Adminstration & Sub-Award","Cultural Heritage Plan","CULTURAL HERITAGE PLAN IMPLEMENTATION","City Planning","40000","OTHER"
"1173830019.50000.01","2019","Adminstration & Sub-Award","Cultural Heritage Plan","CULTURAL HERITAGE PLAN IMPLEMENTATION","City Planning","40000","PAYGO"
"1174300019.50000.01","2019","Neighborhood & Community Development","War Memorials & Public Art","CANTINI MURAL PRESERVATION","City Planning","50000","PAYGO"
"1216302190.58101.01","2019","Adminstration & Sub-Award","Housing Opportunities For Persons with AIDS","HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS","Office of Management & Budget","948891","OTHER"
"1225015190.58101.01","2019","Adminstration & Sub-Award","Emergency Solutions Grant","EMERGENCY SOLUTIONS GRANT","Office of Management & Budget","1148214","OTHER"
"1300110119.50000.01","2019","Public Safety","Remediation of Condemned Buildings","DEMOLITION OF CITY-OWNED PROPERTY AND VACANT STRUCTURES","Permits, Licenses, & Inspections","1259200","CDBG"
"1300110119.50000.01","2019","Public Safety","Remediation of Condemned Buildings","DEMOLITION OF CITY-OWNED PROPERTY AND VACANT STRUCTURES","Permits, Licenses, & Inspections","1360495","PAYGO"
"2130169119.50000.01","2019","Public Safety","Public Safety Cameras","SECURITY CAMERA INTEGRATION AND SUPPORT SERVICES","Public Safety Administration","1100000","PAYGO"
"4023845219.50000.01","2019","Facility Improvement","Bob O'Connor Golf Course","BOB O'CONNOR GOLF COURSE","PW - Bureau of Facilities","200000","BOND"
"4074030119.50000.01","2019","Facility Improvement","Bakery Square Consent Decree - PW","Bakery Square Improvements","PW - Bureau of Facilities","175000","PAYGO"
"4370000019.50000.01","2019","Facility Improvement","Litter Can Upgrades & Monitoring","75 NEW LITTER CANS","PW - Bureau of Enviromental Services","90000","PAYGO"
"4510020119.50000.01","2019","Facility Improvement","Play Area Improvements","JEFFERSON PLAYGROUND - SITE/ACCESSIBILITY UPGRADES","PW - Bureau of Facilities","194000","OTHER"
"4510020119.50000.01","2019","Facility Improvement","Play Area Improvements","JEFFERSON PLAYGROUND - SITE/ACCESSIBILITY UPGRADES","PW - Bureau of Facilities","308000","PAYGO"
"4510020219.50000.01","2019","Facility Improvement","Play Area Improvements","PLAYGROUND ACCESSIBILITY EQUIPMENT UPGRADES","PW - Bureau of Facilities","100000","PAYGO"
"4510020319.50000.01","2019","Facility Improvement","Play Area Improvements","FINEVIEW PLAYGROUND - PLAY AREA UPGRADES","PW - Bureau of Facilities","125000","BOND"
"4550000119.50000.01","2019","Facility Improvement","Park Reconstruction","LESLIE PARK - ENGINEERING STUDY","PW - Bureau of Facilities","200000","PAYGO"
"4550000219.50000.01","2019","Facility Improvement","Park Reconstruction","ARSENAL PARK - PHASE I DESIGN DOCUMENTS","PW - Bureau of Facilities","200000","BOND"
"4550000319.50000.01","2019","Facility Improvement","Park Reconstruction","TOWNSEND PARKLET - PARK UPGRADES","PW - Bureau of Facilities","455000","BOND"
"4550000319.50000.01","2019","Facility Improvement","Park Reconstruction","TOWNSEND PARKLET - PARK UPGRADES","PW - Bureau of Facilities","200000","OTHER"
"4550000419.50000.01","2019","Facility Improvement","Park Reconstruction","HOMEWOOD PARK - DESIGN","PW - Bureau of Facilities","1400000","BOND"
"4550000519.50000.01","2019","Facility Improvement","Park Reconstruction","SOUTH SIDE PARK - PHASE I DESIGN","PW - Bureau of Facilities","400000","BOND"
"4550000619.50000.01","2019","Facility Improvement","Park Reconstruction","BUD HAMMER - EQUIPMENT UPGRADES","PW - Bureau of Facilities","200000","BOND"
"4550000719.50000.01","2019","Facility Improvement","Park Reconstruction","GRANVILLE PARKLET - PARK UPGRADES","PW - Bureau of Facilities","250000","BOND"
"4550010119.58101.01","2019","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD PARKS - PARK MAINTENANCE GARAGE","PW - Bureau of Facilities","650000","OTHER"
"4550010219.58101.01","2019","Facility Improvement","Park Reconstruction - Regional Asset District Parks","RAD PARKS - RINK UPGRADES","PW - Bureau of Facilities","850000","OTHER"
"4550100119.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","GYM FLOOR UPGRADES","PW - Bureau of Facilities","100000","PAYGO"
"4550100219.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","ROBERT E. WILLIAMS COMMUNITY CENTER - RECONSTRUCTION","PW - Bureau of Facilities","1100000","BOND"
"4550100319.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","OLIVER BATH HOUSE - ARCHITECTURAL REVIEW AND REHABILITATION","PW - Bureau of Facilities","618655","BOND"
"4550100319.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","OLIVER BATH HOUSE - ARCHITECTURAL REVIEW AND REHABILITATION","PW - Bureau of Facilities","618655","OTHER"
"4550100419.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","WARRINGTON RECREATION CENTER - EXTERIOR UPGRADES","PW - Bureau of Facilities","450000","BOND"
"4550100519.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","JEFFERSON RECREATION CENTER REHABILITATION","PW - Bureau of Facilities","192000","BOND"
"4550100519.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","JEFFERSON RECREATION CENTER REHABILITATION","PW - Bureau of Facilities","306000","OTHER"
"4550100619.50000.01","2019","Facility Improvement","Recreation & Senior Center Facility Improvements","OLYMPIA PARK BUILDING PHASE III","PW - Bureau of Facilities","335000","BOND"
"4571930119.50000.01","2019","Facility Improvement","Pool Rehabilitation","POOL LINER UPGRADE - AMMON POOL","PW - Bureau of Facilities","125000","BOND"
"4571930219.50000.01","2019","Facility Improvement","Pool Rehabilitation","POOL EQUIPMENT UPGRADES","PW - Bureau of Facilities","220000","BOND"
"4571930319.50000.01","2019","Facility Improvement","Pool Rehabilitation","POOL LINER UPGRADE - MCBRIDE POOL","PW - Bureau of Facilities","50000","BOND"
"4573480119.50000.01","2019","Facility Improvement","Sport Facility Improvements","WESTWOOD PARK - FIELD LIGHT UPGRADES","PW - Bureau of Facilities","325000","BOND"
"4573480219.50000.01","2019","Facility Improvement","Sport Facility Improvements","MCBRIDE DEK HOCKEY RELOCATION","PW - Bureau of Facilities","390000","BOND"
"4573480319.50000.01","2019","Facility Improvement","Sport Facility Improvements","PHILLIPS PARK - EQUIPMENT UPGRADES","PW - Bureau of Facilities","300000","BOND"
"4573480419.50000.01","2019","Facility Improvement","Sport Facility Improvements","FRICK PARK - BASKETBALL COURT UPGRADE","PW - Bureau of Facilities","125500","BOND"
"4574990019.50000.01","2019","Facility Improvement","Public Safety Training Facility","PUBLIC SAFETY TRAINING FACILITY - DESIGN","PW - Bureau of Facilities","1500000","BOND"
"4575000119.50000.01","2019","Facility Improvement","City Facility Improvements","FOURTH DIVISION - CONSTRUCTION","PW - Bureau of Facilities","2000000","BOND"
"4575000219.50000.01","2019","Facility Improvement","City Facility Improvements","CITY FACILITIES - DEMOLITION AND ABATEMENT","PW - Bureau of Facilities","200000","BOND"
"4575020019.50000.01","2019","Facility Improvement","Lower Heth's Run","HETH'S RUN - CONCEPTUAL DESIGN","PW - Bureau of Facilities","442000","BOND"
"4575070119.50000.01","2019","Facility Improvement","Public Safety Facility Improvements","FIRE STATION 38 - SOLAR ENERGY GENERATION AND STORAGE","PW - Bureau of Facilities","91000","PAYGO"
"4575070219.50000.01","2019","Facility Improvement","Public Safety Facility Improvements","FIRE STATION 8 - IMPROVEMENTS","PW - Bureau of Facilities","1115000","BOND"
"4575070319.50000.01","2019","Facility Improvement","Public Safety Facility Improvements","FIRE STATION 23 - IMPROVEMENTS","PW - Bureau of Facilities","850000","BOND"
"4575070419.50000.01","2019","Facility Improvement","Public Safety Facility Improvements","FIRING RANGE IMPROVEMENTS","PW - Bureau of Facilities","750000","BOND"
"4575070519.50000.01","2019","Facility Improvement","Public Safety Facility Improvements","THADDEUS STEVENS SCHOOL - SPECIAL DEPLOYMENT DIVISION CONVERSION","PW - Bureau of Facilities","500000","BOND"
"4575070519.50000.01","2019","Facility Improvement","Public Safety Facility Improvements","THADDEUS STEVENS SCHOOL - SPECIAL DEPLOYMENT DIVISION CONVERSION","PW - Bureau of Facilities","605000","OTHER"
"6000360119.50000.01","2019","Engineering & Construction","Step Repair & Replacement","UPGRADES TO CITY STEPS","Mobility & Infrastructure","100000","BOND"
"6000360219.50000.01","2019","Engineering & Construction","Step Repair & Replacement","HALPIN ST - STEP UPGRADES","Mobility & Infrastructure","300000","BOND"
"6000360319.50000.01","2019","Engineering & Construction","Step Repair & Replacement","GREENFIELD AVE - STEP UPGRADES","Mobility & Infrastructure","135000","BOND"
"6000900119.50000.01","2019","Engineering & Construction","Flood Control Projects","SAW MILL RUN - REMEDIATION","Mobility & Infrastructure","300000","BOND"
"6000900219.50000.01","2019","Engineering & Construction","Flood Control Projects","STEWART AVE - WATER MITIGATION","Mobility & Infrastructure","500000","BOND"
"6000900319.50000.01","2019","Engineering & Construction","Flood Control Projects","STREETS RUN - REMEDIATION","Mobility & Infrastructure","500000","BOND"
"6000900419.50000.01","2019","Engineering & Construction","Flood Control Projects","GLENBURY - WATER MITIGATION","Mobility & Infrastructure","1000000","BOND"
"6000900519.50000.01","2019","Engineering & Construction","Flood Control Projects","SAINT NORBERTS ST - WATER MITIGATION","Mobility & Infrastructure","500000","BOND"
"6000900619.50000.01","2019","Engineering & Construction","Flood Control Projects","VODELI STREET - WATER MITIGATION","Mobility & Infrastructure","500000","BOND"
"6000900719.50000.01","2019","Engineering & Construction","Flood Control Projects","WALDE ST - STREET DRAINAGE UPGRADES","Mobility & Infrastructure","250000","BOND"
"6009900019.50000.01","2019","Engineering & Construction","Design, Construction, & Inspection Services","LARGE PROJECT CONSTRUCTION MANAGEMENT/CONSTRUCTION INSPECTION","Mobility & Infrastructure","450000","PAYGO"
"6018100019.50000.01","2019","Engineering & Construction","Flex Beam Guiderails & Fencing","FLEX BEAM GUARDRAIL REPLACEMENT","Mobility & Infrastructure","100000","PAYGO"
"6020050019.50000.01","2019","Engineering & Construction","Smallman Street Reconstruction","SMALLMAN STREET - RECONSTRUCTION","Mobility & Infrastructure","1000000","BOND"
"6020050019.50000.01","2019","Engineering & Construction","Smallman Street Reconstruction","SMALLMAN STREET - RECONSTRUCTION","Mobility & Infrastructure","1730000","OTHER"
"6030170019.50000.01","2019","Engineering & Construction","Advanced Transportation & Congestion Management Technologies Development (ATCMTD)","ATCMTD - SMART SIGNALS","Mobility & Infrastructure","1000000","BOND"
"6030170019.50000.01","2019","Engineering & Construction","Advanced Transportation & Congestion Management Technologies Development (ATCMTD)","ATCMTD - SMART SIGNALS","Mobility & Infrastructure","10306978","OTHER"
"6030174119.50000.01","2019","Engineering & Construction","East Carson Street (PENNDOT)","EAST CARSON STREET - CONSTRUCTION","Mobility & Infrastructure","2000000","BOND"
"6030209019.50000.01","2019","Engineering & Construction","28th Street Bridge","28TH STREET BRIDGE - PRELIMINARY ENGINEERING","Mobility & Infrastructure","37500","BOND"
"6030209019.50000.01","2019","Engineering & Construction","28th Street Bridge","28TH STREET BRIDGE - PRELIMINARY ENGINEERING","Mobility & Infrastructure","712500","OTHER"
"6030590119.50000.01","2019","Engineering & Construction","West Ohio Street Bridge (TIP)","WEST OHIO STREET BRIDGE - CONSTRUCTION","Mobility & Infrastructure","12800","BOND"
"6030590119.50000.01","2019","Engineering & Construction","West Ohio Street Bridge (TIP)","WEST OHIO STREET BRIDGE - CONSTRUCTION","Mobility & Infrastructure","243200","OTHER"
"6031010119.50000.01","2019","Engineering & Construction","Bridge Upgrades","LOWRIE STREET - BRIDGE UPGRADES","Mobility & Infrastructure","200000","BOND"
"6031010219.50000.01","2019","Engineering & Construction","Bridge Upgrades","30TH STREET BRIDGE UPGRADE","Mobility & Infrastructure","175000","BOND"
"6031010319.50000.01","2019","Engineering & Construction","Bridge Upgrades","CONTINGENCY - BRIDGE UPGRADES","Mobility & Infrastructure","500000","BOND"
"6052020019.50000.01","2019","Engineering & Construction","Bus Rapid Transit (BRT)","PHASE I STREET AND SIGNAL IMPROVEMENTS","Mobility & Infrastructure","1500000","BOND"
"6052020019.50000.01","2019","Engineering & Construction","Bus Rapid Transit (BRT)","PHASE I STREET AND SIGNAL IMPROVEMENTS","Mobility & Infrastructure","3000000","OTHER"
"6059050119.50000.01","2019","Engineering & Construction","Trail Development","JUNCTION HOLLOW TRAIL EXTENSION","Mobility & Infrastructure","50000","PAYGO"
"6059050219.50000.01","2019","Engineering & Construction","Trail Development","WASHINGTON BOULEVARD TRAIL","Mobility & Infrastructure","75000","BOND"
"6059050319.50000.01","2019","Engineering & Construction","Trail Development","MONITOR ST TO FORWARD AVE TRAIL","Mobility & Infrastructure","50000","BOND"
"6071180119.50000.01","2019","Engineering & Construction","18th Street Signal Updates (TIP)","18TH STREET SIGNALS - FINAL DESIGN","Mobility & Infrastructure","23000","BOND"
"6071180119.50000.01","2019","Engineering & Construction","18th Street Signal Updates (TIP)","18TH STREET SIGNALS - FINAL DESIGN","Mobility & Infrastructure","92000","OTHER"
"6073840119.50000.01","2019","Engineering & Construction","Smithfield Street (TIP)","SMITHFIELD ST - PRELIMINARY ENGINEERING","Mobility & Infrastructure","90000","BOND"
"6073840119.50000.01","2019","Engineering & Construction","Smithfield Street (TIP)","SMITHFIELD ST - PRELIMINARY ENGINEERING","Mobility & Infrastructure","360000","OTHER"
"6074010119.50000.01","2019","Engineering & Construction","Complete Streets","NEIGHBORHOOD TRAFFIC CALMING","Mobility & Infrastructure","300000","CDBG"
"6074010119.50000.01","2019","Engineering & Construction","Complete Streets","NEIGHBORHOOD TRAFFIC CALMING","Mobility & Infrastructure","190000","PAYGO"
"6074010219.50000.01","2019","Engineering & Construction","Complete Streets","VISION ZERO - INTERSECTION SAFETY REMEDIATION","Mobility & Infrastructure","100000","CDBG"
"6074010219.50000.01","2019","Engineering & Construction","Complete Streets","VISION ZERO - INTERSECTION SAFETY REMEDIATION","Mobility & Infrastructure","100000","PAYGO"
"6074010319.50000.01","2019","Engineering & Construction","Complete Streets","VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION","Mobility & Infrastructure","150000","CDBG"
"6074010319.50000.01","2019","Engineering & Construction","Complete Streets","VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION","Mobility & Infrastructure","200000","PAYGO"
"6074010419.50000.01","2019","Engineering & Construction","Complete Streets","STRIP DISTRICT - BIKE INFRASTRUCTURE PLANNING","Mobility & Infrastructure","150000","PAYGO"
"6074010519.50000.01","2019","Engineering & Construction","Complete Streets","MELWOOD - TRAFFIC CALMING","Mobility & Infrastructure","100000","PAYGO"
"6074010619.50000.01","2019","Engineering & Construction","Complete Streets","LOCAL AUTOMATED RED LIGHT ENFORCEMENT PLANNING","Mobility & Infrastructure","100000","BOND"
"6074010719.50000.01","2019","Engineering & Construction","Complete Streets","SHADY AVE - TRAFFIC CALMING STUDY","Mobility & Infrastructure","60000","PAYGO"
"6074010819.50000.01","2019","Engineering & Construction","Complete Streets","ONEPGH INTEGRATED TRAFFIC SIGNAL DEVELOPMENT PLAN","Mobility & Infrastructure","600000","PAYGO"
"6074010919.50000.01","2019","Engineering & Construction","Complete Streets","FORWARD & MURRAY - PEDESTRIAN UPGRADES","Mobility & Infrastructure","295000","BOND"
"6074011019.50000.01","2019","Engineering & Construction","Complete Streets","CENTRE AVE - PRELIMINARY ENGINEERING","Mobility & Infrastructure","250000","PAYGO"
"6074011119.50000.01","2019","Engineering & Construction","Complete Streets","SIGNAL PROJECT DESIGN SERVICES","Mobility & Infrastructure","250000","PAYGO"
"6074011219.50000.01","2019","Engineering & Construction","Complete Streets","NORTHUMBERLAND & SHADY - INTERSECTION RECONSTRUCTION","Mobility & Infrastructure","140000","BOND"
"6074011319.50000.01","2019","Engineering & Construction","Complete Streets","AIKEN & CENTRE - PEDESTRIAN SIGNAL UPGRADES","Mobility & Infrastructure","205000","BOND"
"6074011419.50000.01","2019","Engineering & Construction","Complete Streets","ALLEGHENY CIRCLE - PHASE II CONSTRUCTION","Mobility & Infrastructure","100000","BOND"
"6074011519.50000.01","2019","Engineering & Construction","Complete Streets","WALNUT STREET - INTERSECTION UPGRADES","Mobility & Infrastructure","100000","BOND"
"6074011619.50000.01","2019","Engineering & Construction","Complete Streets","GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES","Mobility & Infrastructure","200000","BOND"
"6074011619.50000.01","2019","Engineering & Construction","Complete Streets","GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES","Mobility & Infrastructure","527500","OTHER"
"6074020119.50000.01","2019","Facility Improvement","Bakery Square Consent Decree - DOMI","Bakery Square Improvements","Mobility & Infrastructure","50000","PAYGO"
"6075010119.50000.01","2019","Engineering & Construction","Ramp & Public Sidewalk","CRITICAL SIDEWALK GAPS","Mobility & Infrastructure","100000","BOND"
"6075010119.50000.01","2019","Engineering & Construction","Ramp & Public Sidewalk","CRITICAL SIDEWALK GAPS","Mobility & Infrastructure","300000","CDBG"
