"project_id","project_name","deliverable_objective","address","latitude","longitude","district","council"
"4026900017.50000.03","Street Resurfacing","Crack Sealing","City-Wide",,,"City-Wide",
"6026900018.50000.02","Street Resurfacing","Grant Street - Brick Repairs","Grant St & Liberty Ave 15219","40.44376","-79.99389","District 6","6"
"4026900017.50000.04","Street Resurfacing","Pavement Markings","City-Wide",,,"City-Wide",
"4026900017.50000.05","Street Resurfacing","Pothole Materials","City-Wide",,,"City-Wide",
"4026900017.50000.06","Street Resurfacing","Ramps","City-Wide",,,"City-Wide",
"4039000170.58101.02","Street Resurfacing","Ramps","City-Wide",,,"City-Wide",
"4026900117.50000.03","Street Resurfacing","Sampsonia Way Green Alley","Sampsonia Way 15212","40.45643","-80.01437","District 6","6"
"4026748617.50000.01","Streetscape & Intersection Reconstruction","Allegheny Circle Phase 2 (SMART)","Allegheny Circle 15212","40.45398","-80.00615","District 1","1"
"4026748617.50000.01","Streetscape & Intersection Reconstruction","Allegheny Circle Phase 2 (SMART)","Allegheny Circle 15212","40.45398","-80.00615","District 1","1"
"6026748618.50000.01","Streetscape & Intersection Reconstruction","Broadway Avenue Complete Streets","Broadway Ave & Belasco Ave 15216","40.40712","-80.02604","District 4","4"
"4026748617.50000.02","Streetscape & Intersection Reconstruction","Broadway Avenue Complete Streets Streetscape Improvements - Design","Broadway Ave & Belasco Ave 15216","40.40712","-80.02604","District 4","4"
"6026748118.50000.01","Streetscape & Intersection Reconstruction","Centre Avenue - Preliminary Engineering","Centre Ave & Addison St 15219","40.44451","-79.97853","District 6","6"
"4026748617.50000.03","Streetscape & Intersection Reconstruction","Grandview Avenue Sidewalk & Curb Repair","Grandview Ave & Kearsage St 15211","40.43334","-80.00990","District 2","2"
"4026748117.50000.01","Streetscape & Intersection Reconstruction","Haberman/Warrington/Busway Intersection Crosswalks & Signage","Haberman Ave, E Warrington Ave, & South Busway 15211","40.42106","-80.00239","District 3","3"
"6026748618.50000.02","Streetscape & Intersection Reconstruction","Liberty Avenue Complete Streets Upgrades with Crosswalks","Liberty Ave & S Millvale Ave 15224","40.46003","-79.94596","District 7","7"
"4026748617.50000.04","Streetscape & Intersection Reconstruction","Lowrie Street","Lowrie St 15212","40.46432","-79.98221","District 1","1"
"6026748118.50000.02","Streetscape & Intersection Reconstruction","South 21st Street Complete Green Streets","S 21st St 15203","40.42804","-79.97630","District 3","3"
"6026748118.50000.02","Streetscape & Intersection Reconstruction","South 21st Street Complete Green Streets","S 21st St 15203","40.42804","-79.97630","District 3","3"
"6026748618.50000.03","Streetscape & Intersection Reconstruction","South 21st Street Complete Green Streets","S 21st St 15203","40.42804","-79.97630","District 3","3"
"4026748617.50000.05","Streetscape & Intersection Reconstruction","SS Neighborhood Street (SMART)","South Side 15203","40.42836","-79.97357","District 3","3"
"4026748617.50000.05","Streetscape & Intersection Reconstruction","SS Neighborhood Street (SMART)","South Side 15203","40.42836","-79.97357","District 3","3"
"4026748117.50000.02","Streetscape & Intersection Reconstruction","Trelona Way Reconstruction","Trelona Way between Castlegate Ave & Stebbins Ave 15226","40.39370","-80.02079","District 4","4"
"6030180218.50000.00","Swinburne Bridge (TIP)","Swinburne Bridge - Preliminary Design","Swinburne St & Frazier St 15213","40.42662","-79.95044","District 3","3"
"6030180218.50000.00","Swinburne Bridge (TIP)","Swinburne Bridge - Preliminary Design","Swinburne St & Frazier St 15213","40.42662","-79.95044","District 3","3"
"1120590417.50000.01","Trail Development","Mon Wharf Switchback - Design & Construction","Smithfield Street Bridge and Fort Pitt Boulevard 15222","40.43941","-79.99909","District 6","6"
"1120590417.50000.01","Trail Development","Mon Wharf Switchback - Design & Construction","Smithfield Street Bridge and Fort Pitt Boulevard 15222","40.43941","-79.99909","District 6","6"
"4020590117.50000.00","Trail Development","Trolley Trail Phase 2","West End (McCartney St & Wabash St) 15211","40.43614","-80.03342","District 2","2"
"4020590117.50000.00","Trail Development","Trolley Trail Phase 2","West End (McCartney St & Wabash St) 15211","40.43614","-80.03342","District 2","2"
"6020590418.50000.00","Trail Development","Trolley Trail Phase 2","McCartney St & Freewalt St 15220","40.43540","-80.03669","District 2","2"
"6020590418.50000.00","Trail Development","Trolley Trail Phase 2","McCartney St & Freewalt St 15220","40.43540","-80.03669","District 2","2"
"1120590417.50000.02","Trail Development","Washington Boulevard Multimodal Path Construction (SMART Transportaion Grant)","Washington Blvd & Allegheny River Blvd 15206","40.48427","-79.90787","District 7","7"
"1120590417.50000.02","Trail Development","Washington Boulevard Multimodal Path Design/Engineering (SMART Transportaion Grant)","Washington Blvd & Allegheny River Blvd 15206","40.48427","-79.90787","District 7","7"
"1116303170.58101.00","Urban League - Housing Counseling","Housing Counseling for Low & Moderate Income Residents","City-Wide",,,"City-Wide",
"1216303180.58101.00","Urban League - Housing Counseling","Housing Counseling for Low & Moderate Income Residents","City-Wide",,,"City-Wide",
"8200018170.58101.00","Urban Redevelopment Authority Personnel","HOME Program Administration","City-Wide",,,"City-Wide",
"8200018180.58101.01","Urban Redevelopment Authority Personnel","HOME Program Administration","City-Wide",,,"City-Wide",
"8200018170.58101.00","Urban Redevelopment Authority Personnel","Housing Initiatives, Business Development, Major Projects","City-Wide",,,"City-Wide",
"8200018180.58101.02","Urban Redevelopment Authority Personnel","Personnel for Housing Initiatives, Business Development, Major Projects","City-Wide",,,"City-Wide",
"8200002918.50000.00","Urban Redevelopment Authority Property Maintenance","Clearing URA Property of Grass/Weeds/Snow","City-Wide",,,"City-Wide",
"8200002917.53901.00","Urban Redevelopment Authority Property Maintenance","URA Owned Properties cleared of Grass/Weeds/Snow","City-Wide",,,"City-Wide",
"1126743017.50000.00","War Memorials & Public Art","War Memorial and Public Art Conservation","City-Wide",,,"City-Wide",
"1130166118.50000.00","War Memorials & Public Art","War Memorial and Public Art Conservation","City-Wide",,,"City-Wide",
"4030142017.50000.05","Water Feature Upgrades","Add Spray Feature Sensor  - Moore Park","1777 Pioneer Ave 15226","40.40550","-80.01472","District 4","4"
"4030142017.50000.04","Water Feature Upgrades","Add Spray Feature Sensor  - Swisshelm","Onondago St & Nightingale Way 15218","40.42064","-79.90179","District 5","5"
"4030142017.50000.02","Water Feature Upgrades","Add Spray Feature Sensor - Enright","Amber St & Eva St 15206","40.46193","-79.93035","District 9","9"
"4030143170.58101.01","Water Feature Upgrades","Add Spray Feature Sensor - Frazier","Frazier St & Dawson St 15213","40.42971","-79.95426","District 3","3"
"4030143170.58101.02","Water Feature Upgrades","Add Spray Feature Sensor - Larimer","Larimer Ave & Shetland St 15213","40.46625","-79.91245","District 9","9"
"4030142017.50000.01","Water Feature Upgrades","Add Spray Feature Sensor - Leslie","46th St & Butler St 15201","40.47284","-79.95846","District 7","7"
"4030142017.50000.06","Water Feature Upgrades","Add Spray Feature Sensor - Shaler","Shaler St & Greenleaf St 15211","40.43813","-80.02475","District 2","2"
"4030143170.58101.03","Water Feature Upgrades","Add Spray Feature Sensor - Spring Hill","S Side Ave & Romanhoff St 15212","40.47024","-79.99324","District 1","1"
"4030142017.50000.03","Water Feature Upgrades","Water Meters and Backflow Preventers","City-Wide",,,"City-Wide",
"4030142017.50000.03","Water Feature Upgrades","Water Meters and Backflow Preventers","City-Wide",,,"City-Wide",
"4023305917.50000.00","West Ohio Street Bridge (TIP)","Construction Phase","W Ohio St & Ridge Ave 15212","40.45163","-80.01068","District 1","1"
"4023305917.50000.00","West Ohio Street Bridge (TIP)","Construction Phase","W Ohio St & Ridge Ave 15212","40.45163","-80.01068","District 1","1"
"6023305018.50000.00","West Ohio Street bridge (TIP)","West Ohio Street Bridge - Construction","W Ohio St & Ridge Ave 15212","40.45163","-80.01068","District 1","1"
"6023305018.50000.00","West Ohio Street bridge (TIP)","West Ohio Street Bridge - Construction","W Ohio St & Ridge Ave 15212","40.45163","-80.01068","District 1","1"
,"ADA Compliance","BRAILING FORMS, BROCHURES, AND SIGNS","City-Wide",,,"City-Wide",
,"ADA Compliance","FIRST RESPONDER'S GUIDE FOR PEOPLE WITH DISABILITIES","City-Wide",,,"City-Wide",
,"ADA Compliance","INTERPRETIVE SERVICES","City-Wide",,,"City-Wide",
,"ADA Compliance","RUG TILES IN HEALTHY ACTIVE LIVING CENTERS","City-Wide",,,"City-Wide",
,"CDBG Adminstration","CDBG ADMINISTRATION - OVERALL ADMINISTRATION","City-Wide",,,"City-Wide",
,"Citizen Participation","CDBG PROGRAM CITIZEN PARTICIPATION","City-Wide",,,"City-Wide",
,"City Council's Unspecified Local Option","31st Ward Community Action Group","1202 Muldowney Ave 15207","40.3687","-79.91534","District 5","5"
,"City Council's Unspecified Local Option","Aleph Institute","5804 Beacon St 15217","40.4346","-79.92239","District 5","5"
,"City Council's Unspecified Local Option","Aleph Institute","5804 Beacon St 15217","40.4346","-79.92239","District 8","8"
,"City Council's Unspecified Local Option","Big Brothers Big Sisters","5989 Centre Ave 15206","40.45994","-79.92603","District 1","9"
,"City Council's Unspecified Local Option","Big Brothers Big Sisters","5989 Centre Ave 15206","40.45994","-79.92603","District 5","9"
,"City Council's Unspecified Local Option","Big Brothers Big Sisters","5989 Centre Ave 15206","40.45994","-79.92603","District 8","9"
,"City Council's Unspecified Local Option","Birmingham Foundation – Mt Washington Recreation Center","2005 Sarah St 15203","40.42774","-79.97752","District 2","3"
,"City Council's Unspecified Local Option","Birmingham Foundation – West End Employment Center","2005 Sarah St 15203","40.42774","-79.97752","District 2","3"
,"City Council's Unspecified Local Option","Bloomfield Development Corporation","366 Gross St 15224","40.46097","-79.9448","District 7","7"
,"City Council's Unspecified Local Option","Bloomfield Garfield Corporation","5149 Penn Ave 15224","40.46481","-79.94096","District 7","7"
,"City Council's Unspecified Local Option","Brashear Association","2005 Sarah St 15203","40.42774","-79.97752","District 3","3"
,"City Council's Unspecified Local Option","Brashear Association (for Arlington Food Bank)","2201 Salisbury St 15210","40.41924","-79.97501","District 3","3"
,"City Council's Unspecified Local Option","Brookline Food Pantry","1036 Brookline Blvd 15226","40.39164","-80.01641","District 4","4"
,"City Council's Unspecified Local Option","Brookline Teen Outreach","520 Brookline Blvd 15226","40.39573","-80.02317","District 4","4"
,"City Council's Unspecified Local Option","Building Bridges for Business","1526 Rhine St 15212","40.46268","-79.99076","District 8","1"
,"City Council's Unspecified Local Option","Carrick Community Council","1912 Brownsville Rd 15210","40.4145","-79.98799","District 4","4"
,"City Council's Unspecified Local Option","Catholic Youth Association of Pittsburgh (Senior Center)","286 Main St 15201","40.46785","-79.9584","District 7","7"
,"City Council's Unspecified Local Option","Center for Employment Opportunities (CEO)","100 Ross St 15219","40.43622","-79.99701","District 7","6"
,"City Council's Unspecified Local Option","Center for Victims - Crisis Intervention","3433 E Carson St 15203","40.42083","-79.95801","District 3","3"
,"City Council's Unspecified Local Option","Center for Victims - Crisis Intervention","3433 E Carson St 15203","40.42083","-79.95801","District 4","3"
,"City Council's Unspecified Local Option","Center for Victims - Crisis Intervention","3433 E Carson St 15203","40.42083","-79.95801","District 7","3"
,"City Council's Unspecified Local Option","Center for Victims - Pittsburgh Mediation Center","3433 E Carson St 15203","40.42083","-79.95801","City-Wide","3"
,"City Council's Unspecified Local Option","Center of Life","161 Hazelwood Ave 15207","40.41179","-79.94251","District 5","5"
,"City Council's Unspecified Local Option","Christian Immigration Advocacy Center","250 E Ohio St 15212","40.4534","-80.00324","District 8","1"
,"City Council's Unspecified Local Option","Community Human Services","370 Lawn St 15213","40.43365","-79.96125","District 3","3"
,"City Council's Unspecified Local Option","Community Human Services","370 Lawn St 15213","40.43365","-79.96125","District 5","3"
,"City Council's Unspecified Local Option","Community Human Services","2525 Liberty Ave 15222","40.45405","-79.97841","District 7","7"
,"City Council's Unspecified Local Option","Community Human Services","2525 Liberty Ave 15222","40.45405","-79.97841","District 8","7"
,"City Council's Unspecified Local Option","Department of City Planning for PACDC","Council District 4","40.43665","-79.99694","District 4","4"
,"City Council's Unspecified Local Option","District 1 CDBG ULO","Council District 1",,,"District 1","1"
,"City Council's Unspecified Local Option","District 2 CDBG ULO","Council District 2",,,"District 2","2"
,"City Council's Unspecified Local Option","District 6 CDBG ULO","Council District 6",,,"District 6","6"
,"City Council's Unspecified Local Option","Earthen Vessels","250 S Pacific Ave 15224","40.46301","-79.94036","District 7","7"
,"City Council's Unspecified Local Option","East End Cooperative Ministry","6140 Station St 15206","40.46279","-79.92169","District 7","9"
,"City Council's Unspecified Local Option","East End Cooperative Ministry","6140 Station St 15206","40.46279","-79.92169","District 8","9"
,"City Council's Unspecified Local Option","Elizabeth Seton Center","1900 Pioneer Ave 15226","40.40389","-80.01593","District 4","4"
,"City Council's Unspecified Local Option","Elliot West End Athletic Association","Herschel St & Hassler St 15205","40.44075","-80.04377","District 2","2"
,"City Council's Unspecified Local Option","Emmaus Community","2821 Sarah St 15203","40.42522","-79.96577","District 3","3"
,"City Council's Unspecified Local Option","Fair Housing Partnership of Greater Pittsburgh","2840 Liberty Av 15222","40.45665","-79.97474","District 7","7"
,"City Council's Unspecified Local Option","Friendship Circle","1922 Murray Ave 15217","40.43532","-79.92292","District 5","5"
,"City Council's Unspecified Local Option","Friendship Circle","1922 Murray Ave 15217","40.43532","-79.92292","District 8","5"
,"City Council's Unspecified Local Option","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","District 7","7"
,"City Council's Unspecified Local Option","Greater Pittsburgh Community Food Bank","1 N Linden St 15110","40.37546","-79.84191","District 8","8"
,"City Council's Unspecified Local Option","GROUNDED","6587 Hamilton Ave 15206","40.45823","-79.91136","District 8","9"
,"City Council's Unspecified Local Option","Hazelwood Initiative","5125 Second Ave 15207","40.4068","-79.94308","District 5","5"
,"City Council's Unspecified Local Option","Higher Achievement, Inc","6507 Wilkins Ave 15217","40.44448","-79.91738","District 8","8"
,"City Council's Unspecified Local Option","Hilltop Alliance ($8,000 after a pass through of $2,500 for Allentown CDC and Beltzhoover Civic Association)","831 E Warrington Ave 15210","40.42169","-79.99385","District 3","3"
,"City Council's Unspecified Local Option","Jewish Association on Aging","200 JHF Dr 15217","40.41434","-79.92005","District 5","5"
,"City Council's Unspecified Local Option","Jewish Association on Aging","200 JHF Dr 15217","40.41434","-79.92005","District 8","5"
,"City Council's Unspecified Local Option","Jewish Family & Childrens Services - Career Development","5743 Bartlett St 15217","40.43604","-79.92378","District 5","5"
,"City Council's Unspecified Local Option","Jewish Family & Childrens Services - Refugee Services","5743 Bartlett St 15217","40.43604","-79.92378","District 5","5"
,"City Council's Unspecified Local Option","Jewish Family & Childrens Services - Refugee Services","5743 Bartlett St 15217","40.43604","-79.92378","District 8","5"
,"City Council's Unspecified Local Option","Jewish Family & Childrens Services - Squirrel Hill Community Food Pantry","828 Hazelwood Ave 15217","40.41789","-79.92435","District 5","5"
,"City Council's Unspecified Local Option","Lawrenceville Corporation","100 43rd St 15201","40.47337","-79.96429","District 7","7"
,"City Council's Unspecified Local Option","Lawrenceville United","118 52nd St 15201","40.47924","-79.95282","District 7","7"
,"City Council's Unspecified Local Option","Light of Kimberly","Council District 2","40.46398","-79.82587","District 2","2"
,"City Council's Unspecified Local Option","Lincoln Place Presbyterian Church","1202 Muldowney Ave 15207","40.3687","-79.91534","District 5","5"
,"City Council's Unspecified Local Option","Macedonia Family and Community Enrichment Center","1835 Centre Ave 15219","40.44275","-79.98218","District 8","6"
,"City Council's Unspecified Local Option","Neighborhood Academy","709 N Aiken Ave 15206","40.47281","-79.93236","District 8","9"
,"City Council's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","District 3","3"
,"City Council's Unspecified Local Option","Oakland Business Improvement District","235 Atwood St 15213","40.44032","-79.95651","District 8","3"
,"City Council's Unspecified Local Option","Oakland Planning & Development Corporation","235 Atwood St 15213","40.44032","-79.95651","District 3","3"
,"City Council's Unspecified Local Option","Oakland Planning & Development Corporation","235 Atwood St 15213","40.44032","-79.95651","District 8","3"
,"City Council's Unspecified Local Option","PA Cleanways of Allegheny County","2801 N Charles St 15214","40.47056","-80.01381","District 3","6"
,"City Council's Unspecified Local Option","Pennsylvania Resource Council","64 S 14th St 15203","40.42801","-79.98419","District 3","3"
,"City Council's Unspecified Local Option","Pennsylvania Resource Council","64 S 14th St 15203","40.42801","-79.98419","District 4","3"
,"City Council's Unspecified Local Option","Peoples Oakland","3433 Bates St 15213","40.43615","-79.95609","District 8","3"
,"City Council's Unspecified Local Option","Persad Center","5301 Butler St 15201","40.48192","-79.95336","District 3","7"
,"City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","City-Wide","3"
,"City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 3","3"
,"City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 5","3"
,"City Council's Unspecified Local Option","Pittsburgh Action Against Rape","81 S 19th St 15203","40.42895","-79.97889","District 8","3"
,"City Council's Unspecified Local Option","Pittsburgh AIDS Task Force","5913 Penn Ave 15206","40.4621","-79.9252","District 3","9"
,"City Council's Unspecified Local Option","Pittsburgh AIDS Task Force","5913 Penn Ave 15206","40.4621","-79.9252","District 8","9"
,"City Council's Unspecified Local Option","Pittsburgh Community Services - Hunger","249 N Craig St 15213","40.45127","-79.95197","City-Wide","8"
,"City Council's Unspecified Local Option","Pittsburgh Community Services - Safety","249 N Craig St 15213","40.45127","-79.95197","City-Wide","8"
,"City Council's Unspecified Local Option","Pittsburgh Musical Theater","327 S Main St 15220","40.44135","-80.03247","District 2","2"
,"City Council's Unspecified Local Option","Pittsburgh Parks Conservancy","45 S 23rd St 15203","40.42941","-79.97282","District 8","3"
,"City Council's Unspecified Local Option","Pittsburgh Project","2801 N Charles St 15214","40.47056","-80.01381","District 8","6"
,"City Council's Unspecified Local Option","Poise Foundation","603 Stanwix St 15222","40.44219","-80.00394","District 9","6"
,"City Council's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","District 5","6"
,"City Council's Unspecified Local Option","Prevention Point Pittsburgh","460 Melwood Ave 15213","40.45567","-79.95287","District 8","6"
,"City Council's Unspecified Local Option","Public Safety - Zone 6 Council Funding","312 S Main St 15220","40.44194","-80.03227","District 4","2"
,"City Council's Unspecified Local Option","Saint Clair Athletic Association","810 Fisher St 15210","40.411","-79.97464","District 3","3"
,"City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 3","7"
,"City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 5","7"
,"City Council's Unspecified Local Option","Shepherd Wellness Center","4800 Sciota St 15224","40.45975","-79.94741","District 8","7"
,"City Council's Unspecified Local Option","Sheraden Community Council","720 Sherwood Ave 15204","40.45504","-80.05653","District 2","2"
,"City Council's Unspecified Local Option","SLB Radio Productions","10 Children's Way 15212","40.45238","-80.00663","District 5","1"
,"City Council's Unspecified Local Option","Southside Slopes Neighborhood Association","2201 Salisbury St 15210","40.41924","-79.97501","District 3","3"
,"City Council's Unspecified Local Option","St. Andrew Lutheran Church","304 Morewood Ave 15213","40.45378","-79.94438","District 2","8"
,"City Council's Unspecified Local Option","St. Pauls Benevolent Education & Missionary Institute","108 N Dithridge St 15213","40.44719","-79.95051","District 3","8"
,"City Council's Unspecified Local Option","Strong Women Strong Girls","1620 Murray Ave 15217","40.43871","-79.92312","District 4","5"
,"City Council's Unspecified Local Option","Strong Women Strong Girls","1620 Murray Ave 15217","40.43871","-79.92312","District 5","5"
,"City Council's Unspecified Local Option","Strong Women Strong Girls","1620 Murray Ave 15217","40.43871","-79.92312","District 7","5"
,"City Council's Unspecified Local Option","The Children's Museum of Pittsburgh","10 Children's Way 15212","40.45238","-80.00663","District 8","1"
,"City Council's Unspecified Local Option","The Open Door","12 Stratmore Ave 15205","40.4443","-80.05869","District 2","2"
,"City Council's Unspecified Local Option","Tree of Hope","250 E Ohio St 15212","40.4534","-80.00324","District 3","1"
,"City Council's Unspecified Local Option","Union Project","801 N Negley Ave 15206","40.47192","-79.92652","District 7","7"
,"City Council's Unspecified Local Option","Veterans Leadership Program of Western PA","2934 Smallman St 15201","40.45884","-79.97442","District 3","7"
,"City Council's Unspecified Local Option","Vincentian Marion Manor","2695 Winchester Dr 15220","40.41002","-80.04309","District 2","2"
,"City Council's Unspecified Local Option","West End Boxing","2940 Sheraden Blvd 15204","40.4542","-80.05395","District 2","2"
,"City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 7","1"
,"City Council's Unspecified Local Option","Western Pennsylvania Conservancy","800 Waterfront Dr 15222","40.46514","-79.97634","District 8","1"
,"City Council's Unspecified Local Option","Western Pennsylvania School for Blind Children","201 N Bellefield Ave 15213","40.44892","-79.95317","District 8","8"
,"City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 5","5"
,"City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 7","5"
,"City Council's Unspecified Local Option","Women's Center & Shelter","1620 Murray Ave 15217","40.43871","-79.92312","District 8","5"
,"City Council's Unspecified Local Option","YMCA of Greater Pittsburgh - Hazelwood","4713 Chatsworth Ave 15207","40.41274","-79.94419","District 5","5"
,"City Council's Unspecified Local Option","Zionist Organization Association","6507 Wilkins Ave 15217","40.44448","-79.91738","District 8","8"
,"Community Based Organizations","HOUSING AND ECONOMIC DEVELOPMENT IMPROVEMENTS","City-Wide",,,"City-Wide",
"1173730019","Comprehensive Plan","KENNARD PARK MASTER PLAN","Reed St & Kirkpatrick St 15219","40.44359","-79.97485","District 6","6"
"1173730019","Comprehensive Plan","KENNARD PARK MASTER PLAN","Reed St & Kirkpatrick St 15219","40.44359","-79.97485","District 6","6"
"1173830019","Cultural Heritage Plan","CULTURAL HERITAGE PLAN IMPLEMENTATION","City-Wide",,,"City-Wide",
"1173830019","Cultural Heritage Plan","CULTURAL HERITAGE PLAN IMPLEMENTATION","City-Wide",,,"City-Wide",
"1225015190","Emergency Solutions Grant","EMERGENCY SOLUTIONS GRANT","City-Wide",,,"City-Wide",
,"Fair Housing","FAIR HOUSING ADMINISTRATION AND TRAINING","City-Wide",,,"City-Wide",
"1216302190","Housing Opportunities For Persons with AIDS","HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS","City-Wide",,,"City-Wide",
,"Mayor's Unspecified Local Option","MAYOR'S UNSPECIFIED LOCAL OPTION","City-Wide","40.43811","-79.99685","City-Wide",
,"Neighborhood Employment Centers","NEIGHBORHOOD EMPLOYMENT CENTERS","City-Wide",,,"City-Wide",
,"Personnel - Community Development Block Grant Program","CDBG PERSONNEL","City-Wide",,,"City-Wide",
,"Pittsburgh Employment Program","PITTSBURGH EMPLOYMENT PROGRAM","City-Wide",,,"City-Wide",
