"applicant","award_fiscal_year","project_number","category","eligible_mitigation_action","old_vehicle_type","new_vehicle_type","new_fuel_type","est_lifetime_nox_reduction","funding_requested","actual_funding_awarded","maximum_vw_cost_share","vehicle_cost","address","city","zip","county","state","point"
"R+L Carriers, Inc","2020","NG18-R+LC-14/33-9199","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","3.514","25367.63","25367.63","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Joplin School District","2019","SB39-B2","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus","School Bus","diesel",,"22000.00","21777.25","0.25","87109.00","1432 S. Picher Avenue","Joplin","64804","Jasper","MO","POINT (-94.510569 37.031806)"
"Logan Rogersville R-VIII School District","2019","SB49-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.797","22000.00","22000.00","0.25","96726.00","100 East Front Street","Rogersville","65742","Webster","MO","POINT (-93.084819 37.124148)"
"City of St. Louis","2019","R-GT2-STLC-T8","Category 2: Government Trucks",,,,"diesel","1.254","43010.00","43010.00","0.5","138944.00","1900 Hampton Ave","St. Louis","63139","Saint Louis City","MO","POINT (-90.292627 38.610541)"
"City Utilities of Springfield","2020","D04-CITY-1/7-0401","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","Forklift",,"diesel","0.34","17500.00","19258.50","0.25","77034.00",,"Springfield","65801","Greene","MO","POINT (-93.295155 37.215451)"
"Gasconade R-2 School District","2019","SB27-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.57","22000.00","21766.25","0.25","87065.00","402 East Lincoln","Owensville","65066","Gasconade","MO","POINT (-91.488156 38.343261)"
"FedEx Freight Corporation","2020","NG27-FEDE-9/35-7038","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.65","26000.88","25318.97","0.25","101275.86","4110 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Fowler Bus Company","2019","SB24-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.279","22000.00","22000.00","0.25","85650.00","1213 East Main Street","Richmond","64085","Ray","MO","POINT (-93.961337 39.325505)"
"City of St. Louis","2019","R-GT2-STLC-T3","Category 2: Government Trucks",,,,"diesel","1.458","43010.00","43010.00","0.5","138944.00","1900 Hampton Ave","St. Louis","63139","Saint Louis City","MO","POINT (-90.292627 38.610541)"
"Metropolitan St. Louis Sewer Department","2020","GT17-MSWR-7949","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.741","28700.00","0.00","0.5",,"10 E Grand Ave","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Republic Services Inc","2020","NG07-REPU-2625","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","4.56","30726.75","0.00","0.25",,"7189 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Bowling Green R-I School District","2020","SB14-BOWL-5852","Category 1: school Bus","EMA 17","School Bus","School Bus","Diesel","0.83","36000.00","35370.00","0.4","88425.00","700 West Adams","Bowling Green","63334","Pike","MO","POINT (-91.188487 39.311159)"
"Ozark R-VI School District","2019","SB65-B2","Category 1: School Buses","EMA 2","School Bus",,"diesel","0.445","22000.00","22000.00","0.25","90128.00","1827 S. 15th Street","Ozark","65721","Christian","MO","POINT (-93.213945 36.999652)"
"Rolla 31 School District","2019","SB70-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.141","22000.00","21964.75","0.25","87859.00","500A Forum Drive","Rolla","65401","Phelps","MO","POINT (-91.760047 37.916461)"
"Republic Services Inc","2020","NG07-REPU-8902","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","4.147","30726.75","0.00","0.25",,"7211 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"East Carter County R-II School District","2019","SB17-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.236","22000.00","22000.00","0.25","98744.00","24 South Herren Ave.","Ellsinore","63937","Carter","MO","POINT (-90.756558 36.957051)"
"Metropolitan St. Louis Sewer District","2019","R-GT4-STLO-T7","Category 2: Government Trucks",,,,"diesel","1.12","48000.00","16660.00","0.5","138944.00","1900 Hampton Ave","St. Louis","63139","Saint Louis City","MO","POINT (-90.292627 38.610541)"
"Republic Services INC","2020","NG20-REPU-27/30-2180","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","1.404","21139.50","21139.50","0.25","155548.06","7162 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Worth County R-III","2019","SB83-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","Diesel","0.501","22000.00","20091.50","0.25","80366.00","510 East Avenue","Grant City","64456","Worth","MO","POINT (-94.342537 40.515522)"
"North Daviess R-III School District","2019","SB62-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.688","100000.00","99972.00","1","99972.00","413 E 2nd St","Jameson","64647","Daviess","MO","POINT (-93.975948 40.021566)"
"Sullivan School District","2020","SB34-SULL-2026","Category 1: school Bus","EMA 51","School Bus","School Bus","Diesel","0.744","22500.00","21962.75","0.25","87851.00","138 Taylor St.","Sullivan","63080","Franklin","MO","POINT (-91.146205 38.237839)"
"Caruthersville School District No. 18","2019","SB08-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","2.115","100000.00","100000.00","1","110187.00","1711 Ward Ave","Caruthersville","63830","Pemiscot","MO","POINT (-89.700072 36.154753)"
"Metropolitan St. Louis Sewer Department","2020","GT17-MSWR-5944","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.649","25150.00","25150.00","0.5","264995.00","10 E Grand Ave","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"FedEx Freight Corporation","2020","NG27-FEDE-28/35-3790","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","0.95","13951.00","13951.00","0.25","101275.86","4097 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Billings R-IV School District","2019","SB05-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.519","22000.00","21147.50","0.25","84590.00","118 W. Mt. Vernon","Billings","65610","Christian","MO","POINT (-93.534016 37.042745)"
"Clever R-V School District","2019","SB12-B1","Category 1: School Buses","Other","School Bus","School Bus","diesel","0.125","22000.00","20750.75","0.25","83003.00","103 South Public","Clever","65631","Christian","MO","POINT (-93.430565 37.01175)"
"FedEx Freight Corporation","2020","NG27-FEDE-7/35-2163","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","2.156","26875.00","25318.97","0.25","101275.86","4108 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Ozarks Coca Cola/Dr. Pepper Bottling Company","2020","NG17-OZAR-3/10-8288","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","long haul combination",,"diesel","4.4","22850.00","22850.00","0.25","110804.00","1777 N. Packer Rd.","Springfield","65604","Greene","MO","POINT (-93.582453 37.305448)"
"Lomax Trucking Service INC","2020","NG13-LOMA-3/3-5598","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","long haul combination",,"diesel","4.968","159843.00","39993.00","0.25","159972.00","3825 hwy MM","Hannibal","63401","Marion","MO","POINT (-91.420452 39.702916)"
"Republic Services Inc","2020","NG07-REPU-3129","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","3.248","30726.75","0.00","0.25",,"7194 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Webb City R-VII","2020","SB32-WEBB-7523","Category 1: school Bus","EMA 47","School Bus","School Bus","Diesel","1.178","36000.00","36000.00","0.4","99575.00","411 North Madison Street","Webb City","64870","Jasper","MO","POINT (-94.473676 37.163925)"
"Fair Play R-II School District","2019","SB22-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.166","100000.00","97456.00","1","97456.00","500 Main Street","Fairfax","64446","Atchison","MO","POINT (-95.368037 40.320244)"
"Reynolds County","2020","GT13-REYN-8611","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.33",,"69000.00",,"143000.00","PO Box 10","Centerville","63633","Reynolds","MO","POINT (-91.006202 37.444363)"
"City of Fulton","2019","GT09-FULT-T2","Category 2 - Large (Class 8)","EMA 1","2001 Dump Truck","Short Haul Single Unit","Diesel","1.106","50000.00","50000.00",,"100719.00","18 East 4th Street","Fulton","65251","Callaway","MO","POINT (-91.973506 38.853923)"
"Holcomb R-III School District","2019","SB34-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.175","22000.00","22000.00","0.25","95240.00","102 South Cherry Street","Holcomb","63852","Dunklin","MO","POINT (-90.014705 36.381105)"
"Republic Services Inc","2020","NG07-REPU-9601","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","2.856","37000.00","0.00","0.25",,"7213 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-4/43-7010","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","5.405","18750.00","18750.00","0.25","117724.00","1143 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Republic Services Inc","2020","NG07-REPU-4216","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","1.428","18355.40","0.00","0.25",,"7198 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Department of Corrections","2021","DOC-7129-0716M","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","0.772","107668.02","107668.02","1","107668.02","2730 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"North St. Francois County R-I School District","2019","SB64-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","7.797","22000.00","22000.00","0.25","104387.00","300 Berry Road","Bonne Terre","63628","Saint Francois","MO","POINT (-90.534229 37.934659)"
"Waste Management of Missouri, INC","2020","NG25-WAST-2/12-5702","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","1.4265","30000.00","30000.00","0.25","345115.20","7320 Hall Street","St. Louis","63147","Saint Louis City","MO","POINT (-90.221068 38.695471)"
"Steelville R-3 School District","2019","SB78-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.063","22000.00","20498.50","0.25","81994.00","527 Perkins Lane","Steelville","65565","Crawford","MO","POINT (-91.287463 37.936919)"
"De Soto School District #73","2019","SB13-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.44","22000.00","22000.00","0.25","97282.00","610 Vineland School Rd","De Soto","63020","Jefferson","MO","POINT (-90.548316 38.111471)"
"Republic Services INC","2020","NG20-REPU-6/30-7603","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","4.296","30726.75","30726.75","0.25","177448.39","7166 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Golden City R-III School District","2020","SB09-GOLD-7589","Category 1: school Bus","EMA 11","School Bus","School Bus","Diesel","1.381","36000.00","34764.40","0.4","86911.00","1208 Walnut","Golden City","64748","Barton","MO","POINT (-94.117286 37.356735)"
"Southland C-9","2020","SB40-SOUT-4131","Category 1: school Bus","EMA 57","School Bus","School Bus","Diesel","1.12","54000.00","54000.00","0.6","94721.00","500 South Main","Cardwell","63829","Dunklin","MO","POINT (-90.29867 36.041464)"
"Republic Services INC","2020","NG20-REPU-22/30-1362","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","3.982","41269.35","41269.35","0.25","237617.00","7175 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Hayti R-II School District","2019","SB32-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.054","100000.00","100000.00","1","104852.00","500 North Fourth","Hayti","63851","Pemiscot","MO","POINT (-89.730725 36.254263)"
"Department of Corrections","2021","DOC-6837-0039M","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.036","139258.29","139258.29","1","139258.29","2730 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"Ozark County Road and Bridge","2019","R-GT5-OZAR-T1","Category 2: Government Trucks",,,,"diesel","2.028","54900.00","49000.00","0.5","393538.00","2350 Market Street","St. Louis","63103","Saint Louis City","MO","POINT (-90.215039 38.630287)"
"Scotland County R-I School District","2019","SB75-B2","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.038","22000.00","22000.00","0.25","88005.00","438 W. Lovers Lane","Memphis","63555","Scotland","MO","POINT (-92.212677 40.445106)"
"Marquand-Zion R-6 School District","2019","SB53-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.29","100000.00","100000.00","1","103348.00","205 Morley St","Marquand","63379","Madison","MO","POINT (-90.980422 38.994368)"
"City of Columbia Utilities Department","2019","R-GT7-COMU-T1","Category 2: Government Trucks",,,,"diesel","1.162","38000.00","45000.00","0.5","294220.00",,"Columbia","65205","Boone","MO","POINT (-92.328594 38.951551)"
"Lincoln County R-III School District","2019","SB48-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","1.693","22000.00","22000.00","0.25","95275.00","51 Clonts Field Drive Suite B","Troy","63379","Lincoln","MO","POINT (-90.980422 38.994368)"
"Callaway Electric Cooperative","2021","EV05-CALL-KIN01","Category 8: EV Infrastructure",,"EV charging station",,"all-electric",,"196955.00",,,,,"Fulton","65251","Callaway","MO","POINT (-91.973506 38.853923)"
"Jasper R-V School District","2020","SB43-JASP-0422","Category 1: school Bus","EMA 60","School Bus","School Bus","Diesel","1.178","54000.00","54000.00","0.6","94532.00","201 W Mercer St.","Jasper","64755","Jasper","MO","POINT (-94.316034 37.324754)"
"FedEx Freight Corporation","2020","NG27-FEDE-20/35-4423","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.35","19040.38","19040.38","0.25","101275.86","4089 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Miller R-II School District","2019","SB59-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.374","22000.00","22000.00","0.25","91086.00","306 W. 1st Street","Miller","65707","Lawrence","MO","POINT (-93.835121 37.227787)"
"Palmyra R-1 School District","2019","SB66-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.447","22000.00","19991.75","0.25","79967.00","1703 South Main","Palmyra","63461","Marion","MO","POINT (-91.569736 39.787471)"
"Department of Corrections","2020","DOC-1597-F0739M","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","0.268","120000.00","120000.00","0.92","130876.96","2734 Plaza Drive","Jefferson City","65102","Cole","MO","POINT (-92.187689 38.577896)"
"R+L Carriers, Inc","2020","NG18-R+LC-19/33-7411","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"CNG","1.55","25367.63","25251.75","0.25","101007.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"FedEx Freight Corporation","2020","NG27-FEDE-2/35-3294","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","2.74","26875.00","25318.97","0.25","101275.86","4088 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Evergy Inc","2021","EV08-EVER-CON01","Category 8: EV Infrastructure",,"EV charging station",,"all-electric",,"98495.00",,,,"1200 Main Street","Kansas City","64105","Jackson","MO","POINT (-94.58966 39.104019)"
"R+L Carriers, Inc","2020","NG18-R+LC-25/33-8753","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","2.31","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Butler County","2019","R-GT8-BUTL-T2","Category 2: Government Trucks",,,,"diesel","1.55","70000.00",,"0.5","271897.00",,"Columbia","65205","Boone","MO","POINT (-92.328594 38.951551)"
"Bernie R-XIII Schools","2020","SB11-BERN-1021","Category 1: school Bus","EMA 14","School Bus","School Bus","Diesel","1.098","54000.00","54000.00","0.6","105104.00","516 W. Main Ave.","Bernie","63822","Stoddard","MO","POINT (-90.017282 36.668992)"
"City of Columbia","2020","GT23-COLU-6798","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.725",,"80000.00",,"191666.00",,"Columbia","65205","Boone","MO","POINT (-92.328594 38.951551)"
"Wayne County","2019","R-GT8-CWAY-T1","Category 2: Government Trucks",,,,"diesel","1.254","50000.00","54900.00","0.5","119320.00","PO Box 247","Gainesville","65655","Ozark","MO","POINT (-92.40638 36.578204)"
"Lamar R-1 School District","2019","SB42-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.259","22000.00","22000.00","0.25","89502.00","202 W. 7th","Lamar","64759","Barton","MO","POINT (-94.269396 37.519511)"
"Dexter R-XI Schools","2019","SB14-B1","State Clean Diesel","Other","School Bus","School Bus","diesel","0.059","22000.00","22000.00","0.25","93965.00","1031 Brown Pilot Ln","Dexter","63841","Stoddard","MO","POINT (-89.974364 36.780439)"
"City of St. Louis Airport Authority","2019","R-TS04-LAMB-B2","Category 3: Transit and Shuttle Buses",,"Bus",,,"1.656","75000.00","73819.00","0.5","147638.00","10701 Lambert International Boulevard","Bridgeton","63145","Saint Louis County","MO","POINT (-90.3633 38.743146)"
"Ozarks Coca Cola/Dr Pepper Bottling Company","2020","NG03-OZAR-1630","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Combination",,"diesel","3.84","32387.50","32158.25","0.25",,"1777 N Packer Rd","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Hiland Dairy Foods LLC","2020","NG10-HILA-15/43-5742","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","4.59","22500.00","22500.00","0.25","120132.00","1133 E Kearny Street","Springfield","65803","Greene","MO","POINT (-93.290325 37.268836)"
"Hillsboro R-III School District","2019","SB33-B3","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus","School Bus","diesel",,"22000.00","22000.00","0.25","96318.00","5 Ridgewood Drive","Hillsboro","63050","Jefferson","MO","POINT (-90.572632 38.261258)"
"Republic Services Inc","2020","NG07-REPU-0161","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","2.676","34284.60","0.00","0.25",,"7181 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"School of the Osage","2020","D09-SCHO-1/1-7310","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"diesel","0.45","22000.00","22500.00","0.25","94478.00","PO Box 1960","Lake Ozark","65049","Camden","MO","POINT (-92.673709 38.199954)"
"Grain Valley Schools","2019","SB29-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.213","22000.00","21275.00","0.25","85100.00","31606 E. Pink Hill Rd. Box 304","Grain Valley","64029","Jackson","MO","POINT (-94.214042 39.009318)"
"Republic Services INC","2020","NG20-REPU-10/30-8893","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","4.961","30726.75","30726.75","0.25","177448.39","7152 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Kingston 42","2020","SB22-KING-6065","Category 1: school Bus","EMA 28","School Bus","School Bus","Diesel","0.712","72000.00","68299.20","0.8","85374.00","139 E Lincoln Street","Kingston","64650","Caldwell","MO","POINT (-94.053516 39.642449)"
"Ozarks Coca Cola/Dr. Pepper Bottling Company","2020","NG17-OZAR-9/10-4387","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","1.94","14975.00","14975.00","0.25","78673.00","1777 N. Packer Rd.","Springfield","65604","Greene","MO","POINT (-93.582453 37.305448)"
"Miami R-I School District","2019","SB56-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.239","100000.00","95802.00","1","95802.00","34520 N. Hwy. 41","Miami","65344","Saline","MO","POINT (-93.190022 39.279966)"
"SYSCO St. Louis LLC","2020","NG24-SYSC-2/10-9499","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","refuse hauler",,"diesel","4.928","20330.00","20330.00","0.25","90115.91","2752 Elm Point Industiral Drive","St. Charles","63301","Saint Charles","MO","POINT (-90.496858 38.821144)"
"St. Louis County Department of Transportation","2020","GT23-SLDT-2813","Category 2: Government Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","1.673","67660.50","67660.50","0.5","145055.00","2500 Drilling Service Dr","Maryland Heights","63043",,"MO","POINT (-90.446922 38.725287)"
"David & Jerrie Baum, LLC","2020","NG02-DAVI-1/4-0049","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","4.24","40000.00","40000.00","0.25","169825.00",,"Halltown","65664","Lawrence","MO","POINT (-93.628258 37.193049)"
"Hannibal Public School District #60","2019","SB31-B3","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.353","22000.00","22000.00","0.25","108669.00","4650 McMasters Avenue","Hannibal","63401","Marion","MO","POINT (-91.420452 39.702916)"
"L Davis Transports, LLC","2020","NG09-LDAV-9895","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Long Haul Combination",,"diesel","6.015","40000.00","37955.50","0.25",,"PO BOX 419","St. James","65559","Phelps","MO","POINT (-91.609245 38.007914)"
"FedEx Freight Corporation","2020","NG27-FEDE-31/35-4422","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","0.82","12700.94","12700.94","0.25","101275.86","4101 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Lewis County C-1","2020","SB50-LEWI-5214","Category 1: school Bus","EMA 68","School Bus","School Bus","Electric",,"184654.00",,"0.5",,"21504 State Highway 6","Lewistown","63452","Lewis","MO","POINT (-91.811108 40.092565)"
"Republic Services Inc","2020","NG07-REPU-3411","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Refuse Hauler",,"diesel","1.44","18429.60","0.00","0.25",,"7195 N Market St","St. Louis","63133","St. Louis","MO","POINT (-90.304234 38.67882)"
"Lutie RVI School District","2020","D15-LUTI-1/1-9433","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"gasoline","0.4925","14687.50","15062.50","0.25","60250.00","5802 US HWY 160","Theodosia","65761","Ozark","MO","POINT (-92.713589 36.582744)"
"Raymondville R-VII School District","2019","SB68-B1","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.013","100000.00","96869.00","1","96869.00","135 W Hwy B","Raymondville","65555","Texas","MO","POINT (-91.794035 37.359735)"
"R+L Carriers, Inc","2020","NG18-R+LC-1/33-6551","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","Short Haul Single Unit",,"diesel","2.35","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"City of Columbia","2019","TS02-COMO-B4","Category 3: Transit and Shuttle Buses","EMA 2","Transit Bus","Transit Bus",,"3.916","98000.00","98000.00",,"490000.00","126 North Tenth Street","Columbia","65205","Boone","MO","POINT (-92.328594 38.951551)"
"FedEx Freight Corporation","2020","NG27-FEDE-11/35-2269","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","refuse hauler",,"diesel","1.771","26875.00","25318.97","0.25","101275.86","4079 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Joplin School District","2019","SB39-B3","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus","School Bus","diesel",,"22000.00","21777.25","0.25","87109.00","1432 S. Picher Avenue","Joplin","64804","Jasper","MO","POINT (-94.510569 37.031806)"
"FedEx Freight Corporation","2020","NG27-FEDE-27/35-2953","Category 4: Nongovernment Trucks","6. Class 4-7 Local Frieght","Short Haul Single Unit",,"diesel","0.636","9262.86","9262.86","0.25","101275.86","4096 N Norfleet Rd","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Carrollton R-VII School District","2020","SB38-CARR-5575","Category 1: school Bus","EMA 55","School Bus","School Bus","Diesel","0.712","54000.00","54000.00","0.6","96819.00","300 E. 9th Street","Carrollton","64633","Carroll","MO","POINT (-93.480719 39.37761)"
"City of St. Louis","2019","R-GT2-STLC-T7","Category 2: Government Trucks",,,,"diesel","1.194","43010.00","43010.00","0.5","138944.00","1900 Hampton Ave","St. Louis","63139","Saint Louis City","MO","POINT (-90.292627 38.610541)"
"R+L Carriers, Inc","2020","NG18-R+LC-22/33-8372","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"CNG","1.92","25367.63","25251.75","0.25","101007.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Gainesville R-V","2020","SB15-GAIN-6499","Category 1: school Bus","EMA 21","School Bus","School Bus","Diesel","1.12","54000.00","53490.00","0.6","89150.00","422 Bulldog Drive","Gainesville","65655","Ozark","MO","POINT (-92.40638 36.578204)"
"Fowler Bus Company","2019","SB24-B1","Category 1: School Buses","EMA 2","School Bus","School Bus","diesel","0.184","22000.00","22000.00","0.25","85650.00","1213 East Main Street","Richmond","64085","Ray","MO","POINT (-93.961337 39.325505)"
"Breckenridge R-1 School District","2020","D16-BREC-1/1-8763","Category 7: DERA Option","10. Diesel Emissions Reduction Act Option:","School Bus",,"gasoline","0.102","25000.00","15200.00","0.25","60800.00","400 W. Colfax","Breckenridge","64625","Caldwell","MO","POINT (-93.809245 39.754803)"
"R+L Carriers, Inc","2020","NG18-R+LC-3/33-8449","Category 4: Nongovernment Trucks","1. Class 8 Local Frieght and Port Drayage Trucks","short haul combination",,"diesel","1.98","26303.63","26259.50","0.25","105038.00","4055 N Pleasant Ave","Kansas City","64161","Clay","MO","POINT (-94.458005 39.163411)"
"Kingston K-14 School District","2019","SB41-B2","Category 1: FDD","EMA 2","School Bus","School Bus","diesel","0.005","100000.00","100000.00","1","101410.00","10047 Diamond Road","Cadet","63630","Washington","MO","POINT (-90.726757 38.0131)"
