License Number,Licensee Name,DBA Name,License Type,Current Status,Effective Date,Fee Date,Fee Type,Expiration Date,Business Phone,Manager Phone,First Name,Last Name,District,SubDistrict,County,Street Number,Street,City,State,Zip Code,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Address 4,Legal 1,Legal 2,Legal 3,Legal 4,Legal 5,Legal 6,Legal 7,Legal 8,latlng,Missouri Counties,School Districts,Counties
269339,"FRINGE BEERWORKS TAPROOM, LLC",FRINGE BEERWORKS TAPROOM,22MS,ACT,08/23/2022,,LOST,06/30/2023,8166002552,8169163695,EDWARD,PEASE,1,00,JACKSON,110,SE 4TH STREET,LEE'S SUMMIT,MO,64063,,,,,"ALL OF A BUILDING LOCATED AT 110 SE 4TH STREET, LEE'S SUMMIT, MO.",,,,,,,,,,,
219606,"ISLAND FROZEN YOGURT LLC, THE",ISLAND FROZEN YOGURT,SBD,ACT,08/19/2022,,LOST,06/30/2023,3146646678,6187414250,JASON,STUMP,3,00,ST. LOUIS CITY,1009-A,RUSSELL BLVD.,ST. LOUIS,MO,631043956,,,,,,,,,,,,,"(38.6071547, -90.2069049)",54,200,2223
248237,LIBERTY COMMONS LODGING ASSOCIATES LLC,LIBERTY COMMONS LODGING ASSOCIATES LLC,SBD,ACT,08/08/2022,,LOST,06/30/2023,5736357166,3148030680,BRETT,NIEMAN,1,00,CLAY,130,SOUTH STEWART ROAD,LIBERTY,MO,64068,,,,,,,,,,,,,"(39.2438469, -94.4541055)",36,3,2701
269166,STICKMAN ENTERTAINMENT COMPANY LLC,TIPSY PONY PARTY BAR,SBD,ACT,08/12/2022,,LOST,06/30/2023,3143221812,3143221812,ROBERT,CASSELL,3,00,ST. LOUIS CO.,17481,N OUTER 40 RD.,CHESTERFIELD,MO,63005,STICKMAN ENTERTAINMENT COMPANY LLC,TIPSY PONY PARTY BAR,7547 SHAFTESBURY,ST LOUIS MO 63130,,,,,,,,,,,,
219605,"ISLAND FROZEN YOGURT LLC, THE",ISLAND FROZEN YOGURT,RBD,ACT,08/19/2022,,LOST,06/30/2023,3146646678,6187414250,JASON,STUMP,3,00,ST. LOUIS CITY,1009-A,RUSSELL BLVD.,ST. LOUIS,MO,631043956,,,,,"ALL OF THE GROUND FLOOR OF A MULTI-STORY BUILDING, INCLUDING","SIDEWALK SEATING FACING THE SOUTH, 1009-A RUSSELL BLVD., ST. LOUIS, MO",,,,,,,"(38.6071547, -90.2069049)",54,200,2223
282096,WORLEY INVESTMENTS LLC,PREHISTORIC PUTT,5BD,ACT,08/17/2022,,MGR,06/30/2023,8168328161,5735690101,NOLAN,ELLIS,1,00,JACKSON,13907,E. US HIGHWAY 40,INDEPENDENCE,MO,64055,WORLEY INVESTMENTS LLC,PREHISTORIC PUTT,"1111 MAIN STREET #750,","KANSAS CITY, MO. 64105",THE DEFINED AREA WITHIN THE BUILDING LOCATED AT 13907 E US 40,"HIGHWAY IDENITIFIED FOR ADULT ONLY MINIATURE GOLF PLAY, INDEPENDENCE,",MO.,,,,,,,,,
279317,SODEXO OPERATIONS LLC,SODEXO OPERATIONS,RDC1,ACT,08/08/2022,,MGR,06/30/2023,3149775021,3304423128,MYRON,BRIDGES,3,00,ST. LOUIS CITY,20,N GRAND BLVD,ST. LOUIS,MO,631032005,SODEXO OPERATIONS LLC,SODEXO OPERATIONS,"9801 WASHINGTON BLVD, 12TH FL","GAITHERSBURG, MD 20878",,,,,,,,,,,,
279316,SODEXO OPERATIONS LLC,SODEXO OPERATIONS,SBD,ACT,08/08/2022,,MGR,06/30/2023,3149775021,3304423128,MYRON,BRIDGES,3,00,ST. LOUIS CITY,20,N GRAND BLVD,ST. LOUIS,MO,631032005,SODEXO OPERATIONS LLC,SODEXO OPERATIONS,"9801 WASHINGTON BLVD, 12TH FL","GAITHERSBURG, MD 20878",,,,,,,,,,,,
279315,SODEXO OPERATIONS LLC,SODEXO OPERATIONS,RBD,ACT,08/08/2022,,MGR,06/30/2023,3149775021,3304423128,MYRON,BRIDGES,3,00,ST. LOUIS CITY,20,N GRAND BLVD,ST. LOUIS,MO,631032005,SODEXO OPERATIONS LLC,SODEXO OPERATIONS,"9801 WASHINGTON BLVD, 12TH FL","GAITHERSBURG, MD 20878","ALL OF THE BUILDING AND PATIO AT 20 N. GRAND BLVD., ST. LOUIS, MO.",,,,,,,,,,,
285885,MARTIN TAVERN LLC,THUNDERBIRD KSC TAVERN,SBD,ACT,08/08/2022,,NEW,06/30/2023,8164599934,6416805056,BRANDY,MARTIN,1,00,CLAY,8122,NE US 69,PLEASANT VALLEY,MO,64068,,,,,,,,,,,,,,,,
286020,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 13 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286053,POMODORO PIZZA LLC,POMODORO PIZZA,SBD,ACT,08/15/2022,,NEW,06/30/2023,8167364002,7862537093,ROBERTO,TIMOTEI,1,00,CLAY,103,S STEWARD RD,LIBERTY,MO,64068,,,,,,,,,,,,,,,,
286269,MIDAS INDEPENDENCE LLC,STAYBRIDGE SUITES INDEPENDENCE,5SBD,ACT,08/22/2022,,NEW,06/30/2023,8169942700,5732768882,JAMES,MADDOX,1,00,JACKSON,19400,E. 39TH PL.,INDEPENDENCE,MO,64057,,,,,,,,,,,,,,,,
286295,CHARPAU INVESTMENTS LLC,CHARLIE GITTO AT HOLLYWOOD CASINOS,SBD,ACT,08/23/2022,,NEW,06/30/2023,3147728898,3147728898,CHARLES,GITTO,3,00,ST. LOUIS CO.,777,CASINO CENTER DR,MARYLAND HEIGHTS,MO,63043,,,,,,,,,,,,,,,,
286435,CLIFTON CITY FIRE DEPT,(LYLE J. AGGELER),RBDP,ACT,09/09/2022,,NEW,09/15/2022,6603664446,6603664446,LYLE,AGGELER,2,00,COOPER,,HWY B CLIFTON CITY,OTTERVILLE,MO,65348,CLIFTON CITY FIRE DEPT,(LYLE J. AGGELER),8418 THOMAS BRIDGE LOOP,PILOT GROVE MO 65276,"ALL OF A TEMPORARY STAND LOCATED AT ST. JOSEPH CATHOLIC CHURCH,","5489 HIGHWAY 135, OTTERVILLE, MO",,,,,,,,,,
286419,PERRY COUNTY INDUSTRIAL DEVELOPMENT,(SCOTT A. SATTLER),RBDP,ACT,09/14/2022,,NEW,09/20/2022,5735471097,5738466351,SCOTT,SATTLER,4,00,PERRY,508,N MAIN ST STE B,PERRYVILLE,MO,63775,,,,,"ALL OF A TEMPORARY STAND FOR THE BIKERS ON THE SQUARE EVENT, DOWNTOWN","SQUARE, PERRYVILLE, MO",,,,,,,,,,
286157,OE 148 CHARITABLE FUND INC.,(DAVID BAHR),RBDP,ACT,09/07/2022,,NEW,09/13/2022,3148651300,5733584152,DAVID,BAHR,3,00,ST. LOUIS CO.,11000,LIN VALLE DRIVE,ST. LOUIS,MO,63123,,,,,"ALL OF A TEMPORARY STAND AT GRAND GLAIZE BEACH PARKING LOT,","LAKE OZARK, MO",,,,,,,,,,
285930,SHIV 625 LLC,LIQUOR EXPRESS,SOP,ACT,08/10/2022,,NEW,06/30/2023,2248489296,2248489296,KEYURBHAI,PATEL,3,00,JEFFERSON,1017,CROSSROADS PL,HIGH RIDGE,MO,63049,SHIV 625 LLC,LIQUOR EXPRESS,1880 LITTLE BRENNAN ROAD,HIGH RIDGE  MO 63049,,,,,,,,,,,,
285893,"BIG RIP LLC, THE","BIG RIP, THE",RBDC,ACT,08/28/2022,,NEW,08/28/2022,8168660747,8168203725,SHAWN,NELSON,1,00,CLAY,216,E 9TH AVE,NORTH KANSAS CITY,MO,64116,,,,,"ALL OF A TEMPORARY CONCESSION STAND LOCATED IN THE PARKING LOT AT,","216 E 9TH AVE., NORTH KANSAS CITY, MO.",,,,,,,,,,
286139,DOG DAYS LLC,DOG DAYS BAR & GRILL,RBDC,ACT,09/14/2022,,NEW,09/18/2022,5733489797,5732160273,MARK,BARRETT,2,00,CAMDEN,1232,JEFFRIES ROAD,OSAGE BEACH,MO,65065,,,,,"ALL OF TEMPORARY STAND #3, AT LAKE OF THE OZARKS HARLEY-DAVIDSON,","6482 OSAGE BEACH PARKWAY, OSAGE BEACH, MO",,,,,,,,,,
286125,FRIENDS OF BELLEFONTAINE CEMETERY,(JOSEPH SHIELDS),RBDP,ACT,09/15/2022,,NEW,09/21/2022,3143810750,6362845500,JOSEPH,SHIELDS,3,00,ST. LOUIS CITY,4947,W FLORISSANT AVE,ST. LOUIS,MO,63115,,,,,"ALL OF A TEMPORARY STAND AT 4947 WEST FLORISSANT AVENUE, ST. LOUIS, MO",,,,,,,,,,,
286418,WEST ST LOUIS COUNTY LIONS CLUB INC,(THOMAS KINNEY),RBDP,ACT,09/28/2022,,NEW,10/04/2022,9196731877,3142778713,THOMAS,KINNEY,3,00,ST. LOUIS CO.,340,BALD HILL RD,EUREKA,MO,63025,WEST ST LOUIS COUNTY LIONS CLUB INC,(THOMAS KINNEY),403 AUGUSTINE RD,EUREKA MO 63025,"ALL OF A TEMPORARY STAND AT 333 BALD HILL ROAD, LEGION PARK,","EUREKA, MO",,,,,,,,,,
286041,FRIENDS OF HISTORIC BOONVILLE,(STEVE K LITWILLER),RBDP,ACT,08/23/2022,,NEW,08/29/2022,6608827977,6608880694,STEVE,LITWILLER,2,00,COOPER,614,E MORGAN ST,BOONVILLE,MO,65233,,,,,"ALL OF A TEMPORARY STAND LOCATED AT THESPIAN HALL, 522 MAIN STREET,","BOONVILLE, MISSOURI.",,,,,,,,,,
286308,TR ENTERTAINMENT LLC,TR ENTERTAINMENT,RBDC,OB,08/26/2022,,NEW,08/26/2022,3145680191,3146785925,TIFFANY,RION,2,00,FRANKLIN,560,EAST 5TH STREET,WASHINGTON,MO,63090,TR ENTERTAINMENT LLC,TR ENTERTAINMENT,PO BOX 1267,MARTHASVILLE MO 63357,ALL OF A TEMPORARY STAND LOCATED AT MEMORIAL UNION OF THE CAMPUS OF,"THE UNIVERSITY OF MISSOURI, 518 HITT STREET, COLUMBIA, MISSOURI.",,,,,,,,,,
286258,ST. LOUIS COUNTY GOVERNMENT,CREVE COEUR PARK SOCCER COMPLEX,5SBD,ACT,08/19/2022,,NEW,06/30/2023,3146157885,6366966883,MICHAEL,HAYES,3,00,ST. LOUIS CO.,2350,CREVE COEUR MILL RD,MARYLAND HEIGHTS,MO,63146,,,,,,,,,,,,,,,,
286026,ALEXANDREAN LLC,POUR DECISIONS,RBDC,OB,08/15/2022,,NEW,08/15/2022,3145947564,3142830717,KAJE,SANFORD,3,00,ST. LOUIS CO.,725,KINGSLAND AVE STE 100,UNIVERSITY CITY,MO,63130,ALEXANDREAN LLC,POUR DECISIONS,8729 CLIFTON AVE,"JENNINGS, MO 63136","ALL OF A TEMPORARY STAND AT 4045 WASHINGTON BLVD., ST. LOUIS, MO",,,,,,,,,,,
286345,CHRIST CHURCH UNITY,(LISA LANDRIGAN),RBDP,ACT,09/15/2022,,NEW,09/21/2022,4175765895,4175765895,LISA,LANDRIGAN,5,00,GREENE,2214,EAST SEMINOLE,SPRINGFIELD,MO,65804,,,,,"ALL OF A TEMPORARY STAND AT 2214 E. SEMINOLE, SPRINGFIELD, MO.",,,,,,,,,,,
285880,"RUDYS DISCOUNT SMOKE SHOP, INC",RUDYS DISCOUNT SMOKE SHOP #310,OPL,ACT,08/08/2022,,NEW,06/30/2023,3144498294,3145789019,CHRISTOPHER,RAND,2,00,PETTIS,3040,W. BROADWAY BLVD STE 200,SEDALIA,MO,65301,"RUDYS DISCOUNT SMOKE SHOP, INC",RUDYS DISCOUNT SMOKE SHOP #310,4400 WOODSON RD.,ST. LOUIS MO 63134,"ALL OF A ONE STORY BUILDING LOCATED AT, 3040 W. BROADWAY BLVD STE 200,","SEDALIA, MO.",,,,,,,,,,
286271,CARROLLTON  CHAMBER OF COMMERCE,(JEFFREY MARTIN,RBDP,ACT,09/15/2022,,NEW,09/21/2022,6603220166,6603220166,JEFFREY,MARTIN,1,00,CARROLL,1,S. MAIN ST. SUITE 1,CARROLLTON,MO,64633,,,,,"ALL OF A TEMPORARY CONCESSION STAND LOCATED AT, CARROLLTON SQUARE,","1106 S. BROADWAY, CARROLLTON, MO.",,,,,,,,,,
286144,CONLEY MEATS LLC,WESTPHALIA PIZZA COMPANY,RBDC,ACT,09/16/2022,,NEW,09/16/2022,5734552757,5738215506,MELISSA,CONLEY,2,00,OSAGE,132,E. MAIN STREET,WESTPHALIA,MO,65085,CONLEY MEATS LLC,WESTPHALIA PIZZA COMPANY,94 X COUNTRY LANE,WESTPHALIA MO 65085,ALL OF A TEMPORARY STAND AT A DESIGNATED LOCATION ON MAIN STREET,BETWEEN NORTH MARIES AVENUE AND MILL STREET BRIDGE/AVENUE IN,"WESTPHALIA, MO",,,,,,"(38.4396552, -91.9957445)",55,231,2165
286198,CALHOUN COLT SHOW INC,(SARA VEATCH),RBDP,ACT,09/07/2022,,NEW,09/13/2022,6603515586,6603515586,SARA,VEATCH,5,00,HENRY,117,S. OLIVE ST.,CALHOUN,MO,65323,CALHOUN COLT SHOW INC,(SARA VEATCH),PO BOX 141,CALHOUN MO 65323,"ALL OF A TEMPORARY STAND LOCATED AT 117 S. OLIVE STREET, CALHOUN, MO",,,,,,,,,,,
285962,BEYONDER MARINE AT STERETT CREEK LLC,BEYONDER MARINE AT STERETT CREEK,OPL,ACT,08/11/2022,,NEW,06/30/2023,6604382821,6602812318,ROSIE,PERSINGER,5,00,BENTON,18174,MARINA RD,WARSAW,MO,65355,,,,,ALL OF A ONE STORY BUILDING KNOWN AS 'STERETT CREEK MARINA STORE',"LOCATED AT 18174 MARINA ROAD, WARSAW, MO",,,,,,,,,,
286313,HOFFMANN HILLERMANN NURSERY&FLORIST LLC,HOFFMANN HILLERMANN NURSERY & FLORIST,5BDW,ACT,08/23/2022,,NEW,06/30/2023,6362396729,8479098300,GREGORY,HOFFMANN,2,00,FRANKLIN,2601,E 5TH ST,WASHINGTON,MO,63090,HOFFMANN HILLERMANN NURSERY&FLORIST LLC,HOFFMANN HILLERMANN NURSERY & FLORIST,240 CIMARRON RIDGE XING,WENTZVILLE MO 63385-5040,"ALL OF A BUILDING LOCATED AT 2601 EAST FIFTH STREET, WASHINGTON, MO",,,,,,,,,,,
286372,SCHOCKS PUB COMPANY INC.,SCHOCKS PUB COMPANY,RBDC,ACT,09/30/2022,,NEW,09/30/2022,5735871404,5735871404,PAUL,SCHOCK,4,00,SCOTT,116,E HICKORY,SCOTT CITY,MO,63780,,,,,ALL OF A TEMPORARY STAND ON THE PROPERTY KNOWN AS POPLAR BLUFF,"MOTORSPORTS PARK, 1989 SPEEDWAY DR., POPLAR BLUFF, MO.",,,,,,,,,,
285907,WAGS & WHISKERS,(KATHLEEN M. CATON),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3144774239,3144774239,KATHLEEN,CATON,2,00,WARREN,13604,STATE HIGHWAY M,WRIGHT CITY,MO,63390,WAGS & WHISKERS,(KATHLEEN M. CATON),42 S. LIONSHEAD DR.,INNSBROOK MO 63390,ALL OF A TEMPORARY STAND LOCATED ON THE GROUNDS KNOWN AS PARCELS,"A & B, LOCATED WEST OF HIGHWAY F, SOUTH OF HIGHWAY M AND EAST OF BEE","ROAD (STAND #2) WARREN COUNTY, MISSOURI.",,,,,,,,,
286009,FIRST CAPITOL LIONS FOUNDATION INC,(CARLA FOUST),RBDP,ACT,09/20/2022,,NEW,09/26/2022,3145816871,6369470039,CARLA,FOUST,3,00,ST. CHARLES,520,NORTH BENTON ST.,ST CHARLES,MO,63301,,,,,"ALL OF TEMPORARY BOOTH 2 AT 300 SOUTH RIVERSIDE DRIVE, ST CHARLES, MO",,,,,,,,,,,
286068,"RADER HOSPITALITY COMPANY, LLC",MY HOUSE NIGHTCLUB & SPORTS BAR,RBDC,ACT,09/09/2022,,NEW,09/09/2022,5732393131,5732393131,JOHN,RADER,2,00,BOONE,119,S. SEVENTH STREET,COLUMBIA,MO,652014874,"RADER HOSPITALITY COMPANY, LLC",MY HOUSE NIGHTCLUB & SPORTS BAR,6106 IVORY LANE,COLUMBIA  MO  65201-3875,ALL OF A TEMPORARY STAND LOCATED ON 6TH STREET BETWEEN LOCUST AND,"CHERRY STREETS, COLUMBIA, MISSOURI.",,,,,,,"(38.9499418, -92.3300247)",40,464,2691
286100,SOUTHEAST MISSOURI DISTRICT FAIR ASSN,(DARRELL AUFDENBERG),RBDP,ACT,09/11/2022,,NEW,09/17/2022,5733349250,5732706755,DARRELL,AUFDENBERG,4,00,CAPE GIRARDEAU,410,KIWANIS ARENA PARK,CAPE GIRARDEAU,MO,63701,,,,,"ALL OF A TEMPORARY STAND AT 410 KIWANIS DRIVE ARENA PARK,","CAPE GIRARDEAU, MO",,,,,,,,,,
286239,CHEROKEE EVENTS,(RONALD STRAWBRIDGE),RBDP,OB,08/18/2022,,NEW,08/24/2022,3144023943,3142029651,RONALD,STRAWBRIDGE,3,00,ST. LOUIS CITY,3407,S. JEFFERSON AVE STE 515,ST. LOUIS,MO,63118,,,,,"ALL OF A TEMPORARY STAND AT 3201 CHEROKEE STREET, ST. LOUIS, MO",,,,,,,,,,,
285912,CHARLEVILLE BREWERY & WINERY LLC,CHARLEVILLE BREWERY & WINERY,RBDC,OB,08/13/2022,,NEW,08/14/2022,5737685738,5737685738,CARA,NAEGER,4,00,STE. GENEVIEVE,16937,BOYD RD.,STE GENEVIEVE,MO,636707914,CHARLEVILLE BREWERY & WINERY LLC,CHARLEVILLE BREWERY & WINERY,PO BOX 125,BLOOMSDALE MO 636270125,"ALL OF A TEMPORARY STAND AT, 68 S. GABOURI, STE. GENEVIEVE, MO.",,,,,,,,,,,
286039,WASHINGTON AREA CHAMBER OF COMMERCE,(JENNIFER GIESIKE),RBDP,ACT,09/06/2022,,NEW,09/12/2022,6362392715,3148082175,JENNIFER,GIESIKE,2,00,FRANKLIN,323,W MAIN ST,WASHINGTON,MO,63090,,,,,ALL OF A TEMPORARY STAND LOCATED AT A DESIGNATED LOCATION AT 317 WEST,"MAIN STREET, WASHINGTON, MISSOURI.",,,,,,,,,,
286169,TQUILAZO BAR & GRILL LLC,TQUILAZO BAR & GRILL,RBDT,ACT,08/17/2022,,NEW,11/14/2022,8167599968,8167878379,ISRAEL,HUOX AJTUN,1,00,LAFAYETTE,3100,HWY 13 BLVD,HIGGINSVILLE,MO,64037,TQUILAZO BAR & GRILL LLC,TQUILAZO BAR & GRILL,12905 E MCCOY ST,INDEPENDENCE MO 64055,"ALL OF A ONE STORY BRICK BUILDING LOCATED AT 3100 HIGHWAY 13 BLVD.,","HIGGINSVILLE, MO",,,,,,,,,,
286230,ALC INVESTMENTS LLC,"DISTRICT, THE",RDC5,ACT,08/18/2022,,NEW,06/30/2023,8168966546,8168966546,ANDREA,COOK,1,00,JOHNSON,,111-123 W PINE ST,WARRENSBURG,MO,64093,ALC INVESTMENTS LLC,"DISTRICT, THE",1716 SUNRISE ST,WARRENSBURG MO 64093,,,,,,,,,,,,
286445,GRAZE LLC,GRAZE,RBDC,ACT,09/03/2022,,NEW,09/03/2022,6366286024,6366286024,AMELIA,TIMMS,2,00,FRANKLIN,409,E OSAGE ST,PACIFIC,MO,63069,,,,,"ALL OF A TEMPORARY STAND LOCATED AT, 32753 STATE HWY A, WARRENTON, MO.",,,,,,,,"(38.4843683, -90.7363121)",59,249,1958
286301,EAUX DE VIE INC.,SQUARE ONE,RBDC,ACT,08/27/2022,,NEW,08/27/2022,3142312537,3149665131,STEVEN,NEUKOMM,3,00,ST. LOUIS CITY,1725,PARK AVE.,ST. LOUIS,MO,631042941,,,,,"ALL OF A TEMPORARY STAND IN THE SOUTH EAST CORNER OF LAFAYETTE PARK,","ST. LOUIS, MO",,,,,,,,,,
286404,LABELLA WINERY LLC,LABELLA VINEYARDS,RBDC,ACT,09/15/2022,,NEW,09/15/2022,8162402404,6606414282,CYNTHIA,SOENDKER,1,00,LAFAYETTE,11644,FLOURNOY ROAD,WELLINGTON,MO,640978100,LABELLA WINERY LLC,LABELLA VINEYARDS,2201 PLUM STREET,HIGGINSVILLE MO 64037,ALL OF A TEMPORARY STAND LOCATED AT THE INTERSECTION OF 18TH STREET,"AND MAIN STREET, HIGGINSVILLE, MO",,,,,,,"(39.0834154, -93.9503167)",42,147,2116
286061,DOCK BOYS II LLC,BANDANAS BAR B Q,5SBD,ACT,08/15/2022,,NEW,06/30/2023,3145748048,6602816104,WILLIAM,BURTON,2,00,COLE,2336,MISSOURI BLVD,JEFFERSON CITY,MO,65109,,,,,,,,,,,,,,,,
285994,INTERNATIONAL INSTITUTE OF METRO STL,(JACQUELYN BALLARD),RBDP,ACT,08/24/2022,,NEW,08/30/2022,3147739090,3147044147,JACQUELYN,BALLARD,3,00,ST. LOUIS CITY,3401,ARSENAL ST,ST. LOUIS,MO,63118,,,,,ALL OF A TEMPORARY STAND INSIDE TOWER GROVE PARK AT 4256 MAGNOLIA,"AVENUE, ST. LOUIS, MO",,,,,,,,,,
286387,MADE IN KC LLC,MADE IN KC,SOP,ACT,09/01/2022,,NEW,06/30/2023,8168383615,8168383516,KEITH,BRADLEY,1,00,JACKSON,527,E RED BRIDGE RD,KANSAS CITY,MO,64131,MADE IN KC LLC,MADE IN KC,325 E 31ST ST,KANSAS CITY MO 64108,,,,,,,,,,,,
286175,NO VACANCY LLC,NO VACANCY,RBDC,OB,08/21/2022,,NEW,08/21/2022,9132201525,9132201525,SPENCER,SIGHT,1,00,JACKSON,1717,WYANDOTTE ST,KANSAS CITY,MO,641081216,NO VACANCY LLC,NO VACANCY,"1111 MAIN ST, #750","KANSAS CITY, MO 64105","ALL OF A TEMPORARY CONCESSION STAND LOCATED AT 4120 BALTIMORE,","KANSAS CITY, MO",,,,,,,,,,
286174,CJAM ENTERPRISES LLC,TOURING TAPS,RBDC,OB,08/20/2022,,NEW,08/20/2022,9137357559,6056709675,JOSHUA,MADISON,1,00,JACKSON,4021,"B PENNSYLVANIA AVE., STE. B",KANSAS CITY,MO,64111,CJAM ENTERPRISES LLC,TOURING TAPS,9125 SE ELISSA LN,"LAWSON, MO 64062",ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA AT,"THE NATIONAL WWI MUSEUM & MEMORIAL, #2 MEMORIAL DRIVE, KANSAS CITY, MO",,,,,,,"(39.0543115, -94.59257199999999)",43,151,525
286323,DE MAISON SELECTIONS INC,DE MAISON SELECTIONS,LS,ACT,08/23/2022,,NEW,06/30/2023,9199334245,9192609939,LYDIA,OSBORNE,7,00,OUT OF STATE,101,COSGROVE AVE STE 220,CHAPEL HILL,NC,275145277,,,,,"LOCATION: 101 COSGROVE AVENUE, SUITE 220, CHAPEL HILL, NC 27514-5277",,,,,,,,,,,
286340,HORTON HOLDINGS LLC,BAYLEE JO'S BBQ,RBDC,ACT,09/11/2022,,NEW,09/11/2022,5735462100,5733300500,JEREMY,HORTON,4,00,IRON,1315,MO 21,IRONTON,MO,63650,HORTON HOLDINGS LLC,BAYLEE JO'S BBQ,407 POTOSI STREET,FARMINGTON MO 63640,"ALL OF A TEMPORARY STAND LOCATED AT, 1321 N. HIGHWAY 21, IRONTON, MO.",,,,,,,,,,,
285934,TAQUERIA GUADALAJARA LLC,GUADALAJARA MEXICAN GRILL,SBD,ACT,08/10/2022,,NEW,06/30/2023,4173177768,4173177768,JOSE DEJESUS,RAMIREZ RIZO,5,00,JASPER,6039,N. MAIN STREET RD.,WEBB CITY,MO,64870,TAQUERIA GUADALAJARA LLC,GUADALAJARA MEXICAN GRILL,2202 S. MOFFET AVE.,JOPLIN MO 64804,,,,,,,,,,,,
286290,"SCHEINER, WILLIAM J. & DORIS A.",RUSTIC OAK GRILL & PUB,RBDC,ACT,08/27/2022,,NEW,08/27/2022,5732214900,,,,2,00,MARION,203,HUCK FINN,HANNIBAL,MO,634012255,,,,,"ALL OF A TEMPORARY STAND LOCATED AT 109 SECOND STREET, MONROE CITY,",MISSOURI.,,,,,,,,,,
286262,VIEUX VINS INC,"RARE WINE CO., THE",22S,ACT,08/19/2022,,NEW,06/30/2023,4153199000,8045393688,DAVID,BLACKA,7,00,OUT OF STATE,280,VALLEY DR,BRISBANE,CA,940051241,,,,,"LOCATION: 280 VALLEY DRIVE, BRISBANE, CA 94005-1241",,,,,,,,,,,
286132,LACHANCE VINEYARDS LLC,LACHANCE VINEYARDS,RBDC,ACT,09/28/2022,,NEW,09/28/2022,6365862777,3142771932,HAROLD,HAMBY,3,00,JEFFERSON,12237,PETER MOORE LANE,DE SOTO,MO,63020,LACHANCE VINEYARDS LLC,LACHANCE VINEYARDS,12236 PETER MOORE LANE,DESOTO MO 63020,"ALL OF A TEMPORARY STAND AT 212 MARKET STREET, KIMMSWICK, MO",,,,,,,,"(38.1680629, -90.61782699999999)",62,268,1967
286328,GATEWAY PETROL INC.,COMPTON BP,5OP,ACT,08/24/2022,,NEW,06/30/2023,3145341067,3142209662,HARINDER,SINGH,3,00,ST. LOUIS CITY,3140,OLIVE STREET,ST. LOUIS,MO,63103,,,,,"ALL OF A SINGLE STORY BUILDING AT 3140 OLIVE STREET, ST. LOUIS, MO.",,,,,,,,,,,
285945,BEAST AND BARREL LLC,BEAST & BARREL,RBDC,ACT,09/15/2022,,NEW,09/15/2022,4176232228,4174374863,SUZANNE,MILLER,5,00,JASPER,530,528 MAIN ST,JOPLIN,MO,64801,,,,,ALL OF A TEMPORARY STAND ON THE GROUNDS OF THE SIDEWALK IN FRONT OF,"530 S. MAIN ST., JOPLIN, MO.",,,,,,,,,,
285966,"ADRIAN OPTIMIST CLUB INC., THE",(STEVEN ENGELHARDT),RBDP,OB,08/18/2022,,NEW,08/24/2022,6606798769,6606798769,STEVEN,ENGELHARDT,5,00,BATES,11309,NW COUNTY RD 41,ADRIAN,MO,64720,"ADRIAN OPTIMIST CLUB INC., THE",(STEVEN ENGELHARDT),PO BOX 322,ADRIAN MO 64720,ALL OF A TEMPORARY CONCESSION STAND AND DESIGNATED CONCESSION AREA AT,"THE ADRIAN CITY PARK, 605 NORTHEAST STATE HIGHWAY 18, ADRIAN, MO",,,,,,,,,,
286194,BARTON COUNTY CHAMBER OF COMMERCE,(ASTRA FERRIS),RBDP,ACT,09/27/2022,,NEW,10/03/2022,4176823595,4172140377,ASTRA,FERRIS,5,00,BARTON,102,W. 10TH ST.,LAMAR,MO,64759,BARTON COUNTY CHAMBER OF COMMERCE,(ASTRA FERRIS),110 W 10TH ST,LAMAR MO 64759,"ALL OF A TEMPORARY STAND LOCATED AT 906 AND 908 BROADWAY STREET,","LAMAR, MO (BEER ONLY)",,,,,,,,,,
285977,KOZAKS LAKETOWN GRILL LLC,KOZAKS LAKETOWN GRILL,RBDC,OB,08/13/2022,,NEW,08/13/2022,8164286752,9134286752,BRIAN,HOVE,1,00,CLAY,1018,SOUTH HIGHWAY 169,SMITHVILLE,MO,640899321,KOZAKS LAKETOWN GRILL LLC,KOZAKS LAKETOWN GRILL,404 LAKEVIEW DRIVE,SMITHVILLE MO 64089 9645,ALL OF A TEMPORARY CONCESSION STAND IN COURTYARD PARK LOCATED AT,"118 NORTH COMMERCIAL AVENUE, SMITHVILLE, MO",,,,,,,"(39.3684284, -94.5826292)",36,113,2701
