"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","expense_type"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 856 (19856)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 891 (19891)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 892 (19892)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM - 899 (19899)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE  TO/FROM OTHER ACCOUNTS (19000)","DUE FROM SCHOOL CO 10 (19010)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 245 (29245)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 601 (29601)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 700 (29700)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 801 (29801)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO - 848 (29848)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 246 (29246)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 252 (29252)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 254 (29254)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 256 (29256)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 260 (29260)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 261 (29261)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 385 (29385)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 621 (29621)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 651 (29651)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 657 (29657)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 658 (29658)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 659 (29659)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 660 (29660)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 672 (29672)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 674 (29674)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 676 (29676)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 685 (29685)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 688 (29688)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 805 (29805)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 809 (29809)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 828 (29828)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 841 (29841)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 856 (29856)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 881 (29881)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 883 (29883)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 890 (29890)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 891 (29891)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 892 (29892)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO FUND 898 (29898)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH & FUNDS DUE TO/FROM OTHER ACCOUNTS (29000)","DUE TO SCHOOL CO 10 (29010)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH (10100)","CASH AND SHORT TERM INVESTMENTS (10101)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","CASH (10100)","PAYROLL CASH (10115)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE - TAXES (23000)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE (23005)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE 60 DAY RULE (23040)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEFERRED REVENUE (23000)","DEFERRED REVENUE D.P.W. (23025)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","ACCOUNTS RECEIVABLE (12000)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","EMPLOYEE LOANS (12195)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DEPARTMENTAL RECEIVABLE (12000)","PERMITS RECEIVABLE (12030)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM FEDERAL GOVERNMENT (14210)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM PROV COMM ACT PROG(PROCAP) (14000)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE FROM OTHER GOVERNMENTS (14000)","DUE FROM STATE OF R I (14100)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - CERT COPY SURC (24205)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - MARR LIC SURC (24135)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI - SURCHARGE (24125)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","DUE TO STATE OF RI (24115)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","DUE TO OTHER GOVERNMENTS (24000)","STATE OF RI REAL EST. CON.TAX PAY (24105)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","INTEREST RECEIVABLE (12700)","ACCURED INTEREST RECEIVABLE (12710)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","MISCELLANEOUS LIABILITIES (25100)","FUND FOR COMMUNITY PROGRESS (25245)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","MISCELLANEOUS RECEIVABLE (12500)","DUE FROM RI ZOOLOGICAL SOCIETY (12059)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","OBLIGATION UNDER CAPITAL LEASE (25000)","OTHER PAYABLES (25000)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","OTHER LIABILITIES (21500)","DUE TO PENSIONERS/EMPLOYEES (21525)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","PREPAYMENTS & ADVANCES (12600)","PREPAYMENTS (12610)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","RESERVED (31000)","UNDISTRIBUTED FUND BALANCE (31500)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","SUSPENSE ACCOUNTS (26000)","PAYROLL CLEARING (26100)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Balance Sheet General Fund (101-900)","VOLUNTARY PAYMENTS RECEIVABLE (12501)","VOLUNTARY PAYMENTS RECEIVABLE (12501)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","DEPARTMENTAL REVENUE (43000)","D P REIMBURSE SCHOOL DEPARTMENT (43025)","230000","230000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","DONATIONS (45600)","DONATIONS (45600)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES $ FORFEITS/REG PARKING (44010)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS / ENVIROMENTAL (44015)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS / MOVING VIOLATIONS (44005)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","FINES & FORFEITURES (44000)","FINES & FORFEITS INSTATE DELQ (44020)","9000000","9000000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INSURANCE CHARGES (46200)","MISCELLANEOUS REVENUE (46230)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST (45100)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST OVERDUE CITY TAXES (45105)","5500000","5500000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","INTEREST INCOME (45100)","INTEREST-PORTFOLIO (45150)","25000","25000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE (48001)","200000","200000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","MISCELLANEOUS RECEIPTS (48000)","MISCELLANEOUS REVENUE- OTHER (48002)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","IN LIEU OF TAX ON EXEMPT PROPERTY (48320)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PARKING SECURITIZATION (48380)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PAYMENT IN LIEU OF TAXES: COLLEGES‚UNIVERSITIES‚HOSPITALS (48321)","10700000","8795715","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PILOT - PROVIDENCE HOUSING AUTHORITY (48342)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PORT OF PROVIDENCE (48362)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","PROVIDENCE PLACE MALL (48341)","200000","200000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMB RETIREMENT JTPA (48229)","50000","50000","General (101)","Tax Supported","REVENUE"
"2013","City Council","City Clerk (101-103)","DEPARTMENTAL REVENUE (43000)","MISCELLANEOUS FEES (43001)","0","0","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","REIMBURSEMENT - W.S.B. (48227)","839200","839200","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","ROOM TAX (48236)","1350000","1350000","General (101)","Tax Supported","REVENUE"
"2012","General (Non-Departmental)","Non Departmental-General Fund (101-000)","OTHER REVENUES (48200)","STABILIZATION TREATY - ELECTRIC CO (48340)","5222222","5222222","General (101)","Tax Supported","REVENUE"
