"fiscal_year","service","department","program","expense_category","recommended_amount","approved_amount","fund","fund_type","description","expense_type"
"2015","ENGINEERING/PLANS & SERVICE","FINANCE","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","35000","35000","CAPITAL IMPROVEMENT PROJECTS","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","DEBT SERVICE INTEREST","COMMUNITY DEVELOPMENT & PUBLIC WORKS","DEBT SERVICE INTEREST PAYMENT","DEBT SERVICE INTEREST","21386","21386","ARTERIAL STREET","TAX SUPPORTED FUNDS","DEBT SERVICE INTEREST","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","35526.38","35526.38","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","256900","256900","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","51022.22","51022.22","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","CAPITAL OUTLAY","FINANCE","CAPITAL OUTLAY","CAPITAL OUTLAY","558188.85","558188.85","LOCAL REVITALIZATION","NON-TAX SUPPORTED FUNDS","CAPITAL OUTLAY","OPERATING EXPENSES"
"2015","OPERATING TRANSFER OUT","FINANCE","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","23443.24","23443.24","L I D GUARANTEE","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","1782915.92","1782915.92","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","6796130.03","6796130.03","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","1254590","1254590","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","99644.4","99644.4","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERGOVERNMENTAL/INTERFUND","40000","40000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","RECYCLING GRANT","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","60000","60000","SOLID WASTE","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","LEGISLATIVE SERVICES","MAYOR AND COUNCIL","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","485.43","485.43","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","197500","197500","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","32878.7","32878.7","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","SUPPLIES","4000","4000","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","CULTURAL ARTS","PARKS","CULTURE AND RECREATION","INTERFUND PAYMENTS FOR SERVICES","155700","155700","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","4900","4900","GENERAL","TAX SUPPORTED FUNDS","INTERFUND PRINTING SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","68000","68000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","110488.96","110488.96","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","4329.93","4329.93","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","INVESTIGATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","7500","7500","DRUG FORFEITURE FUND","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","264000","264000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","22400","22400","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ADMINISTRATION","HUMAN RESOURCES","INTERNAL SERVICE","PERSONNEL BENEFITS","5714.35","5714.35","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","FIRE RETIREE MEDICAL","NON DEPARTMENTAL","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","260000","260000","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","SUPPLIES","7000","7000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","DEBT SERVICE INTEREST","FINANCE","DEBT SERVICE INTEREST PAYMENT","DEBT SERVICE INTEREST","139944","139944","2006 A & T GOLF - CEMETERY","NON-TAX SUPPORTED FUNDS","DEBT SERVICE INTEREST","OPERATING EXPENSES"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","57389.07","57389.07","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","DEBT SERVICE PRINCIPAL","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","10500","10500","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","76587.75","76587.75","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","40000","40000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","AIRPORT","PERSONNEL BENEFITS","1642.42","1642.42","AIRPORT","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SALARIES & WAGES","19511.28","19511.28","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","BUILDING/MAINTENANCE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","OTHER SERVICES & CHARGES","3000","3000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","PARKS MITIGATION FEES","FINANCE","TRANSFERS-OUT","INTERGOVERNMENTAL/INTERFUND","25000","25000","MITIGATION FEES","NON-TAX SUPPORTED FUNDS","OPERATING TRANSFERS OUT","OPERATING EXPENSES"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","9500","9500","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","2509.59","2509.59","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","18102.22","18102.22","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","289644.56","289644.56","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CEMETERY","SUPPLIES","2000","2000","CEMETERY","NON-TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","PERSONNEL BENEFITS","13228.49","13228.49","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","SOLID WASTE","SALARIES & WAGES","94506.72","94506.72","SOLID WASTE","NON-TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","40176.62","40176.62","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","FINANCE","CAPITAL OUTLAY","CAPITAL OUTLAY","100000","100000","CAPITAL IMPROVEMENT PROJECTS","TAX SUPPORTED FUNDS","CAPITAL EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","5000","5000","SOLID WASTE","NON-TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","340000","340000","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","FINANCE","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","3500","3500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","188800","188800","WATER","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","TAXES","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","OTHER SERVICES & CHARGES","2000000","2000000","SEWER","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","221500","221500","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SALARIES & WAGES","7000","7000","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","OTHER SERVICES & CHARGES","195000","195000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","SUPPLIES","64300","64300","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","INTERFUND PAYMENTS FOR SERVICES","40300","40300","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","SPECIAL EVENTS","PARKS","CULTURE AND RECREATION","SALARIES & WAGES","40190","40190","GENERAL","TAX SUPPORTED FUNDS","OTHER WAGES","PERSONNEL COSTS"
"2015","CITY CLERK","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","18274.06","18274.06","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","STORM DRAINAGE","INTERGOVERNMENTAL/INTERFUND","72000","72000","STORM DRAINAGE","NON-TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","18700","18700","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","PUBLIC SERVICES","ADMINISTRATION","MENTAL AND PHYSICAL HEALTH","PERSONNEL BENEFITS","1395.1","1395.1","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","HISTORICAL MUSEUM","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","18300","18300","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","OPERATIONS","POLICE","SECURITY OF PERSONS AND PROPERTY","INTERFUND PAYMENTS FOR SERVICES","823355","823355","GENERAL","TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","OTHER SERVICES & CHARGES","1250","1250","SOLID WASTE","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CEMETERY","OTHER SERVICES & CHARGES","600","600","CEMETERY","NON-TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","2527000","2527000","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","PERSONNEL BENEFITS","106505.97","106505.97","WATER","NON-TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","SUPPLIES","100","100","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","WORKER'S COMP SELF INS","HUMAN RESOURCES","INTERNAL SERVICE","PERSONNEL BENEFITS","309000","309000","WORKER'S COMP SELF INS","NON-TAX SUPPORTED FUNDS","MEDICAL CLAIMS & PPD PYMTS","OPERATING EXPENSES"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SEWER","PERSONNEL BENEFITS","65385.59","65385.59","SEWER","NON-TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","DEBT SERVICE INTEREST","FINANCE","DEBT SERVICE INTEREST PAYMENT","DEBT SERVICE INTEREST","1569","1569","L.I.D. #350","NON-TAX SUPPORTED FUNDS","DEBT SERVICE INTEREST","OPERATING EXPENSES"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","282533.93","282533.93","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","OTHER SERVICES & CHARGES","248000","248000","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","18531.32","18531.32","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","35300","35300","GENERAL","TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION - EMERGENCY SERVICES","ADMINISTRATION","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","6522.69","6522.69","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","500","500","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","FINANCE","SOLID WASTE","INTERFUND PAYMENTS FOR SERVICES","19800","19800","SOLID WASTE","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","AUBURN GOLF COURSE OPERATIONS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","176349.84","176349.84","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","5500","5500","GENERAL","TAX SUPPORTED FUNDS","TRAVEL","OPERATING EXPENSES"
"2015","SUPPORT SERVICES","POLICE","SECURITY OF PERSONS AND PROPERTY","SALARIES & WAGES","736357.34","736357.34","GENERAL","TAX SUPPORTED FUNDS","REGULAR SALARIES & WAGES","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","SUPPLIES","41550","41550","GENERAL","TAX SUPPORTED FUNDS","SMALL TOOLS & MINOR EQUIPMENT","OPERATING EXPENSES"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","47200","47200","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","PERSONNEL BENEFITS","10542.81","10542.81","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","2605.67","2605.67","ARTERIAL STREET PRESERVATION","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","BUILDING/PERMITS & INSPECTIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","256000","256000","GENERAL","TAX SUPPORTED FUNDS","PROFESSIONAL SERVICES","OPERATING EXPENSES"
"2015","ADMINISTRATION","CITY ATTORNEY","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","948.5","948.5","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","PARKS","CEMETERY","OTHER SERVICES & CHARGES","2200","2200","CEMETERY","NON-TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","SALARIES & WAGES","2500","2500","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","1500","1500","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","MULTI-MEDIA SERVICES","IT","INTERNAL SERVICE","PERSONNEL BENEFITS","3582.71","3582.71","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","406600","406600","WATER","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","SYSTEMS","IT","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","84900","84900","INFORMATION SERVICES","NON-TAX SUPPORTED FUNDS","INTERFUND FACILITIES","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","10306.44","10306.44","LOCAL STREET FUND","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","CARE & CUSTODY OF PRISONERS","POLICE","SECURITY OF PERSONS AND PROPERTY","INTERGOVERNMENTAL/INTERFUND","3670000","3670000","GENERAL","TAX SUPPORTED FUNDS","INTERGOVERNMENTAL","OPERATING EXPENSES"
"2015","CEMETERY OPERATIONS","PARKS","CEMETERY","OTHER SERVICES & CHARGES","15900","15900","CEMETERY","NON-TAX SUPPORTED FUNDS","ADVERTISING","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","1100","1100","GENERAL","TAX SUPPORTED FUNDS","OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","ADMINISTRATION","PARKS","CULTURE AND RECREATION","OTHER SERVICES & CHARGES","20300","20300","GENERAL","TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MUNICIPAL COURT","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","1369.92","1369.92","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","SPECIAL UNITS","POLICE","SECURITY OF PERSONS AND PROPERTY","PERSONNEL BENEFITS","15828.37","15828.37","GENERAL","TAX SUPPORTED FUNDS","INDUSTRIAL INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","OTHER SERVICES & CHARGES","3580","3580","GENERAL","TAX SUPPORTED FUNDS","COMMUNICATION","OPERATING EXPENSES"
"2015","BUILDING/MAINTENANCE","FACILITIES","INTERNAL SERVICE","INTERFUND PAYMENTS FOR SERVICES","34661","34661","FACILITIES","NON-TAX SUPPORTED FUNDS","INTERFUND OPERATING RENTALS & LEASES","OPERATING EXPENSES"
"2015","SERVICES - PROGRAMS","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","62600","62600","GENERAL","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","TAXES","FINANCE","AIRPORT","OTHER SERVICES & CHARGES","200","200","AIRPORT","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","COMMUNITY SERVICES","ADMINISTRATION","ECONOMIC ENVIRONMENT","SUPPLIES","5000","5000","GENERAL","TAX SUPPORTED FUNDS","OFFICE & OPERATING SUPPLIES","OPERATING EXPENSES"
"2015","CAPITAL OUTLAY","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","36844.92","36844.92","ARTERIAL STREET","TAX SUPPORTED FUNDS","F.I.C.A.","OPERATING EXPENSES"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","WATER","OTHER SERVICES & CHARGES","93400","93400","WATER","NON-TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","ANIMAL CONTROL","POLICE","PHYSICAL ENVIRONMENT","PERSONNEL BENEFITS","24490.32","24490.32","GENERAL","TAX SUPPORTED FUNDS","HEALTH INSURANCE","OPERATING EXPENSES"
"2015","BUDGET, ACCT & AUDITING","FINANCE","GENERAL GOVERNMENTAL","SALARIES & WAGES","3900","3900","GENERAL","TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","ADMINISTRATION","POLICE","SECURITY OF PERSONS AND PROPERTY","OTHER SERVICES & CHARGES","324800","324800","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","OPERATIONS","FINANCE","AIRPORT","OTHER SERVICES & CHARGES","15000","15000","AIRPORT","NON-TAX SUPPORTED FUNDS","REPAIRS & MAINTENANCE","OPERATING EXPENSES"
"2015","CIVIL SERVICE COMMISSION","HUMAN RESOURCES","GENERAL GOVERNMENTAL","PERSONNEL BENEFITS","2116.5","2116.5","GENERAL","TAX SUPPORTED FUNDS","PENSIONS","PERSONNEL COSTS"
"2015","EQUIPMENT RENTAL","COMMUNITY DEVELOPMENT & PUBLIC WORKS","INTERNAL SERVICE","SALARIES & WAGES","1200","1200","EQUIPMENT RENTAL","NON-TAX SUPPORTED FUNDS","OVERTIME","PERSONNEL COSTS"
"2015","ADMINISTRATION","ADMINISTRATION","ECONOMIC ENVIRONMENT","OTHER SERVICES & CHARGES","11850","11850","BUSINESS IMPROVEMENT AREA","NON-TAX SUPPORTED FUNDS","MISCELLANEOUS","OPERATING EXPENSES"
"2015","MAINTENANCE & OPERATIONS","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","PERSONNEL BENEFITS","209649.42","209649.42","GENERAL","TAX SUPPORTED FUNDS","MEDICAL & LIFE INSURANCE","PERSONNEL COSTS"
"2015","ADMINISTRATION","COMMUNITY DEVELOPMENT & PUBLIC WORKS","TRANSPORTATION","INTERFUND PAYMENTS FOR SERVICES","113460","113460","GENERAL","TAX SUPPORTED FUNDS","INTERFUND IS SERVICES","OPERATING EXPENSES"
"2015","ENGINEERING/PLANS & SERVICE","COMMUNITY DEVELOPMENT & PUBLIC WORKS","PHYSICAL ENVIRONMENT","OTHER SERVICES & CHARGES","68400","68400","GENERAL","TAX SUPPORTED FUNDS","INSURANCE","OPERATING EXPENSES"
"2015","SENIOR CITIZEN SERVICES","PARKS","CULTURE AND RECREATION","PERSONNEL BENEFITS","1000","1000","GENERAL","TAX SUPPORTED FUNDS","OTHER FRINGE BENEFITS","PERSONNEL COSTS"
