"figure_table","title","indicator","sub_indicator","year","quintile","country","value","source","notes"
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"India","981.5622","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Thailand","986.2135","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Central African Republic","992.567","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","A breakdown of teacher time off-task / National - Teacher social interaction with students",,"01/01/",,"Brazil","2","Bruns and Luque (2015). ",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Korea, Rep.","1074.001","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Cameroon","1116.781","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Gambia, The","1191.769","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Morocco","1249.485","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure 5.2","How Teachers Spend their Time in the Classroom","A breakdown of teacher time off-task / National - Teacher social interaction or uninvolved ",,"01/01/",,"Mexico D.F.","4","Bruns and Luque (2015). ",
"Figure 5.1","School Attendance, Latin America and the Caribbean, 1990–2030","School Attendance, Latin America and the Caribbean, 1990–2014","Children 6-9 years old","01/01/1998",,"Brazil","91.12161","Authors’ calculations based on Inter-American Development Bank Harmonized Household Surveys.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Bangladesh","1322.641","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Bolivia","1360.283","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Kenya","1396.122","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Paraguay","1426.369","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Syrian Arab Republic","1691.534","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Philippines","1708.425","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Zimbabwe","1804.671","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Honduras","1924.476","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Brazil","1982.093","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Senegal","2051.586","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Ghana","2107.658","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Dominican Republic","2124.766","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Ecuador","2133.876","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Guatemala","2222.528","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Malaysia","2251.801","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Fiji","2355.068","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Sri Lanka","2364.53","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Singapore","2413.176","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Peru","2416.158","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2010"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Panama","2514.122","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2011"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Jordan","2651.806","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2012"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Zambia","3039.488","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2013"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Mauritius","3178.005","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
"Figure B2.2","Infant Mortality Rate and Per Capita GDP, Honduras, 1960-2014"," Infant Mortality Rate and Per Capita GDP","PIB/PPP","01/01/1960",,"Colombia","3200.427","World Development Indicators. Estimates developed by the UN Inter-Agency Group for Child Mortality Estimation (UNICEF, WHO, World Bank, UN DESA Population Division). All values of GDP in PPP thousands of dollars (2005 International $) were taken from the Penn World Table.",
