"pais","idpilar","titulopilar","idcomponente","titulocomponente","idindicador","tituloindicador","idrequisito","t_tulorequisito","respuestarequisito","porcentaje","dias","promedio","titulosector","a_o_texto","a_o_fechayhora","id_paisrequisito"
"Surinam","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","21","SISTEMA NACIONAL DE ESTADÍSTICAS","3","Se generan estadísticas nacionales sociales, demográficas, económicas y ambientales que sirven para monitorear el cumplimiento de objetivos y metas del gobierno","1","Periodicidad de la generación de estadísticas sociales y demográficas.","El requisito se cumple parcialmente, es decir, se recolecta información con la periodicidad indicada para al menos dos de los cuatro censos y encuestas sociales y demográficas descritas en esta condición.",,,,,"2013","2013-01-01T00:00:00.000","Surinam52131"
"Trin. & Tob.","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","2","PLANIFICACIÓN OPERATIVA Y VINCULACIÓN AL PRESUPUESTO","1","Los objetivos de la planificación se articulan en programas operativos","1","Definición programática de los objetivos de la planificación de mediano plazo.","El requisito se cumple parcialmente, es decir, aproximadamente la mitad de los objetivos de los planes de mediano plazo se concretan en programas con metas anuales.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.1211"
"Chile","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","4","Los principales sectores cuentan con una visión propia de largo plazo que supera el periodo de gobierno","4","Existencia de líneas de base para medir el progreso.",,,,"0.5",,"2013","2013-01-01T00:00:00.000","Chile1144"
"Chile","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","7","INCENTIVOS PARA LA GESTIÓN EFECTIVA DEL GASTO","1","Existen mecanismos que incentivan la eficiencia y eficacia en la gestión del gasto","3","Utilización de incentivos no monetarios colectivos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Chile2713"
"Guatemala","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","3","Se dispone de un marco legal e institucional para la realización de auditorías externas","4","Manuales y metodologías para la auditoría externa.","El requisito se cumple en su totalidad, es decir, la entidad del gobierno encargada de la auditoría externa cuenta con manuales y metodologías específicos para la realización de auditorías, y estos manuales son sometidos a revisión periódica.",,,,,"2013","2013-01-01T00:00:00.000","Guatemala31434"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","1","Existencia de un catálogo de bienes y servicios.","El requisito se cumple parcialmente, es decir, existe una ficha con la información básica de cada bien y servicio producido. Sin embargo, esta ficha no incluye todos los elementos descritos.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Brasil41911"
"Brasil","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","11","SISTEMA DE CONTABILIDAD","2","Se elaboran estados financieros al finalizar el periodo fiscal","2","Elaboración de estados financieros consolidados de los activos y pasivos financieros.",,,,,,"2013","2013-01-01T00:00:00.000","Brasil31122"
"Panamá","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","1","Se dispone de un marco legal e institucional para el control interno","1","Existencia de una Ley (o decreto) y su respectivo reglamento.","El requisito se cumple en su totalidad, es decir, está en vigencia una ley (o decreto) y su respectivo reglamento que regula la auditoría y el control interno y que se adhiere a las normas internacionales de auditoría y control.",,,,,"2013","2013-01-01T00:00:00.000","Panamá31411"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","6","Difusión de los indicadores del sistema de información.",,,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","El Salvador42016"
"El Salvador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","2","Existen procesos para garantizar la calidad de los indicadores del sistema de seguimiento sectorial","1","Metodologías para la elaboración de indicadores del sistema de seguimiento.","El requisito se cumple parcialmente, es decir, existen metodologías definidas para la elaboración de indicadores pero estas no detallan requisitos de calidad que deben cumplir los indicadores.",,,,"Educación","2013","2013-01-01T00:00:00.000","El Salvador42021"
"Ecuador","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","3","Características de la estructura programática del presupuesto","1","Utilización de programas para gasto de inversión y corriente.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Ecuador2431"
"Perú","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","4","Existen mecanismos que incentivan la obtención de resultados institucionales a nivel sectorial","2","Utilización de incentivos monetarios colectivos.","El requisito no se cumple.",,,,"Salud","2013","2013-01-01T00:00:00.000","Perú41942"
"Colombia","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","6","Difusión de los indicadores del sistema de información.","El requisito se cumple en su totalidad, es decir, toda la información sectorial está a disposición de la ciudadanía a través de Internet. Esta información incluye tanto la información estadística como los indicadores de desempeño.",,,,"Desarrollo Social","2013","2013-01-01T00:00:00.000","Colombia42016"
"Trin. & Tob.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","15","SISTEMA NACIONAL DE INVERSIÓN PÚBLICA (SNIP)","2","Existe un banco de proyectos de inversión","2","Existencia de una plataforma en Internet para el banco de proyectos.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Trin. & Tob.41522"
"Guatemala","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El presupuesto de gasto sectorial se estructura con base en programas","1","Porcentaje del presupuesto de gasto sectorial estructurado con base en programas.",,"1",,,"Salud","2013","2013-01-01T00:00:00.000","Guatemala41711"
"Barbados","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","18","GESTIÓN SECTORIAL PARA LAS ADQUISICIONES Y COMPRAS PÚBLICAS","2","La gestión sectorial de compras públicas se realiza a través de licitaciones","1","Porcentaje del valor de las compras sectoriales realizado a través de licitación pública.",,,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Barbados41821"
"Rep. Domin.","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","20","SISTEMAS DE INFORMACIÓN Y SEGUIMIENTO SECTORIAL","1","Existe un sistema de información sectorial compuesto por datos sobre la producción de bienes y servicios, e indicadores de desempeño","4","Inclusión de información sobre la cobertura de los bienes y servicios producidos.","El requisito se cumple en su totalidad, es decir, el sistema de información incluye estadísticas sobre la cobertura de más del 8% de los  bienes y servicios sectoriales(por ejemplo: número de estudiantes atendidos, número de pacientes atendidos en los pabellones hospitalarios, número de personas que reciben raciones alimenticias).",,,,"Educación","2013","2013-01-01T00:00:00.000","Rep. Domin.42014"
"Argentina","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","1","Existe un marco legal que regula el sistema de planificación","4","Definición de vínculos al proceso presupuestario.","El requisito se cumple en su totalidad, es decir, el marco legal o reglamentario que regula el sistema de planificación determina los vínculos entre el proceso de planificación y la toma de decisiones presupuestarias.",,,,,"2013","2013-01-01T00:00:00.000","Argentina1114"
"Honduras","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","14","AUDITORÍA INTERNA Y EXTERNA","1","Se dispone de un marco legal e institucional para el control interno","3","Manuales y metodologías para la auditoría y control interno.","El requisito se cumple parcialmente, es decir, existen manuales y metodologías comunes para todas las instituciones públicas que define procesos entre los cuales están algunos, pero no todos los cuatro siguientes: reportar evidencia de fraude encontrado a través de la auditoría interna, documentación de la auditoría interna, reportar errores de los auditores internos, y definir planes anuales de auditoría interna basados en mapas de riesgo.",,,,,"2013","2013-01-01T00:00:00.000","Honduras31413"
"Costa Rica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","2","Se cuenta con un plan sectorial de mediano plazo que contiene los objetivos prioritarios","4","Existencia de un sistema de indicadores de desempeño para medir el progreso.","El requisito se cumple parcialmente, es decir, existe un sistema de indicadores de desempeño para medir el cumplimiento de las metas y objetivos del plan de mediano plazo, pero este no se aplica a todas las metas y objetivos del plan.",,,,"Salud","2013","2013-01-01T00:00:00.000","Costa Rica41624"
"Costa Rica","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","4","Existencia de líneas de base para medir el progreso de las metas sectoriales.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Costa Rica41614"
"Ecuador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","17","PRESUPUESTACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El presupuesto de gasto sectorial se estructura con base en programas","1","Porcentaje del presupuesto de gasto sectorial estructurado con base en programas.",,"0",,,"Infraestructura","2013","2013-01-01T00:00:00.000","Ecuador41711"
"Argentina","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","19","GESTIÓN SECTORIAL DE BIENES Y SERVICIOS EN BASE A RESULTADOS","1","Existe una cartera de los bienes y servicios que produce el sector","3","Inclusión de costos de producción y de las unidades responsables de la producción de los bienes y servicios.","El requisito se cumple parcialmente, es decir, únicamente las metas producción detallan las unidades responsables, o los costos de producción, pero no ambos.",,,,"Salud","2013","2013-01-01T00:00:00.000","Argentina41913"
"Guyana","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","4","ESTRUCTURACIÓN DEL PRESUPUESTO DE GASTO CON BASE EN PROGRAMAS","4","El presupuesto de gasto del gobierno central se estructura con base en programas","1","Porcentaje del presupuesto de gasto estructurado con base en programas.",,"0",,,,"2013","2013-01-01T00:00:00.000","Guyana2441"
"Bahamas","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","6","Los ministerios sectoriales cuentan con un plan propio de mediano plazo que contiene los objetivos prioritarios con sus correspondientes estrategias y metas","6","Definición de estrategias y programas para lograr los objetivos.",,,,"0",,"2013","2013-01-01T00:00:00.000","Bahamas1166"
"Ecuador","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","4","Existencia de líneas de base para medir el progreso de las metas sectoriales.","El requisito no se cumple.",,,,"Educación","2013","2013-01-01T00:00:00.000","Ecuador41614"
"Honduras","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","1","El sector cuenta con una visión de largo plazo que supere el periodo de gobierno","6","Difusión de la visión sectorial de largo plazo.","El requisito se cumple en su totalidad, es decir, la visión de largo plazo está a disposición de la ciudadanía a través de Internet o aplicaciones de telefonía móvil",,,,"Educación","2013","2013-01-01T00:00:00.000","Honduras41616"
"Brasil","4","CUARTO PILAR: GESTION DE PROGRAMAS Y PROYECTOS","16","PLANIFICACIÓN SECTORIAL CON BASE EN RESULTADOS","3","Las visiones de largo plazo y los planes de mediano plazo sectoriales se encuentran articulados","1","Articulación con la visión sectorial de largo plazo.","El requisito no se cumple.",,,,"Infraestructura","2013","2013-01-01T00:00:00.000","Brasil41631"
"Panamá","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","1","Existe información de desempeño para evaluar los resultados del gasto del gobierno","3","Vínculos entre los indicadores de desempeño y las líneas del presupuesto.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Panamá2613"
"Nicaragua","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","11","SISTEMA DE CONTABILIDAD","1","El sistema de contabilidad permite la toma de decisiones financieras","1","Adherencia a las Normas Internacionales de Contabilidad del sector público (NIC-SP).","El requisito se cumple parcialmente, es decir, el sistema de contabilidad pública aún no se adhiere a las NIC-SP, pero se está trabajando bajo un plan que determina medidas específicas y plazos para su adherencia, o se adhiere únicamente a algunas NIC-SP",,,,,"2013","2013-01-01T00:00:00.000","Nicaragua31111"
"Honduras","2","SEGUNDO PILAR: PRESUPUESTO POR RESULTADOS","6","EVALUACIÓN DE LA EFECTIVIDAD DEL GASTO","2","Existen procedimientos institucionalizados mediante los cuales las decisiones presupuestarias  se toman considerando los resultados que arroja el sistema de seguimiento y evaluación del desempeño del gasto público","2","Definición de procesos institucionalizados para el uso de la información de desempeño.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Honduras2622"
"Argentina","1","PRIMER PILAR: PLANIFICACION ORIENTADA A RESULTADOS","1","PLANIFICACIÓN ESTRATÉGICA","1","Existe un marco legal que regula el sistema de planificación","3","Definición de conceptos relacionados con la planificación.","El requisito se cumple en su totalidad, es decir, el marco legal o reglamentario que regula el sistema de planificación define los conceptos, instrumentos, procesos y procedimientos que se usarán en el sistema de planificación, así como la cadena lógica de resultados.",,,,,"2013","2013-01-01T00:00:00.000","Argentina1113"
"Panamá","5","QUINTO PILAR: SISTEMAS DE SEGUIMIENTO Y EVALUACIÓN","23","EVALUACIÓN DE LA GESTIÓN DEL GOBIERNO","2","Existe una entidad o unidad del gobierno a cargo del sistema de evaluación de la gestión","3","Capacitación a las entidades o unidades ejecutoras.","El requisito no se cumple.",,,,,"2013","2013-01-01T00:00:00.000","Panamá52323"
"El Salvador","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","9","GESTIÓN PRESUPUESTARIA Y FINANCIERA","4","La clasificación de gastos del presupuesto se realiza de acuerdo a las dimensiones económica, funcional y programática","1","Clasificación económica.","El requisito se cumple en su totalidad, es decir, se utiliza una clasificación económica para ordenar el gasto público, siguiendo una norma internacional.",,,,,"2013","2013-01-01T00:00:00.000","El Salvador3941"
"Brasil","3","TERCER PILAR: GESTIÓN FINANCIERA PÚBLICA","12","SISTEMA INTEGRADO DE ADMINISTRACIÓN FINANCIERA (SIAF)","1","Existe un SIAF que integre los principales sistemas financieros","3","Integración con los principales sistemas de gestión financiera.","El requisito se cumple en su totalidad, es decir, el SIAF incluye la información de los sistemas de presupuesto, crédito (o deuda) público, contabilidad y tesorería.",,,,,"2013","2013-01-01T00:00:00.000","Brasil31213"
