Permit Number,Permit Type,Issued,Address,City,State,Zipcode,Applicant,Contractor License Number,License Type,Fees,Value of Work,Plans Submitted,SBL,Land Use,Inspector,Expiration Date,Description of Work,Location,Latitude,Longitude,Council District,Police District,Census Tract,Census Block Group,Census Block,Neighborhood,Police Districts,Tracts,Council Districts,Zip Codes,Block Groups,Blocks,Local Historic Districts,Neighborhoods,Neighborhoods ,Tax Districts
REP17-9432260,REPAIR,05/12/2017,270 PARKDALE,BUFFALO,NY,14213,MICHAEL HAYNES,,,130.00,20300.00,0,0887500004022000,220,ANGELA   WHITE,11/12/2017,"drywall throughout, flooring, (2) kitchen &bath remodels. Tear off/sheath/reroof, siding. Kitchen & bath (ACM) floors not to be disturbed by encapsulation.","(42.92283214198411, -78.88763850585515)",42.92283214198411,-78.88763850585515,NIAGARA,District D,171,3,3005,Elmwood Bidwell,5,27,3,2,150,300,,27,27,3
REP17-9442939,REPAIR,11/21/2017,1215 WEST,BUFFALO,NY,14213,MOHAMMAD   HOSSAIN,,,75.00,4000.00,0,0887400006029000,210,ANGELA   WHITE,05/21/2018,"PORCH AND STEP REPAIRS, REPAIR DOORS AND WINDOWS, FOUNDATION REPAIR, TRIM, SIDING","(42.923397206427474, -78.8961700091405)",42.923397206427474,-78.8961700091405,NIAGARA,District D,171,1,1015,Upper West Side,5,27,3,2,53,669,,27,26,3
REP17-9427710,REPAIR,03/06/2017,329 SKILLEN,BUFFALO,NY,14207,RUVIM TSYGYRLASH,LTC12-10023587,LIGHT COMMERCIAL CONTRACTOR,75.00,7250.00,0,0772600001024000,210,ANGELA   WHITE,09/06/2017,"tear off 2 layers, install 6 feet of ice shield, install underlayment, install ridge vent","(42.96141370971995, -78.89862880040616)",42.96141370971995,-78.89862880040616,NORTH,District D,58.01,1,1003,Riverside,5,12,1,10,225,1397,,50,18,1
REP17-9438260,REPAIR,09/17/2017,278 HAMPSHIRE,BUFFALO,NY,14213,RICHARD BOOZE,LTC11-10021094,LIGHT COMMERCIAL CONTRACTOR,75.00,5000.00,0,0994300002020000,220,ANGELA   WHITE,03/17/2018,complete tearoff.an put back of roof.,"(42.91328021470339, -78.89157608813315)",42.91328021470339,-78.89157608813315,NIAGARA,District B,61,3,3004,Upper West Side,1,43,3,2,23,1973,,14,26,4
REP17-9438964,REPAIR,10/03/2017,314 GRANT,BUFFALO,NY,14213,FAWAZ FADHEL,,,75.00,1500.00,0,0887500006022000,220,ANGELA   WHITE,04/03/2018,TEAR OFF AND REROOF A 2 STORY 2 FAMILY FRAME DWELLING. WORK BY OWNER AND UNCOMPENSATED FAMILY AS PER SCANNED AFFIDAVIT.,"(42.92248256616044, -78.89015184399587)",42.92248256616044,-78.89015184399587,NIAGARA,District D,171,3,3003,Upper West Side,5,27,3,2,150,3301,,27,26,3
REP17-9432794,REPAIR,05/30/2017,734 PROSPECT,BUFFALO,NY,14213,MUJIB RAHMAN,LTC16-10036793,LIGHT COMMERCIAL CONTRACTOR,75.00,7500.00,0,0996600003007000,220,ANGELA   WHITE,11/30/2017,Tear off/sheath/reroof. Front porch repairs. Repair like & in-kind interior staircase to second floor and basement stairs.,"(42.90630316053428, -78.89531706174148)",42.90630316053428,-78.89531706174148,NIAGARA,District B,70,3,3001,West Side,1,69,3,2,144,2657,,40,29,4
REP17-9435004,REPAIR,07/25/2017,399 GRANT,BUFFALO,NY,14213,CAROLYN   INWOOD,,,175.00,3000.00,0,0887500003047000,210,ANGELA   WHITE,01/25/2018,"NEW DRYWALL IN LIVING ROOM/DINING ROOM, AND REPLACEMENT WINDOWS AT 1-FAMILY DWELLING.  WORK BY OWNER.  NO OUTSIDE CONTRACTORS TO WORK IN DWELLING.","(42.924807372825995, -78.88969293437611)",42.924807372825995,-78.88969293437611,NIAGARA,District D,171,3,3000,Upper West Side,5,27,3,2,150,649,,27,26,3
REP17-9435181,REPAIR,07/29/2017,27 GARNER,BUFFALO,NY,14213,MATTHEW VALLE,,,75.00,8000.00,0,0887400004005000,220,ANGELA   WHITE,01/29/2018,Turn off the roof replace with plywood and new asphalt shingles,"(42.92484374670495, -78.89366142131333)",42.92484374670495,-78.89366142131333,NIAGARA,District D,171,4,4001,Upper West Side,5,27,3,2,46,2974,,27,26,3
REP17-9440132,REPAIR,10/06/2017,169 HERKIMER,BUFFALO,NY,14213,STEPHEN SCARFONE,LTC17-10039866,LIGHT COMMERCIAL CONTRACTOR,75.00,9695.00,0,0992700008036000,210,ANGELA   WHITE,04/06/2018,INSTALL VINYL SIDUNG TO A 2 STORY 1 FAMILY FRAME DWELLING AS PER SCANNED BID SHEET.,"(42.91736807554534, -78.89290879279712)",42.91736807554534,-78.89290879279712,NIAGARA,District D,61,4,4006,Upper West Side,5,43,3,2,19,2846,,14,26,3
REP17-9426362,REPAIR,01/24/2017,141 CONGRESS,BUFFALO,NY,14213,SURETY CONSTRUCTION COMPANY,HIC11-517094,HOME IMPROVEMENT CONTRACTOR,90.00,12760.00,0,0888300007041000,210,ANGELA   WHITE,07/24/2017,"COMPLETE TEAROFF/REROOF, GUTTERS, AND REPOINT CHIMNEY AT 1-FAMILY DWELLING.","(42.9215039151662, -78.89135788158148)",42.9215039151662,-78.89135788158148,NIAGARA,District D,61,4,4000,Upper West Side,5,43,3,2,19,1481,,14,26,3
REP17-9433792,REPAIR,06/23/2017,459 HERKIMER,BUFFALO,NY,14213,MATTHEW VALLE,,,75.00,6000.00,0,0887500001038000,220,ANGELA   WHITE,12/23/2017,Remove and replace 20 square of roof   Shingle,"(42.92517023004996, -78.89210116114896)",42.92517023004996,-78.89210116114896,NIAGARA,District D,171,3,3002,Upper West Side,5,27,3,2,150,1710,,27,26,3
REP17-9442061,REPAIR,10/30/2017,208 PARKDALE,BUFFALO,NY,14213,HOME DEPOT U.S.A. INC.,LTC12-10023782,LIGHT COMMERCIAL CONTRACTOR,80.00,10300.00,0,0888300005015000,220,ANGELA   WHITE,04/30/2018,tear-off and re-roofing,"(42.92113170572693, -78.8878711178271)",42.92113170572693,-78.8878711178271,NIAGARA,District D,61,2,2000,Upper West Side,5,43,3,2,181,2865,,14,26,3
REP17-9438151,REPAIR,09/13/2017,713 COLUMBUS PKWY,BUFFALO,NY,14213,ALEXANDER RICHARDS,LTC17-10041636,LIGHT COMMERCIAL CONTRACTOR,90.00,12700.00,0,0996600007010000,220,ANGELA   WHITE,03/13/2018,TEAR OFF AND REROOF A 2 STORY 2 FAMILY FRAME DWELLING AS PER SCANNED CONTRACT.,"(42.90334105736017, -78.89565510896566)",42.90334105736017,-78.89565510896566,NIAGARA,District B,70,3,3007,West Side,1,69,3,2,144,2415,,40,29,4
REP17-9434441,REPAIR,07/11/2017,60 DART,BUFFALO,NY,14213,COMFORT WINDOW CO. INC.,LTC11-562530,LIGHT COMMERCIAL CONTRACTOR,170.00,28529.00,0,0885900001012000,220,ANGELA   WHITE,01/11/2018,"TEAR OFF AND REROOF, INSTALL VINYL SIDING AS NEEDED AND WINDOW TO A 2 STORY 1 FAMILY FRAME DWELLING AS PER SCANNED CONTRACT.","(42.929201788625626, -78.89173615276324)",42.929201788625626,-78.89173615276324,NORTH,District D,171,5,5005,Upper West Side,5,27,1,2,239,3223,,27,26,3
REP17-9431799,REPAIR,05/02/2017,131 RHODE ISLAND,BUFFALO,NY,14213,JASON REDDING,LTC14-10028478,LIGHT COMMERCIAL CONTRACTOR,115.00,18000.00,0,0995800005008000,281,ANGELA   WHITE,11/02/2017,"Two dwellings on on property.  both will have complete tear off on roofs and redeck and shingle w/ architectural shingles.  Ice and water sheild 6ft up, ODE on roof perimeters, 15# felt, and ridge cap.  repair fatia and soffit where neccessary","(42.90673234306178, -78.89498907251306)",42.90673234306178,-78.89498907251306,NIAGARA,District B,70,3,3000,West Side,1,69,3,2,144,1699,,40,29,4
FEND17-9430201,FENDRIVE,04/18/2017,36 MASSACHUSETTS,BUFFALO,NY,14213,O CHRISTIAN   LOPEZ,,,75.00,2000.00,0,0995700001019000,220,ANGELA   WHITE,10/18/2017,Place a driveway as per attached survey.,"(42.90723085719372, -78.89883305409467)",42.90723085719372,-78.89883305409467,NIAGARA,District B,70,1,1007,West Side,1,69,3,2,256,1321,,40,29,4
REP17-9430397,REPAIR,04/21/2017,11 POOLEY,BUFFALO,NY,14213,MICHAEL   BELLAVIA,,,75.00,1000.00,0,0886700003002000,281,ANGELA   WHITE,10/21/2017,rebuild a wood frame covered porch over top of existing concrete porch.,"(42.92675975921722, -78.89400674049611)",42.92675975921722,-78.89400674049611,NIAGARA,District D,171,2,2005,Upper West Side,5,27,3,2,176,2426,,27,26,3
REP17-9443194,REPAIR,11/29/2017,57 LAFAYETTE AVE,BUFFALO,NY,14213,NAPLES ROOFING AND SHEET METAL,LTC15-10030955,LIGHT COMMERCIAL CONTRACTOR,75.00,9700.00,0,0992600003002000,220,ANGELA   WHITE,05/29/2018,"TEAR-OFF AND REROOF, NEW SHEATHING","(42.920003661214984, -78.89645960168792)",42.920003661214984,-78.89645960168792,NIAGARA,District D,61,1,1009,Upper West Side,5,43,3,2,121,1822,,14,26,3
REP17-9429535,REPAIR,03/30/2017,272 CROWLEY,BUFFALO,NY,14207,EASTERN REMODELING CO.,HIC11-554245,HOME IMPROVEMENT CONTRACTOR,75.00,4407.00,0,0774900004006000,220,ANGELA   WHITE,09/30/2017,"tear off asphalt roof shingle right down to existing decking, install 6 feet ice shield and underpayment, install lifetime architectural shingle, ridge vent, chimney flash","(42.95304285529837, -78.90009793329698)",42.95304285529837,-78.90009793329698,NORTH,District D,57,3,3002,Riverside,5,9,1,10,204,1850,,50,18,1
REP17-9426133,REPAIR,01/16/2017,123 LAWN,BUFFALO,NY,14207,MICHAEL GRECO,,,75.00,3000.00,0,0776000007007000,220,ANGELA   WHITE,07/16/2017,Replace 4 windows. Install vinyl siding.,"(42.94988985457213, -78.88634286777649)",42.94988985457213,-78.88634286777649,NORTH,District D,56,3,3006,West Hertel,5,57,1,10,56,105,,18,3,1
REP17-9433889,REPAIR,06/27/2017,167 LAFAYETTE AVE,BUFFALO,NY,14213,BLACK ROCK ROOFING,LTC11-564078,LIGHT COMMERCIAL CONTRACTOR,80.00,10875.00,0,0992700001005000,210,ANGELA   WHITE,12/27/2017,complete tear-off and roof replacement (front porch only) ice and wter shield to entire new alum flashings new c-teed arch shingles install new vinyl siding (right side and front) over existing,"(42.92006711988046, -78.89225964992005)",42.92006711988046,-78.89225964992005,NIAGARA,District D,61,4,4002,Upper West Side,5,43,3,2,19,2851,,14,26,3
REP17-9442595,REPAIR,11/14/2017,948 NIAGARA,BUFFALO,NY,14213,D & H PAVING LLC   (SPC),SPC11-549481,SPECIALITY CONTRACTOR,158.00,17580.00,0,0995700001002000,411,ANGELA   WHITE,05/14/2018,Paving Parking Lot,"(42.90885964309553, -78.89938199536368)",42.90885964309553,-78.89938199536368,NIAGARA,District B,70,1,1007,West Side,1,69,3,2,256,1321,,40,29,4
REP17-9433845,REPAIR,06/26/2017,302 PARKDALE,BUFFALO,NY,14213,ALL ACCESS CONSTRUCTION,LTC13-10027014,LIGHT COMMERCIAL CONTRACTOR,120.00,18700.00,0,0887500004011000,220,ANGELA   WHITE,12/26/2017,"TEAR-OFF AND REROOF, NEW SHEATHING, SOFFIT AND FASCIA","(42.92361826000087, -78.8875262804379)",42.92361826000087,-78.8875262804379,NIAGARA,District D,171,3,3005,Elmwood Bidwell,5,27,3,2,150,300,,27,27,3
REP17-9434420,REPAIR,07/11/2017,78 BRADLEY,BUFFALO,NY,14213,RODNEY HUTCHINGS,LTC14-10029333,LIGHT COMMERCIAL CONTRACTOR,75.00,7000.00,0,0885100001033000,210,ANGELA   WHITE,01/11/2018,complete tear off roof,"(42.930022236653066, -78.89097950326898)",42.930022236653066,-78.89097950326898,NORTH,District D,171,5,5004,Upper West Side,5,27,1,2,239,2062,,27,26,3
REP17-9434533,REPAIR,07/13/2017,289 AUBURN,BUFFALO,NY,14213,ALL ACCESS CONSTRUCTION,LTC13-10027014,LIGHT COMMERCIAL CONTRACTOR,75.00,6000.00,0,0992700007002000,281,ANGELA   WHITE,01/13/2018,TEAR OFF AND REROOF DWELLING AS PER SCANNED CONTRACT / ADDENDUM.,"(42.91843388241917, -78.88987021304312)",42.91843388241917,-78.88987021304312,NIAGARA,District D,61,2,2003,Upper West Side,5,43,3,2,181,1205,,14,26,3
REP17-9438347,REPAIR,09/19/2017,289 AUBURN,BUFFALO,NY,14213,PRO IMAGE,,,75.00,2000.00,0,0992700007002000,281,ANGELA   WHITE,03/19/2018,"Replace, like in kind portions of an existing driveway.","(42.91843388241917, -78.88987021304312)",42.91843388241917,-78.88987021304312,NIAGARA,District D,61,2,2003,Upper West Side,5,43,3,2,181,1205,,14,26,3
REP17-9431943,REPAIR,05/04/2017,58 DELAVAN WEST,BUFFALO,NY,14213,DON-IKE SAWYERS,,,75.00,2000.00,0,0888200001006000,210,ANGELA   WHITE,11/04/2017,COMPLETE TEAROFF AND REROOF AT 1-FAMILY DWELLING.,"(42.92216701598145, -78.89701503965209)",42.92216701598145,-78.89701503965209,NIAGARA,District D,171,1,1016,Upper West Side,5,27,3,2,53,2720,,27,26,3
REP17-9437004,REPAIR,08/17/2017,129 DELAVAN WEST,BUFFALO,NY,14213,HIRAM  RIVERA,,,75.00,950.00,0,0888200004002000,220,ANGELA   WHITE,02/17/2018,TEAROFF AND REROOF AT 2-FAMILY DWELLING.,"(42.921926038276716, -78.8945394892082)",42.921926038276716,-78.8945394892082,NIAGARA,District D,171,4,4005,Upper West Side,5,27,3,2,46,1206,,27,26,3
REP17-9440134,REPAIR,10/06/2017,573 BUSTI,BUFFALO,NY,14201,LLC   MARNIC BUFFALO,,,10.00,12000.00,0,0998200004040000,281,ANGELA   WHITE,04/06/2018,"TEAR-OFF AND REROOF, NEW SHEATHING   VITTORIANO MANOCCHIO -310-1208","(42.89965371646215, -78.89383843633146)",42.89965371646215,-78.89383843633146,ELLICOTT,District B,70,2,2011,West Side,1,69,4,15,47,1635,,40,29,4
REP17-9444342,REPAIR,12/04/2017,106 POTOMAC,BUFFALO,NY,14213,RIVERA ADA N,,,75.00,1200.00,0,0887400002021100,210,ANGELA   WHITE,06/04/2018,TEAR OFF AND REROOF A 2 STORY 1 FAMILY FRAME DWELLING. WORK BY OWNERS UNCOMPENSATED SON AND NEPHEW AS PER SCANNED AFFIDAVIT.,"(42.924043550389534, -78.89526723293582)",42.924043550389534,-78.89526723293582,NIAGARA,District D,171,1,1014,Upper West Side,5,27,3,2,53,135,,27,26,3
REP17-9428098,REPAIR,03/17/2017,157 PHILADELPHIA,BUFFALO,NY,14207,MARK REMBES,LTC15-10030790,LIGHT COMMERCIAL CONTRACTOR,75.00,2500.00,0,0774200005013100,210,ANGELA   WHITE,09/17/2017,Tear off garage roof and install new roof including gutters and siding on cables garage only,"(42.95660421112804, -78.89544448026273)",42.95660421112804,-78.89544448026273,NORTH,District D,57,1,1002,Riverside,5,9,1,10,64,623,,50,18,1
REP17-9431414,REPAIR,04/24/2017,17 DEWITT,BUFFALO,NY,14213,CORDERO BOBBY L,,,75.00,900.00,0,0992600007025000,210,ANGELA   WHITE,10/24/2017,Tear off/sheath/reroof to 1/2 main roof. Work by owner.,"(42.91750601055005, -78.8957787016119)",42.91750601055005,-78.8957787016119,NIAGARA,District D,61,5,5004,Upper West Side,5,43,3,2,110,3160,,14,26,3
REP17-9429974,REPAIR,04/11/2017,40 ARNOLD,BUFFALO,NY,14213,TIMOTHY   LOPEZ,LTC11-555779,LIGHT COMMERCIAL CONTRACTOR,75.00,2000.00,0,0993500002027000,210,ANGELA   WHITE,10/11/2017,repair siding on one side of house,"(42.91611308133835, -78.8889289698043)",42.91611308133835,-78.8889289698043,NIAGARA,District D,61,2,2005,Upper West Side,5,43,3,2,181,2080,,14,26,3
REP17-9432146,REPAIR,05/10/2017,157 HERKIMER,BUFFALO,NY,14213,ALBERTO   DOMINGUEZ-CARDENAS,,,75.00,10000.00,0,0992700008032000,210,ANGELA   WHITE,11/10/2017,"CONCRETE PATIO/WALKWAY AT FRONT AND SIDE OF HOUSE.  FRONT PATIO TO BE 12' WIDE MAX.  PARKING NOT PERMITED AT PATIO (NO CURBCUT OR APRON).  PERMIT ALSO INCLUDES SIDING, REPLACEMENT WINDOWS AND PORCH REPAIRS (LIKE IN KIND).","(42.91699882323665, -78.89295276174347)",42.91699882323665,-78.89295276174347,NIAGARA,District D,61,4,4006,Upper West Side,5,43,3,2,19,2846,,14,26,3
REP17-9435488,REPAIR,08/04/2017,233 AUBURN,BUFFALO,NY,14213,BERRY JAMES PAINTING SERV (HIM,,,75.00,4650.00,0,0992700010007000,220,ANGELA   WHITE,02/04/2018,"REPLACE DECKING, STAIRS AND RAILS AT PORCH AT 2-FAMILY DWELLING.","(42.91840105221607, -78.89202794485254)",42.91840105221607,-78.89202794485254,NIAGARA,District D,61,4,4005,Upper West Side,5,43,3,2,19,1198,,14,26,3
REP17-9430272,REPAIR,04/19/2017,608 FARGO,BUFFALO,NY,14213,WNY FIRST CHOICE CONST. INC,LTC15-10032284,LIGHT COMMERCIAL CONTRACTOR,120.00,18460.00,0,0994200014019000,220,ANGELA   WHITE,10/19/2017,tear off/sheath/reroof,"(42.911604474124665, -78.89844924389257)",42.911604474124665,-78.89844924389257,NIAGARA,District B,70,1,1001,West Side,1,69,3,2,256,399,,40,29,4
REP17-9437649,REPAIR,08/31/2017,713 PROSPECT,BUFFALO,NY,14213,ALL ACCESS CONSTRUCTION,LTC13-10027014,LIGHT COMMERCIAL CONTRACTOR,90.00,12016.00,0,0996600004026000,281,ANGELA   WHITE,02/28/2018,REBUILD THE FRONT P[ORCH OF THE FRONT 2 FAMILY FARME DWELLING AS PER SCANNED CONTRACT / PHOTO,"(42.90591552762128, -78.894769594401)",42.90591552762128,-78.894769594401,NIAGARA,District B,70,3,3000,West Side,1,69,3,2,144,1699,,40,29,4
REP17-9433645,REPAIR,06/20/2017,831 COLUMBUS PKWY,BUFFALO,NY,14213,PAV'S PAINTING & HOME IMPROV.,HIC11-517503,HOME IMPROVEMENT CONTRACTOR,120.00,18800.00,0,0995800007001000,220,ANGELA   WHITE,12/20/2017,TEAR OFF AND REROOF A 2 STORY 2 FAMILY FRAME DWELLING AS PER SCANNED BIDSHEET.,"(42.90605282923573, -78.89821954472318)",42.90605282923573,-78.89821954472318,NIAGARA,District B,70,3,3003,West Side,1,69,3,2,144,37,,40,29,4
REP17-9435455,REPAIR,08/03/2017,1119 WEST,BUFFALO,NY,14213,MRS. GAIL PRICE,,,75.00,3500.00,0,0888200006021000,220,ANGELA   WHITE,02/03/2018,Repair/replace existing roof.,"(42.92062025788121, -78.89654709822278)",42.92062025788121,-78.89654709822278,NIAGARA,District D,61,1,1000,Upper West Side,5,43,3,2,121,2074,,14,26,3
REP17-9437694,REPAIR,09/01/2017,20 ARKANSAS,BUFFALO,NY,14213,SAMUEL   BATISTA,,,75.00,1335.00,0,0993400008015000,210,ANGELA   WHITE,03/01/2018,TEAR OFF AND REROOF A PORTION OF A 2 STORY 1 FAMILY FRAME DWELLING. WORK BY OWNER AS PER SCANNED AFFIDAVIT.,"(42.91454177788339, -78.89672126742784)",42.91454177788339,-78.89672126742784,NIAGARA,District B,61,1,1023,Upper West Side,1,43,3,2,121,1815,,14,26,4
REP17-9433048,REPAIR,06/06/2017,758 NIAGARA,BUFFALO,NY,14213,EASTERN REMODELING CO.,HIC11-554245,HOME IMPROVEMENT CONTRACTOR,75.00,9800.00,0,0996600007002000,220,ANGELA   WHITE,12/06/2017,"tear off, plywood, re-shingle. yankee gutter and downspout. flashing chimney , ridge vent","(42.903780281211766, -78.89459738877933)",42.903780281211766,-78.89459738877933,NIAGARA,District B,70,3,3007,West Side,1,69,3,2,144,2415,,40,29,4
REP17-9431956,REPAIR,05/04/2017,41 LAKEVIEW,BUFFALO,NY,14201,BLACK ROCK ROOFING,LTC11-564078,LIGHT COMMERCIAL CONTRACTOR,110.00,16275.00,0,1102700001009000,281,ANGELA   WHITE,11/04/2017,"complete tear-off and roof replacement new 1/2"" cdx decking ice and water shield at eaves walls and all penetrations through roof new alum flashings new c-teed arch shingles new custom yankee gutter system","(42.897465391901385, -78.893427754772)",42.897465391901385,-78.893427754772,ELLICOTT,District B,70,2,2017,West Side,1,69,4,15,47,352,,40,29,4
REP17-9441985,REPAIR,11/08/2017,1197 WEST,BUFFALO,NY,14213,MARK UTECH,HIC11-518331,HOME IMPROVEMENT CONTRACTOR,125.00,14650.00,3,0887400006023000,220,ANGELA   WHITE,05/08/2018,"REPLACE APPROX. 58' OF BASEMENT WALL, INSTALL 4 I BEAMS   PLANS FILED","(42.922955952028374, -78.89622477797924)",42.922955952028374,-78.89622477797924,NIAGARA,District D,171,1,1015,Upper West Side,5,27,3,2,53,669,,27,26,3
REP17-9442278,REPAIR,11/06/2017,363 FARGO,BUFFALO,NY,14213,AMY GOODING,LTC16-10034143,LIGHT COMMERCIAL CONTRACTOR,75.00,6700.00,0,0996700001022000,220,ANGELA   WHITE,05/06/2018,"ADD SECOND LAYER OF ROOFING AT GARAGE (INSPECTOR TO VERIFY ONLY 1 LAYER), AND REPLACE CONCRETE DRIVEWAY IN SAME FOOTPRINT AS EXISTING FROM STREET TO REAR OF 3-FAMILY DWELLING.  DRIVEWAY WORK NOT TO COMMENCE UNTIL LETTER FROM NEIGHBOR ALLOWING DRIVEWAY TO BE POURED TO THEIR FOUNDATION WALL IS SUBMITTED TO THE CITY OF BUFFALO.","(42.906385537301915, -78.89334853247422)",42.906385537301915,-78.89334853247422,NIAGARA,District B,69.01,4,4003,West Side,1,41,3,2,265,1887,,40,29,4
REP17-9426409,REPAIR,01/25/2017,127 PROGRESSIVE,BUFFALO,NY,14207,FRED PAGAN,,,75.00,1500.00,0,0776500005037000,220,ANGELA   WHITE,07/25/2017,REPLACE DECKING AT FRONT PORCH OF 2-FAMILY DWELLING.  WORK BY OWNER PER SCANNED AFFIDAVIT. *** 12/8/17 THIS PERMIT IS VOIDED. NEW OWNER TO PULL PERMIT FOR PORCH WORK***,"(42.948969059679136, -78.89871353180959)",42.948969059679136,-78.89871353180959,NORTH,District D,57,2,2000,Riverside,5,9,1,10,91,2091,,50,18,1
REP17-9428350,REPAIR,03/24/2017,109 NEWFIELD,BUFFALO,NY,14207,BLACK ROCK ROOFING,LTC11-564078,LIGHT COMMERCIAL CONTRACTOR,85.00,11200.00,0,0773400004028000,220,ANGELA   WHITE,09/24/2017,"complete tear-off and roof replacement (main only) new 1/2"" cdx decking ice and water shield at eaves walls and all penetrations through roof new alum flashings new c-teed arch shingles new .032 alum gutter system","(42.959177618823446, -78.89656840862023)",42.959177618823446,-78.89656840862023,NORTH,District D,58.02,4,4000,Riverside,5,5,1,10,54,1910,,50,18,1
GC17-9442823,GC,12/15/2017,378 FARGO,BUFFALO,NY,14213,LLC   LMG OF WNY,,,150.00,5500.00,3,0996600004002000,210,ANGELA   WHITE,06/15/2018,***PLANS FILED*** CONVERT A 2 STORY 1 FAMILY FRAME DWELLING TO A 2 FAMILY. WORK BY OWNER AS PER SCANNED AFFIDAVIT.,"(42.90648936933004, -78.8936274777992)",42.90648936933004,-78.8936274777992,NIAGARA,District B,70,3,3000,West Side,1,69,3,2,144,1699,,40,29,4
REP17-9442247,REPAIR,11/03/2017,225 LAFAYETTE AVE,BUFFALO,NY,14213,RICHARD MATA,LTC17-10039405,LIGHT COMMERCIAL CONTRACTOR,75.00,6000.00,0,0992700003002000,220,ANGELA   WHITE,05/03/2018,REPLACE (2) POSTS LIKE IN KIND AND DECKING AT 2-STORY FRONT PORCH OF 2-FAMILY DWELLING.,"(42.92009973381543, -78.89010954882053)",42.92009973381543,-78.89010954882053,NIAGARA,District D,61,2,2002,Upper West Side,5,43,3,2,181,2892,,14,26,3
REP17-9432736,REPAIR,05/26/2017,15 GREENWOOD,BUFFALO,NY,14213,SURETY CONSTRUCTION COMPANY,HIC11-517094,HOME IMPROVEMENT CONTRACTOR,95.00,13500.00,0,0888300005027000,210,ANGELA   WHITE,11/26/2017,Tear off/sheath/reroof,"(42.920649620716155, -78.8890094280262)",42.920649620716155,-78.8890094280262,NIAGARA,District D,61,2,2000,Upper West Side,5,43,3,2,181,2865,,14,26,3
REP17-9437984,REPAIR,09/11/2017,35 SCHOOL,BUFFALO,NY,14213,HERBERT MENDOLERA,LTC14-10030022,LIGHT COMMERCIAL CONTRACTOR,85.00,12000.00,0,0994900003003000,220,ANGELA   WHITE,03/11/2018,TEAROFF AND REROOF AT MAIN HOUSE AND GARAGE AT 2-FAMILY DWELLING.,"(42.91095106630083, -78.89872320859779)",42.91095106630083,-78.89872320859779,NIAGARA,District B,70,1,1004,West Side,1,69,3,2,256,1810,,40,29,4
REP17-9442533,REPAIR,11/13/2017,364 FARGO,BUFFALO,NY,14213,AMERICAN EXTERIORS OF WNY (HIM,HIC11-517781,HOME IMPROVEMENT CONTRACTOR,100.00,14256.00,0,0996600004005000,220,ANGELA   WHITE,05/13/2018,"tear off main house and porch roof ,install 1/2 sheething 6 ' icewater and synthetic,drip ,rake, gaf shingle . garage sheet and install on porch and garage rubber","(42.90619252157713, -78.89334868535103)",42.90619252157713,-78.89334868535103,NIAGARA,District B,70,3,3000,West Side,1,69,3,2,144,1699,,40,29,4
REP17-9433748,REPAIR,06/22/2017,357 FERRY WEST,BUFFALO,NY,14213,D & H PAVING LLC   (SPC),SPC11-549481,SPECIALITY CONTRACTOR,150.00,7250.00,0,0993500006008100,482,ANGELA   WHITE,12/22/2017,resurface existing parking lot,"(42.91526976429882, -78.88844866007409)",42.91526976429882,-78.88844866007409,NIAGARA,District B,61,3,3003,Upper West Side,1,43,3,2,23,3093,,14,26,4
