"matr_cula","organizaci_n_jur_dica","categoria","est_matricula","raz_n_social","nit","fec_matricula","fec_renovacion","_ltimo_a_o_renovado","fec_constitucion","fec_disolucion","fec_vigencia","direcci_n","municipio","tel_fono_1","tel_fono_2","tel_fono_3","vigilancia","email","ciiu_actividad_1","ciiu_actividad_2","ciiu_actividad_3","ciiu_actividad_4","activo_total","representante_legal"
"S0504108","12","1","IA","Asociacion Departamental De Mujeres Campesinas Negras E Indigenas Del Casanare","9011460812","2018-01-15T00:00:00.000","2021-09-30T00:00:00.000","2021","2018-01-15T00:00:00.000","N/A","2097-12-29T00:00:00.000","Calle 21 14-54","Yopal","3134341788","N/A","N/A","Dian","moralessilvaluisafernanda@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","300,000","Morales Socha Ester Luisa"
"S0503750","12","1","IA","Fundacion Maracas Para El Mundo","9009533111","2016-03-22T00:00:00.000","2020-12-22T00:00:00.000","2020","2016-03-22T00:00:00.000","N/A","N/A","Cra 24A N 22 - 59","Yopal","3202867228","3202711153","N/A","Gobernacion De Casanare","jholmanracas@gmail.com","Q8810 ** Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","R9007 ** Actividades de espectaculos musicales en vivo","C3220 ** Fabricacion de instrumentos musicales","R9329 ** Otras actividades recreativas y de esparcimiento n.c.p.","300,000","Caceres Robayo Jholman Andres"
"S0500859","12","1","II","Asociacion De Veredas De Cunama Municipio De Aguazul","8440023529","2000-10-12T00:00:00.000","2018-07-16T00:00:00.000","2018","2000-10-12T00:00:00.000","N/A","N/A","Vereda Plan Las Brisas","Aguazul","3134233138","3144454573","N/A","N/A","asovec2018@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","300,000","Rodriguez Joya Edgar"
"S0503266","12","1","II","Fundacion La Curiara","9006325309","2013-07-05T00:00:00.000","2018-06-15T00:00:00.000","2018","2013-07-05T00:00:00.000","N/A","N/A","Fundo La Bendición De Dios Vereda: El Cedral","Hato Corozal","3154505980","N/A","N/A","N/A","fundacuriara@yahoo.com","Q8890 ** Otras actividades de asistencia social sin alojamiento","P8530 ** Establecimientos que combinan diferentes niveles de educacion","P8552 ** Enseñanza deportiva y recreativa","P8553 ** Enseñanza cultural","303,171","Fonseca Bustacara Nidia Constanza"
"S0503634","12","1","IA","Asociacion De Trabajos Equitativos Del Morro","9009129073","2015-11-25T00:00:00.000","2020-06-03T00:00:00.000","2020","2015-11-25T00:00:00.000","N/A","2035-09-20T00:00:00.000","Barrio Centro Casa 131 Correcimiento El Morro","Yopal","3224811501","N/A","N/A","Nacion","asodetem@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N7830 ** Otras actividades de provisión de talento humano","N7820 ** Actividades de empresas de servicios temporales","N/A","310,000","Aristobulo Garcia Pena"
"S0504333","12","1","IA","Corporacion Vision Restauradora Cvr","9013137809","2019-08-13T00:00:00.000","2020-06-04T00:00:00.000","2020","2019-08-13T00:00:00.000","N/A","2039-07-31T00:00:00.000","Carrera 2  18 - 15","Mani","3142475373","N/A","N/A","Gobernacion De Casanare","corpocvr@hotmail.com","S9491 ** Actividades de asociaciones religiosas","I5629 ** Actividades de otros servicios de comidas","P8553 ** Enseñanza cultural","A0111 ** Cultivo de cereales (excepto arroz)  legumbres y semillas oleaginosas","310,000","Olmos Naranjo Huver Alexander"
"S0503970","12","1","IA","Asociacion De Productores Agricolas De La Vereda La Colorada Del Municipio De Sacama","9010785130","2017-05-08T00:00:00.000","2021-05-01T00:00:00.000","2021","2017-05-08T00:00:00.000","N/A","2032-04-08T00:00:00.000","Vereda La Colorada Fca Matarrala","Sacama","3212772120","3138112767","N/A","Gobernación De Casanare","sebasvalderrama050@gmail.com","A0119 ** Otros cultivos transitorios n.c.p.","A0129 ** Otros cultivos permanentes n.c.p.","G4631 ** Comercio al por mayor de productos alimenticios","F4290 ** Construccion de otras obras de ingenieria civil","330,000","Valderrama Velandia Sebastian"
"S0504674","12","1","IA","Asociacion De Productores De Caña Del Municipio De Tamara Casanare","9015494743","2021-12-10T00:00:00.000","2021-12-10T00:00:00.000","2021","2021-12-10T00:00:00.000","N/A","2031-12-01T00:00:00.000","Vda La Picacha Fca Las Delicias","Tamara","3124842951","N/A","N/A","Gobernacion De Casanare","picacha2010@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","A0124 ** Cultivo de caña de azucar","C1072 ** Elaboracion de panela","A0150 ** Explotacion mixta (agricola y pecuaria)","345,000","Ortiz Baron Pedro Nel"
"S0504550","12","1","IA","Asociacion Mujeres Modistas Del Casanare","9014766680","2021-04-09T00:00:00.000","2021-04-09T00:00:00.000","2021","2021-04-09T00:00:00.000","N/A","2031-02-20T00:00:00.000","Carrera 20 20A-22","Yopal","3203534178","N/A","N/A","Gobernacion De Casanare","mlchseq2@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","350,000","Cruz Rojas Martha Lucia"
"S0503971","12","1","II","Asociacion De Productores Agricolas De La Vereda Quebrada Negra Del Municipio De Sacama","9010794380","2017-05-08T00:00:00.000","2018-04-12T00:00:00.000","2018","2017-05-08T00:00:00.000","N/A","2032-04-26T00:00:00.000","Vereda Quebrada Negra Finca El Hubo","Sacama","3228775362","3138112767","N/A","N/A","marsul948@yahoo.com","A0119 ** Otros cultivos transitorios n.c.p.","A0129 ** Otros cultivos permanentes n.c.p.","G4631 ** Comercio al por mayor de productos alimenticios","F4290 ** Construccion de otras obras de ingenieria civil","350,000","Torres Fuentes Claudio Alfonso"
"S0504686","12","1","IA","Asociacion De Piñeros Unidos Por Casanare","9015511018","2021-12-24T00:00:00.000","2021-12-24T00:00:00.000","2021","2021-12-24T00:00:00.000","N/A","2031-07-16T00:00:00.000","Transversal  7 N 31 A   28","Yopal","3203541450","N/A","N/A","Gobernacion De Casanare","asopiuncas@gmail.com","A0161 ** Actividades de apoyo a la agricultura","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","N/A","N/A","375,000","Rodriguez Velandia Jose Omar"
"S0504685","12","1","IA","Asociacion De Productores Agropecuarios De Casanare San Alejo","9015505213","2021-12-22T00:00:00.000","2021-12-22T00:00:00.000","2021","2021-12-22T00:00:00.000","N/A","2031-07-16T00:00:00.000","Calle 19 N 8  12","Yopal","3102562265","N/A","N/A","Gobernacion","alejandroperezsalamanca@hotmail.com","A0161 ** Actividades de apoyo a la agricultura","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","N/A","N/A","375,000","Perez Salamanca Alejandro"
"S0504609","12","1","IA","Asociacion De Productores De Maracuya Del Pauto","9015183577","2021-09-03T00:00:00.000","2021-09-03T00:00:00.000","2021","2021-09-03T00:00:00.000","N/A","2031-07-16T00:00:00.000","Vereda Gaviota Finca El Sinai","San Luis De Palenque","3114281028","N/A","N/A","Gobernacion De Casanare","maracuyadelpauto@gmail.com","A0121 ** Cultivo de frutas tropicales y subtropicales","G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados","A0130 ** Propagacion de plantas (actividades de los viveros  excepto viveros forestales)","A0161 ** Actividades de apoyo a la agricultura","375,000","Heredia Piraban Carlos Andres"
"S0503365","12","1","II","Asociacion De Gestores Comunitarios Regionales Colombia Solidaria","9007036169","2014-02-17T00:00:00.000","2019-03-31T00:00:00.000","2019","2014-02-17T00:00:00.000","N/A","2064-01-30T00:00:00.000","Carrera 27 B Nro. 34-70","Yopal","3105802534","N/A","N/A","N/A","leidycelyscontadora@gmail.com","H4923 ** Transporte de carga por carretera","H4921 ** Transporte de pasajeros","G4669 ** Comercio al por mayor de otros productos n.c.p.","N8130 ** Actividades de paisajismo y servicios de mantenimiento conexos","379,970","Suarez Avila Jose Heriberto"
"S0504242","12","1","IA","Corporacion Civica Y Cultural Sos Yopal","9012447099","2019-01-14T00:00:00.000","2021-09-10T00:00:00.000","2021","2019-01-14T00:00:00.000","N/A","2028-05-04T00:00:00.000","Calle 29 5-23","Yopal","3158915920","3105606528","3108114615","Gobernacion De Casanare","sosyopalcolectivociudadano@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","A0210 ** Silvicultura y otras actividades forestales","N/A","N/A","400,000","Forero Cortes Rafael Maria"
"S0504478","12","1","IA","Asociacion De Mipymes De Transporte Especial De Areas De Impacto Petrolero De Tauramena","9014207513","2020-09-29T00:00:00.000","2020-09-29T00:00:00.000","2020","2020-09-29T00:00:00.000","N/A","2030-09-15T00:00:00.000","Carrera 12 7-05","Tauramena","3138310146","N/A","N/A","Gobernacion De Casanare","asomitpetrol@gmail.com","S9411 ** Actividades de asociaciones empresariales y de empleadores","N/A","N/A","N/A","400,000","Casteñeda Martinez Edilsa Linaly"
"S0503967","12","1","II","Asociacion De Piscicultores De La Vereda La Casirva Del Municipio De Sacama","9010800293","2017-05-08T00:00:00.000","2018-04-12T00:00:00.000","2018","2017-05-08T00:00:00.000","N/A","2032-04-04T00:00:00.000","Vereda Casirva Finca La Esperanza","Sacama","3219219173","N/A","N/A","N/A","joaquincanta83@gmail.com","A0322 ** Acuicultura de agua dulce","C1012 ** Procesamiento y conservacion de pescados  crustaceos y moluscos","G4631 ** Comercio al por mayor de productos alimenticios","F4290 ** Construccion de otras obras de ingenieria civil","400,000","Cotrina Baron Joaquin"
"S0504509","12","1","IA","Asociacion Union De Trabajadores Minero - Energeticos De Paz De Ariporo","9014392587","2020-12-09T00:00:00.000","2021-03-24T00:00:00.000","2021","2020-12-09T00:00:00.000","N/A","2050-12-08T00:00:00.000","Carrera 12 N 24  07","Paz De Ariporo","3107573646","3138535263","N/A","Gobernación De Casanare","utppza@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","S9420 ** Actividades de sindicatos de empleados","N/A","N/A","400,000","Burgos Rodriguez Miguel Dario"
"S0504358","12","1","IA","Fundación Pro Ayuda Y Beneficio Social  El Caminante","9013332677","2019-10-21T00:00:00.000","2021-03-31T00:00:00.000","2021","2019-10-21T00:00:00.000","N/A","99999999","Carrera 22 N  25   72","Yopal","3138657809","N/A","N/A","Gobernacion De Casanare","nelcymartinezmojica@gmail.com","Q8810 ** Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas","Q8899 ** Otras actividades de asistencia social sin alojamiento n.c.p.","N/A","N/A","400,000","Martinez Mojica Nelcy"
"S0504284","12","1","IA","Asociación De Tierras Pore","9012801211","2019-04-27T00:00:00.000","2019-04-27T00:00:00.000","2019","2019-02-03T00:00:00.000","N/A","2034-02-03T00:00:00.000","Carrera 9 2-15","Pore","3103337695","N/A","N/A","Gobernacion De Casanare","leonelamg1990@gmail.com","A0161 ** Actividades de apoyo a la agricultura","G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos","N/A","N/A","440,000","Adame Velasco Domitila"
"S0503566","12","1","II","Fundacion Pore Y Sus Maravillas Llaneras","9009669154","2015-07-13T00:00:00.000","2019-03-28T00:00:00.000","2019","2015-06-18T00:00:00.000","N/A","99999999","Cl 3 N 19-70","Pore","3212071757","N/A","N/A","N/A","fundapore@gmail.com","M7020 ** Actividades de consultoria de gestion","N7912 ** Actividades de operadores turisticos","R9103 ** Actividades de jardines botanicos  zoologicos y reservas naturales","N8130 ** Actividades de paisajismo y servicios de mantenimiento conexos","444,668","Rincon Montañez Santos Miguel"
"S0503956","12","1","II","Asociacion Comunitaria Por Una Vivienda Digna La Resistencia","9010749783","2017-04-12T00:00:00.000","2018-06-15T00:00:00.000","2018","2017-04-12T00:00:00.000","N/A","2027-04-10T00:00:00.000","Calle 47 N. 13-16","Yopal","3204456130","N/A","N/A","Gobernacion De Casanare","raizode@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","S9492 ** Actividades de asociaciones politicas","S9411 ** Actividades de asociaciones empresariales y de empleadores","O8411 ** Actividades legislativas de la administracion publica","450,000","Diaz Mendez Rafael Guillermo"
"S0501109","12","1","II","Asociacion Adulto Mayor Hogar San Jose Monterrey","8440046721","2002-02-12T00:00:00.000","2019-03-04T00:00:00.000","2019","2001-12-14T00:00:00.000","N/A","2059-02-09T00:00:00.000","Calle 24 No. 4 - 106 Via Marginal Del Llano","Monterrey","3202762993","3112553324","N/A","N/A","eivangonce@gmail.com","P8530 ** Establecimientos que combinan diferentes niveles de educacion","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","472,200","Sanchez Parra Ana Graciela"
"S0504292","12","1","IA","Veeduria Puente El Charte En Liquidacion","9012838022","2019-05-13T00:00:00.000","2019-05-13T00:00:00.000","2019","2019-05-06T00:00:00.000","2021-02-06T00:00:00.000","2021-02-06T00:00:00.000","Carrera 25A 12-43","Aguazul","3219325124","N/A","N/A","Gobernacion De Casanare","luiscallejasb@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","500,000","Callejas Barrios Luis Alfredo"
"S0504562","12","1","IA","Asociacion De Conductores Y Propietarios De Taxis Casanare","9014856481","2021-04-27T00:00:00.000","2021-04-27T00:00:00.000","2021","2021-04-27T00:00:00.000","N/A","2023-03-30T00:00:00.000","Carrera 23A 19-56","Yopal","3202756857","N/A","N/A","Gobernacion De Casanare","acpt.casanare2021@gmail.com","H4921 ** Transporte de pasajeros","N/A","N/A","N/A","500,000","Ortega Mora Diego Alexander"
"S0504344","12","1","IA","Asociación De Piscicultores Garubana De Aguazul Casanare","9013255542","2019-09-12T00:00:00.000","2019-09-12T00:00:00.000","2019","2019-05-17T00:00:00.000","N/A","2024-05-17T00:00:00.000","Vereda Palo Solo Finca Cachipay","Aguazul","3138175406","N/A","N/A","N/A","cortmenit@gmail.com","A0322 ** Acuicultura de agua dulce","G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados","N/A","N/A","500,000","Garcia Latriglia Dora Yolima"
"S0504342","12","1","IA","Asociacion De Productores Psicicolas De Sabanalarga Casanare","9013253127","2019-09-10T00:00:00.000","2019-09-10T00:00:00.000","2019","2019-06-23T00:00:00.000","N/A","2024-06-23T00:00:00.000","Vereda La Quinchalera","Sabanalarga","3138175406","N/A","N/A","N/A","sabanasocas@gmail.com","A0322 ** Acuicultura de agua dulce","G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados","N/A","N/A","500,000","Chala Martinez Mili Yohana"
"S0503995","12","1","IA","Asociacion De Vivienda Comunitaria Altos La Victoria","9010882178","2017-06-12T00:00:00.000","2021-04-14T00:00:00.000","2021","2017-06-12T00:00:00.000","N/A","2027-01-30T00:00:00.000","Carrera 13 N 44 Asentamiento La Victoria","Yopal","3132743338","N/A","N/A","Gobernación","civilitos2010@hotmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","500,000","Cachay Perez Jhony Ruben"
"S0504327","12","1","IA","Asociacion De Piscicultores Ricopez Del Casanare","9013102581","2019-07-30T00:00:00.000","2019-07-30T00:00:00.000","2019","2019-06-07T00:00:00.000","N/A","2029-06-07T00:00:00.000","Calle 24 Nro. 19 - 25","Yopal","3138175406","N/A","N/A","Gobernacion De Casanare","asoricopez@gmail.com","A0322 ** Acuicultura de agua dulce","N/A","N/A","N/A","500,000","Rojas Heredia Nestor Eladio"
"S0504443","12","1","IA","Asociación De Padres De Familia Del Instituto Educativo Técnico Diversificado De Monterrey Casanare","9013892875","2020-06-12T00:00:00.000","2021-03-31T00:00:00.000","2021","2020-06-12T00:00:00.000","N/A","2030-06-11T00:00:00.000","Calle 5 Con Carrera 10A","Monterrey","3202409424","N/A","N/A","Gobernacion","asofamiliaietd@gmail.com","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","N/A","500,000","Barreto Duran Ruben Dario"
"S0504499","12","1","IA","Asociacion De Bares Villanueva Casanare","9014303520","2020-11-11T00:00:00.000","2020-11-11T00:00:00.000","2020","2020-11-11T00:00:00.000","N/A","2030-11-10T00:00:00.000","Calle 13 N 13  01","Villanueva","3112220455","N/A","N/A","Gobernacion De Casanare","asobaresvillanueva1@gmail.com","S9411 ** Actividades de asociaciones empresariales y de empleadores","N/A","N/A","N/A","500,000","Perilla Bernal Fabio Raul"
"S0501902","12","1","IA","Asociacion De Caficultores Del Municipio De Sacama Departamento De Casanare Asocasac","9000937136","2006-07-05T00:00:00.000","2021-07-01T00:00:00.000","2021","2006-07-05T00:00:00.000","N/A","2031-07-02T00:00:00.000","Calle 2 A N 12 A-08","Sacama","3212844291","N/A","N/A","Secretaria De Gobierno","oslecaol@yahoo.es","A0123 ** Cultivo de cafe","N/A","N/A","N/A","500,000","Carrillo Olarte Oscar Leonardo"
"S0504159","12","1","IA","Corporacion Jinete De Oro","9011957184","2018-07-04T00:00:00.000","2021-10-08T00:00:00.000","2021","2018-07-04T00:00:00.000","N/A","2033-05-10T00:00:00.000","Calle 12 Nro. 12-18","Orocue","3214823686","N/A","N/A","Gobernacion De Casanare","figo8516@gmail.com","R9007 ** Actividades de espectaculos musicales en vivo","P8553 ** Enseñanza cultural","P8551 ** Formación para el trabajo","N/A","500,000","Gonzalez Suarez Juan Fidel"
"S0504248","12","1","IA","Asociacion De Comercializadores De Pescado De Aguazul","9012557928","2019-02-09T00:00:00.000","2020-09-09T00:00:00.000","2020","2019-02-09T00:00:00.000","N/A","2038-08-31T00:00:00.000","Calle 12 No 21 47","Aguazul","3138098763","N/A","N/A","Gobernacion De Casanare","miguelmurillo04@gmail.com","G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados","S9499 ** Actividades de otras asociaciones n.c.p.","N/A","N/A","500,000","Murillo Cristancho Miguel Angel"
"S0504227","12","1","II","Asociación De Sachicultores De Casanare A.S.I.C.","9012351045","2018-11-23T00:00:00.000","2018-11-23T00:00:00.000","2018","2018-11-23T00:00:00.000","N/A","2038-10-08T00:00:00.000","Calle 4 12-49","Pore","3203501428","N/A","N/A","Gobernación De Casanare","sachicultoresdecasanare@gmail.com","A0126 ** Cultivo de palma para aceite (palma africana) y otros frutos oleaginosos","A0128 ** Cultivo de especias y de plantas aromaticas y medicinales ají  pimiento","C1030 ** Elaboracion de aceites y grasas de origen vegetal y animal","N/A","500,000","Rincon Montañez Santos Miguel"
