"tipo_de_pqrsdf","tem_tica","remitente","pa_s","departamento","municipio","dependencia_actual","fecha_de_radicaci_n"
"Reclamo","Reclamo","Registrado","COLOMBIA","SUCRE","SUCRE","Veeduría","2017-03-16T15:16:41.240"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Primera Distrital","2017-03-16T15:19:30.297"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-16T15:42:53.157"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Provincial Villavicencio","2017-03-16T15:51:02.040"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Quindío","2017-03-16T17:18:24.243"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","NORTE DE SANTANDER","CUCUTA","Proc Regional Antioquia","2017-03-16T18:27:01.267"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado"," "," "," ","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-16T19:02:03.393"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Casanare","2017-03-16T19:15:17.750"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado"," "," "," ","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-16T19:40:05.220"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","CUNDINAMARCA","SOACHA","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-16T19:54:38.090"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Amazonas","2017-03-16T21:34:03.780"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","NORTE DE SANTANDER","PAMPLONA","Proc Regional Norte de Santander","2017-03-16T22:27:46.453"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-16T22:34:24.260"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Primera Distrital","2017-03-16T23:03:59.620"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Auxiliar para Asuntos Disciplinarios","2017-03-17T08:42:12.323"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Garzón","2017-03-17T09:33:05.263"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Cartago","2017-03-17T09:45:33.560"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría Auxiliar para Asuntos Disciplinarios","2017-03-17T10:48:14.080"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría 2 Delegada para la Vigilancia Administrativa","2017-03-17T10:48:14.080"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","SANTANDER","BUCARAMANGA","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-17T11:07:51.873"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Primera Distrital","2017-03-17T11:38:13.027"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para el Ministerio Público en Asuntos Penales","2017-03-17T11:41:52.310"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","QUINDIO","ARMENIA","SECRETARÍA GENERAL","2017-03-17T11:47:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","QUINDIO","ARMENIA","Grupo del Centro de Atención al Servidor ","2017-03-17T11:47:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOYACA","CHIQUINQUIRA","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-17T11:57:25.947"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","","","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-17T12:01:49.290"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","NARIÑO","MAGÜI","Proc Provincial Tumaco","2017-03-17T12:31:10.090"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","DESPACHO PROCURADOR GENERAL","2017-03-17T12:58:16.580"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Secretaría Privada","2017-03-17T12:58:16.580"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","NARIÑO","MAGÜI","Proc Provincial Tumaco","2017-03-17T13:28:03.077"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Buenaventura","2017-03-17T14:33:28.847"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Valle del Aburrá","2017-03-17T14:48:19.197"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","ENVIGADO","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-17T15:07:52.613"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","TOLIMA","IBAGUE","Proc 25 Jud II Agraria Bogotá","2017-03-17T15:18:22.020"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","TOLIMA","IBAGUE","Procuraduría Delegada para Asuntos Ambientales y Agrarios","2017-03-17T15:18:22.020"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","SANTANDER","FLORIDABLANCA","Proc Provincial Bucaramanga","2017-03-17T15:34:00.647"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Pr. División de Relacionamiento con el ciudadano","2017-03-17T15:37:41.540"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado"," "," "," ","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-17T15:52:53.470"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","NARIÑO","PASTO","Procuraduria Delegada para la Conciliación Administrativa","2017-03-17T16:41:07.593"
"Queja","Queja","Registrado"," "," "," ","Proc Provincial Pereira","2017-03-17T17:03:07.933"
"Queja","Queja","Registrado"," "," "," ","Proc Regional Risaralda","2017-03-17T17:03:07.933"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Barranquilla","2017-03-17T17:15:44.693"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-17T17:39:37.140"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Primera Distrital","2017-03-17T18:20:24.317"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","HUILA","LA PLATA","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-17T20:08:58.713"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","RISARALDA","DOSQUEBRADAS","Proc Regional Risaralda","2017-03-17T20:13:20.583"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","CAUCA","POPAYAN","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-17T21:17:14.647"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-17T21:23:05.727"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","CAUCA","POPAYAN","Proc Segunda Distrital","2017-03-17T21:30:56.220"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduria Delegada para la Defensa de los Derechos de la Infancia, la Adolescencia Familia y las Mujeres","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduria Delegada para la Defensa de los Derechos de la Infancia, la Adolescencia Familia y las Mujeres","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","División de Relacionamiento con el Ciudadano","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","División de Relacionamiento con el Ciudadano","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","CASANARE","YOPAL","Proc Regional Casanare","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría 1 Delegada Para La Vigilancia Administrativa","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Meta","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","SANTANDER","BUCARAMANGA","Proc Provincial Bucaramanga","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","MAGDALENA","SANTA MARTA","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Garzón","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","QUINDIO","ARMENIA","Grupo del Centro de Atención al Servidor ","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","SANTANDER","BUCARAMANGA","Proc Primera Distrital","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Primera Distrital","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOYACA","PAIPA","Oficina Jurídica","2017-03-21T00:00:01.000"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Oficina Jurídica","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado"," "," "," ","Grupo del Sistema de Información de Registro de Sanciones y Causas de Inhabilidad -   SIRI","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Neiva","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOYACA","PAIPA","División Administrativa","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","BOYACA","CHIQUINQUIRA","Proc Provincial Chiquinquirá","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","ITAGÜI","Proc Provincial Valle del Aburrá","2017-03-21T00:00:01.000"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","SANTANDER","FLORIDABLANCA","Oficina de Selección y Carrera","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Valle del Aburrá","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado"," "," "," ","DESPACHO PROCURADOR GENERAL","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Santander","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Guainía","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc 128 Jud II Familia Bogotá","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","QUINDIO","ARMENIA","SECRETARÍA GENERAL","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Magangué","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Magangué","2017-03-21T00:00:01.000"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","CUNDINAMARCA","SOACHA","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para Asuntos Ambientales y Agrarios","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría 2 Delegada para la Vigilancia Administrativa","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Nariño","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Guajira","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado"," "," "," ","Proc Provincial Villavicencio","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Nariño","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Procuraduría Delegada para el Ministerio Público en Asuntos Penales","2017-03-21T00:00:01.000"
"Queja","Queja","Registrado"," "," "," ","Proc Regional San Andrés","2017-03-21T00:00:01.000"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc 1 Jud II Agraria Medellín","2017-03-21T00:00:01.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Andes","2017-03-21T08:47:21.040"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Provincial Facatativá","2017-03-21T09:08:07.240"
"Reclamo","Reclamo","Registrado"," "," "," ","<b>Grupo de Transparencia y del Derecho de Acceso a la Información Pública</b>-(desactivado)","2017-03-21T09:22:47.453"
"Reclamo","Reclamo","Registrado"," "," "," ","Procuraduría Auxiliar para Asuntos Constitucionales","2017-03-21T09:22:47.453"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-21T09:27:11.893"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Valle del Aburrá","2017-03-21T10:11:21.843"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","CUNDINAMARCA","ZIPAQUIRA","Oficina Jurídica","2017-03-21T10:59:06.187"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","CALDAS","MANIZALES","Proc Segunda Distrital","2017-03-21T11:19:02.747"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","","","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T11:23:02.383"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T11:39:04.273"
"Queja","Queja","Registrado","COLOMBIA","ANTIOQUIA","ITAGÜI","Proc Provincial Valle del Aburrá","2017-03-21T11:54:17.690"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Segunda Distrital","2017-03-21T12:24:23.903"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Delegada para Asuntos Ambientales y Agrarios","2017-03-21T12:26:33.267"
"Queja","Queja","Registrado"," "," "," ","Proc 22 Jud II Agraria Bogotá","2017-03-21T12:26:33.267"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría Provincial Ibagué","2017-03-21T12:45:08.377"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para Asuntos Ambientales y Agrarios","2017-03-21T13:03:07.007"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc 1 Jud II Agraria Medellín","2017-03-21T13:03:07.007"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Grupo del Sistema de Información de Registro de Sanciones y Causas de Inhabilidad -   SIRI","2017-03-21T13:20:50.527"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Magdalena","2017-03-21T14:19:08.217"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Magdalena","2017-03-21T14:40:22.907"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","ANTIOQUIA","BELLO","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T15:00:52.797"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Sincelejo","2017-03-21T15:11:31.077"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","ANTIOQUIA","BELLO","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T15:33:47.050"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","","","Procuraduria Delegada para la Conciliación Administrativa","2017-03-21T15:44:49.277"
"Reclamo","Reclamo","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-21T15:48:56.973"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","ANTIOQUIA","ENVIGADO","Proc Regional Antioquia","2017-03-21T15:55:27.540"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Provincial Girardot","2017-03-21T16:10:24.533"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-21T16:14:02.023"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Facatativá","2017-03-21T16:36:17.737"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Sincelejo","2017-03-21T17:13:04.143"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","BOLIVAR","CARTAGENA","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T18:26:26.203"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-21T19:21:47.107"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Cali","2017-03-21T19:44:38.000"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Proc Provincial Santander de Quilichao","2017-03-21T21:15:01.390"
"Queja","Queja","Registrado"," "," "," ","Procuraduría Auxiliar para Asuntos Disciplinarios","2017-03-21T23:01:26.697"
"Reclamo","Reclamo","Registrado","COLOMBIA","","","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-22T01:56:18.777"
"Queja","Queja","Registrado"," "," "," ","Proc Regional Norte de Santander","2017-03-22T08:52:10.230"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Grupo del Sistema de Información de Registro de Sanciones y Causas de Inhabilidad -   SIRI","2017-03-22T08:58:20.530"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","ANTIOQUIA","YOLOMBO","Proc Provincial Puerto Berrío","2017-03-22T09:02:18.347"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Nariño","2017-03-22T10:03:26.697"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-22T10:06:10.540"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Huila","2017-03-22T10:16:58.267"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Primera Distrital","2017-03-22T10:25:47.460"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-22T10:36:42.213"
"Queja","Queja","Registrado","COLOMBIA","","","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-22T11:01:25.403"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-22T11:30:03.107"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Cúcuta","2017-03-22T11:50:18.247"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Cali","2017-03-22T12:07:17.433"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para las Entidades Territoriales y Diálogo Social","2017-03-22T12:23:49.397"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Procuraduría Delegada para las Entidades Territoriales y Diálogo Social","2017-03-22T12:56:27.163"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Oficina de Selección y Carrera","2017-03-22T13:41:57.837"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","División de Relacionamiento con el Ciudadano","2017-03-22T14:47:08.397"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","HUILA","NEIVA","Proc Provincial Neiva","2017-03-22T14:50:46.347"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado","COLOMBIA","ANTIOQUIA","MEDELLIN","Proc Provincial Montería","2017-03-22T15:17:24.653"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Segunda Distrital","2017-03-22T15:56:39.237"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Grupo del Centro de Atención al Servidor ","2017-03-22T16:11:12.767"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","SECRETARÍA GENERAL","2017-03-22T16:11:12.767"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Cali","2017-03-22T17:09:22.300"
"Queja","Queja","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-22T17:28:12.330"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","META","VILLAVICENCIO","División de Relacionamiento con el Ciudadano","2017-03-22T17:42:04.863"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","META","VILLAVICENCIO","Proc Regional Meta","2017-03-22T17:42:04.863"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","META","VILLAVICENCIO","Procuraduría Auxiliar para Asuntos Disciplinarios","2017-03-22T17:42:04.863"
"Queja","Queja","Registrado","COLOMBIA","NORTE DE SANTANDER","VILLA DEL ROSARIO","SECRETARÍA GENERAL","2017-03-22T19:11:47.867"
"Queja","Queja","Registrado","COLOMBIA","NORTE DE SANTANDER","VILLA DEL ROSARIO","Grupo del Centro de Atención al Servidor ","2017-03-22T19:11:47.867"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-22T21:56:57.197"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría 2 Delegada para la Vigilancia Administrativa","2017-03-22T22:05:14.807"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-22T22:12:55.020"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Arauca","2017-03-22T22:50:03.593"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Tumaco","2017-03-22T22:59:52.350"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-22T23:38:19.390"
"Queja","Queja","Registrado"," "," "," ","Proc Provincial Rionegro","2017-03-23T05:04:52.690"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Procuraduría Delegada para la Vigilancia Preventiva de la Función Pública","2017-03-23T06:35:35.787"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial El Banco","2017-03-23T08:03:20.367"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Procuraduría Delegada para Asuntos Civiles y Laborales","2017-03-23T08:18:26.127"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Segunda Distrital","2017-03-23T09:21:07.187"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Villavicencio","2017-03-23T09:45:58.343"
"Solicitud de Consulta","Solicitud de Consulta","Registrado"," "," "," ","Procuraduría Delegada para la Salud, La Protección Social y el Trabajo Decente","2017-03-23T09:51:45.800"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Meta","2017-03-23T10:04:28.360"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Villavicencio","2017-03-23T10:12:57.990"
"Reclamo","Reclamo","Registrado"," "," "," ","Oficina de Prensa","2017-03-23T11:03:18.280"
"Reclamo","Reclamo","Registrado"," "," "," ","División Administrativa","2017-03-23T11:03:18.280"
"Queja","Queja","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Procuraduria Delegada para la Defensa de los Derechos de la Infancia, la Adolescencia Familia y las Mujeres","2017-03-23T11:13:57.880"
"Queja","Queja","Registrado"," "," "," ","<b>Procuraduría Delegada para la Policía Nacional</b>-(desactivado)","2017-03-23T11:15:11.617"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","DESPACHO DEL VICEPROCURADOR","2017-03-23T11:16:46.087"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","DESPACHO PROCURADOR GENERAL","2017-03-23T11:16:46.087"
"Queja","Queja","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-23T11:19:14.243"
"Solicitud de Consulta","Solicitud de Consulta","Registrado","COLOMBIA","META","EL DORADO","Oficina Jurídica","2017-03-23T12:14:56.617"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Provincial Puerto Berrío","2017-03-23T13:12:00.377"
"Derecho de Petición","Derecho de Petición","Registrado","COLOMBIA","BOGOTA","BOGOTA D.C.","Proc Primera Distrital","2017-03-23T13:16:41.357"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Proc Regional Antioquia","2017-03-23T13:55:30.747"
"Solicitud de Supervigilancia al Derecho de Petición","Solicitud de Supervigilancia al Derecho de Petición","Registrado","COLOMBIA","VALLE DEL CAUCA","CALI","Grupo Especial de Supervigilancia al Derecho de Petición","2017-03-23T15:32:39.390"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Proc Segunda Distrital","2017-03-23T16:08:29.573"
"Derecho de Petición","Derecho de Petición","Registrado"," "," "," ","Oficina de Selección y Carrera","2017-03-23T16:15:33.697"
"QUEJA/DENUNCIA","QUEJA/DENUNCIA","Registrado"," "," "," ","Pr. División de Relacionamiento con el ciudadano","2017-03-23T16:52:47.490"
