"nombre_punto_de_recolecci","direcci_n_punto_de_recolecci","ciudad","departamento","pa_s","categoria_residuo","tipo_residuo","nombre_residuo","ubicacion","horario","nombre_programa_posconsumo","persona_contacto","correo_electr_nico"
"ÈXITO 20 DE JULIO","Cl. 20a Sur #6a-1 a 6a-45, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.5723701414987, -74.092626050549)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"COLSUBSIDIO SF ITAGUÍ LA GLORIA","Cl. 39 #49-2 a 49-122, Itagüi, Antioquia, Colombia","Itagüi","Antioquia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.1686276013167, -75.616071238168)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"QUESERA LOREN","Cra. 24 #56-97, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4411945, -76.4962486)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Energiteca La Dorada","Cl. 11 #10-1 a 10-109, La Dorada, Caldas, Colombia","La Dorada","Caldas","Colombia","Baterías plomo ácido","Para carros","Baterías plomo ácido","(5.4478240542162, -74.668496926389)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Mac Johnson Controls Colombia SAS","Luis Fernando Londoño","carolina.alvarez.serrano@jci.com"
"Alcaldía Municipal de Santa Barbara","Cra. 50 Santander, Santa Bárbara, Antioquia, Colombia","Santa Bárbara","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(5.8745585023571, -75.567687002655)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"ÉXITO AMERICAS","Av. de Las Américas #68-70, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6297857545852, -74.124080686386)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 09:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Esquina el Buen Precio","Cra. 53 #30b-5, Bello, Antioquia, Colombia","Bello","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.3188501, -75.5593326)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Hotel Verde Mar","San Andrés, San Andrés y Providencia, Colombia","San Andrés","San Andrés y Providencia","Colombia","Pilas","De todo tipo","Pilas","(12.58496551775, -81.695337098056)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Ciclo Arcilas","Caldas, Antioquia, Colombia","Caldas","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.0870199003626, -75.635771716949)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"FERRETERIA WILSON DEPOT","Cr. De La Cordialidad #10-78 a 10-106, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.955136566311, -74.807153614017)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"DROG. OVIEDO MEDELLIN","Cr 43A, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(6.1987984, -75.5745899)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Tu Llanta Com. Pepe Sierra","Calle 116 # 70 C - 65, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para carros","Llantas","(4.6989584658187, -74.073466351976)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"FUNDACION SOMOS COLOMBIA VIVA","Sutatausa, Cundinamarca, Colombia","Sutatausa","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.247295, -73.852667)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"SENA DIRECCON GENERAL","Cl. 57 #8 - 69, Bogotá, Cundinamarca, Colombia","Bogotá","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6431809, -74.0630043)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"SENA DIRECCON GENERAL","Cl. 57 #8 - 69, Bogotá, Cundinamarca, Colombia","Bogotá","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6431809, -74.0630043)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"ECOPARQUE EMPRESARILA NATURA TORRE 1","KM 2,176 ANILLO VIAL GIRON FLORIDABLANCA","indefinido","indefinido","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Escuela Municipal Kennedy","Cl. 89a #72-50, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2855748, -75.5794923)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"HOTEL ESTELAR LAS COLINAS","Cra. 22 #5-20, Manizales, Caldas, Colombia","Manizales","Caldas","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.0673886, -75.5264015)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"MISCE.MANO DE DIOS","Cra. 4 #33c-13 a 33c-25, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.939457003011, -74.787309314078)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Acell Colsiones","Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas","(10.985507860088, -74.777477000836)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Salud Ocupacional del Huila Limitada IPS","Cl. 13 #5-34, Neiva, Huila, Colombia","Neiva","Huila","Colombia","Pilas","De todo tipo","Pilas","(2.9313117, -75.2902236)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Delfos Farmacia","Av. 33 #78-98, Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2390918, -75.5993224)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Almacen La Llanta","Carrera 23 # 7 - 52, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para vehículos de carga","Llantas","(4.6041898, -74.0915326)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Autopacífico","Avenida 3 Norte # 2 F Norte 34, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Llantas","Para carros","Llantas","(3.4715087190416, -76.520817618524)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Tienda Nubia Zapata","Bello, Antioquia, Colombia","Bello","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.3395587655519, -75.548183001575)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Hospital San Pedro","Cra. 17 #15-94, Sabanalarga, Antioquia, Colombia","Sabanalarga","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.8484776, -75.816671)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"HOMECENTER CALLE 170","Ak 45 #174b-21 a 174b-99, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(4.7559361933761, -74.046418933807)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"La Marinilla","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2612025699858, -75.588409004724)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"TIA SANTAFE","Cra. 10 #15-2 a 15-98, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Plaguicidas","Uso doméstico","Plaguicidas","(4.6037077982582, -74.075554987836)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Cierra el ciclo","JAIME EDUARDO FORERO CABRERA","info@cierraelciclo.com"
"Puerto López","Puerto López, Meta, Colombia","Puerto López","Meta","Colombia","Pilas","De todo tipo","Pilas","(4.091354, -72.955918)","MIE,JUE 09:00:00 a 17:00:00","Ministerio Ambiente Desarrollo Sostenible","Sebastián Santa Moyano","servicioalciudadano@minambiente.gov.co"
"El Rebusque","Aguadas, Caldas, Colombia","Aguadas","Caldas","Colombia","Pilas","De todo tipo","Pilas","(5.6084194198275, -75.453864560852)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"COLSUBSIDIO DISPENSARIO SOGAMOSO CEN","Cl. 13 #11-1 a 11-123, Sogamoso, Boyacá, Colombia","Sogamoso","Boyacá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(5.7166635961681, -72.927916784409)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Papeleria America","Cl. 50 #6-2, Puerto Berrío, Antioquia, Colombia","Puerto Berrío","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.4894812, -74.4031889)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Acacías","Acacías, Meta, Colombia","Acacías","Meta","Colombia","Neveras","Domésticas","Neveras","(3.991663, -73.766129)","MIE,JUE 09:00:00 a 17:00:00","Ministerio Ambiente Desarrollo Sostenible","Sebastián Santa Moyano","servicioalciudadano@minambiente.gov.co"
"ESCUELA MILITAR DE CADETES","Cra. 50 #86-1 a 86-79, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6779477126252, -74.069023552887)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Centro Comercial Centro Mayor","Cl. 38a Sur #34d-1 a 34d-57, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Bombillas","Fluorescentes compactas","Residuos de iluminación con mercurio","(4.593135766284, -74.123564368787)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 09:00:00 a 19:00:00","Lúmina","Indira Forero","coordinacion@lumina.com.co"
"Energiteca Cañas gordas","Avenida Cañas gordas # 113 - 75, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Llantas","Para camionetas","Llantas","(3.3567182644321, -76.530051210381)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"PUNTO 1","Silvania, Cundinamarca, Colombia","Silvania","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.39078, -74.396782)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"CORPORACIÓN AUTÓNOMA REGIONAL PARA EL DESARROLLO SOSTENIBLE DE CHOCÓ","Cra. 1 #26a-96, Quibdó, Chocó, Colombia","Quibdó","Chocó","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(5.6922037, -76.6613933)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"DROGUERÍA SUPERDROGAS PARRA","Cra. 8 #9-51, Pelaya, Cesar, Colombia","Pelaya","Cesar","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(8.6898718, -73.6654122)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"UNIVERSIDAD DE LOS LLANOS","Cl. 37 #41-2, Villavicencio, Meta, Colombia","Villavicencio","Meta","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.1457942, -73.6421445)","LUN,MAR,MIE,JUE,VIE 07:30:00 a 17:30:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"DROGAS KOLDESCUENTOS","Cra. 5 #4-85, Chocontá, Cundinamarca, Colombia","Chocontá","Cundinamarca","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(5.1449122, -73.6859868)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"COLEGIO CLERMONT","Cra. 94 #213-73 a 213-99, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.7946793068773, -74.061281324915)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"ESE NORTE 3","Cra. 24 #14-2 a 14-80, Puerto Tejada, Cauca, Colombia","Puerto Tejada","Cauca","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(3.2277515325998, -76.421184842883)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Punto Centro","Cra. 49 #50-6, El Santuario, Antioquia, Colombia","El Santuario","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.1391766, -75.2654674)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"Lucinda Ardila","Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Pilas","De todo tipo","Pilas","(7.1342936006202, -73.130728792126)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"DROGUERÍA LA 40","Cl. 40 #7-81, Yopal, Casanare, Colombia","Yopal","Casanare","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(5.3183843, -72.3990629)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 19:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"CENTRO DE ATENCION LOCAL INTEGRAL","Cra. 8 Nte., Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(3.4888635, -76.5007935)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"UNIVERSIDAD SANTO TOMAS - CAMPUS SAN ALBERTO MAGNO","Autopista Norte calle 205, km 1.6, Cl. 209, Bogotá, Cundinamarca, Colombia","Cundinamarca","Cundinamarca","Colombia","Computadores","O perisféricos","Computadores Portátiles O impresoras O perisféricos","(4.7907755, -74.0555079)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"ZONA INDUSTRIAL LA MACARENA","Dosquebradas, Risaralda, Colombia","Dosquebradas","Risaralda","Colombia","Computadores","O perisféricos","Computadores Portátiles O impresoras O perisféricos","(4.8260933, -75.6878083)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"IMBANACO ENDOSCOPIA","CARRERA 38 BIS NO. 5B2 - 04 (PISO 1)","indefinido","indefinido","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.570868, -74.297333)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"COLPATRIA DPS","Torre Colpatria, Cra. 7 #24-89, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.61104, -74.070288)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"CENTRO COMERCIAL CENTRO 93","Cra. 14, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Computadores","O impresoras","Computadores Portátiles O impresoras O perisféricos","(4.6771332, -74.0512684)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Ecocomputo","Edgar Erazo","logistica@ecocomputo.com"
"Tellantas S.A.S. C.C. Santa Ana","Cl. 110 #9-4, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para carros","Llantas","(4.6907498, -74.038242)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Joyería Omega","Valdivia, Antioquia, Colombia","Valdivia","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(7.2921490705502, -75.393780783081)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"LA 14 DE LA ESTACIÓN","Cra. 1 #37-36, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(3.4655366, -76.5136934)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"Mercacentro","Cra. 7 #6-38, Mesitas del Colegio, Cundinamarca, Colombia","Mesitas del Colegio","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas","(4.5816289, -74.4449518)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"SEDE CALLE 27 - GRUPO HELM","Cra. 7 #27 -18, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.6135151, -74.0692473)","SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"EL GRAN BAZAR LA 18","Pasto, Nariño, Colombia","Pasto","Nariño","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(1.2118859, -77.27777)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"TDA SU CONQUISTA","Cra. 12 #5-1, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.95237, -74.7692864)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"VARIEDADES VERE","Cl. 16, Barranquilla, Atlántico, Colombia","Barranquilla","Atlántico","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(10.9652382, -74.7745611)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"CACIQUE CENTRO COMERCIAL","Centro Comercial Cacique, Tv. 93 #34-99, Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(7.0996589906497, -73.107327373541)","LUN,MAR,MIE,JUE,VIE,SAB,DOM 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"TIENDA","Tibacuy, Cundinamarca, Colombia","Tibacuy","Cundinamarca","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(4.347837, -74.45254)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"La Rueda S.A.S. Jumbo Calle 80","Ac 80 #69q-2 a 69q-34, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Llantas","Para camionetas","Llantas","(4.6910412167421, -74.083518118664)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
"Mercado Mayelo","Medellín, Antioquia, Colombia","Medellín","Antioquia","Colombia","Pilas","De todo tipo","Pilas","(6.2297301432853, -75.542867039923)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Recopila","Maria Susana Uribe Galeano","info@recopila.org"
"PUNTOFARMA No 41 SUPERVILLAS 2","Cra. 27 #51-9, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.640156, -74.0763121)","LUN,MAR,MIE,JUE,VIE,SAB 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"FARMATODO COLINA","Cl. 138 #59a-98, Bogotá, Colombia","Bogotá","Bogotá","Colombia","Medicamentos","Uso humano","Medicamentos Uso Humano","(4.7296943, -74.0685154)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporación Punto Azul","Valentina Rodriguez Mejia","coordinacion@puntoazul.com.co"
"GOBERNACION DE SANTANDER - EDF AMARILLO","Cl. 37 #10-36, Bucaramanga, Santander, Colombia","Bucaramanga","Santander","Colombia","Pilas","De todo tipo","Pilas De todo tipo","(7.1161315, -73.1298894)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion pilas con el ambiente","WWW.PILASCOLOMBIA.COM","direccion@pilascolombia.com"
"Servi Serrano","Diagonal 23 # 19 B 05, Cali, Valle del Cauca, Colombia","Cali","Valle del Cauca","Colombia","Llantas","Para camionetas","Llantas","(3.4358515076115, -76.520931844775)","LUN,MAR,MIE,JUE,VIE 08:00:00 a 17:00:00","Corporacion posconsumo de llantas Rueda Verde","Eduar Pinto Rincon","coordinacion@ruedaverde.com.co"
