"pais","numerodeplantasautorizadas","especies","razonsocial","productos","vigencia","observaciones"
"Cuba","10.0","Leche y Productos Lácteos","L16 - ALPINA PRODUCTOS ALIMENTICIOS SA - ALPINA COLOMBIA SA  (FACATATIVA CUNDINAMARCA)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Cuba","10.0","Leche y Productos Lácteos","L23 - FRESKALECHE SAS  (AGUACHICA CESAR)","Leche y Productos Lácteos","25/11/2018*","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional, teniendo en cuenta las siguientes consideraciones: • El establecimiento procesador se encuentra aprobado y es objeto de inspección, vigilancia y control por el Invima. • El establecimiento procesador se encuentra habilitado por la Dirección de Sanidad Animal de la República de Cuba. • La leche, los productos lácteos o los derivados lácteos fueron sometidos a uno o varios de los siguientes tratamientos térmicos que aseguran la conservación del producto y garantizan la destrucción del virus de la fiebre aftosa: - Un proceso que aplique una temperatura mínima de 132 °C durante, por lo menos, un segundo (ultra alta temperatura [UHT]). - Si el pH de la leche es inferior a 7, un proceso que aplique una temperatura mínima de 72 °C durante, por lo menos, 15 segundos (pasteurización rápida a alta temperatura [HTST]). - Si el pH de la leche es igual o superior a 7, pasteurización rápida a alta temperatura dos veces consecutivas. • Los sustitutos lácteos, la crema, sueros lácticos líquidos o en polvo, mantequilla, aceite de mantequilla, caseina, caseinatos, proteínas y otros derivados lácteos han sido elaborados con leche pasteurizada. • Los quesos han sido elaborados con leche pasteurizada o tratada de acuerdo a los tratamientos térmicos previamente indicados o fueron sometidos a un proceso de maduración mínimo de 60 días. *Nota: La Dirección de Sanidad Animal de la República de Cuba confirmó la prórroga de la vigencia de los establecimientos autorizados, hasta la realización de la próxima visita de rehabilitación, teniendo en cuenta la situación de pandemia."
"Curazao","10.0","Bovina","002B - ALIMENTOS CARNICOS SAS PLANTA AGUACHICA","Carne Bovina y Productos Carnicos Bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","696BD - COLBEEF S.A.S","Carne Bovina y Productos Carnicos Bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","034DM - ALIMENTOS CARNICOS SAS PLANTA ENVIGADO","Carne Bovina y Productos Carnicos Bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","680BD + 122D - RED CÁRNICA S.A.S","Carne bovina y productos carnicos bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","341BD - RED CÁRNICA S.A.S.","Carne bovina y productos carnicos bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","062BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. – FRIOGAN PLANTA COROZAL","Carne bovina y productos carnicos bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","503BD - FRIGORIFICO DEL SINU - FRIGOSINU SA","Carne bovina y productos carnicos bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","060BD - FRIGORÍFICOS GANADEROS DE COLOMBIA S.A. – FRIOGAN S.A. - PLANTA LA DORADA.","Carne bovina y productos carnicos bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovina","006PD - FRIGOTUN","Carne bovina y productos carnicos bovinos","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"Curazao","10.0","Bovinos, Ovinos y Caprinos","073BD + 001OC - CAMAGÜEY SA","Carne bovina, ovina y caprina; productos carnicos de origen bovino, ovino y caprino","2023-12-14T00:00:00.000","Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional. Se permite carne con hueso. Están excluidas las cabezas bovinas, caprinas y ovinas."
"El Salvador","1.0","Productos de la Pesca","0012-00 - GRUPO ALIMENTARIO DEL ATLÁNTICO S.A. GRALCO S.A.","Lomos de Atún Precocidos Congelados Empacados al Vacío. Conservas Enlatadas de Atún en Agua, en Aceite, con Vegetales y Salsas. Especies: Thunus Albacares - Atún Aleta Amarilla; Thunus Alalunga - Atún Albacora; Katsuwonus Pelamis - Atún Listado; Thunus Obsesus - Atún Patudo.","22/01/2023","Para la exportación se utiliza un modelo de certificado sanitario genérico."
"Egipto","9.0","Bovina","341BD - RED CÁRNICA S.A.S.","Carne Bovina Deshuesada Congelada","No Aplica","La vigencia de las plantas autorizadas puede estar sujeta a cambios por parte de la Autoridad Sanitaria Egipcia (GOVS) Se deben cumplir requisitos de certificación Halal. La Autoridad General para los Servicios Veterinarios del Ministerio de Agricultura de la República Árabe de Egipto ha acreditado a la empresa IS EG HALAL LATIN AMIRICA S.R.L. con sede en la ciudad de Montevideo, República Oriental de Uruguay, como Agente Singular y Único autorizado para la emisión de los Certificados Halal para las exportaciones de carnes y otros productos animales de consumo humano desde toda la región de Sudamérica con destino a Egipto. Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional Para la aprobación de los productos a exportar el exportador debe coordinar con las autoridades veterinarias egipcias su visita a Colombia para la supervisión del proceso de producción, el exportador cubre estos gastos. Solo se permite carne SIN hueso."
"Egipto","9.0","Bovina","680B - RED CÁRNICA S.A.S.
122D - RED CÁRNICA S.A.S.","Carne Bovina Deshuesada Congelada","No Aplica","La vigencia de las plantas autorizadas puede estar sujeta a cambios por parte de la Autoridad Sanitaria Egipcia (GOVS) Se deben cumplir requisitos de certificación Halal. La Autoridad General para los Servicios Veterinarios del Ministerio de Agricultura de la República Árabe de Egipto ha acreditado a la empresa IS EG HALAL LATIN AMIRICA S.R.L. con sede en la ciudad de Montevideo, República Oriental de Uruguay, como Agente Singular y Único autorizado para la emisión de los Certificados Halal para las exportaciones de carnes y otros productos animales de consumo humano desde toda la región de Sudamérica con destino a Egipto. Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional Para la aprobación de los productos a exportar el exportador debe coordinar con las autoridades veterinarias egipcias su visita a Colombia para la supervisión del proceso de producción, el exportador cubre estos gastos. Solo se permite carne SIN hueso."
"Egipto","9.0","Bovina","503BD - FRIGORÍFICO DEL SINÚ - FRIGOSINÚ S.A.","Carne Bovina Deshuesada Congelada","No Aplica","La vigencia de las plantas autorizadas puede estar sujeta a cambios por parte de la Autoridad Sanitaria Egipcia (GOVS) Se deben cumplir requisitos de certificación Halal. La Autoridad General para los Servicios Veterinarios del Ministerio de Agricultura de la República Árabe de Egipto ha acreditado a la empresa IS EG HALAL LATIN AMIRICA S.R.L. con sede en la ciudad de Montevideo, República Oriental de Uruguay, como Agente Singular y Único autorizado para la emisión de los Certificados Halal para las exportaciones de carnes y otros productos animales de consumo humano desde toda la región de Sudamérica con destino a Egipto. Para la exportación se utiliza un modelo de certificado sanitario acordado de manera binacional Para la aprobación de los productos a exportar el exportador debe coordinar con las autoridades veterinarias egipcias su visita a Colombia para la supervisión del proceso de producción, el exportador cubre estos gastos. Solo se permite carne SIN hueso."
