"uid","name","description","owner","owner_uid","publication_stage","audience","approval_status","provenance","type","category","tags","url","api_endpoint","creation_date","last_data_updated_date","domain","derived_view","visits","downloads","row_count","column_count","contact_email","license","attribution","attribution_link","published_version_name","published_version_uid","parent_uid","commoncore_publisher","informacindedatos_fechaemisinddmmaaaa","commoncore_contactname","commoncore_language","commoncore_contactemail","commoncore_license","commoncore_issued","informacindelaentidad_sector","commoncore_references","informacindelaentidad_nombredelaentidad","commoncore_publicaccesslevel","commoncore_bureaucode","commoncore_describedby","commoncore_updatefrequency","informacindedatos_urlnormativa","informacindelaentidad_departamento","informacindelaentidad_autor","informacindelaentidad_orden","commoncore_programcode","commoncore_lastupdate","commoncore_homepage","commoncore_uniqueidentifier","informacindelaentidad_reaodependecia","informacindedatos_fechaemisinaaaammdd","informacindelaentidad_reaodependencia","informacindelaentidad_municipio","commoncore_geographiccoverage","informacindedatos_frecuenciadeactualizacin","informacindedatos_idioma","commoncore_theme","informacindedatos_coberturageogrfica","informacindedatos_urldocumentacin"
"q7e6-cjds","Atractivos Turísticos del Municipio de Guatavita","activo de información destinado a resaltar los atractivos turísticos del municipio de Guatavita","Alcaldía Guatavita","5xmd-qwt2","published","public","approved","official","dataset","Cultura","lugar,atractivos turísticos,turismo","https://www.datos.gov.co/d/q7e6-cjds","https://www.datos.gov.co/resource/q7e6-cjds.json","2021-11-17T16:15:40.000","2022-04-01T21:58:40.000","www.datos.gov.co","false","304","66","29","3","contactenos@guatavita-cundinamarca.gov.co",,"alcaldia Municipal de Guatavita","https://www.datos.gov.co/d/q7e6-cjds",,,,,,,,,,,"Cultura",,"Alcaldía Municipal de Guatavita",,,,,,"Cundinamarca",,"Territorial",,,,,,"2022-04-01","Secretaria General y de Gobierno","Guatavita",,"Anual","Español",,"Municipal",
"2rtg-et3d","INFORMACIÓN FINANCIERA","ESTADOS FINANCIEROS  Y EJECUCIÓN PRESUPUESTAL EMPRESA SOCIAL DEL ESTADO PASTO SALUD E.S.E","webmaster_pastosalud","cwiw-gjhu","published","public","approved","official","href","Economía y Finanzas","estados financieros,pasto salud e.s.e.,ejecución presupuestal","https://www.datos.gov.co/d/2rtg-et3d",,"2019-01-17T20:55:59.000","2019-01-17T20:55:59.000","www.datos.gov.co","false","280","0",,,"presupuesto@pastosaludese.gov.co",,"Pasto Salud E.S.E","http://www.pastosaludese.gov.co/index.php?option=com_content&view=article&id=31&Itemid=105",,,,,,,,,,,"Salud y Protección Social",,"E.S.E. Empresa Social del Estado Pasto Salud",,,,,,"Nariño",,"Territorial",,,,,,"2019-01-17","Presupuesto y  Finanzas","Pasto",,"Mensual","Español",,"Municipal",
"au6v-mbmj","Unidades Prediales de Destinación Industrial del Municipio de Itagüí","Datos geolocalizados de los predios con destinación industrial dentro del Municipio de Itagüí","Alcaldía de Itagüí","54wf-wxqk","published","public","approved","official","map","Ordenamiento Territorial","industria,predio,ordenamiento territorial,itagüí","https://www.datos.gov.co/d/au6v-mbmj","https://www.datos.gov.co/resource/au6v-mbmj.json","2017-09-12T22:04:46.000","2017-09-12T22:04:52.000","www.datos.gov.co","false","565","38",,,"gobiernoenlinea@itagui.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía Municipal de Itagüí","http://www.itagui.gov.co",,,,,,,,,,,"No Aplica",,"Alcaldía Municipal de Itagüí",,,,,"http://www.itagui.gov.co/sitio/pagina/gaceta-municipal","Antioquia",,"Territorial",,,,,,"2017-09-12","Dirección Administrativa de Tecnologías y sistemas de la Información y las Comunicaciones","Itagui",,"No aplica","Español",,"Municipal","http://www.itagui.gov.co/alcaldia/datos_abiertos/0"
"g8x8-sbdb","Hepatitis a","Registro de pacientes atendidos en las Instituciones Prestadoras de Servicios de Salud con diagnóstico Hepatitis a y notificados al SIVIGILA desde el año 2008 al 2018.","ALCALDÍA DE MEDELLÍN","x6fv-8vwk","published","public","approved","official","href","Salud y Protección Social","hepatitis a","https://www.datos.gov.co/d/g8x8-sbdb",,"2020-10-16T19:39:42.000","2020-10-16T19:39:42.000","www.datos.gov.co","false","81","0",,,"gobierno.digital@medellin.gov.co","Creative Commons Attribution 4.0 International","Secretaría de Salud",,,,,,,,,,,,"Salud y Protección Social",,"Alcaldía Municipal de Medellín",,,,,,"Antioquia",,"Territorial",,,,,,"2020-04-28","Secretaría de Salud","Medellín",,"Anual","Español",,"Municipal",
"97kc-bwsn","Admitidos por metodología","Estudiantes admitidos por metodología varios periodos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","estrato socieconómico,género,programas,sedes uniquindio,facultades,nacionalidad,modalidad,estado civil,metodología,jornada","https://www.datos.gov.co/d/97kc-bwsn","https://www.datos.gov.co/resource/97kc-bwsn.json","2022-08-31T13:53:02.000","2022-08-31T14:06:43.000","www.datos.gov.co","false","2","0","18694","16","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-08-29","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"uvsm-qn7u","DROGUERÍAS PUTUMAYO","Información de las droguerías del Departamento del Putumayo, clasificadas por municipios.","tramitesydatos","43y4-4ian","published","public","approved","official","dataset","Salud y Protección Social","droguerias,droguerias autorizadas","https://www.datos.gov.co/d/uvsm-qn7u","https://www.datos.gov.co/resource/uvsm-qn7u.json","2021-11-19T16:38:48.000","2021-12-06T20:42:02.000","www.datos.gov.co","false","66","13","764","8","tramitesydatos@putumayo.gov.co","Creative Commons Attribution 4.0 International","Camara y Comercio","https://www.datos.gov.co/d/uvsm-qn7u",,,,,,,,,,,"Salud y Protección Social",,"Gobernación del Putumayo",,,,,,"Putumayo",,"Nacional",,,,,,"22/11/2021","PLANEACIÓN DEPARTAMENTAL PUTUMAYO","Mocoa",,"No aplica","Español",,"Nacional",
"gati-y9y5","Información epidemiológica 2019 a 2021 San Luis de Palenque","Información epidemiológica de los años 2019 a 2021 del municipio de  San Luis de Palenque","Alcaldía Municipal de San Luis de Palenque","tbci-8pyq","published","public","approved","official","dataset","Salud y Protección Social","epidemiología,salud,estadisticas","https://www.datos.gov.co/d/gati-y9y5","https://www.datos.gov.co/resource/gati-y9y5.json","2021-11-09T13:14:18.000","2021-11-09T13:17:46.000","www.datos.gov.co","false","49","4","66","9",,"Public Domain","Oficina de Salud Pública municipal","https://www.datos.gov.co/d/gati-y9y5",,,,,,,,,,,"Salud y Protección Social",,"Alcaldía Municipal de San Luis de Palenque",,,,,,"Casanare",,"Territorial",,,,,,"2021-10-21","Secretaria General y de Gobierno","San Luis de Palenque",,"Anual","Español",,"Municipal",
"x2ct-wr2e","JARDINES SOCIALES -MADRID CUNDINAMARCA","Listado de Jardines sociales en Madrid Cundinamarca","MUNICIPIO DE MADRID","ky4c-8wt2","published","public","approved","official","dataset","Educación",,"https://www.datos.gov.co/d/x2ct-wr2e","https://www.datos.gov.co/resource/x2ct-wr2e.json","2021-12-17T15:59:42.000","2021-12-17T16:08:31.000","www.datos.gov.co","false","44","11","38","6","sistemas@madrid-cundinamarca.gov.co",,,"https://www.datos.gov.co/d/x2ct-wr2e",,,,,,,,,,,"Educación",,"Alcaldía Municipal de Madrid",,,,,,"Cundinamarca",,"Territorial",,,,,,"Diciembre 17 de 2021","Secretaria de Educación","Madrid",,"Anual","Español",,"Municipal",
"2bj9-hehn","ÍNDICE DE INFORMACIÓN CLASIFICADA Y RESERVADA","El Índice de Información Clasificada y Reservada es el inventario de la información pública generada, obtenida, adquirida o controlada por el sujeto obligado, en calidad de tal, que ha sido calificada como clasificada o reservada.","datos abiertos RNEC","txx4-n3xb","published","public","approved","official","dataset","Función pública","indice de información clasificada y reservada,indice de informacion,indice de informacion clasificada y reservada de la registraduría","https://www.datos.gov.co/d/2bj9-hehn","https://www.datos.gov.co/resource/2bj9-hehn.json","2021-10-22T16:02:53.000","2021-10-22T16:06:50.000","www.datos.gov.co","false","50","9","25","20","datosabiertos@registraduria.gov.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Registraduria Nacional del estado Civil","https://www.datos.gov.co/d/2bj9-hehn",,,,,,,,,,,"No Aplica",,"Registraduria Nacional del Estado Civil",,,,,,"Bogotá D.C.",,"Nacional",,,,,,"2019-03-31","PLANEACIÓN","Bogotá D.C.",,"Anual","Español",,"Nacional",
"scu3-bimy","Bacheo Palmira 2021","Bacheo por barrio, kilometro y/o metro en el municipio de Palmira en la vigencia del 2021","Alcaldía Municipal de Palmira","nhmf-uurb","published","public","approved","official","dataset","Vivienda, Ciudad y Territorio","bacheo,alcaldia de palmira,palmira","https://www.datos.gov.co/d/scu3-bimy","https://www.datos.gov.co/resource/scu3-bimy.json","2022-06-21T20:19:11.000","2022-06-21T20:24:03.000","www.datos.gov.co","false","10","7","198","5","jefferson.tejada@palmira.gov.co","Creative Commons Attribution | Share Alike 4.0 International","Alcaldía de Palmira","https://www.datos.gov.co/d/scu3-bimy",,,,,,,,,,,"Vivienda Ciudad y Territorio",,"Alcaldía Municipal de Palmira",,,,,,"Valle del Cauca",,"Territorial",,,,,,"2022-06-21","Secretaria de Infraestructura , Renovación Urbana y Vivienda","Palmira",,"Anual","Español",,"Municipal",
"ky59-4x58","Indice Pra Una Vida Mejor","","jssuarezt","52xi-7wbz","published","public","approved","official","dataset",,,"https://www.datos.gov.co/d/ky59-4x58","https://www.datos.gov.co/resource/ky59-4x58.json","2022-07-01T12:54:47.000","2022-07-01T13:04:16.000","www.datos.gov.co","false","4","7","546","14",,,,,,,,,,,,,,,"Agricultura y Desarrollo Rural",,"Gobernación de Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"01-0","Alta Consejeria para La Felicidad yBienestar de Cundinamarca","Cajicá",,"Anual","Español",,"Nacional",
"r3ae-ajuy","POLÍTICAS DE POBLACIÓN VULNERABLE","Conoce al detalle cada una de nuestras políticas, en ayuda de nuestra población en estado de vulnerabilidad.","ALCALDIA DE SAN ANTONIO DEL TEQUENDAMA","yj2f-ubvx","published","public","approved","official","href","Inclusión Social y Reconciliación","inclusion,vulnerabilidad,ayudas","https://www.datos.gov.co/d/r3ae-ajuy",,"2019-03-01T17:39:07.000","2019-03-01T17:39:07.000","www.datos.gov.co","false","194","0",,,"INFORMES@SANANTONIODELTEQUENDAMA-CUNDINAMARCA.GOV.CO","Creative Commons 1.0 Universal (Public Domain Dedication)",,"http://www.sanantoniodeltequendama-cundinamarca.gov.co/noticias/nuestras-politicas-publicas-para-la-plena-garantia-de",,,,,,,,,,,"Función Pública",,"Alcaldía Municipal de San Antonio del Tequendama Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2019-03-01","SECRETARIA ADMINISTRATIVA Y FINANCIERA ","San Antonio del Tequendama",,"Semestral","Español",,"Municipal",
"echz-i3bm","Morbilidad  por EAPB 2021","Morbilidad principales motivos de atención clasificados por entidad administradora de plan de beneficio, ESE Hospital San Rafael Itagüí Antioquia, 2021.","PlaneacionESE","en7h-jq3m","published","public","approved","official","dataset","Salud y Protección Social","morbilidad general,atenciones,entidades promotoras de salud eps","https://www.datos.gov.co/d/echz-i3bm","https://www.datos.gov.co/resource/echz-i3bm.json","2021-12-10T14:59:59.000","2021-12-10T15:29:52.000","www.datos.gov.co","false","46","3","40830","7","sistemasdeinformacion@hsanrafael.org","Creative Commons Attribution | NoDerivatives 4.0 International License","ESE Hospital San Rafael de Itagüí","https://www.datos.gov.co/d/echz-i3bm",,,,,,,,,,,"Salud y Protección Social",,"E.S.E. Hospital San Rafael Itagüí",,,,,,"Antioquia",,"Territorial",,,,,,"2021-11-30","Planeación y Calidad","Itagui",,"Semestral","Español",,"Nacional",
"56y2-dnzu","UCundinamarca - Registro de Activos de la Información  - Gestión Control Disciplinario","Contiene registro de Activos de la Información de la Universidad de Cundinamarca de la  Gestión Control Disciplinario","Ucundinamarca","q6ff-cz7f","published","public","approved","official","dataset","Educación","activos de información","https://www.datos.gov.co/d/56y2-dnzu","https://www.datos.gov.co/resource/56y2-dnzu.json","2022-06-16T19:55:16.000","2022-06-16T19:57:59.000","www.datos.gov.co","false","6","7","76","17","planeacion@ucundinamarca.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad de Cundinamarca","https://www.datos.gov.co/d/56y2-dnzu",,,,,,,,,,,"Educación",,"Universidad de Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2021-12-17","Dirección de Sistemas y Tecnología","Fusagasugá",,"Anual","Español",,"Departamental",
"sm3e-8mud","PRIMER CURSO POR JORNADA","Estudiantes de primer curso por jornada varios periodos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","programas,metodología,jornada,género,facultades,modalidad,nacionalidad,sedes,vigencias,estrato socioeconómico,estado civil","https://www.datos.gov.co/d/sm3e-8mud","https://www.datos.gov.co/resource/sm3e-8mud.json","2022-06-21T21:27:52.000","2022-06-21T22:10:43.000","www.datos.gov.co","false","3","8","13665","17","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-06-21","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"72fv-ej37","MATRICULADOS POR NACIONALIDAD","Estudiantes matriculados por nacionalidad varios periodos","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","jornada,ciudades,departamentos,vigencia,sedes uniquindio,estado civil,estrato socieconómico,programas académicos,nacionalidad,modalidad,facultades,género,metodología","https://www.datos.gov.co/d/72fv-ej37","https://www.datos.gov.co/resource/72fv-ej37.json","2022-06-23T20:59:43.000","2022-06-23T21:20:59.000","www.datos.gov.co","false","13","8","100039","17","datospersonales@uniquindio.edu.co",,"Universidad del quindio","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-06-21","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"2w8q-c4nw","UCundinamarca - Registro de Activos de la Información - Gestión de Admisiones y Registro","Contiene registro de Activos de la Información de la Universidad de Cundinamarca de la Gestión de Admisiones y Registro","Ucundinamarca","q6ff-cz7f","published","public","approved","official","dataset","Educación","activos de información","https://www.datos.gov.co/d/2w8q-c4nw","https://www.datos.gov.co/resource/2w8q-c4nw.json","2022-06-16T20:01:42.000","2022-06-16T20:04:11.000","www.datos.gov.co","false","6","7","116","17","planeacion@ucundinamarca.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad de Cundinamarca","https://www.datos.gov.co/d/2w8q-c4nw",,,,,,,,,,,"Educación",,"Universidad de Cundinamarca",,,,,,"Cundinamarca",,"Territorial",,,,,,"2021-12-17","Dirección de Sistemas y Tecnología","Fusagasugá",,"Anual","Español",,"Departamental",
"6cnh-52tr","Humedales CARDER","Base de datos de humedales caracterizados en Risaralda","CARDER","icrg-mjns","published","public","approved","official","dataset","Ambiente y Desarrollo Sostenible",,"https://www.datos.gov.co/d/6cnh-52tr","https://www.datos.gov.co/resource/6cnh-52tr.json","2021-10-15T15:34:43.000","2021-10-15T15:43:31.000","www.datos.gov.co","false","151","36","499","20","siae@carder.gov.co",,"CARDER","https://www.datos.gov.co/d/6cnh-52tr",,,,,,,,,,,"Ambiente y Desarrollo Sostenible",,"Corporación Autónoma Regional de Risaralda",,,,,,"Risaralda",,"Nacional",,,,,,"23/06/2021","CARDER","Pereira",,"No aplica","Español",,"Departamental",
"36dj-k2a3","INSCRITOS POR ESTRATO","Estudiantes inscritos varios periodos por estrato socieconómico","Universidad del Quindio","r9f9-nfit","published","public","approved","official","dataset","Educación","nacionalidad,socioeconómico,sede,programa,jornada,género,facultad,estrato,académico","https://www.datos.gov.co/d/36dj-k2a3","https://www.datos.gov.co/resource/36dj-k2a3.json","2022-06-09T19:55:34.000","2022-06-09T20:43:44.000","www.datos.gov.co","false","8","9","30596","17","datospersonales@uniquindio.edu.co","Creative Commons Attribution | NoDerivatives 4.0 International License","Universidad del Quindío","https://www.uniquindio.edu.co/",,,,,,,,,,,"Educación",,"Universidad del Quindío",,,,,,"Quindío",,"Territorial",,,,,,"2022-06-09","Oficina de Planeación y Desarrollo","Armenia",,"Semestral","Español",,"Departamental","https://www.uniquindio.edu.co/"
"s9md-6v2n","Índice de Información Clasificada y Reservada","Índice de Información Clasificada y Reservada","Cámara de Comercio de Santa Rosa de Cabal","5trw-fgbz","published","public","approved","official","dataset","Comercio, Industria y Turismo","ley de transparencia,reservada,exc_001,indice de información clasificada y reservada,información clasificada","https://www.datos.gov.co/d/s9md-6v2n","https://www.datos.gov.co/resource/s9md-6v2n.json","2020-10-08T14:28:26.000","2020-10-13T17:05:12.000","www.datos.gov.co","false","66","4","11","13","recepcion@camarasantarosa.org","Creative Commons Attribution | NoDerivatives 4.0 International License","Cámara de Comercio de Santa Rosa de Cabal","https://leydetrasnparencia.camarasantarosa.org/10-instrumentos-de-gestion-de-informacion-publica/indice-de-informacion-clasificada-y-reservada/",,,,,,,,,,,"Comercio, Industria y Turismo",,"Cámara de Comercio de Santa Rosa de Cabal",,,,,,"Risaralda",,"Nacional",,,,,,"2020-08-30","Administración de datos ","Santa Rosa de Cabal",,"Anual","Español",,"Departamental",
