"n_expediente","tiposervicio","a_o","asuntoexpediente","municipio","vereda","coordenada_x","coordenada_y","estado"
"OAFE-0026/13","Aprovechamiento Forestal Especial","2013","TALA DE ARBOLES POR RIESGO","SACHICA","ARRAYAN",,,"Archivo Definitivo"
"OOCA-0027/11","Concesion De Aguas","2011","AGUAS","PAIPA","CANOCAS",,,"Archivo Definitivo"
"OAFE-0027/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","MIRAFLORES","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0028/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","MIRAFLORES","ZONA URBANA",,,"Archivo Definitivo"
"OAFE-0029/13","Aprovechamiento Forestal Especial","2013","APROVECHAMIENTO FORESTAL ESPECIAL","MIRAFLORES","MATARREDONDA",,,"Archivo Definitivo"
"OCFS-0001/10","Permiso Custodia Fauna Silvestre","2010","CUSTODIA FAUNA SILVESTRE","PAIPA","RINCON DE VARGAS",,,"Para Firma Concepto"
"OCFS-0001/18","Permiso Custodia Fauna Silvestre","2018","COLEGIO SALESIANO","DUITAMA","ZONA URBANA",,,"Notificación realizada"
"OCFS-0002/10","Permiso Custodia Fauna Silvestre","2010","CUSTODIA DE FAUNA SILVESTRE","TIBASOSA","CENTRO",,,"En Espera Cumplimiento Requerimientos"
"OCFS-0002/18","Permiso Custodia Fauna Silvestre","2018","BIOSALUD","DUITAMA","ZONA URBANA",,,"Notificación realizada"
"OCIF-0001/03","Incentivo Forestal","2003","INCENTIVO FORESTAL (CIF)","PUERTO BOYACA","CALDERON","953,000","1´152.000","Archivo Definitivo"
"OCIF-0075/03","Incentivo Forestal","2003","LA CABAÑA Y LAS ROSITAS","COPER","RICAURTE","74 00 00","05 30 00","Archivo Definitivo"
"OCIF-0078/01","Incentivo Forestal","2001","CERTIFICADO","CUITIVA","BUITREROS",,,"Archivo Definitivo"
"OCIF-0081/01","Incentivo Forestal","2001","CERTIFICADO","SOTAQUIRA","AVENDANOS",,,"Archivo Definitivo"
"OCIF-0086/01","Incentivo Forestal","2001","CERTIFICADO","SOTAQUIRA","AVENDANOS",,,"Archivo Definitivo"
"OCIF-0094/01","Incentivo Forestal","2001","CERTIFICADO","SOTAQUIRA","AVENDANOS",,,"Archivo Definitivo"
"OCIF-0105/98","Incentivo Forestal","1999","CERTIFICADO","PAIPA","CANOCAS",,,"Archivo Definitivo"
"OCIF-0106/98","Incentivo Forestal","1997","CERTIFICADO","SOTAQUIRA","MORAL",,,"Archivo Definitivo"
"OCIF-0108/01","Incentivo Forestal","2001","CERTIFICADO","SOTAQUIRA","AVENDANOS",,,"Archivo Definitivo"
"OCIF-0108/98","Incentivo Forestal","1998","CERTIFICADO","DUITAMA","TOCOGUA",,,"Archivo Definitivo"
"OCIF-0109/98","Incentivo Forestal","1998","CERTIFICADO","TUNJA","ZONA URBANA",,,"Archivo Definitivo"
"OCIF-0129/98","Incentivo Forestal","1998","CERTIFICADO","MARIPI","CARRERA",,,"Archivo Definitivo"
"OCIF-0151/98","Incentivo Forestal","1998","CERTIFICADO","PUERTO BOYACA","PALAGUA",,,"Archivo Definitivo"
"OCIF-0153/98","Incentivo Forestal","1998","CERTIFICADO","PESCA","CENTRO",,,"Archivo Definitivo"
"OCIF-0160/98","Incentivo Forestal","1998","CERTIFICADO","MIRAFLORES","PIE DE BUENOS AIRES",,,"Archivo Definitivo"
"OCIF-0161/98","Incentivo Forestal","1998","CERTIFICADO","NOBSA","ZONA URBANA",,,"Archivo Definitivo"
"OCIF-0170/98","Incentivo Forestal","1998","CERTIFICADO","SAMACA","RUCHICAL",,,"Archivo Definitivo"
"OCIF-0172/98","Incentivo Forestal","1998","CERTIFICADO","PAIPA","CANOCAS",,,"Archivo Definitivo"
"OCIF-0173/98","Incentivo Forestal","1998","CERTIFICADO","EL COCUY","CANAVERAL",,,"Archivo Definitivo"
"OCIF-0174/98","Incentivo Forestal","1997","CERTIFICADO","SOTAQUIRA","AVENDANOS",,,"Archivo Definitivo"
"OCIF-0175/98","Incentivo Forestal","1997","CERTIFICADO","PAIPA","ZONA URBANA",,,"Archivo Definitivo"
"OCIF-0218/98","Incentivo Forestal","1998","FORESTAL","SOTAQUIRA","AVENDANOS",,,"Archivo Definitivo"
"OCIF-0254/98","Incentivo Forestal","1998","FORESTAL","AQUITANIA","VARGAS",,,"Archivo Definitivo"
"OCIF-0280/98","Incentivo Forestal","1998","FORESTAL","SOTAQUIRA","GAUNZA ABAJO",,,"Archivo Definitivo"
"OCMC-0001/96","Licencia Ambiental","1996","MINERIA DE CALIZA","CORRALES","DIDAMON","1136110.00","1139050.00","Para Generar Acto Administrativo"
"OCMC-0006/96","Licencia Ambiental","1996","ALTO BLANCO","FIRAVITOBA","ZONA URBANA",,,"Para Generar Acto Administrativo"
"OCMC-0007/96","Licencia Ambiental","1996","EXPLOTACION MINERA","FIRAVITOBA","ALCAPARRAL",,,"Para Generar Acto Administrativo"
"OCMC-0008/96","Licencia Ambiental","1996","EXPLOTACION MINERA","FIRAVITOBA","ALCAPARRAL",,,"En Espera Cumplimiento Requerimientos"
"OCMC-0012/96","Licencia Ambiental","1996","MINERIA MATERIALES DE CONSTRUCCION (CALIZA)","FIRAVITOBA","DIRAVITA LLANO","1120159.00","1121216.00","Acto administrativo de Iniciación de Proceso Sanci"
"OCMC-0013/96","Licencia Ambiental","1996","MINERIA DE CALIZA","FIRAVITOBA","MONJAS","1121250.00","1120500.00","Para Generar Acto Administrativo"
"OCMC-0015/96","Licencia Ambiental","1996","MINERIA DE CALIZA","FIRAVITOBA","MONJAS","1127522.84","1118554.22","Para Generar Acto Administrativo"
"OCMC-0016/96","Seguimiento Licencias-Permisos MAVDT","1996","MIENRIA PIEDRA CALIZA","FIRAVITOBA","ALCAPARRAL",,,"En Espera Cumplimiento Requerimientos"
"OCMC-0017/96","Licencia Ambiental","1996","EXPLOTACION MINERA","FIRAVITOBA","MOMBITA ALTO",,,"En Espera Cumplimiento Requerimientos"
"OCMC-0018/96","Licencia Ambiental","1996","EXPLOTACION MINERA","FIRAVITOBA","MOMBITA ALTO",,,"En Espera Cumplimiento Requerimientos"
"OCMC-0019/96","Licencia Ambiental","1996","EXPLOTACION MINERA","FIRAVITOBA","ALCAPARRAL","1122100","1120800","Para Generar Acto Administrativo"
"OCMC-0020/96","Licencia Ambiental","1996","LICENICA AMBIENTAL MINA LAS MONJAS","FIRAVITOBA","DIRAVITA ALTO","1121950","1120800","Notificación realizada"
"OCMC-0021/96","Licencia Ambiental","1999","EL MANGLE","NOBSA","BONZA",,,"Archivo Definitivo"
"OCMC-0022/96","Licencia Ambiental","1996","EL VOLCAN","Sin Información","BONZA","NULL","NULL","Custodia Temporal"
"OCMC-0023/96","Licencia Ambiental","1996","EL CAJON","Sin Información","UCUENGA","NULL","NULL","En Tramite"
"OOCA-0030/96","Concesion De Aguas","1996","POZO PROFUNDO","Sin Información","ZONA URBANA","NULL","NULL","Auto Emitido"
"OCMC-0025/96","Explotación Mineria de Hecho","1996","MINERIA DE CALIZA - LEGALIZACION","NOBSA","CHAMEZA MENOR","1129447.60","1129116.40","Custodia Temporal"
"OCMC-0026/96","Licencia Ambiental","1996","LA FALDA","Sin Información","BONZA","NULL","NULL","En Tramite"
"OCMC-0027/96","Licencia Ambiental","1996","LA CALERA","Sin Información","BONZA","NULL","NULL","Archivo Definitivo"
"OCMC-0028/96","Explotación Mineria de Hecho","1996","MINERIA DE CALIZA - LEGALIZACIÓN","NOBSA","GUAQUIRA","1129447.60","1129116.40","Custodia Temporal"
"OCMC-0029/96","Licencia Ambiental","1996","EXPOTACION MINERA","NOBSA","BONZA",,,"Custodia Temporal"
"OCMC-0030/96","Licencia Ambiental","1996","Las Marias","Sin Información","BONZA","1126092","1125355","Para Generar Acto Administrativo"
"OCMC-0031/96","Licencia Ambiental","1996","El Infierno","Sin Información","BONZA","1126100","1125500","Concepto Emitido"
"OCMC-0032/96","Licencia Ambiental","1996","El Purgatorio","Sin Información","BONZA","NULL","NULL","Para Generar Acto Administrativo"
"OCMC-0033/96","Licencia Ambiental","1996","PROGRAMA SOCIAL DE LEGALIZACION DE MINERIA DE HECHO DE CALIZA","NOBSA","GUAQUIRA","11,294,476,000","11,291,164,000","En Espera Cumplimiento Requerimientos"
"OCMC-0034/96","Licencia Ambiental","1996","EXPLOTACION MINERA","NOBSA","UCUENGA",,,"En Espera Cumplimiento Requerimientos"
"OCMC-0035/96","Seguimiento Licencias-Permisos MAVDT","1996","EXPLOTACION MINERA","NOBSA","BONZA",,,"Custodia Temporal"
"OCMC-0036/96","Licencia Ambiental","1996","EXPLOTACION MINERA PIEDRA CALIZA","NOBSA","CALERAS","1129447.60","1129116.40","Para Revisión de Documento"
"OCMC-0037/96","Licencia Ambiental","1996","MINERIA DE PIEDRA CALIZA","NOBSA","CALERAS","1129447.60","1129116.40","Concepto Emitido"
"OCMC-0038/96","Licencia Ambiental","1996","MINERIA DE CALIZA -PROGRAMA SOCIAL DE LEGALIZACION","NOBSA","CALERAS","1125440.00","1128047.00","En Espera Cumplimiento Requerimientos"
"OCMC-0039/96","Licencia Ambiental","1996","EXPLOTACIÓN MINERA","NOBSA","CHAMEZA MAYOR","11,294,476,000","11,291,164,000","En Espera Cumplimiento Requerimientos"
"OCMC-0040/96","Licencia Ambiental","1995","MINERIA DE PIEDRA CALIZA","NOBSA","CALERAS","1129447.60","1129116.40","Para Reparto"
"OCMC-0041/96","Licencia Ambiental","1996","MIENERIA DE HECHO","NOBSA","CHAMEZA MAYOR","1130400","1128350","Archivo Definitivo"
"OCMC-0042/96","Licencia Ambiental","1996","El Carmen","Sin Información","RESGUARDO","NULL","NULL","Auto Emitido"
"OCMC-0043/96","Licencia Ambiental","1996","La Lomita","TIBASOSA","LA CARRERA",,,"Notificación realizada"
"OCMC-0044/96","Licencia Ambiental","1996","MINERIA DE HECHO - CALIZA","TIBASOSA","PATROCINIO","1122610.00","1124785.00","Concepto Emitido"
"OCMC-0045/96","Licencia Ambiental","1996","MINERIA DE CALIZA","TIBASOSA","LA CARRERA","1123444.00","1124001.00","Para Emitir Concepto Técnico"
"OCMC-0047/96","Licencia Ambiental","1996","MINERIA DE CALIZA","TIBASOSA","PATROCINIO","1124445.00","1122500.00","Para Seguimiento"
"OCMC-0048/96","Licencia Ambiental","1996","MINERIA","TIBASOSA","LA CARRERA",,,"Para Generar Acto Administrativo"
"OCMC-0049/96","Licencia Ambiental","1996","PROGRAMA SOCIAL DE LEGALIZACION DE MINERIA DE HECHO DE CALIZA","TIBASOSA","LA CARRERA","11,275,228,400","1,185,542,200","En Espera Cumplimiento Requerimientos"
"OCMC-0050/96","Licencia Ambiental","1996","MINERIA - MINA CALBOY","TIBASOSA","LA CARRERA","1123695.00","1123409.00","Archivo Definitivo"
"OCMC-0051/96","Licencia Ambiental","1996","EXPLOTACION DE CALIZA","TIBASOSA","LA CARRERA","1123028.00","1123905.00","Archivo Definitivo"
"OCMC-0052/96","Licencia Ambiental","1996","MINERIA CALIZA","TIBASOSA","RESGUARDO","1127522.84","1118554.22","Custodia Temporal"
"OCMC-0053/96","Licencia Ambiental","1996","MINERIA CALIZA","TIBASOSA","LA CARRERA","113060.00","1138880.00","Custodia Temporal"
"OCMC-0054/96","Licencia Ambiental","2008","LA MONJAS","TIBASOSA","ZONA URBANA",,,"Para Seguimiento"
"OCMC-0055/96","Licencia Ambiental","1996","EXPLOTCION MINERA","FIRAVITOBA","ALCAPARRAL","1,122,620","1,122,390","Para Seguimiento"
"OCMC-0056/96","Licencia Ambiental","1996","MINERIA","TIBASOSA","ZONA URBANA",,,"Custodia Temporal"
"OCMC-0057/96","Licencia Ambiental","1996","MINERIA CALIZA","TIBASOSA","LA CARRERA",,,"Custodia Temporal"
"OCMC-0058/96","Licencia Ambiental","1996","MINERIA","TIBASOSA","LA CARRERA",,,"Custodia Temporal"
"OCMC-0059/96","Licencia Ambiental","1996","EXPLOTACION MINERA","DUITAMA","ZONA URBANA","1.125.000-1","1.119.000-1","Custodia Temporal"
"OCMC-0060/96","Licencia Ambiental","1996","MINERIA DE CALIZA","TIBASOSA","PATROCINIO","1122774.00","1124734.00","Para Generar Acto Administrativo"
"OCMC-0061/96","Licencia Ambiental","1996","MINERIA DE CALIZA","TIBASOSA","PATROCINIO","1118554.22","1127522.84","Concepto Emitido"
"OCMC-0063/96","Explotación Mineria de Hecho","1996","LEGALIZACION DE MINERIA DE HECHO","TIBASOSA","RESGUARDO",,,"Para Generar Acto Administrativo"
"OCMC-0065/96","Licencia Ambiental","1996","EXPLOTACION MINERA","TIBASOSA","LA CARRERA","112503100","1125420000","Notificación realizada"
"OCMC-0066/96","Licencia Ambiental","1994","MINERIA DE HECHO DE CALIZA","SOGAMOSO","PATROCINIO","1122999.00","1124914.00","Concepto Emitido"
"OCMC-0067/96","Seguimiento Licencias-Permisos MAVDT","1996","MINERIA","TIBASOSA","LA CARRERA","1124064","1123385","En Espera Cumplimiento Requerimientos"
"OCMC-0068/96","Explotación Mineria de Hecho","1996","MINERIA DE CALIZA","TIBASOSA","PATROCINIO","1122611.00","1124781.00","Para Revisión de Documento"
"OCMC-0069/96","Seguimiento Licencias-Permisos MAVDT","1996","MINERIA","TIBASOSA","LA CARRERA","1127522.84","1118554.22","Concepto Emitido"
"OCMC-0070/96","Seguimiento Licencias-Permisos MAVDT","1996","MINERIA","TIBASOSA","LA CARRERA",,,"Archivo Definitivo"
"OCMC-0071/96","Licencia Ambiental","1996","EXPLOTACION MINERA","TIBASOSA","CHORRITO",,,"Custodia Temporal"
"OCMC-0072/96","Licencia Ambiental","1996","MINERIA DE CALIZA - PROGRAMA SOCIAL DE LEGALIZACION","TIBASOSA","LA CARRERA","1123197.00","1123974.00","En Espera Cumplimiento Requerimientos"
"OCMC-0073/96","Licencia Ambiental","1996","PROGRAMA SOCIAL DE LEGALIZACION DE MINERIA DE HECHO DE CALIZA","NOBSA","CHAMEZA MENOR","1130735.00","1129850.00","Concepto Emitido"
"OCMC-0075/96","Licencia Ambiental","1996","MINERIA DE CALIZA","NOBSA","CALERAS","1129447.60","1129116.40","En Espera Cumplimiento Requerimientos"
"OCMC-0076/96","Licencia Ambiental","1996","LEGALIZACION DE MINERIA","NOBSA","UCUENGA","1150500","1145750","Custodia Temporal"
"OCMC-0077/96","Licencia Ambiental","1996","EXPLOTACION MINERA","FIRAVITOBA","DIRAVITA ALTO",,,"Para Generar Acto Administrativo"
"OCMC-0078/96","Licencia Ambiental","1996","EXPLOTACION MINERA","TIBASOSA","RESGUARDO","11245858","1122760","Para Generar Acto Administrativo"
"OCMC-0079/96","Licencia Ambiental","1996","MINERIA- CALIZA","NOBSA","BONZA",,,"En Espera Cumplimiento Requerimientos"
"OCMC-0080/96","Licencia Ambiental","1996","MINERIA","TIBASOSA","LA CARRERA",,,"Custodia Temporal"
"OCMM-0001/95","Licencia Ambiental","1996","MINERIA MATERIALES DE CONSTRUCCION (ARCILLA)","ARCABUCO","CENTRO","1129733.00","1072024.00","Notificación realizada"
"OCMM-0002/95","Licencia Ambiental","1995","MINERIA DE HECHO - MATERIALES DE CONSTRUCCION (ARCILLA)","ARCABUCO","CABECERAS","1125720.00","1121584.00","En Espera Cumplimiento Requerimientos"
"OCMM-0003/95","Licencia Ambiental","1995","Solicitud para explotacion de mina caliza","BELEN","ZONA URBANA","1157300","1128800","Para Generar Acto Administrativo"
"OCMM-0004/95","Licencia Ambiental","1995","MINERIA DE CARBON - MINERIA DE HECHO","BOAVITA","OCHAGA","1121299.00","1165292.00","Archivo Definitivo"
"OCMM-0005/95","Licencia Ambiental","1995","Mineria de hecho. finca Miraflores","COMBITA","SAN ONOFRE",,,"Para Generar Acto Administrativo"
"OCMM-0006/95","Licencia Ambiental","1995","Mina El Cerezo","CORRALES","REYES PATRIA","1133000","1137000","Para Revisión de Documento"
"OCMM-0007/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (RECEBO)","DUITAMA","QUEBRADA DE BECERRA","1113373.00","1135979.00","Notificación realizada"
"OCMM-0008/95","Licencia Ambiental","1998","EXPLOTACION DE RECEBO","DUITAMA","PARROQUIA","1136200","1113600","Acumulado"
"OCMM-0009/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION - RECEBO","DUITAMA","QUEBRADA DE BECERRA","1113373.00","1135979.00","Notificación realizada"
"OCMM-0010/95","Licencia Ambiental","1995","Estacion y Tablon","MIRAFLORES","PIE DE BUENOS AIRES","1100400","1063487","Para Revisión de Documento"
"OCMM-0011/95","Licencia Ambiental","1995","Mina La Reserva","MIRAFLORES","PIE DE BUENOS AIRES","1100659","1063529","Archivo Definitivo"
"OCMM-0012/95","Licencia Ambiental","1995","MINERIA DE MATERIALES DE CONSTRUCCION (ARENA Y PIEDRA)","MIRAFLORES","ESTANCIA Y TABLON","1100125.00","1063080.00","Archivo Definitivo"
"OCMM-0013/95","Licencia Ambiental","1995","EXPLOTACION MINERA","NOBSA","BONZA",,,"Concepto Emitido"
"OCMM-0014/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION - CALIZA - PROGRAMA SOCIAL DE LEGALIZACION","NOBSA","CHAMEZA MENOR","1127480.00","1128890","Notificación realizada"
"OCMM-0015/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENA)","PAEZ","CAPAGA","1110670.00","1063230.00","Para Revisión de Documento"
"OCMM-0016/95","Licencia Ambiental","1995","MINERIA DE YESO - PROGRAMA SOCIAL DE LEGALIZACION","PAEZ","YAPOMPO","1114774.00","1054313.00","Archivo Definitivo"
"OCMM-0017/95","Licencia Ambiental","1995","MINERIA PIEDRA DE YESO - MINERIA DE HECHO","PAEZ","MOCHILERO","1116290.00","1055200.00","Archivo Definitivo"
"OCMM-0018/95","Licencia Ambiental","1995","EXPLOTACION MINERA","PAEZ","ZONA URBANA",,,"Para Revisión de Documento"
"OCMM-0019/95","Licencia Ambiental","1995","MINERIA DE MATERIALES DE CONSTRUCCION (ARENISCAS Y ARCILLAS) - MINERIA DE HECHO","SOGAMOSO","VILLITA Y MAL PASO","1125720.00","1121584.00","Para Revisión de Documento"
"OCMM-0020/95","Explotación Mineria de Hecho","1995","MINERIA","SOGAMOSO","MALVINAS","1121584","1125720","Notificación realizada"
"OCMM-0021/95","Licencia Ambiental","1995","MINERIA DE ARENA - LEGALIZACION","SOGAMOSO","VILLITA Y MAL PASO","1126123.00","1121605.00","Para Generar Acto Administrativo"
"OCMM-0021/96","Seguimiento Licencias-Permisos MAVDT","1999","LEGALIZACION DE MINERIA","NOBSA","BONZA","1129447.60","1129116.40","Para Revisión de Documento"
"OCMM-0022/95","Licencia Ambiental","1995","MINERIA DE CARBON - MINERIA DE HECHO","SOGAMOSO","VILLITA Y MAL PASO","1121170.00","1125761.00","Para Revisión de Documento"
"OCMM-0023/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENA) - MINERIA DE HECHO","SOGAMOSO","VILLITA Y MAL PASO","1122250.00","1124450.00","Para Revisión de Documento"
"OCMM-0024/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENA) - MINERIA DE HECHO","SOGAMOSO","VILLITA Y MAL PASO","1125710.00","1121582.00","Para Revisión de Documento"
"OCMM-0025/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENA) - MINERIA DE HECHO","SOGAMOSO","VILLITA Y MAL PASO","1125710.00","1121582.00","Para Revisión de Documento"
"OCMM-0026/95","Licencia Ambiental","1998","MINERIA ARENA - PROGRAMA SOCIAL DE LEGALIZACION","SOGAMOSO","VILLITA Y MAL PASO","1125764.00","121170.00","En Espera de Recibo de Pago"
"OCMM-0027/95","Licencia Ambiental","1995","EXPLOTACION MINERA","SOGAMOSO","ZONA URBANA",,,"Concepto Emitido"
"OCMM-0028/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENA - ARCILLA) - MINERIA DE HECHO","SOGAMOSO","VILLITA Y MAL PASO","1121410.00","1126096.00","Notificación realizada"
"OCMM-0029/95","Explotación Mineria de Hecho","2000","MINERIA DE ARENISCAS - ARCILLAS","SOGAMOSO","VILLITA Y MAL PASO","1125697.00","1120955.00","Notificación realizada"
"OCMM-0030/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENISCAS ARCILLA)","SOGAMOSO","VANEGAS","1125565.00","1120849.00","Para Seguimiento"
"OOCA-0055/95","Concesion De Aguas","1995","QUEBRADA VERDE","TOTA","RANCHERIA",,,"Archivo Definitivo"
"OCMM-0031/95","Licencia Ambiental","1995","PLAN SOCIAL DE LEGALIZACION","TASCO","SANTA BARBARA","1143200","1140000","Para Emitir Concepto Técnico"
"OCMM-0032/95","Licencia Ambiental","1995","MINERIA DE ARENA - PROGRAMA SOCIAL DE LEGALIZACION","TASCO","SANTA BARBARA","1143500.00","1140000.00","En Espera Cumplimiento Requerimientos"
"OCMM-0033/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENISCAS ARCILLA)","TOPAGA","SAN JUAN NEPOMUCENO","1134278.00","1129670.00","Para Visita"
"OCMM-0034/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION (ARENA)","TOPAGA","SAN JUAN NEPOMUCENO","1134278.00","1129670.00","Acumulado"
"OCMM-0035/95","Licencia Ambiental","1995","MINERIA ""ARENISCA-ARCILLAS""","TOPAGA","ATRAVIEZA","11385452","11311331","Notificación Acto Administrativo de Admisión y/o R"
"OCMM-0036/95","Licencia Ambiental","1995","MINERIA DE ARENISCAS Y ARCILLA - PROGRAMA SOCIAL DE LEGALIZACION","TOPAGA","SAN JUAN NEPOMUCENO","1133718.00","1129007.00","Notificación realizada"
"OCMM-0037/95","Licencia Ambiental","1995","MINERIA MATERIALES DE CONSTRUCCION - PROGRAMA SOCIAL DE LEGALIZACION MINERIA DE HECHO","TOPAGA","SAN JUAN NEPOMUCENO","1133506.00","1128872.00","Notificación realizada"
"OCMM-0038/95","Licencia Ambiental","1995","MINERIA DE ARCILLAS Y ARENISCAS-MINERIA DE HECHO","TOPAGA","SAN JUAN NEPOMUCENO","1135900.00","1129320.00","Archivo Definitivo"
"OCMM-0039/95","Licencia Ambiental","1995","EXPLOTACION MINERA","TUNJA","LA COLORADA",,,"Notificación realizada"
"OCMM-0040/95","Licencia Ambiental","1995","MINERIA - PROGRAMA SOCIAL DE LEGALIZACION","SOGAMOSO","SIATAME","1124903.00","1120702.00","En Espera Cumplimiento Requerimientos"
"OCMM-0041/95","Explotación Mineria de Hecho","1995","MINERIA ARCILLA - PROGRAMA SOCIAL DE LEGALIZACION","TUNJA","LA COLORADA","1080575.61","1107678.67","Archivo Definitivo"
"OCMM-0043/95","Explotación Mineria de Hecho","1995","EXPLOTACION DE ARCILLA","TUNJA","PIRGUA",,,"Para Seguimiento"
"OCMM-0044/95","Licencia Ambiental","1994","EXPLOTACION MINERA","TUNJA","PIRGUA",,,"Custodia Temporal"
"OCMM-0045/95","Explotación Mineria de Hecho","1995","MINERIA","ARCABUCO","GRAMALES","1127945","1070378","Para Generar Acto Administrativo"
"OCMM-0046/95","Licencia Ambiental","1995","SAN ONOFRE","COMBITA","SAN ONOFRE",,,"Custodia Temporal"
"OCMM-0047/95","Licencia Ambiental","1995","EXPLOTACION MINERA","SOGAMOSO","SEGUNDA CHORRERA",,,"Para Generar Acto Administrativo"
"OCMM-0051/95","Licencia Ambiental","1995","EXPLOTACION MINERA","VILLA DE LEYVA","RITOQUE",,,"Custodia Temporal"
"OCMM-0053/95","Licencia Ambiental","1994","MINERIA - MATERIALES DE CONTRUCCION","MIRAFLORES","ESTANCIA Y TABLON","1080900","1060700","Archivo Definitivo"
"OCMM-9040/95","Explotación Mineria de Hecho","1995","MINERIA ARCILLA","TUNJA","LA COLORADA","1079233.44","1106954.26","Archivo Definitivo"
"OOAF-0001/00","Aprovechamiento Forestal Comercial","2000","FINCA PAJABLANCA","Sin Información","CANOCAS","NULL","NULL","Para Seguimiento"
"OOAF-0001/01","Aprovechamiento Forestal Comercial","2001","Finca el cerrito","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0001/02","Aprovechamiento Forestal Comercial","2002","FINCA EL GUAMO","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0001/03","Aprovechamiento Forestal Comercial","2003","FINCA TIERRA ADENTRO","Sin Información","AGUA BLANCA","NULL","NULL","Archivo Definitivo"
"OOAF-0001/04","Aprovechamiento Forestal Comercial","2004","FATIMA","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0001/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Natural","COPER","PARAMO","NULL","NULL","Archivo Definitivo"
"OOAF-0001/08","Aprovechamiento Forestal Comercial","2008","FORESTAL BOSQUE NATURAL","BRICEÑO","TABOR","1020313.00","1121949.00","Archivo Definitivo"
"OOAF-0001/09","Aprovechamiento Forestal Doméstico","2009","FORESTAL BOSQUE NATURAL","PAEZ","CEIBAL",,,"Archivo Definitivo"
"OOAF-0001/10","Aprovechamiento Forestal Comercial","2009","FORESTAL BOSQUE NATURAL","MARIPI","GUAZO","1002446.00","1105153.00","Archivo Definitivo"
"OOAF-0001/11","Aprovechamiento Forestal Doméstico","2011","TALA Y PODA FORESTAL","TUNJA","ZONA URBANA",,,"Para Corregir Acto Administrativo"
"OOAF-0001/12","Aprovechamiento Forestal Doméstico","2012","TALA DE ARBOLES","OTANCHE","PALENQUE",,,"Archivo Definitivo"
"OOAF-0001/13","Aprovechamiento Forestal Comercial","2013","APROVECHAMIENTO FORESTAL DE 110 ARBOLES","PAUNA","TRAVESIA Y OTRO MUNDO","SIN COORDENADAS","SIN COORDENADAS","Archivo Definitivo"
"OOAF-0001/14","Autorizaciones Aprovechamiento Forestal Único o Persistente","2014","Tala de Arboles","DUITAMA","TOCOGUA",,,"Para Seguimiento"
"OOAF-0001/17","Autorizaciones Aprovechamiento Forestal Único o Persistente","2017","APROVECHAMIENTO FORESTAL UNICO","PAIPA","RINCON DE ESPANOLES",,,"Para Revisión de Documento"
"OOAF-0001/18","Autorizaciones Aprovechamiento Forestal Único o Persistente","2018","SOLICITUD APROVECHAMIENTO FORESTAL UNICO","OTANCHE","SAMAL",,,"Decisión de Recurso"
"OOAF-0001/96","Aprovechamiento Forestal Comercial","1996","BOSQUE","PAIPA","SAN PEDRO",,,"Archivo Definitivo"
"OOAF-0001/97","Aprovechamiento Forestal Comercial","1997","PERMISO MENOR","TUNJA","PIRGUA",,,"Archivo Definitivo"
"OOAF-0002/00","Aprovechamiento Forestal Comercial","2000","FINCA EL NORTE Y LA VEGA","Sin Información","CANOCAS","NULL","NULL","Archivo Definitivo"
"OOAF-0002/01","Aprovechamiento Forestal Comercial","2001","Bosque san antonio","Sin Información","ZONA URBANA","NULL","NULL","Archivo Definitivo"
"OOAF-0002/02","Aprovechamiento Forestal Comercial","2002","FINCA MONTE DEL TIGRE","Sin Información","PEREZ","NULL","NULL","Archivo Definitivo"
"OOAF-0002/03","Aprovechamiento Forestal Comercial","2003","FINCA SUAVITA","Sin Información","AVENDANOS","NULL","NULL","Archivo Definitivo"
"OOAF-0002/05","Aprovechamiento Forestal Comercial","2005","FORESTAL Bosque Plantado","TUTA","ALISAL","NULL","NULL","Archivo Definitivo"
"OOAF-0002/07","Aprovechamiento Forestal Comercial","2007","LA BELLEZA","Sin Información","PARAMO","NULL","NULL","Para Generar Acto Administrativo"
