"item","expediente","empresa","direccion","telefono","correo_electronico","tramite","no_resolucion_y_fecha","descripci_n","estado","aceites_usados","gasolina","nafta","petroleo_crudo","acpm","destilado","varsol","combustoleo","gas_natural","lodos_de_producci_n_borras","aguas_de_producci_n","ar_domesticas","rs_contaminados_con","condensado","butil_caustica","hipoclorito_de_sodio","detergente_industrial","corrosivos_low_cor","yodo","anhidro_aftalico","potasa_caustica","acido_nitrico","acido_clorhidrico","cloro","cloruro_de_sodio","soda_caustica","hidrocarburo_gnc","aceite_de_palma","hipoclorito_de_sodio_1","jarabe_de_maiz","aceite_hidraulico","acido_fosforico","acido_acetico","bicarbonato_de_sodio","butanediol","hidroxido_de_calcio","carbonato_de_calcio","carbonato_de_potasio","clorato_de_potasio","cloruro_de_calcio","formiato_de_potasio","etil_glicol","hipoclorito_de_calcio","hipoclorito_de_sodio_2","nitrato_de_potasio","nitrato_de_magnesio_liquido","alcohol_etileno_normal","monoxido_de_carbono","sulfato_de_potasio","thinner","tolueno","xileno","aceite_de_motor","estopas_trapos_geomembranas","envases_de_pintura","diluyente","baterias","tonner_y_cartucho_usado_de","tubos_flourescentes","madera_contaminada_con","filtros_contaminados_con","material_contaminado_con","manguera_contaminada_con","bolsas_de_cemento","icopor_contaminado_con","pvc_contaminado_con","residuos_de_aparatos","escombros","llantas","empaques_de_quimicos","fluidos_o_tierra_contaminada","rs_ordinarios","residuos_organicos","residuos_especiales","residuos_aceitosos_aguas","jet_a1","liquido_desintegrador_m_o","salmueras_y_fluidos_salinos","residuos_de_la_produccion","residuos_de_plaguicidas","residuos_desinfectantes","pinturas_y_barnices","cal","barita","flocs","estibas_contaminadas","metales_contaminados","hidroxido_de_sodio","dioxido_de_silicio","antiespumante_base_glicol","carbon_activado","cloruro_de_potasio","silicato_de_aluminio","metano","butano","propileno","disolvente_n4","dioxido_de_azufre","dioxido_de_nitrogeno","manganato_de_potasio","aserrin","cascara_de_nuez","nitrogeno_comprimido","aga_mix","oxido_nitroso","hexafloruro_de_azufre","helio","argon_comprimido","oxigeno_comprimido","dioxido_de_carbono","nitron","propanol","isobutanol","perlita_aislamiento_termico"
"94","3.5.2.11.014.068","SERPET JR Y C&A S.A.S.","CRA 30 # 46-140 BRR AMERICAS - YOPAL CASANARE","3125822913 - 3138041502","pedidos@sarpetjr.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.16.0517 18/MAY/2016     RES.1.2.6.15.2475  16-dic-15","Por medio del cual se acoge el concepto técnico No.PM.GA.33.44.16.581 del 08 de abril de 2016 y se resuelve recurso de reposición interpuesto por la empresa SERPET JR CIA S.A.S, identificada con Nit 800001845-3 contra la resolución No.PS.GJ.1.2.64.15.2475 del 16 de diciembre de 2015.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","x","x","x","-","x","-","-","x","-","-","x","-","-","-","-","-","x","-","-","-","-","-","-","x","-","x","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"95","3.5.2.11.014.069","EMICOR COLOMBIA S.A.S","CALLE 12 # 26-04 BRR DORADO BAJO","657 4531","emicorcolombia@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.16.0765 del 2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.884 del 26 de mayo de 2016 y se aprueba el plan de contingencias para el transporte, cargue y descargue de residuos peligrosos, especiales, hisrocarburos y/o sustancias nocivas a la empresa EMICOR COLOMBIA S.A.S identificada con Nit 900634842-0.","ACTIVO","-","-","-","X","X","-","-","-","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"96","3.5.2.11.014.070","GEOAMBIENTAL S.A.","CRRA 19B # 166 - 50 BOGOTA","6780048 - 6727150","geoambiental@geoambiental.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1..6.16.0024  27/JUL/2016","Por medio del cual se acoge el concepto tecnico No. PM.GA.3.44.16.1072 del 21 de junio de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general  a la empresa GEOAMBIENTAL S.A identificada con Nit 800093661-9.","ACTIVO","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"97","3.5.2.11.014.073","SOLUCIONES AMBIENTALES H20","CRA 363 # 15-28 OFC 204 -VILLAVICENCIO","301 610 4529","Albert.mejoa@solucionesambientalesh2o.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.15.2348  24/NOV/2015 -- PS.GJ.1.2.6.16.1224","por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.1159 del 05 de julio de 2016 y se aprueba la ampliación de rutas dentro del plan de contingencias para el transporte de fluidos de completamiento de perforación y work over, otorgado mediante resolución PS.GJ.1.2.6.15.2348 del 24 de noviembre de 2015, a favor de la empresa SOLUCIONES AMBIENTALES H2O, identificada con Nit 900591643-5.","ACTIVO","-","-","-","-","-","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"98","3.5.2.11.014.074","GARPET S.A.S","Transversal 12 # 11A - 31 SAN JUAN DE ARAMA","321 269 9510 - 3105516964 - 321 9002880","mesanchez@garpetsas.com garpetsas900@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.15.1204 13/JUL/2015   RES.1.2.6.15.1921   30-oct-15","por el cual se acoge el concepto técnico PM-GA 3.44.15.1263 del 12 de junio de 2015 y se aprueba el plan de contingencias presentado por la empresa GARPET S.A.S, identificada con Nit 900491758-4 y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"99","3.5.2.11.014.088","TRANSPORTES TMC & CIA S.A.S.","CLL 1 # 37-41 INTERIOR 3 ANILLO VIAL VILLAVICENCIO","3203463299","hseq@transportestmc.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.16.1540 02 NOV 2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.2010 del 25 de octubre de 2016 y se aprueba el plan nacional de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la empresa TRANSPORTES TMC & CIA S.A.S, identificada con Nit 900081160-1.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"100","3.5.2.11.014.092","UNION TEMPORAL TIS UT","CALLE 127 # 74-47 PISO 3 BOGOTA","7429792","pdcontingenciasuttis@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.16.885 15 JUL 2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.886 del 27 de mayo de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos, a la empresa UNION TEMPORAL TIS UT. identificada con Nit 900803021-6","ACTIVO","-","x","x","-","x","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"101","3.5.2.11.015.002","UNION TEMPORAL CRH Y RH","CLL 13 # 68D - 76 BOGOTA","743 4325","Gerencia@crm.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.016.1579 16/11/2016","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.16.1818 del 29 de septiembre de 2016 y se aprueba el plan nacional del contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la empreso UNIÓN TEMPORAL CRH, identificada con Nit 900801921-0.","ACTIVO","-","X","-","X","X","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"102","3.5.2.11.015.004","BAMOCOL S.A, BAÑO MOVIL DE COLOMBIA S.A","CRR 5 # 9A 104 B MI LLANURA- VILLAVICENCIO","8-6729308 - 31743747411","direccion.villavicencio@bamocol.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0876 de 2/06/2017","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.17.986 del 05 de mayo de 2017 y se aprueba el plan de contingencias para el transporte de residuos peligrosos, a la empresa BAÑO MOVIL DE COLOMBIA S.A - BAMOCOL S.A identificada con Nit 805009601-8.","ACTIVO","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"103","3.5.2.11.015.006","A UNION TEMPORAL DE TRANSPORTADORES DE HIDROCARBUROS DEL PUTUMAYO","CRR 21 # 14-88,  BRR 20 DE JULIO  -PUERTO ASIS - PUTUMAYO","3112304763","hongkongsa20@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.016.1948  19-DIC-2016","Por medio del cual se acoge el concepto técnico No. PM.GA 3.44.16.2216 del 16 de noviembre de 2016 y se prueba el plan nacional de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general, a la UNIÓN TEMPORAL DE TRANSPORTADORES DE HIDROCARBUROS DEL PUTUMAYO, identificada con Nit 900553613-2.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"104","3.5.2.11.015.014","INVERSIONES TRACTO EXPRESS LTDA","CRR 7A # 10-44 NEIVA- HUILA","3152523203","operaciones@tractoexpressltda.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.016.0449  02/05/2016","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.16.410 del 02 de marzo de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarbures, derivados y liquidos en general a la empresa INVERSIONES TRACTO-EXPRESS LTDA.identificada con Nit 813008405-5.","ACTIVO","-","x","x","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"105","3.5.2.11.015.017","TRANS CAM","CLL 38 # 32-41 OF 1602 EDIF PARUQE SANTANDER - VILLAVICENCIO","6622818","transportesyequipos@camcolombia.com cesarmachuca@camcolombia.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0258 de 22/03/2017","Por medio del cual se acoge el concepto tecnico No. PM-GA.3.44.16.2798 del 26 de diciembre de 2016 y se aprueba el plan de contingencias para las operaciones de transporte terrestre en tractocamion al vacio de hidrocarburos, derivados y liquidos en jurisdiccion de Cormacarena.","ACTIVO",,,,,,,"-",,,"X","X",,,,"-","-","-","-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,"-","-","-","-","-",,,,,,,,,,,,,,,,,,,,,,,,,,"x",,,,,,,,,,,,,,,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"106","3.5.2.11.015.018","CANDILEJAS","CLL 5 # 8 - 51 BARR PORVENIR - PUERTO LLERAS","3125849282","grupoempresarialcandilejas@gmail.com gerenciacandilejas@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ 1.2.6.015.1890  21/10/2015","Por el cual se acoge el concepto técnico PM-GA 3.44.15.1829 del 13 de agosto de 2015 y se aprueba el plan de contingencias presentado por la empresa GRUPO EMPRESARIAL CANDILEJAS S.A.S, identificada con Nit 900479186-2 y se dictan otras disposiciones.","ACTIVO","-","x","x","x","x","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"107","3.5.2.11.015.020","SERVIPETROLEOS LTDA","CRA 9A # 13-11 BRR VILLACHECOOP","320 922 7533","servipetroleosltda@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.015.1645 01/09/2015","Por el cual se acoge el concepto técnico PM-GA 3.44.15.1681 del 29 de julio de 2015 y se aprueba el plan de contingencias presentado por la empresa SERVIPETROLEOS LTDA, identificada con Nit 800054239-7 y se dictan otras disposiciones.","ACTIVO","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"108","3.5.2.11.015.021","SOLUCIONES SUMINISTROS & SERVICIOS EMPRESARIALES S.AS.","CRA 12 # 36-36 CONJUNTO CAMINO REAL 1 INTERIOR 77 - VILLAVICENCIO","681 4842 - 3114561005","Julio.santafe@ssempresariales.com  -  magdalenamedio@sssempresariales.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.015.2287 19/11/2015","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.15.2315 del 15 de octubre de 2015 y se aprueba el plan de contingencias para el manejo, control y transporte de hidrocarburos, derivados y sustancias nocivas de la empresa SOLUCIONES, SUMINISTROS Y SERVICIOS EMPRESARIALES S.A.S","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-",,"-","-","-","-","x","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"109","3.5.2.11.015.048","MULTISOLUCIONES Y SERVICIOS","CRA 33 # 16 - 25 BRR NUEVO RICAUTE","3142761710 - 313236802","multisoluciones.y.servicio@gmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0765 de 17/05/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.1025 del 11 de mayo de 2017 y se aprueba el plan de contingencias para el manejo, control y transporte de mercancía peligrosas, a la empresa MULTISOLUCIONES Y SERVICIOS S.A.S, identificada con Nit 900923512-5","ACTIVO","-","X","-","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"110","3.5.2.11.015.053","CRM S.A.S","CLL 13 # 68D - 76 BOGOTA","7434325","servicioalcliente@crm.com.co adriana.cubides@crm.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0486 de 7/04/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.475 del 07 de marzo de 2017 y se aprueba el plan de contingencias para las operaciones de transporte terrestre en tractocamion al vacio de hidrocarburos, derivados y líquidos en jurisdicción de cormacarena, a la empresa CRM S.A.S, identificada con Nit 900053373-4.","ACTIVO","-","x","-","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"111","3.5.2.11.016.003","TRANSPORTES & SERVICIOS T&S OJ SAS","MZ C, CASA 04 - BARR EL PROGRESO - CASTILLA LA NUEVA","675 1744 - 3208896706","tyojs.as@hotmail.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.0838 de 31/05/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.1152 del 22 de mayo de 2017 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos, derivados, liquidos, sólidos y sustancias nocivas en general en jurisdicción de cormacarena, a la empresa TRANSPORTES Y SERVICIOS T&S OJ S.A.S, identificada con Nit.900485533-1.","ACTIVO","-","x","x","x","x","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","X","X","X","X","X","X","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"112","3.5.2.11.016.006","5 EXPRESS","CRA 34 # 22-38 VILLAVICENCIO","6603164","servicioalcliente@cincoxpress.com lssanchez@cincoxpress.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.12.6.16.1294 21/09/2016","Por medio del cual se acoge el concepto técnico No.PM.GA.3.44.16.1686 del 09 de septiembre de 2016 y se aprueba el plan de contingencias para el transporte terrestre en tractocamiones cisternas de hidrocarburos, derivados y liquidos en general a la empresa 5 EXPRESS SERVICIOS LTDA, identificada con Nit 892100110-8","ACTIVO","-","x","x","x","x","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"113","3.5.2.11.016.038","TRANSPORTES PETROPALMA S.A.S","CRA 86 # 12-75 INT 6 - AV CIUDAD DE CALI. BOGOTA","2928582- 3102668960 - 321 3706406","hseq@petropalma.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS.GJ.1.2.6.17.0951 de 12/06/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.1028 del 11 de mayo de 2017 y se aprueba el plan de contingencias para las operaciones de transporte terrestre de hidrocarburos, derivados y sustancias nocivas, a la empresa TRANSPORTES PETROPALMA S.A.S, identificada con Nit 900540179-0.","ACTIVO","-","x","x","x","x","-","-","x","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"114","3.37.18.013.003","INCINERADOS DEL HUILA","CRA 44 B # 16-67 CASA 13 CONJUNTO EL BUQUE ALTO","681 4955","agenciavillavicencio@incihuila.com.co","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.14.0888 24/06/2014 - PS-GJ.1.2.6.15.1415","Por medio del cual se acoge el concepto Técnico No. PM.GA.3.44.15.1682 del 29 de julio de 2015 y se aprueba ampliación del plan de contingencias para el transporte de residuos peligrosos de la empresa INCINERADOS DEL HUILA S.A E.S.P.","ACTIVO","-","-","x","x","x","-","-","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","x","-","-","-","-","-","-","-","-","-","-","-","x","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"115","3.37.18.2.09.020","IMEC S. A E.S. P","CRA 45A # 15-40 SECTOR BUQUE - VILLAVICENCIO","314 353 7331","Comercial@residuosimec.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.15.1043 30/06/2015","Por medio del cual se acoge el cocnepto técnico No PM-GA 3.44.15.1355 de fecha 25 de junio de 2015, y se aprueba el plan de contingencia presentado por la empresa IMEC S.A E.S.P INGENIERÍA  MEDICIONES, EMISIONES Y CONTROLES identificada con Nit 900018871-2 y se dictan otras disposiciones.","SUSPENDIDO","x","-","-","-","-","-","-","-","-","-","-","x","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","x","-","x","x","-","x","x","x","-","-","-","-","-","-","-","-","x","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"116","3.37.18.09.001","ATP INGENIERIA S.A.S.","CRA 28 A # 3A - 06 CASA C4 CONJUNTO VILLA AMUS","6612912-3164511014","contacto@atpingenieria.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.014.0889 24/06/2014","Por medio del cual se acoge el concepto técnico PM-GA 3.44.14.1352 del 16 de junio de 2014 y se aprueba el plan de contingencia para el transporte de residuos peligrosos a la empresa ATP INGENIERÍA S.A.S, con Nit 813000008-8 en el departamento del Meta.","ACTIVO","-","-","-","-","-","-","-","-","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","X","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"117","5.37.18.07.003","ECOLCIN","CRA 43 No. 11A - 27 BOGOTA","2448698-3689066","Ambiental@ecolcin.com  gerencia@colcin.com","PLAN DE CONTINGENCIA PARA EL TRANSPORTE","PS-GJ.1.2.6.017.1256 24/07/2017","Por medio del cual se acoge el concepto técnico No. PM.GA.3.44.17.974 del 08 de mayo de 2017 y se aprueba el plan de contingencias de transporte de residuos peligrosos, a la empresa ECOLCIN S.A.S, identificada con Nit 900128917-4.","ACTIVO","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","x","-","-","x","-","x","-","x","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
