"dm_institucion_cod_institucion","nombre","ccb_nit_inst","orden","suborden","nivel_institucion","clasificacion_organica","sector","naturaleza_juridica","tipo_institucion","idmunicipio","municipio","iddepartamento","departamento","direccion","fax","email","ccb_telefono","ccb_pagina_web","longitud","latitud","estado_ins","nombre_representante","cargo_representante"
"8484","INSTITUTO DE PROTECCIÓN Y BIENESTAR ANIMAL DE CUNDINAMARCA","901423202-5","Territorial","Departamental","Descentralizado","Ejecutiva","NULL","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Av calle 26 n 51-53 Torre Central piso 4","NULL","www.eliana.ramirez@cundinamarca.gov.co","3014452851","https://NO APLICA","-74.072092","4.710989","Activa","NULL","NULL"
"5434","PERSONERÍA DE SAN BERNARDO","800093437","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","649","SAN BERNARDO","25","Cundinamarca","calle 4 nº 6-02 piso 3","091-8680010","alcaldia@sanbernardo-cundinamarca.gov.co","8680061 3208392561","NO DISPONIBLE","-74.421566","4.179444","Activa","NULL","NULL"
"5415","PERSONERÍA DE RIVERA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","615","RIVERA","41","Huila","VACIA","NULL","NULL","0","NO DISPONIBLE","-75.259436","2.777781","Activa","NULL","NULL"
"3982","EMPRESAS DE PÚBLICAS DE AMAGA SA","900195262","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","030","AMAGÁ","05","Antioquia","Calle 51   50 - 76 Palacio municipal","094-8471375","asesoriasepama@edatel.net.co","8471375 Ext 102-103","NO DISPONIBLE","-75.702277","6.037113","Activa","NULL","NULL"
"2413","CONCEJO DE SABANALARGA -- SABANALARGA, ATLÁNTICO","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","638","SABANALARGA","08","Atlántico","Calle 21 Nº 18-46 Segundo Piso.","NULL","concejo@sabanalarga-atlantico.gov.co","300 805 2131 - 300 839 9056","http://www.sabanalarga-atlantico.gov.co/concejo.shtml","-74.920163","10.632409","Activa","NULL","NULL"
"1910","CONCEJO DE OCAMONTE","890205124","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","498","OCAMONTE","68","Santander","Calle 5 No. 3 49","NULL","concejo@ocamonte-santander.gov.co","7241612","http://www.ocamonte-santander.gov.co/concejo.shtml","-73.122163","6.33978","Activa","NULL","NULL"
"8216","MUSEO CASA DE LA MEMORIA","900857221","Territorial","Municipal","Descentralizado","Ejecutiva","NULL","Establecimiento Público","Adscripción","001","MEDELLÍN","05","Antioquia","Calle 51 #36-66 Parque Bicentenario, Medellín","NULL","contacto@museocasadelamemoria.gov.co","5202020","http://museocasadelamemoria.gov.co/","-75.564574","6.2530471","Activa","NULL","NULL"
"0672","ALCALDÍA DE JERUSALÉN","800004018","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","368","JERUSALÉN","25","Cundinamarca","Palacio Municipal","091-370086","alcaldia@jerusalen-cundinamarca.gov.co","091-8370112","http://www.jerusalen-cundinamarca.gov.co","-74.693204","4.563292","Activa","Salguero Cruz, María Eugenia","Alcalde"
"0027","SUPERINTENDENCIA DE NOTARIADO Y REGISTRO","899999007-0","Nacional","No Aplica","Descentralizado","Ejecutiva","Justicia y del Derecho","Superintendencia con Personería Jurídica","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 26 No. 13-49 Interior 201","091-3282121","oficinaatencionalciudadano@supernotariado.gov.co","328 2121","https://www.supernotariado.gov.co/portalsnr/","-74.072092","4.710989","Activa","NULL","NULL"
"2197","CONCEJO DE ICONONZO","900130843","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","352","ICONONZO","73","Tolima","CARRERA 6 No. 5-57 P.2.","NULL","concejoicononzo@hotmail.com","3112405948","http://www.icononzo-tolima.gov.co/concejo.shtml","-74.531723","4.17645","Activa","NULL","NULL"
"3923","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS - SOATA  EMPOSOATA","800091634","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","753","SOATÁ","15","Boyacá","Cra 4 No. 10 - 47","098-7880189","emposoataesp@latinmail.com","7880189","NO DISPONIBLE","-72.68157","6.336161","Activa","NULL","NULL"
"3176","HOSPITAL  SAN CAMILO DE LELIS  -VEGACHI","800114286","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","858","VEGACHÍ","05","Antioquia","cll 49 n 39 99","094-8305698","vegahs01@edatel.net.co","8305698","NO DISPONIBLE","-74.796476","6.772879","Activa","NULL","NULL"
"0114","ALCALDÍA DE ARMERO GUAYABAL","890700982","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","055","ARMERO","73","Tolima","Carrera 5 Calle 6 Esquina Parque Principal","098-2530163","municipio@armeroguayabal-tolima.gov.co","3203231297-2 530 201","http://www.tolima.gov.co","-74.90489","4.96462","Activa","NULL","NULL"
"1236","ALCALDÍA DE VALLE DE SAN JUAN","800100143","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","854","VALLE DE SAN JUAN","73","Tolima","Carrera 4 No  6 - 20 Centro","098-2885357","contactenos@valledesanjuan-tolima.gov.co","3125035269","http://www.valledesanjuan-tolima.gov.co","-75.116447","4.714815","Activa","NULL","NULL"
"3644","HOSPITAL VITO FASAEL GUTIERREZ PEDRAZA - VALLE DE SAN JUAN","809000383","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","854","VALLE DE SAN JUAN","73","Tolima","Calle 4 No. 4-05 Barrio Centro","098-2885024","marthahdm@hotmail.com","3212303869-2885101","NO DISPONIBLE","-75.116447","4.714815","Activa","NULL","NULL"
"2478","CONCEJO DE SAN PEDRO DE URABA","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","665","SAN PEDRO DE URABA","05","Antioquia","Carrera 50 No 52-114 Barrio El Centro - San Pedro de Urabá","NULL","contactenos@sanpedrodeuraba-antioquia.gov.co","8205300","http://www.sanpedrodeuraba-antioquia.gov.co/concejo.shtml","-76.379729","8.275843","Activa","NULL","NULL"
"2852","HOSPITAL SAN JERONIMO","891079999","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","001","MONTERÍA","23","Córdoba","Carrera 14 No 22-50 BARRIO URBINA MONTERIA CORDOBA","094-7868191","hjeronimom@yahoo.com","7919137 extensión 370","NO DISPONIBLE","-75.878535","8.750983","Activa","NULL","NULL"
"5654","PERSONERÍA DE INZA","800004741","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","355","INZÁ","19","Cauca","Centro Administrativo Municipal de Inzá, Barrio El Centro, Inzá","092-8252556","alcaldiadeinza@yahoo.es","3203480986","http://www.inzacauca.gov.co","-76.06517","2.55168","Activa","NULL","NULL"
"0305","INSTITUTO CARO Y CUERVO","899999096-6","Nacional","No Aplica","Descentralizado","Ejecutiva","Cultura","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Calle 10 No 4 - 69 - Sede Centro  Km 24 Autopista Norte - Sede Yerbabuena","3422121","talentohumano@caroycuervo.gov.co","3422121","http://www.caroycuervo.gov.co","-74.072092","4.710989","Activa","NULL","NULL"
"0057","ALCALDÍA DE AGUADA SANTANDER","890210928","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","013","AGUADA","68","Santander","Carrera 2 No. 2-14","098-9999999","contactenos@aguada-santander.gov.co","57+7) 756 55 18","NO DISPONIBLE","-73.522394","6.161729","Activa","NULL","NULL"
"5061","PERSONERÍA DE CUNDAY","800100052-4","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","226","CUNDAY","73","Tolima","carrera 5 calle 5 palacio municipal","NULL","persocunday@hotmail.com","098-2477019","http://www.cunday-tolima.gov.co/Personeria.shtml","-74.69189","4.060503","Activa","NULL","NULL"
"5951","PERSONERÍA DE SANTA CRUZ DE MOMPÓX","NULL","Territorial","Distrital","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Distrital","No Aplica","468","MOMPÓS","13","Bolívar","PALACIO DE SAN CARLOS-SANTA CRUZ DE MOMPOX","NULL","presidenciaconcejomompox@hotmail.com","3135400714","NO DISPONIBLE","-74.424496","9.240146","Activa","NULL","NULL"
"3140","HOSPITAL  OCTAVIO OLIVARES","890985810","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","585","PUERTO NARE","05","Antioquia","Pto Nare","094-8347033","germanpastorcontador@hotmail.com","8347172","NO DISPONIBLE","-74.59968","6.2053","Activa","NULL","NULL"
"6216","UNIDAD ADMINISTRATIVA ESPECIAL DE CATASTRO DISTRITAL","900127768","Territorial","Distrital","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 30 No.25-90 Piso 11 Torre A","091-2696747","nlugo@catastrobogota.gov.co","2347600 Extensión 7036","http://www.catastrobogota.gov.co","-74.072092","4.710989","Activa","NULL","NULL"
"2844","HOSPITAL RAUL OREJUELA BUENO","815000319","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","520","PALMIRA","76","Valle del Cauca","Calle 36#39-75","NULL","hosrobpal@uniweb.net.co","2733327 - 2743419","NO DISPONIBLE","-76.297166","3.537972","Activa","NULL","NULL"
"3359","HOSPITAL ALVARO RAMIREZ GONZALEZ SAN MARTIN","824000441","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","770","SAN MARTÍN","20","Cesar","KRA 9-20C-106 CENTRO","095-5548319","hargese@yahoo.es","5548319","NO DISPONIBLE","-73.512792","8.004107","Activa","NULL","NULL"
"3011","CENTRO DE SALUD SAN FRANCISCO JAVIER - MARGARITA - BOLIVAR","806011298","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","440","MARGARITA","13","Bolívar","Calle Principal de Margarita","(5)-6823194","NULL","(5)-6823194","NO DISPONIBLE","-74.280513","9.166368","Activa","NULL","NULL"
"1233","ALCALDÍA DE VALDIVIA","890981106","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","854","VALDIVIA","05","Antioquia","Cra 9  #  8 - 14 Palacio Municipal","094-8360246","contactenos@valdivia-antioquia.gov.co
alcaldia@valdivia-antioquia.gov.co","8360246","http://www.valdivia-antioquia.gov.co","-75.39215","7.29117","Activa","NULL","NULL"
"5406","PERSONERÍA DE RESTREPO -- RESTREPO, VALLE DEL CAUCA","891902191","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","606","RESTREPO","76","Valle del Cauca","Carrera 11 No.  9 - 47","092-2521198,2522760","doguela@hotmail.com","252 2760 - 2521173 - 2521198","http://www.restrepo-valle.gov.co","-76.52047","3.82172","Activa","NULL","NULL"
"4053","EMPRESA DE TELECOMUNICACIONES DE SANTA FE DE BOGOTA S.A.","899999115","Territorial","Distrital","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","001","BOGOTÁ","11","Bogotá D.C","Carrera 8  20 - 00 piso 9","071-2818682","luz.padillar@etb.com.co","071-2422787,2422868","http://www.etb.com.co/","-74.072092","4.710989","Activa","NULL","NULL"
"5256","PERSONERÍA DE GUATICA","891480025","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","318","GUÁTICA","66","Risaralda","Calle 8 No. 6-20 Guática","096-3539676","alcaldia.guatica@risaralda.gov.co","3539010 - 3216421807","NO DISPONIBLE","-75.799407","5.316428","Activa","NULL","NULL"
"5751","PERSONERÍA DE MORELIA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","479","MORELIA","18","Caquetá","VACIA","NULL","NULL","4301125.","NO DISPONIBLE","-75.723179","1.485694","Activa","NULL","NULL"
"1715","CONCEJO DE ARGELIA -- ARGELIA, CAUCA","891500725","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","050","ARGELIA","19","Cauca","Calle 2da No 1-02 Barrio la Gloria.","092-8204394","alcaldia@argelia-cauca.gov.co","328399036","NO DISPONIBLE","-77.249334","2.25575","Activa","NULL","NULL"
"5379","PERSONERÍA DE POPAYAN","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","001","POPAYÁN","19","Cauca","VACIA","NULL","NULL","0","NO DISPONIBLE","-76.614739","2.444814","Activa","NULL","NULL"
"4039","EMPRESA DE SERVICIOS PUBLICOS DOMICILIARIOS DEL MUNICIPIO DE PACHOM.P.","832006409","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","513","PACHO","25","Cundinamarca","carrera 16 No 7-29","091-9999999","esppachocundinamarca@yahoo.es","8542506","NO DISPONIBLE","-74.152868","5.137918","Activa","NULL","NULL"
"5392","PERSONERÍA DE PUERTO INIRIDA","NULL","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","001","INÍRIDA","94","Guainía","VACIA","NULL","NULL","0","NO DISPONIBLE","-67.923917","3.868297","Activa","NULL","NULL"
"0234","INSTITUTO NACIONAL DE VIGILANCIA DE MEDICAMENTOS Y ALIMENTOS","830000167-2","Nacional","No Aplica","Descentralizado","Ejecutiva","Salud y Protección Social","Establecimiento Público","Adscripción","001","BOGOTÁ","11","Bogotá D.C","Carrera 10 No. 64 - 28","NULL","contactenos@invima.gov.co","7422121","https://www.invima.gov.co/","-74.072092","4.710989","Activa","ALDANA BULA, JULIO CESAR","Gerente, Presidente O Director General O Nacional De Entidad Descentralizada Ó D"
"3849","EMPRESA DE SERVICIOS PUBLICOS REGIONAL DE OCCIDENTE SA","900130596","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas de Servicios Públicos Domiciliarios - Oficiales","Vinculación","656","SAN JERÓNIMO","05","Antioquia","Carrera 11  22A - 63","094-8580236","edwin_jimenez_occidente@edatel.net.co","8580296","NO DISPONIBLE","-75.728159","6.442513","Activa","NULL","NULL"
"8334","FONDO DE DESARROLLO LOCAL TUNJUELITO BOGOTÁ","NULL","Territorial","Distrital","Descentralizado","Ejecutiva","NULL","Fondo Cuenta con Personería Jurídica","Vinculación","001","BOGOTÁ","11","Bogotá D.C","VACIA","NULL","NULL","000","NO DISPONIBLE","-74.072092","4.710989","Activa","NULL","NULL"
"4391","GOBERNACIÓN DE ANTIOQUIA","890900286-0","Territorial","Departamental","Central","Ejecutiva","No Aplica","Gobernación","Adscripción","001","MEDELLÍN","05","Antioquia","Calle 42B Número 52- 106 Centro Administrativo Departamental ""José María Córdova""","3839476","gobernaciondeantioquia@antioquia.gov.co","3839000 - 4099000 - 018000419000  4099000","http://www.antioquia.gov.co","-75.564574","6.2530471","Activa","NULL","NULL"
"2346","CONCEJO DE PELAYA","NULL","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","550","PELAYA","20","Cesar","Carrera 8 No 9-105 Barrio San Bernardo-Pelaya","NULL","concejo@pelaya-cesar.gov.co","57 5 290022","http://www.pelaya-cesar.gov.co/concejo.shtml","-73.666377","8.688031","Activa","NULL","NULL"
"2799","CENTRO DE SALUD SAMPUES","900208532","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","670","SAMPUÉS","70","Sucre","Calle 21 No. 24-37 Barrio Millan Vargas","301-4570825","NULL","2838139","NO DISPONIBLE","-75.381105","9.18357","Activa","NULL","NULL"
"4344","FONDO MIXTO DE PROMOCION DE LA CULTURA Y LAS ARTES - GUAJIRA","800230023","Territorial","Distrital","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","RIOHACHA","44","La Guajira","VACIA","NULL","NULL","NULL","NO DISPONIBLE","-72.916784","11.538415","Activa","NULL","NULL"
"2771","EMPRESA SOCIAL DEL ESTADO CAMU MUNICIPIO DE MOÑITOS","812003455","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Empresas Sociales del Estado","Vinculación","500","MOÑITOS","23","Córdoba","CRA 3 N 23 C-11","094-7606767","ceatein@Gmail.com","7606206 7606767","NO DISPONIBLE","-76.130784","9.246772","Activa","NULL","NULL"
"1179","ALCALDÍA DE TENZA","800019709","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","798","TENZA","15","Boyacá","Calle 5 No. 5 - 57","0","alcaldia@tenza-boyaca.gov.co","987527177","http://tenza-boyaca.gov.co","-73.421476","5.077311","Activa","NULL","NULL"
"0784","ALCALDÍA DE MONTERREY","891857824","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","162","MONTERREY","85","Casanare","carrera 6 N0 15-72","098-986249724","mupmonterrey@hotmail.com","916249890","http://monterrey-casanare.gov.co","-72.893364","4.875246","Activa","NULL","NULL"
"0288","ALCALDÍA DE CORRALES","891855748","Territorial","Municipal","Central","Ejecutiva","No Aplica","Alcaldía","Adscripción","215","CORRALES","15","Boyacá","CALLE 8 3-40","098-7777000","cmarcelaagudelo@yahoo.es
contactenos@corrales-boyaca.gov.co","7777000","http://corrales-boyaca.gov.co","-72.844945","5.828674","Activa","NULL","NULL"
"4194","EMPRESA DE RENOVACIÓN Y DESARROLLO URBANO  DE MANIZALES S.A.S.","810000319","Territorial","Municipal","Descentralizado","Ejecutiva","No Aplica","Establecimiento Público","Adscripción","001","MANIZALES","17","Caldas","Calle 19 21 - 44 Piso 7","096-8720531","comunicaciones@erum.gov.co
jcquintero@infimanizales.com","8720531","http://erum.manizales.gov.co/bajasuiza.php","-75.513817","5.070275","Activa","NULL","NULL"
"2567","CONCEJO DE TOCAIMA","800093439","Territorial","Municipal","No Aplica","Corporaciones administrativas","No Aplica","Concejo Municipal","No Aplica","815","TOCAIMA","25","Cundinamarca","Calle 5 Carrera 9 Esquina","091-8340061","alcaldia@tibacuy-cundinamarca.gov.co","8367629","http://www.tocaima-cundinamarca.gov.co","-74.633923","4.457055","Activa","NULL","NULL"
"5683","PERSONERÍA DE ROBLES (LA PAZ)","824002432","Territorial","Municipal","No Aplica","Organismos de control y vigilancia","No Aplica","Personeria Municipal","No Aplica","621","LA PAZ","20","Cesar","cra 9a Nº 6-36","NULL","joaquinandrade99@hotmail.com","3017544604","NO DISPONIBLE","-73.55458","9.83319","Activa","NULL","NULL"
