"resource_id","resource_name","resource_url","description","archived","format","type","runtime","subject_areas","authoring_organization","intended_audiences","record_modified","resource_revised"
"L002401112","Common Data Elements: Standardizing Data Collection","https://www.nlm.nih.gov/oet/ed/cde/tutorial/index.html","Making research data Findable, Accessible, Interoperable and Reusable (FAIR) starts well before data collection. Designing studies with common data elements (CDEs) can enable data sharing and reuse. Librarians and other information professionals have an important role in educating and assisting researchers in the use of CDEs. Whether you are a research data librarian or assist researchers in finding sources, this one-hour, self-paced course from the National Library of Medicine can help you understand how you can support the use of common data elements (CDEs) in creating FAIR data.","false","HTML","Site","60","Common Data Elements (CDE)","Office of Engagement and Training","User; Trainer","2021-09-16T00:00:00.000","2021-09-15T00:00:00.000"
"L00610080","Connecting to a Database using MetamorphoSys","https://www.nlm.nih.gov/research/umls/user_education/quick_tours/MMSys/Connect_MMSYS_Dbs.html","A video tutorial describing how to configure UMLS's MetamorphoSys tool to connect to a database.","false","MP4 Video","Video Tutorial","2","Unified Medical Language System (UMLS); Terminology","UMLS Team, LO/BSD/MMS","User; Trainer","2021-01-25T00:00:00.000","2017-01-10T00:00:00.000"
"L002581112","Consejos para usar PubMed | Tips for Using PubMed (Spanish version for editing)","https://www.nlm.nih.gov/oet/ed/pubmed/handouts/Tips_for_Using_PubMed_Factsheet_2021_Spanish-508.docx","A two-page handout on the very basics of PubMed. Spanish version for editing.","false","MS Word","Course Materials",,"PubMed","Office of Engagement and Training","User; Trainer","2021-12-16T00:00:00.000","2021-11-30T00:00:00.000"
"L002582112","Consejos para usar PubMed | Tips for Using PubMed (Spanish)","https://www.nlm.nih.gov/oet/ed/pubmed/handouts/Tips_for_Using_PubMed_Factsheet_2021_Spanish-508.pdf","A two-page handout on the very basics of PubMed. Spanish version.","false","PDF","Pamphlet",,"PubMed","Office of Engagement and Training","User; Trainer","2021-12-16T00:00:00.000","2021-11-30T00:00:00.000"
"L002362112","Consumer Health Collection Management - On Demand","https://nnlm.gov/training/class-catalog/consumer-health-collection-management-demand","This 4 credit-hour, on-demand class reviews collection management principles and resources for health-related collections in public libraries. Watch a recorded presentation and complete 2 assignments to evaluate your own library's health collection, and consider how you can improve your health related materials to better serve your community. Includes a downloadable list of health information resources in .html and .docx format to customize for your library. Expect to spend up to 4 hours learning through videos and activities.","false","HTML","On-Demand Course","240","Consumer Health; Data Management","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2021-10-01T00:00:00.000"
"L001574112","Containerization for Reproducible Bioinformatics Research","https://www.youtube.com/watch?v=gQ2PcxyzW7s","As computational work becomes increasingly embedded in biomedical research practices, computational reproducibility has become an issue of increasing importance. Computational reproducibility requires that other researchers are able to deploy and use software and analysis workflows in their own computing environments. Platforms like Docker and Singularity allow the creation and configuration of software containers, which can be distributed and deployed across a range of systems. This lecture, presented by Steve Tsang, gives an introductory overview of containerization and how containers can facilitate reproducible bioinformatics research, providing examples from the NCI Cloud Resources and various hackathons.","false","MP4 Video","YouTube Video",,"Bioinformatics","Training Team, NCBI","User","2020-06-18T00:00:00.000","2018-09-07T00:00:00.000"
"L001141112","Continuity of Operations (COOP) Planning","https://www.nlm.nih.gov/dis_courses/coop/index.html","This course defines and describes continuity of operations (COOP) planning and why it is important for libraries to have a continuity plan in case of emergencies. This course also provides a one-page continuity plan template with instructions that librarians or information specialists can use to develop their own plan.","false","HTML","Tutorial","240","Disasters and Emergencies","National Library of Medicine","User","2019-11-06T00:00:00.000","2019-10-21T00:00:00.000"
"L002781112","Creating an NIH or NSF Biosketch with SciENcv for Delegates & Grant Specialists","https://www.nlm.nih.gov/oet/ed/ncbi/2022_01_biosketch.html","A key step in preparing an NIH or NSF grant proposal is the preparation of biosketch and financial support documents. These contain critical information used in the proposal review process. NCBI has created Account Tools to assist in the creation and production of these documents for both agencies. This workshop was designed to help staff who have been delegated to manage the proposal development process with specific task-based, hands-on activities.  In this workshop you will learn: What information is needed to become a delegate How to use My Bibliography to create and store a reference list How to create and export an NIH or NSH biosketch and other award support document using SciENcv","false","HTML","Webinar Source Page",,"Public Access; NCBI Workshops","Training Team, NCBI","User","2022-02-18T00:00:00.000","2022-01-27T00:00:00.000"
"L002382112","Customize the MSA Viewer to Make Analysis Easier","https://www.youtube.com/watch?v=ILAoBRE9eSA","This video demonstrates several new and popular features, including the ability to change data columns, hide selected rows, analyze polymorphisms, and more.","false","MP4 Video","YouTube Video","5","My NCBI; Other","Training Team, NCBI","User; Trainer","2021-09-13T00:00:00.000","2021-08-16T00:00:00.000"
"L002661112","DOCLINE Winter Webinar","https://www.nlm.nih.gov/oet/ed/docline/docline_winter_update_2021.html","The webinar will provide a brief overview of new DOCLINE features and improvements, discuss the 2022 development roadmap, and answer user questions.","false","MP4 Video","Webinar","44","DOCLINE; Other","Network of the National Library of Medicine","User; Trainer","2022-01-04T00:00:00.000","2021-12-27T00:00:00.000"
"L003222112","DailyMed","https://lor.nnlm.gov/op/op.Download_Share.php?documentid=4232","A source for U.S. Food and Drug Administration (FDA) labeling for drugs and other products. This brief guide to DailyMed is designed to quickly orient people who do outreach and training about the resource: Who uses it, for what, and how. The guide also includes teaching examples and alternative resources.","false","PDF","Pamphlet",,"Public Health","National Library of Medicine","Trainer","2022-08-17T00:00:00.000","2022-08-12T00:00:00.000"
"L000967112","Data Discovery in PMC and PubMed","https://www.nlm.nih.gov/oet/ed/pmc/pmc.html","In this presentation, Kathryn Funk, the Program Manager from PubMed Central, discusses how the NLM literature databases can support data discovery.","false","MP4 Video","Webinar","9","PubMed; PubMed Central; Data Management; Data Science","Office of Engagement and Training","User","2021-03-23T00:00:00.000","2019-05-02T00:00:00.000"
"L002363112","Data Literacy for the Busy Librarian","https://nnlm.gov/training/class-catalog/data-literacy-busy-librarian-1","This 2-week, 4 credit-hour, self-paced online class looks at foundational data management skills with an emphasis on key topics relating to Data Management Plans (DMPs), understanding standards and metadata in a biomedical context, identifying appropriate biomedical data repositories, understanding data sharing and data citation, and knowing and applying best practices in data visualization. Qualifies for MLA Data Services Specialization.","false","HTML","On-Demand Course",,"Data Management","Network of the National Library of Medicine","User; Trainer","2022-02-18T00:00:00.000","2022-02-14T00:00:00.000"
"L000892112","Development and Testing of Digital Health Approaches to Promote Health Behavior Change","https://www.youtube.com/watch?v=5xAhIr0f1QU&feature=youtu.be","Dr. Sheats will provide an overview on how mobile technologies can be used to improve individual obesity and chronic disease-related health behaviors. To complement this work she will also share how technology can be used to identify and assess features of the environment that promote or hinder healthy behaviors. The research presented will specifically focus on two studies conducted in New Orleans, Louisiana with African American adults. Findings from the studies highlight: 1) the development and feasibility of using mobile health technologies to promote healthy behaviors among this population; and 2) the utility of mobile technology-based assessments of the built environment in New Orleans, LA.Speaker Bio: Dr. Jylana L. Sheats is an Assistant Professor at the Tulane University School of Public Health and Tropical Medicine's Department of Global Community Health and Behavioral Sciences Nutrition Section. Over the past decade, a major thrust of her work has been identifying the channels through which psychosocial, community, environmental (built, policy) and contextual factors influence obesity-related behaviors (i.e., eating, physical activity). Prior to Tulane, Dr. Sheats completed a cardiovascular disease prevention post-doctoral research fellowship and subsequent research associate position at the Stanford School of Medicine, Stanford Prevention Research Center, Healthy Aging Research and Technology Solutions Lab. Dr. Sheats received her doctoral degree in health behavior from Indiana University School of Public Health-Blooming; Master of Public Health degree from Tulane University School of Public Health and Tropical Medicine; and Bachelor of Arts degree in Psychology from Spelman College.","false","MP4 Video","Webinar","50","Public Health","Network of the National Library of Medicine","User; Trainer","2020-05-28T00:00:00.000","2019-03-14T00:00:00.000"
