"name","description","feature","year","classification","latitude","longitude","location"
"Wotherspoon Close","Catherine Wotherspoon (1909-1978) was a pioneer teacher and was said to have been the first child born in Beverly before it became a town. She taught school in the public system for nearly 35 years, starting first at a classroom located inside the Beverly Town Hall, then teaching at Beacon Heights and later at Lawton Junior High. Wotherspoon was well known for her artistic talent and in 1977 was named to the Alberta Society of Artists. The road was originally named ""Weatherspoon"" Close, a misspelling of Wotherspoon's name that was soon corrected.","Road","1989",,"53.4787582","-113.6473008","POINT (-113.6473008 53.4787582)"
"Ozerna Park","This park is in the Ozerna neighbourhood and has an area of 2.45 ha. See Ozerna.","Park","1995",,"53.621218","-113.4501052","POINT (-113.4501052 53.621218)"
"Wilkin Place","See Wilkin Close.","Road","1988",,"53.4948629","-113.6073871","POINT (-113.6073871 53.4948629)"
"Winterburn Industrial","The name of Winterburn likely originates from old English, meaning ""a stream dry except in winter."" Local tradition, however, connects Winterburn with the burning off of muskeg in the winter. The Winterburn Industrial area was settled in the late 1800s; a post office was opened in 1904. The name was established through local usage long before its formal adoption in 1982.","Area","CU",,"53.5531987","-113.6785432","POINT (-113.6785432 53.5531987)"
"Donsdale Drive","See Donsdale.","Road","1997",,"53.4864046","-113.6311082","POINT (-113.6311082 53.4864046)"
"Kirkpatrick Crescent","George R.F. Kirkpatrick (1868-1943) was the manager of Edmonton's first bank. He was born in Ontario and in 1891 came to Edmonton to open a branch of the Imperial Bank of Canada. He remained bank manager until his retirement in 1936. From 1892 to 1898, Kirkpatrick was also Edmonton's first town treasurer.","Road","1980",,"53.4807296","-113.4012185","POINT (-113.4012185 53.4807296)"
"Veterans' Park","This park, a triangular area of land at the top of Bellamy Hill road, commemorates Canadian veterans who lost their lives in the service of their country. Before the cenotaph was moved to City Hall in June 1978, Remembrance Day ceremonies were held at this location. Veterans' Park is in the Downtown neighbourhood and has an area of 0.1 ha.","Park","1981",,"53.6123455","-113.511581","POINT (-113.511581 53.6123455)"
"Capilano Ravine","See Capilano.","Ravine","CU","Commemorative (Locations in British Columbia)","53.5428686","-113.4471702","POINT (-113.4471702 53.5428686)"
"Reid Close","Scottish-born Richard Gavin Reid (1879-1980) was the premier of Alberta from 1934 to 1935. He was appointed premier following the resignation of John E. Brownlee. Reid was then defeated at the provincial general election of 1935 by William Aberhart's Social Credit Party. Reid came to Canada from Scotland in 1903 and began homesteading in Alberta a year later. He was elected to the Alberta Legislature in 1921 and, over the next 13 years, held several portfolios for the United Farmers of Alberta party. During WWII, Reid worked for the mobilization board. At the age of 70, he became the librarian for Canadian Utilities. Reid served on the Edmonton Historical Board and was an honorary life member of the Edmonton Library Association. He did not retire until reaching the age of 95 and died at the age of 101.","Road","1986",,"53.4721312","-113.5908938","POINT (-113.5908938 53.4721312)"
"Airport Road","This road serves as the access and service road to the Edmonton City Centre Airport.","Road","1963","Descriptive","53.3087445","-113.5502682","POINT (-113.5502682 53.3087445)"
"McKenzie Ravine","Kenneth W. MacKenzie was an early Edmontonian and the city's first mayor. MacKenzie, a school teacher, arrived in Edmonton in 1895. He was elected mayor in 1900 and again in 1904, the first year of Edmonton's incorporation as a city. The official name of this ravine was misspelled, and has never been corrected. The McKenzie Ravine separates the Crestwood and Parkview neighbourhoods.","Ravine","1956",,"53.529683","-113.5642342","POINT (-113.5642342 53.529683)"
"Stewart Crescent","Charles Stewart (1868-1946) was premier of Alberta and served in the federal government for almost two decades. Before moving west in 1904, Stewart and his wife, Jane Russell Sneath, farmed in their home province of Ontario. In 1905, the family homesteaded on a farm in Killam, Alberta. Stewart also supported the family by working as a stonemason, bricklayer and real estate agent. In 1909 he took the Liberal Party nomination for the Sedgewick district and won the seat in the next two elections, in 1913 and 1917. After Premier Arthur L. Sifton resigned in 1917, Stewart was appointed premier. He held the position until his resignation in 1921 and then joined the federal government. From 1921 to 1926 he was minister of the Interior and Mines and general superintendent of Indian Affairs. Between 1921 and 1923, Stewart was also the acting minister of Immigration and Colonization. In 1922, with the federal Liberal Party holding no seats in Alberta, Stewart was elected in a by- election as member of parliament for Argenteuil, Québec. In 1926 and again in 1930 he won the House of Commons seat for Edmonton West. Stewart was defeated in the 1935 election when he ran as a Liberal candidate for Jasper-Edson. He continued to be active in the government, however, and in 1936 was appointed chairman of the Canadian Section of the International Joint Commission. In 1938 he was named chairman of the Canadian Section of the British Columbia-Yukon-Alaska Highway Commission.","Road","2000",,"53.422807","-113.4706984","POINT (-113.4706984 53.422807)"
"Glastonbury Boulevard","See Glastonbury.","Road","1998",,"53.5023432","-113.6784702","POINT (-113.6784702 53.5023432)"
"Blue Quill Point","See Blue Quill subdivision.","Road","1987","Commemorative (local)","53.4606659","-113.5456492","POINT (-113.5456492 53.4606659)"
"Conway Farrell Park","Conway McAllister Grey Farrell (1898-1988) was an early bush pilot and a veteran who served with both the Royal Flying Corps and Royal Canadian Air Force (RCAF), receiving the Distinguished Flying Cross. After the WWI, ""Con"" Farrell attended the University of Manitoba. In 1928 Farrell joined Western Canada Airways and was in charge of instruction at Winnipeg. Between 1929 and 1931 he flew airmail out of Edmonton to Regina and Lethbridge. As a bush pilot, he was considered one of the ""birdmen of the north.""In WWII, Farrell served as the first commanding officer of the Northwest Staging Route of the RCAF between Edmonton and Calgary. After the war he joined Canadian Pacific Airlines and worked at Dawson City, in Japan as superintendent of the Oriental service, and later as superintendent of the British Columbia district. The 0.30-ha. Conway Farrell Park is located within the Edmonton City Centre Airport, on the site where the RCAF's administration building was located during WWII.","Park","2000",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Running Creek Lane","This road was named for the former neighbourhood of Running Creek, now part of the Twin Brooks neighbourhood. Running Creek is a descriptive name, relating to its location near Blackmud Creek.","Road","1990",,"53.438771","-113.514098","POINT (-113.514098 53.438771)"
"Fairway Drive","This name is descriptive; Fairway Drive runs alongside the Derrick Golf and Country Club.","Road","1963",,"53.4692773","-113.5488596","POINT (-113.5488596 53.4692773)"
"Tomlinson Square","See Tomlinson Common.","Road","1997",,"53.4517107","-113.5861992","POINT (-113.5861992 53.4517107)"
"McLean Crescent","See McLean Court.","Road","2002",,"53.42637","-113.526278","POINT (-113.526278 53.42637)"
"Gateway Park","The site represents a gateway to the city because of its location and function. Gateway Park offers tourist information services, an oil industry interpretive centre and park area. The original derrick from Imperial Leduc No. 1, the starting point of Alberta's oil boom in 1947, has been reassembled on this site. Gateway Park has an area of 9.58 ha.","Park","1986",,"53.4119389","-113.498862","POINT (-113.498862 53.4119389)"
"James Kidney Park","James Kidney (b. 1909) was a dedicated community volunteer. He was born in Edmonton and served in WWII. In 1954 he moved to the Eastwood neighbourhood and became active in the community league, organizing hockey games and ice shows. Kidney served as president of the Eastwood Community League for 10 years and oversaw construction of the community hall. The James Kidney Park is in the Eastwood neighbourhood and has an area of 0.33 ha.","Park","1995",,"53.571445","-113.4599846","POINT (-113.4599846 53.571445)"
"Guthrie Ravine","Paul Guthrie (1904-1993) was a pioneer oilman, rancher and horse breeder. Guthrie was born in Michigan and came to Canada with his parents in 1910, settling near Edgerton. In 1922 he helped build Lloydminster's first gas well and, 25 years later, after oil was discovered in Leduc, set up Leduc's first independent oil well. Later, Guthrie's company discovered oil near Valleyview. After his retirement from the oil field, Guthrie established a ranch and bred Polish Arabian horses. The Guthrie Ravine is located on property he once owned.","Ravine","1982",,"53.544389","-113.4909267","POINT (-113.4909267 53.544389)"
"Cumberland Road","See Cumberland.","Road","1984",,"53.6076041","-113.5501567","POINT (-113.5501567 53.6076041)"
"Proctor Wynd","Katherine Allison Procter was a lifetime member of the Canadian Red Cross and held senior positions in both the Red Cross and the Victorian Order of Nurses. Procter served as vice-president of the Edmonton branch and vice-president of the Alberta division, president and secretary of the Victorian Order of Nurses, commissioner of the Girl Guides for northern Alberta and honorary president of the Junior Hospital League. In 1946 she became the second woman to receive an honorary doctorate from the University of Alberta. The road named in her honour-Proctor Wynd-was misspelled.","Road","1990",,"53.518296","-113.677631","POINT (-113.677631 53.518296)"
