"building_number","public_asset_name","address","known_asbestos","asbestos_management_plan_in_place","latitude","longitude","location","geometry_point"
"471","Fort Edmonton Building #4 - Horse Stable 1","6601 - 148 Street NW 1846 Fort","No","Yes","53.5660463","-113.4714522","
,  
(53.5660463, -113.4714522)","POINT (-113.4714522 53.5660463)"
"819","South Campus LRT Substation","6460 - 113 Street NW","No","Yes","53.5017524999999","-113.5275642","
,  
(53.5017524999999, -113.5275642)","POINT (-113.5275642 53.5017524999999)"
"359","Ambleside Yard Quonset-Garage","14550 Ellerslie Road SW","No","Yes","53.4251853","-113.5736297","
,  
(53.4251853, -113.5736297)","POINT (-113.5736297 53.4251853)"
"853","Edmonton Valley Zoo #9 - Quonset Hut South","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"936","William Nixon #1 - Training Building","12950 - 9 Street NE","No","Yes","53.588095","-113.334348","
,  
(53.588095, -113.334348)","POINT (-113.334348 53.588095)"
"658","Northwest Transit Yard - Scale House","14402 - 114 Avenue NW","No","Yes","53.5639841","-113.5720468","
,  
(53.5639841, -113.5720468)","POINT (-113.5720468 53.5639841)"
"367","Borden Park House Office","7515 - 113A Avenue NW","No","Yes","53.5626709999999","-113.515853","
,  
(53.5626709999999, -113.515853)","POINT (-113.515853 53.5626709999999)"
"885","Edmonton Valley Zoo #48 - Ungulate Building","13315 - Buena Vista Road NW","No","Yes","53.5109217","-113.5564743","
,  
(53.5109217, -113.5564743)","POINT (-113.5564743 53.5109217)"
"663","Old Man Creek - Office","53551 Range Rd 231 (Cloverbar Rd)","No","Yes",,,,
"619","LRT Tunnels North","Downtown, North Underground","No","Yes","53.5412858","-113.4906625","
,  
(53.5412858, -113.4906625)","POINT (-113.4906625 53.5412858)"
"526","Fort Edmonton Building #64 - Ramsay's Garage","6601 - 148 Street NW 1905 St.","No","Yes","53.5852417","-113.5742684","
,  
(53.5852417, -113.5742684)","POINT (-113.5742684 53.5852417)"
"381","Castle Downs Pavilion","11524 - 153 Avenue NW","No","Yes","53.6169008","-113.5205075","
,  
(53.6169008, -113.5205075)","POINT (-113.5205075 53.6169008)"
"52","Commercial Leased Building","12608-Fort Road NW","No","Yes","53.5842091","-113.4455645","
,  
(53.5842091, -113.4455645)","POINT (-113.4455645 53.5842091)"
