"companyname","address1","address2","city","state","zipcode","website","contact1","phone1","fax1","email1","contracttitle","mwbecertified","vetservdisabled","delawarevendor","contracturl","expiredate","geocoded_location","awarded_vendor","count"
"Sunstates Security, LLC","801 Corporate Center Dr.","Suite 110","Raleigh","NC","27607","www.sunstatessecurity.com","Carol Lescas","302-652-4282",,"CLescas@SunstatesSecurity.com","Security Officer Services - Unarmed","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/725","2022-09-30T00:00:00.000","801 Corporate Center Dr.
Raleigh, NC 27607
(35.793436, -78.739375)","Y","1"
"Sonoma Technology, Inc.","1450 N. McDowell Blvd.","Suite 200","Petaluma","CA","94954-6515","sonomatech.com","Patrick H. Zahn","707-665-9900","707-665-9800","pzahn@sonomatech.com","Air Quality Forecasting for Delaware","N","N","N","http://mmp.delaware.gov/Contracts/Details/4017","2022-09-30T00:00:00.000","1450 N. McDowell Blvd.
Petaluma, CA 94954-6515
(38.279489, -122.671021)","Y","1"
"J Arthur OP&C LLC","22988 Park Avenue",,"Georgetown","DE","19947",,"Joseph Hughes","302-242-8997",,"joseph.hughes1@outlook.com","Project Coordination Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/1275","2022-09-30T00:00:00.000","22988 Park Avenue
Georgetown, DE 19947
(38.6944, -75.344745)","Y","1"
"Atlantic Emergency Solutions Inc","144 Freedom Boulevard",,"Yorktown","VA","23692","www.atlanticemergency.com","Brian Bashista","302-736-3616",,"bbashista@atlanticemergency.com","DSP Command Vehicle","N","N","N","http://mmp.delaware.gov/Contracts/Details/5352","2022-09-30T00:00:00.000","144 Freedom Boulevard
Yorktown, VA 23692
(37.17669, -76.473616)","Y","1"
"Premium Brand Holdings Corp dba Maid-Rite Specialty Foods Inc","105 Keystone Industrial Park",,"Dunmore","PA","18512","https://www.mr-specialty.com/","Susan Hartung","570-343-4748 (165)","570-969-2878","shartung@mr-specialty.com","Commodity Beef Processsing Frozen Ground Beef","N","N","N","http://mmp.delaware.gov/Contracts/Details/3144","2022-09-30T00:00:00.000","105 Keystone Industrial Park
Dunmore, PA 18512
(41.434568, -75.612699)","Y","1"
"Career Team","964 Justison Street",,"Wilmington","DE","19801",,"Dana Fenwick","302-654-2833",,"dana@careerteam.com","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","964 Justison Street
Wilmington, DE 19801
(39.731923, -75.562152)","Y","1"
"Harvest Community Development Corporation","2205 West Lancaster Avenue",,"Wilmington","DE","19805",,"Dr. Raymond Williams","302-654-2613",,"rwilliams@hcade.org","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","2205 West Lancaster Avenue
Wilmington, DE 19805
(39.748195, -75.577893)","Y","1"
"Dual School","1313 North Market Street",,"Wilmington","DE","19805",,"Zachary Jones","302-273-8935",,"zack@dualschool.com","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","1313 North Market Street
Wilmington, DE 19805
(39.748794, -75.545611)","Y","1"
"Network Connect LLC","207 West Holly Oak Road",,"Wilmington","DE","19809",,"Cierra Hall","443-882-1850",,"cierrahall@networkconnect.org","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","207 West Holly Oak Road
Wilmington, DE 19809
(39.787429, -75.482181)","Y","1"
"Pathways of Delaware","101 Rogers Road Suite 102",,"Wilmington","DE","19801",,"Moriel McDuffy","302-573-5073",,"Moriel.Mcduffy@pathways.com","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","101 Rogers Road Suite 102
Wilmington, DE 19801
(39.71835, -75.554233)","Y","1"
"Wilmington Placemakers Inc","800 North Tatnall Street",,"Wilmington","DE","19801",,"Jason Aviles","646-824-3767",,"wilmingtongreenbox@gmail.com","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","800 North Tatnall Street
Wilmington, DE 19801
(39.744504, -75.551385)","Y","1"
"Futures First Gaming","300 MLK Jr Boulevard","Floor 2 Suite 4","Wilmington","DE","19801",,"Stephen Sye","856-491-0665",,"stephen@futuresfirstgaming.com","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000",,"Y","1"
"Addus Healthcare Inc - HHA","1675 South State Street Suite 4C",,"Dover","DE","19901",,"Robert Nelson","302-424-4842",,"RNelson@addus.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","1675 South State Street Suite 4C
Dover, DE 19901
(39.128542, -75.518502)","Y","1"
"Addus Healthcare Inc - PASA","1675 South State Street Room A",,"Dover","DE","19901",,"Stephanie MacCracken","302-222-7087",,"SMacCracken@addus.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","1675 South State Street Room A
Dover, DE 19901
(39.128542, -75.518502)","Y","1"
"Bayada Home Health Care Inc","655 South Bay Road Suite 1G",,"Dover","DE","19901",,"Bradley Needham","302-655-1333",,"bneedham@bayada.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","655 South Bay Road Suite 1G
Dover, DE 19901
(39.149472, -75.503256)","Y","1"
"Comfort Care at Home Inc","260 Chapman Road Suite 200 A",,"Newark","DE","19702",,"Adwoa Tina Brew","302-737-8078",,"abrew@comfortcare-home.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","260 Chapman Road Suite 200 A
Newark, DE 19702
(39.668077, -75.673683)","Y","1"
"Epic Healthcare dba Aveanna Healthcare","107 NE Front Street Suite 107",,"Milford","DE","19963",,"Bobby Jones","302-504-4101",,"Bobby.Jones@aveanna.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","107 NE Front Street Suite 107
Milford, DE 19963
(38.914675, -75.426934)","Y","1"
"Four Seasons Healthcare LLC","229 North Main Street Suite 204",,"Smyrna","DE","19977",,"Richard Koster","484-366-3119",,"rkoster@four-health.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","229 North Main Street Suite 204
Smyrna, DE 19977
(39.303247, -75.609874)","Y","1"
"Interim Healthcare of Delaware LLC","100 South Main Street Suite 203",,"Smyrna","DE","19977",,"Janice Pereira","302-804-0359",,"jpereira@interimde.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","100 South Main Street Suite 203
Smyrna, DE 19977
(39.299409, -75.604284)","Y","1"
"Interim Personal Care and Support LLC","100 South Main Street Suite 203",,"Smyrna","DE","19977",,"Janice Pereira","302-804-0359",,"jpereira@interimde.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","100 South Main Street Suite 203
Smyrna, DE 19977
(39.299409, -75.604284)","Y","1"
"Quinn Miller Group Inc","34 Germay Drive",,"Wilmington","DE","19804",,"Robert J Quinn Jr","302-738-6400",,"robertquinn@quinnmillergroup.us","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","34 Germay Drive
Wilmington, DE 19804
(39.72627, -75.578796)","Y","1"
"Lieske E2E Home Health Care Inc","874 Walker Road Suite D-1",,"Dover","DE","19904",,"Diana Velazquez","302-757-4147",,"dvelazquez@shorecareofdelaware.com","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","874 Walker Road Suite D-1
Dover, DE 19904
(39.16982, -75.544567)","Y","1"
"Solution On-Call Services LLC","19 Lambsons Lane Suite 108-B",,"New Castle","DE","19720",,"Dorothy Jones-Britton","302-353-4328",,"sosinfor@verizon.net","Personal Care Service","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5397","2022-09-30T00:00:00.000","19 Lambsons Lane Suite 108-B
New Castle, DE 19720
(39.70431, -75.548246)","Y","1"
"Edgenuity Inc","8860 East Chaparral Road Suite 100",,"Scottsdale","AZ","85250",,"Kelly Staniec","480-675-7284 (1122)","480-423-0213","bids@edgenuity.com","Web Based Education Program","N","N","N","http://mmp.delaware.gov/Contracts/Details/5405","2022-09-30T00:00:00.000","8860 East Chaparral Road Suite 100
Scottsdale, AZ 85250
(33.509383, -111.890721)","Y","1"
"Easterseals of Delaware & Maryland Eastern Shore","61 Corporate Circle",,"New Castle","DE","19720",,"Jane Schuler","302-324-4444",,"jschuler@esdel.org","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","61 Corporate Circle
New Castle, DE 19720
(39.684479, -75.615246)","Y","1"
"Service Source Delaware","13 Reads Way",,"New Castle","DE","19720",,"Cindy Sterling","302-765-1232",,"cindy.sterling@servicesource.org","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","13 Reads Way
New Castle, DE 19720
(39.689431, -75.610706)","Y","1"
"Merakey","2 Penns Way Suite 200",,"New Castle","DE","19720",,"Maggie Giles","225-316-5050",,"maggie.giles@merakey.org","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","2 Penns Way Suite 200
New Castle, DE 19720
(39.68616, -75.60922)","Y","1"
"Central Baptist Community Development Corporation","839 N Pine Street",,"Wilmington","DE","19801",,"Bernice Dunton","302-660-8124",,"bdunton@centralbaptistcdc.org","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","839 N Pine Street
Wilmington, DE 19801
(39.741888, -75.542369)","Y","1"
"Humanitys Kitchen","1900 N Tatnall Street",,"Wilmington","DE","19802",,"Rick Carter","302-444-8609",,"rcarter@humanityskitchen.org","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","1900 N Tatnall Street
Wilmington, DE 19802
(39.752427, -75.543176)","Y","1"
"Navigate Employment, Transition Community","55 Loockerman Plaza # 1684",,"Dover","DE","19903",,"Felicia Aline","302-853-0046",,"Felicia@NaviGateETC.com","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","55 Loockerman Plaza # 1684
Dover, DE 19903
(39.158788, -75.521665)","Y","1"
"University of Delaware (Discover)","461 Wyoming Road",,"Newark","DE","19702",,"Rebecca Jewell","302-831-7550",,"rajewell@udel.edu","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","461 Wyoming Road
Newark, DE 19702
(39.675941, -75.736669)","Y","1"
"Independent Resources Inc","6 Denny Road Suite 205",,"Wilmington","DE","19809",,"Marsha Nowotny","302-536-1407",,"mnowotny@iri-de.org","Pre-Employment Transition Services (PRE-ETS)","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","6 Denny Road Suite 205
Wilmington, DE 19809
(39.754653, -75.506112)","Y","1"
"Eastern States Construction","702 First State Boulevard",,"Wilmington","DE","19804",,"Terence Gleason","302-995-2259 (113)","302-229-2460","tgleason@eastern-states.net","Highlands Elementary School Pavement Rehabilitation","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5622","2022-09-30T00:00:00.000","702 First State Boulevard
Wilmington, DE 19804
(39.708315, -75.638614)","Y","1"
"A-Del Construction Company Inc","10 Adel Drive",,"Newark","DE","19702","www.a-del.com","Rob Kemske II","302-453-8286 (116)",,"rkemske@a-del.com","Forest Oak Elementary School Pavement Rehabilitation","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5620","2022-09-30T00:00:00.000","10 Adel Drive
Newark, DE 19702
(39.655854, -75.698526)","Y","1"
"Reybold Construction Group","116 East Scotland Drive",,"Bear","DE","19701",,"Pat McNelis","302-388-6712","302-392-4491","pmcnelis@reybold.com","Cab Calloway School of the Arts Pavement Rehabilitation","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5619","2022-09-30T00:00:00.000","116 East Scotland Drive
Bear, DE 19701
(39.610929, -75.703897)","Y","1"
"Career Team","250 State Street","Suite C","North Haven","CT","06473","https://careerteam.com","Anthony Terlizzi","347-306-0180",,"anthony@careerteam.com","TANF Services for Adults","N","N","N","http://mmp.delaware.gov/Contracts/Details/5152","2022-09-30T00:00:00.000","250 State Street
North Haven, CT 06473
(41.377179, -72.882388)","Y","1"
"The Challenge Program","1124 East 7th Street",,"Wilmington","DE","19801",,"Kimberlee Solcomb","302-655-0945",,"kimberlee@challengeprogram.org","Employment and Training Third Party Partner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5448","2022-09-30T00:00:00.000","1124 East 7th Street
Wilmington, DE 19801
(39.737789, -75.536556)","Y","1"
"Davis Bowen & Friedel Inc","1 Park Place",,"Milford","DE","19963",,"Mike Wheedleton","302-424-1441",,"mwh@dbfinc.com","DNG_SRM_AE, DANG Statewide Sustainment, Restoration and Modernization Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5191","2022-09-30T00:00:00.000","1 Park Place
Milford, DE 19963
(38.512777, -75.105056)","Y","1"
"Parent Information Center of Delaware","6 Larch Avenue Suite 404",,"Wilmington","DE","19804","picofdel.org","Meedra Surratte","302-999-7394",,"msurratte@picofdel.org","Family SHADE Initiative for Children and Youth with Special Needs","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5217","2022-09-30T00:00:00.000","6 Larch Avenue Suite 404
Wilmington, DE 19804
(39.715205, -75.602384)","Y","1"
"Business Interface Workforce Solutions LLC","800 North King Street","Plaza Level","Wilmington","DE","19801","http://www.bfacellc.com","Rodney Carroll","302-660-7123",,"rcarroll@bfacellc.com","TANF Services for Adults","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5152","2022-09-30T00:00:00.000","800 North King Street
Wilmington, DE 19801
(39.743316, -75.548205)","Y","1"
"Ferguson Enterprises Inc","2000 Maryland Avenue",,"Wilmington","DE","19805","www.ferguson.com","Dwayne Graham","302-747-2032","302-730-3632","dwayne.graham@ferguson.com","HVAC Components, Parts and Filters","N","N","Y","http://mmp.delaware.gov/Contracts/Details/4188","2022-09-30T00:00:00.000","2000 Maryland Avenue
Wilmington, DE 19805
(39.733087, -75.577973)","Y","1"
"Marling's, Inc.","710 Wilmington Road",,"Wilmington","DE","19720","www.MarlingsWaterRemoval.com","Alfonse J. Lugano","302-824-8585","302-325-2064","Alfonse@MarlingsWaterRemoval.com","Fire and Water Damage Remediation Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/924","2022-09-30T00:00:00.000","710 Wilmington Road
Wilmington, DE 19720
(39.669134, -75.560815)","Y","1"
"Unlimited Restoration, Inc.","130 Hickman Road","Suite 28","Claymont","DE","19703","www.urinow.com","Susanne T. Sabatino","302-943-3085 (Direct)","302-449-1816","ssabatino@urinow.com","Fire and Water Damage Remediation Services","N","N","Y","http://mmp.delaware.gov/Contracts/Details/924","2022-09-30T00:00:00.000","130 Hickman Road
Claymont, DE 19703
(39.817066, -75.445578)","Y","1"
"Tetra Tech Inc","240 Continental Drive","Suite 200","Newark","DE","19713","https://www.tetratech.com","Michael Berninger","302-738-7551",,"michael.berninger@tetratech.com","DNG_SRM_AE, DANG Statewide Sustainment, Restoration and Modernization Program","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5191","2022-09-30T00:00:00.000","240 Continental Drive
Newark, DE 19713
(39.686284, -75.660651)","Y","1"
"Community Integrated Services Inc","18 West Main Street",,"Middletown","DE","19709",,"Sandra Hanley","302-376-8259",,"sandi.hanley@cisworks.org","Pre-Employment Transition Services (PRE-ETS)","Y","N","Y","http://mmp.delaware.gov/Contracts/Details/5427","2022-09-30T00:00:00.000","18 West Main Street
Middletown, DE 19709
(39.449641, -75.717542)","Y","1"
"CTA Roofing and Waterproofing, Inc.","91 Blue Hen Drive",,"Newark","DE","19713","mark@ctaroofing.com","Mark Cribb","302-454-8551","302-628-4385","Mark@ctaroofing.com","LFSD North Elementary Roof Recover","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5398","2022-10-01T00:00:00.000","91 Blue Hen Drive
Newark, DE 19713
(39.65368, -75.734786)","Y","1"
"Central Florida Yamaha, Inc.","730 US Hwy. 27 N.",,"Lake Placid","FL","33852",,"Adam Hess","863-232-5661, Ext. 107","863-465-7233","sales@cfyamaha.com","Inboard and Outboard Engines, Marine Diesel Propulsion Engines","N","N","N","http://mmp.delaware.gov/Contracts/Details/4407","2022-10-03T00:00:00.000","730 US Hwy. 27 N.
Lake Placid, FL 33852
(27.308322, -81.358776)","Y","1"
"Mumford & Miller Concrete Inc","1005 Industrial Drive",,"Middletown","DE","19709",,"No Primary Contact Listed","000-000-0000",,,"SAVANNAH ROAD SIDEWALK IMPROVEMENTS","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5231","2022-10-04T00:00:00.000","1005 Industrial Drive
Middletown, DE 19709
(39.437667, -75.720419)","Y","1"
"Quality Associates, Inc.","11850 West Market Place","Suite P","Fulton","MD","20759","www.qualityassociatesimc.com","Tiffani Mitchell","410-884-9100","410-884-9122","tmitchell@qualityassociatesinc.com","Archive Scanner","N","N","Y","http://mmp.delaware.gov/Contracts/Details/11","2022-10-08T00:00:00.000","11850 West Market Place
Fulton, MD 20759
(39.150753, -76.911081)","Y","1"
"Magneto Mechanical Inc","834 Whitebird Drive",,"Middletown","DE","19709",,"Richard R Masi","215-872-3252",,"rich@magnetomechanical.com","Ghert Building Gas Conversion","N","N","Y","http://mmp.delaware.gov/Contracts/Details/5335","2022-10-08T00:00:00.000","834 Whitebird Drive
Middletown, DE 19709
(39.476237, -75.634183)","Y","1"
"Traffic Lines, Inc.","5100 Asbury Road",,"Farmingdale","NJ","07727",,"Mark Sergeant","732-919-3100","732-919-3101","trafficlines@gmail.com","Epoxy Pavement Markings (District II) KC&SC, Open End, 18-21","N","N","N","http://mmp.delaware.gov/Contracts/Details/4240","2022-10-09T00:00:00.000","5100 Asbury Road
Farmingdale, NJ 07727
(40.219116, -74.133445)","Y","1"
