"permitnumber","projectname","owneroperator","project_location","datereceived","projecttype","delegateagency","permitstatuscode","latitude","longitude","estimatedarea","constructcounty","geocoded_location"
"2692","The Home Depot - Millville","The Home Depot USA Inc","SR 17 BETWEEN BURBAGE ROAD AND SR 26","2007-12-20T00:00:00.000","Commercial","DE DNREC - Watershed Stewardship","Closed","38.544167","-75.129167","16.30","Sussex","(38.544167, -75.129167)"
"3726","ALLEN FREAR ELEMENTARY SCHOOL",,"238 SORGHUM MILL ROAD","2011-05-27T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.103889","-75.500278","4.00",,"(39.103889, -75.500278)"
"0431","Delaware Solid Waste Authority Cherry Island Improvements","Delaware Solid Waste Authority","Cherry Island Landfill","2002-09-11T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.743889","-75.509167","7.31","New Castle","(39.743889, -75.509167)"
"2374","Duneside at Baywood - Phase 12","Baywood LLC","Route 5 and Route 24","2007-03-12T00:00:00.000","Residential","Sussex Conservation District","Active","38.653717","-75.202400","29.12",,"(38.653717, -75.2024)"
"1010","The Preserve at Ocean View","Ruggiero Development Group, LLC","Northeast of intersection of Central Avenue (Rd 84) and Cedar Drive (Road 349A)","2003-12-29T00:00:00.000","Residential","Sussex Conservation District","Closed","38.133333","-75.112500","4.30","Sussex","(38.133333, -75.1125)"
"6165","287 East Main Street","Lang Development Group","287 East Main Street","2020-03-02T07:57:00.000","Comm/Residential","City Of Newark","Closed","39.683353","-75.741453","1.17","New Castle","(39.683353, -75.741453)"
"0926","Smyrna Harley Davidson","NOSAM, LLC","Lot C - Gateway North - Phase 2","2003-10-22T00:00:00.000","Commercial","Kent Conservation District","Closed","39.275000","-75.591667","8.70","Kent","(39.275, -75.591667)"
"3901","INNER CITY CULTURAL LEAGUE/DOVER CULTURAL CENTER","INNER CITY CULTURAL LEAGUE/DOVER CULTURAL CENTER","39 SOUTH WEST STREET","2012-01-18T00:00:00.000","Other","Kent Conservation District","Closed","39.158889","-75.532500","0.57","Kent","(39.158889, -75.5325)"
"2775","Milford Central Academy Phase 1-Athletic Fields & Phase 2","Milford School District","1019 North Walnut Street","2008-03-06T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.927150","-75.430980","55.50","Kent","(38.92715, -75.43098)"
"0691","Barry Joseph Office Building","Circle J Ventures, LLC","Intersection of Old Laurel Road and Mulberry Street","2003-05-09T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.680556","-75.391667","1.10","Sussex","(38.680556, -75.391667)"
"1272","Middletown Corporate Center","Corrado American Inc","Summit Bridge Road","2004-08-04T00:00:00.000","Commercial","Middletown (Town Of)","Closed","39.481667","-75.723333","13.00","New Castle","(39.481667, -75.723333)"
"5719","STAR CAMPUS ROADWAYS INSPIRATION BLVD AND AVE 1743","1743 HOLDINGS, LLC.","STAR CAMPUS UD","2018-04-13T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Closed","39.664444","-75.760833","2.80",,"(39.664444, -75.760833)"
"5742","TREASURE BEACH PHASE 1 IMPROVEMENTS","ADKINS INC. DBA TREASURE BEACH RV PARKS","37921 LIGHTHOUSE ROAD","2018-05-14T00:00:00.000","Commercial","Sussex Conservation District","Active","38.462222","-75.077500","1.70",,"(38.462222, -75.0775)"
"2760","Avebury","Hurdle Property Joint Venture LLC","Northwest Corner of Hollyville and Harmony Cemetery Road","2008-02-28T00:00:00.000","Residential","Sussex Conservation District","Active","38.646244","-75.255035","59.00",,"(38.646244, -75.255035)"
"0316","All Saints Cemetery","DNREC","6001 Kirkwood Highway","2002-06-17T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.716667","-75.683056","6.70","New Castle","(39.716667, -75.683056)"
"1858","Thornberry Crossings","COOL TRAC FARMS LLC","SE OF SOPHERS ROW WEST OF 113A","2005-12-21T00:00:00.000","Residential","Kent Conservation District","Closed","39.054167","-75.475000","24.50","Kent","(39.054167, -75.475)"
"2022","Blood Bank of Delmarva","Blood Bank Of Delmarva","221 Saulsbury Road","2006-06-09T00:00:00.000","Commercial","Kent Conservation District","Closed","39.900000","-75.320000","1.06",,"(39.9, -75.32)"
"3189","Hickory Hollow Subdivision","Brenford Holdings","Brenford Road","2009-05-26T00:00:00.000","Residential","Kent Conservation District","Closed","39.271035","-75.598554","99.30","Kent","(39.271035, -75.598554)"
"6558","Leisure Point Recreation Campground Expansion","Sun Leisure Point Resort LLC","25491 Dogwood Lane","2021-10-13T08:48:00.000","Commercial","Sussex Conservation District","Active","38.631159","-75.163907","8.00","Sussex","(38.631159, -75.163907)"
"4000","SSS Clutch Company, Inc.","SSS Clutch Company, Inc","east of intersection of W. Basin Rd and Jay Drive","2012-06-07T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.686389","-75.593056","0.40","New Castle","(39.686389, -75.593056)"
"3236","ARRA Water Main Upgrades","City of Seaford","Westview Community, Stein Hwy and Brideville Hwy.","2009-07-21T00:00:00.000","Municipal","Sussex Conservation District","Closed","38.645278","-75.629722","1.94","Sussex","(38.645278, -75.629722)"
"6225","FMC Stine Research Center Building S320 Expansion","KBR","1090 Elkton Road","2020-06-16T15:06:00.000","Industrial","New Castle County Department of Land Use","Closed","39.666280","-75.787020","1.20","New Castle","(39.66628, -75.78702)"
"0552","Woods at Walls Creek","S&M Ventures","Sussex County RD 318","2003-01-23T00:00:00.000","Residential","Sussex Conservation District","Closed","38.658056","-75.343889","55.63","Sussex","(38.658056, -75.343889)"
"5986","T201407602 BR 1-350 N&S on SR 1 over Lewes/Rehoboth Canal","Delaware Department of Transportation","SR 1 Over Lewes/Rehoboth Canal","2019-05-17T11:23:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Active","38.708611","-75.093055","2.20","Sussex","(38.708611, -75.093055)"
"5774","Holiday Inn Express at Midway","Rehoboth Midway Hospitality, LLC.","Rehoboth Delaware","2018-07-02T00:00:00.000","Commercial","Sussex Conservation District","Active","38.735746","-75.137230","1.89",,"(38.735746, -75.13723)"
"6039","Dover Police Department Impound Lot","City of Dover","401 West Water Street","2019-08-02T10:05:00.000","Municipal","Kent Conservation District","Closed","39.153881","-75.528761","0.90","Kent","(39.153881, -75.528761)"
"1563","The Estates of Morris Mill","Morris Mill Pond","Sussex County Road 48 (Zoar Road)","2005-04-06T00:00:00.000","Residential","Sussex Conservation District","Closed","38.633333","-75.316667","24.25",,"(38.633333, -75.316667)"
"3384","Brandywine School District - Lombardy Elementary School","Brandywine School District","Foulk & Simon Roads","2010-03-15T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.785000","-75.534722","4.50","New Castle","(39.785, -75.534722)"
"4029","DR BUNTING DENTAL OFFICE","4 BLAINE LLC","INDEPENDENCE COMMONS BUSINESS PARK","2012-07-30T00:00:00.000","Commercial","Kent Conservation District","Closed","38.933000","-75.455600","1.40","Kent","(38.933, -75.4556)"
"3018","Naamans Ridge","Nam Real Estate Corporation","Naamans Road at Ridge Road","2008-11-18T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.812222","-75.443889","0.80","New Castle","(39.812222, -75.443889)"
"1760","Plantation Lakes Sewage Pumping Station","Lencraft LLC","Old Landing Road & Iron Branch Road","2005-09-29T00:00:00.000","Municipal","Sussex Conservation District","Closed","39.886944","-75.996667","4.60","Sussex","(39.886944, -75.996667)"
"3928","COMMONWEALTH TRUST PROPERTY","COMMONWEALTH TRUST CO TRUSTEE","TOWN OF MIDDLETOWN ON INDUSTRIAL DRIVE","2012-02-21T00:00:00.000","Industrial","Middletown (Town Of)","Active","39.434167","-75.721111","21.50",,"(39.434167, -75.721111)"
"3098","Route 13 Interceptor","City of Dover - Public Utilities Department","Route 13 between West Rustic Lane and Delaware State Univ.","2009-01-29T00:00:00.000","Municipal","Kent Conservation District","Closed","39.190556","-75.552778","6.30","Kent","(39.190556, -75.552778)"
"6676","Visitor Contact Station - Prime Hook National Wildlife Refuge","U. S. Fish and Wildlife Service","Turkle Pond Road","2022-03-18T09:09:00.000","Federal","DE DNREC - Watershed Stewardship","Active","38.814923","-75.254391","1.50","Sussex","(38.814923, -75.254391)"
"4096","CVS PHARMACY","JEM X LLC","NW CORNER E CHESTNUT HILL & MARROWS ROAD","2012-10-18T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.663325","-75.727230","1.60","New Castle","(39.663325, -75.72723)"
"0678","DTC Mid-County Maintenance Facility","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Bear","2003-05-01T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.575000","-75.658333","20.30","New Castle","(39.575, -75.658333)"
"5703","ST HELENS CROSSING","Parker, James","MONROE STREET","2018-03-21T00:00:00.000","Residential","Sussex Conservation District","Closed","38.590720","-75.299038","2.00",,"(38.59072, -75.299038)"
"5899","SR273 RED MILL ROAD INTERSECTION IMPROVEMENTS","DELAWARE DEPARTMENT OF TRANSPORTATION","OGLETOWN ROAD SR273","2018-11-15T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","39.682778","-75.698611","3.10","New Castle","(39.682778, -75.698611)"
"1301","Parcel B 7th Street Peninsula","The Putnam Group","Industrial Street","2004-09-27T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","39.736944","-75.527778","3.20","New Castle","(39.736944, -75.527778)"
"1522","Sussex Health Care & Professional Complex Office Building","Sussex Health Care & Professional Complex","Northeast corner of US 113 (Millsboro) and Old Landing Road","2005-03-10T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.584167","-75.292500","0.60","Sussex","(38.584167, -75.2925)"
"6626","Middletown Storage","The Reybold Group","0 Summit Bridge Road","2022-02-01T08:32:00.000","Commercial","Middletown (Town Of)","Active","39.464133","-75.722352","10.56","New Castle","(39.464133, -75.722352)"
"0211","Silver Woods","Thornton, Robert","Bethany Beach","2002-03-12T00:00:00.000","Residential","Sussex Conservation District","Closed","38.516667","-75.100000","20.00","Sussex","(38.516667, -75.1)"
"0811","Phoebe Sachs Subdivision","Sachs, Catherine P","Collins Street and Coulter Street","2003-08-14T00:00:00.000","Residential","Sussex Conservation District","Closed","38.775000","-75.308333","1.12","Sussex","(38.775, -75.308333)"
"4585","ESNG WEST DOVER CONNECTOR","EASTERN SHORE NATURAL GAS COMPANY","WEST NORTH STREET IN ODVER TO US 13 & CHARLES POLK BLVD","2014-04-08T00:00:00.000","Utility","DE DNREC - Watershed Stewardship","Closed","39.130200","-75.548000","1.50","Kent","(39.1302, -75.548)"
"3339","Historic Red Clay Valley Inc.","HISTORIC RED CLAY VALLEY, INC.","End of Kiamensi Street & Railroad Avenue","2010-01-06T00:00:00.000","Commercial","New Castle County Department of Land Use","Closed","39.729444","-75.629167","0.80",,"(39.729444, -75.629167)"
"0420","Rose Gate West","Gulfstream Development, Inc","West Side of West Avenue South of Route 26","2002-09-03T00:00:00.000","Residential","Sussex Conservation District","Closed","38.550000","-75.083333","2.90","Sussex","(38.55, -75.083333)"
"1689","Delaware Federal Credit Union - Milford Branch","KDA Holdings Inc","Intersection of Jeff Gordon Blvd and Masten Circle","2005-07-27T00:00:00.000","Commercial","Kent Conservation District","Closed","38.953056","-75.440000","1.50","Kent","(38.953056, -75.44)"
"4064","Beebe Medical Center - School of Nursing","Beebe Medical Center, Inc.","Lewes, DE","2012-09-13T00:00:00.000","Commercial","Sussex Conservation District","Closed","38.772708","-75.143901","0.70","Sussex","(38.772708, -75.143901)"
"4092","US 13 AT CARPENTER BRIDGE ROAD - T200900801","Delaware Department of Transportation","CARPENTER BRIDGE ROAD","2012-10-17T00:00:00.000","DelDOT","Delaware (State of) Department of Transportation - Highway Operations Field Serv","Closed","38.937500","-75.565000","7.50","Kent","(38.9375, -75.565)"
"6407","3162 DuPont Parkway","McCormick, Caren","3162 DUPONT PARKWAY","2021-03-12T09:25:00.000","Commercial","New Castle County Department of Land Use","Active","39.446969","-75.663477","1.20","New Castle","(39.446969, -75.663477)"
"5608","MAPLE BRANCH POULTRY FARM","MAPLE FARM, LLC.","550 SW OF THE INTERSECTION OF MPALE BRANCH ROAD AND WILLEYS LANE","2017-11-06T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.751950","-75.460367","22.10",,"(38.75195, -75.460367)"
"4921","KNOLLAC ACRES SECTION II","VAND I PROPERTIES","EAST OF DE ROUTE 1 SOUTH OF MILFORD","2015-07-16T00:00:00.000","Residential","Sussex Conservation District","Active","38.897600","-75.387900","68.87",,"(38.8976, -75.3879)"
"6249","MillerMetal Fabrication Facility","MillerMetal Fabrication, Inc.","8500 Newton Rd","2020-07-27T08:02:00.000","Commercial","Sussex Conservation District","Active","38.759208","-75.598732","9.40","Sussex","(38.759208, -75.598732)"
"6454","Fishers Cove","Burke & Rutecki, LLC","SW End Rodney Avenue, 307' SW/Pilottown Road","2021-05-12T08:04:00.000","Residential","Sussex Conservation District","Active","38.781708","-75.158774","9.60","Sussex","(38.781708, -75.158774)"
"5329","Gator & Associates, LLC.","Grant, James","586 Milford-Harrington Highway","2016-11-01T00:00:00.000","Commercial","Kent Conservation District","Closed","38.922236","-75.451903","0.20",,"(38.922236, -75.451903)"
"5732","SUSSEX COUNTY SPORTS COMPLEX","SUSSEX SPORTS CENTER FOUNDATIONS, LLC.","SAND HILL ROAD 2267 FEET NORTH OF SEASHORE HWY","2018-05-01T00:00:00.000","Other","Sussex Conservation District","Active","38.703800","-75.372800","57.20",,"(38.7038, -75.3728)"
"5534","CEDAR CREEK POULTRY FARM COMPLEX","JOEL S. PETERMAN - CEDAR CREEK MARKETS INC","SOUTH SIDE OF SAPP ROAD 550 FT EAST OF BUCKS ROAD","2017-07-27T00:00:00.000","Ag Structures","Sussex Conservation District","Active","38.912663","-75.386910","16.80",,"(38.912663, -75.38691)"
"5766","THE HOPE CENTER","MARINERS BETHEL UNITED METHODIST CHURCH","81 CENTRAL AVENUE","2018-06-25T00:00:00.000","Other","DE DNREC - Watershed Stewardship","Active","38.543056","-75.093056","3.70",,"(38.543056, -75.093056)"
"3408","WT Chipman Middle School","Lake Forest School District","Park Brown Road","2010-04-19T00:00:00.000","State","DE DNREC - Watershed Stewardship","Closed","38.929444","-75.582222","10.90","Kent","(38.929444, -75.582222)"
"1723","Smyrna Health & Wellness Center","Payne, Tom","Northeast Corner of Main & South Street","2005-09-13T00:00:00.000","Commercial","Kent Conservation District","Closed","39.300000","-75.604167","4.10","New Castle","(39.3, -75.604167)"
"5123","SYSTEM RELIABILITY PROJECT - DOVER LOOP","EASTERN SHORE NATURAL GAS COMPANY","NORTH DOVER BEGIN TO WYOMING END","2016-03-10T00:00:00.000","Utility","DE DNREC - Watershed Stewardship","Closed","39.160556","-75.580000","48.40","Kent","(39.160556, -75.58)"
"5423","MARSHYHOPE TAX DITCH MAINTENANCE DIPOUT","MARSHYHOPE TAX DITCH","MAIN CHANNEL STA. 535+00 TO 541+00","2017-03-03T00:00:00.000","Tax Ditch/Maintenance","DE DNREC - Watershed Stewardship","Closed","38.914743","-75.640245","1.97","Kent","(38.914743, -75.640245)"
"6257","Milo's Haven","Norman, Stephen","34702 Cider Lane","2020-08-07T12:02:00.000","Residential","Sussex Conservation District","Active","38.515916","-75.129684","41.30","Sussex","(38.515916, -75.129684)"
"2393","Animal Inn","Warren, Gayle","Seeneytown Road","2007-03-26T00:00:00.000","Commercial","Kent Conservation District","Closed","39.216667","-75.625000","4.90","Kent","(39.216667, -75.625)"
"3745","Cinderberry Estates RRPC","County Bank c/o George, Miles & Buhr","Frankenberry Drive and Silverberry Street","2011-06-30T00:00:00.000","Residential","Sussex Conservation District","Closed","38.678611","-75.390278","17.90","Sussex","(38.678611, -75.390278)"
"5493","CHESTNUT HILL PRESERVE","TAC CHESTNUT HILL, LLC.","487 EAST CHESTNUT HILL ROAD","2017-05-16T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.665200","-75.711950","54.80",,"(39.6652, -75.71195)"
"2642","Delaware Industrial Park Parcels 16 & 19","Eriksen","725 Dawson Drive","2007-10-24T00:00:00.000","Industrial","New Castle County Department of Land Use","Closed","39.650556","-75.730278","0.90","New Castle","(39.650556, -75.730278)"
"3214","Goldsborough Farm","Harley Development, LLC.","Appoquinimink Hundred","2009-06-30T00:00:00.000","Residential","New Castle County Department of Land Use","Active","39.418056","-75.647500","56.00",,"(39.418056, -75.6475)"
