"fiscal_year","fiscal_month","check_date","org","org_desc","object","object_desc","fund","fund_desc","payee","amount","payment_id","check_status","check_number","inv_number","char_code","char_code_desc","payment_type","vendor_no","goal_category"
"2018","11","2018-08-16T00:00:00.000","270000","NEIGHBORHOOD SERVICES ADMIN","6215","PRINTING AND BINDING SERVICES","100","GENERAL","ENCON SYSTEMS, INC","25.15","234111","CLEARED",,"79751","62","CONTRACTUAL SERVICES","PRINT","1152",
"2018","6","2018-03-20T00:00:00.000","213000","SCHOOL RESOURCE OFFICERS","6283","UNIFORM CLEANING","100","GENERAL","C-MAI ENTERPRISES, INC","272.51","214591","CLEARED",,"03-01-2018","62","CONTRACTUAL SERVICES","PRINT","223",
"2016","11","2016-08-23T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6108","SMALL TOOLS AND EQUIP","100","GENERAL","LOWES COMPANIES, INC.","215.44","140515","CLEARED",,"64599-1","61","SUPPLIES","PRINT","2665",
"2016","6","2016-03-29T00:00:00.000","251000","HEALTH CLINIC","6101","OFFICE SUPPLIES","100","GENERAL","EMPLOYEE EXPENSE","110.25","123916","CLEARED",,"1089","61","SUPPLIES","PRINT","999998",
"2021","11","2021-08-23T00:00:00.000","153218","UTILITY BILLING","6290","OTHER CONTRACTUAL SERVICES","4000","WATER SEWER OPERATING","UTILITY REFUND","250","376801","CLEARED",,"Account 101540","62","CONTRACTUAL SERVICES","PRINT","999993",
"2019","2","2018-12-04T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","248054","CLEARED",,"JP1115180021","62","CONTRACTUAL SERVICES","PRINT","999994",
"2016","10","2016-08-02T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","LOWES COMPANIES, INC.","5.52","137177","CLEARED",,"64750-072516","62","CONTRACTUAL SERVICES","PRINT","2665",
"2017","10","2017-07-27T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6257","VISION HEALTH CLAIMS","6000","GROUP MEDICAL INSURANCE","FIDELITY SECURITY LIFE INSURANCE COMPANY","10009.98","183571","CLEARED",,"163231320","62","CONTRACTUAL SERVICES","PRINT","8222",
"2021","8","2021-05-13T00:00:00.000","501000","LIBRARY NORTH BRANCH","6156","AUDIOVISUAL SUPPLIES","100","GENERAL","BAKER & TAYLOR","43.18","363034","CLEARED",,"T24024600","61","SUPPLIES","EFT","4387",
"2017","8","2017-05-18T00:00:00.000","604000","RECREATION SERVICES ADMIN","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","0.75","174905","CLEARED",,"8283513086","61","SUPPLIES","EFT","4917",
"2020","8","2020-05-05T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","24.75","316131","CLEARED",,"828 3885266","61","SUPPLIES","EFT","4917",
"2019","8","2019-05-30T00:00:00.000","405000","EQUIPMENT SERVICES","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","GO GREEN TIRE LLC","1476.3","271419","CLEARED",,"2072","62","CONTRACTUAL SERVICES","EFT","6330",
"2018","12","2018-09-18T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MCINTYRE CASA VIEW WRECKER","100","238812","CLEARED",,"21968","62","CONTRACTUAL SERVICES","PRINT","2850",
"2017","6","2017-03-14T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","77.86","165726","CLEARED",,"67748","62","CONTRACTUAL SERVICES","PRINT","2665",
"2020","5","2020-02-18T00:00:00.000","404515","STREET & ALLEY REPAIR","6277","MAINTENANCE OF INFRASTRUCTURE","100","GENERAL","OLDCASTLE MATERIALS TEXAS, INC.","369.6","305620","CLEARED",,"200848579","62","CONTRACTUAL SERVICES","PRINT","1926",
"2016","1","2015-10-29T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","DFW VISUALS & SIGNS LLC","250","102793","CLEARED",,"2-83433",,"BALANCE SHEET ACCOUNT","PRINT","7177",
"2018","6","2018-03-13T00:00:00.000","701000","RESERVE APPROPRIATION","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","ISI COMMERCIAL REFRIGERATION, INC.","11615.62","213931","CLEARED",,"3048229","61","SUPPLIES","PRINT","2036",
"2020","12","2020-10-01T00:00:00.000","404515","STREET & ALLEY REPAIR","6080","OTHER PERSONAL SERVICES","100","GENERAL","RUSHMORE CORPORATION","999.18","334371","CLEARED",,"1021385","60","PERSONAL SERVICES","PRINT","8014",
"2016","5","2016-02-25T00:00:00.000","253000","VOLUNTEER SERVICES","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","KIRSTEN TROUT","400","119142","CLEARED",,"119142","61","SUPPLIES","PRINT","7550",
"2018","6","2018-03-20T00:00:00.000","217351","FED POLICE CONFISCATED TRUST","6216","RENT AND LEASE PAYMENTS","241","CONFISCATED DRUG-FEDERAL","ENTERPRISE FM TRUST","4913.79","213872","CLEARED",,"FBN3425990","62","CONTRACTUAL SERVICES","PRINT","8358",
"2021","2","2020-11-19T00:00:00.000","401500","TRAFFIC ENGINEERING","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","21.96","339746","CLEARED",,"828 3942595","61","SUPPLIES","EFT","4917",
"2019","5","2019-03-05T00:00:00.000","256460","CDBG SLCO - HOMELESS PROGRAM","6290","OTHER CONTRACTUAL SERVICES","250","COMMUNITY DEVELOP BLOCK GRANT","SHARING LIFE COMMUNITY OUTREACH","3665.52","260238","CLEARED",,"260238","62","CONTRACTUAL SERVICES","PRINT","4113",
"2018","5","2018-02-13T00:00:00.000","211000","POLICE OPERATIONS","6283","UNIFORM CLEANING","100","GENERAL","GEUM RAN CORPORATION","576.98","209910","CLEARED",,"02-01-2018","62","CONTRACTUAL SERVICES","EFT","4794",
"2018","11","2018-08-30T00:00:00.000","201000","FIRE OPERATIONS","6275","MAINTENANCE OF EQUIPMENT","100","GENERAL","BLUE TARP FINANCIAL","2.67","235315","CLEARED",,"40059347","62","CONTRACTUAL SERVICES","PRINT","5700",
"2020","2","2019-11-26T00:00:00.000","153218","UTILITY BILLING","6244","TRAVEL AND TRAINING","4000","WATER SEWER OPERATING","EMPLOYEE EXPENSE","21.73","296504","CLEARED",,"296504","62","CONTRACTUAL SERVICES","PRINT","999998",
"2017","12","2017-09-07T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","LANDMARK EQUIPMENT","42.56","189421","CLEARED",,"157338","61","SUPPLIES","PRINT","2474",
"2021","11","2021-08-31T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6262","LTD / LTC PREMIUMS","6000","GROUP MEDICAL INSURANCE","PHASE 11 SYSTEMS, A CALIFORNIA CORPORATI","955.58","377870","CLEARED",,"48659","62","CONTRACTUAL SERVICES","PRINT","3685",
"2020","6","2020-03-05T00:00:00.000","606652","OTHER SPECIAL EVENTS","6216","RENT AND LEASE PAYMENTS","100","GENERAL","ATRIUM HOTELS, LP","13284","308745","CLEARED",,"36534","62","CONTRACTUAL SERVICES","PRINT","5738",
"2020","12","2020-09-22T00:00:00.000","402507","WATER AND SEWER ENGINEERING","6108","SMALL TOOLS AND EQUIP","4000","WATER SEWER OPERATING","DELL COMPUTER L.P.","85.49","333635","CLEARED",,"10420432056","61","SUPPLIES","PRINT","965",
"2017","2","2016-11-15T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SW INTERNATL TRUCKS INC.","93.39","150566","CLEARED",,"D519791","61","SUPPLIES","PRINT","4270",
"2020","2","2019-11-19T00:00:00.000","151200","WAREHOUSE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","4","294461","CLEARED",,"828 3837413","61","SUPPLIES","EFT","4917",
"2017","5","2017-02-09T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","ASSOCIATED SUPPLY CO INC","6.88","161309","CLEARED",,"C09960","61","SUPPLIES","PRINT","2997",
"2017","11","2017-08-31T00:00:00.000","604000","RECREATION SERVICES ADMIN","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","8.98","189051","CLEARED",,"8283547772","61","SUPPLIES","EFT","4917",
"2019","6","2019-04-10T00:00:00.000","145000","SELF INSURANCE GROUP MEDICAL","6253","ADMINISTRATIVE FEE - MEDICAL","6000","GROUP MEDICAL INSURANCE","HSA BANK, A DIVISION OF WEBSTER BANK N A","1172.5","265078","CLEARED",,"W152971","62","CONTRACTUAL SERVICES","PRINT","1945",
"2016","12","2016-10-04T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","BERGER ENGINEERING  COMPANY","3838.38","145870","CLEARED",,"s24486","62","CONTRACTUAL SERVICES","EFT","5383",
"2016","2","2015-11-12T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","JAGUAR COURIER SERVICE INC","30.52","104923","CLEARED",,"771921","61","SUPPLIES","PRINT","6576",
"2018","8","2018-05-31T00:00:00.000","606650","SUMMER SIZZLE","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","TROPICAL EXTREMES, INC.","1050","224458","CLEARED",,"06092018","62","CONTRACTUAL SERVICES","PRINT","8898",
"2019","2","2018-11-20T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","4694","OIL SALES","5500","AIRPORT OPERATING","COMPTROLLER PUBLIC ACCTS","26.96","248003","CLEARED",,"11202018","46","CHARGES FOR SERVICE","WIRE","612",
"2020","6","2020-03-12T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","ROWAN CORNIL INC","124.6","309022","CLEARED",,"150044710",,"BALANCE SHEET ACCOUNT","PRINT","4405",
"2021","6","2021-03-11T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","220.65","354526","CLEARED",,"017823808","61","SUPPLIES","EFT","9245",
"2019","2","2018-11-08T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","SUNBELT POOL SUPPLY","302.63","246158","CLEARED",,"38824-1","62","CONTRACTUAL SERVICES","EFT","4408",
"2021","8","2021-05-13T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","BLUE TARP FINANCIAL","9.68","362470","CLEARED",,"40057637","62","CONTRACTUAL SERVICES","PRINT","5700",
"2019","8","2019-05-30T00:00:00.000","100","GENERAL","1100","INVENTORY - GENERAL WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","283.74","271257","CLEARED",,"4044-361282",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2017","5","2017-02-28T00:00:00.000","602610","GOLF COURSE","6234","GAS","5600","GOLF COURSE","ATMOS ENERGY CORPORATION","91.56","163407","CLEARED",,"1/21-2/21/17 825 INT","62","CONTRACTUAL SERVICES","EFT","3133",
"2020","7","2020-04-30T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MCINTYRE CASA VIEW WRECKER","200","315847","CLEARED",,"20-8086","62","CONTRACTUAL SERVICES","PRINT","2850",
"2018","1","2017-10-31T00:00:00.000","605623","GOODBAR ACTIVITY CENTER","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","47.96","195811","CLEARED",,"9/21-10/19/17 3000 C","62","CONTRACTUAL SERVICES","EFT","3133",
"2021","3","2020-12-31T00:00:00.000","607000","ATHLETICS PROGRAMS","6101","OFFICE SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","13.37","345921","CLEARED",,"3463648334","61","SUPPLIES","EFT","4343",
"2018","6","2018-03-13T00:00:00.000","403511","COMPOST FACILITY OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","10.29","213455","CLEARED",,"8283620796","61","SUPPLIES","EFT","4917",
"2016","7","2016-04-21T00:00:00.000","607000","ATHLETICS PROGRAMS","6081","ATHLETIC OFFICIALS","100","GENERAL","LILLIE KELLY","36","126103","CLEARED",,"04182016","60","PERSONAL SERVICES","PRINT","2369",
"2016","11","2016-08-11T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","32.4","139562","CLEARED",,"240814007","62","CONTRACTUAL SERVICES","EFT","2433",
"2021","9","2021-06-15T00:00:00.000","4000","WATER SEWER OPERATING","1070","A/R UTILITY BILLING SYSTEM","4000","WATER SEWER OPERATING","A/R REFUNDS","15.16","366618","CLEARED",,"366618",,"BALANCE SHEET ACCOUNT","PRINT","999997",
"2019","12","2019-10-03T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6275","MAINTENANCE OF EQUIPMENT","5500","AIRPORT OPERATING","BASSCO SERVICES, INC.","786.3","289045","CLEARED",,"52881","62","CONTRACTUAL SERVICES","PRINT","5316",
"2021","12","2021-09-16T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","380920","CLEARED",,"JP0826211004","62","CONTRACTUAL SERVICES","PRINT","999994",
"2016","8","2016-06-09T00:00:00.000","215000","POLICE STAFF SUPPORT SERVICES","6244","TRAVEL AND TRAINING","100","GENERAL","TX WORKFORCE COMMISSION","10","131854","CLEARED",,"160512-017","62","CONTRACTUAL SERVICES","PRINT","4676",
"2019","10","2019-07-18T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","CORE & MAIN LP","769.44","278211","CLEARED",,"K805947",,"BALANCE SHEET ACCOUNT","PRINT","1974",
"2016","7","2016-04-14T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6120","AMBULANCE SUPPLIES","100","GENERAL","LIFE ASSIST INC","399.9","125345","CLEARED",,"746634","61","SUPPLIES","PRINT","2579",
"2019","9","2019-06-25T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","EARL OWEN CO INC.","615.66","275165","CLEARED",,"2959656",,"BALANCE SHEET ACCOUNT","PRINT","3399",
"2019","6","2019-03-12T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","AUTOZONE, INC.","85.98","261351","CLEARED",,"1533816946","61","SUPPLIES","PRINT","3601",
"2021","2","2020-11-05T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","AUTOZONE, INC.","995.47","339049","CLEARED",,"1533336882",,"BALANCE SHEET ACCOUNT","PRINT","3601",
"2021","6","2021-03-25T00:00:00.000","201000","FIRE OPERATIONS","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","GALLS PARENT HOLDINGS, LLC","237.6","356602","CLEARED",,"017951017","61","SUPPLIES","EFT","9245",
"2021","10","2021-08-10T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","T & W TIRE LLC","865.7","373882","CLEARED",,"2010015844",,"BALANCE SHEET ACCOUNT","PRINT","8610",
"2017","10","2017-08-01T00:00:00.000","254000","ANIMAL SERVICES","6234","GAS","100","GENERAL","ATMOS ENERGY CORPORATION","5.7","183884","CLEARED",,"6/20-7/20/17 1650 GR","62","CONTRACTUAL SERVICES","EFT","3133",
"2019","7","2019-04-25T00:00:00.000","152203","CENTRAL COPY","6276","MAINT OF FURNITURE & FIXTURES","100","GENERAL","KONICA MINOLTA BUSINESS SOLUTIONS","60.72","266729","CLEARED",,"257813280","62","CONTRACTUAL SERVICES","EFT","2433",
"2019","4","2019-01-29T00:00:00.000","605620","FLORENCE COMMUNITY CENTER","6108","SMALL TOOLS AND EQUIP","100","GENERAL","LOWES COMPANIES, INC.","75.05","255179","CLEARED",,"64525-3","61","SUPPLIES","PRINT","2665",
"2021","10","2021-08-03T00:00:00.000","602610","GOLF COURSE","6140","GOLF PRO SHOP MERCHANDISE","5600","GOLF COURSE","CALLAWAY GOLF SALES CO.","82.62","372752","CLEARED",,"933579977","61","SUPPLIES","PRINT","245",
"2017","3","2016-12-27T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","4.25","155274","CLEARED",,"828 3461385","61","SUPPLIES","EFT","4917",
"2021","11","2021-09-14T00:00:00.000","153216","MUNICIPAL COURT","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","COURTS REFUND","6","379003","CLEARED",,"JP0722211002","62","CONTRACTUAL SERVICES","PRINT","999994",
"2021","10","2021-07-22T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GENUINE PARTS CO.","135.6","371492","CLEARED",,"4044-537863",,"BALANCE SHEET ACCOUNT","EFT","3165",
"2020","2","2019-11-26T00:00:00.000","705000","MISCELLANEOUS","4925","PRIOR YEAR EXPENDITURES","100","GENERAL","ENFORCEMENT VIDEO LLC","-220","295249","CLEARED",,"RMAREF0007386","49","OTHER REVENUES","PRINT","1468",
"2017","6","2017-03-09T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","ARTEX OVERHEAD DOOR CO","505","165198","CLEARED",,"33823","62","CONTRACTUAL SERVICES","PRINT","2722",
"2021","10","2021-07-15T00:00:00.000","114000","FACILITY MAINTENANCE","6106","JANITORIAL SUPPLIES","100","GENERAL","UNIFIRST HOLDINGS,INC.","30.35","371101","CLEARED",,"828 4013578","61","SUPPLIES","EFT","4917",
"2021","9","2021-06-24T00:00:00.000","605633","SUMMER CAMP PROGRAM","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","MESQUITE SPORTS CENTER","762.1","367640","CLEARED",,"97937","61","SUPPLIES","EFT","2923",
"2020","8","2020-05-28T00:00:00.000","114000","FACILITY MAINTENANCE","6274","MAINTENANCE OF BUILDINGS","100","GENERAL","LOWES COMPANIES, INC.","27.95","318818","CLEARED",,"64446-3","62","CONTRACTUAL SERVICES","PRINT","2665",
"2016","5","2016-02-03T00:00:00.000","153218","UTILITY BILLING","6218","CREDIT CARD CHARGES","4000","WATER SEWER OPERATING","TAX REFUNDS","3.5","115641","CLEARED",,"UV0201161312","62","CONTRACTUAL SERVICES","STALE DATED","999991",
"2016","3","2015-12-03T00:00:00.000","405000","EQUIPMENT SERVICES","6278","MAINTENANCE OF MOTOR VEHICLES","100","GENERAL","MCINTYRE CASA VIEW WRECKER","150","107222","CLEARED",,"74313","62","CONTRACTUAL SERVICES","PRINT","2850",
"2016","2","2015-11-19T00:00:00.000","114000","FACILITY MAINTENANCE","6104","CLOTHING/UNIFORM EXPENSE","100","GENERAL","UNIFIRST HOLDINGS,INC.","45.43","105672","CLEARED",,"8283327935","61","SUPPLIES","EFT","4917",
"2021","8","2021-05-11T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","SOUTHWEST MATERIALS HANDLING CO.","31.09","362561","CLEARED",,"01S2839980","61","SUPPLIES","EFT","4275",
"2018","12","2018-10-16T00:00:00.000","271000","ENVIRONMENTAL CODE INSPECTION","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","TX DEPARTMENT OF TRANSPORTATION","61.88","242318","CLEARED",,"10042018","62","CONTRACTUAL SERVICES","PRINT","4577",
"2017","5","2017-02-07T00:00:00.000","405000","EQUIPMENT SERVICES","6170","MOTOR VEHICLE PARTS","100","GENERAL","H D INDUSTRIES INC","49.96","160662","CLEARED",,"24958","61","SUPPLIES","EFT","1664",
"2016","12","2016-09-20T00:00:00.000","254000","ANIMAL SERVICES","6108","SMALL TOOLS AND EQUIP","100","GENERAL","ISI COMMERCIAL REFRIGERATION, INC.","938.88","143551","CLEARED",,"2699919","61","SUPPLIES","PRINT","2036",
"2021","6","2021-03-16T00:00:00.000","100","GENERAL","1103","INVENTORY - AUTO WAREHOUSE","100","GENERAL","GT DISTRIBUTORS, INC.","1329.88","354945","CLEARED",,"INV0830597",,"BALANCE SHEET ACCOUNT","EFT","1425",
"2016","10","2016-07-27T00:00:00.000","100","GENERAL","2095","A/P STATE TRAFFIC FEE 9/03","100","GENERAL","COMPTROLLER PUBLIC ACCTS","61307.68","138340","CLEARED",,"2016Q2-StCrimFees",,"BALANCE SHEET ACCOUNT","WIRE","612",
"2020","10","2020-08-04T00:00:00.000","4000","WATER SEWER OPERATING","1100","INVENTORY - GENERAL WAREHOUSE","4000","WATER SEWER OPERATING","FORTILINE, INC","400","327721","CLEARED",,"5032084-B",,"BALANCE SHEET ACCOUNT","PRINT","2712",
"2017","10","2017-07-18T00:00:00.000","403510","RESIDENTIAL WASTE COLLECTION","6080","OTHER PERSONAL SERVICES","100","GENERAL","RUSHMORE CORPORATION","2325.94","182778","CLEARED",,"1017240","60","PERSONAL SERVICES","PRINT","8014",
"2016","7","2016-04-07T00:00:00.000","605625","SCOTT DUNFORD COMM CENTER","6239","POOL/PERSONAL CAR USAGE","100","GENERAL","EMPLOYEE EXPENSE","125.88","124720","CLEARED",,"1125","62","CONTRACTUAL SERVICES","PRINT","999998",
"2018","4","2018-01-23T00:00:00.000","900000","MUNICIPAL AIRPORT OPERATION","6274","MAINTENANCE OF BUILDINGS","5500","AIRPORT OPERATING","RON DAWSON INC.","35","206975","CLEARED",,"168928","62","CONTRACTUAL SERVICES","EFT","847",
"2019","9","2019-06-27T00:00:00.000","146000","SELF INSURANCE GEN LIABILITY","6266","GENERAL LIABILITY CLAIMS","6050","GENERAL LIABILITY INSURANCE","HD SUPPLY CONST SUPPLY, LTD","537.37","275413","CLEARED",,"50010470691","62","CONTRACTUAL SERVICES","EFT","1661",
"2016","5","2016-02-11T00:00:00.000","100","GENERAL","1105","INVENTORY - GASOLINE","100","GENERAL","MARTIN EAGLE OIL COMPANY, INC","10598.74","117668","CLEARED",,"759495",,"BALANCE SHEET ACCOUNT","EFT","2764",
"2019","1","2018-10-25T00:00:00.000","2030","2016 C.O. CAPITAL PROJECTS","2020","RETAINAGE PAYABLE","2030","2016 C.O. CAPITAL PROJECTS","OLDCASTLE MATERIALS TEXAS, INC.","7846.1","243093","CLEARED",,"RT243093",,"BALANCE SHEET ACCOUNT","PRINT","1926",
"2017","3","2016-12-29T00:00:00.000","202000","EMERGENCY MEDICAL SERVICE","6120","AMBULANCE SUPPLIES","100","GENERAL","MIDWEST MEDICAL SUPPLY COMPANY LLC","71.1","154911","CLEARED",,"6439411","61","SUPPLIES","PRINT","2969",
"2019","1","2018-10-30T00:00:00.000","164000","TELECOMMUNICATIONS","6235","TELEPHONE SERVICE","100","GENERAL","BRION ENTERPRISES, INC.","155","244252","CLEARED",,"12758","62","CONTRACTUAL SERVICES","PRINT","3756",
"2019","8","2019-05-23T00:00:00.000","2107060","4B CAPITAL PARD","8920","CONTRACTUAL SERVICES","210","QUALITY OF LIFE CORP (4B)","FREESE AND NICHOLS, INC.","2219.12","269022","CLEARED",,"1290899","62","CONTRACTUAL SERVICES","EFT","1377",
"2019","6","2019-03-14T00:00:00.000","605633","SUMMER CAMP PROGRAM","6290","OTHER CONTRACTUAL SERVICES","100","GENERAL","GARLAND URBAN AIR, LLC","240","261738","CLEARED",,"July242019","62","CONTRACTUAL SERVICES","PRINT","9042",
"2016","6","2016-03-29T00:00:00.000","201000","FIRE OPERATIONS","6109","MISCELLANEOUS SUPPLIES","100","GENERAL","STAPLES CONTRACT & COMMERCIAL, INC","667.8","123741","CLEARED",,"3296290094","61","SUPPLIES","EFT","4343",
