"fisc_period","fisc_year","region","office","town","ttl_cps_acept_m","ttl_cps_subs_m","ttl_allegat_m","ttl_allegat_subs_m","ttl_phys_abuse_m","ttl_educ_neglect_m","ttl_emot_neglect_m","ttl_high_risk_m","ttl_medi_neglect_m","ttl_at_risk_m","ttl_phys_neglect_m","ttl_sex_abuse_m","ttl_hmntr_m","ttl_em_ab_m","ttl_moral_neglect_m","subs_phys_abuse_m","subs_educ_neglect_m","subs_emot_neglect_m","subs_high_risk_m","subs_medi_neglect_m","subs_at_risk_m","subs_phys_neglect_m","subs_sex_abuse_m","sub_hmntr_m","sub_em_ab_m","sub_moral_neglect_m","children_subs","rate_phys_abuse_m","rate_educ_neglect_m","rate_emot_neglect_m","rate_high_risk_m","rate_medi_neglect_m","rate_at_risk_m","rate_phys_neglect_m","rate_sex_abuse_m","rate_hmntr_m","rate_em_ab_m","rate_moral_neglect_m"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","COLUMBIA","20","<= 10","49","<= 10","<= 10","-","<= 10","-","<= 10","-","34","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","74 - 84 %","-","0 - 9 %","-","11 - 21 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","COVENTRY","57","11","146","41","<= 10","<= 10","26","-","<= 10","-","88","<= 10","-","12","-","<= 10","-","12","-","-","-","25","<= 10","-","<= 10","-","13","24 - 34 %","0 - 9 %","46%","-","0 - 9 %","-","28%","16 - 26 %","-","7 - 17 %","0%"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","EASTFORD","<= 10","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","99 - 109 %","-","-","-","32 - 42 %","-","-","-","99 - 109 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","HAMPTON","<= 10","<= 10","26","<= 10","<= 10","<= 10","<= 10","-","-","-","14","-","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","-","-","20 - 30 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","KILLINGLY","186","48","525","203","35","<= 10","138","-","<= 10","-","320","<= 10","-","<= 10","<= 10","<= 10","<= 10","69","-","<= 10","-","121","<= 10","-","<= 10","-","70","10 - 20 %","32 - 42 %","50%","-","32 - 42 %","-","38%","39 - 49 %","-","13 - 23 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","MANSFIELD","56","13","132","31","11","<= 10","27","-","<= 10","-","84","<= 10","-","<= 10","<= 10","<= 10","-","12","-","-","-","16","<= 10","-","-","-","20","17 - 27 %","0 - 9 %","44%","-","0 - 9 %","-","19%","32 - 42 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","PLAINFIELD","198","47","586","192","36","29","104","-","19","-","367","<= 10","-","<= 10","12","<= 10","<= 10","43","-","<= 10","-","119","<= 10","-","<= 10","-","75","10 - 20 %","27 - 37 %","41%","-","46 - 56 %","-","32%","59 - 69 %","-","32 - 42 %","0%"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","POMFRET","38","11","111","39","16","<= 10","27","-","<= 10","-","58","-","-","<= 10","<= 10","<= 10","<= 10","16","-","<= 10","-","17","-","-","-","-","18","12 - 22 %","32 - 42 %","59%","-","99 - 109 %","-","29%","-","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","PUTNAM","134","31","363","116","16","<= 10","96","-","<= 10","-","226","<= 10","-","<= 10","<= 10","<= 10","<= 10","46","-","-","-","65","<= 10","-","-","-","49","12 - 22 %","19 - 29 %","48%","-","0 - 9 %","-","29%","19 - 29 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","SCOTLAND","<= 10","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","-","99 - 109 %","-","-","-","99 - 109 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","STERLING","34","<= 10","81","15","<= 10","-","<= 10","-","<= 10","-","56","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","13","<= 10","-","-","-","<= 10","0 - 9 %","-","9 - 19 %","-","0 - 9 %","-","23%","49 - 59 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","THOMPSON","54","12","174","57","<= 10","<= 10","34","-","<= 10","-","116","<= 10","-","<= 10","<= 10","-","-","20","-","-","-","37","-","-","-","-","23","0 - 9 %","0 - 9 %","59%","-","0 - 9 %","-","32%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","UNION","<= 10","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","<= 10","-","-","99 - 109 %","-","-","-","-","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","WILLINGTON","21","<= 10","62","17","<= 10","<= 10","14","-","<= 10","-","40","-","-","-","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","<= 10","0 - 9 %","0 - 9 %","35 - 45 %","-","0 - 9 %","-","24 - 34 %","-","-","-","66 - 76 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","WINDHAM","324","70","910","270","82","27","179","-","12","-","558","33","-","15","<= 10","19","<= 10","68","-","<= 10","-","164","<= 10","-","<= 10","<= 10","106","23%","3 - 13 %","38%","-","41 - 51 %","-","29%","11 - 21 %","-","46 - 56 %","49 - 59 %"
"07/01/2019 - 06/30/2020","2020","REGION 3","WILLIMANTIC","WOODSTOCK","18","<= 10","31","<= 10","-","<= 10","<= 10","-","<= 10","-","20","<= 10","-","-","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","0 - 9 %","99 - 109 %","-","0 - 9 %","-","9 - 19 %","0 - 9 %","-","-","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","HARTFORD","BLOOMFIELD","103","16","223","41","37","<= 10","25","-","<= 10","-","141","<= 10","-","<= 10","-","<= 10","-","<= 10","-","<= 10","-","20","<= 10","-","<= 10","-","26","13 - 23 %","0 - 9 %","23 - 33 %","-","99 - 109 %","-","14%","49 - 59 %","-","49 - 59 %","0%"
"07/01/2019 - 06/30/2020","2020","REGION 4","HARTFORD","HARTFORD","2231","329","4843","779","493","321","684","-","147","-","2945","152","<= 10","56","38","32","21","114","-","18","-","520","63","<= 10","<= 10","<= 10","452","6%","7%","17%","-","12%","-","18%","41%","28 - 38 %","3 - 13 %","17 - 27 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","HARTFORD","WEST HARTFORD","241","30","486","82","67","<= 10","72","-","16","-","283","19","<= 10","15","<= 10","<= 10","-","18","-","<= 10","-","50","<= 10","-","<= 10","-","48","9 - 19 %","0 - 9 %","25%","-","5 - 15 %","-","18%","25 - 35 %","0 - 9 %","6 - 16 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","HARTFORD","WINDSOR","148","28","335","65","50","<= 10","37","-","<= 10","-","215","17","<= 10","<= 10","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","41","<= 10","-","<= 10","-","38","9 - 19 %","32 - 42 %","15 - 25 %","-","39 - 49 %","-","19%","40 - 50 %","0 - 9 %","66 - 76 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","ANDOVER","<= 10","<= 10","19","<= 10","<= 10","-","<= 10","-","<= 10","-","11","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","49 - 59 %","-","0 - 9 %","-","26 - 36 %","32 - 42 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","BOLTON","27","<= 10","67","14","<= 10","<= 10","<= 10","-","-","-","40","-","-","<= 10","-","-","<= 10","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","19 - 29 %","62 - 72 %","-","-","-","17 - 27 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","EAST GRANBY","19","<= 10","71","29","<= 10","-","<= 10","-","-","-","54","<= 10","-","-","<= 10","<= 10","-","<= 10","-","-","-","25","-","-","-","-","<= 10","32 - 42 %","-","29 - 39 %","-","-","-","46%","0 - 9 %","-","-","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","EAST HARTFORD","515","107","1310","368","128","76","232","-","19","-","803","26","-","11","15","12","14","91","-","<= 10","-","236","<= 10","-","<= 10","<= 10","157","9%","18%","39%","-","4 - 14 %","-","29%","37 - 47 %","-","26 - 36 %","6 - 16 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","EAST WINDSOR","72","<= 10","166","42","19","<= 10","21","-","-","-","121","<= 10","-","-","-","-","-","13","-","-","-","28","<= 10","-","-","-","15","-","0 - 9 %","62%","-","-","-","23%","49 - 59 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","ELLINGTON","66","<= 10","139","20","12","<= 10","21","-","<= 10","-","81","<= 10","-","<= 10","<= 10","<= 10","<= 10","<= 10","-","-","-","14","<= 10","-","-","-","11","7 - 17 %","16 - 26 %","13 - 23 %","-","0 - 9 %","-","17%","19 - 29 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","ENFIELD","309","47","725","173","64","47","84","-","18","-","475","<= 10","<= 10","17","<= 10","<= 10","<= 10","14","-","<= 10","-","143","<= 10","-","<= 10","-","74","15 - 25 %","3 - 13 %","17%","-","5 - 15 %","-","30%","19 - 29 %","0 - 9 %","5 - 15 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","GLASTONBURY","112","19","230","34","30","<= 10","41","-","<= 10","-","123","<= 10","<= 10","<= 10","<= 10","-","<= 10","<= 10","-","-","-","21","-","<= 10","<= 10","-","24","-","19 - 29 %","21 - 31 %","-","0 - 9 %","-","17%","0 - 9 %","24 - 34 %","21 - 31 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","GRANBY","35","<= 10","99","29","<= 10","<= 10","16","-","<= 10","-","59","<= 10","-","-","<= 10","-","-","<= 10","-","-","-","21","-","-","-","-","13","0 - 9 %","0 - 9 %","49 - 59 %","-","0 - 9 %","-","36%","0 - 9 %","-","-","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","HEBRON","33","<= 10","90","29","<= 10","<= 10","13","-","<= 10","-","58","<= 10","-","<= 10","<= 10","-","-","<= 10","-","-","-","25","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","22 - 32 %","-","0 - 9 %","-","43%","24 - 34 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","MANCHESTER","556","105","1296","265","110","28","168","-","23","-","905","24","-","23","15","<= 10","<= 10","41","-","<= 10","-","200","<= 10","-","-","<= 10","148","6 - 16 %","10 - 20 %","24%","-","8 - 18 %","-","22%","37 - 47 %","-","-","12 - 22 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","MARLBOROUGH","14","<= 10","20","<= 10","<= 10","-","<= 10","-","<= 10","-","<= 10","<= 10","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","0 - 9 %","-","13 - 23 %","0 - 9 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","SOMERS","33","<= 10","74","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","53","<= 10","-","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","12 - 22 %","0 - 9 %","-","-","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","SOUTH WINDSOR","72","14","177","37","12","<= 10","30","-","<= 10","-","125","<= 10","-","<= 10","<= 10","<= 10","-","15","-","-","-","20","-","-","-","-","17","16 - 26 %","0 - 9 %","50%","-","0 - 9 %","-","16%","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","STAFFORD","96","24","225","63","15","<= 10","43","-","<= 10","-","155","<= 10","-","-","-","<= 10","-","16","-","-","-","42","<= 10","-","-","-","32","12 - 22 %","0 - 9 %","37%","-","0 - 9 %","-","27%","59 - 69 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","SUFFIELD","55","<= 10","151","35","<= 10","<= 10","21","-","<= 10","-","104","<= 10","-","<= 10","<= 10","<= 10","-","<= 10","-","-","-","24","-","-","-","<= 10","15","9 - 19 %","0 - 9 %","42 - 52 %","-","0 - 9 %","-","23%","0 - 9 %","-","0 - 9 %","49 - 59 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","TOLLAND","42","<= 10","89","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","63","<= 10","-","-","<= 10","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","16 - 26 %","0 - 9 %","10 - 20 %","-","0 - 9 %","-","9 - 19 %","0 - 9 %","-","-","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","VERNON","321","37","695","96","70","31","66","-","24","-","465","22","-","<= 10","11","<= 10","<= 10","<= 10","-","-","-","80","<= 10","-","-","<= 10","51","0 - 10 %","2 - 12 %","14 - 24 %","-","-","-","17%","13 - 23 %","-","0 - 9 %","8 - 18 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","MANCHESTER","WINDSOR LOCKS","103","22","277","83","27","16","53","-","<= 10","-","166","<= 10","-","<= 10","<= 10","<= 10","<= 10","26","-","<= 10","-","44","<= 10","-","<= 10","<= 10","25","10 - 20 %","24 - 34 %","49%","-","39 - 49 %","-","27%","32 - 42 %","-","32 - 42 %","49 - 59 %"
"07/01/2019 - 06/30/2020","2020","REGION 4","TORRINGTON","HARTLAND","<= 10","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","-","99 - 109 %","-","-","-","99 - 109 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","BETHEL","104","26","248","72","18","<= 10","54","-","15","-","143","<= 10","-","<= 10","<= 10","<= 10","-","18","-","<= 10","-","47","<= 10","-","-","<= 10","45","5 - 15 %","0 - 9 %","33%","-","19 - 29 %","-","33%","49 - 59 %","-","0 - 9 %","99 - 109 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","BRIDGEWATER","<= 10","<= 10","<= 10","-","<= 10","-","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","BROOKFIELD","48","<= 10","102","24","<= 10","<= 10","15","-","<= 10","-","67","<= 10","-","<= 10","-","-","<= 10","<= 10","-","-","-","17","-","-","-","-","12","0 - 9 %","82 - 92 %","12 - 22 %","-","0 - 9 %","-","25%","0 - 9 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","DANBURY","504","106","1049","284","111","95","152","-","29","-","606","31","<= 10","13","11","12","<= 10","59","-","<= 10","-","184","14","-","<= 10","<= 10","161","11%","0 - 10 %","39%","-","20 - 30 %","-","30%","45%","0 - 9 %","7 - 17 %","63 - 73 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","NEW FAIRFIELD","30","<= 10","54","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","28","<= 10","-","<= 10","<= 10","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","10 - 20 %","0 - 9 %","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","NEW MILFORD","134","37","303","96","48","13","33","-","<= 10","-","179","<= 10","-","13","<= 10","<= 10","-","14","-","<= 10","-","72","<= 10","-","<= 10","<= 10","58","5 - 15 %","-","42%","-","19 - 29 %","-","40%","19 - 29 %","-","14 - 24 %","99 - 109 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","NEWTOWN","77","19","200","52","12","<= 10","49","-","<= 10","-","106","<= 10","-","<= 10","-","<= 10","<= 10","15","-","-","-","31","<= 10","-","-","-","26","7 - 17 %","28 - 38 %","31%","-","0 - 9 %","-","29%","32 - 42 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","REDDING","14","<= 10","39","<= 10","<= 10","-","<= 10","-","<= 10","-","18","-","-","<= 10","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","19 - 29 %","-","0 - 9 %","-","21 - 31 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","RIDGEFIELD","41","<= 10","83","12","<= 10","<= 10","14","-","<= 10","-","50","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","13 - 23 %","0 - 9 %","28 - 38 %","-","0 - 9 %","-","13 - 23 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","DANBURY","SHERMAN","<= 10","<= 10","21","<= 10","-","-","<= 10","-","<= 10","-","16","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","-","-","32 - 42 %","-","0 - 9 %","-","24 - 34 %","99 - 109 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","BARKHAMSTED","<= 10","<= 10","12","<= 10","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","9 - 19 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","BETHLEHEM","16","<= 10","27","<= 10","<= 10","<= 10","-","-","-","-","19","<= 10","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","-","-","15 - 25 %","0 - 9 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","CANAAN","<= 10","<= 10","11","-","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","CANTON","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","COLEBROOK","<= 10","<= 10","<= 10","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","<= 10","-","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","99 - 109 %","-","0 - 9 %","-","99 - 109 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","CORNWALL","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","0 - 9 %","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","GOSHEN","15","<= 10","30","<= 10","<= 10","<= 10","<= 10","-","-","-","24","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","99 - 109 %","-","-","-","3 - 13 %","0 - 9 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","HARTLAND","<= 10","<= 10","20","-","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","0 - 9 %","0 - 9 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","HARWINTON","22","<= 10","43","<= 10","<= 10","-","<= 10","-","<= 10","-","27","<= 10","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","0 - 9 %","-","14 - 24 %","0 - 9 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","KENT","<= 10","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","-","-","<= 10","-","-","-","<= 10","<= 10","-","-","-","<= 10","0 - 9 %","-","99 - 109 %","-","-","-","16 - 26 %","99 - 109 %","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","LITCHFIELD","27","<= 10","62","15","<= 10","<= 10","13","-","-","-","37","<= 10","-","<= 10","-","<= 10","-","<= 10","-","-","-","<= 10","<= 10","-","<= 10","-","<= 10","19 - 29 %","0 - 9 %","45 - 55 %","-","-","-","15 - 25 %","32 - 42 %","-","99 - 109 %","0%"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","MORRIS","<= 10","<= 10","11","<= 10","<= 10","<= 10","-","-","<= 10","-","<= 10","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","0 - 9 %","-","39 - 49 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","NEW HARTFORD","27","<= 10","54","<= 10","<= 10","<= 10","<= 10","-","<= 10","-","35","-","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","0 - 9 %","-","0 - 9 %","-","5 - 15 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","NORFOLK","<= 10","<= 10","18","<= 10","<= 10","-","<= 10","-","-","-","12","-","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","-","0 - 9 %","-","-","-","32 - 42 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","NORTH CANAAN","<= 10","<= 10","11","<= 10","<= 10","<= 10","-","-","<= 10","-","<= 10","-","-","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","<= 10","0 - 9 %","0 - 9 %","-","-","0 - 9 %","-","13 - 23 %","-","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","ROXBURY","<= 10","<= 10","<= 10","-","<= 10","-","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","0 - 9 %","-","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","SALISBURY","<= 10","<= 10","13","-","-","-","<= 10","-","-","-","<= 10","-","-","<= 10","<= 10","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","0 - 9 %","-","-","-","0 - 9 %","-","-","0 - 9 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","SHARON","<= 10","<= 10","13","<= 10","<= 10","<= 10","<= 10","-","-","-","<= 10","<= 10","<= 10","<= 10","-","-","-","<= 10","-","-","-","-","<= 10","-","<= 10","-","<= 10","0 - 9 %","0 - 9 %","99 - 109 %","-","-","-","0 - 9 %","99 - 109 %","0 - 9 %","32 - 42 %","0%"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","THOMASTON","52","<= 10","148","49","14","<= 10","38","-","-","-","87","<= 10","-","<= 10","-","<= 10","<= 10","11","-","-","-","33","<= 10","-","-","-","14","13 - 23 %","66 - 76 %","29%","-","-","-","38%","32 - 42 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","TORRINGTON","306","59","806","254","54","39","176","-","12","-","479","19","-","17","<= 10","12","<= 10","90","-","<= 10","-","131","<= 10","-","<= 10","-","93","22%","20 - 30 %","51%","-","16 - 26 %","-","27%","36 - 46 %","-","23 - 33 %","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","WARREN","<= 10","<= 10","<= 10","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","-","-","-","-","-","0 - 9 %","-","-","-","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","WASHINGTON","<= 10","<= 10","<= 10","-","-","<= 10","-","-","-","-","<= 10","<= 10","-","-","<= 10","-","-","-","-","-","-","-","-","-","-","-","<= 10","-","0 - 9 %","-","-","-","-","0 - 9 %","0 - 9 %","-","-","0 - 9 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","WATERTOWN","86","19","208","56","18","<= 10","48","-","<= 10","-","117","<= 10","-","<= 10","<= 10","<= 10","-","20","-","-","-","33","-","-","-","<= 10","23","5 - 15 %","0 - 9 %","42%","-","0 - 9 %","-","28%","0 - 9 %","-","0 - 9 %","49 - 59 %"
"07/01/2019 - 06/30/2020","2020","REGION 5","TORRINGTON","WINCHESTER","109","16","221","47","13","14","38","-","<= 10","-","145","<= 10","-","<= 10","-","-","<= 10","<= 10","-","<= 10","-","32","<= 10","-","-","-","25","-","28 - 38 %","20 - 30 %","-","13 - 23 %","-","22%","66 - 76 %","-","0 - 9 %","-"
"07/01/2019 - 06/30/2020","2020","REGION 5","WATERBURY","BEACON FALLS","21","<= 10","55","15","<= 10","<= 10","<= 10","-","<= 10","-","34","<= 10","-","<= 10","-","-","-","<= 10","-","-","-","13","<= 10","-","-","-","<= 10","0 - 9 %","0 - 9 %","10 - 20 %","-","0 - 9 %","-","38%","32 - 42 %","-","0 - 9 %","-"
